year,bula_h,sex,pld0298_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Bavaria,female,Heterosexual,0.67976,1724,1848,0.65848,0.70104
2016,Bavaria,female,No answer/ Do not wish to respond,0.06127,124,1848,0.05033,0.07220
2016,Berlin,male,Heterosexual,0.69387,362,362,0.64633,0.74142
2016,Berlin,female,Heterosexual,0.75901,437,437,0.71887,0.79916
2016,Brandenburg,male,Heterosexual,0.64184,367,367,0.59272,0.69096
2016,Brandenburg,female,Heterosexual,0.66561,429,429,0.62091,0.71030
2016,Mecklenburg-Western Pomerania,male,Heterosexual,0.70330,193,193,0.63869,0.76792
2016,Mecklenburg-Western Pomerania,female,Heterosexual,0.65385,241,241,0.59366,0.71404
2016,Saxony,male,Heterosexual,0.74696,589,624,0.71282,0.78110
2016,Saxony,male,No answer/ Do not wish to respond,0.04496,35,624,0.02869,0.06123
2016,Saxony,female,Heterosexual,0.69878,638,679,0.66425,0.73331
2016,Saxony,female,No answer/ Do not wish to respond,0.04963,41,679,0.03328,0.06597
2016,Saxony-Anhalt,male,Heterosexual,0.69922,314,314,0.64842,0.75003
2016,Saxony-Anhalt,female,Heterosexual,0.71225,404,404,0.66805,0.75645
2016,Thuringa,male,Heterosexual,0.68025,332,332,0.63001,0.73050
2016,Thuringa,female,Heterosexual,0.65742,402,402,0.61096,0.70387
2019,Schleswig-Holstein,male,Heterosexual,0.75996,430,430,0.71954,0.80038
2019,Schleswig-Holstein,female,Heterosexual,0.67429,439,470,0.63187,0.71670
2019,Schleswig-Holstein,female,No answer/ Do not wish to respond,0.08252,31,470,0.05762,0.10742
2019,Hamburg,male,Heterosexual,0.74495,227,227,0.68812,0.80178
2019,Hamburg,female,Heterosexual,0.72597,254,254,0.67101,0.78093
2019,Lower Saxony,male,Heterosexual,0.76638,1090,1144,0.74185,0.79091
2019,Lower Saxony,male,No answer/ Do not wish to respond,0.04298,54,1144,0.03122,0.05473
2019,Lower Saxony,female,Heterosexual,0.77180,1220,1279,0.74879,0.79481
2019,Lower Saxony,female,No answer/ Do not wish to respond,0.04633,59,1279,0.03481,0.05785
2019,Bremen,male,Heterosexual,0.73189,90,90,0.63986,0.82392
2019,Bremen,female,Heterosexual,0.78676,111,111,0.71022,0.86331
2019,North Rhine-Westphalia,male,Heterosexual,0.76721,2380,2556,0.75083,0.78360
2019,North Rhine-Westphalia,male,Homosexual,0.01172,60,2556,0.00755,0.01589
2019,North Rhine-Westphalia,male,Bisexual,0.00558,31,2556,0.00269,0.00846
2019,North Rhine-Westphalia,male,No answer/ Do not wish to respond,0.04338,85,2556,0.03548,0.05128
2019,North Rhine-Westphalia,female,Heterosexual,0.77467,2612,2827,0.75927,0.79007
2019,North Rhine-Westphalia,female,Homosexual,0.00681,33,2827,0.00378,0.00985
2019,North Rhine-Westphalia,female,Bisexual,0.01172,70,2827,0.00775,0.01568
2019,North Rhine-Westphalia,female,No answer/ Do not wish to respond,0.04475,112,2827,0.03713,0.05237
2019,Hesse,male,Heterosexual,0.76611,787,787,0.73651,0.79570
2019,Hesse,female,Heterosexual,0.75101,783,849,0.72190,0.78011
2019,Hesse,female,Bisexual,0.01724,31,849,0.00848,0.02600
2019,Hesse,female,No answer/ Do not wish to respond,0.05583,35,849,0.04037,0.07128
2019,"Rhineland-Palatinate, Saarland",male,Heterosexual,0.74115,611,667,0.70789,0.77442
2019,"Rhineland-Palatinate, Saarland",male,No answer/ Do not wish to respond,0.06361,56,667,0.04507,0.08215
2019,"Rhineland-Palatinate, Saarland",female,Heterosexual,0.74319,695,756,0.71203,0.77435
2019,"Rhineland-Palatinate, Saarland",female,No answer/ Do not wish to respond,0.07037,61,756,0.05212,0.08861
2019,Baden-Wuerttemberg,male,Heterosexual,0.72824,1233,1288,0.70394,0.75255
2019,Baden-Wuerttemberg,male,No answer/ Do not wish to respond,0.05128,55,1288,0.03923,0.06333
2019,Baden-Wuerttemberg,female,Heterosexual,0.75384,1345,1452,0.73167,0.77600
2019,Baden-Wuerttemberg,female,Bisexual,0.00855,33,1452,0.00381,0.01329
2019,Baden-Wuerttemberg,female,No answer/ Do not wish to respond,0.06175,74,1452,0.04936,0.07413
2019,Bavaria,male,Heterosexual,0.74578,1743,1860,0.72599,0.76557
2019,Bavaria,male,Homosexual,0.01067,37,1860,0.00600,0.01535
2019,Bavaria,male,No answer/ Do not wish to respond,0.04304,80,1860,0.03382,0.05227
2019,Bavaria,female,Heterosexual,0.77772,1898,2034,0.75964,0.79579
2019,Bavaria,female,Bisexual,0.01380,41,2034,0.00873,0.01887
2019,Bavaria,female,No answer/ Do not wish to respond,0.04311,95,2034,0.03428,0.05193
2019,Berlin,male,Heterosexual,0.73352,417,475,0.69371,0.77332
2019,Berlin,male,Homosexual,0.04700,58,475,0.02795,0.06606
2019,Berlin,female,Heterosexual,0.74206,420,468,0.70238,0.78174
2019,Berlin,female,Bisexual,0.04762,48,468,0.02830,0.06693
2019,Brandenburg,male,Heterosexual,0.70469,493,493,0.66438,0.74500
2019,Brandenburg,female,Heterosexual,0.76139,540,540,0.72541,0.79738
2019,Mecklenburg-Western Pomerania,male,Heterosexual,0.78227,277,277,0.73358,0.83096
2019,Mecklenburg-Western Pomerania,female,Heterosexual,0.76424,299,299,0.71604,0.81243
2019,Saxony,male,Heterosexual,0.80590,727,767,0.77789,0.83391
2019,Saxony,male,No answer/ Do not wish to respond,0.03581,40,767,0.02265,0.04897
2019,Saxony,female,Heterosexual,0.75527,754,803,0.72551,0.78502
2019,Saxony,female,No answer/ Do not wish to respond,0.04942,49,803,0.03442,0.06442
2019,Saxony-Anhalt,male,Heterosexual,0.76619,370,370,0.72301,0.80938
2019,Saxony-Anhalt,female,Heterosexual,0.76901,441,441,0.72963,0.80839
2019,Thuringa,male,Heterosexual,0.76173,396,396,0.71972,0.80375
2019,Thuringa,female,Heterosexual,0.77165,445,479,0.73402,0.80929
2019,Thuringa,female,No answer/ Do not wish to respond,0.08509,34,479,0.06007,0.11010
