year,age_gr,bula_h,pld0298_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,30-45 y.,Saxony,Heterosexual,0.94901,398,398,0.92737,0.97065
2019,30-45 y.,Saxony-Anhalt,Heterosexual,0.91066,192,192,0.87020,0.95111
2019,30-45 y.,Thuringa,Heterosexual,0.93782,213,213,0.90531,0.97032
2019,46-65 y.,Schleswig-Holstein,Heterosexual,0.92581,327,327,0.89736,0.95426
2019,46-65 y.,Hamburg,Heterosexual,0.90402,186,186,0.86157,0.94646
2019,46-65 y.,Lower Saxony,Heterosexual,0.94985,961,961,0.93604,0.96366
2019,46-65 y.,Bremen,Heterosexual,0.91076,74,74,0.84536,0.97616
2019,46-65 y.,North Rhine-Westphalia,Heterosexual,0.92040,2024,2141,0.90893,0.93187
2019,46-65 y.,North Rhine-Westphalia,Homosexual,0.01376,47,2141,0.00882,0.01869
2019,46-65 y.,North Rhine-Westphalia,No answer/ Do not wish to respond,0.04568,70,2141,0.03683,0.05453
2019,46-65 y.,Hesse,Heterosexual,0.94719,697,697,0.93057,0.96381
2019,46-65 y.,"Rhineland-Palatinate, Saarland",Heterosexual,0.90548,561,601,0.88207,0.92889
2019,46-65 y.,"Rhineland-Palatinate, Saarland",No answer/ Do not wish to respond,0.07375,40,601,0.05284,0.09467
2019,46-65 y.,Baden-Wuerttemberg,Heterosexual,0.93057,1051,1094,0.91550,0.94564
2019,46-65 y.,Baden-Wuerttemberg,No answer/ Do not wish to respond,0.04829,43,1094,0.03558,0.06100
2019,46-65 y.,Bavaria,Heterosexual,0.91510,1485,1553,0.90124,0.92897
2019,46-65 y.,Bavaria,No answer/ Do not wish to respond,0.05937,68,1553,0.04762,0.07113
2019,46-65 y.,Berlin,Heterosexual,0.91115,320,353,0.88143,0.94087
2019,46-65 y.,Berlin,Homosexual,0.03752,33,353,0.01767,0.05737
2019,46-65 y.,Brandenburg,Heterosexual,0.90008,461,461,0.87268,0.92749
2019,46-65 y.,Mecklenburg-Western Pomerania,Heterosexual,0.92487,238,238,0.89131,0.95843
2019,46-65 y.,Saxony,Heterosexual,0.93479,594,628,0.91547,0.95412
2019,46-65 y.,Saxony,No answer/ Do not wish to respond,0.04599,34,628,0.02959,0.06239
2019,46-65 y.,Saxony-Anhalt,Heterosexual,0.96344,354,354,0.94386,0.98302
2019,46-65 y.,Thuringa,Heterosexual,0.93323,356,356,0.90726,0.95919
2019,66 and older,Schleswig-Holstein,Heterosexual,0.85413,178,178,0.80213,0.90613
2019,66 and older,Hamburg,Heterosexual,0.85576,105,105,0.78823,0.92328
2019,66 and older,Lower Saxony,Heterosexual,0.85612,414,457,0.82390,0.88833
2019,66 and older,Lower Saxony,No answer/ Do not wish to respond,0.12759,43,457,0.09696,0.15821
2019,66 and older,Bremen,Heterosexual,0.87387,44,44,0.77464,0.97310
2019,66 and older,North Rhine-Westphalia,Heterosexual,0.88368,905,967,0.86347,0.90390
2019,66 and older,North Rhine-Westphalia,No answer/ Do not wish to respond,0.09032,62,967,0.07225,0.10840
2019,66 and older,Hesse,Heterosexual,0.88965,271,271,0.85228,0.92703
2019,66 and older,"Rhineland-Palatinate, Saarland",Heterosexual,0.84078,262,262,0.79639,0.88517
2019,66 and older,Baden-Wuerttemberg,Heterosexual,0.85162,487,538,0.82156,0.88169
2019,66 and older,Baden-Wuerttemberg,No answer/ Do not wish to respond,0.13730,51,538,0.10819,0.16641
2019,66 and older,Bavaria,Heterosexual,0.89196,721,783,0.87020,0.91372
2019,66 and older,Bavaria,No answer/ Do not wish to respond,0.09024,62,783,0.07016,0.11032
2019,66 and older,Berlin,Heterosexual,0.82855,171,171,0.77189,0.88521
2019,66 and older,Brandenburg,Heterosexual,0.86037,248,248,0.81714,0.90359
2019,66 and older,Mecklenburg-Western Pomerania,Heterosexual,0.95958,148,148,0.92774,0.99142
2019,66 and older,Saxony,Heterosexual,0.87567,334,376,0.84227,0.90906
2019,66 and older,Saxony,No answer/ Do not wish to respond,0.11137,42,376,0.07953,0.14321
2019,66 and older,Saxony-Anhalt,Heterosexual,0.86277,171,171,0.81105,0.91450
2019,66 and older,Thuringa,Heterosexual,0.80837,184,184,0.75134,0.86539
