year,quintil_oecd_hh,regtyp,hlc0180,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2021,3rd Quintile,Urban regions,No,0.96353,1251,1307,0.95336,0.97370
2021,3rd Quintile,Rural regions,No,0.97503,708,708,0.96353,0.98653
2021,4th Quintile,Urban regions,Yes,0.01931,49,1401,0.01210,0.02652
2021,4th Quintile,Urban regions,No,0.97937,1352,1401,0.97192,0.98682
2021,4th Quintile,Rural regions,No,0.96833,655,655,0.95491,0.98175
2021,5th Quintile,Urban regions,Yes,0.02858,87,2021,0.02131,0.03584
2021,5th Quintile,Urban regions,No,0.96840,1934,2021,0.96077,0.97603
2021,5th Quintile,Rural regions,No,0.96427,668,668,0.95019,0.97836
2022,1st Quintile,Urban regions,Yes,0.02745,102,3027,0.02163,0.03327
2022,1st Quintile,Urban regions,No,0.93016,2925,3027,0.92107,0.93924
2022,1st Quintile,Rural regions,No,0.94728,1412,1412,0.93562,0.95894
2022,2nd Quintile,Urban regions,Yes,0.02065,70,2541,0.01512,0.02618
2022,2nd Quintile,Urban regions,No,0.95745,2471,2541,0.94960,0.96530
2022,2nd Quintile,Rural regions,Yes,0.02755,32,1321,0.01872,0.03638
2022,2nd Quintile,Rural regions,No,0.96149,1289,1321,0.95110,0.97187
2022,3rd Quintile,Urban regions,Yes,0.03108,96,2251,0.02391,0.03825
2022,3rd Quintile,Urban regions,No,0.95977,2155,2251,0.95165,0.96789
2022,3rd Quintile,Rural regions,Yes,0.01502,33,1135,0.00794,0.02210
2022,3rd Quintile,Rural regions,No,0.98091,1102,1135,0.97294,0.98887
2022,4th Quintile,Urban regions,Yes,0.02738,79,2345,0.02077,0.03399
2022,4th Quintile,Urban regions,No,0.96885,2266,2345,0.96182,0.97588
2022,4th Quintile,Rural regions,Yes,0.03048,39,1070,0.02018,0.04079
2022,4th Quintile,Rural regions,No,0.96651,1031,1070,0.95572,0.97729
2022,5th Quintile,Urban regions,Yes,0.03282,109,2791,0.02621,0.03943
2022,5th Quintile,Urban regions,No,0.96121,2682,2791,0.95404,0.96837
2022,5th Quintile,Rural regions,No,0.98037,1007,1007,0.97180,0.98895
