year,hhtyp,quintil_oecd_hh,pet_fish,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,Couple without children,3rd Quintile,Yes,0.05896,47,770,0.04231,0.07560
2006,Couple without children,3rd Quintile,No,0.94104,723,770,0.92440,0.95769
2006,Couple without children,4th Quintile,Yes,0.06662,56,834,0.04968,0.08355
2006,Couple without children,4th Quintile,No,0.93338,778,834,0.91645,0.95032
2006,Couple without children,5th Quintile,Yes,0.05530,80,1463,0.04358,0.06702
2006,Couple without children,5th Quintile,No,0.94470,1383,1463,0.93298,0.95642
2006,Single parent,1st Quintile,No,0.94037,316,316,0.91422,0.96652
2006,Single parent,2nd Quintile,No,0.98352,152,152,0.96321,1.00383
2006,Single parent,3rd Quintile,No,0.95271,115,115,0.91374,0.99167
2006,Single parent,4th Quintile,No,0.96484,91,91,0.92679,1.00289
2006,Single parent,5th Quintile,No,0.92766,58,58,0.86041,0.99491
2006,Couple with children,1st Quintile,Yes,0.08992,46,459,0.06372,0.11612
2006,Couple with children,1st Quintile,No,0.91008,413,459,0.88388,0.93628
2006,Couple with children,2nd Quintile,Yes,0.11025,86,709,0.08718,0.13332
2006,Couple with children,2nd Quintile,No,0.88975,623,709,0.86668,0.91282
2006,Couple with children,3rd Quintile,Yes,0.15355,124,857,0.12940,0.17770
2006,Couple with children,3rd Quintile,No,0.84645,733,857,0.82230,0.87060
2006,Couple with children,4th Quintile,Yes,0.11448,97,920,0.09390,0.13507
2006,Couple with children,4th Quintile,No,0.88552,823,920,0.86493,0.90610
2006,Couple with children,5th Quintile,Yes,0.07089,67,892,0.05404,0.08774
2006,Couple with children,5th Quintile,No,0.92911,825,892,0.91226,0.94596
2006,Other Combinations,5th Quintile,No,0.95587,33,33,0.88472,1.02703
2011,Single-person household,1st Quintile,No,0.97929,999,999,0.97045,0.98813
2011,Single-person household,2nd Quintile,No,0.98526,714,714,0.97641,0.99410
2011,Single-person household,3rd Quintile,No,0.96792,637,637,0.95423,0.98162
2011,Single-person household,4th Quintile,No,0.96549,528,528,0.94991,0.98108
2011,Single-person household,5th Quintile,No,0.97615,547,547,0.96335,0.98895
2011,Couple without children,1st Quintile,No,0.97768,458,458,0.96413,0.99122
2011,Couple without children,2nd Quintile,Yes,0.04309,34,721,0.02826,0.05793
2011,Couple without children,2nd Quintile,No,0.95691,687,721,0.94207,0.97174
2011,Couple without children,3rd Quintile,Yes,0.05684,48,804,0.04083,0.07286
2011,Couple without children,3rd Quintile,No,0.94316,756,804,0.92714,0.95917
2011,Couple without children,4th Quintile,Yes,0.05286,55,955,0.03866,0.06706
2011,Couple without children,4th Quintile,No,0.94599,900,955,0.93165,0.96033
2011,Couple without children,5th Quintile,Yes,0.05490,79,1416,0.04303,0.06677
2011,Couple without children,5th Quintile,No,0.94510,1337,1416,0.93323,0.95697
2011,Single parent,1st Quintile,No,0.40619,302,302,0.35070,0.46167
2011,Single parent,2nd Quintile,No,0.49156,168,168,0.41574,0.56738
2011,Single parent,3rd Quintile,No,0.58697,131,131,0.50232,0.67161
2011,Single parent,4th Quintile,No,0.62533,88,88,0.52362,0.72704
2011,Single parent,5th Quintile,No,0.64342,55,55,0.51567,0.77118
2011,Couple with children,1st Quintile,Yes,0.04431,45,405,0.02424,0.06437
2011,Couple with children,1st Quintile,No,0.53126,360,405,0.48259,0.57992
2011,Couple with children,2nd Quintile,Yes,0.07819,69,584,0.05640,0.09999
2011,Couple with children,2nd Quintile,No,0.65161,515,584,0.61293,0.69029
2011,Couple with children,3rd Quintile,Yes,0.08972,82,734,0.06903,0.11041
2011,Couple with children,3rd Quintile,No,0.73351,652,734,0.70151,0.76552
2011,Couple with children,4th Quintile,Yes,0.09688,93,800,0.07637,0.11739
2011,Couple with children,4th Quintile,No,0.77343,707,800,0.74440,0.80245
2011,Couple with children,5th Quintile,Yes,0.09819,74,717,0.07639,0.11999
2011,Couple with children,5th Quintile,No,0.77169,643,717,0.74094,0.80243
2016,Single-person household,1st Quintile,No,0.96758,979,979,0.95648,0.97868
2016,Single-person household,2nd Quintile,No,0.98550,717,717,0.97674,0.99425
2016,Single-person household,3rd Quintile,No,0.98398,625,625,0.97413,0.99383
2016,Single-person household,4th Quintile,No,0.97575,543,543,0.96280,0.98870
2016,Single-person household,5th Quintile,No,0.99510,477,477,0.98882,1.00137
2016,Couple without children,1st Quintile,No,0.96219,421,421,0.94395,0.98043
2016,Couple without children,2nd Quintile,No,0.97138,682,682,0.95886,0.98390
2016,Couple without children,3rd Quintile,Yes,0.03889,31,760,0.02514,0.05265
2016,Couple without children,3rd Quintile,No,0.96111,729,760,0.94735,0.97486
2016,Couple without children,4th Quintile,Yes,0.03433,41,928,0.02261,0.04606
2016,Couple without children,4th Quintile,No,0.96567,887,928,0.95394,0.97739
2016,Couple without children,5th Quintile,Yes,0.03567,46,1264,0.02545,0.04590
2016,Couple without children,5th Quintile,No,0.96433,1218,1264,0.95410,0.97455
2016,Single parent,1st Quintile,No,0.94858,623,623,0.93122,0.96593
2016,Single parent,2nd Quintile,No,0.95962,384,384,0.93991,0.97934
2016,Single parent,3rd Quintile,No,0.95113,220,220,0.92258,0.97968
2016,Single parent,4th Quintile,No,0.96919,146,146,0.94106,0.99731
2016,Single parent,5th Quintile,No,0.94683,78,78,0.89671,0.99694
2016,Couple with children,1st Quintile,Yes,0.08080,70,926,0.06324,0.09836
2016,Couple with children,1st Quintile,No,0.86581,856,926,0.84384,0.88778
2016,Couple with children,2nd Quintile,Yes,0.07064,87,1112,0.05557,0.08571
2016,Couple with children,2nd Quintile,No,0.92936,1025,1112,0.91429,0.94443
2016,Couple with children,3rd Quintile,Yes,0.09452,96,1057,0.07688,0.11217
2016,Couple with children,3rd Quintile,No,0.90548,961,1057,0.88783,0.92312
2016,Couple with children,4th Quintile,Yes,0.06867,73,993,0.05293,0.08441
2016,Couple with children,4th Quintile,No,0.93133,920,993,0.91559,0.94707
2016,Couple with children,5th Quintile,Yes,0.07104,74,901,0.05426,0.08782
2016,Couple with children,5th Quintile,No,0.92896,827,901,0.91218,0.94574
2016,Multi-generational household,1st Quintile,No,0.84278,32,32,0.71465,0.97092
2016,Multi-generational household,2nd Quintile,No,0.92155,35,35,0.83117,1.01193
2016,Other Combinations,1st Quintile,No,0.81557,58,58,0.71488,0.91625
2016,Other Combinations,2nd Quintile,No,0.98362,46,46,0.94653,1.02071
2016,Other Combinations,3rd Quintile,No,0.95474,38,38,0.88776,1.02172
2021,Single-person household,1st Quintile,No,0.97151,927,927,0.96080,0.98223
2021,Single-person household,2nd Quintile,No,0.98535,615,615,0.97585,0.99485
2021,Single-person household,3rd Quintile,No,0.97423,546,546,0.96093,0.98753
2021,Single-person household,4th Quintile,No,0.98421,505,505,0.97332,0.99509
2021,Single-person household,5th Quintile,No,0.96280,530,530,0.94668,0.97893
2021,Couple without children,1st Quintile,No,0.98553,336,336,0.97274,0.99832
2021,Couple without children,2nd Quintile,No,0.96190,536,536,0.94568,0.97812
2021,Couple without children,3rd Quintile,No,0.96871,544,544,0.95407,0.98336
2021,Couple without children,4th Quintile,No,0.97907,680,680,0.96830,0.98984
2021,Couple without children,5th Quintile,Yes,0.03825,56,1250,0.02761,0.04888
2021,Couple without children,5th Quintile,No,0.96173,1194,1250,0.95109,0.97237
2021,Single parent,1st Quintile,No,0.90726,257,257,0.87173,0.94280
2021,Single parent,2nd Quintile,No,0.89752,257,257,0.86037,0.93467
2021,Single parent,3rd Quintile,No,0.96594,137,137,0.93546,0.99643
2021,Single parent,4th Quintile,No,0.94458,113,113,0.90221,0.98696
2021,Single parent,5th Quintile,No,0.96966,74,74,0.93031,1.00901
2021,Couple with children,1st Quintile,No,0.81272,387,387,0.77380,0.85164
2021,Couple with children,2nd Quintile,Yes,0.07770,59,631,0.05680,0.09861
2021,Couple with children,2nd Quintile,No,0.91111,572,631,0.88889,0.93333
2021,Couple with children,3rd Quintile,Yes,0.09536,53,688,0.07339,0.11732
2021,Couple with children,3rd Quintile,No,0.90259,635,688,0.88042,0.92476
2021,Couple with children,4th Quintile,Yes,0.06483,47,669,0.04616,0.08350
2021,Couple with children,4th Quintile,No,0.93366,622,669,0.91479,0.95253
2021,Couple with children,5th Quintile,Yes,0.03693,45,769,0.02359,0.05027
2021,Couple with children,5th Quintile,No,0.95383,724,769,0.93898,0.96867
2021,Other Combinations,1st Quintile,No,0.86187,53,53,0.76808,0.95565
2021,Other Combinations,2nd Quintile,No,0.93938,50,50,0.87257,1.00620
2021,Other Combinations,3rd Quintile,No,0.99664,50,50,0.98043,1.01285
2021,Other Combinations,4th Quintile,No,0.99681,51,51,0.98118,1.01244
2021,Other Combinations,5th Quintile,No,0.96730,48,48,0.91646,1.01815
