"year","quintil","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2008","3","103.63","99.5","5399","59","74","125","150","235","102.51","104.75","15","400","100","100"
"2008","4","107.36","99.5","5548","60","75","130","160","240","106.23","108.49","16","356","110","110"
"2008","5 Einkommensstärkstes Quintil","128.25","119.5","4970","70","90","150","187","350","126.63","129.87","26","938","126","130"
"2009","1 Einkommensschwächstes Quintil","84.19","75.5","3778","47","60","100","130","200","82.85","85.53","10","550","78","80"
"2009","2","98.54","89.5","4308","56","70","120","150","240","97.26","99.82","10","370","90","98"
"2009","3","104.21","97.5","4874","60","74","125","150","241","103.01","105.41","15","350","100","100"
"2009","4","110.28","99.5","5353","62","78","130","164","250","109.08","111.48","13","450","109","110"
"2009","5 Einkommensstärkstes Quintil","123.67","119.5","4908","69","90","148","180","300","122.15","125.19","23","500","127","130"
"2010","1 Einkommensschwächstes Quintil","85.37","77.5","8133","47","60","100","133","220","84.49","86.25","14","550","82","84"
"2010","2","95.31","87.5","8359","54","68","120","140","220","94.45","96.17","18","350","94","97"
"2010","3","104.67","97.5","7221","60","73","130","160","240","103.62","105.72","24","350","105","108"
"2010","4","109.05","99.5","7305","63","78","130","160","250","108","110.1","15","450","110","115"
"2010","5 Einkommensstärkstes Quintil","125.81","119","6450","69","90","150","180","300","124.47","127.15","13","500","130","130"
"2011","1 Einkommensschwächstes Quintil","85.12","75.5","8577","47","60","100","133","210","84.25","85.99","9","350","82","84"
"2011","2","95.76","86.5","9269","55","68","120","150","220","94.91","96.61","12","350","96","99"
"2011","3","102.63","96.5","8745","58","73","123","150","240","101.71","103.55","20","330","104","108"
"2011","4","111.29","104.5","9296","62","79","131","168","250","110.32","112.26","15","450","116","120"
"2011","5 Einkommensstärkstes Quintil","125.71","119.5","8114","70","86","150","183","300","124.48","126.94","18","500","130","133"
"2012","1 Einkommensschwächstes Quintil","82.96","75.5","7137","45","58","100","130","200","82.03","83.89","12","400","81","84"
"2012","2","95.62","87.5","8571","54","68","120","147","220","94.73","96.51","9","540","95","98"
"2012","3","103.89","94.5","8842","59","72","125","160","270","102.94","104.84","12","400","104","107"
"2012","4","111.46","99.5","9321","62","78","135","170","250","110.49","112.43","14","450","114","117"
"2012","5 Einkommensstärkstes Quintil","124.65","119.5","8534","70","88","150","180","300","123.48","125.82","15","500","130","130"
"2013","1 Einkommensschwächstes Quintil","82.71","74.5","8781","45","58","100","130","200","81.88","83.54","10","540","80","82"
"2013","2","94.44","84.5","9619","54","68","114","147","240","93.61","95.27","10","400","90","90"
"2013","3","102.04","94.5","9346","59","72","123","153","230","101.14","102.94","15","375","100","100"
"2013","4","","","","","","","","","","","","","",""
"2013","5 Einkommensstärkstes Quintil","123.74","119","9360","70","87","150","180","280","122.66","124.82","11","500","128","130"
"2014","1 Einkommensschwächstes Quintil","83.56","75.5","6541","45","60","100","128","220","82.61","84.51","10","300","80","83"
"2014","2","93.66","84.5","7845","54","67","110","147","230","92.71","94.61","12","540","90","92"
"2014","3","101.81","94.5","8242","58","70","125","154","240","100.86","102.76","13","400","100","100"
"2014","4","108.88","99.5","9637","62","78","130","160","250","107.98","109.78","12","450","110","113"
"2014","5 Einkommensstärkstes Quintil","124.39","119.5","9242","70","89","150","185","300","123.3","125.48","15","500","126","130"
"2015","1 Einkommensschwächstes Quintil","82.66","73.5","6567","45","56","100","140","200","81.71","83.61","10","320","80","80"
"2015","2","91.81","82.5","7217","52","65","110","140","230","90.85","92.77","12","400","88","90"
"2015","3","100.96","93.5","7978","58","70","123","150","240","100.01","101.91","11","450","100","100"
"2015","4","108.15","99.5","9548","62","78","130","160","240","107.26","109.04","13","400","110","111"
"2015","5 Einkommensstärkstes Quintil","124.22","119.5","9740","70","89","150","185","300","123.14","125.3","15","470","125","129"
"2016","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2016","2","92.65","83.5","6440","54","65","112","145","220","91.62","93.68","12","400","90","92"
"2016","3","101.84","94.5","6875","57","70","124","150","260","100.82","102.86","11","400","96","100"
"2016","4","107.39","99.5","9275","62","77","130","160","240","106.49","108.29","12","365","110","110"
"2016","5 Einkommensstärkstes Quintil","124.5","119.5","9548","69","89","150","184","300","123.43","125.57","12","470","125","128"
"2017","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2017","2","91.92","83.5","6534","50","64","110","140","250","90.96","92.88","12","400","87","90"
"2017","3","99.04","89.5","7363","58","70","120","150","230","98.04","100.04","12","400","100","100"
"2017","4","","","","","","","","","","","","","",""
"2017","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2018","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2018","2","87.38","79.5","6314","50","63","105","130","203","86.44","88.32","11","400","85","87"
"2018","3","100.15","89.5","7082","56","70","120","156","250","99.12","101.18","14","420","96","100"
"2018","4","","","","","","","","","","","","","",""
"2018","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2019","1 Einkommensschwächstes Quintil","80.82","71.5","9953","40","55","100","130","220","80.13","81.51","9","600","82","85"
"2019","2","89.61","79.5","5933","50","62","105","145","240","88.52","90.7","10","698","85","88"
"2019","3","99.83","90.5","6292","55","70","120","150","250","98.72","100.94","12","350","96","100"
"2019","4","","","","","","","","","","","","","",""
"2019","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2020","1 Einkommensschwächstes Quintil","79.63","73.5","9756","40","54","100","126","200","78.97","80.29","9","500","80","80"
"2020","2","91.45","81.5","7350","48","61","110","145","270","90.6","92.3","9","380","81","84"
"2020","3","98.09","89.5","6491","55","69","120","150","240","96.96","99.22","10","360","89","90"
"2020","4","","","","","","","","","","","","","",""
"2020","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
