"year","quintil","sampreg","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2003","4","Ostdeutschland","90.29","83.5","1040","55","64","110","130","200","87.67","92.91","25","400","96","100"
"2003","4","Westdeutschland","106.83","99.5","4798","60","75","130","160","250","105.51","108.15","18","450","110","114"
"2003","5 Einkommensstärkstes Quintil","Ostdeutschland","122.4","108","501","59","77","141","190","360","117.22","127.58","25","360","120","130"
"2003","5 Einkommensstärkstes Quintil","Westdeutschland","125.61","119.5","4415","70","88","150","190","350","124.06","127.16","20","450","130","130"
"2004","1 Einkommensschwächstes Quintil","Ostdeutschland","80.35","73.5","1806","46","58","100","120","186","78.83","81.87","12","240","75","80"
"2004","1 Einkommensschwächstes Quintil","Westdeutschland","90.95","83.5","3759","50","65","110","140","240","89.5","92.4","12","450","84","86"
"2004","2","Ostdeutschland","82.86","74.5","1555","47","59","100","126","180","81.18","84.54","15","220","80","85"
"2004","2","Westdeutschland","99.94","94.5","4368","58","72","120","150","217","98.73","101.15","10","300","97","100"
"2004","3","Ostdeutschland","85.12","74.5","1436","53","60","103","126","200","83.21","87.03","14","300","80","86"
"2004","3","Westdeutschland","103.75","99.5","4451","60","75","125","150","224","102.59","104.91","18","340","100","106"
"2004","4","Ostdeutschland","91.62","83.5","1040","55","66","113","140","180","89.21","94.03","24","300","90","100"
"2004","4","Westdeutschland","107.52","99.5","4647","60","75","130","160","250","106.19","108.85","14","400","110","117"
"2004","5 Einkommensstärkstes Quintil","Ostdeutschland","113.33","99.5","541","54","71","140","180","320","108.6","118.06","20","350","120","120"
"2004","5 Einkommensstärkstes Quintil","Westdeutschland","126.8","119.5","4328","70","89","150","190","300","125.15","128.45","30","450","130","130"
"2005","1 Einkommensschwächstes Quintil","Ostdeutschland","79.88","74.5","1824","45","58","100","120","200","78.38","81.38","12","206","76","80"
"2005","1 Einkommensschwächstes Quintil","Westdeutschland","89.55","82.5","3563","50","65","105","138","210","88.13","90.97","12","450","84","87"
"2005","2","Ostdeutschland","82.58","74.5","1435","49","59","100","125","180","80.87","84.29","14","250","80","85"
"2005","2","Westdeutschland","101.12","98.5","4059","60","74","120","150","220","99.91","102.33","10","340","100","100"
"2005","3","Ostdeutschland","86.67","75.5","1365","54","60","105","130","200","84.83","88.51","20","240","80","85"
"2005","3","Westdeutschland","104.26","97.5","4174","60","74","130","156","240","102.98","105.54","10","356","100","100"
"2005","4","Ostdeutschland","91.01","81.5","963","54","65","110","134","208","88.35","93.67","25","300","93","100"
"2005","4","Westdeutschland","109.41","104.5","4492","60","78","130","160","250","108.07","110.75","15","420","110","118"
"2005","5 Einkommensstärkstes Quintil","Ostdeutschland","122.13","119","564","65","80","150","180","300","117.54","126.72","28","350","120","130"
"2005","5 Einkommensstärkstes Quintil","Westdeutschland","123.64","119.5","4267","70","86","150","187","300","121.98","125.3","8","450","130","130"
"2006","1 Einkommensschwächstes Quintil","Ostdeutschland","80.29","71.5","1889","46","58","96","120","200","78.69","81.89","23","250","75","80"
"2006","1 Einkommensschwächstes Quintil","Westdeutschland","85.98","79.5","3829","49","62","100","130","200","84.73","87.23","12","450","80","85"
"2006","2","Ostdeutschland","80.48","71.5","1505","47","58","100","120","180","78.78","82.18","15","260","79","80"
"2006","2","Westdeutschland","102.28","91.5","4424","60","73","125","150","240","100.93","103.63","9","400","97","100"
"2006","3","Ostdeutschland","87.54","79.5","1547","55","62","105","129","190","85.72","89.36","20","300","85","90"
"2006","3","Westdeutschland","103.92","99.5","4367","60","75","130","155","220","102.69","105.15","12","340","100","105"
"2006","4","Ostdeutschland","88.88","79.5","1075","56","65","108","130","200","86.16","91.6","16","350","90","100"
"2006","4","Westdeutschland","108.7","99.5","4983","60","76","130","160","240","107.4","110","20","650","110","120"
"2006","5 Einkommensstärkstes Quintil","Ostdeutschland","108.53","99","524","50","70","140","168","300","104.1","112.96","28","300","114","120"
"2006","5 Einkommensstärkstes Quintil","Westdeutschland","127.9","119","4525","70","90","150","196","330","126.2","129.6","25","838","130","134"
"2007","1 Einkommensschwächstes Quintil","Ostdeutschland","78.38","69.5","1565","45","56","90","120","220","76.41","80.35","12","400","72","78"
"2007","1 Einkommensschwächstes Quintil","Westdeutschland","89.83","79.5","3331","50","65","104","140","230","88.33","91.33","10","310","83","86"
"2007","2","Ostdeutschland","83.03","74.5","1539","49","60","100","122","200","81.36","84.7","20","220","80","85"
"2007","2","Westdeutschland","100.58","91.5","3874","58","72","120","150","250","99.28","101.88","10","400","98","100"
"2007","3","Ostdeutschland","87.81","78.5","1433","52","60","110","135","200","85.77","89.85","18","300","82","90"
"2007","3","Westdeutschland","106.44","99.5","4172","61","75","130","160","240","105.09","107.79","20","390","102","106"
"2007","4","Ostdeutschland","90.91","84.5","1032","56","67","106","134","210","88.55","93.27","26","300","90","96"
"2007","4","Westdeutschland","108.85","99.5","4704","61","78","132","160","240","107.59","110.11","9","420","110","120"
"2007","5 Einkommensstärkstes Quintil","Ostdeutschland","122.41","117.5","554","70","80","140","175","360","117.27","127.55","41","400","120","121"
"2007","5 Einkommensstärkstes Quintil","Westdeutschland","127.88","119.5","4411","70","90","150","185","350","126.14","129.62","25","838","130","133"
"2008","1 Einkommensschwächstes Quintil","Ostdeutschland","78.32","69.5","1430","46","57","96","120","186","76.61","80.03","12","220","72","76"
"2008","1 Einkommensschwächstes Quintil","Westdeutschland","89.95","79.5","2854","48","65","106","140","260","88.34","91.56","14","350","82","85"
"2008","2","Ostdeutschland","82.31","71.5","1351","48","59","100","128","198","80.42","84.2","20","270","79","82"
"2008","2","Westdeutschland","99.94","89.5","3325","57","70","123","150","230","98.45","101.43","10","350","95","100"
"2008","3","Ostdeutschland","87.73","77.5","1383","54","64","110","130","200","85.94","89.52","25","280","82","88"
"2008","3","Westdeutschland","107.18","99.5","4016","61","78","130","154","240","105.85","108.51","15","400","104","110"
"2008","4","Ostdeutschland","93.33","86.5","1072","57","68","120","140","180","91.04","95.62","20","300","93","100"
"2008","4","Westdeutschland","109.75","101.5","4476","62","78","133","160","240","108.48","111.02","16","356","110","120"
"2008","5 Einkommensstärkstes Quintil","Ostdeutschland","119.54","109.5","585","70","90","130","178","360","115.03","124.05","26","360","116","120"
"2008","5 Einkommensstärkstes Quintil","Westdeutschland","128.9","119.5","4385","70","90","150","188","350","127.17","130.63","27","938","130","130"
"2009","1 Einkommensschwächstes Quintil","Ostdeutschland","76.88","67.5","1223","45","55","90","120","200","75","78.76","13","240","69","70"
"2009","1 Einkommensschwächstes Quintil","Westdeutschland","86.82","79.5","2555","47","63","100","130","210","85.08","88.56","10","550","80","83"
"2009","2","Ostdeutschland","82.36","74.5","1326","49","60","100","120","160","80.64","84.08","10","200","80","85"
"2009","2","Westdeutschland","102.99","91","2982","58","72","125","154","250","101.35","104.63","10","370","100","100"
"2009","3","Ostdeutschland","89.57","79","1356","52","64","112","140","210","87.42","91.72","24","300","86","90"
"2009","3","Westdeutschland","107.82","99.5","3518","62","77","130","160","270","106.4","109.24","15","350","100","106"
"2009","4","Ostdeutschland","92.81","85.5","1096","56","68","115","135","200","90.64","94.98","20","270","90","100"
"2009","4","Westdeutschland","113.23","104.5","4257","64","80","138","170","250","111.85","114.61","13","450","113","120"
"2009","5 Einkommensstärkstes Quintil","Ostdeutschland","116.78","103.5","581","64","82","140","170","320","112.12","121.44","40","350","120","120"
"2009","5 Einkommensstärkstes Quintil","Westdeutschland","124.3","119.5","4327","70","90","150","180","300","122.7","125.9","23","500","130","130"
"2010","1 Einkommensschwächstes Quintil","Ostdeutschland","75.64","67.5","2224","44","56","90","116","186","74.26","77.02","16","275","73","75"
"2010","1 Einkommensschwächstes Quintil","Westdeutschland","88.53","79.5","5909","48","62","103","140","220","87.45","89.61","14","550","85","88"
"2010","2","Ostdeutschland","83.26","74.5","2015","48","59","100","130","194","81.69","84.83","18","280","83","88"
"2010","2","Westdeutschland","98.49","91.5","6344","56","70","120","150","230","97.48","99.5","18","350","97","100"
"2010","3","Ostdeutschland","87.57","74.5","1634","54","62","110","136","200","85.65","89.49","24","320","82","89"
"2010","3","Westdeutschland","108.74","99.5","5587","62","78","130","160","250","107.54","109.94","25","350","110","113"
"2010","4","Ostdeutschland","94.24","89.5","1349","58","68","114","138","210","92.05","96.43","15","300","95","100"
"2010","4","Westdeutschland","111.82","104.5","5956","64","80","135","160","250","110.65","112.99","24","450","118","120"
"2010","5 Einkommensstärkstes Quintil","Ostdeutschland","117.45","108","708","67","85","140","172","360","113.77","121.13","40","380","120","125"
"2010","5 Einkommensstärkstes Quintil","Westdeutschland","126.52","119","5742","70","90","150","180","300","125.08","127.96","13","500","130","135"
"2011","1 Einkommensschwächstes Quintil","Ostdeutschland","74.88","66.5","2449","44","56","88","120","195","73.41","76.35","9","320","72","75"
"2011","1 Einkommensschwächstes Quintil","Westdeutschland","88.34","79.5","6128","49","62","103","140","220","87.29","89.39","11","350","85","87"
"2011","2","Ostdeutschland","81.61","72.5","2104","49","60","100","120","200","80.08","83.14","18","350","80","85"
"2011","2","Westdeutschland","99.22","89.5","7165","57","70","120","150","230","98.23","100.21","12","350","100","100"
"2011","3","Ostdeutschland","88.64","77.5","1991","51","65","110","130","200","86.91","90.37","20","300","90","95"
"2011","3","Westdeutschland","106.07","99.5","6754","60","75","129","160","240","105.02","107.12","20","330","110","112"
"2011","4","Ostdeutschland","93.74","88.5","1675","56","66","116","140","210","91.69","95.79","28","300","95","100"
"2011","4","Westdeutschland","114.58","109.5","7621","64","80","140","170","250","113.5","115.66","15","450","120","120"
"2011","5 Einkommensstärkstes Quintil","Ostdeutschland","117.02","119","927","65","85","140","170","240","113.8","120.24","30","360","120","125"
"2011","5 Einkommensstärkstes Quintil","Westdeutschland","126.53","119.5","7187","70","87","150","186","300","125.21","127.85","18","500","130","135"
"2012","1 Einkommensschwächstes Quintil","Ostdeutschland","73.48","65.5","2095","43","54","86","110","200","71.91","75.05","15","320","72","75"
"2012","1 Einkommensschwächstes Quintil","Westdeutschland","86.07","79.5","5042","45","60","103","135","200","84.94","87.2","12","400","85","87"
"2012","2","Ostdeutschland","78.99","69.5","2051","48","59","97","120","173","77.55","80.43","9","270","80","81"
"2012","2","Westdeutschland","99.99","92.5","6520","57","71","120","150","230","98.94","101.04","20","540","100","100"
"2012","3","Ostdeutschland","89.51","79.5","2020","52","64","112","136","200","87.76","91.26","20","350","90","95"
"2012","3","Westdeutschland","107.3","99.5","6822","60","75","129","160","285","106.21","108.39","12","400","110","110"
"2012","4","Ostdeutschland","95.76","87.5","1657","58","68","120","140","220","93.73","97.79","30","300","97","100"
"2012","4","Westdeutschland","114.24","105.5","7664","64","80","140","180","260","113.16","115.32","14","450","120","120"
"2012","5 Einkommensstärkstes Quintil","Ostdeutschland","115.36","109.5","1047","65","82","135","170","260","112.25","118.47","30","360","120","120"
"2012","5 Einkommensstärkstes Quintil","Westdeutschland","125.58","119.5","7487","70","89","150","180","300","124.33","126.83","15","500","130","135"
"2013","1 Einkommensschwächstes Quintil","Ostdeutschland","72.33","64.5","2032","40","53","83","110","200","70.67","73.99","10","320","72","75"
"2013","1 Einkommensschwächstes Quintil","Westdeutschland","85.81","78.5","6749","46","60","103","136","200","84.87","86.75","10","540","83","85"
"2013","2","Ostdeutschland","80.8","72.5","2035","50","60","100","120","195","79.37","82.23","20","300","80","82"
"2013","2","Westdeutschland","97.83","89.5","7584","55","70","120","150","250","96.87","98.79","10","400","92","95"
"2013","3","Ostdeutschland","85.22","75.5","1784","52","62","104","130","180","83.4","87.04","15","350","82","90"
"2013","3","Westdeutschland","105.75","99.5","7562","60","75","129","160","240","104.73","106.77","15","375","102","105"
"2013","4","Ostdeutschland","93.91","89.5","1846","58","68","120","136","200","92.15","95.67","15","300","99","100"
"2013","4","Westdeutschland","112.82","104.5","8712","63","80","140","168","270","111.84","113.8","12","450","115","120"
"2013","5 Einkommensstärkstes Quintil","Ostdeutschland","117.29","109.5","1139","64","81","140","178","280","114.19","120.39","24","450","120","120"
"2013","5 Einkommensstärkstes Quintil","Westdeutschland","124.45","119","8221","70","88","150","180","280","123.3","125.6","11","500","130","130"
"2014","1 Einkommensschwächstes Quintil","Ostdeutschland","71.65","64.5","1515","40","50","86","110","160","69.91","73.39","10","300","71","74"
"2014","1 Einkommensschwächstes Quintil","Westdeutschland","86.82","79.5","5026","47","61","105","130","230","85.72","87.92","10","300","84","86"
"2014","2","Ostdeutschland","80.52","71.5","1822","50","60","93","120","220","78.93","82.11","27","320","80","83"
"2014","2","Westdeutschland","97.34","87.5","6023","55","70","120","150","230","96.22","98.46","12","540","92","95"
"2014","3","Ostdeutschland","84.5","74.5","1744","50","60","101","130","180","82.78","86.22","20","300","84","90"
"2014","3","Westdeutschland","105.74","97.5","6498","60","75","130","160","240","104.65","106.83","13","400","105","110"
"2014","4","Ostdeutschland","93.54","84.5","1854","57","68","120","140","200","91.63","95.45","20","350","96","100"
"2014","4","Westdeutschland","112.05","104.5","7783","64","80","135","165","250","111.05","113.05","12","450","114","120"
"2014","5 Einkommensstärkstes Quintil","Ostdeutschland","113.44","107.5","1087","62","79","140","168","260","110.43","116.45","32","450","120","120"
"2014","5 Einkommensstärkstes Quintil","Westdeutschland","125.58","119.5","8155","70","90","150","190","300","124.41","126.75","15","500","130","130"
"2015","1 Einkommensschwächstes Quintil","Ostdeutschland","70.33","61.5","1407","40","50","80","110","180","68.55","72.11","14","240","69","72"
"2015","1 Einkommensschwächstes Quintil","Westdeutschland","86.21","76.5","5160","46","60","104","140","200","85.11","87.31","10","320","81","84"
"2015","2","Ostdeutschland","79.32","70.5","1530","46","60","97","119","180","77.74","80.9","20","320","78","82"
"2015","2","Westdeutschland","95.06","85.5","5687","53","68","117","149","240","93.93","96.19","12","400","90","92"
"2015","3","Ostdeutschland","85.18","75.5","1786","50","60","100","130","180","83.36","87","25","300","85","90"
"2015","3","Westdeutschland","104.9","99.5","6192","60","75","129","160","250","103.82","105.98","11","450","100","102"
"2015","4","Ostdeutschland","93.67","89.5","1823","57","68","120","140","180","91.88","95.46","13","350","95","100"
"2015","4","Westdeutschland","111.14","101.5","7725","65","80","135","160","240","110.13","112.15","14","400","112","117"
"2015","5 Einkommensstärkstes Quintil","Ostdeutschland","111.52","106.5","1177","60","80","135","162","250","108.6","114.44","32","420","115","120"
"2015","5 Einkommensstärkstes Quintil","Westdeutschland","125.65","119.5","8563","70","90","150","190","300","124.49","126.81","15","470","127","130"
"2016","1 Einkommensschwächstes Quintil","Ostdeutschland","72.19","65.5","2475","40","50","85","116","180","71.07","73.31","12","280","72","74"
"2016","1 Einkommensschwächstes Quintil","Westdeutschland","81.99","75.5","9810","45","59","100","125","180","81.34","82.64","6","425","80","82"
"2016","2","Ostdeutschland","81.41","73.5","1362","48","60","100","120","190","79.53","83.29","18","270","80","85"
"2016","2","Westdeutschland","95.47","85.5","5078","55","68","120","150","227","94.28","96.66","12","400","93","95"
"2016","3","Ostdeutschland","85.93","75.5","1573","53","60","100","130","200","84.01","87.85","20","350","80","85"
"2016","3","Westdeutschland","105.68","99.5","5302","60","75","130","154","270","104.51","106.85","11","400","100","100"
"2016","4","Ostdeutschland","92.8","84.5","1849","55","67","120","140","200","91.03","94.57","18","280","95","100"
"2016","4","Westdeutschland","110.43","100.5","7426","64","80","137","160","250","109.41","111.45","12","365","112","118"
"2016","5 Einkommensstärkstes Quintil","Ostdeutschland","115.81","113","1221","64","82","135","168","250","112.92","118.7","28","370","118","120"
"2016","5 Einkommensstärkstes Quintil","Westdeutschland","125.45","119.5","8327","70","90","150","190","300","124.3","126.6","12","470","126","130"
"2017","1 Einkommensschwächstes Quintil","Ostdeutschland","73.74","67.5","2520","39","53","90","120","168","72.69","74.79","10","200","72","74"
"2017","1 Einkommensschwächstes Quintil","Westdeutschland","84.54","75.5","11184","45","60","100","132","220","83.93","85.15","9","300","84","85"
"2017","2","Ostdeutschland","80.66","69.5","1425","47","57","100","120","200","78.84","82.48","12","320","78","82"
"2017","2","Westdeutschland","94.53","85.5","5109","52","67","116","146","250","93.42","95.64","12","400","90","90"
"2017","3","Ostdeutschland","85.62","77.5","1633","52","62","100","130","185","83.89","87.35","20","280","85","90"
"2017","3","Westdeutschland","102.44","94.5","5730","60","73","125","150","240","101.27","103.61","12","400","100","103"
"2017","4","Ostdeutschland","94.34","89.5","2113","56","68","120","136","200","92.55","96.13","26","370","92","100"
"2017","4","Westdeutschland","111.68","104.5","8073","63","80","136","160","250","110.67","112.69","13","450","115","120"
"2017","5 Einkommensstärkstes Quintil","Ostdeutschland","112.9","107.5","1625","62","80","140","170","280","110.56","115.24","14","360","114","120"
"2017","5 Einkommensstärkstes Quintil","Westdeutschland","124.25","119.5","10222","70","88","150","184","300","123.24","125.26","15","470","125","130"
"2018","1 Einkommensschwächstes Quintil","Ostdeutschland","72.5","64.5","2291","39","50","85","118","181","71.27","73.73","14","320","71","73"
"2018","1 Einkommensschwächstes Quintil","Westdeutschland","82.1","74.5","9700","42","56","100","126","203","81.45","82.75","14","295","85","85"
"2018","2","Ostdeutschland","78.55","71.5","1301","45","57","95","120","160","76.6","80.5","20","350","78","80"
"2018","2","Westdeutschland","89.74","79.5","5013","52","65","110","133","227","88.68","90.8","11","400","86","90"
"2018","3","Ostdeutschland","87.94","79.5","1595","51","60","110","135","200","86.19","89.69","14","240","84","90"
"2018","3","Westdeutschland","103.27","93.5","5487","59","73","124","160","270","102.07","104.47","15","420","100","100"
"2018","4","Ostdeutschland","94.07","87.5","2273","56","67","120","140","200","92.5","95.64","26","300","90","96"
"2018","4","Westdeutschland","111.22","104.5","8097","60","80","137","160","250","110.22","112.22","12","380","110","115"
