year,pgisced97,regtyp,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Second Stage of Tertiary Education,Urban regions,(3a) Lower Tertiary Education,0.35667,210,633,0.31933,0.39402
1985,Second Stage of Tertiary Education,Urban regions,(3b) Higher Tertiary Education,0.64333,423,633,0.60598,0.68067
1985,Second Stage of Tertiary Education,Rural regions,(3a) Lower Tertiary Education,0.33127,38,122,0.24740,0.41513
1985,Second Stage of Tertiary Education,Rural regions,(3b) Higher Tertiary Education,0.66873,84,122,0.58487,0.75260
1986,Primary Level,Urban regions,(1a) Inadequately completed,0.91229,657,657,0.89065,0.93394
1986,Primary Level,Rural regions,(1a) Inadequately completed,0.72575,93,93,0.63458,0.81691
1986,Lower Secondary Level,Urban regions,(1b) General Elementary School,0.81273,1850,2206,0.79645,0.82901
1986,Lower Secondary Level,Urban regions,(2) Intermediate General/Vocational Qualification,0.18702,356,2206,0.17075,0.20330
1986,Lower Secondary Level,Rural regions,(1b) General Elementary School,0.83382,592,701,0.80625,0.86140
1986,Lower Secondary Level,Rural regions,(2) Intermediate General/Vocational Qualification,0.16503,109,701,0.13753,0.19252
1986,Upper Secondary Level,Urban regions,(1a) Inadequately completed,0.00523,76,3883,0.00296,0.00749
1986,Upper Secondary Level,Urban regions,(1c) Basic Vocational Qualification,0.66317,2565,3883,0.64830,0.67804
1986,Upper Secondary Level,Urban regions,(2) Intermediate General/Vocational Qualification,0.25537,893,3883,0.24165,0.26909
1986,Upper Secondary Level,Urban regions,(2c_gen) General Maturity Certificate,0.07335,349,3883,0.06515,0.08155
1986,Upper Secondary Level,Rural regions,(1c) Basic Vocational Qualification,0.72409,790,1076,0.69737,0.75081
1986,Upper Secondary Level,Rural regions,(2) Intermediate General/Vocational Qualification,0.23056,236,1076,0.20539,0.25574
1986,Upper Secondary Level,Rural regions,(2c_gen) General Maturity Certificate,0.03993,50,1076,0.02822,0.05163
1986,First Stage of Tertiary Education,Urban regions,(1c) Basic Vocational Qualification,0.45212,204,455,0.40634,0.49790
1986,First Stage of Tertiary Education,Urban regions,(2) Intermediate General/Vocational Qualification,0.28913,137,455,0.24743,0.33084
1986,First Stage of Tertiary Education,Urban regions,(2c_voc) Vocational Maturity Certificate,0.25483,114,455,0.21474,0.29491
1986,First Stage of Tertiary Education,Rural regions,(1c) Basic Vocational Qualification,0.49637,61,102,0.39885,0.59388
1986,First Stage of Tertiary Education,Rural regions,(2) Intermediate General/Vocational Qualification,0.31815,41,102,0.22731,0.40898
1986,Second Stage of Tertiary Education,Urban regions,(3a) Lower Tertiary Education,0.36772,206,624,0.32986,0.40559
1986,Second Stage of Tertiary Education,Urban regions,(3b) Higher Tertiary Education,0.63228,418,624,0.59441,0.67014
1986,Second Stage of Tertiary Education,Rural regions,(3a) Lower Tertiary Education,0.33389,41,125,0.25089,0.41690
1986,Second Stage of Tertiary Education,Rural regions,(3b) Higher Tertiary Education,0.66611,84,125,0.58310,0.74911
1987,Pre-primary Level,Urban regions,(0) No qualification (yet),0.99875,165,165,0.99333,1.00416
1987,Primary Level,Urban regions,(1a) Inadequately completed,0.92466,635,635,0.90412,0.94521
1987,Primary Level,Rural regions,(1a) Inadequately completed,0.60204,86,86,0.49799,0.70610
1987,Lower Secondary Level,Urban regions,(1b) General Elementary School,0.83207,1833,2165,0.81633,0.84782
1987,Lower Secondary Level,Urban regions,(2) Intermediate General/Vocational Qualification,0.16793,332,2165,0.15218,0.18367
1987,Lower Secondary Level,Rural regions,(1b) General Elementary School,0.85434,572,671,0.82762,0.88105
1987,Lower Secondary Level,Rural regions,(2) Intermediate General/Vocational Qualification,0.14551,99,671,0.11881,0.17221
1987,Upper Secondary Level,Urban regions,(1a) Inadequately completed,0.00538,76,3840,0.00307,0.00769
1987,Upper Secondary Level,Urban regions,(1c) Basic Vocational Qualification,0.66252,2536,3840,0.64756,0.67748
1987,Upper Secondary Level,Urban regions,(2) Intermediate General/Vocational Qualification,0.25982,899,3840,0.24595,0.27370
1987,Upper Secondary Level,Urban regions,(2c_gen) General Maturity Certificate,0.06900,329,3840,0.06099,0.07702
1987,Upper Secondary Level,Rural regions,(1c) Basic Vocational Qualification,0.70776,791,1092,0.68077,0.73475
1987,Upper Secondary Level,Rural regions,(2) Intermediate General/Vocational Qualification,0.24340,251,1092,0.21793,0.26886
1987,Upper Secondary Level,Rural regions,(2c_gen) General Maturity Certificate,0.04059,50,1092,0.02888,0.05230
1987,First Stage of Tertiary Education,Urban regions,(1c) Basic Vocational Qualification,0.45236,198,442,0.40591,0.49882
1987,First Stage of Tertiary Education,Urban regions,(2) Intermediate General/Vocational Qualification,0.28159,133,442,0.23961,0.32356
1987,First Stage of Tertiary Education,Urban regions,(2c_voc) Vocational Maturity Certificate,0.26171,111,442,0.22068,0.30273
1987,First Stage of Tertiary Education,Rural regions,(1c) Basic Vocational Qualification,0.48194,56,101,0.38400,0.57987
1987,First Stage of Tertiary Education,Rural regions,(2) Intermediate General/Vocational Qualification,0.36761,45,101,0.27311,0.46211
1987,Second Stage of Tertiary Education,Urban regions,(3a) Lower Tertiary Education,0.36860,205,618,0.33054,0.40667
1987,Second Stage of Tertiary Education,Urban regions,(3b) Higher Tertiary Education,0.63140,413,618,0.59333,0.66946
1987,Second Stage of Tertiary Education,Rural regions,(3a) Lower Tertiary Education,0.35393,44,124,0.26942,0.43844
1987,Second Stage of Tertiary Education,Rural regions,(3b) Higher Tertiary Education,0.64607,80,124,0.56156,0.73058
1988,Primary Level,Urban regions,(1a) Inadequately completed,0.91720,581,581,0.89477,0.93963
1988,Primary Level,Rural regions,(1a) Inadequately completed,0.63862,82,82,0.53400,0.74325
1988,Lower Secondary Level,Urban regions,(1b) General Elementary School,0.82983,1772,2108,0.81379,0.84588
1988,Lower Secondary Level,Urban regions,(2) Intermediate General/Vocational Qualification,0.17017,336,2108,0.15412,0.18621
1988,Lower Secondary Level,Rural regions,(1b) General Elementary School,0.86008,523,611,0.83255,0.88761
1988,Lower Secondary Level,Rural regions,(2) Intermediate General/Vocational Qualification,0.13992,88,611,0.11239,0.16745
1988,Upper Secondary Level,Urban regions,(1a) Inadequately completed,0.00513,68,3668,0.00282,0.00745
1988,Upper Secondary Level,Urban regions,(1c) Basic Vocational Qualification,0.65865,2425,3668,0.64330,0.67399
1988,Upper Secondary Level,Urban regions,(2) Intermediate General/Vocational Qualification,0.26466,869,3668,0.25038,0.27894
1988,Upper Secondary Level,Urban regions,(2c_gen) General Maturity Certificate,0.06813,306,3668,0.05998,0.07629
1988,Upper Secondary Level,Rural regions,(1c) Basic Vocational Qualification,0.71530,750,1033,0.68777,0.74284
1988,Upper Secondary Level,Rural regions,(2) Intermediate General/Vocational Qualification,0.23716,240,1033,0.21121,0.26311
1988,Upper Secondary Level,Rural regions,(2c_gen) General Maturity Certificate,0.03935,43,1033,0.02749,0.05121
1988,First Stage of Tertiary Education,Urban regions,(1c) Basic Vocational Qualification,0.46551,193,421,0.41781,0.51322
1988,First Stage of Tertiary Education,Urban regions,(2) Intermediate General/Vocational Qualification,0.27204,124,421,0.22948,0.31460
1988,First Stage of Tertiary Education,Urban regions,(2c_voc) Vocational Maturity Certificate,0.25773,104,421,0.21590,0.29956
1988,First Stage of Tertiary Education,Rural regions,(1c) Basic Vocational Qualification,0.48013,53,97,0.38019,0.58007
1988,First Stage of Tertiary Education,Rural regions,(2) Intermediate General/Vocational Qualification,0.36625,44,97,0.26988,0.46263
1988,Second Stage of Tertiary Education,Urban regions,(3a) Lower Tertiary Education,0.34706,189,590,0.30861,0.38550
1988,Second Stage of Tertiary Education,Urban regions,(3b) Higher Tertiary Education,0.65294,401,590,0.61450,0.69139
1988,Second Stage of Tertiary Education,Rural regions,(3a) Lower Tertiary Education,0.39626,44,112,0.30527,0.48726
1988,Second Stage of Tertiary Education,Rural regions,(3b) Higher Tertiary Education,0.60374,68,112,0.51274,0.69473
1989,Primary Level,Urban regions,(1a) Inadequately completed,0.92821,553,553,0.90667,0.94974
1989,Primary Level,Rural regions,(1a) Inadequately completed,0.65985,73,73,0.55042,0.76929
1989,Lower Secondary Level,Urban regions,(1b) General Elementary School,0.82906,1693,2007,0.81259,0.84553
1989,Lower Secondary Level,Urban regions,(2) Intermediate General/Vocational Qualification,0.17094,314,2007,0.15447,0.18741
1989,Lower Secondary Level,Rural regions,(1b) General Elementary School,0.86618,485,563,0.83803,0.89433
1989,Lower Secondary Level,Rural regions,(2) Intermediate General/Vocational Qualification,0.13347,78,563,0.10535,0.16158
1989,Upper Secondary Level,Urban regions,(1a) Inadequately completed,0.00493,71,3587,0.00264,0.00722
1989,Upper Secondary Level,Urban regions,(1c) Basic Vocational Qualification,0.65211,2341,3587,0.63652,0.66770
1989,Upper Secondary Level,Urban regions,(2) Intermediate General/Vocational Qualification,0.26922,864,3587,0.25470,0.28374
1989,Upper Secondary Level,Urban regions,(2c_gen) General Maturity Certificate,0.06985,311,3587,0.06151,0.07819
1989,Upper Secondary Level,Rural regions,(1c) Basic Vocational Qualification,0.72038,716,988,0.69238,0.74838
1989,Upper Secondary Level,Rural regions,(2) Intermediate General/Vocational Qualification,0.23234,231,988,0.20599,0.25869
1989,Upper Secondary Level,Rural regions,(2c_gen) General Maturity Certificate,0.03828,41,988,0.02631,0.05025
1989,First Stage of Tertiary Education,Urban regions,(1c) Basic Vocational Qualification,0.46194,181,401,0.41308,0.51080
1989,First Stage of Tertiary Education,Urban regions,(2) Intermediate General/Vocational Qualification,0.27780,121,401,0.23390,0.32169
1989,First Stage of Tertiary Education,Urban regions,(2c_voc) Vocational Maturity Certificate,0.25714,99,401,0.21431,0.29997
1989,First Stage of Tertiary Education,Rural regions,(1c) Basic Vocational Qualification,0.49272,52,95,0.39165,0.59379
1989,First Stage of Tertiary Education,Rural regions,(2) Intermediate General/Vocational Qualification,0.36919,43,95,0.27163,0.46675
1989,Second Stage of Tertiary Education,Urban regions,(3a) Lower Tertiary Education,0.34701,191,590,0.30857,0.38545
1989,Second Stage of Tertiary Education,Urban regions,(3b) Higher Tertiary Education,0.65299,399,590,0.61455,0.69143
1989,Second Stage of Tertiary Education,Rural regions,(3a) Lower Tertiary Education,0.37648,41,108,0.28467,0.46828
1989,Second Stage of Tertiary Education,Rural regions,(3b) Higher Tertiary Education,0.62352,67,108,0.53172,0.71533
1990,Pre-primary Level,Urban regions,(0) No qualification (yet),0.97904,134,134,0.95470,1.00339
1990,Primary Level,Urban regions,(1a) Inadequately completed,0.90933,536,536,0.88499,0.93366
1990,Primary Level,Rural regions,(1a) Inadequately completed,0.69063,79,79,0.58804,0.79321
1990,Lower Secondary Level,Urban regions,(1b) General Elementary School,0.82241,1738,2078,0.80598,0.83885
1990,Lower Secondary Level,Urban regions,(2) Intermediate General/Vocational Qualification,0.17714,340,2078,0.16072,0.19356
1990,Lower Secondary Level,Rural regions,(1b) General Elementary School,0.82563,699,898,0.80080,0.85047
1990,Lower Secondary Level,Rural regions,(2) Intermediate General/Vocational Qualification,0.17437,199,898,0.14953,0.19920
1990,Upper Secondary Level,Urban regions,(1a) Inadequately completed,0.00518,64,4272,0.00303,0.00733
1990,Upper Secondary Level,Urban regions,(1c) Basic Vocational Qualification,0.63116,2635,4272,0.61669,0.64563
1990,Upper Secondary Level,Urban regions,(2) Intermediate General/Vocational Qualification,0.29332,1262,4272,0.27966,0.30697
1990,Upper Secondary Level,Urban regions,(2c_gen) General Maturity Certificate,0.06486,311,4272,0.05747,0.07225
1990,Upper Secondary Level,Rural regions,(1c) Basic Vocational Qualification,0.64136,1566,2685,0.62321,0.65950
1990,Upper Secondary Level,Rural regions,(2) Intermediate General/Vocational Qualification,0.32210,1047,2685,0.30442,0.33978
1990,Upper Secondary Level,Rural regions,(2c_gen) General Maturity Certificate,0.02966,72,2685,0.02324,0.03608
1990,First Stage of Tertiary Education,Urban regions,(1c) Basic Vocational Qualification,0.46106,207,476,0.41623,0.50589
1990,First Stage of Tertiary Education,Urban regions,(2) Intermediate General/Vocational Qualification,0.30175,168,476,0.26047,0.34303
1990,First Stage of Tertiary Education,Urban regions,(2c_voc) Vocational Maturity Certificate,0.23422,101,476,0.19613,0.27230
1990,First Stage of Tertiary Education,Rural regions,(1c) Basic Vocational Qualification,0.45420,118,264,0.39403,0.51438
1990,First Stage of Tertiary Education,Rural regions,(2) Intermediate General/Vocational Qualification,0.43614,146,264,0.37620,0.49607
1990,Second Stage of Tertiary Education,Urban regions,(3a) Lower Tertiary Education,0.39489,419,986,0.36436,0.42541
1990,Second Stage of Tertiary Education,Urban regions,(3b) Higher Tertiary Education,0.60511,567,986,0.57459,0.63564
1990,Second Stage of Tertiary Education,Rural regions,(3a) Lower Tertiary Education,0.61217,459,686,0.57568,0.64866
1990,Second Stage of Tertiary Education,Rural regions,(3b) Higher Tertiary Education,0.38783,227,686,0.35134,0.42432
1991,Pre-primary Level,Urban regions,(0) No qualification (yet),0.98954,120,120,0.97127,1.00782
1991,Primary Level,Urban regions,(1a) Inadequately completed,0.92668,533,533,0.90453,0.94883
1991,Primary Level,Rural regions,(1a) Inadequately completed,0.76381,101,101,0.68056,0.84706
1991,Lower Secondary Level,Urban regions,(1b) General Elementary School,0.82069,1649,1991,0.80383,0.83754
1991,Lower Secondary Level,Urban regions,(2) Intermediate General/Vocational Qualification,0.17883,342,1991,0.16199,0.19567
1991,Lower Secondary Level,Rural regions,(1b) General Elementary School,0.82856,670,857,0.80332,0.85381
1991,Lower Secondary Level,Rural regions,(2) Intermediate General/Vocational Qualification,0.17144,187,857,0.14619,0.19668
1991,Upper Secondary Level,Urban regions,(1a) Inadequately completed,0.00544,62,4188,0.00321,0.00767
1991,Upper Secondary Level,Urban regions,(1c) Basic Vocational Qualification,0.62397,2572,4188,0.60930,0.63864
1991,Upper Secondary Level,Urban regions,(2) Intermediate General/Vocational Qualification,0.30256,1245,4188,0.28864,0.31647
1991,Upper Secondary Level,Urban regions,(2c_gen) General Maturity Certificate,0.06172,309,4188,0.05443,0.06901
1991,Upper Secondary Level,Rural regions,(1c) Basic Vocational Qualification,0.63508,1499,2602,0.61658,0.65358
1991,Upper Secondary Level,Rural regions,(2) Intermediate General/Vocational Qualification,0.32554,1027,2602,0.30753,0.34355
1991,Upper Secondary Level,Rural regions,(2c_gen) General Maturity Certificate,0.03209,76,2602,0.02531,0.03886
1991,First Stage of Tertiary Education,Urban regions,(1c) Basic Vocational Qualification,0.44883,201,464,0.40352,0.49414
1991,First Stage of Tertiary Education,Urban regions,(2) Intermediate General/Vocational Qualification,0.30072,160,464,0.25895,0.34249
1991,First Stage of Tertiary Education,Urban regions,(2c_voc) Vocational Maturity Certificate,0.24752,103,464,0.20821,0.28683
1991,First Stage of Tertiary Education,Rural regions,(1c) Basic Vocational Qualification,0.43890,115,262,0.37870,0.49911
1991,First Stage of Tertiary Education,Rural regions,(2) Intermediate General/Vocational Qualification,0.45125,147,262,0.39088,0.51162
1991,Second Stage of Tertiary Education,Urban regions,(3a) Lower Tertiary Education,0.40593,420,981,0.37518,0.43667
1991,Second Stage of Tertiary Education,Urban regions,(3b) Higher Tertiary Education,0.59407,561,981,0.56333,0.62482
1991,Second Stage of Tertiary Education,Rural regions,(3a) Lower Tertiary Education,0.59585,452,677,0.55886,0.63284
1991,Second Stage of Tertiary Education,Rural regions,(3b) Higher Tertiary Education,0.40415,225,677,0.36716,0.44114
1992,Pre-primary Level,Urban regions,(0) No qualification (yet),0.94388,119,119,0.90235,0.98541
1992,Pre-primary Level,Rural regions,(1a) Inadequately completed,0.33303,32,32,0.16712,0.49893
1992,Primary Level,Urban regions,(1a) Inadequately completed,0.91559,507,507,0.89137,0.93982
1992,Primary Level,Rural regions,(1a) Inadequately completed,0.79369,95,95,0.71188,0.87549
1992,Lower Secondary Level,Urban regions,(1b) General Elementary School,0.82103,1596,1934,0.80394,0.83812
1992,Lower Secondary Level,Urban regions,(2) Intermediate General/Vocational Qualification,0.17816,338,1934,0.16110,0.19521
1992,Lower Secondary Level,Rural regions,(1b) General Elementary School,0.81694,642,835,0.79070,0.84319
1992,Lower Secondary Level,Rural regions,(2) Intermediate General/Vocational Qualification,0.18306,193,835,0.15681,0.20930
1992,Upper Secondary Level,Urban regions,(1a) Inadequately completed,0.00557,60,4123,0.00330,0.00784
1992,Upper Secondary Level,Urban regions,(1c) Basic Vocational Qualification,0.62117,2523,4123,0.60636,0.63598
1992,Upper Secondary Level,Urban regions,(2) Intermediate General/Vocational Qualification,0.30291,1236,4123,0.28888,0.31694
1992,Upper Secondary Level,Urban regions,(2c_gen) General Maturity Certificate,0.06388,304,4123,0.05641,0.07134
1992,Upper Secondary Level,Rural regions,(1c) Basic Vocational Qualification,0.62883,1412,2459,0.60973,0.64793
1992,Upper Secondary Level,Rural regions,(2) Intermediate General/Vocational Qualification,0.32783,974,2459,0.30927,0.34639
1992,Upper Secondary Level,Rural regions,(2c_gen) General Maturity Certificate,0.03342,73,2459,0.02631,0.04052
1992,First Stage of Tertiary Education,Urban regions,(1c) Basic Vocational Qualification,0.44154,198,466,0.39640,0.48667
1992,First Stage of Tertiary Education,Urban regions,(2) Intermediate General/Vocational Qualification,0.30906,160,466,0.26706,0.35106
1992,First Stage of Tertiary Education,Urban regions,(2c_voc) Vocational Maturity Certificate,0.24631,108,466,0.20715,0.28547
1992,First Stage of Tertiary Education,Rural regions,(1c) Basic Vocational Qualification,0.42218,112,262,0.36226,0.48210
1992,First Stage of Tertiary Education,Rural regions,(2) Intermediate General/Vocational Qualification,0.44180,150,262,0.38155,0.50205
1992,Second Stage of Tertiary Education,Urban regions,(3a) Lower Tertiary Education,0.40451,430,996,0.37402,0.43501
1992,Second Stage of Tertiary Education,Urban regions,(3b) Higher Tertiary Education,0.59549,566,996,0.56499,0.62598
1992,Second Stage of Tertiary Education,Rural regions,(3a) Lower Tertiary Education,0.60019,423,629,0.56188,0.63851
1992,Second Stage of Tertiary Education,Rural regions,(3b) Higher Tertiary Education,0.39981,206,629,0.36149,0.43812
1993,Pre-primary Level,Urban regions,(0) No qualification (yet),0.89491,105,105,0.83597,0.95385
1993,Pre-primary Level,Rural regions,(1a) Inadequately completed,0.38500,37,37,0.22604,0.54395
1993,Primary Level,Urban regions,(1a) Inadequately completed,0.92236,493,493,0.89871,0.94601
1993,Primary Level,Rural regions,(1a) Inadequately completed,0.81015,96,96,0.73128,0.88901
1993,Lower Secondary Level,Urban regions,(1b) General Elementary School,0.81742,1532,1858,0.79984,0.83499
1993,Lower Secondary Level,Urban regions,(2) Intermediate General/Vocational Qualification,0.18258,326,1858,0.16501,0.20016
1993,Lower Secondary Level,Rural regions,(1b) General Elementary School,0.82008,630,820,0.79378,0.84639
1993,Lower Secondary Level,Rural regions,(2) Intermediate General/Vocational Qualification,0.17992,190,820,0.15361,0.20622
1993,Upper Secondary Level,Urban regions,(1a) Inadequately completed,0.00523,56,4143,0.00303,0.00742
1993,Upper Secondary Level,Urban regions,(1c) Basic Vocational Qualification,0.61885,2502,4143,0.60406,0.63365
1993,Upper Secondary Level,Urban regions,(2) Intermediate General/Vocational Qualification,0.30455,1267,4143,0.29054,0.31857
1993,Upper Secondary Level,Urban regions,(2c_gen) General Maturity Certificate,0.06421,318,4143,0.05675,0.07168
1993,Upper Secondary Level,Rural regions,(1c) Basic Vocational Qualification,0.61202,1363,2444,0.59269,0.63134
1993,Upper Secondary Level,Rural regions,(2) Intermediate General/Vocational Qualification,0.34703,1002,2444,0.32815,0.36591
1993,Upper Secondary Level,Rural regions,(2c_gen) General Maturity Certificate,0.03099,79,2444,0.02411,0.03786
1993,First Stage of Tertiary Education,Urban regions,(1c) Basic Vocational Qualification,0.43868,190,460,0.39328,0.48408
1993,First Stage of Tertiary Education,Urban regions,(2) Intermediate General/Vocational Qualification,0.32818,170,460,0.28523,0.37114
1993,First Stage of Tertiary Education,Urban regions,(2c_voc) Vocational Maturity Certificate,0.23036,100,460,0.19184,0.26889
1993,First Stage of Tertiary Education,Rural regions,(1c) Basic Vocational Qualification,0.41818,109,249,0.35679,0.47957
1993,First Stage of Tertiary Education,Rural regions,(2) Intermediate General/Vocational Qualification,0.40856,140,249,0.34737,0.46974
1993,Second Stage of Tertiary Education,Urban regions,(3a) Lower Tertiary Education,0.39919,433,1017,0.36907,0.42930
1993,Second Stage of Tertiary Education,Urban regions,(3b) Higher Tertiary Education,0.60081,584,1017,0.57070,0.63093
1993,Second Stage of Tertiary Education,Rural regions,(3a) Lower Tertiary Education,0.59786,413,619,0.55921,0.63652
1993,Second Stage of Tertiary Education,Rural regions,(3b) Higher Tertiary Education,0.40214,206,619,0.36348,0.44079
1994,Pre-primary Level,Urban regions,(0) No qualification (yet),0.95022,154,154,0.91576,0.98468
1994,Pre-primary Level,Rural regions,(0) No qualification (yet),0.76063,47,47,0.63732,0.88394
1994,Primary Level,Urban regions,(1a) Inadequately completed,0.91508,452,452,0.88936,0.94081
1994,Primary Level,Rural regions,(1a) Inadequately completed,0.79882,82,82,0.71152,0.88613
1994,Lower Secondary Level,Urban regions,(1b) General Elementary School,0.82388,1443,1734,0.80594,0.84181
1994,Lower Secondary Level,Urban regions,(2) Intermediate General/Vocational Qualification,0.17612,291,1734,0.15819,0.19406
1994,Lower Secondary Level,Rural regions,(1b) General Elementary School,0.82938,582,758,0.80259,0.85618
1994,Lower Secondary Level,Rural regions,(2) Intermediate General/Vocational Qualification,0.17062,176,758,0.14382,0.19741
1994,Upper Secondary Level,Urban regions,(1a) Inadequately completed,0.00519,53,4089,0.00299,0.00739
1994,Upper Secondary Level,Urban regions,(1c) Basic Vocational Qualification,0.61536,2442,4089,0.60045,0.63028
1994,Upper Secondary Level,Urban regions,(2) Intermediate General/Vocational Qualification,0.30623,1279,4089,0.29210,0.32036
1994,Upper Secondary Level,Urban regions,(2c_gen) General Maturity Certificate,0.06487,315,4089,0.05732,0.07242
1994,Upper Secondary Level,Rural regions,(1c) Basic Vocational Qualification,0.60612,1322,2390,0.58652,0.62571
1994,Upper Secondary Level,Rural regions,(2) Intermediate General/Vocational Qualification,0.34668,982,2390,0.32759,0.36576
1994,Upper Secondary Level,Rural regions,(2c_gen) General Maturity Certificate,0.03363,86,2390,0.02640,0.04086
1994,First Stage of Tertiary Education,Urban regions,(1c) Basic Vocational Qualification,0.45219,188,456,0.40646,0.49792
1994,First Stage of Tertiary Education,Urban regions,(2) Intermediate General/Vocational Qualification,0.30768,167,456,0.26527,0.35009
1994,First Stage of Tertiary Education,Urban regions,(2c_voc) Vocational Maturity Certificate,0.23601,101,456,0.19700,0.27503
1994,First Stage of Tertiary Education,Rural regions,(1c) Basic Vocational Qualification,0.39026,105,257,0.33051,0.45002
1994,First Stage of Tertiary Education,Rural regions,(2) Intermediate General/Vocational Qualification,0.44504,152,257,0.38416,0.50592
1994,Second Stage of Tertiary Education,Urban regions,(3a) Lower Tertiary Education,0.40180,449,1040,0.37199,0.43161
1994,Second Stage of Tertiary Education,Urban regions,(3b) Higher Tertiary Education,0.59820,591,1040,0.56839,0.62801
1994,Second Stage of Tertiary Education,Rural regions,(3a) Lower Tertiary Education,0.58178,400,613,0.54270,0.62086
1994,Second Stage of Tertiary Education,Rural regions,(3b) Higher Tertiary Education,0.41822,213,613,0.37914,0.45730
1995,Pre-primary Level,Urban regions,(0) No qualification (yet),0.97466,189,189,0.95219,0.99712
1995,Pre-primary Level,Rural regions,(0) No qualification (yet),0.88553,76,76,0.81347,0.95759
1995,Primary Level,Urban regions,(1a) Inadequately completed,0.91348,435,435,0.88703,0.93993
1995,Primary Level,Rural regions,(1a) Inadequately completed,0.74505,75,75,0.64575,0.84435
1995,Lower Secondary Level,Urban regions,(1b) General Elementary School,0.82775,1436,1729,0.80995,0.84556
1995,Lower Secondary Level,Urban regions,(2) Intermediate General/Vocational Qualification,0.17225,293,1729,0.15444,0.19005
1995,Lower Secondary Level,Rural regions,(1b) General Elementary School,0.82966,581,763,0.80297,0.85635
1995,Lower Secondary Level,Rural regions,(2) Intermediate General/Vocational Qualification,0.17034,182,763,0.14365,0.19703
1995,Upper Secondary Level,Urban regions,(1a) Inadequately completed,0.00595,61,4186,0.00362,0.00828
1995,Upper Secondary Level,Urban regions,(1c) Basic Vocational Qualification,0.61519,2479,4186,0.60045,0.62994
1995,Upper Secondary Level,Urban regions,(2) Intermediate General/Vocational Qualification,0.29834,1285,4186,0.28448,0.31220
1995,Upper Secondary Level,Urban regions,(2c_gen) General Maturity Certificate,0.07259,361,4186,0.06473,0.08045
1995,Upper Secondary Level,Rural regions,(1c) Basic Vocational Qualification,0.60082,1327,2446,0.58141,0.62023
1995,Upper Secondary Level,Rural regions,(2) Intermediate General/Vocational Qualification,0.34711,1014,2446,0.32824,0.36598
1995,Upper Secondary Level,Rural regions,(2c_gen) General Maturity Certificate,0.03538,105,2446,0.02806,0.04270
1995,First Stage of Tertiary Education,Urban regions,(1c) Basic Vocational Qualification,0.41865,172,448,0.37292,0.46439
1995,First Stage of Tertiary Education,Urban regions,(2) Intermediate General/Vocational Qualification,0.34805,183,448,0.30389,0.39221
1995,First Stage of Tertiary Education,Urban regions,(2c_voc) Vocational Maturity Certificate,0.22083,93,448,0.18238,0.25929
1995,First Stage of Tertiary Education,Rural regions,(1c) Basic Vocational Qualification,0.38706,107,297,0.33157,0.44255
1995,First Stage of Tertiary Education,Rural regions,(2) Intermediate General/Vocational Qualification,0.44733,158,297,0.39069,0.50398
1995,First Stage of Tertiary Education,Rural regions,(2c_voc) Vocational Maturity Certificate,0.15395,32,297,0.11284,0.19507
