year,bula_h,migback,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Bavaria,No migration background,(2c_voc) Vocational Maturity Certificate,0.02824,56,1586,0.02009,0.03640
1984,Bavaria,No migration background,(3a) Lower Tertiary Education,0.02444,51,1586,0.01684,0.03204
1984,Bavaria,No migration background,(3b) Higher Tertiary Education,0.03717,77,1586,0.02786,0.04649
1984,Bavaria,Direct migration background,(1a) Inadequately completed,0.10521,100,378,0.07423,0.13618
1984,Bavaria,Direct migration background,(1b) General Elementary School,0.24201,144,378,0.19877,0.28524
1984,Bavaria,Direct migration background,(1c) Basic Vocational Qualification,0.22392,102,378,0.18184,0.26600
1984,Bavaria,Direct migration background,(2) Intermediate General/Vocational Qualification,0.14615,32,378,0.11049,0.18181
1984,Berlin,No migration background,(1b) General Elementary School,0.18241,59,225,0.13184,0.23298
1984,Berlin,No migration background,(1c) Basic Vocational Qualification,0.30319,95,225,0.24300,0.36338
1984,Berlin,No migration background,(2) Intermediate General/Vocational Qualification,0.20136,71,225,0.14884,0.25388
1984,Berlin,Direct migration background,(1a) Inadequately completed,0.16911,36,67,0.07868,0.25955
1984,Berlin,Direct migration background,(1b) General Elementary School,0.16951,31,67,0.07899,0.26004
1985,Schleswig-Holstein,No migration background,(1b) General Elementary School,0.16954,59,269,0.12461,0.21446
1985,Schleswig-Holstein,No migration background,(1c) Basic Vocational Qualification,0.35133,134,269,0.29417,0.40848
1985,Schleswig-Holstein,No migration background,(2) Intermediate General/Vocational Qualification,0.19029,76,269,0.14329,0.23729
1985,Hamburg,No migration background,(1c) Basic Vocational Qualification,0.38664,82,138,0.30509,0.46818
1985,Hamburg,No migration background,(2) Intermediate General/Vocational Qualification,0.23845,56,138,0.16709,0.30981
1985,Lower Saxony,No migration background,(1b) General Elementary School,0.20975,217,831,0.18205,0.23745
1985,Lower Saxony,No migration background,(1c) Basic Vocational Qualification,0.31767,353,831,0.28600,0.34935
1985,Lower Saxony,No migration background,(2) Intermediate General/Vocational Qualification,0.18778,209,831,0.16121,0.21435
1985,Lower Saxony,No migration background,(3b) Higher Tertiary Education,0.04262,52,831,0.02888,0.05636
1985,Lower Saxony,Direct migration background,(1a) Inadequately completed,0.13632,42,120,0.07467,0.19797
1985,Lower Saxony,Direct migration background,(1b) General Elementary School,0.24669,40,120,0.16923,0.32414
1985,Lower Saxony,Direct migration background,(1c) Basic Vocational Qualification,0.26735,38,120,0.18783,0.34687
1985,Bremen,No migration background,(1c) Basic Vocational Qualification,0.40853,39,39,0.25224,0.56483
1985,North Rhine-Westphalia,No migration background,(0) No qualification (yet),0.01970,51,2080,0.01373,0.02567
1985,North Rhine-Westphalia,No migration background,(1b) General Elementary School,0.16774,386,2080,0.15168,0.18380
1985,North Rhine-Westphalia,No migration background,(1c) Basic Vocational Qualification,0.34706,866,2080,0.32660,0.36752
1985,North Rhine-Westphalia,No migration background,(2) Intermediate General/Vocational Qualification,0.15659,405,2080,0.14097,0.17221
1985,North Rhine-Westphalia,No migration background,(2c_gen) General Maturity Certificate,0.03249,91,2080,0.02487,0.04011
1985,North Rhine-Westphalia,No migration background,(2c_voc) Vocational Maturity Certificate,0.03408,88,2080,0.02628,0.04188
1985,North Rhine-Westphalia,No migration background,(3a) Lower Tertiary Education,0.02442,63,2080,0.01778,0.03105
1985,North Rhine-Westphalia,No migration background,(3b) Higher Tertiary Education,0.04808,130,2080,0.03889,0.05728
1985,North Rhine-Westphalia,Direct migration background,(1a) Inadequately completed,0.17792,255,737,0.15029,0.20555
1985,North Rhine-Westphalia,Direct migration background,(1b) General Elementary School,0.21661,227,737,0.18685,0.24637
1985,North Rhine-Westphalia,Direct migration background,(1c) Basic Vocational Qualification,0.23859,146,737,0.20780,0.26939
1985,North Rhine-Westphalia,Direct migration background,(2) Intermediate General/Vocational Qualification,0.08901,37,737,0.06844,0.10959
1985,North Rhine-Westphalia,Direct migration background,(2c_gen) General Maturity Certificate,0.02644,35,737,0.01485,0.03803
1985,North Rhine-Westphalia,Direct migration background,(2c_voc) Vocational Maturity Certificate,0.05598,37,737,0.03937,0.07259
1985,Hesse,No migration background,(1b) General Elementary School,0.19060,147,606,0.15930,0.22190
1985,Hesse,No migration background,(1c) Basic Vocational Qualification,0.31907,250,606,0.28193,0.35622
1985,Hesse,No migration background,(2) Intermediate General/Vocational Qualification,0.19180,159,606,0.16042,0.22317
1985,Hesse,No migration background,(3b) Higher Tertiary Education,0.06092,50,606,0.04186,0.07998
1985,Hesse,Direct migration background,(1a) Inadequately completed,0.13425,102,334,0.09763,0.17087
1985,Hesse,Direct migration background,(1b) General Elementary School,0.26894,136,334,0.22132,0.31657
1985,Hesse,Direct migration background,(1c) Basic Vocational Qualification,0.25756,96,334,0.21059,0.30453
1985,"Rhineland-Palatinate, Saarland",No migration background,(1b) General Elementary School,0.27862,196,552,0.24119,0.31605
1985,"Rhineland-Palatinate, Saarland",No migration background,(1c) Basic Vocational Qualification,0.35879,258,552,0.31874,0.39884
1985,"Rhineland-Palatinate, Saarland",No migration background,(2) Intermediate General/Vocational Qualification,0.13663,98,552,0.10795,0.16531
1985,"Rhineland-Palatinate, Saarland",Direct migration background,(1a) Inadequately completed,0.27003,53,90,0.17779,0.36227
1985,"Rhineland-Palatinate, Saarland",Direct migration background,(1b) General Elementary School,0.22954,37,90,0.14217,0.31691
1985,Baden-Wuerttemberg,No migration background,(0) No qualification (yet),0.02049,32,1208,0.01250,0.02849
1985,Baden-Wuerttemberg,No migration background,(1b) General Elementary School,0.20716,282,1208,0.18429,0.23002
1985,Baden-Wuerttemberg,No migration background,(1c) Basic Vocational Qualification,0.32157,485,1208,0.29522,0.34792
1985,Baden-Wuerttemberg,No migration background,(2) Intermediate General/Vocational Qualification,0.16277,239,1208,0.14194,0.18359
1985,Baden-Wuerttemberg,No migration background,(2c_gen) General Maturity Certificate,0.01984,31,1208,0.01197,0.02771
1985,Baden-Wuerttemberg,No migration background,(2c_voc) Vocational Maturity Certificate,0.03386,48,1208,0.02366,0.04406
1985,Baden-Wuerttemberg,No migration background,(3a) Lower Tertiary Education,0.02648,38,1208,0.01742,0.03554
1985,Baden-Wuerttemberg,No migration background,(3b) Higher Tertiary Education,0.03199,53,1208,0.02207,0.04192
1985,Baden-Wuerttemberg,Direct migration background,(1a) Inadequately completed,0.14817,243,662,0.12108,0.17525
1985,Baden-Wuerttemberg,Direct migration background,(1b) General Elementary School,0.29293,242,662,0.25823,0.32762
1985,Baden-Wuerttemberg,Direct migration background,(1c) Basic Vocational Qualification,0.27148,177,662,0.23757,0.30538
1985,Bavaria,No migration background,(1b) General Elementary School,0.19713,321,1452,0.17666,0.21760
1985,Bavaria,No migration background,(1c) Basic Vocational Qualification,0.34479,601,1452,0.32033,0.36925
1985,Bavaria,No migration background,(2) Intermediate General/Vocational Qualification,0.17740,319,1452,0.15775,0.19706
1985,Bavaria,No migration background,(2c_gen) General Maturity Certificate,0.01887,40,1452,0.01187,0.02587
1985,Bavaria,No migration background,(2c_voc) Vocational Maturity Certificate,0.02924,51,1452,0.02057,0.03791
1985,Bavaria,No migration background,(3a) Lower Tertiary Education,0.02450,47,1452,0.01654,0.03245
1985,Bavaria,No migration background,(3b) Higher Tertiary Education,0.03888,73,1452,0.02893,0.04883
1985,Bavaria,Direct migration background,(1a) Inadequately completed,0.08729,74,322,0.05641,0.11816
1985,Bavaria,Direct migration background,(1b) General Elementary School,0.26257,127,322,0.21444,0.31071
1985,Bavaria,Direct migration background,(1c) Basic Vocational Qualification,0.23331,90,322,0.18704,0.27957
1985,Bavaria,Direct migration background,(2) Intermediate General/Vocational Qualification,0.15490,31,322,0.11532,0.19449
1985,Berlin,No migration background,(1b) General Elementary School,0.17074,50,194,0.11765,0.22383
1985,Berlin,No migration background,(1c) Basic Vocational Qualification,0.28633,77,194,0.22256,0.35011
1985,Berlin,No migration background,(2) Intermediate General/Vocational Qualification,0.21921,67,194,0.16085,0.27758
1986,Schleswig-Holstein,No migration background,(1b) General Elementary School,0.15387,52,245,0.10860,0.19915
1986,Schleswig-Holstein,No migration background,(1c) Basic Vocational Qualification,0.35969,122,245,0.29947,0.41991
1986,Schleswig-Holstein,No migration background,(2) Intermediate General/Vocational Qualification,0.20122,71,245,0.15091,0.25152
1986,Hamburg,No migration background,(1c) Basic Vocational Qualification,0.37882,69,117,0.29054,0.46710
1986,Hamburg,No migration background,(2) Intermediate General/Vocational Qualification,0.23800,48,117,0.16050,0.31550
1986,Lower Saxony,No migration background,(1b) General Elementary School,0.20593,207,811,0.17808,0.23378
1986,Lower Saxony,No migration background,(1c) Basic Vocational Qualification,0.31603,337,811,0.28402,0.34805
1986,Lower Saxony,No migration background,(2) Intermediate General/Vocational Qualification,0.19772,213,811,0.17030,0.22515
1986,Lower Saxony,No migration background,(3b) Higher Tertiary Education,0.04444,54,811,0.03025,0.05863
1986,Lower Saxony,Direct migration background,(1a) Inadequately completed,0.11423,43,127,0.05869,0.16977
1986,Lower Saxony,Direct migration background,(1b) General Elementary School,0.21818,42,127,0.14606,0.29029
1986,Lower Saxony,Direct migration background,(1c) Basic Vocational Qualification,0.27612,42,127,0.19806,0.35419
1986,Bremen,No migration background,(1c) Basic Vocational Qualification,0.38493,34,34,0.21891,0.55095
1986,North Rhine-Westphalia,No migration background,(0) No qualification (yet),0.01967,57,2005,0.01359,0.02575
1986,North Rhine-Westphalia,No migration background,(1b) General Elementary School,0.15900,350,2005,0.14299,0.17501
1986,North Rhine-Westphalia,No migration background,(1c) Basic Vocational Qualification,0.34345,818,2005,0.32266,0.36424
1986,North Rhine-Westphalia,No migration background,(2) Intermediate General/Vocational Qualification,0.16288,405,2005,0.14671,0.17905
1986,North Rhine-Westphalia,No migration background,(2c_gen) General Maturity Certificate,0.03744,98,2005,0.02912,0.04575
1986,North Rhine-Westphalia,No migration background,(2c_voc) Vocational Maturity Certificate,0.03500,88,2005,0.02695,0.04304
1986,North Rhine-Westphalia,No migration background,(3a) Lower Tertiary Education,0.02380,62,2005,0.01713,0.03048
1986,North Rhine-Westphalia,No migration background,(3b) Higher Tertiary Education,0.04723,127,2005,0.03794,0.05652
1986,North Rhine-Westphalia,Direct migration background,(1a) Inadequately completed,0.18007,244,677,0.15111,0.20904
1986,North Rhine-Westphalia,Direct migration background,(1b) General Elementary School,0.22302,222,677,0.19164,0.25440
1986,North Rhine-Westphalia,Direct migration background,(1c) Basic Vocational Qualification,0.23643,138,677,0.20440,0.26846
1986,North Rhine-Westphalia,Direct migration background,(2) Intermediate General/Vocational Qualification,0.09902,38,677,0.07650,0.12153
1986,North Rhine-Westphalia,Direct migration background,(2c_voc) Vocational Maturity Certificate,0.05403,35,677,0.03699,0.07107
1986,Hesse,No migration background,(1b) General Elementary School,0.17723,132,586,0.14629,0.20818
1986,Hesse,No migration background,(1c) Basic Vocational Qualification,0.29498,222,586,0.25802,0.33193
1986,Hesse,No migration background,(2) Intermediate General/Vocational Qualification,0.19297,146,586,0.16099,0.22495
1986,Hesse,No migration background,(2c_gen) General Maturity Certificate,0.04343,33,586,0.02691,0.05995
1986,Hesse,No migration background,(3b) Higher Tertiary Education,0.06635,53,586,0.04618,0.08652
1986,Hesse,Direct migration background,(1a) Inadequately completed,0.12472,90,294,0.08689,0.16255
1986,Hesse,Direct migration background,(1b) General Elementary School,0.25924,119,294,0.20907,0.30942
1986,Hesse,Direct migration background,(1c) Basic Vocational Qualification,0.25912,85,294,0.20895,0.30929
1986,"Rhineland-Palatinate, Saarland",No migration background,(1b) General Elementary School,0.26755,189,553,0.23062,0.30448
1986,"Rhineland-Palatinate, Saarland",No migration background,(1c) Basic Vocational Qualification,0.35321,260,553,0.31334,0.39308
1986,"Rhineland-Palatinate, Saarland",No migration background,(2) Intermediate General/Vocational Qualification,0.15112,104,553,0.12124,0.18099
1986,"Rhineland-Palatinate, Saarland",Direct migration background,(1a) Inadequately completed,0.25778,44,113,0.17677,0.33879
1986,"Rhineland-Palatinate, Saarland",Direct migration background,(1b) General Elementary School,0.23544,37,113,0.15686,0.31401
1986,"Rhineland-Palatinate, Saarland",Direct migration background,(1c) Basic Vocational Qualification,0.31499,32,113,0.22896,0.40102
1986,Baden-Wuerttemberg,No migration background,(1b) General Elementary School,0.19958,261,1140,0.17637,0.22279
1986,Baden-Wuerttemberg,No migration background,(1c) Basic Vocational Qualification,0.32525,465,1140,0.29804,0.35245
1986,Baden-Wuerttemberg,No migration background,(2) Intermediate General/Vocational Qualification,0.17182,243,1140,0.14991,0.19373
1986,Baden-Wuerttemberg,No migration background,(2c_gen) General Maturity Certificate,0.02136,32,1140,0.01296,0.02976
1986,Baden-Wuerttemberg,No migration background,(2c_voc) Vocational Maturity Certificate,0.03618,49,1140,0.02533,0.04702
1986,Baden-Wuerttemberg,No migration background,(3a) Lower Tertiary Education,0.02733,35,1140,0.01786,0.03680
1986,Baden-Wuerttemberg,No migration background,(3b) Higher Tertiary Education,0.03450,55,1140,0.02390,0.04510
1986,Baden-Wuerttemberg,Direct migration background,(1a) Inadequately completed,0.13258,216,674,0.10696,0.15820
1986,Baden-Wuerttemberg,Direct migration background,(1b) General Elementary School,0.31026,245,674,0.27531,0.34521
1986,Baden-Wuerttemberg,Direct migration background,(1c) Basic Vocational Qualification,0.27795,181,674,0.24410,0.31180
1986,Baden-Wuerttemberg,Direct migration background,(2) Intermediate General/Vocational Qualification,0.08100,32,674,0.06038,0.10161
1986,Bavaria,No migration background,(1b) General Elementary School,0.18608,282,1333,0.16518,0.20698
1986,Bavaria,No migration background,(1c) Basic Vocational Qualification,0.34711,549,1333,0.32154,0.37267
1986,Bavaria,No migration background,(2) Intermediate General/Vocational Qualification,0.17088,288,1333,0.15066,0.19109
1986,Bavaria,No migration background,(2c_gen) General Maturity Certificate,0.02672,50,1333,0.01806,0.03538
1986,Bavaria,No migration background,(2c_voc) Vocational Maturity Certificate,0.02906,46,1333,0.02004,0.03808
1986,Bavaria,No migration background,(3a) Lower Tertiary Education,0.02609,46,1333,0.01753,0.03465
1986,Bavaria,No migration background,(3b) Higher Tertiary Education,0.04007,72,1333,0.02953,0.05060
1986,Bavaria,Direct migration background,(1a) Inadequately completed,0.07946,65,285,0.04801,0.11092
1986,Bavaria,Direct migration background,(1b) General Elementary School,0.27691,132,285,0.22487,0.32895
1986,Bavaria,Direct migration background,(1c) Basic Vocational Qualification,0.23997,88,285,0.19030,0.28964
1986,Berlin,No migration background,(1b) General Elementary School,0.17423,46,185,0.11942,0.22904
1986,Berlin,No migration background,(1c) Basic Vocational Qualification,0.30725,80,185,0.24058,0.37391
1986,Berlin,No migration background,(2) Intermediate General/Vocational Qualification,0.20943,59,185,0.15063,0.26822
1986,Berlin,Direct migration background,(1a) Inadequately completed,0.15738,32,32,0.02918,0.28557
1987,Schleswig-Holstein,No migration background,(1b) General Elementary School,0.13767,47,241,0.09408,0.18126
1987,Schleswig-Holstein,No migration background,(1c) Basic Vocational Qualification,0.36156,122,241,0.30077,0.42234
1987,Schleswig-Holstein,No migration background,(2) Intermediate General/Vocational Qualification,0.20410,72,241,0.15311,0.25509
1987,Hamburg,No migration background,(1c) Basic Vocational Qualification,0.39948,62,106,0.30580,0.49317
1987,Hamburg,No migration background,(2) Intermediate General/Vocational Qualification,0.24906,44,106,0.16634,0.33178
1987,Lower Saxony,No migration background,(1b) General Elementary School,0.19943,193,839,0.17238,0.22649
1987,Lower Saxony,No migration background,(1c) Basic Vocational Qualification,0.31573,340,839,0.28426,0.34721
1987,Lower Saxony,No migration background,(2) Intermediate General/Vocational Qualification,0.19564,218,839,0.16878,0.22250
1987,Lower Saxony,No migration background,(2c_gen) General Maturity Certificate,0.03067,38,839,0.01900,0.04235
1987,Lower Saxony,No migration background,(3b) Higher Tertiary Education,0.04256,50,839,0.02889,0.05622
1987,Lower Saxony,Direct migration background,(1a) Inadequately completed,0.13142,42,129,0.07289,0.18995
1987,Lower Saxony,Direct migration background,(1b) General Elementary School,0.23922,46,129,0.16531,0.31313
1987,Lower Saxony,Direct migration background,(1c) Basic Vocational Qualification,0.27810,41,129,0.20047,0.35572
1987,Bremen,No migration background,(1c) Basic Vocational Qualification,0.39597,33,33,0.22652,0.56542
1987,North Rhine-Westphalia,No migration background,(0) No qualification (yet),0.02034,64,1975,0.01412,0.02657
1987,North Rhine-Westphalia,No migration background,(1b) General Elementary School,0.15873,344,1975,0.14261,0.17485
1987,North Rhine-Westphalia,No migration background,(1c) Basic Vocational Qualification,0.34583,803,1975,0.32484,0.36681
1987,North Rhine-Westphalia,No migration background,(2) Intermediate General/Vocational Qualification,0.15924,397,1975,0.14310,0.17538
1987,North Rhine-Westphalia,No migration background,(2c_gen) General Maturity Certificate,0.03522,89,1975,0.02709,0.04335
1987,North Rhine-Westphalia,No migration background,(2c_voc) Vocational Maturity Certificate,0.03501,85,1975,0.02690,0.04312
1987,North Rhine-Westphalia,No migration background,(3a) Lower Tertiary Education,0.02380,59,1975,0.01708,0.03052
1987,North Rhine-Westphalia,No migration background,(3b) Higher Tertiary Education,0.05070,134,1975,0.04103,0.06038
1987,North Rhine-Westphalia,Direct migration background,(1a) Inadequately completed,0.17746,227,696,0.14906,0.20587
1987,North Rhine-Westphalia,Direct migration background,(1b) General Elementary School,0.23485,226,696,0.20334,0.26637
1987,North Rhine-Westphalia,Direct migration background,(1c) Basic Vocational Qualification,0.24077,133,696,0.20898,0.27256
1987,North Rhine-Westphalia,Direct migration background,(2) Intermediate General/Vocational Qualification,0.10142,40,696,0.07898,0.12386
1987,North Rhine-Westphalia,Direct migration background,(2c_gen) General Maturity Certificate,0.03138,32,696,0.01842,0.04434
1987,North Rhine-Westphalia,Direct migration background,(2c_voc) Vocational Maturity Certificate,0.05665,38,696,0.03947,0.07384
1987,Hesse,No migration background,(1b) General Elementary School,0.17337,124,575,0.14240,0.20434
1987,Hesse,No migration background,(1c) Basic Vocational Qualification,0.30607,226,575,0.26837,0.34378
1987,Hesse,No migration background,(2) Intermediate General/Vocational Qualification,0.18710,141,575,0.15520,0.21901
1987,Hesse,No migration background,(2c_voc) Vocational Maturity Certificate,0.04202,31,575,0.02560,0.05843
1987,Hesse,No migration background,(3b) Higher Tertiary Education,0.06853,53,575,0.04786,0.08920
1987,Hesse,Direct migration background,(1a) Inadequately completed,0.12474,95,312,0.08802,0.16147
1987,Hesse,Direct migration background,(1b) General Elementary School,0.27120,128,312,0.22179,0.32061
1987,Hesse,Direct migration background,(1c) Basic Vocational Qualification,0.25032,89,312,0.20217,0.29846
1987,"Rhineland-Palatinate, Saarland",No migration background,(1b) General Elementary School,0.27496,187,544,0.23741,0.31252
1987,"Rhineland-Palatinate, Saarland",No migration background,(1c) Basic Vocational Qualification,0.34828,258,544,0.30821,0.38836
1987,"Rhineland-Palatinate, Saarland",No migration background,(2) Intermediate General/Vocational Qualification,0.14636,99,544,0.11663,0.17609
1987,"Rhineland-Palatinate, Saarland",Direct migration background,(1a) Inadequately completed,0.25057,45,118,0.17205,0.32909
1987,"Rhineland-Palatinate, Saarland",Direct migration background,(1b) General Elementary School,0.25433,41,118,0.17542,0.33324
1987,"Rhineland-Palatinate, Saarland",Direct migration background,(1c) Basic Vocational Qualification,0.31752,32,118,0.23317,0.40187
1987,Baden-Wuerttemberg,No migration background,(1b) General Elementary School,0.19478,260,1095,0.17131,0.21825
1987,Baden-Wuerttemberg,No migration background,(1c) Basic Vocational Qualification,0.32311,455,1095,0.29540,0.35082
1987,Baden-Wuerttemberg,No migration background,(2) Intermediate General/Vocational Qualification,0.17457,243,1095,0.15207,0.19706
1987,Baden-Wuerttemberg,No migration background,(2c_voc) Vocational Maturity Certificate,0.03796,50,1095,0.02664,0.04929
1987,Baden-Wuerttemberg,No migration background,(3a) Lower Tertiary Education,0.02931,36,1095,0.01932,0.03931
1987,Baden-Wuerttemberg,No migration background,(3b) Higher Tertiary Education,0.03416,51,1095,0.02340,0.04492
1987,Baden-Wuerttemberg,Direct migration background,(1a) Inadequately completed,0.14105,215,670,0.11468,0.16743
1987,Baden-Wuerttemberg,Direct migration background,(1b) General Elementary School,0.31468,246,670,0.27949,0.34987
1987,Baden-Wuerttemberg,Direct migration background,(1c) Basic Vocational Qualification,0.28010,178,670,0.24607,0.31413
1987,Baden-Wuerttemberg,Direct migration background,(2) Intermediate General/Vocational Qualification,0.08082,31,670,0.06017,0.10147
1987,Bavaria,No migration background,(1b) General Elementary School,0.17503,265,1292,0.15430,0.19576
1987,Bavaria,No migration background,(1c) Basic Vocational Qualification,0.35871,545,1292,0.33255,0.38488
1987,Bavaria,No migration background,(2) Intermediate General/Vocational Qualification,0.17080,282,1292,0.15027,0.19133
1987,Bavaria,No migration background,(2c_gen) General Maturity Certificate,0.02297,43,1292,0.01480,0.03115
1987,Bavaria,No migration background,(2c_voc) Vocational Maturity Certificate,0.02678,42,1292,0.01798,0.03559
1987,Bavaria,No migration background,(3a) Lower Tertiary Education,0.02669,44,1292,0.01790,0.03548
1987,Bavaria,No migration background,(3b) Higher Tertiary Education,0.04169,71,1292,0.03078,0.05259
1987,Bavaria,Direct migration background,(1a) Inadequately completed,0.08527,61,274,0.05214,0.11840
1987,Bavaria,Direct migration background,(1b) General Elementary School,0.29482,133,274,0.24073,0.34891
1987,Bavaria,Direct migration background,(1c) Basic Vocational Qualification,0.22351,80,274,0.17409,0.27293
1987,Berlin,No migration background,(1b) General Elementary School,0.16342,44,187,0.11028,0.21656
1987,Berlin,No migration background,(1c) Basic Vocational Qualification,0.29908,78,187,0.23328,0.36488
1987,Berlin,No migration background,(2) Intermediate General/Vocational Qualification,0.22880,65,187,0.16843,0.28917
