year,quintil_oecd,sex,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,4th Quintile,male,(1c) Basic Vocational Qualification,0.48353,564,1237,0.45567,0.51139
1984,4th Quintile,male,(2) Intermediate General/Vocational Qualification,0.18596,200,1237,0.16427,0.20765
1984,4th Quintile,male,(2c_gen) General Maturity Certificate,0.03655,41,1237,0.02609,0.04702
1984,4th Quintile,male,(2c_voc) Vocational Maturity Certificate,0.05231,62,1237,0.03990,0.06473
1984,4th Quintile,male,(3a) Lower Tertiary Education,0.03918,40,1237,0.02836,0.04999
1984,4th Quintile,male,(3b) Higher Tertiary Education,0.06765,83,1237,0.05365,0.08165
1984,4th Quintile,female,(1a) Inadequately completed,0.01684,95,1113,0.00928,0.02440
1984,4th Quintile,female,(1b) General Elementary School,0.27588,329,1113,0.24961,0.30215
1984,4th Quintile,female,(1c) Basic Vocational Qualification,0.34228,382,1113,0.31439,0.37017
1984,4th Quintile,female,(2) Intermediate General/Vocational Qualification,0.25601,271,1113,0.23036,0.28166
1984,4th Quintile,female,(3b) Higher Tertiary Education,0.03115,36,1113,0.02094,0.04136
1984,5th Quintile,male,(1a) Inadequately completed,0.01028,52,1248,0.00468,0.01588
1984,5th Quintile,male,(1b) General Elementary School,0.05460,90,1248,0.04199,0.06721
1984,5th Quintile,male,(1c) Basic Vocational Qualification,0.38120,463,1248,0.35424,0.40815
1984,5th Quintile,male,(2) Intermediate General/Vocational Qualification,0.22659,265,1248,0.20335,0.24983
1984,5th Quintile,male,(2c_gen) General Maturity Certificate,0.02277,36,1248,0.01449,0.03105
1984,5th Quintile,male,(2c_voc) Vocational Maturity Certificate,0.07256,88,1248,0.05816,0.08696
1984,5th Quintile,male,(3a) Lower Tertiary Education,0.08118,89,1248,0.06602,0.09634
1984,5th Quintile,male,(3b) Higher Tertiary Education,0.13659,165,1248,0.11753,0.15565
1984,5th Quintile,female,(1a) Inadequately completed,0.00635,38,1114,0.00168,0.01102
1984,5th Quintile,female,(1b) General Elementary School,0.16979,204,1114,0.14773,0.19184
1984,5th Quintile,female,(1c) Basic Vocational Qualification,0.32244,358,1114,0.29498,0.34990
1984,5th Quintile,female,(2) Intermediate General/Vocational Qualification,0.31049,329,1114,0.28331,0.33768
1984,5th Quintile,female,(2c_voc) Vocational Maturity Certificate,0.05025,58,1114,0.03742,0.06309
1984,5th Quintile,female,(3a) Lower Tertiary Education,0.03760,40,1114,0.02642,0.04877
1984,5th Quintile,female,(3b) Higher Tertiary Education,0.07757,87,1114,0.06186,0.09329
1985,1st Quintile,male,(1a) Inadequately completed,0.04198,122,930,0.02908,0.05487
1985,1st Quintile,male,(1b) General Elementary School,0.21598,266,930,0.18952,0.24245
1985,1st Quintile,male,(1c) Basic Vocational Qualification,0.47600,375,930,0.44388,0.50811
1985,1st Quintile,male,(2) Intermediate General/Vocational Qualification,0.10607,76,930,0.08627,0.12587
1985,1st Quintile,male,(2c_gen) General Maturity Certificate,0.06566,60,930,0.04974,0.08159
1985,1st Quintile,male,(2c_voc) Vocational Maturity Certificate,0.02953,31,930,0.01864,0.04041
1985,1st Quintile,female,(1a) Inadequately completed,0.05445,206,1192,0.04156,0.06733
1985,1st Quintile,female,(1b) General Elementary School,0.45703,493,1192,0.42874,0.48532
1985,1st Quintile,female,(1c) Basic Vocational Qualification,0.25178,261,1192,0.22713,0.27643
1985,1st Quintile,female,(2) Intermediate General/Vocational Qualification,0.14343,145,1192,0.12353,0.16334
1985,1st Quintile,female,(2c_gen) General Maturity Certificate,0.03768,53,1192,0.02686,0.04849
1985,1st Quintile,female,(2c_voc) Vocational Maturity Certificate,0.02564,34,1192,0.01667,0.03462
1985,2nd Quintile,male,(1a) Inadequately completed,0.02808,83,959,0.01762,0.03854
1985,2nd Quintile,male,(1b) General Elementary School,0.17512,208,959,0.15105,0.19919
1985,2nd Quintile,male,(1c) Basic Vocational Qualification,0.54118,476,959,0.50963,0.57274
1985,2nd Quintile,male,(2) Intermediate General/Vocational Qualification,0.12109,103,959,0.10043,0.14175
1985,2nd Quintile,male,(2c_gen) General Maturity Certificate,0.03507,47,959,0.02342,0.04671
1985,2nd Quintile,male,(2c_voc) Vocational Maturity Certificate,0.03444,42,959,0.02289,0.04598
1985,2nd Quintile,female,(1a) Inadequately completed,0.02379,117,1056,0.01459,0.03298
1985,2nd Quintile,female,(1b) General Elementary School,0.42192,437,1056,0.39212,0.45172
1985,2nd Quintile,female,(1c) Basic Vocational Qualification,0.32312,324,1056,0.29489,0.35134
1985,2nd Quintile,female,(2) Intermediate General/Vocational Qualification,0.15477,141,1056,0.13295,0.17660
1985,2nd Quintile,female,(2c_gen) General Maturity Certificate,0.02582,37,1056,0.01625,0.03538
1985,3rd Quintile,male,(1a) Inadequately completed,0.02170,80,1042,0.01285,0.03055
1985,3rd Quintile,male,(1b) General Elementary School,0.13732,194,1042,0.11642,0.15823
1985,3rd Quintile,male,(1c) Basic Vocational Qualification,0.50791,484,1042,0.47754,0.53828
1985,3rd Quintile,male,(2) Intermediate General/Vocational Qualification,0.16088,151,1042,0.13856,0.18320
1985,3rd Quintile,male,(2c_gen) General Maturity Certificate,0.02592,38,1042,0.01627,0.03558
1985,3rd Quintile,male,(2c_voc) Vocational Maturity Certificate,0.04276,49,1042,0.03047,0.05505
1985,3rd Quintile,male,(3b) Higher Tertiary Education,0.04479,46,1042,0.03223,0.05736
1985,3rd Quintile,female,(1a) Inadequately completed,0.01970,88,991,0.01104,0.02835
1985,3rd Quintile,female,(1b) General Elementary School,0.36095,366,991,0.33103,0.39087
1985,3rd Quintile,female,(1c) Basic Vocational Qualification,0.33521,335,991,0.30581,0.36462
1985,3rd Quintile,female,(2) Intermediate General/Vocational Qualification,0.20936,202,991,0.18401,0.23470
1985,4th Quintile,male,(1a) Inadequately completed,0.02358,70,1116,0.01467,0.03249
1985,4th Quintile,male,(1b) General Elementary School,0.09072,139,1116,0.07386,0.10758
1985,4th Quintile,male,(1c) Basic Vocational Qualification,0.49611,516,1116,0.46676,0.52545
1985,4th Quintile,male,(2) Intermediate General/Vocational Qualification,0.18196,181,1116,0.15931,0.20461
1985,4th Quintile,male,(2c_gen) General Maturity Certificate,0.03228,39,1116,0.02190,0.04265
1985,4th Quintile,male,(2c_voc) Vocational Maturity Certificate,0.05609,58,1116,0.04258,0.06959
1985,4th Quintile,male,(3a) Lower Tertiary Education,0.03911,40,1116,0.02773,0.05049
1985,4th Quintile,male,(3b) Higher Tertiary Education,0.06126,73,1116,0.04718,0.07533
1985,4th Quintile,female,(1a) Inadequately completed,0.01288,66,968,0.00577,0.01998
1985,4th Quintile,female,(1b) General Elementary School,0.24588,268,968,0.21874,0.27302
1985,4th Quintile,female,(1c) Basic Vocational Qualification,0.34212,335,968,0.31222,0.37203
1985,4th Quintile,female,(2) Intermediate General/Vocational Qualification,0.27261,252,968,0.24454,0.30068
1985,4th Quintile,female,(3b) Higher Tertiary Education,0.04258,47,968,0.02986,0.05531
1985,5th Quintile,male,(1a) Inadequately completed,0.00783,32,1062,0.00253,0.01313
1985,5th Quintile,male,(1b) General Elementary School,0.04380,59,1062,0.03149,0.05612
1985,5th Quintile,male,(1c) Basic Vocational Qualification,0.37650,411,1062,0.34735,0.40565
1985,5th Quintile,male,(2) Intermediate General/Vocational Qualification,0.22581,242,1062,0.20065,0.25096
1985,5th Quintile,male,(2c_voc) Vocational Maturity Certificate,0.06415,68,1062,0.04941,0.07889
1985,5th Quintile,male,(3a) Lower Tertiary Education,0.08459,83,1062,0.06785,0.10134
1985,5th Quintile,male,(3b) Higher Tertiary Education,0.15351,167,1062,0.13182,0.17520
1985,5th Quintile,female,(1a) Inadequately completed,0.00693,34,1019,0.00183,0.01202
1985,5th Quintile,female,(1b) General Elementary School,0.17055,186,1019,0.14745,0.19366
1985,5th Quintile,female,(1c) Basic Vocational Qualification,0.29571,307,1019,0.26768,0.32375
1985,5th Quintile,female,(2) Intermediate General/Vocational Qualification,0.33143,320,1019,0.30251,0.36034
1985,5th Quintile,female,(2c_voc) Vocational Maturity Certificate,0.05094,54,1019,0.03743,0.06445
1985,5th Quintile,female,(3a) Lower Tertiary Education,0.03632,35,1019,0.02482,0.04781
1985,5th Quintile,female,(3b) Higher Tertiary Education,0.08146,83,1019,0.06465,0.09826
1986,1st Quintile,male,(1a) Inadequately completed,0.03990,108,843,0.02668,0.05312
1986,1st Quintile,male,(1b) General Elementary School,0.22672,225,843,0.19843,0.25500
1986,1st Quintile,male,(1c) Basic Vocational Qualification,0.46420,336,843,0.43051,0.49788
1986,1st Quintile,male,(2) Intermediate General/Vocational Qualification,0.09137,66,843,0.07191,0.11083
1986,1st Quintile,male,(2c_gen) General Maturity Certificate,0.07321,66,843,0.05562,0.09081
1986,1st Quintile,male,(2c_voc) Vocational Maturity Certificate,0.04094,42,843,0.02755,0.05432
1986,1st Quintile,female,(1a) Inadequately completed,0.05160,170,1097,0.03850,0.06470
1986,1st Quintile,female,(1b) General Elementary School,0.44128,469,1097,0.41188,0.47068
1986,1st Quintile,female,(1c) Basic Vocational Qualification,0.27647,258,1097,0.24999,0.30295
1986,1st Quintile,female,(2) Intermediate General/Vocational Qualification,0.12914,119,1097,0.10928,0.14899
1986,1st Quintile,female,(2c_gen) General Maturity Certificate,0.04190,48,1097,0.03003,0.05376
1986,1st Quintile,female,(2c_voc) Vocational Maturity Certificate,0.02717,33,1097,0.01755,0.03680
1986,2nd Quintile,male,(1a) Inadequately completed,0.03246,84,917,0.02098,0.04394
1986,2nd Quintile,male,(1b) General Elementary School,0.16699,228,917,0.14284,0.19115
1986,2nd Quintile,male,(1c) Basic Vocational Qualification,0.54144,455,917,0.50917,0.57371
1986,2nd Quintile,male,(2) Intermediate General/Vocational Qualification,0.13143,108,917,0.10955,0.15331
1986,2nd Quintile,male,(2c_gen) General Maturity Certificate,0.03634,42,917,0.02422,0.04846
1986,2nd Quintile,female,(1a) Inadequately completed,0.02504,121,1000,0.01535,0.03473
1986,2nd Quintile,female,(1b) General Elementary School,0.44010,401,1000,0.40932,0.47089
1986,2nd Quintile,female,(1c) Basic Vocational Qualification,0.30372,295,1000,0.27521,0.33224
1986,2nd Quintile,female,(2) Intermediate General/Vocational Qualification,0.17780,152,1000,0.15409,0.20151
1986,2nd Quintile,female,(2c_gen) General Maturity Certificate,0.01607,31,1000,0.00827,0.02387
1986,3rd Quintile,male,(1a) Inadequately completed,0.02156,75,978,0.01245,0.03067
1986,3rd Quintile,male,(1b) General Elementary School,0.13114,187,978,0.10998,0.15231
1986,3rd Quintile,male,(1c) Basic Vocational Qualification,0.51616,451,978,0.48483,0.54750
1986,3rd Quintile,male,(2) Intermediate General/Vocational Qualification,0.15605,136,978,0.13329,0.17880
1986,3rd Quintile,male,(2c_gen) General Maturity Certificate,0.03295,39,978,0.02175,0.04414
1986,3rd Quintile,male,(2c_voc) Vocational Maturity Certificate,0.04940,53,978,0.03581,0.06299
1986,3rd Quintile,male,(3b) Higher Tertiary Education,0.03211,37,978,0.02106,0.04317
1986,3rd Quintile,female,(1a) Inadequately completed,0.02001,82,990,0.01128,0.02873
1986,3rd Quintile,female,(1b) General Elementary School,0.31420,315,990,0.28527,0.34313
1986,3rd Quintile,female,(1c) Basic Vocational Qualification,0.35342,333,990,0.32363,0.38321
1986,3rd Quintile,female,(2) Intermediate General/Vocational Qualification,0.20897,191,990,0.18363,0.23431
1986,3rd Quintile,female,(2c_gen) General Maturity Certificate,0.03481,33,990,0.02339,0.04624
1986,3rd Quintile,female,(2c_voc) Vocational Maturity Certificate,0.03155,36,990,0.02066,0.04244
1986,4th Quintile,male,(1a) Inadequately completed,0.02188,70,1127,0.01333,0.03042
1986,4th Quintile,male,(1b) General Elementary School,0.08449,143,1127,0.06825,0.10074
1986,4th Quintile,male,(1c) Basic Vocational Qualification,0.48539,514,1127,0.45620,0.51458
1986,4th Quintile,male,(2) Intermediate General/Vocational Qualification,0.20263,194,1127,0.17916,0.22611
1986,4th Quintile,male,(2c_gen) General Maturity Certificate,0.03459,41,1127,0.02392,0.04526
1986,4th Quintile,male,(2c_voc) Vocational Maturity Certificate,0.05025,49,1127,0.03749,0.06302
1986,4th Quintile,male,(3a) Lower Tertiary Education,0.03803,37,1127,0.02686,0.04921
1986,4th Quintile,male,(3b) Higher Tertiary Education,0.06999,79,1127,0.05509,0.08489
1986,4th Quintile,female,(1a) Inadequately completed,0.01577,71,963,0.00790,0.02364
1986,4th Quintile,female,(1b) General Elementary School,0.23401,269,963,0.20725,0.26076
1986,4th Quintile,female,(1c) Basic Vocational Qualification,0.34010,320,963,0.31017,0.37004
1986,4th Quintile,female,(2) Intermediate General/Vocational Qualification,0.29070,267,963,0.26200,0.31939
1986,4th Quintile,female,(3b) Higher Tertiary Education,0.03416,36,963,0.02268,0.04564
1986,5th Quintile,male,(1b) General Elementary School,0.04708,65,1033,0.03416,0.06000
1986,5th Quintile,male,(1c) Basic Vocational Qualification,0.35291,374,1033,0.32376,0.38207
1986,5th Quintile,male,(2) Intermediate General/Vocational Qualification,0.23239,234,1033,0.20662,0.25816
1986,5th Quintile,male,(2c_gen) General Maturity Certificate,0.03533,42,1033,0.02407,0.04660
1986,5th Quintile,male,(2c_voc) Vocational Maturity Certificate,0.06457,67,1033,0.04957,0.07956
1986,5th Quintile,male,(3a) Lower Tertiary Education,0.08534,81,1033,0.06829,0.10238
1986,5th Quintile,male,(3b) Higher Tertiary Education,0.15917,170,1033,0.13685,0.18149
1986,5th Quintile,female,(1a) Inadequately completed,0.00869,31,964,0.00283,0.01455
1986,5th Quintile,female,(1b) General Elementary School,0.16343,167,964,0.14007,0.18678
1986,5th Quintile,female,(1c) Basic Vocational Qualification,0.28262,284,964,0.25419,0.31106
1986,5th Quintile,female,(2) Intermediate General/Vocational Qualification,0.32824,304,964,0.29858,0.35789
1986,5th Quintile,female,(2c_voc) Vocational Maturity Certificate,0.05362,52,964,0.03939,0.06784
1986,5th Quintile,female,(3a) Lower Tertiary Education,0.03406,32,964,0.02261,0.04552
1986,5th Quintile,female,(3b) Higher Tertiary Education,0.09618,94,964,0.07756,0.11480
1987,1st Quintile,male,(1a) Inadequately completed,0.03699,100,833,0.02417,0.04981
1987,1st Quintile,male,(1b) General Elementary School,0.21561,237,833,0.18766,0.24355
1987,1st Quintile,male,(1c) Basic Vocational Qualification,0.49880,338,833,0.46482,0.53277
1987,1st Quintile,male,(2) Intermediate General/Vocational Qualification,0.09845,70,833,0.07820,0.11869
1987,1st Quintile,male,(2c_gen) General Maturity Certificate,0.06554,55,833,0.04872,0.08236
1987,1st Quintile,male,(2c_voc) Vocational Maturity Certificate,0.03427,33,833,0.02191,0.04663
1987,1st Quintile,female,(1a) Inadequately completed,0.04796,155,1039,0.03496,0.06096
1987,1st Quintile,female,(1b) General Elementary School,0.45747,464,1039,0.42716,0.48778
1987,1st Quintile,female,(1c) Basic Vocational Qualification,0.28849,267,1039,0.26093,0.31605
1987,1st Quintile,female,(2) Intermediate General/Vocational Qualification,0.11793,110,1039,0.09831,0.13755
1987,1st Quintile,female,(2c_gen) General Maturity Certificate,0.03139,43,1039,0.02078,0.04199
1987,2nd Quintile,male,(1a) Inadequately completed,0.03039,77,895,0.01913,0.04164
1987,2nd Quintile,male,(1b) General Elementary School,0.17464,226,895,0.14975,0.19953
1987,2nd Quintile,male,(1c) Basic Vocational Qualification,0.54460,447,895,0.51195,0.57724
1987,2nd Quintile,male,(2) Intermediate General/Vocational Qualification,0.12890,101,895,0.10694,0.15087
1987,2nd Quintile,male,(2c_gen) General Maturity Certificate,0.03958,44,895,0.02680,0.05236
1987,2nd Quintile,female,(1a) Inadequately completed,0.02482,116,994,0.01515,0.03450
1987,2nd Quintile,female,(1b) General Elementary School,0.38259,380,994,0.35236,0.41282
1987,2nd Quintile,female,(1c) Basic Vocational Qualification,0.34559,309,994,0.31601,0.37517
1987,2nd Quintile,female,(2) Intermediate General/Vocational Qualification,0.17833,156,994,0.15452,0.20213
1987,2nd Quintile,female,(2c_voc) Vocational Maturity Certificate,0.02825,33,994,0.01794,0.03855
1987,3rd Quintile,male,(1a) Inadequately completed,0.02010,82,955,0.01120,0.02901
1987,3rd Quintile,male,(1b) General Elementary School,0.11951,170,955,0.09893,0.14010
1987,3rd Quintile,male,(1c) Basic Vocational Qualification,0.53779,466,955,0.50615,0.56943
1987,3rd Quintile,male,(2) Intermediate General/Vocational Qualification,0.15965,145,955,0.13641,0.18290
1987,3rd Quintile,male,(2c_gen) General Maturity Certificate,0.04062,43,955,0.02809,0.05315
1987,3rd Quintile,male,(2c_voc) Vocational Maturity Certificate,0.04638,49,955,0.03304,0.05973
1987,3rd Quintile,female,(1a) Inadequately completed,0.01853,89,976,0.01006,0.02699
1987,3rd Quintile,female,(1b) General Elementary School,0.30265,307,976,0.27382,0.33149
1987,3rd Quintile,female,(1c) Basic Vocational Qualification,0.34781,340,976,0.31792,0.37771
1987,3rd Quintile,female,(2) Intermediate General/Vocational Qualification,0.23473,207,976,0.20813,0.26133
1987,3rd Quintile,female,(2c_voc) Vocational Maturity Certificate,0.03746,33,976,0.02554,0.04938
1987,4th Quintile,male,(1a) Inadequately completed,0.02435,65,1091,0.01520,0.03350
1987,4th Quintile,male,(1b) General Elementary School,0.07662,135,1091,0.06083,0.09241
1987,4th Quintile,male,(1c) Basic Vocational Qualification,0.47123,481,1091,0.44160,0.50087
1987,4th Quintile,male,(2) Intermediate General/Vocational Qualification,0.19461,188,1091,0.17110,0.21811
1987,4th Quintile,male,(2c_gen) General Maturity Certificate,0.04010,47,1091,0.02845,0.05174
1987,4th Quintile,male,(2c_voc) Vocational Maturity Certificate,0.05372,51,1091,0.04033,0.06710
1987,4th Quintile,male,(3a) Lower Tertiary Education,0.04186,39,1091,0.02997,0.05375
1987,4th Quintile,male,(3b) Higher Tertiary Education,0.08246,85,1091,0.06613,0.09879
1987,4th Quintile,female,(1a) Inadequately completed,0.01740,69,949,0.00908,0.02573
1987,4th Quintile,female,(1b) General Elementary School,0.25708,260,949,0.22926,0.28490
1987,4th Quintile,female,(1c) Basic Vocational Qualification,0.30020,290,949,0.27102,0.32938
1987,4th Quintile,female,(2) Intermediate General/Vocational Qualification,0.27975,258,949,0.25117,0.30832
1987,4th Quintile,female,(2c_voc) Vocational Maturity Certificate,0.03777,33,949,0.02563,0.04990
1987,4th Quintile,female,(3b) Higher Tertiary Education,0.04408,39,949,0.03102,0.05715
1987,5th Quintile,male,(1b) General Elementary School,0.05010,75,1047,0.03688,0.06332
1987,5th Quintile,male,(1c) Basic Vocational Qualification,0.35323,374,1047,0.32426,0.38219
1987,5th Quintile,male,(2) Intermediate General/Vocational Qualification,0.23302,241,1047,0.20740,0.25864
1987,5th Quintile,male,(2c_gen) General Maturity Certificate,0.03234,37,1047,0.02162,0.04306
1987,5th Quintile,male,(2c_voc) Vocational Maturity Certificate,0.06164,66,1047,0.04706,0.07621
1987,5th Quintile,male,(3a) Lower Tertiary Education,0.08929,85,1047,0.07201,0.10658
1987,5th Quintile,male,(3b) Higher Tertiary Education,0.15519,169,1047,0.13324,0.17713
1987,5th Quintile,female,(1b) General Elementary School,0.17066,180,907,0.14616,0.19515
1987,5th Quintile,female,(1c) Basic Vocational Qualification,0.28087,268,907,0.25160,0.31013
1987,5th Quintile,female,(2) Intermediate General/Vocational Qualification,0.31911,283,907,0.28876,0.34946
1987,5th Quintile,female,(2c_voc) Vocational Maturity Certificate,0.05117,50,907,0.03682,0.06551
1987,5th Quintile,female,(3a) Lower Tertiary Education,0.03465,31,907,0.02274,0.04656
1987,5th Quintile,female,(3b) Higher Tertiary Education,0.10248,95,907,0.08274,0.12223
1988,1st Quintile,male,(1a) Inadequately completed,0.04276,96,774,0.02850,0.05703
1988,1st Quintile,male,(1b) General Elementary School,0.22508,252,774,0.19564,0.25452
1988,1st Quintile,male,(1c) Basic Vocational Qualification,0.48702,317,774,0.45178,0.52225
1988,1st Quintile,male,(2) Intermediate General/Vocational Qualification,0.08564,62,774,0.06592,0.10537
1988,1st Quintile,male,(2c_gen) General Maturity Certificate,0.06504,47,774,0.04765,0.08242
1988,1st Quintile,female,(1a) Inadequately completed,0.05136,157,999,0.03766,0.06505
1988,1st Quintile,female,(1b) General Elementary School,0.45983,441,999,0.42891,0.49075
1988,1st Quintile,female,(1c) Basic Vocational Qualification,0.27325,245,999,0.24560,0.30090
1988,1st Quintile,female,(2) Intermediate General/Vocational Qualification,0.12642,113,999,0.10581,0.14704
1988,1st Quintile,female,(2c_gen) General Maturity Certificate,0.03673,43,999,0.02506,0.04840
1988,2nd Quintile,male,(1a) Inadequately completed,0.02073,61,867,0.01124,0.03022
1988,2nd Quintile,male,(1b) General Elementary School,0.15244,200,867,0.12850,0.17638
1988,2nd Quintile,male,(1c) Basic Vocational Qualification,0.55294,420,867,0.51982,0.58605
1988,2nd Quintile,male,(2) Intermediate General/Vocational Qualification,0.14183,116,867,0.11860,0.16507
1988,2nd Quintile,male,(2c_gen) General Maturity Certificate,0.03441,38,867,0.02227,0.04655
1988,2nd Quintile,male,(2c_voc) Vocational Maturity Certificate,0.03561,32,867,0.02327,0.04795
1988,2nd Quintile,female,(1a) Inadequately completed,0.02238,108,976,0.01309,0.03166
1988,2nd Quintile,female,(1b) General Elementary School,0.37801,370,976,0.34757,0.40844
1988,2nd Quintile,female,(1c) Basic Vocational Qualification,0.34165,303,976,0.31188,0.37142
1988,2nd Quintile,female,(2) Intermediate General/Vocational Qualification,0.18260,161,976,0.15835,0.20685
1988,2nd Quintile,female,(2c_voc) Vocational Maturity Certificate,0.03054,34,976,0.01974,0.04133
1988,3rd Quintile,male,(1a) Inadequately completed,0.01657,61,939,0.00840,0.02474
1988,3rd Quintile,male,(1b) General Elementary School,0.14724,190,939,0.12456,0.16991
1988,3rd Quintile,male,(1c) Basic Vocational Qualification,0.50663,434,939,0.47463,0.53862
1988,3rd Quintile,male,(2) Intermediate General/Vocational Qualification,0.15100,128,939,0.12808,0.17391
1988,3rd Quintile,male,(2c_gen) General Maturity Certificate,0.04910,51,939,0.03527,0.06292
1988,3rd Quintile,male,(2c_voc) Vocational Maturity Certificate,0.03881,38,939,0.02645,0.05117
1988,3rd Quintile,male,(3b) Higher Tertiary Education,0.03900,37,939,0.02661,0.05139
1988,3rd Quintile,female,(1a) Inadequately completed,0.01477,77,893,0.00685,0.02269
1988,3rd Quintile,female,(1b) General Elementary School,0.30377,299,893,0.27359,0.33395
1988,3rd Quintile,female,(1c) Basic Vocational Qualification,0.34756,320,893,0.31631,0.37882
1988,3rd Quintile,female,(2) Intermediate General/Vocational Qualification,0.23782,197,893,0.20988,0.26576
1988,4th Quintile,male,(1a) Inadequately completed,0.02236,66,1060,0.01346,0.03127
1988,4th Quintile,male,(1b) General Elementary School,0.09116,146,1060,0.07383,0.10850
1988,4th Quintile,male,(1c) Basic Vocational Qualification,0.48169,470,1060,0.45160,0.51179
1988,4th Quintile,male,(2) Intermediate General/Vocational Qualification,0.18675,175,1060,0.16327,0.21022
1988,4th Quintile,male,(2c_gen) General Maturity Certificate,0.04570,46,1060,0.03312,0.05828
1988,4th Quintile,male,(2c_voc) Vocational Maturity Certificate,0.05242,51,1060,0.03900,0.06584
1988,4th Quintile,male,(3a) Lower Tertiary Education,0.04337,36,1060,0.03110,0.05564
1988,4th Quintile,male,(3b) Higher Tertiary Education,0.06829,70,1060,0.05310,0.08348
1988,4th Quintile,female,(1a) Inadequately completed,0.01606,71,912,0.00790,0.02423
1988,4th Quintile,female,(1b) General Elementary School,0.23575,230,912,0.20818,0.26331
1988,4th Quintile,female,(1c) Basic Vocational Qualification,0.33971,300,912,0.30896,0.37047
1988,4th Quintile,female,(2) Intermediate General/Vocational Qualification,0.28208,247,912,0.25286,0.31131
1988,4th Quintile,female,(2c_voc) Vocational Maturity Certificate,0.04021,33,912,0.02745,0.05297
1988,4th Quintile,female,(3b) Higher Tertiary Education,0.03979,31,912,0.02710,0.05248
1988,5th Quintile,male,(1b) General Elementary School,0.03251,48,975,0.02137,0.04365
1988,5th Quintile,male,(1c) Basic Vocational Qualification,0.37538,361,975,0.34497,0.40579
