"pgcasmin","year","bildungsniveau","sex","n","percent","lower_confidence","upper_confidence"
"(2a) intermediate vocational","1985","Hauptschulabschluss","maennlich","","","",""
"(2a) intermediate vocational","1985","Hauptschulabschluss","weiblich","","","",""
"(2a) intermediate vocational","1985","Realschulabschluss","maennlich","577","0.786685418872873","0.757484399330898","0.815886438414849"
"(2a) intermediate vocational","1985","Realschulabschluss","weiblich","767","0.722059614754243","0.695129152130335","0.74899007737815"
"(2a) intermediate vocational","1985","(Fach-)Abitur","maennlich","","","",""
"(2a) intermediate vocational","1985","(Fach-)Abitur","weiblich","","","",""
"(2a) intermediate vocational","1985","AkademikerInnen","maennlich","","","",""
"(2a) intermediate vocational","1985","AkademikerInnen","weiblich","","","",""
"(2c_gen) general maturity certificate","1985","(noch) kein Abschluss","maennlich","","","",""
"(2c_gen) general maturity certificate","1985","(noch) kein Abschluss","weiblich","","","",""
"(2c_gen) general maturity certificate","1985","Hauptschulabschluss","maennlich","","","",""
"(2c_gen) general maturity certificate","1985","Hauptschulabschluss","weiblich","","","",""
"(2c_gen) general maturity certificate","1985","Realschulabschluss","maennlich","","","",""
"(2c_gen) general maturity certificate","1985","Realschulabschluss","weiblich","","","",""
"(2c_gen) general maturity certificate","1985","(Fach-)Abitur","maennlich","215","0.423328076240249","0.378468199809777","0.468187952670722"
"(2c_gen) general maturity certificate","1985","(Fach-)Abitur","weiblich","163","0.455925461700277","0.401943291634385","0.509907631766169"
"(2c_gen) general maturity certificate","1985","AkademikerInnen","maennlich","","","",""
"(2c_gen) general maturity certificate","1985","AkademikerInnen","weiblich","","","",""
"(2c_voc) vocational maturity certificate","1985","(noch) kein Abschluss","maennlich","","","",""
"(2c_voc) vocational maturity certificate","1985","(noch) kein Abschluss","weiblich","","","",""
"(2c_voc) vocational maturity certificate","1985","Hauptschulabschluss","maennlich","","","",""
"(2c_voc) vocational maturity certificate","1985","Hauptschulabschluss","weiblich","","","",""
"(2c_voc) vocational maturity certificate","1985","Realschulabschluss","maennlich","","","",""
"(2c_voc) vocational maturity certificate","1985","Realschulabschluss","weiblich","","","",""
"(2c_voc) vocational maturity certificate","1985","(Fach-)Abitur","maennlich","251","0.576671923759751","0.531812047329278","0.621531800190223"
"(2c_voc) vocational maturity certificate","1985","(Fach-)Abitur","weiblich","164","0.544074538299723","0.49009236823383","0.598056708365615"
"(2c_voc) vocational maturity certificate","1985","AkademikerInnen","maennlich","","","",""
"(2c_voc) vocational maturity certificate","1985","AkademikerInnen","weiblich","","","",""
"(3a) lower tertiary education","1985","(noch) kein Abschluss","maennlich","","","",""
"(3a) lower tertiary education","1985","(noch) kein Abschluss","weiblich","","","",""
"(3a) lower tertiary education","1985","Hauptschulabschluss","maennlich","","","",""
"(3a) lower tertiary education","1985","Hauptschulabschluss","weiblich","","","",""
"(3a) lower tertiary education","1985","Realschulabschluss","maennlich","","","",""
"(3a) lower tertiary education","1985","Realschulabschluss","weiblich","","","",""
"(3a) lower tertiary education","1985","(Fach-)Abitur","maennlich","","","",""
"(3a) lower tertiary education","1985","(Fach-)Abitur","weiblich","","","",""
"(3a) lower tertiary education","1985","AkademikerInnen","maennlich","177","0.378823920756583","0.336764460041866","0.4208833814713"
"(3a) lower tertiary education","1985","AkademikerInnen","weiblich","71","0.296499371374811","0.239542811847206","0.353455930902417"
"(3b) higher tertiary education","1985","(noch) kein Abschluss","maennlich","","","",""
"(3b) higher tertiary education","1985","(noch) kein Abschluss","weiblich","","","",""
"(3b) higher tertiary education","1985","Hauptschulabschluss","maennlich","","","",""
"(3b) higher tertiary education","1985","Hauptschulabschluss","weiblich","","","",""
"(3b) higher tertiary education","1985","Realschulabschluss","maennlich","","","",""
"(3b) higher tertiary education","1985","Realschulabschluss","weiblich","","","",""
"(3b) higher tertiary education","1985","(Fach-)Abitur","maennlich","","","",""
"(3b) higher tertiary education","1985","(Fach-)Abitur","weiblich","","","",""
"(3b) higher tertiary education","1985","AkademikerInnen","maennlich","334","0.621176079243417","0.5791166185287","0.663235539958134"
"(3b) higher tertiary education","1985","AkademikerInnen","weiblich","176","0.703500628625189","0.646544069097583","0.760457188152794"
"(0) in school","1986","(noch) kein Abschluss","maennlich","116","0.452991947189499","0.408961870111895","0.497022024267104"
"(0) in school","1986","(noch) kein Abschluss","weiblich","73","0.299771577108812","0.261516649403314","0.33802650481431"
"(0) in school","1986","Hauptschulabschluss","maennlich","","","",""
"(0) in school","1986","Hauptschulabschluss","weiblich","","","",""
"(0) in school","1986","Realschulabschluss","maennlich","","","",""
"(0) in school","1986","Realschulabschluss","weiblich","","","",""
"(0) in school","1986","(Fach-)Abitur","maennlich","","","",""
"(0) in school","1986","(Fach-)Abitur","weiblich","","","",""
"(0) in school","1986","AkademikerInnen","maennlich","","","",""
"(0) in school","1986","AkademikerInnen","weiblich","","","",""
"(1a) inadequately completed","1986","(noch) kein Abschluss","maennlich","375","0.547008052810501","0.502977975732896","0.591038129888105"
"(1a) inadequately completed","1986","(noch) kein Abschluss","weiblich","478","0.700228422891188","0.66197349518569","0.738483350596686"
"(1a) inadequately completed","1986","Hauptschulabschluss","maennlich","","","",""
"(1a) inadequately completed","1986","Hauptschulabschluss","weiblich","","","",""
"(1a) inadequately completed","1986","Realschulabschluss","maennlich","","","",""
"(1a) inadequately completed","1986","Realschulabschluss","weiblich","","","",""
"(1a) inadequately completed","1986","(Fach-)Abitur","maennlich","","","",""
"(1a) inadequately completed","1986","(Fach-)Abitur","weiblich","","","",""
"(1a) inadequately completed","1986","AkademikerInnen","maennlich","","","",""
"(1a) inadequately completed","1986","AkademikerInnen","weiblich","","","",""
"(1b) general elementary school","1986","(noch) kein Abschluss","maennlich","","","",""
"(1b) general elementary school","1986","(noch) kein Abschluss","weiblich","","","",""
"(1b) general elementary school","1986","Hauptschulabschluss","maennlich","855","0.206721775820284","0.192216430475072","0.221227121165495"
"(1b) general elementary school","1986","Hauptschulabschluss","weiblich","1632","0.506571893398989","0.489042956925592","0.524100829872387"
"(1b) general elementary school","1986","Realschulabschluss","maennlich","","","",""
"(1b) general elementary school","1986","Realschulabschluss","weiblich","","","",""
"(1b) general elementary school","1986","(Fach-)Abitur","maennlich","","","",""
"(1b) general elementary school","1986","(Fach-)Abitur","weiblich","","","",""
"(1b) general elementary school","1986","AkademikerInnen","maennlich","","","",""
"(1b) general elementary school","1986","AkademikerInnen","weiblich","","","",""
"(1c) basic vocational qualification","1986","(noch) kein Abschluss","maennlich","","","",""
"(1c) basic vocational qualification","1986","(noch) kein Abschluss","weiblich","","","",""
"(1c) basic vocational qualification","1986","Hauptschulabschluss","maennlich","2139","0.793278224179716","0.778772878834505","0.807783569524928"
"(1c) basic vocational qualification","1986","Hauptschulabschluss","weiblich","1493","0.493428106601011","0.475899170127613","0.510957043074408"
"(1c) basic vocational qualification","1986","Realschulabschluss","maennlich","","","",""
"(1c) basic vocational qualification","1986","Realschulabschluss","weiblich","","","",""
"(1c) basic vocational qualification","1986","(Fach-)Abitur","maennlich","","","",""
"(1c) basic vocational qualification","1986","(Fach-)Abitur","weiblich","","","",""
"(1c) basic vocational qualification","1986","AkademikerInnen","maennlich","","","",""
"(1c) basic vocational qualification","1986","AkademikerInnen","weiblich","","","",""
"(2b) intermediate general qualification","1986","(noch) kein Abschluss","maennlich","","","",""
"(2b) intermediate general qualification","1986","(noch) kein Abschluss","weiblich","","","",""
"(2b) intermediate general qualification","1986","Hauptschulabschluss","maennlich","","","",""
"(2b) intermediate general qualification","1986","Hauptschulabschluss","weiblich","","","",""
"(2b) intermediate general qualification","1986","Realschulabschluss","maennlich","177","0.214851383061235","0.185259183776816","0.244443582345654"
"(2b) intermediate general qualification","1986","Realschulabschluss","weiblich","291","0.271196800124635","0.244164205422942","0.298229394826327"
"(2b) intermediate general qualification","1986","(Fach-)Abitur","maennlich","","","",""
"(2b) intermediate general qualification","1986","(Fach-)Abitur","weiblich","","","",""
"(2b) intermediate general qualification","1986","AkademikerInnen","maennlich","","","",""
"(2b) intermediate general qualification","1986","AkademikerInnen","weiblich","","","",""
"(2a) intermediate vocational","1986","(noch) kein Abschluss","maennlich","","","",""
"(2a) intermediate vocational","1986","(noch) kein Abschluss","weiblich","","","",""
"(2a) intermediate vocational","1986","Hauptschulabschluss","maennlich","","","",""
"(2a) intermediate vocational","1986","Hauptschulabschluss","weiblich","","","",""
"(2a) intermediate vocational","1986","Realschulabschluss","maennlich","563","0.785148616938765","0.755556417654346","0.814740816223184"
"(2a) intermediate vocational","1986","Realschulabschluss","weiblich","748","0.728803199875365","0.701770605173673","0.755835794577058"
"(2a) intermediate vocational","1986","(Fach-)Abitur","maennlich","","","",""
"(2a) intermediate vocational","1986","(Fach-)Abitur","weiblich","","","",""
"(2a) intermediate vocational","1986","AkademikerInnen","maennlich","","","",""
"(2a) intermediate vocational","1986","AkademikerInnen","weiblich","","","",""
"(2c_gen) general maturity certificate","1986","(noch) kein Abschluss","maennlich","","","",""
"(2c_gen) general maturity certificate","1986","(noch) kein Abschluss","weiblich","","","",""
"(2c_gen) general maturity certificate","1986","Hauptschulabschluss","maennlich","","","",""
"(2c_gen) general maturity certificate","1986","Hauptschulabschluss","weiblich","","","",""
"(2c_gen) general maturity certificate","1986","Realschulabschluss","maennlich","","","",""
"(2c_gen) general maturity certificate","1986","Realschulabschluss","weiblich","","","",""
"(2c_gen) general maturity certificate","1986","(Fach-)Abitur","maennlich","233","0.461372616930321","0.416542341409173","0.506202892451469"
"(2c_gen) general maturity certificate","1986","(Fach-)Abitur","weiblich","172","0.47833117285817","0.42546683264179","0.53119551307455"
"(2c_gen) general maturity certificate","1986","AkademikerInnen","maennlich","","","",""
"(2c_gen) general maturity certificate","1986","AkademikerInnen","weiblich","","","",""
"(2c_voc) vocational maturity certificate","1986","(noch) kein Abschluss","maennlich","","","",""
"(2c_voc) vocational maturity certificate","1986","(noch) kein Abschluss","weiblich","","","",""
"(2c_voc) vocational maturity certificate","1986","Hauptschulabschluss","maennlich","","","",""
"(2c_voc) vocational maturity certificate","1986","Hauptschulabschluss","weiblich","","","",""
"(2c_voc) vocational maturity certificate","1986","Realschulabschluss","maennlich","","","",""
"(2c_voc) vocational maturity certificate","1986","Realschulabschluss","weiblich","","","",""
"(2c_voc) vocational maturity certificate","1986","(Fach-)Abitur","maennlich","242","0.538627383069679","0.493797107548532","0.583457658590827"
"(2c_voc) vocational maturity certificate","1986","(Fach-)Abitur","weiblich","171","0.52166882714183","0.46880448692545","0.57453316735821"
"(2c_voc) vocational maturity certificate","1986","AkademikerInnen","maennlich","","","",""
"(2c_voc) vocational maturity certificate","1986","AkademikerInnen","weiblich","","","",""
"(3a) lower tertiary education","1986","(noch) kein Abschluss","maennlich","","","",""
"(3a) lower tertiary education","1986","(noch) kein Abschluss","weiblich","","","",""
"(3a) lower tertiary education","1986","Hauptschulabschluss","maennlich","","","",""
"(3a) lower tertiary education","1986","Hauptschulabschluss","weiblich","","","",""
"(3a) lower tertiary education","1986","Realschulabschluss","maennlich","","","",""
"(3a) lower tertiary education","1986","Realschulabschluss","weiblich","","","",""
"(3a) lower tertiary education","1986","(Fach-)Abitur","maennlich","","","",""
"(3a) lower tertiary education","1986","(Fach-)Abitur","weiblich","","","",""
"(3a) lower tertiary education","1986","AkademikerInnen","maennlich","177","0.389744399408174","0.34725127536403","0.432237523452317"
"(3a) lower tertiary education","1986","AkademikerInnen","weiblich","70","0.302529981872697","0.245010888596344","0.36004907514905"
"(3b) higher tertiary education","1986","(noch) kein Abschluss","maennlich","","","",""
"(3b) higher tertiary education","1986","(noch) kein Abschluss","weiblich","","","",""
"(3b) higher tertiary education","1986","Hauptschulabschluss","maennlich","","","",""
"(3b) higher tertiary education","1986","Hauptschulabschluss","weiblich","","","",""
"(3b) higher tertiary education","1986","Realschulabschluss","maennlich","","","",""
"(3b) higher tertiary education","1986","Realschulabschluss","weiblich","","","",""
"(3b) higher tertiary education","1986","(Fach-)Abitur","maennlich","","","",""
"(3b) higher tertiary education","1986","(Fach-)Abitur","weiblich","","","",""
"(3b) higher tertiary education","1986","AkademikerInnen","maennlich","329","0.610255600591826","0.567762476547683","0.65274872463597"
"(3b) higher tertiary education","1986","AkademikerInnen","weiblich","175","0.697470018127303","0.63995092485095","0.754989111403656"
"(0) in school","1987","(noch) kein Abschluss","maennlich","102","0.384977293733639","0.340655153029705","0.429299434437573"
"(0) in school","1987","(noch) kein Abschluss","weiblich","91","0.349947160586565","0.310230861227823","0.389663459945308"
"(0) in school","1987","Hauptschulabschluss","maennlich","","","",""
"(0) in school","1987","Hauptschulabschluss","weiblich","","","",""
"(0) in school","1987","Realschulabschluss","maennlich","","","",""
"(0) in school","1987","Realschulabschluss","weiblich","","","",""
"(0) in school","1987","(Fach-)Abitur","maennlich","","","",""
"(0) in school","1987","(Fach-)Abitur","weiblich","","","",""
"(0) in school","1987","AkademikerInnen","maennlich","","","",""
"(0) in school","1987","AkademikerInnen","weiblich","","","",""
"(1a) inadequately completed","1987","(noch) kein Abschluss","maennlich","361","0.615022706266361","0.570700565562427","0.659344846970295"
"(1a) inadequately completed","1987","(noch) kein Abschluss","weiblich","463","0.650052839413435","0.610336540054693","0.689769138772177"
"(1a) inadequately completed","1987","Hauptschulabschluss","maennlich","","","",""
"(1a) inadequately completed","1987","Hauptschulabschluss","weiblich","","","",""
"(1a) inadequately completed","1987","Realschulabschluss","maennlich","","","",""
"(1a) inadequately completed","1987","Realschulabschluss","weiblich","","","",""
"(1a) inadequately completed","1987","(Fach-)Abitur","maennlich","","","",""
"(1a) inadequately completed","1987","(Fach-)Abitur","weiblich","","","",""
"(1a) inadequately completed","1987","AkademikerInnen","maennlich","","","",""
"(1a) inadequately completed","1987","AkademikerInnen","weiblich","","","",""
"(1b) general elementary school","1987","(noch) kein Abschluss","maennlich","","","",""
"(1b) general elementary school","1987","(noch) kein Abschluss","weiblich","","","",""
"(1b) general elementary school","1987","Hauptschulabschluss","maennlich","851","0.198432139772113","0.184081691309477","0.212782588234749"
"(1b) general elementary school","1987","Hauptschulabschluss","weiblich","1604","0.503230015720947","0.485575200194537","0.520884831247357"
"(1b) general elementary school","1987","Realschulabschluss","maennlich","","","",""
"(1b) general elementary school","1987","Realschulabschluss","weiblich","","","",""
"(1b) general elementary school","1987","(Fach-)Abitur","maennlich","","","",""
"(1b) general elementary school","1987","(Fach-)Abitur","weiblich","","","",""
"(1b) general elementary school","1987","AkademikerInnen","maennlich","","","",""
"(1b) general elementary school","1987","AkademikerInnen","weiblich","","","",""
"(1c) basic vocational qualification","1987","(noch) kein Abschluss","maennlich","","","",""
"(1c) basic vocational qualification","1987","(noch) kein Abschluss","weiblich","","","",""
"(1c) basic vocational qualification","1987","Hauptschulabschluss","maennlich","2116","0.801567860227887","0.787217411765251","0.815918308690524"
"(1c) basic vocational qualification","1987","Hauptschulabschluss","weiblich","1477","0.496769984279053","0.479115168752643","0.514424799805463"
"(1c) basic vocational qualification","1987","Realschulabschluss","maennlich","","","",""
"(1c) basic vocational qualification","1987","Realschulabschluss","weiblich","","","",""
"(1c) basic vocational qualification","1987","(Fach-)Abitur","maennlich","","","",""
"(1c) basic vocational qualification","1987","(Fach-)Abitur","weiblich","","","",""
"(1c) basic vocational qualification","1987","AkademikerInnen","maennlich","","","",""
"(1c) basic vocational qualification","1987","AkademikerInnen","weiblich","","","",""
"(2b) intermediate general qualification","1987","(noch) kein Abschluss","maennlich","","","",""
"(2b) intermediate general qualification","1987","(noch) kein Abschluss","weiblich","","","",""
