year,bula_h,regtyp,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Bavaria,Urban regions,(1c) Basic Vocational Qualification,0.31051,343,983,0.28157,0.33945
1985,Bavaria,Urban regions,(2) Intermediate General/Vocational Qualification,0.20826,211,983,0.18286,0.23366
1985,Bavaria,Urban regions,(2c_gen) General Maturity Certificate,0.03350,42,983,0.02225,0.04476
1985,Bavaria,Urban regions,(2c_voc) Vocational Maturity Certificate,0.04112,47,983,0.02870,0.05354
1985,Bavaria,Urban regions,(3a) Lower Tertiary Education,0.03153,35,983,0.02060,0.04247
1985,Bavaria,Urban regions,(3b) Higher Tertiary Education,0.04772,63,983,0.03439,0.06106
1985,Bavaria,Rural regions,(1a) Inadequately completed,0.01805,44,832,0.00900,0.02711
1985,Bavaria,Rural regions,(1b) General Elementary School,0.22811,251,832,0.19958,0.25664
1985,Bavaria,Rural regions,(1c) Basic Vocational Qualification,0.34886,361,832,0.31645,0.38126
1985,Bavaria,Rural regions,(2) Intermediate General/Vocational Qualification,0.13678,143,832,0.11342,0.16014
1985,Bavaria,Rural regions,(3b) Higher Tertiary Education,0.03236,33,832,0.02033,0.04439
1985,Berlin,Urban regions,(1a) Inadequately completed,0.02713,32,279,0.00803,0.04623
1985,Berlin,Urban regions,(1b) General Elementary School,0.16331,73,279,0.11986,0.20677
1985,Berlin,Urban regions,(1c) Basic Vocational Qualification,0.26797,101,279,0.21591,0.32004
1985,Berlin,Urban regions,(2) Intermediate General/Vocational Qualification,0.20049,73,279,0.15342,0.24755
1986,Schleswig-Holstein,Urban regions,(1b) General Elementary School,0.13520,31,123,0.07452,0.19587
1986,Schleswig-Holstein,Urban regions,(1c) Basic Vocational Qualification,0.33790,56,123,0.25397,0.42183
1986,Schleswig-Holstein,Urban regions,(2) Intermediate General/Vocational Qualification,0.19484,36,123,0.12456,0.26513
1986,Schleswig-Holstein,Rural regions,(1b) General Elementary School,0.17760,35,148,0.11581,0.23938
1986,Schleswig-Holstein,Rural regions,(1c) Basic Vocational Qualification,0.36366,75,148,0.28589,0.44143
1986,Schleswig-Holstein,Rural regions,(2) Intermediate General/Vocational Qualification,0.19796,38,148,0.13355,0.26238
1986,Hamburg,Urban regions,(1b) General Elementary School,0.15486,48,178,0.10156,0.20815
1986,Hamburg,Urban regions,(1c) Basic Vocational Qualification,0.35766,81,178,0.28705,0.42828
1986,Hamburg,Urban regions,(2) Intermediate General/Vocational Qualification,0.21999,49,178,0.15897,0.28102
1986,Lower Saxony,Urban regions,(1a) Inadequately completed,0.01518,31,459,0.00398,0.02638
1986,Lower Saxony,Urban regions,(1b) General Elementary School,0.16966,102,459,0.13529,0.20404
1986,Lower Saxony,Urban regions,(1c) Basic Vocational Qualification,0.31335,178,459,0.27087,0.35583
1986,Lower Saxony,Urban regions,(2) Intermediate General/Vocational Qualification,0.20665,112,459,0.16957,0.24374
1986,Lower Saxony,Urban regions,(3b) Higher Tertiary Education,0.05626,36,459,0.03515,0.07736
1986,Lower Saxony,Rural regions,(1b) General Elementary School,0.22911,151,472,0.19116,0.26706
1986,Lower Saxony,Rural regions,(1c) Basic Vocational Qualification,0.30231,203,472,0.26083,0.34379
1986,Lower Saxony,Rural regions,(2) Intermediate General/Vocational Qualification,0.17939,118,472,0.14474,0.21404
1986,Bremen,Urban regions,(1c) Basic Vocational Qualification,0.38090,45,45,0.23741,0.52439
1986,North Rhine-Westphalia,Urban regions,(0) No qualification (yet),0.01903,73,2750,0.01392,0.02414
1986,North Rhine-Westphalia,Urban regions,(1a) Inadequately completed,0.02562,266,2750,0.01971,0.03152
1986,North Rhine-Westphalia,Urban regions,(1b) General Elementary School,0.16198,576,2750,0.14821,0.17575
1986,North Rhine-Westphalia,Urban regions,(1c) Basic Vocational Qualification,0.32090,933,2750,0.30345,0.33835
1986,North Rhine-Westphalia,Urban regions,(2) Intermediate General/Vocational Qualification,0.15119,435,2750,0.13780,0.16459
1986,North Rhine-Westphalia,Urban regions,(2c_gen) General Maturity Certificate,0.03512,129,2750,0.02824,0.04200
1986,North Rhine-Westphalia,Urban regions,(2c_voc) Vocational Maturity Certificate,0.03598,122,2750,0.02902,0.04294
1986,North Rhine-Westphalia,Urban regions,(3a) Lower Tertiary Education,0.02234,65,2750,0.01682,0.02786
1986,North Rhine-Westphalia,Urban regions,(3b) Higher Tertiary Education,0.04691,151,2750,0.03900,0.05481
1986,North Rhine-Westphalia,Rural regions,(1c) Basic Vocational Qualification,0.38954,33,33,0.22058,0.55850
1986,Hesse,Urban regions,(1a) Inadequately completed,0.02017,85,847,0.01070,0.02964
1986,Hesse,Urban regions,(1b) General Elementary School,0.17814,222,847,0.15236,0.20392
1986,Hesse,Urban regions,(1c) Basic Vocational Qualification,0.28316,261,847,0.25280,0.31352
1986,Hesse,Urban regions,(2) Intermediate General/Vocational Qualification,0.16347,133,847,0.13855,0.18839
1986,Hesse,Urban regions,(2c_gen) General Maturity Certificate,0.04458,47,847,0.03068,0.05849
1986,Hesse,Urban regions,(2c_voc) Vocational Maturity Certificate,0.03546,42,847,0.02299,0.04792
1986,Hesse,Urban regions,(3b) Higher Tertiary Education,0.06521,57,847,0.04857,0.08185
1986,Hesse,Rural regions,(1b) General Elementary School,0.20830,34,115,0.13375,0.28285
1986,Hesse,Rural regions,(1c) Basic Vocational Qualification,0.27977,48,115,0.19737,0.36217
1986,Hesse,Rural regions,(2) Intermediate General/Vocational Qualification,0.25099,33,115,0.17140,0.33059
1986,"Rhineland-Palatinate, Saarland",Urban regions,(1a) Inadequately completed,0.02760,49,551,0.01391,0.04129
1986,"Rhineland-Palatinate, Saarland",Urban regions,(1b) General Elementary School,0.24298,174,551,0.20714,0.27883
1986,"Rhineland-Palatinate, Saarland",Urban regions,(1c) Basic Vocational Qualification,0.34471,235,551,0.30499,0.38443
1986,"Rhineland-Palatinate, Saarland",Urban regions,(2) Intermediate General/Vocational Qualification,0.14943,93,551,0.11964,0.17923
1986,"Rhineland-Palatinate, Saarland",Rural regions,(1b) General Elementary School,0.32843,55,114,0.24184,0.41502
1986,"Rhineland-Palatinate, Saarland",Rural regions,(1c) Basic Vocational Qualification,0.33279,59,114,0.24591,0.41967
1986,Baden-Wuerttemberg,Urban regions,(1a) Inadequately completed,0.02364,202,1631,0.01626,0.03101
1986,Baden-Wuerttemberg,Urban regions,(1b) General Elementary School,0.20071,426,1631,0.18126,0.22015
1986,Baden-Wuerttemberg,Urban regions,(1c) Basic Vocational Qualification,0.30782,553,1631,0.28541,0.33023
1986,Baden-Wuerttemberg,Urban regions,(2) Intermediate General/Vocational Qualification,0.16233,249,1631,0.14443,0.18023
1986,Baden-Wuerttemberg,Urban regions,(2c_gen) General Maturity Certificate,0.02060,45,1631,0.01370,0.02750
1986,Baden-Wuerttemberg,Urban regions,(2c_voc) Vocational Maturity Certificate,0.02947,56,1631,0.02126,0.03768
1986,Baden-Wuerttemberg,Urban regions,(3a) Lower Tertiary Education,0.02724,37,1631,0.01934,0.03514
1986,Baden-Wuerttemberg,Urban regions,(3b) Higher Tertiary Education,0.03266,63,1631,0.02403,0.04129
1986,Baden-Wuerttemberg,Rural regions,(1b) General Elementary School,0.23821,91,229,0.18292,0.29351
1986,Baden-Wuerttemberg,Rural regions,(1c) Basic Vocational Qualification,0.30687,106,229,0.24700,0.36673
1986,Baden-Wuerttemberg,Rural regions,(2) Intermediate General/Vocational Qualification,0.10965,32,229,0.06909,0.15021
1986,Bavaria,Urban regions,(1a) Inadequately completed,0.00757,37,927,0.00198,0.01315
1986,Bavaria,Urban regions,(1b) General Elementary School,0.15922,191,927,0.13566,0.18279
1986,Bavaria,Urban regions,(1c) Basic Vocational Qualification,0.31776,324,927,0.28777,0.34775
1986,Bavaria,Urban regions,(2) Intermediate General/Vocational Qualification,0.19590,190,927,0.17034,0.22146
1986,Bavaria,Urban regions,(2c_gen) General Maturity Certificate,0.04228,47,927,0.02932,0.05524
1986,Bavaria,Urban regions,(2c_voc) Vocational Maturity Certificate,0.04063,44,927,0.02791,0.05335
1986,Bavaria,Urban regions,(3a) Lower Tertiary Education,0.03247,32,927,0.02105,0.04389
1986,Bavaria,Urban regions,(3b) Higher Tertiary Education,0.04938,62,927,0.03543,0.06334
1986,Bavaria,Rural regions,(1a) Inadequately completed,0.01943,40,755,0.00957,0.02928
1986,Bavaria,Rural regions,(1b) General Elementary School,0.21750,229,755,0.18806,0.24695
1986,Bavaria,Rural regions,(1c) Basic Vocational Qualification,0.34434,325,755,0.31043,0.37826
1986,Bavaria,Rural regions,(2) Intermediate General/Vocational Qualification,0.13212,130,755,0.10795,0.15629
1986,Bavaria,Rural regions,(3b) Higher Tertiary Education,0.03208,31,755,0.01951,0.04466
1986,Berlin,Urban regions,(1a) Inadequately completed,0.02739,36,273,0.00799,0.04678
1986,Berlin,Urban regions,(1b) General Elementary School,0.16375,69,273,0.11977,0.20773
1986,Berlin,Urban regions,(1c) Basic Vocational Qualification,0.28257,103,273,0.22907,0.33608
1986,Berlin,Urban regions,(2) Intermediate General/Vocational Qualification,0.18989,65,273,0.14328,0.23651
1987,Schleswig-Holstein,Urban regions,(1b) General Elementary School,0.13432,32,121,0.07330,0.19533
1987,Schleswig-Holstein,Urban regions,(1c) Basic Vocational Qualification,0.34587,54,121,0.26077,0.43098
1987,Schleswig-Holstein,Urban regions,(2) Intermediate General/Vocational Qualification,0.19774,35,121,0.12648,0.26901
1987,Schleswig-Holstein,Rural regions,(1b) General Elementary School,0.14706,32,149,0.09000,0.20412
1987,Schleswig-Holstein,Rural regions,(1c) Basic Vocational Qualification,0.35573,77,149,0.27860,0.43286
1987,Schleswig-Holstein,Rural regions,(2) Intermediate General/Vocational Qualification,0.19784,40,149,0.13366,0.26203
1987,Hamburg,Urban regions,(1b) General Elementary School,0.13020,42,162,0.07822,0.18218
1987,Hamburg,Urban regions,(1c) Basic Vocational Qualification,0.36883,75,162,0.29430,0.44336
1987,Hamburg,Urban regions,(2) Intermediate General/Vocational Qualification,0.22470,45,162,0.16023,0.28917
1987,Lower Saxony,Urban regions,(1b) General Elementary School,0.16569,99,421,0.13013,0.20125
1987,Lower Saxony,Urban regions,(1c) Basic Vocational Qualification,0.31540,180,421,0.27096,0.35984
1987,Lower Saxony,Urban regions,(2) Intermediate General/Vocational Qualification,0.19842,110,421,0.16028,0.23656
1987,Lower Saxony,Urban regions,(3b) Higher Tertiary Education,0.05204,32,421,0.03079,0.07328
1987,Lower Saxony,Rural regions,(1b) General Elementary School,0.22411,143,472,0.18645,0.26177
1987,Lower Saxony,Rural regions,(1c) Basic Vocational Qualification,0.30029,204,472,0.25889,0.34169
1987,Lower Saxony,Rural regions,(2) Intermediate General/Vocational Qualification,0.18194,125,472,0.14710,0.21678
1987,Bremen,Urban regions,(1c) Basic Vocational Qualification,0.39192,43,43,0.24428,0.53956
1987,North Rhine-Westphalia,Urban regions,(0) No qualification (yet),0.01916,80,2709,0.01399,0.02432
1987,North Rhine-Westphalia,Urban regions,(1a) Inadequately completed,0.02551,250,2709,0.01957,0.03145
1987,North Rhine-Westphalia,Urban regions,(1b) General Elementary School,0.16312,574,2709,0.14920,0.17704
1987,North Rhine-Westphalia,Urban regions,(1c) Basic Vocational Qualification,0.32229,914,2709,0.30469,0.33989
1987,North Rhine-Westphalia,Urban regions,(2) Intermediate General/Vocational Qualification,0.14751,430,2709,0.13416,0.16087
1987,North Rhine-Westphalia,Urban regions,(2c_gen) General Maturity Certificate,0.03409,124,2709,0.02726,0.04092
1987,North Rhine-Westphalia,Urban regions,(2c_voc) Vocational Maturity Certificate,0.03577,120,2709,0.02877,0.04276
1987,North Rhine-Westphalia,Urban regions,(3a) Lower Tertiary Education,0.02252,63,2709,0.01693,0.02811
1987,North Rhine-Westphalia,Urban regions,(3b) Higher Tertiary Education,0.04898,154,2709,0.04085,0.05711
1987,North Rhine-Westphalia,Rural regions,(1c) Basic Vocational Qualification,0.40144,34,34,0.23420,0.56869
1987,Hesse,Urban regions,(1a) Inadequately completed,0.02242,88,853,0.01248,0.03236
1987,Hesse,Urban regions,(1b) General Elementary School,0.17426,221,853,0.14879,0.19973
1987,Hesse,Urban regions,(1c) Basic Vocational Qualification,0.29259,272,853,0.26204,0.32314
1987,Hesse,Urban regions,(2) Intermediate General/Vocational Qualification,0.15793,132,853,0.13344,0.18242
1987,Hesse,Urban regions,(2c_gen) General Maturity Certificate,0.03515,40,853,0.02278,0.04752
1987,Hesse,Urban regions,(2c_voc) Vocational Maturity Certificate,0.04153,45,853,0.02813,0.05493
1987,Hesse,Urban regions,(3b) Higher Tertiary Education,0.06440,55,853,0.04792,0.08088
1987,Hesse,Rural regions,(1b) General Elementary School,0.22086,37,113,0.14403,0.29768
1987,Hesse,Rural regions,(1c) Basic Vocational Qualification,0.26605,45,113,0.18421,0.34788
1987,Hesse,Rural regions,(2) Intermediate General/Vocational Qualification,0.24014,31,113,0.16102,0.31925
1987,"Rhineland-Palatinate, Saarland",Urban regions,(1a) Inadequately completed,0.02469,49,549,0.01170,0.03768
1987,"Rhineland-Palatinate, Saarland",Urban regions,(1b) General Elementary School,0.25038,177,549,0.21411,0.28666
1987,"Rhineland-Palatinate, Saarland",Urban regions,(1c) Basic Vocational Qualification,0.34711,236,549,0.30725,0.38696
1987,"Rhineland-Palatinate, Saarland",Urban regions,(2) Intermediate General/Vocational Qualification,0.14232,87,549,0.11307,0.17157
1987,"Rhineland-Palatinate, Saarland",Rural regions,(1b) General Elementary School,0.33453,52,109,0.24555,0.42352
1987,"Rhineland-Palatinate, Saarland",Rural regions,(1c) Basic Vocational Qualification,0.30897,57,109,0.22182,0.39611
1987,Baden-Wuerttemberg,Urban regions,(1a) Inadequately completed,0.02453,199,1622,0.01700,0.03206
1987,Baden-Wuerttemberg,Urban regions,(1b) General Elementary School,0.19649,430,1622,0.17715,0.21583
1987,Baden-Wuerttemberg,Urban regions,(1c) Basic Vocational Qualification,0.30378,540,1622,0.28140,0.32617
1987,Baden-Wuerttemberg,Urban regions,(2) Intermediate General/Vocational Qualification,0.16153,249,1622,0.14361,0.17945
1987,Baden-Wuerttemberg,Urban regions,(2c_gen) General Maturity Certificate,0.02214,46,1622,0.01498,0.02931
1987,Baden-Wuerttemberg,Urban regions,(2c_voc) Vocational Maturity Certificate,0.03493,62,1622,0.02599,0.04386
1987,Baden-Wuerttemberg,Urban regions,(3a) Lower Tertiary Education,0.02911,38,1622,0.02093,0.03729
1987,Baden-Wuerttemberg,Urban regions,(3b) Higher Tertiary Education,0.03163,58,1622,0.02311,0.04015
1987,Baden-Wuerttemberg,Rural regions,(1b) General Elementary School,0.23883,90,228,0.18336,0.29430
1987,Baden-Wuerttemberg,Rural regions,(1c) Basic Vocational Qualification,0.30898,106,228,0.24887,0.36909
1987,Baden-Wuerttemberg,Rural regions,(2) Intermediate General/Vocational Qualification,0.11448,32,228,0.07306,0.15590
1987,Bavaria,Urban regions,(1a) Inadequately completed,0.00871,36,890,0.00260,0.01482
1987,Bavaria,Urban regions,(1b) General Elementary School,0.14923,178,890,0.12581,0.17265
1987,Bavaria,Urban regions,(1c) Basic Vocational Qualification,0.32494,317,890,0.29415,0.35572
1987,Bavaria,Urban regions,(2) Intermediate General/Vocational Qualification,0.19210,182,890,0.16620,0.21800
1987,Bavaria,Urban regions,(2c_gen) General Maturity Certificate,0.03758,43,890,0.02508,0.05009
1987,Bavaria,Urban regions,(2c_voc) Vocational Maturity Certificate,0.03874,40,890,0.02605,0.05142
1987,Bavaria,Urban regions,(3a) Lower Tertiary Education,0.03408,32,890,0.02215,0.04601
1987,Bavaria,Urban regions,(3b) Higher Tertiary Education,0.05307,62,890,0.03834,0.06781
1987,Bavaria,Rural regions,(1a) Inadequately completed,0.01221,32,710,0.00413,0.02029
1987,Bavaria,Rural regions,(1b) General Elementary School,0.20946,224,710,0.17951,0.23941
1987,Bavaria,Rural regions,(1c) Basic Vocational Qualification,0.35334,323,710,0.31816,0.38853
1987,Bavaria,Rural regions,(2) Intermediate General/Vocational Qualification,0.13501,131,710,0.10986,0.16017
1987,Berlin,Urban regions,(1a) Inadequately completed,0.02832,37,282,0.00893,0.04772
1987,Berlin,Urban regions,(1b) General Elementary School,0.15553,70,282,0.11316,0.19791
1987,Berlin,Urban regions,(1c) Basic Vocational Qualification,0.27744,103,282,0.22509,0.32979
1987,Berlin,Urban regions,(2) Intermediate General/Vocational Qualification,0.20385,72,282,0.15675,0.25096
1988,Schleswig-Holstein,Urban regions,(1b) General Elementary School,0.13868,32,119,0.07632,0.20105
1988,Schleswig-Holstein,Urban regions,(1c) Basic Vocational Qualification,0.33797,52,119,0.25262,0.42332
1988,Schleswig-Holstein,Urban regions,(2) Intermediate General/Vocational Qualification,0.19062,35,119,0.11975,0.26149
1988,Schleswig-Holstein,Rural regions,(1b) General Elementary School,0.13153,31,150,0.07726,0.18580
1988,Schleswig-Holstein,Rural regions,(1c) Basic Vocational Qualification,0.36536,78,150,0.28804,0.44268
1988,Schleswig-Holstein,Rural regions,(2) Intermediate General/Vocational Qualification,0.18978,41,150,0.12682,0.25275
1988,Hamburg,Urban regions,(1b) General Elementary School,0.11753,37,147,0.06529,0.16977
1988,Hamburg,Urban regions,(1c) Basic Vocational Qualification,0.36876,68,147,0.29050,0.44702
1988,Hamburg,Urban regions,(2) Intermediate General/Vocational Qualification,0.23711,42,147,0.16812,0.30610
1988,Lower Saxony,Urban regions,(1b) General Elementary School,0.16447,97,416,0.12880,0.20013
1988,Lower Saxony,Urban regions,(1c) Basic Vocational Qualification,0.31853,177,416,0.27370,0.36335
1988,Lower Saxony,Urban regions,(2) Intermediate General/Vocational Qualification,0.20060,109,416,0.16207,0.23913
1988,Lower Saxony,Urban regions,(3b) Higher Tertiary Education,0.05438,33,416,0.03256,0.07620
1988,Lower Saxony,Rural regions,(1b) General Elementary School,0.22021,130,431,0.18105,0.25938
1988,Lower Saxony,Rural regions,(1c) Basic Vocational Qualification,0.29953,184,431,0.25624,0.34283
1988,Lower Saxony,Rural regions,(2) Intermediate General/Vocational Qualification,0.17940,117,431,0.14313,0.21567
1988,Bremen,Urban regions,(1c) Basic Vocational Qualification,0.34681,39,39,0.19548,0.49814
1988,North Rhine-Westphalia,Urban regions,(0) No qualification (yet),0.01839,67,2563,0.01319,0.02360
1988,North Rhine-Westphalia,Urban regions,(1a) Inadequately completed,0.02289,219,2563,0.01709,0.02868
1988,North Rhine-Westphalia,Urban regions,(1b) General Elementary School,0.15841,549,2563,0.14427,0.17255
1988,North Rhine-Westphalia,Urban regions,(1c) Basic Vocational Qualification,0.32008,861,2563,0.30202,0.33815
1988,North Rhine-Westphalia,Urban regions,(2) Intermediate General/Vocational Qualification,0.15132,424,2563,0.13744,0.16520
1988,North Rhine-Westphalia,Urban regions,(2c_gen) General Maturity Certificate,0.03511,116,2563,0.02798,0.04223
1988,North Rhine-Westphalia,Urban regions,(2c_voc) Vocational Maturity Certificate,0.03997,124,2563,0.03239,0.04756
1988,North Rhine-Westphalia,Urban regions,(3a) Lower Tertiary Education,0.02070,59,2563,0.01519,0.02621
1988,North Rhine-Westphalia,Urban regions,(3b) Higher Tertiary Education,0.05078,144,2563,0.04228,0.05928
1988,North Rhine-Westphalia,Rural regions,(1c) Basic Vocational Qualification,0.38563,32,32,0.21428,0.55698
1988,Hesse,Urban regions,(1a) Inadequately completed,0.02055,85,813,0.01079,0.03031
1988,Hesse,Urban regions,(1b) General Elementary School,0.17129,215,813,0.14538,0.19720
1988,Hesse,Urban regions,(1c) Basic Vocational Qualification,0.29924,258,813,0.26774,0.33074
1988,Hesse,Urban regions,(2) Intermediate General/Vocational Qualification,0.15238,127,813,0.12766,0.17710
1988,Hesse,Urban regions,(2c_gen) General Maturity Certificate,0.03541,38,813,0.02270,0.04812
1988,Hesse,Urban regions,(2c_voc) Vocational Maturity Certificate,0.03675,37,813,0.02381,0.04969
1988,Hesse,Urban regions,(3b) Higher Tertiary Education,0.06506,53,813,0.04810,0.08203
1988,Hesse,Rural regions,(1b) General Elementary School,0.22029,35,84,0.13113,0.30946
1988,Hesse,Rural regions,(1c) Basic Vocational Qualification,0.30059,49,84,0.20194,0.39923
1988,"Rhineland-Palatinate, Saarland",Urban regions,(1a) Inadequately completed,0.02195,47,532,0.00949,0.03441
1988,"Rhineland-Palatinate, Saarland",Urban regions,(1b) General Elementary School,0.22935,164,532,0.19359,0.26511
1988,"Rhineland-Palatinate, Saarland",Urban regions,(1c) Basic Vocational Qualification,0.36294,236,532,0.32204,0.40384
1988,"Rhineland-Palatinate, Saarland",Urban regions,(2) Intermediate General/Vocational Qualification,0.14745,85,532,0.11729,0.17760
1988,"Rhineland-Palatinate, Saarland",Rural regions,(1b) General Elementary School,0.35616,51,104,0.26368,0.44864
1988,"Rhineland-Palatinate, Saarland",Rural regions,(1c) Basic Vocational Qualification,0.32860,53,104,0.23789,0.41931
1988,Baden-Wuerttemberg,Urban regions,(1a) Inadequately completed,0.02229,187,1584,0.01502,0.02956
1988,Baden-Wuerttemberg,Urban regions,(1b) General Elementary School,0.19468,425,1584,0.17517,0.21419
1988,Baden-Wuerttemberg,Urban regions,(1c) Basic Vocational Qualification,0.30244,525,1584,0.27981,0.32506
1988,Baden-Wuerttemberg,Urban regions,(2) Intermediate General/Vocational Qualification,0.16275,245,1584,0.14457,0.18094
1988,Baden-Wuerttemberg,Urban regions,(2c_gen) General Maturity Certificate,0.02297,50,1584,0.01559,0.03035
1988,Baden-Wuerttemberg,Urban regions,(2c_voc) Vocational Maturity Certificate,0.03450,61,1584,0.02551,0.04349
