year,pgisced97,sex,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,Upper Secondary Level,male,(1c) Basic Vocational Qualification,0.72166,1947,2723,0.70482,0.73850
1986,Upper Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.19950,487,2723,0.18449,0.21451
1986,Upper Secondary Level,male,(2c_gen) General Maturity Certificate,0.06946,231,2723,0.05991,0.07901
1986,Upper Secondary Level,female,(1c) Basic Vocational Qualification,0.62771,1408,2218,0.60759,0.64784
1986,Upper Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.30600,642,2218,0.28681,0.32518
1986,Upper Secondary Level,female,(2c_gen) General Maturity Certificate,0.06097,168,2218,0.05101,0.07093
1986,First Stage of Tertiary Education,male,(1c) Basic Vocational Qualification,0.56121,183,333,0.50783,0.61459
1986,First Stage of Tertiary Education,male,(2) Intermediate General/Vocational Qualification,0.20966,74,333,0.16587,0.25345
1986,First Stage of Tertiary Education,male,(2c_voc) Vocational Maturity Certificate,0.22913,76,333,0.18392,0.27434
1986,First Stage of Tertiary Education,female,(1c) Basic Vocational Qualification,0.33309,82,245,0.27395,0.39223
1986,First Stage of Tertiary Education,female,(2) Intermediate General/Vocational Qualification,0.40769,104,245,0.34603,0.46935
1986,First Stage of Tertiary Education,female,(2c_voc) Vocational Maturity Certificate,0.24442,59,245,0.19050,0.29834
1986,Second Stage of Tertiary Education,male,(3a) Lower Tertiary Education,0.38936,177,505,0.34679,0.43193
1986,Second Stage of Tertiary Education,male,(3b) Higher Tertiary Education,0.61064,328,505,0.56807,0.65321
1986,Second Stage of Tertiary Education,female,(3a) Lower Tertiary Education,0.30522,70,244,0.24732,0.36312
1986,Second Stage of Tertiary Education,female,(3b) Higher Tertiary Education,0.69478,174,244,0.63688,0.75268
1987,Pre-primary Level,female,(0) No qualification (yet),0.99784,90,90,0.98819,1.00749
1987,Primary Level,male,(1a) Inadequately completed,0.83888,293,293,0.79671,0.88105
1987,Primary Level,female,(1a) Inadequately completed,0.87330,428,428,0.84175,0.90485
1987,Lower Secondary Level,male,(1b) General Elementary School,0.78041,827,999,0.75473,0.80610
1987,Lower Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.21942,172,999,0.19375,0.24510
1987,Lower Secondary Level,female,(1b) General Elementary School,0.85882,1578,1837,0.84289,0.87475
1987,Lower Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.14118,259,1837,0.12525,0.15711
1987,Upper Secondary Level,male,(1a) Inadequately completed,0.00747,59,2717,0.00423,0.01071
1987,Upper Secondary Level,male,(1c) Basic Vocational Qualification,0.71731,1933,2717,0.70037,0.73424
1987,Upper Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.20182,498,2717,0.18673,0.21692
1987,Upper Secondary Level,male,(2c_gen) General Maturity Certificate,0.07071,227,2717,0.06107,0.08035
1987,Upper Secondary Level,female,(1c) Basic Vocational Qualification,0.62329,1394,2198,0.60303,0.64355
1987,Upper Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.31739,652,2198,0.29792,0.33685
1987,Upper Secondary Level,female,(2c_gen) General Maturity Certificate,0.05259,152,2198,0.04325,0.06192
1987,First Stage of Tertiary Education,male,(1c) Basic Vocational Qualification,0.55479,174,318,0.50008,0.60950
1987,First Stage of Tertiary Education,male,(2) Intermediate General/Vocational Qualification,0.21833,75,318,0.17285,0.26380
1987,First Stage of Tertiary Education,male,(2c_voc) Vocational Maturity Certificate,0.22442,69,318,0.17849,0.27035
1987,First Stage of Tertiary Education,female,(1c) Basic Vocational Qualification,0.33223,80,241,0.27264,0.39182
1987,First Stage of Tertiary Education,female,(2) Intermediate General/Vocational Qualification,0.40865,103,241,0.34645,0.47084
1987,First Stage of Tertiary Education,female,(2c_voc) Vocational Maturity Certificate,0.24366,58,241,0.18934,0.29797
1987,Second Stage of Tertiary Education,male,(3a) Lower Tertiary Education,0.39579,176,494,0.35263,0.43896
1987,Second Stage of Tertiary Education,male,(3b) Higher Tertiary Education,0.60421,318,494,0.56104,0.64737
1987,Second Stage of Tertiary Education,female,(3a) Lower Tertiary Education,0.30892,73,248,0.25130,0.36654
1987,Second Stage of Tertiary Education,female,(3b) Higher Tertiary Education,0.69108,175,248,0.63346,0.74870
1988,Pre-primary Level,male,(0) No qualification (yet),0.98366,90,90,0.95733,1.01000
1988,Primary Level,male,(1a) Inadequately completed,0.82714,257,257,0.78082,0.87346
1988,Primary Level,female,(1a) Inadequately completed,0.88074,406,406,0.84918,0.91231
1988,Lower Secondary Level,male,(1b) General Elementary School,0.81424,820,974,0.78980,0.83868
1988,Lower Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.18576,154,974,0.16132,0.21020
1988,Lower Secondary Level,female,(1b) General Elementary School,0.84648,1475,1745,0.82956,0.86340
1988,Lower Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.15352,270,1745,0.13660,0.17044
1988,Upper Secondary Level,male,(1a) Inadequately completed,0.00726,51,2571,0.00398,0.01054
1988,Upper Secondary Level,male,(1c) Basic Vocational Qualification,0.71336,1830,2571,0.69588,0.73085
1988,Upper Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.20322,472,2571,0.18767,0.21878
1988,Upper Secondary Level,male,(2c_gen) General Maturity Certificate,0.07261,218,2571,0.06258,0.08264
1988,Upper Secondary Level,female,(1c) Basic Vocational Qualification,0.62513,1345,2113,0.60449,0.64578
1988,Upper Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.32067,637,2113,0.30077,0.34058
1988,Upper Secondary Level,female,(2c_gen) General Maturity Certificate,0.04838,131,2113,0.03923,0.05753
1988,First Stage of Tertiary Education,male,(1c) Basic Vocational Qualification,0.56458,173,310,0.50930,0.61986
1988,First Stage of Tertiary Education,male,(2) Intermediate General/Vocational Qualification,0.20843,71,310,0.16314,0.25372
1988,First Stage of Tertiary Education,male,(2c_voc) Vocational Maturity Certificate,0.22683,66,310,0.18014,0.27353
1988,First Stage of Tertiary Education,female,(1c) Basic Vocational Qualification,0.33970,73,224,0.27754,0.40186
1988,First Stage of Tertiary Education,female,(2) Intermediate General/Vocational Qualification,0.40568,97,224,0.34124,0.47013
1988,First Stage of Tertiary Education,female,(2c_voc) Vocational Maturity Certificate,0.23756,54,224,0.18170,0.29342
1988,Second Stage of Tertiary Education,male,(3a) Lower Tertiary Education,0.39248,167,472,0.34838,0.43658
1988,Second Stage of Tertiary Education,male,(3b) Higher Tertiary Education,0.60752,305,472,0.56342,0.65162
1988,Second Stage of Tertiary Education,female,(3a) Lower Tertiary Education,0.28202,66,230,0.22374,0.34030
1988,Second Stage of Tertiary Education,female,(3b) Higher Tertiary Education,0.71798,164,230,0.65970,0.77626
1989,Primary Level,male,(1a) Inadequately completed,0.82472,241,241,0.77662,0.87283
1989,Primary Level,female,(1a) Inadequately completed,0.90924,385,385,0.88051,0.93797
1989,Lower Secondary Level,male,(1b) General Elementary School,0.82328,774,905,0.79841,0.84814
1989,Lower Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.17672,131,905,0.15186,0.20159
1989,Lower Secondary Level,female,(1b) General Elementary School,0.84417,1404,1665,0.82674,0.86159
1989,Lower Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.15571,261,1665,0.13829,0.17313
1989,Upper Secondary Level,male,(1a) Inadequately completed,0.00662,52,2502,0.00344,0.00979
1989,Upper Secondary Level,male,(1c) Basic Vocational Qualification,0.70528,1752,2502,0.68741,0.72314
1989,Upper Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.20827,473,2502,0.19236,0.22419
1989,Upper Secondary Level,male,(2c_gen) General Maturity Certificate,0.07566,225,2502,0.06530,0.08603
1989,Upper Secondary Level,female,(1a) Inadequately completed,0.00302,31,2085,0.00066,0.00537
1989,Upper Secondary Level,female,(1c) Basic Vocational Qualification,0.62586,1305,2085,0.60508,0.64663
1989,Upper Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.31994,622,2085,0.29991,0.33996
1989,Upper Secondary Level,female,(2c_gen) General Maturity Certificate,0.04753,127,2085,0.03840,0.05667
1989,First Stage of Tertiary Education,male,(1c) Basic Vocational Qualification,0.55549,159,293,0.49849,0.61248
1989,First Stage of Tertiary Education,male,(2) Intermediate General/Vocational Qualification,0.21047,70,293,0.16371,0.25723
1989,First Stage of Tertiary Education,male,(2c_voc) Vocational Maturity Certificate,0.23388,64,293,0.18532,0.28243
1989,First Stage of Tertiary Education,female,(1c) Basic Vocational Qualification,0.35422,74,218,0.29058,0.41786
1989,First Stage of Tertiary Education,female,(2) Intermediate General/Vocational Qualification,0.41411,94,218,0.34857,0.47965
1989,First Stage of Tertiary Education,female,(2c_voc) Vocational Maturity Certificate,0.21712,50,218,0.16226,0.27197
1989,Second Stage of Tertiary Education,male,(3a) Lower Tertiary Education,0.39264,170,472,0.34854,0.43674
1989,Second Stage of Tertiary Education,male,(3b) Higher Tertiary Education,0.60736,302,472,0.56326,0.65146
1989,Second Stage of Tertiary Education,female,(3a) Lower Tertiary Education,0.27081,62,226,0.21274,0.32887
1989,Second Stage of Tertiary Education,female,(3b) Higher Tertiary Education,0.72919,164,226,0.67113,0.78726
1990,Pre-primary Level,male,(0) No qualification (yet),0.90536,93,93,0.84555,0.96518
1990,Pre-primary Level,female,(0) No qualification (yet),0.92147,70,70,0.85800,0.98494
1990,Primary Level,male,(1a) Inadequately completed,0.81309,244,244,0.76407,0.86211
1990,Primary Level,female,(1a) Inadequately completed,0.90287,371,371,0.87270,0.93305
1990,Lower Secondary Level,male,(1b) General Elementary School,0.77623,796,1003,0.75042,0.80203
1990,Lower Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.22259,207,1003,0.19683,0.24835
1990,Lower Secondary Level,female,(1b) General Elementary School,0.84001,1646,1982,0.82387,0.85616
1990,Lower Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.15999,336,1982,0.14384,0.17613
1990,Upper Secondary Level,male,(1a) Inadequately completed,0.00644,49,3660,0.00385,0.00903
1990,Upper Secondary Level,male,(1c) Basic Vocational Qualification,0.66312,2308,3660,0.64781,0.67844
1990,Upper Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.26219,1077,3660,0.24794,0.27644
1990,Upper Secondary Level,male,(2c_gen) General Maturity Certificate,0.06365,226,3660,0.05574,0.07156
1990,Upper Secondary Level,female,(1c) Basic Vocational Qualification,0.60205,1916,3336,0.58544,0.61867
1990,Upper Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.34857,1263,3336,0.33239,0.36474
1990,Upper Secondary Level,female,(2c_gen) General Maturity Certificate,0.04178,157,3336,0.03499,0.04857
1990,First Stage of Tertiary Education,male,(1c) Basic Vocational Qualification,0.52624,236,498,0.48234,0.57014
1990,First Stage of Tertiary Education,male,(2) Intermediate General/Vocational Qualification,0.29252,195,498,0.25253,0.33252
1990,First Stage of Tertiary Education,male,(2c_voc) Vocational Maturity Certificate,0.18107,67,498,0.14721,0.21492
1990,First Stage of Tertiary Education,female,(1c) Basic Vocational Qualification,0.35503,90,267,0.29752,0.41254
1990,First Stage of Tertiary Education,female,(2) Intermediate General/Vocational Qualification,0.42290,122,267,0.36353,0.48227
1990,First Stage of Tertiary Education,female,(2c_voc) Vocational Maturity Certificate,0.20982,55,267,0.16089,0.25876
1990,Second Stage of Tertiary Education,male,(3a) Lower Tertiary Education,0.43389,425,924,0.40192,0.46587
1990,Second Stage of Tertiary Education,male,(3b) Higher Tertiary Education,0.56611,499,924,0.53413,0.59808
1990,Second Stage of Tertiary Education,female,(3a) Lower Tertiary Education,0.50445,464,767,0.46904,0.53986
1990,Second Stage of Tertiary Education,female,(3b) Higher Tertiary Education,0.49555,303,767,0.46014,0.53096
1991,Pre-primary Level,male,(0) No qualification (yet),0.94811,83,83,0.90010,0.99612
1991,Pre-primary Level,female,(0) No qualification (yet),0.97745,67,67,0.94163,1.01327
1991,Primary Level,male,(1a) Inadequately completed,0.85304,250,250,0.80906,0.89701
1991,Primary Level,female,(1a) Inadequately completed,0.91281,385,385,0.88459,0.94103
1991,Lower Secondary Level,male,(1b) General Elementary School,0.78328,778,983,0.75751,0.80905
1991,Lower Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.21550,205,983,0.18978,0.24121
1991,Lower Secondary Level,female,(1b) General Elementary School,0.83732,1547,1875,0.82061,0.85403
1991,Lower Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.16268,328,1875,0.14597,0.17939
1991,Upper Secondary Level,male,(1a) Inadequately completed,0.00669,46,3556,0.00401,0.00937
1991,Upper Secondary Level,male,(1c) Basic Vocational Qualification,0.65848,2239,3556,0.64289,0.67407
1991,Upper Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.26712,1045,3556,0.25258,0.28167
1991,Upper Secondary Level,male,(2c_gen) General Maturity Certificate,0.06228,226,3556,0.05434,0.07022
1991,Upper Secondary Level,female,(1c) Basic Vocational Qualification,0.59269,1852,3274,0.57586,0.60952
1991,Upper Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.35861,1262,3274,0.34218,0.37504
1991,Upper Secondary Level,female,(2c_gen) General Maturity Certificate,0.04051,160,3274,0.03376,0.04727
1991,First Stage of Tertiary Education,male,(1c) Basic Vocational Qualification,0.50563,230,492,0.46141,0.54985
1991,First Stage of Tertiary Education,male,(2) Intermediate General/Vocational Qualification,0.30697,191,492,0.26618,0.34777
1991,First Stage of Tertiary Education,male,(2c_voc) Vocational Maturity Certificate,0.18722,71,492,0.15271,0.22172
1991,First Stage of Tertiary Education,female,(1c) Basic Vocational Qualification,0.34689,86,259,0.28881,0.40498
1991,First Stage of Tertiary Education,female,(2) Intermediate General/Vocational Qualification,0.42108,118,259,0.36083,0.48132
1991,First Stage of Tertiary Education,female,(2c_voc) Vocational Maturity Certificate,0.22013,55,259,0.16958,0.27069
1991,Second Stage of Tertiary Education,male,(3a) Lower Tertiary Education,0.43480,423,924,0.40282,0.46678
1991,Second Stage of Tertiary Education,male,(3b) Higher Tertiary Education,0.56520,501,924,0.53322,0.59718
1991,Second Stage of Tertiary Education,female,(3a) Lower Tertiary Education,0.51369,461,754,0.47799,0.54939
1991,Second Stage of Tertiary Education,female,(3b) Higher Tertiary Education,0.48631,293,754,0.45061,0.52201
1992,Pre-primary Level,male,(0) No qualification (yet),0.86153,73,73,0.78175,0.94131
1992,Pre-primary Level,female,(0) No qualification (yet),0.85749,71,71,0.77559,0.93938
1992,Primary Level,male,(1a) Inadequately completed,0.84665,236,236,0.80058,0.89272
1992,Primary Level,female,(1a) Inadequately completed,0.92073,367,367,0.89306,0.94841
1992,Lower Secondary Level,male,(1b) General Elementary School,0.76925,763,973,0.74277,0.79574
1992,Lower Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.22874,210,973,0.20234,0.25515
1992,Lower Secondary Level,female,(1b) General Elementary School,0.83821,1481,1811,0.82125,0.85518
1992,Lower Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.16179,330,1811,0.14482,0.17875
1992,Upper Secondary Level,male,(1a) Inadequately completed,0.00777,45,3412,0.00482,0.01071
1992,Upper Secondary Level,male,(1c) Basic Vocational Qualification,0.66078,2158,3412,0.64490,0.67667
1992,Upper Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.26619,995,3412,0.25135,0.28102
1992,Upper Secondary Level,male,(2c_gen) General Maturity Certificate,0.05989,214,3412,0.05192,0.06785
1992,Upper Secondary Level,female,(1c) Basic Vocational Qualification,0.58224,1802,3223,0.56522,0.59927
1992,Upper Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.36095,1256,3223,0.34437,0.37753
1992,Upper Secondary Level,female,(2c_gen) General Maturity Certificate,0.04748,165,3223,0.04014,0.05482
1992,First Stage of Tertiary Education,male,(1c) Basic Vocational Qualification,0.50072,228,490,0.45640,0.54504
1992,First Stage of Tertiary Education,male,(2) Intermediate General/Vocational Qualification,0.31093,190,490,0.26990,0.35196
1992,First Stage of Tertiary Education,male,(2c_voc) Vocational Maturity Certificate,0.18788,72,490,0.15326,0.22250
1992,First Stage of Tertiary Education,female,(1c) Basic Vocational Qualification,0.33390,83,268,0.27733,0.39046
1992,First Stage of Tertiary Education,female,(2) Intermediate General/Vocational Qualification,0.41865,122,268,0.35948,0.47783
1992,First Stage of Tertiary Education,female,(2c_voc) Vocational Maturity Certificate,0.23653,63,268,0.18556,0.28751
1992,Second Stage of Tertiary Education,male,(3a) Lower Tertiary Education,0.42841,415,911,0.39626,0.46057
1992,Second Stage of Tertiary Education,male,(3b) Higher Tertiary Education,0.57159,496,911,0.53943,0.60374
1992,Second Stage of Tertiary Education,female,(3a) Lower Tertiary Education,0.50932,451,744,0.47337,0.54526
1992,Second Stage of Tertiary Education,female,(3b) Higher Tertiary Education,0.49068,293,744,0.45474,0.52663
1993,Pre-primary Level,male,(0) No qualification (yet),0.79814,58,58,0.69394,0.90235
1993,Pre-primary Level,female,(0) No qualification (yet),0.82370,68,68,0.73245,0.91495
1993,Primary Level,male,(1a) Inadequately completed,0.86384,237,237,0.82008,0.90760
1993,Primary Level,female,(1a) Inadequately completed,0.92669,352,352,0.89943,0.95396
1993,Lower Secondary Level,male,(1b) General Elementary School,0.75095,732,943,0.72333,0.77857
1993,Lower Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.24905,211,943,0.22143,0.27667
1993,Lower Secondary Level,female,(1b) General Elementary School,0.84526,1430,1735,0.82823,0.86228
1993,Lower Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.15474,305,1735,0.13772,0.17177
1993,Upper Secondary Level,male,(1a) Inadequately completed,0.00756,43,3365,0.00463,0.01049
1993,Upper Secondary Level,male,(1c) Basic Vocational Qualification,0.65338,2110,3365,0.63729,0.66946
1993,Upper Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.27494,1000,3365,0.25985,0.29003
1993,Upper Secondary Level,male,(2c_gen) General Maturity Certificate,0.05784,212,3365,0.04995,0.06573
1993,Upper Secondary Level,female,(1c) Basic Vocational Qualification,0.57824,1755,3209,0.56116,0.59533
1993,Upper Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.36369,1269,3209,0.34704,0.38033
1993,Upper Secondary Level,female,(2c_gen) General Maturity Certificate,0.04882,185,3209,0.04136,0.05628
1993,First Stage of Tertiary Education,male,(1c) Basic Vocational Qualification,0.51191,223,472,0.46677,0.55705
1993,First Stage of Tertiary Education,male,(2) Intermediate General/Vocational Qualification,0.31221,184,472,0.27036,0.35406
1993,First Stage of Tertiary Education,male,(2c_voc) Vocational Maturity Certificate,0.17561,65,472,0.14125,0.20997
1993,First Stage of Tertiary Education,female,(1c) Basic Vocational Qualification,0.30923,76,266,0.25358,0.36487
1993,First Stage of Tertiary Education,female,(2) Intermediate General/Vocational Qualification,0.42098,126,266,0.36154,0.48043
1993,First Stage of Tertiary Education,female,(2c_voc) Vocational Maturity Certificate,0.25932,64,266,0.20655,0.31208
1993,Second Stage of Tertiary Education,male,(3a) Lower Tertiary Education,0.42946,411,909,0.39726,0.46165
1993,Second Stage of Tertiary Education,male,(3b) Higher Tertiary Education,0.57054,498,909,0.53835,0.60274
1993,Second Stage of Tertiary Education,female,(3a) Lower Tertiary Education,0.50241,435,727,0.46604,0.53878
1993,Second Stage of Tertiary Education,female,(3b) Higher Tertiary Education,0.49759,292,727,0.46122,0.53396
1994,Pre-primary Level,male,(0) No qualification (yet),0.90877,91,91,0.84929,0.96826
1994,Pre-primary Level,female,(0) No qualification (yet),0.89421,110,110,0.83647,0.95195
1994,Primary Level,male,(1a) Inadequately completed,0.84479,212,212,0.79593,0.89365
1994,Primary Level,female,(1a) Inadequately completed,0.92730,322,322,0.89890,0.95571
1994,Lower Secondary Level,male,(1b) General Elementary School,0.78455,679,855,0.75698,0.81213
1994,Lower Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.21545,176,855,0.18787,0.24302
1994,Lower Secondary Level,female,(1b) General Elementary School,0.84165,1346,1637,0.82396,0.85934
1994,Lower Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.15835,291,1637,0.14066,0.17604
1994,Upper Secondary Level,male,(1a) Inadequately completed,0.00758,42,3292,0.00462,0.01054
1994,Upper Secondary Level,male,(1c) Basic Vocational Qualification,0.64966,2043,3292,0.63336,0.66596
1994,Upper Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.27534,990,3292,0.26008,0.29060
1994,Upper Secondary Level,male,(2c_gen) General Maturity Certificate,0.05963,217,3292,0.05154,0.06772
1994,Upper Secondary Level,female,(1c) Basic Vocational Qualification,0.57396,1721,3176,0.55676,0.59116
1994,Upper Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.36446,1271,3176,0.34772,0.38120
1994,Upper Secondary Level,female,(2c_gen) General Maturity Certificate,0.04990,184,3176,0.04233,0.05748
1994,First Stage of Tertiary Education,male,(1c) Basic Vocational Qualification,0.49632,213,473,0.45122,0.54143
1994,First Stage of Tertiary Education,male,(2) Intermediate General/Vocational Qualification,0.33146,195,473,0.28899,0.37393
1994,First Stage of Tertiary Education,male,(2c_voc) Vocational Maturity Certificate,0.17131,65,473,0.13732,0.20531
1994,First Stage of Tertiary Education,female,(1c) Basic Vocational Qualification,0.33002,80,269,0.27372,0.38632
1994,First Stage of Tertiary Education,female,(2) Intermediate General/Vocational Qualification,0.39120,124,269,0.33277,0.44962
1994,First Stage of Tertiary Education,female,(2c_voc) Vocational Maturity Certificate,0.26534,65,269,0.21248,0.31821
1994,Second Stage of Tertiary Education,male,(3a) Lower Tertiary Education,0.44107,419,913,0.40885,0.47330
1994,Second Stage of Tertiary Education,male,(3b) Higher Tertiary Education,0.55893,494,913,0.52670,0.59115
1994,Second Stage of Tertiary Education,female,(3a) Lower Tertiary Education,0.47402,430,740,0.43802,0.51002
