year,migback,sex,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,No migration background,male,(3b) Higher Tertiary Education,0.06779,278,3789,0.05978,0.07580
1985,No migration background,female,(0) No qualification (yet),0.01340,59,4133,0.00989,0.01690
1985,No migration background,female,(1a) Inadequately completed,0.00815,33,4133,0.00541,0.01089
1985,No migration background,female,(1b) General Elementary School,0.33187,1291,4133,0.31751,0.34623
1985,No migration background,female,(1c) Basic Vocational Qualification,0.31915,1343,4133,0.30494,0.33337
1985,No migration background,female,(2) Intermediate General/Vocational Qualification,0.23020,973,4133,0.21737,0.24304
1985,No migration background,female,(2c_gen) General Maturity Certificate,0.02310,111,4133,0.01852,0.02768
1985,No migration background,female,(2c_voc) Vocational Maturity Certificate,0.02812,121,4133,0.02308,0.03316
1985,No migration background,female,(3a) Lower Tertiary Education,0.01402,64,4133,0.01044,0.01761
1985,No migration background,female,(3b) Higher Tertiary Education,0.03198,138,4133,0.02661,0.03734
1985,Direct migration background,male,(1a) Inadequately completed,0.14005,350,1476,0.12234,0.15776
1985,Direct migration background,male,(1b) General Elementary School,0.20172,427,1476,0.18124,0.22220
1985,Direct migration background,male,(1c) Basic Vocational Qualification,0.36562,443,1476,0.34105,0.39020
1985,Direct migration background,male,(2) Intermediate General/Vocational Qualification,0.10047,63,1476,0.08513,0.11581
1985,Direct migration background,male,(2c_gen) General Maturity Certificate,0.04030,64,1476,0.03027,0.05034
1985,Direct migration background,male,(2c_voc) Vocational Maturity Certificate,0.05697,76,1476,0.04515,0.06880
1985,Direct migration background,male,(3b) Higher Tertiary Education,0.05394,53,1476,0.04241,0.06546
1985,Direct migration background,female,(1a) Inadequately completed,0.19094,472,1306,0.16962,0.21227
1985,Direct migration background,female,(1b) General Elementary School,0.35030,437,1306,0.32442,0.37619
1985,Direct migration background,female,(1c) Basic Vocational Qualification,0.19838,197,1306,0.17675,0.22002
1985,Direct migration background,female,(2) Intermediate General/Vocational Qualification,0.12130,75,1306,0.10359,0.13902
1985,Direct migration background,female,(2c_gen) General Maturity Certificate,0.03734,49,1306,0.02705,0.04763
1985,Direct migration background,female,(2c_voc) Vocational Maturity Certificate,0.03923,41,1306,0.02870,0.04976
1985,Direct migration background,female,(3b) Higher Tertiary Education,0.04352,35,1306,0.03245,0.05459
1986,No migration background,male,(0) No qualification (yet),0.02073,92,3622,0.01609,0.02537
1986,No migration background,male,(1a) Inadequately completed,0.01017,36,3622,0.00690,0.01344
1986,No migration background,male,(1b) General Elementary School,0.11087,399,3622,0.10065,0.12110
1986,No migration background,male,(1c) Basic Vocational Qualification,0.48092,1684,3622,0.46464,0.49719
1986,No migration background,male,(2) Intermediate General/Vocational Qualification,0.17801,658,3622,0.16555,0.19047
1986,No migration background,male,(2c_gen) General Maturity Certificate,0.04083,163,3622,0.03439,0.04728
1986,No migration background,male,(2c_voc) Vocational Maturity Certificate,0.04612,159,3622,0.03928,0.05295
1986,No migration background,male,(3a) Lower Tertiary Education,0.04427,161,3622,0.03757,0.05097
1986,No migration background,male,(3b) Higher Tertiary Education,0.06808,270,3622,0.05988,0.07629
1986,No migration background,female,(0) No qualification (yet),0.01052,55,3924,0.00733,0.01372
1986,No migration background,female,(1a) Inadequately completed,0.00926,36,3924,0.00626,0.01226
1986,No migration background,female,(1b) General Elementary School,0.31734,1170,3924,0.30277,0.33190
1986,No migration background,female,(1c) Basic Vocational Qualification,0.32122,1272,3924,0.30661,0.33583
1986,No migration background,female,(2) Intermediate General/Vocational Qualification,0.23552,940,3924,0.22224,0.24880
1986,No migration background,female,(2c_gen) General Maturity Certificate,0.02728,117,3924,0.02218,0.03237
1986,No migration background,female,(2c_voc) Vocational Maturity Certificate,0.03154,130,3924,0.02607,0.03701
1986,No migration background,female,(3a) Lower Tertiary Education,0.01480,63,3924,0.01102,0.01857
1986,No migration background,female,(3b) Higher Tertiary Education,0.03252,141,3924,0.02697,0.03808
1986,Direct migration background,male,(1a) Inadequately completed,0.13373,326,1444,0.11617,0.15129
1986,Direct migration background,male,(1b) General Elementary School,0.20750,427,1444,0.18658,0.22842
1986,Direct migration background,male,(1c) Basic Vocational Qualification,0.36216,429,1444,0.33736,0.38696
1986,Direct migration background,male,(2) Intermediate General/Vocational Qualification,0.10278,65,1444,0.08711,0.11845
1986,Direct migration background,male,(2c_gen) General Maturity Certificate,0.03967,61,1444,0.02960,0.04974
1986,Direct migration background,male,(2c_voc) Vocational Maturity Certificate,0.05404,79,1444,0.04237,0.06571
1986,Direct migration background,male,(3b) Higher Tertiary Education,0.05644,57,1444,0.04453,0.06834
1986,Direct migration background,female,(1a) Inadequately completed,0.17827,432,1256,0.15710,0.19945
1986,Direct migration background,female,(1b) General Elementary School,0.35858,430,1256,0.33205,0.38512
1986,Direct migration background,female,(1c) Basic Vocational Qualification,0.20268,194,1256,0.18044,0.22492
1986,Direct migration background,female,(2) Intermediate General/Vocational Qualification,0.12196,80,1256,0.10385,0.14006
1986,Direct migration background,female,(2c_gen) General Maturity Certificate,0.04074,49,1256,0.02980,0.05168
1986,Direct migration background,female,(2c_voc) Vocational Maturity Certificate,0.03682,40,1256,0.02640,0.04724
1986,Direct migration background,female,(3b) Higher Tertiary Education,0.04114,31,1256,0.03015,0.05212
1987,No migration background,male,(0) No qualification (yet),0.01561,79,3557,0.01154,0.01968
1987,No migration background,male,(1a) Inadequately completed,0.00947,34,3557,0.00629,0.01265
1987,No migration background,male,(1b) General Elementary School,0.10425,381,3557,0.09421,0.11430
1987,No migration background,male,(1c) Basic Vocational Qualification,0.48914,1666,3557,0.47271,0.50557
1987,No migration background,male,(2) Intermediate General/Vocational Qualification,0.17889,659,3557,0.16629,0.19149
1987,No migration background,male,(2c_gen) General Maturity Certificate,0.04273,162,3557,0.03609,0.04938
1987,No migration background,male,(2c_voc) Vocational Maturity Certificate,0.04541,150,3557,0.03856,0.05225
1987,No migration background,male,(3a) Lower Tertiary Education,0.04535,158,3557,0.03851,0.05219
1987,No migration background,male,(3b) Higher Tertiary Education,0.06915,268,3557,0.06081,0.07749
1987,No migration background,female,(0) No qualification (yet),0.01329,72,3812,0.00966,0.01693
1987,No migration background,female,(1b) General Elementary School,0.31357,1126,3812,0.29884,0.32830
1987,No migration background,female,(1c) Basic Vocational Qualification,0.32439,1256,3812,0.30952,0.33925
1987,No migration background,female,(2) Intermediate General/Vocational Qualification,0.23392,921,3812,0.22048,0.24736
1987,No migration background,female,(2c_gen) General Maturity Certificate,0.02278,94,3812,0.01804,0.02752
1987,No migration background,female,(2c_voc) Vocational Maturity Certificate,0.03327,131,3812,0.02758,0.03896
1987,No migration background,female,(3a) Lower Tertiary Education,0.01618,66,3812,0.01217,0.02019
1987,No migration background,female,(3b) Higher Tertiary Education,0.03557,146,3812,0.02968,0.04145
1987,Direct migration background,male,(1a) Inadequately completed,0.13395,317,1425,0.11626,0.15164
1987,Direct migration background,male,(1b) General Elementary School,0.21836,440,1425,0.19691,0.23982
1987,Direct migration background,male,(1c) Basic Vocational Qualification,0.35519,419,1425,0.33033,0.38005
1987,Direct migration background,male,(2) Intermediate General/Vocational Qualification,0.09979,67,1425,0.08423,0.11536
1987,Direct migration background,male,(2c_gen) General Maturity Certificate,0.03921,57,1425,0.02913,0.04929
1987,Direct migration background,male,(2c_voc) Vocational Maturity Certificate,0.05735,76,1425,0.04527,0.06942
1987,Direct migration background,male,(3b) Higher Tertiary Education,0.05209,49,1425,0.04055,0.06363
1987,Direct migration background,female,(1a) Inadequately completed,0.17999,423,1232,0.15852,0.20145
1987,Direct migration background,female,(1b) General Elementary School,0.36444,442,1232,0.33755,0.39133
1987,Direct migration background,female,(1c) Basic Vocational Qualification,0.19795,192,1232,0.17569,0.22021
1987,Direct migration background,female,(2) Intermediate General/Vocational Qualification,0.12447,80,1232,0.10603,0.14291
1987,Direct migration background,female,(2c_gen) General Maturity Certificate,0.03899,52,1232,0.02818,0.04981
1987,Direct migration background,female,(2c_voc) Vocational Maturity Certificate,0.03917,43,1232,0.02833,0.05001
1988,No migration background,male,(0) No qualification (yet),0.01615,69,3368,0.01189,0.02040
1988,No migration background,male,(1a) Inadequately completed,0.00908,31,3368,0.00588,0.01228
1988,No migration background,male,(1b) General Elementary School,0.10643,372,3368,0.09601,0.11685
1988,No migration background,male,(1c) Basic Vocational Qualification,0.48820,1574,3368,0.47132,0.50509
1988,No migration background,male,(2) Intermediate General/Vocational Qualification,0.17222,605,3368,0.15946,0.18497
1988,No migration background,male,(2c_gen) General Maturity Certificate,0.04413,155,3368,0.03719,0.05106
1988,No migration background,male,(2c_voc) Vocational Maturity Certificate,0.04617,147,3368,0.03908,0.05326
1988,No migration background,male,(3a) Lower Tertiary Education,0.04640,153,3368,0.03930,0.05351
1988,No migration background,male,(3b) Higher Tertiary Education,0.07122,262,3368,0.06254,0.07991
1988,No migration background,female,(0) No qualification (yet),0.01232,56,3599,0.00871,0.01592
1988,No migration background,female,(1b) General Elementary School,0.30376,1036,3599,0.28873,0.31878
1988,No migration background,female,(1c) Basic Vocational Qualification,0.32776,1199,3599,0.31242,0.34310
1988,No migration background,female,(2) Intermediate General/Vocational Qualification,0.24043,905,3599,0.22647,0.25439
1988,No migration background,female,(2c_gen) General Maturity Certificate,0.02058,78,3599,0.01594,0.02522
1988,No migration background,female,(2c_voc) Vocational Maturity Certificate,0.03587,127,3599,0.02980,0.04195
1988,No migration background,female,(3a) Lower Tertiary Education,0.01456,58,3599,0.01065,0.01848
1988,No migration background,female,(3b) Higher Tertiary Education,0.03752,140,3599,0.03131,0.04373
1988,Direct migration background,male,(1a) Inadequately completed,0.12054,277,1347,0.10314,0.13793
1988,Direct migration background,male,(1b) General Elementary School,0.21690,432,1347,0.19488,0.23892
1988,Direct migration background,male,(1c) Basic Vocational Qualification,0.37070,403,1347,0.34490,0.39650
1988,Direct migration background,male,(2) Intermediate General/Vocational Qualification,0.10758,70,1347,0.09102,0.12413
1988,Direct migration background,male,(2c_gen) General Maturity Certificate,0.04054,54,1347,0.03001,0.05108
1988,Direct migration background,male,(2c_voc) Vocational Maturity Certificate,0.05559,69,1347,0.04335,0.06783
1988,Direct migration background,male,(3b) Higher Tertiary Education,0.04859,42,1347,0.03710,0.06008
1988,Direct migration background,female,(1a) Inadequately completed,0.17050,401,1181,0.14904,0.19196
1988,Direct migration background,female,(1b) General Elementary School,0.35307,424,1181,0.32580,0.38034
1988,Direct migration background,female,(1c) Basic Vocational Qualification,0.21262,191,1181,0.18927,0.23597
1988,Direct migration background,female,(2) Intermediate General/Vocational Qualification,0.12888,78,1181,0.10976,0.14799
1988,Direct migration background,female,(2c_gen) General Maturity Certificate,0.04097,45,1181,0.02966,0.05228
1988,Direct migration background,female,(2c_voc) Vocational Maturity Certificate,0.03952,42,1181,0.02841,0.05064
1988,Indirect migration background,male,(1b) General Elementary School,0.28614,32,32,0.12704,0.44524
1989,No migration background,male,(0) No qualification (yet),0.01988,66,3217,0.01505,0.02470
1989,No migration background,male,(1b) General Elementary School,0.10330,344,3217,0.09278,0.11382
1989,No migration background,male,(1c) Basic Vocational Qualification,0.47839,1502,3217,0.46113,0.49566
1989,No migration background,male,(2) Intermediate General/Vocational Qualification,0.17333,586,3217,0.16025,0.18641
1989,No migration background,male,(2c_gen) General Maturity Certificate,0.04551,159,3217,0.03831,0.05272
1989,No migration background,male,(2c_voc) Vocational Maturity Certificate,0.04843,150,3217,0.04101,0.05585
1989,No migration background,male,(3a) Lower Tertiary Education,0.04820,152,3217,0.04080,0.05560
1989,No migration background,male,(3b) Higher Tertiary Education,0.07486,258,3217,0.06576,0.08395
1989,No migration background,female,(0) No qualification (yet),0.01318,55,3451,0.00937,0.01698
1989,No migration background,female,(1b) General Elementary School,0.29472,959,3451,0.27951,0.30994
1989,No migration background,female,(1c) Basic Vocational Qualification,0.33032,1158,3451,0.31462,0.34601
1989,No migration background,female,(2) Intermediate General/Vocational Qualification,0.24053,870,3451,0.22627,0.25479
1989,No migration background,female,(2c_gen) General Maturity Certificate,0.01993,74,3451,0.01527,0.02459
1989,No migration background,female,(2c_voc) Vocational Maturity Certificate,0.03890,139,3451,0.03245,0.04535
1989,No migration background,female,(3a) Lower Tertiary Education,0.01455,56,3451,0.01055,0.01854
1989,No migration background,female,(3b) Higher Tertiary Education,0.03963,140,3451,0.03312,0.04614
1989,Direct migration background,male,(1a) Inadequately completed,0.11968,264,1286,0.10193,0.13743
1989,Direct migration background,male,(1b) General Elementary School,0.22212,406,1286,0.19940,0.24485
1989,Direct migration background,male,(1c) Basic Vocational Qualification,0.35773,384,1286,0.33152,0.38394
1989,Direct migration background,male,(2) Intermediate General/Vocational Qualification,0.10145,66,1286,0.08494,0.11795
1989,Direct migration background,male,(2c_gen) General Maturity Certificate,0.04090,55,1286,0.03007,0.05173
1989,Direct migration background,male,(2c_voc) Vocational Maturity Certificate,0.05809,68,1286,0.04530,0.07088
1989,Direct migration background,male,(3b) Higher Tertiary Education,0.05440,43,1286,0.04199,0.06680
1989,Direct migration background,female,(1a) Inadequately completed,0.16449,380,1160,0.14315,0.18583
1989,Direct migration background,female,(1b) General Elementary School,0.35660,420,1160,0.32902,0.38418
1989,Direct migration background,female,(1c) Basic Vocational Qualification,0.20820,193,1160,0.18483,0.23158
1989,Direct migration background,female,(2) Intermediate General/Vocational Qualification,0.13054,80,1160,0.11114,0.14993
1989,Direct migration background,female,(2c_gen) General Maturity Certificate,0.03988,46,1160,0.02862,0.05115
1989,Direct migration background,female,(2c_voc) Vocational Maturity Certificate,0.03980,41,1160,0.02854,0.05105
1989,Indirect migration background,male,(1b) General Elementary School,0.30339,40,40,0.15911,0.44768
1989,Indirect migration background,female,(1b) General Elementary School,0.22691,35,35,0.08612,0.36769
1990,No migration background,male,(0) No qualification (yet),0.01358,55,5173,0.01042,0.01673
1990,No migration background,male,(1a) Inadequately completed,0.00927,52,5173,0.00666,0.01188
1990,No migration background,male,(1b) General Elementary School,0.08437,369,5173,0.07680,0.09195
1990,No migration background,male,(1c) Basic Vocational Qualification,0.44618,2099,5173,0.43263,0.45972
1990,No migration background,male,(2) Intermediate General/Vocational Qualification,0.21857,1381,5173,0.20731,0.22984
1990,No migration background,male,(2c_gen) General Maturity Certificate,0.03795,167,5173,0.03274,0.04316
1990,No migration background,male,(2c_voc) Vocational Maturity Certificate,0.04570,205,5173,0.04001,0.05139
1990,No migration background,male,(3a) Lower Tertiary Education,0.06329,401,5173,0.05666,0.06993
1990,No migration background,male,(3b) Higher Tertiary Education,0.08108,444,5173,0.07364,0.08852
1990,No migration background,female,(0) No qualification (yet),0.00950,47,5638,0.00696,0.01203
1990,No migration background,female,(1a) Inadequately completed,0.00819,46,5638,0.00584,0.01055
1990,No migration background,female,(1b) General Elementary School,0.25914,1189,5638,0.24770,0.27058
1990,No migration background,female,(1c) Basic Vocational Qualification,0.32671,1761,5638,0.31447,0.33896
1990,No migration background,female,(2) Intermediate General/Vocational Qualification,0.25632,1605,5638,0.24492,0.26772
1990,No migration background,female,(2c_gen) General Maturity Certificate,0.01874,105,5638,0.01520,0.02228
1990,No migration background,female,(2c_voc) Vocational Maturity Certificate,0.03307,169,5638,0.02840,0.03774
1990,No migration background,female,(3a) Lower Tertiary Education,0.04523,444,5638,0.03980,0.05065
1990,No migration background,female,(3b) Higher Tertiary Education,0.04310,272,5638,0.03780,0.04840
1990,Direct migration background,male,(1a) Inadequately completed,0.11640,256,1319,0.09908,0.13371
1990,Direct migration background,male,(1b) General Elementary School,0.21200,400,1319,0.18993,0.23406
1990,Direct migration background,male,(1c) Basic Vocational Qualification,0.36321,416,1319,0.33725,0.38918
1990,Direct migration background,male,(2) Intermediate General/Vocational Qualification,0.10788,76,1319,0.09113,0.12463
1990,Direct migration background,male,(2c_gen) General Maturity Certificate,0.03489,48,1319,0.02498,0.04480
1990,Direct migration background,male,(2c_voc) Vocational Maturity Certificate,0.05729,69,1319,0.04475,0.06984
1990,Direct migration background,male,(3b) Higher Tertiary Education,0.06218,54,1319,0.04914,0.07522
1990,Direct migration background,female,(1a) Inadequately completed,0.15204,357,1170,0.13146,0.17263
1990,Direct migration background,female,(1b) General Elementary School,0.34141,425,1170,0.31423,0.36860
1990,Direct migration background,female,(1c) Basic Vocational Qualification,0.22682,216,1170,0.20281,0.25083
1990,Direct migration background,female,(2) Intermediate General/Vocational Qualification,0.12901,86,1170,0.10979,0.14822
1990,Direct migration background,female,(2c_gen) General Maturity Certificate,0.03543,42,1170,0.02483,0.04603
1990,Direct migration background,female,(2c_voc) Vocational Maturity Certificate,0.03970,44,1170,0.02851,0.05089
1990,Indirect migration background,male,(1b) General Elementary School,0.28513,44,44,0.15019,0.42008
1990,Indirect migration background,female,(1b) General Elementary School,0.26636,43,43,0.13267,0.40005
1991,No migration background,male,(0) No qualification (yet),0.01190,53,5033,0.00890,0.01489
1991,No migration background,male,(1a) Inadequately completed,0.00961,55,5033,0.00691,0.01230
1991,No migration background,male,(1b) General Elementary School,0.08180,359,5033,0.07423,0.08937
1991,No migration background,male,(1c) Basic Vocational Qualification,0.43768,2017,5033,0.42397,0.45139
1991,No migration background,male,(2) Intermediate General/Vocational Qualification,0.22074,1333,5033,0.20928,0.23220
1991,No migration background,male,(2c_gen) General Maturity Certificate,0.03609,163,5033,0.03093,0.04124
1991,No migration background,male,(2c_voc) Vocational Maturity Certificate,0.04808,209,5033,0.04217,0.05399
1991,No migration background,male,(3a) Lower Tertiary Education,0.06749,398,5033,0.06056,0.07442
1991,No migration background,male,(3b) Higher Tertiary Education,0.08662,446,5033,0.07885,0.09439
1991,No migration background,female,(0) No qualification (yet),0.00971,47,5457,0.00711,0.01231
1991,No migration background,female,(1a) Inadequately completed,0.00879,56,5457,0.00632,0.01127
1991,No migration background,female,(1b) General Elementary School,0.24736,1099,5457,0.23591,0.25881
1991,No migration background,female,(1c) Basic Vocational Qualification,0.32514,1687,5457,0.31271,0.33757
1991,No migration background,female,(2) Intermediate General/Vocational Qualification,0.26257,1586,5457,0.25090,0.27425
1991,No migration background,female,(2c_gen) General Maturity Certificate,0.01859,106,5457,0.01500,0.02217
1991,No migration background,female,(2c_voc) Vocational Maturity Certificate,0.03344,170,5457,0.02867,0.03821
1991,No migration background,female,(3a) Lower Tertiary Education,0.04911,441,5457,0.04337,0.05484
1991,No migration background,female,(3b) Higher Tertiary Education,0.04529,265,5457,0.03977,0.05080
1991,Direct migration background,male,(1a) Inadequately completed,0.11348,246,1293,0.09619,0.13078
1991,Direct migration background,male,(1b) General Elementary School,0.20800,384,1293,0.18587,0.23013
1991,Direct migration background,male,(1c) Basic Vocational Qualification,0.35997,415,1293,0.33380,0.38615
1991,Direct migration background,male,(2) Intermediate General/Vocational Qualification,0.10660,75,1293,0.08978,0.12343
1991,Direct migration background,male,(2c_gen) General Maturity Certificate,0.03418,49,1293,0.02427,0.04408
1991,Direct migration background,male,(2c_voc) Vocational Maturity Certificate,0.05915,70,1293,0.04629,0.07201
1991,Direct migration background,male,(3b) Higher Tertiary Education,0.06634,54,1293,0.05277,0.07991
1991,Direct migration background,female,(1a) Inadequately completed,0.15594,351,1155,0.13501,0.17688
1991,Direct migration background,female,(1b) General Elementary School,0.33539,409,1155,0.30815,0.36263
1991,Direct migration background,female,(1c) Basic Vocational Qualification,0.22484,220,1155,0.20075,0.24893
1991,Direct migration background,female,(2) Intermediate General/Vocational Qualification,0.13523,90,1155,0.11550,0.15496
1991,Direct migration background,female,(2c_gen) General Maturity Certificate,0.02988,39,1155,0.02005,0.03970
1991,Direct migration background,female,(2c_voc) Vocational Maturity Certificate,0.04574,46,1155,0.03369,0.05780
1991,Indirect migration background,male,(1b) General Elementary School,0.29303,49,119,0.21090,0.37515
1991,Indirect migration background,male,(1c) Basic Vocational Qualification,0.24824,37,119,0.17030,0.32619
1991,Indirect migration background,male,(2) Intermediate General/Vocational Qualification,0.20059,33,119,0.12834,0.27285
1991,Indirect migration background,female,(1b) General Elementary School,0.26540,49,112,0.18326,0.34755
1991,Indirect migration background,female,(1c) Basic Vocational Qualification,0.21700,31,112,0.14032,0.29369
1991,Indirect migration background,female,(2) Intermediate General/Vocational Qualification,0.22119,32,112,0.14398,0.29840
1992,No migration background,male,(0) No qualification (yet),0.01090,44,4871,0.00798,0.01382
1992,No migration background,male,(1a) Inadequately completed,0.00972,58,4871,0.00696,0.01248
1992,No migration background,male,(1b) General Elementary School,0.07842,340,4871,0.07087,0.08597
1992,No migration background,male,(1c) Basic Vocational Qualification,0.43740,1950,4871,0.42346,0.45133
1992,No migration background,male,(2) Intermediate General/Vocational Qualification,0.22178,1283,4871,0.21011,0.23345
1992,No migration background,male,(2c_gen) General Maturity Certificate,0.03461,153,4871,0.02947,0.03974
1992,No migration background,male,(2c_voc) Vocational Maturity Certificate,0.05060,216,4871,0.04444,0.05675
1992,No migration background,male,(3a) Lower Tertiary Education,0.06812,389,4871,0.06105,0.07520
1992,No migration background,male,(3b) Higher Tertiary Education,0.08845,438,4871,0.08048,0.09643
1992,No migration background,female,(0) No qualification (yet),0.00819,44,5350,0.00578,0.01061
1992,No migration background,female,(1a) Inadequately completed,0.00993,68,5350,0.00727,0.01258
1992,No migration background,female,(1b) General Elementary School,0.24011,1042,5350,0.22866,0.25156
1992,No migration background,female,(1c) Basic Vocational Qualification,0.32309,1637,5350,0.31056,0.33563
1992,No migration background,female,(2) Intermediate General/Vocational Qualification,0.26677,1583,5350,0.25492,0.27862
1992,No migration background,female,(2c_gen) General Maturity Certificate,0.02202,107,5350,0.01809,0.02596
1992,No migration background,female,(2c_voc) Vocational Maturity Certificate,0.03363,175,5350,0.02879,0.03846
1992,No migration background,female,(3a) Lower Tertiary Education,0.04995,430,5350,0.04411,0.05579
1992,No migration background,female,(3b) Higher Tertiary Education,0.04630,264,5350,0.04067,0.05194
1992,Direct migration background,male,(1a) Inadequately completed,0.11611,236,1252,0.09835,0.13386
1992,Direct migration background,male,(1b) General Elementary School,0.21820,373,1252,0.19532,0.24109
1992,Direct migration background,male,(1c) Basic Vocational Qualification,0.35039,400,1252,0.32395,0.37682
1992,Direct migration background,male,(2) Intermediate General/Vocational Qualification,0.10608,74,1252,0.08901,0.12314
1992,Direct migration background,male,(2c_gen) General Maturity Certificate,0.03016,48,1252,0.02068,0.03963
1992,Direct migration background,male,(2c_voc) Vocational Maturity Certificate,0.06062,65,1252,0.04739,0.07384
1992,Direct migration background,male,(3b) Higher Tertiary Education,0.07150,56,1252,0.05722,0.08578
1992,Direct migration background,female,(1a) Inadequately completed,0.15970,338,1127,0.13830,0.18110
1992,Direct migration background,female,(1b) General Elementary School,0.32875,394,1127,0.30131,0.35619
1992,Direct migration background,female,(1c) Basic Vocational Qualification,0.22927,218,1127,0.20471,0.25382
1992,Direct migration background,female,(2) Intermediate General/Vocational Qualification,0.11857,83,1127,0.09969,0.13746
1992,Direct migration background,female,(2c_gen) General Maturity Certificate,0.03532,44,1127,0.02454,0.04611
1992,Direct migration background,female,(2c_voc) Vocational Maturity Certificate,0.05593,50,1127,0.04250,0.06935
1992,Indirect migration background,male,(1b) General Elementary School,0.35162,65,139,0.27195,0.43128
1992,Indirect migration background,male,(1c) Basic Vocational Qualification,0.15002,36,139,0.09044,0.20960
1992,Indirect migration background,male,(2) Intermediate General/Vocational Qualification,0.22518,38,139,0.15549,0.29487
1992,Indirect migration background,female,(1b) General Elementary School,0.23846,55,97,0.15321,0.32371
1992,Indirect migration background,female,(2) Intermediate General/Vocational Qualification,0.29019,42,97,0.19940,0.38098
1993,No migration background,male,(0) No qualification (yet),0.00850,31,4776,0.00590,0.01111
1993,No migration background,male,(1a) Inadequately completed,0.01175,70,4776,0.00869,0.01481
1993,No migration background,male,(1b) General Elementary School,0.07597,322,4776,0.06845,0.08348
1993,No migration background,male,(1c) Basic Vocational Qualification,0.43134,1892,4776,0.41729,0.44538
1993,No migration background,male,(2) Intermediate General/Vocational Qualification,0.23000,1276,4776,0.21806,0.24194
1993,No migration background,male,(2c_gen) General Maturity Certificate,0.03323,154,4776,0.02814,0.03831
