year,pgisced97,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.24216,1142,5155,0.23046,0.25385
1985,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.05726,377,5155,0.05091,0.06360
1985,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.45695,281,615,0.41754,0.49635
1985,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.31538,199,615,0.27863,0.35213
1985,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.22180,135,615,0.18893,0.25466
1985,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.35217,248,755,0.31808,0.38627
1985,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.64783,507,755,0.61373,0.68192
1986,Primary Level,(1a) Inadequately completed,0.86962,750,750,0.84551,0.89374
1986,Lower Secondary Level,(1b) General Elementary School,0.81865,2442,2907,0.80464,0.83266
1986,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.18085,465,2907,0.16686,0.19484
1986,Upper Secondary Level,(1a) Inadequately completed,0.00502,87,4970,0.00306,0.00699
1986,Upper Secondary Level,(1c) Basic Vocational Qualification,0.67753,3355,4970,0.66453,0.69053
1986,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.24952,1129,4970,0.23749,0.26156
1986,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.06547,399,4970,0.05859,0.07235
1986,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.46211,265,578,0.42143,0.50279
1986,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.29569,178,578,0.25845,0.33292
1986,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.23577,135,578,0.20114,0.27041
1986,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.36162,247,749,0.32719,0.39606
1986,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.63838,502,749,0.60394,0.67281
1987,Pre-primary Level,(0) No qualification (yet),0.99893,191,191,0.99429,1.00357
1987,Primary Level,(1a) Inadequately completed,0.85788,721,721,0.83238,0.88339
1987,Lower Secondary Level,(1b) General Elementary School,0.83817,2405,2836,0.82462,0.85173
1987,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.16178,431,2836,0.14823,0.17534
1987,Upper Secondary Level,(1a) Inadequately completed,0.00525,87,4943,0.00324,0.00727
1987,Upper Secondary Level,(1c) Basic Vocational Qualification,0.67331,3327,4943,0.66023,0.68638
1987,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.25591,1150,4943,0.24374,0.26807
1987,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.06223,379,4943,0.05549,0.06896
1987,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.45883,254,559,0.41748,0.50017
1987,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.30039,178,559,0.26235,0.33843
1987,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.23271,127,559,0.19765,0.26778
1987,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.36598,249,742,0.33129,0.40066
1987,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.63402,493,742,0.59934,0.66871
1988,Pre-primary Level,(0) No qualification (yet),0.99094,163,163,0.97636,1.00553
1988,Primary Level,(1a) Inadequately completed,0.85736,663,663,0.83072,0.88400
1988,Lower Secondary Level,(1b) General Elementary School,0.83799,2295,2719,0.82414,0.85184
1988,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.16201,424,2719,0.14816,0.17586
1988,Upper Secondary Level,(1a) Inadequately completed,0.00512,79,4712,0.00308,0.00716
1988,Upper Secondary Level,(1c) Basic Vocational Qualification,0.67212,3175,4712,0.65872,0.68553
1988,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.25812,1109,4712,0.24562,0.27062
1988,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.06128,349,4712,0.05444,0.06813
1988,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.46869,246,534,0.42633,0.51106
1988,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.29254,168,534,0.25391,0.33116
1988,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.23141,120,534,0.19560,0.26721
1988,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.35508,233,702,0.31965,0.39050
1988,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.64492,469,702,0.60950,0.68035
1989,Primary Level,(1a) Inadequately completed,0.87289,626,626,0.84678,0.89901
1989,Lower Secondary Level,(1b) General Elementary School,0.83866,2178,2570,0.82443,0.85288
1989,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.16125,392,2570,0.14703,0.17547
1989,Upper Secondary Level,(1a) Inadequately completed,0.00493,83,4587,0.00290,0.00696
1989,Upper Secondary Level,(1c) Basic Vocational Qualification,0.66805,3057,4587,0.65442,0.68168
1989,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.26061,1095,4587,0.24790,0.27331
1989,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.06248,352,4587,0.05547,0.06948
1989,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.46880,233,511,0.42549,0.51211
1989,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.29818,164,511,0.25847,0.33788
1989,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.22666,114,511,0.19032,0.26299
1989,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.35197,232,698,0.31651,0.38742
1989,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.64803,466,698,0.61258,0.68349
1990,Pre-primary Level,(0) No qualification (yet),0.91210,163,194,0.87215,0.95205
1990,Pre-primary Level,(1a) Inadequately completed,0.08560,31,194,0.04613,0.12507
1990,Primary Level,(1a) Inadequately completed,0.86274,615,615,0.83552,0.88996
1990,Lower Secondary Level,(1b) General Elementary School,0.82322,2442,2985,0.80953,0.83691
1990,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.17647,543,2985,0.16279,0.19015
1990,Upper Secondary Level,(1a) Inadequately completed,0.00456,78,7025,0.00298,0.00613
1990,Upper Secondary Level,(1c) Basic Vocational Qualification,0.63386,4224,7025,0.62259,0.64513
1990,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.30358,2340,7025,0.29282,0.31433
1990,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.05317,383,7025,0.04792,0.05842
1990,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.45852,326,765,0.42319,0.49385
1990,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.34409,317,765,0.31041,0.37778
1990,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.19244,122,765,0.16449,0.22040
1990,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.46247,889,1691,0.43870,0.48624
1990,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.53753,802,1691,0.51376,0.56130
1991,Pre-primary Level,(0) No qualification (yet),0.96180,150,150,0.93102,0.99258
1991,Primary Level,(1a) Inadequately completed,0.88727,635,635,0.86265,0.91189
1991,Lower Secondary Level,(1b) General Elementary School,0.82292,2325,2858,0.80893,0.83692
1991,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.17675,533,2858,0.16276,0.19074
1991,Upper Secondary Level,(1a) Inadequately completed,0.00478,76,6860,0.00315,0.00642
1991,Upper Secondary Level,(1c) Basic Vocational Qualification,0.62655,4091,6860,0.61510,0.63799
1991,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.31153,2307,6860,0.30057,0.32249
1991,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.05171,386,6860,0.04647,0.05696
1991,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.44491,316,751,0.40934,0.48048
1991,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.35062,309,751,0.31647,0.38477
1991,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.19981,126,751,0.17119,0.22843
1991,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.46655,884,1678,0.44267,0.49042
1991,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.53345,794,1678,0.50958,0.55733
1992,Pre-primary Level,(0) No qualification (yet),0.85966,144,187,0.80975,0.90958
1992,Pre-primary Level,(1a) Inadequately completed,0.13244,43,187,0.08372,0.18115
1992,Primary Level,(1a) Inadequately completed,0.88981,603,603,0.86480,0.91483
1992,Lower Secondary Level,(1b) General Elementary School,0.81905,2244,2784,0.80474,0.83335
1992,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.18040,540,2784,0.16611,0.19468
1992,Upper Secondary Level,(1a) Inadequately completed,0.00539,75,6665,0.00363,0.00715
1992,Upper Secondary Level,(1c) Basic Vocational Qualification,0.62242,3960,6665,0.61078,0.63406
1992,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.31248,2251,6665,0.30135,0.32360
1992,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.05383,379,6665,0.04841,0.05925
1992,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.43551,311,758,0.40019,0.47083
1992,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.35304,312,758,0.31900,0.38709
1992,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.20690,135,758,0.17804,0.23576
1992,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.46087,866,1655,0.43684,0.48489
1992,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.53913,789,1655,0.51511,0.56316
1993,Pre-primary Level,(0) No qualification (yet),0.81058,126,185,0.75396,0.86720
1993,Pre-primary Level,(1a) Inadequately completed,0.18751,59,185,0.13111,0.24391
1993,Primary Level,(1a) Inadequately completed,0.89943,589,589,0.87512,0.92374
1993,Lower Secondary Level,(1b) General Elementary School,0.81827,2162,2678,0.80366,0.83288
1993,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.18173,516,2678,0.16712,0.19634
1993,Upper Secondary Level,(1a) Inadequately completed,0.00535,72,6603,0.00359,0.00711
1993,Upper Secondary Level,(1c) Basic Vocational Qualification,0.61664,3865,6603,0.60491,0.62836
1993,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.31834,2269,6603,0.30710,0.32957
1993,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.05343,397,6603,0.04801,0.05885
1993,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.43179,299,738,0.39603,0.46755
1993,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.35521,310,738,0.32066,0.38976
1993,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.20870,129,738,0.17936,0.23804
1993,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.45826,846,1636,0.43411,0.48242
1993,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.54174,790,1636,0.51758,0.56589
1994,Pre-primary Level,(0) No qualification (yet),0.90147,201,239,0.86361,0.93933
1994,Pre-primary Level,(1a) Inadequately completed,0.09446,38,239,0.05730,0.13162
1994,Primary Level,(1a) Inadequately completed,0.89304,534,534,0.86680,0.91928
1994,Lower Secondary Level,(1b) General Elementary School,0.82559,2025,2492,0.81069,0.84049
1994,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.17441,467,2492,0.15951,0.18931
1994,Upper Secondary Level,(1a) Inadequately completed,0.00542,69,6495,0.00364,0.00721
1994,Upper Secondary Level,(1c) Basic Vocational Qualification,0.61239,3764,6495,0.60054,0.62424
1994,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.31921,2261,6495,0.30787,0.33055
1994,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.05484,401,6495,0.04930,0.06038
1994,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.43087,293,742,0.39521,0.46652
1994,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.35497,319,742,0.32052,0.38943
1994,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.20832,130,742,0.17908,0.23757
1994,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.45436,849,1653,0.43035,0.47837
1994,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.54564,804,1653,0.52163,0.56965
1995,Pre-primary Level,(0) No qualification (yet),0.95155,265,265,0.92565,0.97745
1995,Primary Level,(1a) Inadequately completed,0.88107,510,510,0.85295,0.90919
1995,Lower Secondary Level,(1b) General Elementary School,0.82836,2017,2492,0.81355,0.84316
1995,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.17164,475,2492,0.15684,0.18645
1995,Upper Secondary Level,(1a) Inadequately completed,0.00665,80,6651,0.00470,0.00861
1995,Upper Secondary Level,(1c) Basic Vocational Qualification,0.61049,3806,6651,0.59877,0.62221
1995,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.31431,2299,6651,0.30315,0.32546
1995,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.06041,466,6651,0.05468,0.06614
1995,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.40741,279,745,0.37210,0.44271
1995,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.38339,341,745,0.34845,0.41833
1995,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.19703,125,745,0.16844,0.22561
1995,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.43739,864,1753,0.41416,0.46062
1995,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.56261,889,1753,0.53938,0.58584
1996,Pre-primary Level,(0) No qualification (yet),0.98431,286,286,0.96988,0.99874
1996,Primary Level,(1a) Inadequately completed,0.88854,466,466,0.85994,0.91715
1996,Lower Secondary Level,(1b) General Elementary School,0.82205,1915,2385,0.80669,0.83740
1996,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.17795,470,2385,0.16260,0.19331
1996,Upper Secondary Level,(1a) Inadequately completed,0.00686,75,6533,0.00486,0.00886
1996,Upper Secondary Level,(1c) Basic Vocational Qualification,0.60885,3729,6533,0.59702,0.62068
1996,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.31846,2296,6533,0.30716,0.32976
1996,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.05700,433,6533,0.05138,0.06263
1996,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.40411,276,751,0.36899,0.43923
1996,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.38630,350,751,0.35145,0.42115
1996,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.19562,125,751,0.16723,0.22401
1996,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.44323,873,1764,0.42004,0.46642
1996,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.55677,891,1764,0.53358,0.57996
1997,Pre-primary Level,(0) No qualification (yet),0.98670,310,310,0.97393,0.99947
1997,Primary Level,(1a) Inadequately completed,0.87472,436,436,0.84361,0.90583
1997,Lower Secondary Level,(1b) General Elementary School,0.81791,1852,2329,0.80224,0.83359
1997,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.18209,477,2329,0.16641,0.19776
1997,Upper Secondary Level,(1a) Inadequately completed,0.00673,76,6396,0.00472,0.00873
1997,Upper Secondary Level,(1c) Basic Vocational Qualification,0.60521,3628,6396,0.59323,0.61719
1997,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.31922,2262,6396,0.30779,0.33064
1997,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.05891,430,6396,0.05314,0.06469
1997,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.38811,265,743,0.35304,0.42317
1997,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.37707,340,743,0.34220,0.41195
1997,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.21990,138,743,0.19009,0.24970
1997,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.45301,873,1767,0.42980,0.47623
1997,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.54699,894,1767,0.52377,0.57020
1998,Pre-primary Level,(0) No qualification (yet),0.98412,328,328,0.97058,0.99767
1998,Primary Level,(1a) Inadequately completed,0.87322,412,446,0.84231,0.90413
1998,Primary Level,(1b) General Elementary School,0.12678,34,446,0.09587,0.15769
1998,Lower Secondary Level,(1b) General Elementary School,0.81190,2001,2539,0.79670,0.82711
1998,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.18810,538,2539,0.17289,0.20330
1998,Upper Secondary Level,(1a) Inadequately completed,0.00692,74,6929,0.00497,0.00887
1998,Upper Secondary Level,(1c) Basic Vocational Qualification,0.58729,3877,6929,0.57569,0.59888
1998,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.32987,2497,6929,0.31880,0.34094
1998,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.06487,481,6929,0.05907,0.07067
1998,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.37782,285,805,0.34431,0.41134
1998,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.38037,359,805,0.34681,0.41393
1998,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.22338,161,805,0.19459,0.25217
1998,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.45773,963,1969,0.43572,0.47974
1998,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.54227,1006,1969,0.52026,0.56428
1999,Pre-primary Level,(0) No qualification (yet),0.98831,315,315,0.97643,1.00020
1999,Primary Level,(1a) Inadequately completed,0.88425,393,427,0.85387,0.91463
1999,Primary Level,(1b) General Elementary School,0.11575,34,427,0.08537,0.14613
1999,Lower Secondary Level,(1b) General Elementary School,0.80323,1906,2439,0.78745,0.81902
1999,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.19677,533,2439,0.18098,0.21255
1999,Upper Secondary Level,(1a) Inadequately completed,0.00746,76,6841,0.00542,0.00950
1999,Upper Secondary Level,(1c) Basic Vocational Qualification,0.59082,3808,6841,0.57917,0.60247
1999,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.32745,2486,6841,0.31633,0.33857
1999,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.06307,471,6841,0.05731,0.06883
1999,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.37941,278,801,0.34579,0.41304
1999,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.38050,361,801,0.34686,0.41415
1999,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.22351,162,801,0.19464,0.25238
1999,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.45041,949,1959,0.42837,0.47244
1999,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.54959,1010,1959,0.52756,0.57163
2000,Pre-primary Level,(0) No qualification (yet),0.99752,494,494,0.99313,1.00191
2000,Primary Level,(1a) Inadequately completed,0.90128,357,404,0.87216,0.93040
2000,Primary Level,(1b) General Elementary School,0.09872,47,404,0.06960,0.12784
2000,Lower Secondary Level,(1b) General Elementary School,0.81689,2819,3553,0.80417,0.82961
2000,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.18201,734,3553,0.16932,0.19470
2000,Upper Secondary Level,(1a) Inadequately completed,0.00483,58,12788,0.00362,0.00603
2000,Upper Secondary Level,(1c) Basic Vocational Qualification,0.58799,7188,12788,0.57946,0.59652
2000,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.34818,4743,12788,0.33992,0.35644
2000,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.05813,799,12788,0.05407,0.06218
2000,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.34220,624,1872,0.32070,0.36370
2000,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.40494,815,1872,0.38270,0.42719
2000,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.24462,433,1872,0.22514,0.26410
2000,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.43114,1699,3816,0.41543,0.44686
2000,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.56831,2117,3816,0.55259,0.58403
2001,Primary Level,(1a) Inadequately completed,0.88847,274,313,0.85354,0.92340
2001,Primary Level,(1b) General Elementary School,0.11153,39,313,0.07660,0.14646
2001,Lower Secondary Level,(1b) General Elementary School,0.81485,2430,3082,0.80113,0.82857
2001,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.18515,652,3082,0.17143,0.19887
2001,Upper Secondary Level,(1a) Inadequately completed,0.00399,43,11565,0.00284,0.00514
2001,Upper Secondary Level,(1c) Basic Vocational Qualification,0.58074,6373,11565,0.57175,0.58974
2001,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.35302,4383,11565,0.34431,0.36173
2001,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.06109,766,11565,0.05673,0.06546
2001,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.33882,548,1666,0.31609,0.36156
2001,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.40981,734,1666,0.38619,0.43344
2001,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.24327,384,1666,0.22266,0.26388
2001,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.43157,1593,3550,0.41528,0.44787
2001,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.56843,1957,3550,0.55213,0.58472
2002,Primary Level,(1a) Inadequately completed,0.87727,248,287,0.83924,0.91530
2002,Primary Level,(1b) General Elementary School,0.12273,39,287,0.08470,0.16076
2002,Lower Secondary Level,(1b) General Elementary School,0.81253,2239,2891,0.79830,0.82676
2002,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.18747,652,2891,0.17324,0.20170
2002,Upper Secondary Level,(1a) Inadequately completed,0.00385,41,11566,0.00272,0.00498
2002,Upper Secondary Level,(1c) Basic Vocational Qualification,0.57577,6093,11566,0.56676,0.58478
2002,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.35748,4564,11566,0.34875,0.36622
2002,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.06107,868,11566,0.05670,0.06543
2002,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.34342,548,1732,0.32105,0.36579
2002,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.41380,767,1732,0.39060,0.43700
2002,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.23500,417,1732,0.21503,0.25498
2002,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.43495,1801,4559,0.42056,0.44934
2002,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.56505,2758,4559,0.55066,0.57944
2003,Pre-primary Level,(0) No qualification (yet),0.99566,618,618,0.99047,1.00085
2003,Primary Level,(1a) Inadequately completed,0.87590,233,273,0.83672,0.91508
2003,Primary Level,(1b) General Elementary School,0.12410,40,273,0.08492,0.16328
2003,Lower Secondary Level,(1b) General Elementary School,0.80923,2108,2734,0.79450,0.82396
2003,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.19077,626,2734,0.17604,0.20550
2003,Upper Secondary Level,(1a) Inadequately completed,0.00434,43,11079,0.00311,0.00556
2003,Upper Secondary Level,(1c) Basic Vocational Qualification,0.56910,5790,11079,0.55988,0.57832
2003,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.36241,4405,11079,0.35346,0.37137
2003,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.06136,841,11079,0.05690,0.06583
2003,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.33318,520,1678,0.31063,0.35574
2003,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.41773,747,1678,0.39413,0.44134
2003,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.24038,411,1678,0.21993,0.26084
2003,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.42980,1724,4354,0.41509,0.44450
2003,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.57020,2630,4354,0.55550,0.58491
2004,Pre-primary Level,(0) No qualification (yet),0.99759,639,639,0.99379,1.00140
2004,Primary Level,(1a) Inadequately completed,0.86578,216,257,0.82402,0.90753
2004,Primary Level,(1b) General Elementary School,0.13422,41,257,0.09247,0.17598
2004,Lower Secondary Level,(1b) General Elementary School,0.80979,1968,2574,0.79462,0.82495
2004,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.19021,606,2574,0.17505,0.20538
2004,Upper Secondary Level,(1a) Inadequately completed,0.00542,47,10728,0.00403,0.00681
2004,Upper Secondary Level,(1c) Basic Vocational Qualification,0.56755,5564,10728,0.55818,0.57693
2004,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.36157,4286,10728,0.35247,0.37066
2004,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.06053,831,10728,0.05602,0.06505
2004,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.33654,500,1631,0.31360,0.35948
2004,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.42261,727,1631,0.39863,0.44659
2004,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.23164,404,1631,0.21116,0.25212
2004,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.43237,1709,4295,0.41755,0.44719
2004,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.56763,2586,4295,0.55281,0.58245
2005,Pre-primary Level,(0) No qualification (yet),0.99874,650,650,0.99600,1.00147
2005,Primary Level,(1a) Inadequately completed,0.85623,205,246,0.81229,0.90016
2005,Primary Level,(1b) General Elementary School,0.14377,41,246,0.09984,0.18771
