year,pgisced97,sampreg,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Upper Secondary Level,West,(2) Intermediate General/Vocational Qualification,0.24216,1142,5155,0.23046,0.25385
1985,Upper Secondary Level,West,(2c_gen) General Maturity Certificate,0.05726,377,5155,0.05091,0.06360
1985,First Stage of Tertiary Education,West,(1c) Basic Vocational Qualification,0.45695,281,615,0.41754,0.49635
1985,First Stage of Tertiary Education,West,(2) Intermediate General/Vocational Qualification,0.31538,199,615,0.27863,0.35213
1985,First Stage of Tertiary Education,West,(2c_voc) Vocational Maturity Certificate,0.22180,135,615,0.18893,0.25466
1985,Second Stage of Tertiary Education,West,(3a) Lower Tertiary Education,0.35217,248,755,0.31808,0.38627
1985,Second Stage of Tertiary Education,West,(3b) Higher Tertiary Education,0.64783,507,755,0.61373,0.68192
1986,Primary Level,West,(1a) Inadequately completed,0.86962,750,750,0.84551,0.89374
1986,Lower Secondary Level,West,(1b) General Elementary School,0.81865,2442,2907,0.80464,0.83266
1986,Lower Secondary Level,West,(2) Intermediate General/Vocational Qualification,0.18085,465,2907,0.16686,0.19484
1986,Upper Secondary Level,West,(1a) Inadequately completed,0.00502,87,4970,0.00306,0.00699
1986,Upper Secondary Level,West,(1c) Basic Vocational Qualification,0.67753,3355,4970,0.66453,0.69053
1986,Upper Secondary Level,West,(2) Intermediate General/Vocational Qualification,0.24952,1129,4970,0.23749,0.26156
1986,Upper Secondary Level,West,(2c_gen) General Maturity Certificate,0.06547,399,4970,0.05859,0.07235
1986,First Stage of Tertiary Education,West,(1c) Basic Vocational Qualification,0.46211,265,578,0.42143,0.50279
1986,First Stage of Tertiary Education,West,(2) Intermediate General/Vocational Qualification,0.29569,178,578,0.25845,0.33292
1986,First Stage of Tertiary Education,West,(2c_voc) Vocational Maturity Certificate,0.23577,135,578,0.20114,0.27041
1986,Second Stage of Tertiary Education,West,(3a) Lower Tertiary Education,0.36162,247,749,0.32719,0.39606
1986,Second Stage of Tertiary Education,West,(3b) Higher Tertiary Education,0.63838,502,749,0.60394,0.67281
1987,Pre-primary Level,West,(0) No qualification (yet),0.99893,191,191,0.99429,1.00357
1987,Primary Level,West,(1a) Inadequately completed,0.85788,721,721,0.83238,0.88339
1987,Lower Secondary Level,West,(1b) General Elementary School,0.83817,2405,2836,0.82462,0.85173
1987,Lower Secondary Level,West,(2) Intermediate General/Vocational Qualification,0.16178,431,2836,0.14823,0.17534
1987,Upper Secondary Level,West,(1a) Inadequately completed,0.00525,87,4943,0.00324,0.00727
1987,Upper Secondary Level,West,(1c) Basic Vocational Qualification,0.67331,3327,4943,0.66023,0.68638
1987,Upper Secondary Level,West,(2) Intermediate General/Vocational Qualification,0.25591,1150,4943,0.24374,0.26807
1987,Upper Secondary Level,West,(2c_gen) General Maturity Certificate,0.06223,379,4943,0.05549,0.06896
1987,First Stage of Tertiary Education,West,(1c) Basic Vocational Qualification,0.45883,254,559,0.41748,0.50017
1987,First Stage of Tertiary Education,West,(2) Intermediate General/Vocational Qualification,0.30039,178,559,0.26235,0.33843
1987,First Stage of Tertiary Education,West,(2c_voc) Vocational Maturity Certificate,0.23271,127,559,0.19765,0.26778
1987,Second Stage of Tertiary Education,West,(3a) Lower Tertiary Education,0.36598,249,742,0.33129,0.40066
1987,Second Stage of Tertiary Education,West,(3b) Higher Tertiary Education,0.63402,493,742,0.59934,0.66871
1988,Pre-primary Level,West,(0) No qualification (yet),0.99094,163,163,0.97636,1.00553
1988,Primary Level,West,(1a) Inadequately completed,0.85736,663,663,0.83072,0.88400
1988,Lower Secondary Level,West,(1b) General Elementary School,0.83799,2295,2719,0.82414,0.85184
1988,Lower Secondary Level,West,(2) Intermediate General/Vocational Qualification,0.16201,424,2719,0.14816,0.17586
1988,Upper Secondary Level,West,(1a) Inadequately completed,0.00512,79,4712,0.00308,0.00716
1988,Upper Secondary Level,West,(1c) Basic Vocational Qualification,0.67212,3175,4712,0.65872,0.68553
1988,Upper Secondary Level,West,(2) Intermediate General/Vocational Qualification,0.25812,1109,4712,0.24562,0.27062
1988,Upper Secondary Level,West,(2c_gen) General Maturity Certificate,0.06128,349,4712,0.05444,0.06813
1988,First Stage of Tertiary Education,West,(1c) Basic Vocational Qualification,0.46869,246,534,0.42633,0.51106
1988,First Stage of Tertiary Education,West,(2) Intermediate General/Vocational Qualification,0.29254,168,534,0.25391,0.33116
1988,First Stage of Tertiary Education,West,(2c_voc) Vocational Maturity Certificate,0.23141,120,534,0.19560,0.26721
1988,Second Stage of Tertiary Education,West,(3a) Lower Tertiary Education,0.35508,233,702,0.31965,0.39050
1988,Second Stage of Tertiary Education,West,(3b) Higher Tertiary Education,0.64492,469,702,0.60950,0.68035
1989,Primary Level,West,(1a) Inadequately completed,0.87289,626,626,0.84678,0.89901
1989,Lower Secondary Level,West,(1b) General Elementary School,0.83866,2178,2570,0.82443,0.85288
1989,Lower Secondary Level,West,(2) Intermediate General/Vocational Qualification,0.16125,392,2570,0.14703,0.17547
1989,Upper Secondary Level,West,(1a) Inadequately completed,0.00493,83,4587,0.00290,0.00696
1989,Upper Secondary Level,West,(1c) Basic Vocational Qualification,0.66805,3057,4587,0.65442,0.68168
1989,Upper Secondary Level,West,(2) Intermediate General/Vocational Qualification,0.26061,1095,4587,0.24790,0.27331
1989,Upper Secondary Level,West,(2c_gen) General Maturity Certificate,0.06248,352,4587,0.05547,0.06948
1989,First Stage of Tertiary Education,West,(1c) Basic Vocational Qualification,0.46880,233,511,0.42549,0.51211
1989,First Stage of Tertiary Education,West,(2) Intermediate General/Vocational Qualification,0.29818,164,511,0.25847,0.33788
1989,First Stage of Tertiary Education,West,(2c_voc) Vocational Maturity Certificate,0.22666,114,511,0.19032,0.26299
1989,Second Stage of Tertiary Education,West,(3a) Lower Tertiary Education,0.35197,232,698,0.31651,0.38742
1989,Second Stage of Tertiary Education,West,(3b) Higher Tertiary Education,0.64803,466,698,0.61258,0.68349
1990,Pre-primary Level,East,(1a) Inadequately completed,0.95643,31,31,0.88339,1.02948
1990,Primary Level,West,(1a) Inadequately completed,0.85893,604,604,0.83114,0.88671
1990,Lower Secondary Level,West,(1b) General Elementary School,0.83789,2111,2469,0.82335,0.85243
1990,Lower Secondary Level,West,(2) Intermediate General/Vocational Qualification,0.16176,358,2469,0.14723,0.17628
1990,Lower Secondary Level,East,(1b) General Elementary School,0.71625,331,516,0.67731,0.75518
1990,Lower Secondary Level,East,(2) Intermediate General/Vocational Qualification,0.28375,185,516,0.24482,0.32269
1990,Upper Secondary Level,West,(1a) Inadequately completed,0.00561,76,4499,0.00343,0.00779
1990,Upper Secondary Level,West,(1c) Basic Vocational Qualification,0.66115,2982,4499,0.64732,0.67499
1990,Upper Secondary Level,West,(2) Intermediate General/Vocational Qualification,0.26524,1103,4499,0.25234,0.27814
1990,Upper Secondary Level,West,(2c_gen) General Maturity Certificate,0.06274,338,4499,0.05566,0.06983
1990,Upper Secondary Level,East,(1c) Basic Vocational Qualification,0.53119,1242,2524,0.51172,0.55066
1990,Upper Secondary Level,East,(2) Intermediate General/Vocational Qualification,0.44782,1237,2524,0.42841,0.46722
1990,Upper Secondary Level,East,(2c_gen) General Maturity Certificate,0.01714,45,2524,0.01208,0.02221
1990,First Stage of Tertiary Education,West,(1c) Basic Vocational Qualification,0.46158,227,509,0.41823,0.50493
1990,First Stage of Tertiary Education,West,(2) Intermediate General/Vocational Qualification,0.29920,164,509,0.25938,0.33902
1990,First Stage of Tertiary Education,West,(2c_voc) Vocational Maturity Certificate,0.23316,118,509,0.19639,0.26993
1990,First Stage of Tertiary Education,East,(1c) Basic Vocational Qualification,0.44493,99,252,0.38345,0.50641
1990,First Stage of Tertiary Education,East,(2) Intermediate General/Vocational Qualification,0.54331,153,252,0.48169,0.60493
1990,Second Stage of Tertiary Education,West,(3a) Lower Tertiary Education,0.34657,236,699,0.31126,0.38187
1990,Second Stage of Tertiary Education,West,(3b) Higher Tertiary Education,0.65343,463,699,0.61813,0.68874
1990,Second Stage of Tertiary Education,East,(3a) Lower Tertiary Education,0.66046,653,992,0.63098,0.68995
1990,Second Stage of Tertiary Education,East,(3b) Higher Tertiary Education,0.33954,339,992,0.31005,0.36902
1991,Primary Level,West,(1a) Inadequately completed,0.87777,596,596,0.85145,0.90409
1991,Lower Secondary Level,West,(1b) General Elementary School,0.83465,2037,2404,0.81979,0.84950
1991,Lower Secondary Level,West,(2) Intermediate General/Vocational Qualification,0.16498,367,2404,0.15014,0.17982
1991,Lower Secondary Level,East,(1b) General Elementary School,0.73616,288,454,0.69557,0.77674
1991,Lower Secondary Level,East,(2) Intermediate General/Vocational Qualification,0.26384,166,454,0.22326,0.30443
1991,Upper Secondary Level,West,(1a) Inadequately completed,0.00585,73,4511,0.00362,0.00807
1991,Upper Secondary Level,West,(1c) Basic Vocational Qualification,0.65545,2970,4511,0.64158,0.66932
1991,Upper Secondary Level,West,(2) Intermediate General/Vocational Qualification,0.27041,1122,4511,0.25745,0.28338
1991,Upper Secondary Level,West,(2c_gen) General Maturity Certificate,0.06234,346,4511,0.05529,0.06940
1991,Upper Secondary Level,East,(1c) Basic Vocational Qualification,0.52367,1121,2346,0.50346,0.54388
1991,Upper Secondary Level,East,(2) Intermediate General/Vocational Qualification,0.45786,1185,2346,0.43770,0.47803
1991,Upper Secondary Level,East,(2c_gen) General Maturity Certificate,0.01388,40,2346,0.00914,0.01861
1991,First Stage of Tertiary Education,West,(1c) Basic Vocational Qualification,0.44968,228,514,0.40663,0.49273
1991,First Stage of Tertiary Education,West,(2) Intermediate General/Vocational Qualification,0.30346,165,514,0.26368,0.34325
1991,First Stage of Tertiary Education,West,(2c_voc) Vocational Maturity Certificate,0.24115,121,514,0.20414,0.27817
1991,First Stage of Tertiary Education,East,(1c) Basic Vocational Qualification,0.42359,88,232,0.35987,0.48731
1991,First Stage of Tertiary Education,East,(2) Intermediate General/Vocational Qualification,0.56132,144,232,0.49733,0.62531
1991,Second Stage of Tertiary Education,West,(3a) Lower Tertiary Education,0.35318,252,724,0.31834,0.38802
1991,Second Stage of Tertiary Education,West,(3b) Higher Tertiary Education,0.64682,472,724,0.61198,0.68166
1991,Second Stage of Tertiary Education,East,(3a) Lower Tertiary Education,0.66052,632,954,0.63046,0.69059
1991,Second Stage of Tertiary Education,East,(3b) Higher Tertiary Education,0.33948,322,954,0.30941,0.36954
1992,Pre-primary Level,West,(0) No qualification (yet),0.99082,142,142,0.97507,1.00656
1992,Pre-primary Level,East,(1a) Inadequately completed,0.94905,43,43,0.88255,1.01555
1992,Primary Level,West,(1a) Inadequately completed,0.88386,581,581,0.85778,0.90993
1992,Lower Secondary Level,West,(1b) General Elementary School,0.83443,1966,2330,0.81933,0.84953
1992,Lower Secondary Level,West,(2) Intermediate General/Vocational Qualification,0.16494,364,2330,0.14986,0.18001
1992,Lower Secondary Level,East,(1b) General Elementary School,0.70674,278,454,0.66482,0.74867
1992,Lower Secondary Level,East,(2) Intermediate General/Vocational Qualification,0.29326,176,454,0.25133,0.33518
1992,Upper Secondary Level,West,(1a) Inadequately completed,0.00656,72,4450,0.00419,0.00893
1992,Upper Secondary Level,West,(1c) Basic Vocational Qualification,0.64836,2905,4450,0.63433,0.66239
1992,Upper Secondary Level,West,(2) Intermediate General/Vocational Qualification,0.27363,1137,4450,0.26053,0.28674
1992,Upper Secondary Level,West,(2c_gen) General Maturity Certificate,0.06449,336,4450,0.05727,0.07171
1992,Upper Secondary Level,East,(1c) Basic Vocational Qualification,0.52726,1055,2212,0.50645,0.54807
1992,Upper Secondary Level,East,(2) Intermediate General/Vocational Qualification,0.45497,1114,2212,0.43421,0.47573
1992,Upper Secondary Level,East,(2c_gen) General Maturity Certificate,0.01471,43,2212,0.00970,0.01973
1992,First Stage of Tertiary Education,West,(1c) Basic Vocational Qualification,0.43803,225,526,0.39559,0.48047
1992,First Stage of Tertiary Education,West,(2) Intermediate General/Vocational Qualification,0.30601,172,526,0.26659,0.34543
1992,First Stage of Tertiary Education,West,(2c_voc) Vocational Maturity Certificate,0.25035,129,526,0.21330,0.28741
1992,First Stage of Tertiary Education,East,(1c) Basic Vocational Qualification,0.42458,86,226,0.36000,0.48917
1992,First Stage of Tertiary Education,East,(2) Intermediate General/Vocational Qualification,0.55666,140,226,0.49174,0.62157
1992,Second Stage of Tertiary Education,West,(3a) Lower Tertiary Education,0.35003,260,738,0.31559,0.38446
1992,Second Stage of Tertiary Education,West,(3b) Higher Tertiary Education,0.64997,478,738,0.61554,0.68441
1992,Second Stage of Tertiary Education,East,(3a) Lower Tertiary Education,0.65475,606,917,0.62396,0.68554
1992,Second Stage of Tertiary Education,East,(3b) Higher Tertiary Education,0.34525,311,917,0.31446,0.37604
1993,Pre-primary Level,West,(0) No qualification (yet),0.99765,125,125,0.98911,1.00618
1993,Pre-primary Level,East,(1a) Inadequately completed,0.98668,59,59,0.95718,1.01618
1993,Primary Level,West,(1a) Inadequately completed,0.89513,572,572,0.86999,0.92026
1993,Lower Secondary Level,West,(1b) General Elementary School,0.83575,1905,2253,0.82045,0.85106
1993,Lower Secondary Level,West,(2) Intermediate General/Vocational Qualification,0.16425,348,2253,0.14894,0.17955
1993,Lower Secondary Level,East,(1b) General Elementary School,0.68855,257,425,0.64447,0.73263
1993,Lower Secondary Level,East,(2) Intermediate General/Vocational Qualification,0.31145,168,425,0.26737,0.35553
1993,Upper Secondary Level,West,(1a) Inadequately completed,0.00642,68,4467,0.00408,0.00877
1993,Upper Secondary Level,West,(1c) Basic Vocational Qualification,0.64378,2873,4467,0.62974,0.65783
1993,Upper Secondary Level,West,(2) Intermediate General/Vocational Qualification,0.27931,1179,4467,0.26616,0.29247
1993,Upper Secondary Level,West,(2c_gen) General Maturity Certificate,0.06328,347,4467,0.05614,0.07042
1993,Upper Secondary Level,East,(1c) Basic Vocational Qualification,0.51557,992,2132,0.49435,0.53679
1993,Upper Secondary Level,East,(2) Intermediate General/Vocational Qualification,0.46361,1090,2132,0.44243,0.48478
1993,Upper Secondary Level,East,(2c_gen) General Maturity Certificate,0.01675,50,2132,0.01130,0.02220
1993,First Stage of Tertiary Education,West,(1c) Basic Vocational Qualification,0.43320,216,513,0.39028,0.47613
1993,First Stage of Tertiary Education,West,(2) Intermediate General/Vocational Qualification,0.30727,173,513,0.26731,0.34723
1993,First Stage of Tertiary Education,West,(2c_voc) Vocational Maturity Certificate,0.25421,124,513,0.21649,0.29192
1993,First Stage of Tertiary Education,East,(1c) Basic Vocational Qualification,0.42578,83,220,0.36029,0.49127
1993,First Stage of Tertiary Education,East,(2) Intermediate General/Vocational Qualification,0.55871,137,220,0.49295,0.62448
1993,Second Stage of Tertiary Education,West,(3a) Lower Tertiary Education,0.35450,273,763,0.32053,0.38846
1993,Second Stage of Tertiary Education,West,(3b) Higher Tertiary Education,0.64550,490,763,0.61154,0.67947
1993,Second Stage of Tertiary Education,East,(3a) Lower Tertiary Education,0.64831,573,873,0.61662,0.68001
1993,Second Stage of Tertiary Education,East,(3b) Higher Tertiary Education,0.35169,300,873,0.31999,0.38338
1994,Pre-primary Level,West,(0) No qualification (yet),0.99761,155,155,0.98989,1.00532
1994,Pre-primary Level,East,(0) No qualification (yet),0.52354,46,84,0.41609,0.63099
1994,Pre-primary Level,East,(1a) Inadequately completed,0.46580,38,84,0.35848,0.57312
1994,Primary Level,West,(1a) Inadequately completed,0.88988,523,523,0.86302,0.91673
1994,Lower Secondary Level,West,(1b) General Elementary School,0.84266,1781,2089,0.82704,0.85827
1994,Lower Secondary Level,West,(2) Intermediate General/Vocational Qualification,0.15734,308,2089,0.14173,0.17296
1994,Lower Secondary Level,East,(1b) General Elementary School,0.69794,244,403,0.65306,0.74283
1994,Lower Secondary Level,East,(2) Intermediate General/Vocational Qualification,0.30206,159,403,0.25717,0.34694
1994,Upper Secondary Level,West,(1a) Inadequately completed,0.00642,65,4410,0.00407,0.00878
1994,Upper Secondary Level,West,(1c) Basic Vocational Qualification,0.63868,2811,4410,0.62450,0.65286
1994,Upper Secondary Level,West,(2) Intermediate General/Vocational Qualification,0.28123,1192,4410,0.26796,0.29451
1994,Upper Secondary Level,West,(2c_gen) General Maturity Certificate,0.06423,342,4410,0.05700,0.07147
1994,Upper Secondary Level,East,(1c) Basic Vocational Qualification,0.51240,953,2081,0.49092,0.53388
1994,Upper Secondary Level,East,(2) Intermediate General/Vocational Qualification,0.46369,1069,2081,0.44226,0.48512
1994,Upper Secondary Level,East,(2c_gen) General Maturity Certificate,0.01911,59,2081,0.01323,0.02500
1994,First Stage of Tertiary Education,West,(1c) Basic Vocational Qualification,0.43584,211,508,0.39268,0.47900
1994,First Stage of Tertiary Education,West,(2) Intermediate General/Vocational Qualification,0.30233,173,508,0.26235,0.34230
1994,First Stage of Tertiary Education,West,(2c_voc) Vocational Maturity Certificate,0.25537,124,508,0.21742,0.29333
1994,First Stage of Tertiary Education,East,(1c) Basic Vocational Qualification,0.41058,82,228,0.34658,0.47457
1994,First Stage of Tertiary Education,East,(2) Intermediate General/Vocational Qualification,0.56978,146,228,0.50538,0.63419
1994,Second Stage of Tertiary Education,West,(3a) Lower Tertiary Education,0.35834,292,795,0.32499,0.39169
1994,Second Stage of Tertiary Education,West,(3b) Higher Tertiary Education,0.64166,503,795,0.60831,0.67501
1994,Second Stage of Tertiary Education,East,(3a) Lower Tertiary Education,0.64093,557,858,0.60881,0.67305
1994,Second Stage of Tertiary Education,East,(3b) Higher Tertiary Education,0.35907,301,858,0.32695,0.39119
1995,Pre-primary Level,West,(0) No qualification (yet),0.99798,190,190,0.99158,1.00438
1995,Pre-primary Level,East,(0) No qualification (yet),0.75083,75,75,0.65228,0.84938
1995,Primary Level,West,(1a) Inadequately completed,0.88132,502,502,0.85300,0.90964
1995,Lower Secondary Level,West,(1b) General Elementary School,0.84192,1788,2114,0.82636,0.85747
1995,Lower Secondary Level,West,(2) Intermediate General/Vocational Qualification,0.15808,326,2114,0.14253,0.17364
1995,Lower Secondary Level,East,(1b) General Elementary School,0.71946,229,378,0.67411,0.76481
1995,Lower Secondary Level,East,(2) Intermediate General/Vocational Qualification,0.28054,149,378,0.23519,0.32589
1995,Upper Secondary Level,West,(1a) Inadequately completed,0.00736,72,4608,0.00490,0.00983
1995,Upper Secondary Level,West,(1c) Basic Vocational Qualification,0.63759,2894,4608,0.62371,0.65147
1995,Upper Secondary Level,West,(2) Intermediate General/Vocational Qualification,0.27689,1251,4608,0.26397,0.28981
1995,Upper Secondary Level,West,(2c_gen) General Maturity Certificate,0.06918,391,4608,0.06185,0.07651
1995,Upper Secondary Level,East,(1c) Basic Vocational Qualification,0.50726,912,2035,0.48554,0.52899
1995,Upper Secondary Level,East,(2) Intermediate General/Vocational Qualification,0.45683,1048,2035,0.43518,0.47847
1995,Upper Secondary Level,East,(2c_gen) General Maturity Certificate,0.02701,75,2035,0.01996,0.03405
1995,First Stage of Tertiary Education,West,(1c) Basic Vocational Qualification,0.40300,200,514,0.36056,0.44545
1995,First Stage of Tertiary Education,West,(2) Intermediate General/Vocational Qualification,0.34330,198,514,0.30221,0.38439
1995,First Stage of Tertiary Education,West,(2c_voc) Vocational Maturity Certificate,0.23929,116,514,0.20237,0.27621
1995,First Stage of Tertiary Education,East,(1c) Basic Vocational Qualification,0.42543,79,222,0.36025,0.49062
1995,First Stage of Tertiary Education,East,(2) Intermediate General/Vocational Qualification,0.54755,143,222,0.48193,0.61318
1995,Second Stage of Tertiary Education,West,(3a) Lower Tertiary Education,0.34667,325,919,0.31588,0.37746
1995,Second Stage of Tertiary Education,West,(3b) Higher Tertiary Education,0.65333,594,919,0.62254,0.68412
1995,Second Stage of Tertiary Education,East,(3a) Lower Tertiary Education,0.63480,539,834,0.60210,0.66750
1995,Second Stage of Tertiary Education,East,(3b) Higher Tertiary Education,0.36520,295,834,0.33250,0.39790
1996,Pre-primary Level,East,(0) No qualification (yet),0.91778,90,90,0.86071,0.97485
1996,Primary Level,West,(1a) Inadequately completed,0.89517,457,457,0.86705,0.92329
1996,Lower Secondary Level,West,(1b) General Elementary School,0.83646,1694,2018,0.82032,0.85260
1996,Lower Secondary Level,West,(2) Intermediate General/Vocational Qualification,0.16354,324,2018,0.14740,0.17968
1996,Lower Secondary Level,East,(1b) General Elementary School,0.70091,221,367,0.65401,0.74782
1996,Lower Secondary Level,East,(2) Intermediate General/Vocational Qualification,0.29909,146,367,0.25218,0.34599
1996,Upper Secondary Level,West,(1a) Inadequately completed,0.00745,67,4509,0.00494,0.00996
1996,Upper Secondary Level,West,(1c) Basic Vocational Qualification,0.63793,2840,4509,0.62390,0.65196
1996,Upper Secondary Level,West,(2) Intermediate General/Vocational Qualification,0.28034,1246,4509,0.26723,0.29346
1996,Upper Secondary Level,West,(2c_gen) General Maturity Certificate,0.06433,356,4509,0.05717,0.07149
1996,Upper Secondary Level,East,(1c) Basic Vocational Qualification,0.49581,889,2016,0.47398,0.51764
1996,Upper Secondary Level,East,(2) Intermediate General/Vocational Qualification,0.46660,1050,2016,0.44482,0.48838
1996,Upper Secondary Level,East,(2c_gen) General Maturity Certificate,0.02852,77,2016,0.02126,0.03579
1996,First Stage of Tertiary Education,West,(1c) Basic Vocational Qualification,0.40236,199,523,0.36030,0.44443
1996,First Stage of Tertiary Education,West,(2) Intermediate General/Vocational Qualification,0.34885,210,523,0.30796,0.38974
1996,First Stage of Tertiary Education,West,(2c_voc) Vocational Maturity Certificate,0.23229,114,523,0.19607,0.26852
1996,First Stage of Tertiary Education,East,(1c) Basic Vocational Qualification,0.41155,77,217,0.34592,0.47718
1996,First Stage of Tertiary Education,East,(2) Intermediate General/Vocational Qualification,0.54549,140,217,0.47909,0.61189
1996,Second Stage of Tertiary Education,West,(3a) Lower Tertiary Education,0.35357,331,925,0.32274,0.38439
1996,Second Stage of Tertiary Education,West,(3b) Higher Tertiary Education,0.64643,594,925,0.61561,0.67726
1996,Second Stage of Tertiary Education,East,(3a) Lower Tertiary Education,0.64203,542,839,0.60957,0.67449
1996,Second Stage of Tertiary Education,East,(3b) Higher Tertiary Education,0.35797,297,839,0.32551,0.39043
1997,Pre-primary Level,East,(0) No qualification (yet),0.93942,105,105,0.89358,0.98527
1997,Primary Level,West,(1a) Inadequately completed,0.87852,428,428,0.84753,0.90950
1997,Lower Secondary Level,West,(1b) General Elementary School,0.83148,1638,1979,0.81499,0.84798
1997,Lower Secondary Level,West,(2) Intermediate General/Vocational Qualification,0.16852,341,1979,0.15202,0.18501
1997,Lower Secondary Level,East,(1b) General Elementary School,0.70033,214,350,0.65227,0.74840
1997,Lower Secondary Level,East,(2) Intermediate General/Vocational Qualification,0.29967,136,350,0.25160,0.34773
1997,Upper Secondary Level,West,(1a) Inadequately completed,0.00712,65,4419,0.00464,0.00959
1997,Upper Secondary Level,West,(1c) Basic Vocational Qualification,0.63524,2767,4419,0.62105,0.64944
1997,Upper Secondary Level,West,(2) Intermediate General/Vocational Qualification,0.28050,1238,4419,0.26725,0.29374
1997,Upper Secondary Level,West,(2c_gen) General Maturity Certificate,0.06597,349,4419,0.05865,0.07329
1997,Upper Secondary Level,East,(1c) Basic Vocational Qualification,0.48745,861,1966,0.46535,0.50955
1997,Upper Secondary Level,East,(2) Intermediate General/Vocational Qualification,0.47101,1024,1966,0.44894,0.49309
1997,Upper Secondary Level,East,(2c_gen) General Maturity Certificate,0.03124,81,1966,0.02355,0.03894
1997,First Stage of Tertiary Education,West,(1c) Basic Vocational Qualification,0.38498,191,515,0.34291,0.42705
1997,First Stage of Tertiary Education,West,(2) Intermediate General/Vocational Qualification,0.34003,202,515,0.29908,0.38098
1997,First Stage of Tertiary Education,West,(2c_voc) Vocational Maturity Certificate,0.25849,122,515,0.22065,0.29634
1997,First Stage of Tertiary Education,East,(1c) Basic Vocational Qualification,0.40140,74,212,0.33526,0.46754
1997,First Stage of Tertiary Education,East,(2) Intermediate General/Vocational Qualification,0.53444,138,212,0.46713,0.60175
1997,Second Stage of Tertiary Education,West,(3a) Lower Tertiary Education,0.36970,340,930,0.33866,0.40074
1997,Second Stage of Tertiary Education,West,(3b) Higher Tertiary Education,0.63030,590,930,0.59926,0.66134
1997,Second Stage of Tertiary Education,East,(3a) Lower Tertiary Education,0.63555,533,837,0.60293,0.66818
1997,Second Stage of Tertiary Education,East,(3b) Higher Tertiary Education,0.36445,304,837,0.33182,0.39707
1998,Pre-primary Level,West,(0) No qualification (yet),0.99226,222,222,0.98071,1.00382
1998,Pre-primary Level,East,(0) No qualification (yet),0.95380,106,106,0.91365,0.99395
1998,Primary Level,West,(1a) Inadequately completed,0.88508,403,403,0.85391,0.91626
1998,Lower Secondary Level,West,(1b) General Elementary School,0.82676,1781,2164,0.81081,0.84271
1998,Lower Secondary Level,West,(2) Intermediate General/Vocational Qualification,0.17324,383,2164,0.15729,0.18919
1998,Lower Secondary Level,East,(1b) General Elementary School,0.68286,220,375,0.63570,0.73002
1998,Lower Secondary Level,East,(2) Intermediate General/Vocational Qualification,0.31714,155,375,0.26998,0.36430
1998,Upper Secondary Level,West,(1a) Inadequately completed,0.00756,63,4848,0.00512,0.01000
1998,Upper Secondary Level,West,(1c) Basic Vocational Qualification,0.61912,2995,4848,0.60545,0.63279
1998,Upper Secondary Level,West,(2) Intermediate General/Vocational Qualification,0.28652,1391,4848,0.27379,0.29925
1998,Upper Secondary Level,West,(2c_gen) General Maturity Certificate,0.07443,399,4848,0.06704,0.08182
1998,Upper Secondary Level,East,(1c) Basic Vocational Qualification,0.46868,882,2070,0.44718,0.49018
1998,Upper Secondary Level,East,(2) Intermediate General/Vocational Qualification,0.49137,1106,2070,0.46983,0.51291
1998,Upper Secondary Level,East,(2c_gen) General Maturity Certificate,0.02923,82,2070,0.02197,0.03649
