year,regtyp,sampreg,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Rural regions,East,(3b) Higher Tertiary Education,0.04059,164,2842,0.03333,0.04785
1991,Urban regions,West,(0) No qualification (yet),0.01117,122,7274,0.00875,0.01359
1991,Urban regions,West,(1a) Inadequately completed,0.02232,584,7274,0.01892,0.02571
1991,Urban regions,West,(1b) General Elementary School,0.15872,1594,7274,0.15032,0.16712
1991,Urban regions,West,(1c) Basic Vocational Qualification,0.30053,2422,7274,0.29000,0.31107
1991,Urban regions,West,(2) Intermediate General/Vocational Qualification,0.16922,1286,7274,0.16060,0.17783
1991,Urban regions,West,(2c_gen) General Maturity Certificate,0.02860,292,7274,0.02477,0.03243
1991,Urban regions,West,(2c_voc) Vocational Maturity Certificate,0.04381,367,7274,0.03911,0.04852
1991,Urban regions,West,(3a) Lower Tertiary Education,0.02941,208,7274,0.02553,0.03330
1991,Urban regions,West,(3b) Higher Tertiary Education,0.05397,399,7274,0.04877,0.05916
1991,Urban regions,East,(1b) General Elementary School,0.05291,68,1285,0.04067,0.06515
1991,Urban regions,East,(1c) Basic Vocational Qualification,0.23553,351,1285,0.21232,0.25874
1991,Urban regions,East,(2) Intermediate General/Vocational Qualification,0.26044,461,1285,0.23644,0.28445
1991,Urban regions,East,(2c_voc) Vocational Maturity Certificate,0.01829,31,1285,0.01096,0.02562
1991,Urban regions,East,(3a) Lower Tertiary Education,0.12336,212,1285,0.10537,0.14135
1991,Urban regions,East,(3b) Higher Tertiary Education,0.08688,162,1285,0.07147,0.10228
1991,Rural regions,West,(0) No qualification (yet),0.01304,31,1959,0.00802,0.01807
1991,Rural regions,West,(1a) Inadequately completed,0.01570,88,1959,0.01020,0.02121
1991,Rural regions,West,(1b) General Elementary School,0.18847,467,1959,0.17114,0.20579
1991,Rural regions,West,(1c) Basic Vocational Qualification,0.33586,776,1959,0.31494,0.35678
1991,Rural regions,West,(2) Intermediate General/Vocational Qualification,0.15677,368,1959,0.14067,0.17288
1991,Rural regions,West,(2c_gen) General Maturity Certificate,0.02166,53,1959,0.01521,0.02811
1991,Rural regions,West,(2c_voc) Vocational Maturity Certificate,0.02359,61,1959,0.01687,0.03032
1991,Rural regions,West,(3a) Lower Tertiary Education,0.01938,44,1959,0.01327,0.02549
1991,Rural regions,West,(3b) Higher Tertiary Education,0.03454,71,1959,0.02645,0.04263
1991,Rural regions,East,(1a) Inadequately completed,0.00927,38,2689,0.00565,0.01289
1991,Rural regions,East,(1b) General Elementary School,0.08510,214,2689,0.07455,0.09564
1991,Rural regions,East,(1c) Basic Vocational Qualification,0.28134,838,2689,0.26434,0.29834
1991,Rural regions,East,(2) Intermediate General/Vocational Qualification,0.26695,993,2689,0.25023,0.28367
1991,Rural regions,East,(2c_voc) Vocational Maturity Certificate,0.01131,44,2689,0.00731,0.01530
1991,Rural regions,East,(3a) Lower Tertiary Education,0.10785,408,2689,0.09613,0.11958
1991,Rural regions,East,(3b) Higher Tertiary Education,0.04277,154,2689,0.03512,0.05042
1992,Urban regions,West,(0) No qualification (yet),0.01079,120,7167,0.00839,0.01318
1992,Urban regions,West,(1a) Inadequately completed,0.02335,564,7167,0.01985,0.02684
1992,Urban regions,West,(1b) General Elementary School,0.15546,1540,7167,0.14707,0.16385
1992,Urban regions,West,(1c) Basic Vocational Qualification,0.29760,2379,7167,0.28701,0.30818
1992,Urban regions,West,(2) Intermediate General/Vocational Qualification,0.16823,1284,7167,0.15957,0.17689
1992,Urban regions,West,(2c_gen) General Maturity Certificate,0.02944,284,7167,0.02552,0.03335
1992,Urban regions,West,(2c_voc) Vocational Maturity Certificate,0.04453,374,7167,0.03975,0.04930
1992,Urban regions,West,(3a) Lower Tertiary Education,0.02989,218,7167,0.02595,0.03383
1992,Urban regions,West,(3b) Higher Tertiary Education,0.05571,404,7167,0.05040,0.06102
1992,Urban regions,East,(1b) General Elementary School,0.05345,73,1272,0.04108,0.06581
1992,Urban regions,East,(1c) Basic Vocational Qualification,0.23712,342,1272,0.21373,0.26050
1992,Urban regions,East,(2) Intermediate General/Vocational Qualification,0.26080,450,1272,0.23666,0.28494
1992,Urban regions,East,(2c_voc) Vocational Maturity Certificate,0.01864,33,1272,0.01121,0.02608
1992,Urban regions,East,(3a) Lower Tertiary Education,0.12711,212,1272,0.10880,0.14542
1992,Urban regions,East,(3b) Higher Tertiary Education,0.08927,162,1272,0.07359,0.10494
1992,Rural regions,West,(1a) Inadequately completed,0.01695,93,1910,0.01116,0.02274
1992,Rural regions,West,(1b) General Elementary School,0.18224,451,1910,0.16492,0.19956
1992,Rural regions,West,(1c) Basic Vocational Qualification,0.32867,749,1910,0.30760,0.34974
1992,Rural regions,West,(2) Intermediate General/Vocational Qualification,0.16315,386,1910,0.14657,0.17973
1992,Rural regions,West,(2c_gen) General Maturity Certificate,0.02234,51,1910,0.01571,0.02897
1992,Rural regions,West,(2c_voc) Vocational Maturity Certificate,0.02793,71,1910,0.02054,0.03532
1992,Rural regions,West,(3a) Lower Tertiary Education,0.01845,41,1910,0.01242,0.02449
1992,Rural regions,West,(3b) Higher Tertiary Education,0.03229,68,1910,0.02436,0.04022
1992,Rural regions,East,(1a) Inadequately completed,0.01304,50,2514,0.00860,0.01747
1992,Rural regions,East,(1b) General Elementary School,0.08296,199,2514,0.07217,0.09374
1992,Rural regions,East,(1c) Basic Vocational Qualification,0.28284,775,2514,0.26523,0.30044
1992,Rural regions,East,(2) Intermediate General/Vocational Qualification,0.27018,931,2514,0.25282,0.28754
1992,Rural regions,East,(2c_voc) Vocational Maturity Certificate,0.01078,39,2514,0.00674,0.01482
1992,Rural regions,East,(3a) Lower Tertiary Education,0.10767,382,2514,0.09555,0.11979
1992,Rural regions,East,(3b) Higher Tertiary Education,0.04182,138,2514,0.03399,0.04964
1993,Urban regions,West,(0) No qualification (yet),0.01020,105,7101,0.00786,0.01253
1993,Urban regions,West,(1a) Inadequately completed,0.02495,545,7101,0.02133,0.02858
1993,Urban regions,West,(1b) General Elementary School,0.14995,1486,7101,0.14164,0.15825
1993,Urban regions,West,(1c) Basic Vocational Qualification,0.29698,2357,7101,0.28635,0.30761
1993,Urban regions,West,(2) Intermediate General/Vocational Qualification,0.16894,1303,7101,0.16022,0.17765
1993,Urban regions,West,(2c_gen) General Maturity Certificate,0.02971,299,7101,0.02576,0.03366
1993,Urban regions,West,(2c_voc) Vocational Maturity Certificate,0.04241,362,7101,0.03772,0.04709
1993,Urban regions,West,(3a) Lower Tertiary Education,0.03126,227,7101,0.02721,0.03531
1993,Urban regions,West,(3b) Higher Tertiary Education,0.05791,417,7101,0.05248,0.06335
1993,Urban regions,East,(1b) General Elementary School,0.04226,60,1228,0.03101,0.05352
1993,Urban regions,East,(1c) Basic Vocational Qualification,0.23334,335,1228,0.20967,0.25700
1993,Urban regions,East,(2) Intermediate General/Vocational Qualification,0.26783,460,1228,0.24305,0.29261
1993,Urban regions,East,(3a) Lower Tertiary Education,0.12373,206,1228,0.10531,0.14215
1993,Urban regions,East,(3b) Higher Tertiary Education,0.09460,167,1228,0.07822,0.11097
1993,Rural regions,West,(1a) Inadequately completed,0.01891,98,1912,0.01280,0.02501
1993,Rural regions,West,(1b) General Elementary School,0.18429,441,1912,0.16691,0.20168
1993,Rural regions,West,(1c) Basic Vocational Qualification,0.31826,732,1912,0.29738,0.33915
1993,Rural regions,West,(2) Intermediate General/Vocational Qualification,0.16610,397,1912,0.14941,0.18278
1993,Rural regions,West,(2c_gen) General Maturity Certificate,0.01933,48,1912,0.01316,0.02551
1993,Rural regions,West,(2c_voc) Vocational Maturity Certificate,0.03504,77,1912,0.02680,0.04329
1993,Rural regions,West,(3a) Lower Tertiary Education,0.02066,46,1912,0.01428,0.02704
1993,Rural regions,West,(3b) Higher Tertiary Education,0.03436,73,1912,0.02619,0.04253
1993,Rural regions,East,(1a) Inadequately completed,0.01293,52,2500,0.00850,0.01736
1993,Rural regions,East,(1b) General Elementary School,0.08250,197,2500,0.07171,0.09329
1993,Rural regions,East,(1c) Basic Vocational Qualification,0.27117,740,2500,0.25374,0.28860
1993,Rural regions,East,(2) Intermediate General/Vocational Qualification,0.27372,935,2500,0.25624,0.29121
1993,Rural regions,East,(2c_gen) General Maturity Certificate,0.00608,31,2500,0.00303,0.00913
1993,Rural regions,East,(2c_voc) Vocational Maturity Certificate,0.01285,45,2500,0.00843,0.01726
1993,Rural regions,East,(3a) Lower Tertiary Education,0.10748,367,2500,0.09534,0.11962
1993,Rural regions,East,(3b) Higher Tertiary Education,0.04296,133,2500,0.03501,0.05091
1994,Urban regions,West,(0) No qualification (yet),0.01347,135,6944,0.01076,0.01619
1994,Urban regions,West,(1a) Inadequately completed,0.02460,503,6944,0.02095,0.02824
1994,Urban regions,West,(1b) General Elementary School,0.14440,1391,6944,0.13613,0.15266
1994,Urban regions,West,(1c) Basic Vocational Qualification,0.29682,2312,6944,0.28607,0.30756
1994,Urban regions,West,(2) Intermediate General/Vocational Qualification,0.16625,1281,6944,0.15749,0.17501
1994,Urban regions,West,(2c_gen) General Maturity Certificate,0.02995,294,6944,0.02594,0.03396
1994,Urban regions,West,(2c_voc) Vocational Maturity Certificate,0.04151,359,6944,0.03682,0.04620
1994,Urban regions,West,(3a) Lower Tertiary Education,0.03356,247,6944,0.02932,0.03780
1994,Urban regions,West,(3b) Higher Tertiary Education,0.05961,422,6944,0.05405,0.06518
1994,Urban regions,East,(1b) General Elementary School,0.04981,66,1211,0.03756,0.06207
1994,Urban regions,East,(1c) Basic Vocational Qualification,0.22514,318,1211,0.20161,0.24868
1994,Urban regions,East,(2) Intermediate General/Vocational Qualification,0.26707,456,1211,0.24214,0.29199
1994,Urban regions,East,(3a) Lower Tertiary Education,0.12347,202,1211,0.10493,0.14201
1994,Urban regions,East,(3b) Higher Tertiary Education,0.10085,169,1211,0.08388,0.11782
1994,Rural regions,West,(1a) Inadequately completed,0.01825,89,1859,0.01216,0.02433
1994,Rural regions,West,(1b) General Elementary School,0.17474,412,1859,0.15748,0.19201
1994,Rural regions,West,(1c) Basic Vocational Qualification,0.30996,710,1859,0.28893,0.33099
1994,Rural regions,West,(2) Intermediate General/Vocational Qualification,0.16527,392,1859,0.14838,0.18216
1994,Rural regions,West,(2c_gen) General Maturity Certificate,0.02025,48,1859,0.01384,0.02665
1994,Rural regions,West,(2c_voc) Vocational Maturity Certificate,0.03833,82,1859,0.02960,0.04706
1994,Rural regions,West,(3a) Lower Tertiary Education,0.02090,45,1859,0.01440,0.02741
1994,Rural regions,West,(3b) Higher Tertiary Education,0.03902,81,1859,0.03022,0.04783
1994,Rural regions,East,(1a) Inadequately completed,0.00904,34,2421,0.00527,0.01281
1994,Rural regions,East,(1b) General Elementary School,0.07565,178,2421,0.06512,0.08619
1994,Rural regions,East,(1c) Basic Vocational Qualification,0.27393,717,2421,0.25616,0.29169
1994,Rural regions,East,(2) Intermediate General/Vocational Qualification,0.27424,918,2421,0.25646,0.29201
1994,Rural regions,East,(2c_gen) General Maturity Certificate,0.00750,38,2421,0.00407,0.01094
1994,Rural regions,East,(2c_voc) Vocational Maturity Certificate,0.01549,49,2421,0.01057,0.02041
1994,Rural regions,East,(3a) Lower Tertiary Education,0.10780,355,2421,0.09545,0.12016
1994,Rural regions,East,(3b) Higher Tertiary Education,0.04260,132,2421,0.03456,0.05065
1995,Urban regions,West,(0) No qualification (yet),0.01534,160,7263,0.01251,0.01816
1995,Urban regions,West,(1a) Inadequately completed,0.02140,494,7263,0.01807,0.02473
1995,Urban regions,West,(1b) General Elementary School,0.13891,1386,7263,0.13095,0.14686
1995,Urban regions,West,(1c) Basic Vocational Qualification,0.28766,2346,7263,0.27725,0.29807
1995,Urban regions,West,(2) Intermediate General/Vocational Qualification,0.16245,1343,7263,0.15397,0.17093
1995,Urban regions,West,(2c_gen) General Maturity Certificate,0.03235,333,7263,0.02828,0.03642
1995,Urban regions,West,(2c_voc) Vocational Maturity Certificate,0.04702,423,7263,0.04215,0.05188
1995,Urban regions,West,(3a) Lower Tertiary Education,0.03524,273,7263,0.03100,0.03948
1995,Urban regions,West,(3b) Higher Tertiary Education,0.06807,505,7263,0.06228,0.07386
1995,Urban regions,East,(1b) General Elementary School,0.04973,63,1114,0.03696,0.06251
1995,Urban regions,East,(1c) Basic Vocational Qualification,0.24567,305,1114,0.22038,0.27096
1995,Urban regions,East,(2) Intermediate General/Vocational Qualification,0.25861,418,1114,0.23289,0.28434
1995,Urban regions,East,(3a) Lower Tertiary Education,0.12038,182,1114,0.10126,0.13950
1995,Urban regions,East,(3b) Higher Tertiary Education,0.09326,146,1114,0.07618,0.11035
1995,Rural regions,West,(1a) Inadequately completed,0.01490,83,1980,0.00957,0.02024
1995,Rural regions,West,(1b) General Elementary School,0.16918,424,1980,0.15267,0.18570
1995,Rural regions,West,(1c) Basic Vocational Qualification,0.30562,748,1980,0.28533,0.32592
1995,Rural regions,West,(2) Intermediate General/Vocational Qualification,0.16405,432,1980,0.14773,0.18037
1995,Rural regions,West,(2c_gen) General Maturity Certificate,0.01957,58,1980,0.01347,0.02568
1995,Rural regions,West,(2c_voc) Vocational Maturity Certificate,0.04026,94,1980,0.03160,0.04892
1995,Rural regions,West,(3a) Lower Tertiary Education,0.02303,52,1980,0.01642,0.02964
1995,Rural regions,West,(3b) Higher Tertiary Education,0.03808,89,1980,0.02964,0.04651
1995,Rural regions,East,(0) No qualification (yet),0.00945,46,2426,0.00560,0.01330
1995,Rural regions,East,(1b) General Elementary School,0.07178,168,2426,0.06150,0.08205
1995,Rural regions,East,(1c) Basic Vocational Qualification,0.26646,686,2426,0.24886,0.28406
1995,Rural regions,East,(2) Intermediate General/Vocational Qualification,0.27220,922,2426,0.25448,0.28991
1995,Rural regions,East,(2c_gen) General Maturity Certificate,0.00988,47,2426,0.00595,0.01382
1995,Rural regions,East,(2c_voc) Vocational Maturity Certificate,0.01645,51,2426,0.01139,0.02151
1995,Rural regions,East,(3a) Lower Tertiary Education,0.11042,357,2426,0.09795,0.12290
1995,Rural regions,East,(3b) Higher Tertiary Education,0.05114,149,2426,0.04237,0.05990
1996,Urban regions,West,(0) No qualification (yet),0.01611,165,7051,0.01317,0.01905
1996,Urban regions,West,(1a) Inadequately completed,0.02102,446,7051,0.01767,0.02437
1996,Urban regions,West,(1b) General Elementary School,0.13495,1315,7051,0.12697,0.14292
1996,Urban regions,West,(1c) Basic Vocational Qualification,0.28731,2284,7051,0.27675,0.29787
1996,Urban regions,West,(2) Intermediate General/Vocational Qualification,0.16439,1344,7051,0.15574,0.17305
1996,Urban regions,West,(2c_gen) General Maturity Certificate,0.02998,304,7051,0.02600,0.03396
1996,Urban regions,West,(2c_voc) Vocational Maturity Certificate,0.05041,421,7051,0.04530,0.05552
1996,Urban regions,West,(3a) Lower Tertiary Education,0.03569,276,7051,0.03136,0.04002
1996,Urban regions,West,(3b) Higher Tertiary Education,0.06762,496,7051,0.06176,0.07348
1996,Urban regions,East,(0) No qualification (yet),0.01429,32,1191,0.00755,0.02104
1996,Urban regions,East,(1b) General Elementary School,0.04473,63,1191,0.03299,0.05648
1996,Urban regions,East,(1c) Basic Vocational Qualification,0.23239,295,1191,0.20839,0.25638
1996,Urban regions,East,(2) Intermediate General/Vocational Qualification,0.25826,417,1191,0.23340,0.28313
1996,Urban regions,East,(2c_gen) General Maturity Certificate,0.02285,37,1191,0.01436,0.03134
1996,Urban regions,East,(3a) Lower Tertiary Education,0.11668,180,1191,0.09844,0.13492
1996,Urban regions,East,(3b) Higher Tertiary Education,0.10320,167,1191,0.08591,0.12048
1996,Rural regions,West,(0) No qualification (yet),0.01383,32,2000,0.00871,0.01895
1996,Rural regions,West,(1a) Inadequately completed,0.01708,82,2000,0.01140,0.02276
1996,Rural regions,West,(1b) General Elementary School,0.15961,401,2000,0.14356,0.17567
1996,Rural regions,West,(1c) Basic Vocational Qualification,0.30977,755,2000,0.28950,0.33004
1996,Rural regions,West,(2) Intermediate General/Vocational Qualification,0.16667,436,2000,0.15033,0.18301
1996,Rural regions,West,(2c_gen) General Maturity Certificate,0.01868,52,2000,0.01275,0.02462
1996,Rural regions,West,(2c_voc) Vocational Maturity Certificate,0.03950,89,2000,0.03097,0.04804
1996,Rural regions,West,(3a) Lower Tertiary Education,0.02527,55,2000,0.01839,0.03215
1996,Rural regions,West,(3b) Higher Tertiary Education,0.03847,98,2000,0.03004,0.04690
1996,Rural regions,East,(0) No qualification (yet),0.01426,58,2399,0.00952,0.01901
1996,Rural regions,East,(1b) General Elementary School,0.06856,162,2399,0.05845,0.07868
1996,Rural regions,East,(1c) Basic Vocational Qualification,0.26623,671,2399,0.24854,0.28392
1996,Rural regions,East,(2) Intermediate General/Vocational Qualification,0.28117,919,2399,0.26318,0.29917
1996,Rural regions,East,(2c_gen) General Maturity Certificate,0.00811,40,2399,0.00452,0.01169
1996,Rural regions,East,(2c_voc) Vocational Maturity Certificate,0.01734,57,2399,0.01212,0.02257
1996,Rural regions,East,(3a) Lower Tertiary Education,0.11650,362,2399,0.10366,0.12934
