year,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,(3a) Lower Tertiary Education,0.04182,889,13678,0.03847,0.04518
1990,(3b) Higher Tertiary Education,0.04861,802,13678,0.04501,0.05222
1991,(0) No qualification (yet),0.00920,153,13352,0.00758,0.01082
1991,(1a) Inadequately completed,0.01824,726,13352,0.01597,0.02051
1991,(1b) General Elementary School,0.14675,2349,13352,0.14075,0.15276
1991,(1c) Basic Vocational Qualification,0.29938,4407,13352,0.29162,0.30715
1991,(2) Intermediate General/Vocational Qualification,0.18686,3149,13352,0.18025,0.19348
1991,(2c_gen) General Maturity Certificate,0.02275,386,13352,0.02022,0.02528
1991,(2c_voc) Vocational Maturity Certificate,0.03380,504,13352,0.03073,0.03686
1991,(3a) Lower Tertiary Education,0.04479,884,13352,0.04129,0.04830
1991,(3b) Higher Tertiary Education,0.05122,794,13352,0.04748,0.05496
1992,(0) No qualification (yet),0.00856,147,13067,0.00698,0.01014
1992,(1a) Inadequately completed,0.01966,725,13067,0.01728,0.02204
1992,(1b) General Elementary School,0.14333,2269,13067,0.13732,0.14934
1992,(1c) Basic Vocational Qualification,0.29645,4271,13067,0.28862,0.30429
1992,(2) Intermediate General/Vocational Qualification,0.18747,3103,13067,0.18078,0.19416
1992,(2c_gen) General Maturity Certificate,0.02353,379,13067,0.02094,0.02613
1992,(2c_voc) Vocational Maturity Certificate,0.03511,518,13067,0.03195,0.03827
1992,(3a) Lower Tertiary Education,0.04481,866,13067,0.04126,0.04835
1992,(3b) Higher Tertiary Education,0.05242,789,13067,0.04859,0.05624
1993,(0) No qualification (yet),0.00802,127,12839,0.00648,0.00956
1993,(1a) Inadequately completed,0.02153,723,12839,0.01902,0.02404
1993,(1b) General Elementary School,0.13977,2184,12839,0.13378,0.14577
1993,(1c) Basic Vocational Qualification,0.29297,4164,12839,0.28510,0.30085
1993,(2) Intermediate General/Vocational Qualification,0.18919,3095,12839,0.18241,0.19596
1993,(2c_gen) General Maturity Certificate,0.02331,397,12839,0.02070,0.02593
1993,(2c_voc) Vocational Maturity Certificate,0.03541,513,12839,0.03221,0.03861
1993,(3a) Lower Tertiary Education,0.04589,846,12839,0.04227,0.04951
1993,(3b) Higher Tertiary Education,0.05425,790,12839,0.05033,0.05817
1994,(0) No qualification (yet),0.01132,202,12573,0.00947,0.01317
1994,(1a) Inadequately completed,0.02042,646,12573,0.01795,0.02289
1994,(1b) General Elementary School,0.13449,2047,12573,0.12852,0.14045
1994,(1c) Basic Vocational Qualification,0.29120,4057,12573,0.28326,0.29914
1994,(2) Intermediate General/Vocational Qualification,0.18705,3047,12573,0.18023,0.19387
1994,(2c_gen) General Maturity Certificate,0.02393,401,12573,0.02125,0.02660
1994,(2c_voc) Vocational Maturity Certificate,0.03589,520,12573,0.03264,0.03914
1994,(3a) Lower Tertiary Education,0.04712,849,12573,0.04341,0.05082
1994,(3b) Higher Tertiary Education,0.05658,804,12573,0.05254,0.06062
1995,(0) No qualification (yet),0.01350,265,12936,0.01151,0.01548
1995,(1a) Inadequately completed,0.01744,616,12936,0.01519,0.01970
1995,(1b) General Elementary School,0.13029,2041,12936,0.12449,0.13609
1995,(1c) Basic Vocational Qualification,0.28564,4085,12936,0.27785,0.29342
1995,(2) Intermediate General/Vocational Qualification,0.18305,3115,12936,0.17638,0.18971
1995,(2c_gen) General Maturity Certificate,0.02609,466,12936,0.02334,0.02884
1995,(2c_voc) Vocational Maturity Certificate,0.03996,595,12936,0.03658,0.04333
1995,(3a) Lower Tertiary Education,0.04807,864,12936,0.04439,0.05176
1995,(3b) Higher Tertiary Education,0.06183,889,12936,0.05768,0.06599
1996,(0) No qualification (yet),0.01533,287,12696,0.01319,0.01746
1996,(1a) Inadequately completed,0.01737,554,12696,0.01510,0.01964
1996,(1b) General Elementary School,0.12546,1941,12696,0.11970,0.13123
1996,(1c) Basic Vocational Qualification,0.28531,4005,12696,0.27746,0.29317
1996,(2) Intermediate General/Vocational Qualification,0.18540,3116,12696,0.17864,0.19216
1996,(2c_gen) General Maturity Certificate,0.02468,433,12696,0.02198,0.02738
1996,(2c_voc) Vocational Maturity Certificate,0.04223,596,12696,0.03873,0.04573
1996,(3a) Lower Tertiary Education,0.04902,873,12696,0.04527,0.05278
1996,(3b) Higher Tertiary Education,0.06158,891,12696,0.05740,0.06576
1997,(0) No qualification (yet),0.01551,312,12470,0.01334,0.01768
1997,(1a) Inadequately completed,0.01754,520,12470,0.01523,0.01984
1997,(1b) General Elementary School,0.12499,1880,12470,0.11918,0.13079
1997,(1c) Basic Vocational Qualification,0.28287,3893,12470,0.27497,0.29078
1997,(2) Intermediate General/Vocational Qualification,0.18584,3079,12470,0.17902,0.19267
1997,(2c_gen) General Maturity Certificate,0.02550,430,12470,0.02274,0.02827
1997,(2c_voc) Vocational Maturity Certificate,0.04294,589,12470,0.03938,0.04650
1997,(3a) Lower Tertiary Education,0.05048,873,12470,0.04664,0.05433
1997,(3b) Higher Tertiary Education,0.06096,894,12470,0.05676,0.06516
1998,(0) No qualification (yet),0.01554,330,13531,0.01346,0.01763
1998,(1a) Inadequately completed,0.01777,494,13531,0.01555,0.02000
1998,(1b) General Elementary School,0.12198,2035,13531,0.11646,0.12749
1998,(1c) Basic Vocational Qualification,0.26355,4162,13531,0.25613,0.27098
1998,(2) Intermediate General/Vocational Qualification,0.18427,3394,13531,0.17773,0.19080
1998,(2c_gen) General Maturity Certificate,0.02701,481,13531,0.02428,0.02974
1998,(2c_voc) Vocational Maturity Certificate,0.04238,666,13531,0.03898,0.04577
1998,(3a) Lower Tertiary Education,0.05108,963,13531,0.04737,0.05479
1998,(3b) Higher Tertiary Education,0.06051,1006,13531,0.05649,0.06453
1999,(0) No qualification (yet),0.01574,316,13292,0.01362,0.01786
1999,(1a) Inadequately completed,0.01896,475,13292,0.01664,0.02128
1999,(1b) General Elementary School,0.12158,1940,13292,0.11602,0.12713
1999,(1c) Basic Vocational Qualification,0.27521,4086,13292,0.26762,0.28280
1999,(2) Intermediate General/Vocational Qualification,0.19055,3380,13292,0.18387,0.19722
1999,(2c_gen) General Maturity Certificate,0.02730,471,13292,0.02453,0.03007
1999,(2c_voc) Vocational Maturity Certificate,0.04406,665,13292,0.04057,0.04754
1999,(3a) Lower Tertiary Education,0.05177,949,13292,0.04800,0.05553
1999,(3b) Higher Tertiary Education,0.06317,1010,13292,0.05903,0.06730
2000,(0) No qualification (yet),0.01424,495,24054,0.01274,0.01574
2000,(1a) Inadequately completed,0.01384,423,24054,0.01236,0.01531
2000,(1b) General Elementary School,0.10219,2866,24054,0.09836,0.10602
2000,(1c) Basic Vocational Qualification,0.28221,7812,24054,0.27652,0.28789
2000,(2) Intermediate General/Vocational Qualification,0.20272,6292,24054,0.19763,0.20780
2000,(2c_gen) General Maturity Certificate,0.02571,799,24054,0.02371,0.02771
2000,(2c_voc) Vocational Maturity Certificate,0.05652,1551,24054,0.05360,0.05944
2000,(3a) Lower Tertiary Education,0.05536,1699,24054,0.05247,0.05825
2000,(3b) Higher Tertiary Education,0.07297,2117,24054,0.06968,0.07626
2001,(0) No qualification (yet),0.01621,540,21787,0.01453,0.01788
2001,(1a) Inadequately completed,0.01138,322,21787,0.00997,0.01278
2001,(1b) General Elementary School,0.09824,2469,21787,0.09429,0.10220
2001,(1c) Basic Vocational Qualification,0.27765,6921,21787,0.27171,0.28360
2001,(2) Intermediate General/Vocational Qualification,0.20361,5769,21787,0.19826,0.20896
2001,(2c_gen) General Maturity Certificate,0.02698,766,21787,0.02483,0.02913
2001,(2c_voc) Vocational Maturity Certificate,0.05798,1450,21787,0.05488,0.06108
2001,(3a) Lower Tertiary Education,0.05719,1593,21787,0.05411,0.06027
2001,(3b) Higher Tertiary Education,0.07532,1957,21787,0.07182,0.07883
2002,(0) No qualification (yet),0.01702,613,22818,0.01534,0.01870
2002,(1a) Inadequately completed,0.01159,294,22818,0.01020,0.01298
2002,(1b) General Elementary School,0.09783,2278,22818,0.09397,0.10168
2002,(1c) Basic Vocational Qualification,0.27729,6641,22818,0.27148,0.28310
2002,(2) Intermediate General/Vocational Qualification,0.20700,5983,22818,0.20174,0.21226
2002,(2c_gen) General Maturity Certificate,0.02713,868,22818,0.02502,0.02923
2002,(2c_voc) Vocational Maturity Certificate,0.05805,1582,22818,0.05501,0.06108
2002,(3a) Lower Tertiary Education,0.05567,1801,22818,0.05270,0.05865
2002,(3b) Higher Tertiary Education,0.07233,2758,22818,0.06896,0.07569
2003,(0) No qualification (yet),0.01709,618,21892,0.01537,0.01881
2003,(1a) Inadequately completed,0.01226,280,21892,0.01080,0.01371
2003,(1b) General Elementary School,0.09643,2148,21892,0.09252,0.10034
2003,(1c) Basic Vocational Qualification,0.27097,6310,21892,0.26509,0.27686
2003,(2) Intermediate General/Vocational Qualification,0.20802,5778,21892,0.20264,0.21339
2003,(2c_gen) General Maturity Certificate,0.02694,841,21892,0.02479,0.02908
2003,(2c_voc) Vocational Maturity Certificate,0.05993,1563,21892,0.05678,0.06307
2003,(3a) Lower Tertiary Education,0.05631,1724,21892,0.05325,0.05936
2003,(3b) Higher Tertiary Education,0.07470,2630,21892,0.07122,0.07818
2004,(0) No qualification (yet),0.01876,641,21288,0.01694,0.02058
2004,(1a) Inadequately completed,0.01269,268,21288,0.01119,0.01420
2004,(1b) General Elementary School,0.09618,2009,21288,0.09221,0.10014
2004,(1c) Basic Vocational Qualification,0.26997,6064,21288,0.26401,0.27594
2004,(2) Intermediate General/Vocational Qualification,0.20755,5619,21288,0.20210,0.21300
2004,(2c_gen) General Maturity Certificate,0.02650,831,21288,0.02434,0.02865
2004,(2c_voc) Vocational Maturity Certificate,0.06110,1561,21288,0.05788,0.06432
2004,(3a) Lower Tertiary Education,0.05677,1709,21288,0.05366,0.05987
2004,(3b) Higher Tertiary Education,0.07452,2586,21288,0.07100,0.07805
2005,(0) No qualification (yet),0.02120,654,20313,0.01922,0.02319
2005,(1a) Inadequately completed,0.01324,251,20313,0.01167,0.01481
2005,(1b) General Elementary School,0.09252,1857,20313,0.08854,0.09651
2005,(1c) Basic Vocational Qualification,0.26283,5714,20313,0.25678,0.26888
2005,(2) Intermediate General/Vocational Qualification,0.21242,5382,20313,0.20679,0.21804
2005,(2c_gen) General Maturity Certificate,0.02715,778,20313,0.02491,0.02938
2005,(2c_voc) Vocational Maturity Certificate,0.06231,1511,20313,0.05898,0.06563
2005,(3a) Lower Tertiary Education,0.05605,1652,20313,0.05289,0.05921
2005,(3b) Higher Tertiary Education,0.07732,2514,20313,0.07365,0.08099
2006,(0) No qualification (yet),0.01934,650,21833,0.01751,0.02116
2006,(1a) Inadequately completed,0.01280,243,21833,0.01131,0.01429
2006,(1b) General Elementary School,0.09160,1978,21833,0.08777,0.09542
2006,(1c) Basic Vocational Qualification,0.25535,6157,21833,0.24957,0.26114
2006,(2) Intermediate General/Vocational Qualification,0.21249,5777,21833,0.20707,0.21792
2006,(2c_gen) General Maturity Certificate,0.02886,822,21833,0.02663,0.03108
2006,(2c_voc) Vocational Maturity Certificate,0.06316,1629,21833,0.05993,0.06639
2006,(3a) Lower Tertiary Education,0.05697,1808,21833,0.05389,0.06004
2006,(3b) Higher Tertiary Education,0.08434,2769,21833,0.08066,0.08803
2007,(0) No qualification (yet),0.02153,629,20384,0.01954,0.02353
2007,(1a) Inadequately completed,0.01207,214,20384,0.01057,0.01357
2007,(1b) General Elementary School,0.08742,1749,20384,0.08355,0.09130
2007,(1c) Basic Vocational Qualification,0.25075,5615,20384,0.24480,0.25670
2007,(2) Intermediate General/Vocational Qualification,0.21438,5431,20384,0.20874,0.22001
2007,(2c_gen) General Maturity Certificate,0.03119,802,20384,0.02880,0.03358
2007,(2c_voc) Vocational Maturity Certificate,0.06451,1555,20384,0.06114,0.06789
2007,(3a) Lower Tertiary Education,0.05912,1715,20384,0.05588,0.06235
2007,(3b) Higher Tertiary Education,0.08744,2674,20384,0.08356,0.09132
2008,(0) No qualification (yet),0.02084,558,19090,0.01882,0.02287
2008,(1a) Inadequately completed,0.01151,188,19090,0.01000,0.01302
2008,(1b) General Elementary School,0.08514,1595,19090,0.08118,0.08910
2008,(1c) Basic Vocational Qualification,0.24856,5244,19090,0.24243,0.25470
2008,(2) Intermediate General/Vocational Qualification,0.21748,5144,19090,0.21162,0.22333
2008,(2c_gen) General Maturity Certificate,0.03213,728,19090,0.02963,0.03464
2008,(2c_voc) Vocational Maturity Certificate,0.06441,1441,19090,0.06093,0.06789
2008,(3a) Lower Tertiary Education,0.06007,1650,19090,0.05670,0.06344
2008,(3b) Higher Tertiary Education,0.08900,2542,19090,0.08496,0.09304
2009,(0) No qualification (yet),0.02096,505,17776,0.01885,0.02307
2009,(1a) Inadequately completed,0.01142,171,17776,0.00986,0.01299
2009,(1b) General Elementary School,0.07955,1415,17776,0.07557,0.08353
2009,(1c) Basic Vocational Qualification,0.24265,4822,17776,0.23635,0.24896
2009,(2) Intermediate General/Vocational Qualification,0.21949,4828,17776,0.21340,0.22557
2009,(2c_gen) General Maturity Certificate,0.03358,680,17776,0.03093,0.03622
2009,(2c_voc) Vocational Maturity Certificate,0.06474,1320,17776,0.06112,0.06836
2009,(3a) Lower Tertiary Education,0.06302,1592,17776,0.05944,0.06659
2009,(3b) Higher Tertiary Education,0.09423,2443,17776,0.08993,0.09852
2010,(0) No qualification (yet),0.01945,709,23855,0.01770,0.02120
2010,(1a) Inadequately completed,0.01175,358,23855,0.01038,0.01312
2010,(1b) General Elementary School,0.08191,1911,23855,0.07843,0.08539
2010,(1c) Basic Vocational Qualification,0.23360,5624,23855,0.22823,0.23896
2010,(2) Intermediate General/Vocational Qualification,0.21982,6821,23855,0.21457,0.22508
2010,(2c_gen) General Maturity Certificate,0.03604,907,23855,0.03367,0.03840
2010,(2c_voc) Vocational Maturity Certificate,0.06798,2149,23855,0.06478,0.07117
2010,(3a) Lower Tertiary Education,0.06440,1965,23855,0.06129,0.06752
2010,(3b) Higher Tertiary Education,0.09666,3411,23855,0.09291,0.10041
2011,(0) No qualification (yet),0.01948,894,28112,0.01787,0.02110
2011,(1a) Inadequately completed,0.01326,425,28112,0.01192,0.01460
2011,(1b) General Elementary School,0.07805,2317,28112,0.07492,0.08119
2011,(1c) Basic Vocational Qualification,0.22688,6679,28112,0.22198,0.23177
2011,(2) Intermediate General/Vocational Qualification,0.21818,7959,28112,0.21335,0.22301
2011,(2c_gen) General Maturity Certificate,0.03861,1115,28112,0.03636,0.04086
2011,(2c_voc) Vocational Maturity Certificate,0.07020,2511,28112,0.06721,0.07319
2011,(3a) Lower Tertiary Education,0.06254,2272,28112,0.05971,0.06537
2011,(3b) Higher Tertiary Education,0.09897,3940,28112,0.09547,0.10246
2012,(0) No qualification (yet),0.01867,909,27535,0.01707,0.02027
2012,(1a) Inadequately completed,0.01339,418,27535,0.01203,0.01475
2012,(1b) General Elementary School,0.07859,2238,27535,0.07541,0.08177
2012,(1c) Basic Vocational Qualification,0.22391,6475,27535,0.21899,0.22883
2012,(2) Intermediate General/Vocational Qualification,0.21793,7802,27535,0.21305,0.22281
2012,(2c_gen) General Maturity Certificate,0.03728,1082,27535,0.03504,0.03952
2012,(2c_voc) Vocational Maturity Certificate,0.07103,2465,27535,0.06799,0.07406
2012,(3a) Lower Tertiary Education,0.06489,2276,27535,0.06198,0.06780
2012,(3b) Higher Tertiary Education,0.10207,3870,27535,0.09850,0.10565
2013,(0) No qualification (yet),0.01964,1084,30400,0.01808,0.02120
2013,(1a) Inadequately completed,0.01520,676,30400,0.01383,0.01658
2013,(1b) General Elementary School,0.07736,2863,30400,0.07435,0.08036
2013,(1c) Basic Vocational Qualification,0.21652,6613,30400,0.21189,0.22115
2013,(2) Intermediate General/Vocational Qualification,0.21821,7847,30400,0.21357,0.22285
2013,(2c_gen) General Maturity Certificate,0.04064,1598,30400,0.03842,0.04286
2013,(2c_voc) Vocational Maturity Certificate,0.07246,2857,30400,0.06954,0.07537
2013,(3a) Lower Tertiary Education,0.06548,2276,30400,0.06270,0.06827
2013,(3b) Higher Tertiary Education,0.10527,4586,30400,0.10182,0.10872
2014,(0) No qualification (yet),0.01806,892,26822,0.01646,0.01965
2014,(1a) Inadequately completed,0.01532,544,26822,0.01385,0.01679
2014,(1b) General Elementary School,0.07608,2415,26822,0.07290,0.07925
2014,(1c) Basic Vocational Qualification,0.21060,5856,26822,0.20572,0.21548
2014,(2) Intermediate General/Vocational Qualification,0.21223,6947,26822,0.20734,0.21713
2014,(2c_gen) General Maturity Certificate,0.04199,1435,26822,0.03959,0.04439
2014,(2c_voc) Vocational Maturity Certificate,0.07544,2506,26822,0.07228,0.07860
2014,(3a) Lower Tertiary Education,0.06984,2177,26822,0.06679,0.07289
2014,(3b) Higher Tertiary Education,0.10860,4050,26822,0.10488,0.11232
2015,(0) No qualification (yet),0.01538,779,26472,0.01389,0.01686
2015,(1a) Inadequately completed,0.01512,586,26472,0.01365,0.01659
2015,(1b) General Elementary School,0.07305,2321,26472,0.06991,0.07618
2015,(1c) Basic Vocational Qualification,0.20430,5565,26472,0.19944,0.20916
2015,(2) Intermediate General/Vocational Qualification,0.21480,6642,26472,0.20985,0.21974
2015,(2c_gen) General Maturity Certificate,0.04146,1562,26472,0.03906,0.04387
2015,(2c_voc) Vocational Maturity Certificate,0.07748,2595,26472,0.07426,0.08070
2015,(3a) Lower Tertiary Education,0.07158,2130,26472,0.06848,0.07469
2015,(3b) Higher Tertiary Education,0.11327,4292,26472,0.10945,0.11708
2016,(0) No qualification (yet),0.01573,870,26900,0.01425,0.01722
2016,(1a) Inadequately completed,0.01522,1529,26900,0.01376,0.01668
2016,(1b) General Elementary School,0.07212,2547,26900,0.06902,0.07521
2016,(1c) Basic Vocational Qualification,0.19799,5138,26900,0.19323,0.20276
2016,(2) Intermediate General/Vocational Qualification,0.21228,6122,26900,0.20739,0.21716
2016,(2c_gen) General Maturity Certificate,0.04099,1700,26900,0.03862,0.04336
2016,(2c_voc) Vocational Maturity Certificate,0.08171,2506,26900,0.07843,0.08498
2016,(3a) Lower Tertiary Education,0.07171,2015,26900,0.06862,0.07479
2016,(3b) Higher Tertiary Education,0.11444,4473,26900,0.11064,0.11825
2017,(0) No qualification (yet),0.01686,924,30160,0.01540,0.01831
2017,(1a) Inadequately completed,0.01806,2019,30160,0.01656,0.01956
2017,(1b) General Elementary School,0.07164,2858,30160,0.06873,0.07455
2017,(1c) Basic Vocational Qualification,0.18938,5266,30160,0.18496,0.19380
2017,(2) Intermediate General/Vocational Qualification,0.21515,7021,30160,0.21051,0.21978
2017,(2c_gen) General Maturity Certificate,0.04167,2068,30160,0.03942,0.04393
2017,(2c_voc) Vocational Maturity Certificate,0.07959,2753,30160,0.07653,0.08264
2017,(3a) Lower Tertiary Education,0.07123,2281,30160,0.06833,0.07413
2017,(3b) Higher Tertiary Education,0.11717,4970,30160,0.11354,0.12080
2018,(0) No qualification (yet),0.01460,777,28709,0.01322,0.01599
2018,(1a) Inadequately completed,0.01821,1918,28709,0.01666,0.01976
2018,(1b) General Elementary School,0.07071,2727,28709,0.06775,0.07368
2018,(1c) Basic Vocational Qualification,0.18439,4926,28709,0.17990,0.18887
2018,(2) Intermediate General/Vocational Qualification,0.21295,6756,28709,0.20821,0.21769
2018,(2c_gen) General Maturity Certificate,0.04330,1987,28709,0.04095,0.04565
2018,(2c_voc) Vocational Maturity Certificate,0.08212,2641,28709,0.07895,0.08530
2018,(3a) Lower Tertiary Education,0.07539,2257,28709,0.07233,0.07844
2018,(3b) Higher Tertiary Education,0.11927,4720,28709,0.11552,0.12302
2019,(0) No qualification (yet),0.01331,617,28459,0.01197,0.01464
2019,(1a) Inadequately completed,0.01856,1800,28459,0.01699,0.02013
2019,(1b) General Elementary School,0.06751,2384,28459,0.06459,0.07042
2019,(1c) Basic Vocational Qualification,0.17600,4575,28459,0.17158,0.18043
2019,(2) Intermediate General/Vocational Qualification,0.21358,6845,28459,0.20882,0.21834
2019,(2c_gen) General Maturity Certificate,0.04462,1910,28459,0.04222,0.04702
2019,(2c_voc) Vocational Maturity Certificate,0.08485,2744,28459,0.08161,0.08809
2019,(3a) Lower Tertiary Education,0.07492,2479,28459,0.07186,0.07798
2019,(3b) Higher Tertiary Education,0.12326,5105,28459,0.11944,0.12707
2020,(0) No qualification (yet),0.01512,775,28579,0.01371,0.01654
2020,(1a) Inadequately completed,0.01685,1914,28579,0.01535,0.01834
2020,(1b) General Elementary School,0.06607,2538,28579,0.06319,0.06895
2020,(1c) Basic Vocational Qualification,0.17247,4275,28579,0.16809,0.17685
2020,(2) Intermediate General/Vocational Qualification,0.21303,6316,28579,0.20828,0.21778
2020,(2c_gen) General Maturity Certificate,0.04273,2196,28579,0.04038,0.04507
2020,(2c_voc) Vocational Maturity Certificate,0.08497,2803,28579,0.08173,0.08820
2020,(3a) Lower Tertiary Education,0.07909,2363,28579,0.07596,0.08222
2020,(3b) Higher Tertiary Education,0.12353,5399,28579,0.11971,0.12734
2021,(0) No qualification (yet),0.01268,449,18941,0.01109,0.01428
2021,(1a) Inadequately completed,0.01575,1124,18941,0.01397,0.01752
2021,(1b) General Elementary School,0.05781,1385,18941,0.05449,0.06114
2021,(1c) Basic Vocational Qualification,0.16698,2700,18941,0.16167,0.17230
2021,(2) Intermediate General/Vocational Qualification,0.20234,4264,18941,0.19662,0.20807
2021,(2c_gen) General Maturity Certificate,0.04709,1403,18941,0.04408,0.05011
2021,(2c_voc) Vocational Maturity Certificate,0.08778,1910,18941,0.08375,0.09181
2021,(3a) Lower Tertiary Education,0.07742,1739,18941,0.07361,0.08122
2021,(3b) Higher Tertiary Education,0.13573,3967,18941,0.13085,0.14061
2022,(0) No qualification (yet),0.01032,568,24503,0.00906,0.01159
2022,(1a) Inadequately completed,0.01421,996,24503,0.01273,0.01570
2022,(1b) General Elementary School,0.04549,1335,24503,0.04288,0.04809
2022,(1c) Basic Vocational Qualification,0.13845,2985,24503,0.13413,0.14278
2022,(2) Intermediate General/Vocational Qualification,0.18197,5327,24503,0.17714,0.18680
2022,(2c_gen) General Maturity Certificate,0.04473,1940,24503,0.04214,0.04732
2022,(2c_voc) Vocational Maturity Certificate,0.08114,2679,24503,0.07772,0.08455
2022,(3a) Lower Tertiary Education,0.07072,2229,24503,0.06751,0.07393
2022,(3b) Higher Tertiary Education,0.14391,6444,24503,0.13951,0.14830
