year,migback,quintil_oecd,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,No migration background,2nd Quintile,(2c_voc) Vocational Maturity Certificate,0.02310,34,1376,0.01516,0.03104
1985,No migration background,3rd Quintile,(0) No qualification (yet),0.02401,40,1599,0.01651,0.03152
1985,No migration background,3rd Quintile,(1b) General Elementary School,0.25065,381,1599,0.22940,0.27190
1985,No migration background,3rd Quintile,(1c) Basic Vocational Qualification,0.42410,675,1599,0.39986,0.44833
1985,No migration background,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.19507,326,1599,0.17564,0.21450
1985,No migration background,3rd Quintile,(2c_gen) General Maturity Certificate,0.02081,42,1599,0.01381,0.02781
1985,No migration background,3rd Quintile,(2c_voc) Vocational Maturity Certificate,0.03016,52,1599,0.02177,0.03855
1985,No migration background,3rd Quintile,(3a) Lower Tertiary Education,0.01860,34,1599,0.01197,0.02522
1985,No migration background,3rd Quintile,(3b) Higher Tertiary Education,0.02791,49,1599,0.01983,0.03599
1985,No migration background,4th Quintile,(0) No qualification (yet),0.01735,31,1683,0.01111,0.02359
1985,No migration background,4th Quintile,(1b) General Elementary School,0.15991,267,1683,0.14239,0.17743
1985,No migration background,4th Quintile,(1c) Basic Vocational Qualification,0.42673,711,1683,0.40310,0.45037
1985,No migration background,4th Quintile,(2) Intermediate General/Vocational Qualification,0.23859,402,1683,0.21822,0.25896
1985,No migration background,4th Quintile,(2c_gen) General Maturity Certificate,0.02742,51,1683,0.01962,0.03523
1985,No migration background,4th Quintile,(2c_voc) Vocational Maturity Certificate,0.04491,73,1683,0.03501,0.05481
1985,No migration background,4th Quintile,(3a) Lower Tertiary Education,0.02751,50,1683,0.01969,0.03532
1985,No migration background,4th Quintile,(3b) Higher Tertiary Education,0.05071,98,1683,0.04023,0.06120
1985,No migration background,5th Quintile,(0) No qualification (yet),0.01714,32,1843,0.01122,0.02307
1985,No migration background,5th Quintile,(1b) General Elementary School,0.10594,196,1843,0.09189,0.12000
1985,No migration background,5th Quintile,(1c) Basic Vocational Qualification,0.33821,617,1843,0.31660,0.35981
1985,No migration background,5th Quintile,(2) Intermediate General/Vocational Qualification,0.28060,521,1843,0.26008,0.30112
1985,No migration background,5th Quintile,(2c_gen) General Maturity Certificate,0.01797,40,1843,0.01190,0.02403
1985,No migration background,5th Quintile,(2c_voc) Vocational Maturity Certificate,0.05829,106,1843,0.04759,0.06899
1985,No migration background,5th Quintile,(3a) Lower Tertiary Education,0.06139,110,1843,0.05043,0.07235
1985,No migration background,5th Quintile,(3b) Higher Tertiary Education,0.11758,221,1843,0.10287,0.13229
1985,Direct migration background,1st Quintile,(1a) Inadequately completed,0.25424,301,820,0.22442,0.28406
1985,Direct migration background,1st Quintile,(1b) General Elementary School,0.34371,306,820,0.31118,0.37624
1985,Direct migration background,1st Quintile,(1c) Basic Vocational Qualification,0.16346,138,820,0.13813,0.18878
1985,Direct migration background,1st Quintile,(2c_gen) General Maturity Certificate,0.03115,38,820,0.01926,0.04305
1985,Direct migration background,1st Quintile,(2c_voc) Vocational Maturity Certificate,0.06890,37,820,0.05155,0.08625
1985,Direct migration background,2nd Quintile,(1a) Inadequately completed,0.15640,181,559,0.12626,0.18654
1985,Direct migration background,2nd Quintile,(1b) General Elementary School,0.33694,209,559,0.29772,0.37616
1985,Direct migration background,2nd Quintile,(1c) Basic Vocational Qualification,0.26776,135,559,0.23102,0.30450
1985,Direct migration background,2nd Quintile,(2c_gen) General Maturity Certificate,0.05684,34,559,0.03763,0.07605
1985,Direct migration background,3rd Quintile,(1a) Inadequately completed,0.14983,153,455,0.11700,0.18266
1985,Direct migration background,3rd Quintile,(1b) General Elementary School,0.28375,167,455,0.24228,0.32522
1985,Direct migration background,3rd Quintile,(1c) Basic Vocational Qualification,0.34562,135,455,0.30187,0.38937
1985,Direct migration background,4th Quintile,(1a) Inadequately completed,0.14006,125,393,0.10571,0.17442
1985,Direct migration background,4th Quintile,(1b) General Elementary School,0.23791,134,393,0.19575,0.28006
1985,Direct migration background,4th Quintile,(1c) Basic Vocational Qualification,0.37705,134,393,0.32907,0.42503
1985,Direct migration background,5th Quintile,(1a) Inadequately completed,0.07264,60,243,0.03994,0.10534
1985,Direct migration background,5th Quintile,(1b) General Elementary School,0.10578,48,243,0.06703,0.14452
1985,Direct migration background,5th Quintile,(1c) Basic Vocational Qualification,0.31811,98,243,0.25943,0.37679
1985,Direct migration background,5th Quintile,(2) Intermediate General/Vocational Qualification,0.22679,37,243,0.17403,0.27955
1986,No migration background,1st Quintile,(1b) General Elementary School,0.36050,413,1132,0.33252,0.38848
1986,No migration background,1st Quintile,(1c) Basic Vocational Qualification,0.37415,459,1132,0.34594,0.40235
1986,No migration background,1st Quintile,(2) Intermediate General/Vocational Qualification,0.12066,152,1132,0.10168,0.13964
1986,No migration background,1st Quintile,(2c_gen) General Maturity Certificate,0.05536,74,1132,0.04203,0.06868
1986,No migration background,1st Quintile,(2c_voc) Vocational Maturity Certificate,0.02804,34,1132,0.01842,0.03767
1986,No migration background,2nd Quintile,(1b) General Elementary School,0.31302,401,1259,0.28740,0.33865
1986,No migration background,2nd Quintile,(1c) Basic Vocational Qualification,0.43211,600,1259,0.40473,0.45948
1986,No migration background,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.16313,221,1259,0.14272,0.18355
1986,No migration background,2nd Quintile,(2c_gen) General Maturity Certificate,0.02243,37,1259,0.01425,0.03061
1986,No migration background,3rd Quintile,(0) No qualification (yet),0.02263,42,1493,0.01509,0.03018
1986,No migration background,3rd Quintile,(1b) General Elementary School,0.22085,321,1493,0.19980,0.24190
1986,No migration background,3rd Quintile,(1c) Basic Vocational Qualification,0.43956,640,1493,0.41438,0.46475
1986,No migration background,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.19225,295,1493,0.17226,0.21225
1986,No migration background,3rd Quintile,(2c_gen) General Maturity Certificate,0.03362,57,1493,0.02447,0.04277
1986,No migration background,3rd Quintile,(2c_voc) Vocational Maturity Certificate,0.03940,59,1493,0.02953,0.04928
1986,No migration background,3rd Quintile,(3a) Lower Tertiary Education,0.02220,40,1493,0.01472,0.02967
1986,No migration background,3rd Quintile,(3b) Higher Tertiary Education,0.02105,39,1493,0.01376,0.02833
1986,No migration background,4th Quintile,(1b) General Elementary School,0.14984,256,1639,0.13256,0.16713
1986,No migration background,4th Quintile,(1c) Basic Vocational Qualification,0.42124,691,1639,0.39733,0.44515
1986,No migration background,4th Quintile,(2) Intermediate General/Vocational Qualification,0.25918,433,1639,0.23796,0.28040
1986,No migration background,4th Quintile,(2c_gen) General Maturity Certificate,0.02806,53,1639,0.02007,0.03606
1986,No migration background,4th Quintile,(2c_voc) Vocational Maturity Certificate,0.04112,65,1639,0.03150,0.05073
1986,No migration background,4th Quintile,(3a) Lower Tertiary Education,0.02717,46,1639,0.01930,0.03505
1986,No migration background,4th Quintile,(3b) Higher Tertiary Education,0.05222,95,1639,0.04144,0.06299
1986,No migration background,5th Quintile,(1b) General Elementary School,0.09939,177,1745,0.08534,0.11343
1986,No migration background,5th Quintile,(1c) Basic Vocational Qualification,0.32240,566,1745,0.30046,0.34434
1986,No migration background,5th Quintile,(2) Intermediate General/Vocational Qualification,0.28221,496,1745,0.26108,0.30333
1986,No migration background,5th Quintile,(2c_gen) General Maturity Certificate,0.03090,59,1745,0.02278,0.03902
1986,No migration background,5th Quintile,(2c_voc) Vocational Maturity Certificate,0.06071,106,1745,0.04950,0.07192
1986,No migration background,5th Quintile,(3a) Lower Tertiary Education,0.06086,104,1745,0.04964,0.07208
1986,No migration background,5th Quintile,(3b) Higher Tertiary Education,0.12771,237,1745,0.11205,0.14338
1986,Direct migration background,1st Quintile,(1a) Inadequately completed,0.23362,251,723,0.20275,0.26448
1986,Direct migration background,1st Quintile,(1b) General Elementary School,0.34833,269,723,0.31357,0.38308
1986,Direct migration background,1st Quintile,(1c) Basic Vocational Qualification,0.19203,125,723,0.16330,0.22076
1986,Direct migration background,1st Quintile,(2c_gen) General Maturity Certificate,0.04778,37,723,0.03222,0.06334
1986,Direct migration background,1st Quintile,(2c_voc) Vocational Maturity Certificate,0.06430,41,723,0.04641,0.08219
1986,Direct migration background,2nd Quintile,(1a) Inadequately completed,0.16011,188,616,0.13113,0.18909
1986,Direct migration background,2nd Quintile,(1b) General Elementary School,0.31697,216,616,0.28019,0.35374
1986,Direct migration background,2nd Quintile,(1c) Basic Vocational Qualification,0.29038,144,616,0.25450,0.32626
1986,Direct migration background,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.09406,32,616,0.07099,0.11714
1986,Direct migration background,2nd Quintile,(2c_gen) General Maturity Certificate,0.04895,36,616,0.03189,0.06600
1986,Direct migration background,3rd Quintile,(1a) Inadequately completed,0.13389,142,447,0.10228,0.16549
1986,Direct migration background,3rd Quintile,(1b) General Elementary School,0.28948,171,447,0.24739,0.33158
1986,Direct migration background,3rd Quintile,(1c) Basic Vocational Qualification,0.35156,134,447,0.30725,0.39587
1986,Direct migration background,4th Quintile,(1a) Inadequately completed,0.14834,127,409,0.11385,0.18283
1986,Direct migration background,4th Quintile,(1b) General Elementary School,0.23499,149,409,0.19385,0.27613
1986,Direct migration background,4th Quintile,(1c) Basic Vocational Qualification,0.34157,133,409,0.29555,0.38758
1986,Direct migration background,5th Quintile,(1a) Inadequately completed,0.05802,50,227,0.02754,0.08850
1986,Direct migration background,5th Quintile,(1b) General Elementary School,0.16019,52,227,0.11237,0.20801
1986,Direct migration background,5th Quintile,(1c) Basic Vocational Qualification,0.27395,87,227,0.21580,0.33210
1986,Direct migration background,5th Quintile,(2) Intermediate General/Vocational Qualification,0.23385,38,227,0.17867,0.28904
1987,No migration background,1st Quintile,(1b) General Elementary School,0.36181,401,1075,0.33307,0.39055
1987,No migration background,1st Quintile,(1c) Basic Vocational Qualification,0.39519,465,1075,0.36596,0.42443
1987,No migration background,1st Quintile,(2) Intermediate General/Vocational Qualification,0.11888,150,1075,0.09952,0.13824
1987,No migration background,1st Quintile,(2c_gen) General Maturity Certificate,0.04426,59,1075,0.03196,0.05657
1987,No migration background,2nd Quintile,(1b) General Elementary School,0.28585,366,1267,0.26096,0.31074
1987,No migration background,2nd Quintile,(1c) Basic Vocational Qualification,0.45303,610,1267,0.42561,0.48045
1987,No migration background,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.16530,220,1267,0.14484,0.18577
1987,No migration background,2nd Quintile,(2c_gen) General Maturity Certificate,0.02503,38,1267,0.01643,0.03364
1987,No migration background,2nd Quintile,(2c_voc) Vocational Maturity Certificate,0.02579,33,1267,0.01705,0.03452
1987,No migration background,3rd Quintile,(0) No qualification (yet),0.01578,33,1454,0.00937,0.02219
1987,No migration background,3rd Quintile,(1b) General Elementary School,0.20958,307,1454,0.18865,0.23050
1987,No migration background,3rd Quintile,(1c) Basic Vocational Qualification,0.45291,664,1454,0.42731,0.47850
1987,No migration background,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.20634,312,1454,0.18553,0.22715
1987,No migration background,3rd Quintile,(2c_gen) General Maturity Certificate,0.02891,45,1454,0.02030,0.03753
1987,No migration background,3rd Quintile,(2c_voc) Vocational Maturity Certificate,0.03989,56,1454,0.02983,0.04995
1987,No migration background,3rd Quintile,(3a) Lower Tertiary Education,0.02420,37,1454,0.01630,0.03210
1987,No migration background,4th Quintile,(0) No qualification (yet),0.01536,32,1601,0.00933,0.02138
1987,No migration background,4th Quintile,(1b) General Elementary School,0.15385,246,1601,0.13617,0.17153
1987,No migration background,4th Quintile,(1c) Basic Vocational Qualification,0.39623,626,1601,0.37226,0.42019
1987,No migration background,4th Quintile,(2) Intermediate General/Vocational Qualification,0.25076,413,1601,0.22953,0.27200
1987,No migration background,4th Quintile,(2c_gen) General Maturity Certificate,0.03329,57,1601,0.02450,0.04209
1987,No migration background,4th Quintile,(2c_voc) Vocational Maturity Certificate,0.04662,70,1601,0.03629,0.05695
1987,No migration background,4th Quintile,(3a) Lower Tertiary Education,0.03079,52,1601,0.02232,0.03925
1987,No migration background,4th Quintile,(3b) Higher Tertiary Education,0.06385,105,1601,0.05187,0.07583
1987,No migration background,5th Quintile,(1b) General Elementary School,0.10354,187,1726,0.08917,0.11792
1987,No migration background,5th Quintile,(1c) Basic Vocational Qualification,0.32358,556,1726,0.30150,0.34566
1987,No migration background,5th Quintile,(2) Intermediate General/Vocational Qualification,0.27679,485,1726,0.25568,0.29791
1987,No migration background,5th Quintile,(2c_gen) General Maturity Certificate,0.02996,57,1726,0.02191,0.03800
1987,No migration background,5th Quintile,(2c_voc) Vocational Maturity Certificate,0.05770,99,1726,0.04669,0.06870
1987,No migration background,5th Quintile,(3a) Lower Tertiary Education,0.06429,107,1726,0.05272,0.07587
1987,No migration background,5th Quintile,(3b) Higher Tertiary Education,0.12785,235,1726,0.11209,0.14360
1987,Direct migration background,1st Quintile,(1a) Inadequately completed,0.22472,232,722,0.19426,0.25519
1987,Direct migration background,1st Quintile,(1b) General Elementary School,0.38048,287,722,0.34504,0.41592
1987,Direct migration background,1st Quintile,(1c) Basic Vocational Qualification,0.20660,131,722,0.17705,0.23616
1987,Direct migration background,1st Quintile,(2c_gen) General Maturity Certificate,0.04728,37,722,0.03179,0.06277
1987,Direct migration background,1st Quintile,(2c_voc) Vocational Maturity Certificate,0.04645,35,722,0.03109,0.06181
1987,Direct migration background,2nd Quintile,(1a) Inadequately completed,0.16724,179,601,0.13738,0.19711
1987,Direct migration background,2nd Quintile,(1b) General Elementary School,0.31539,227,601,0.27820,0.35257
1987,Direct migration background,2nd Quintile,(1c) Basic Vocational Qualification,0.30138,131,601,0.26466,0.33809
1987,Direct migration background,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.08703,32,601,0.06448,0.10959
1987,Direct migration background,2nd Quintile,(2c_gen) General Maturity Certificate,0.04923,32,601,0.03192,0.06655
1987,Direct migration background,3rd Quintile,(1a) Inadequately completed,0.14019,160,490,0.10942,0.17096
1987,Direct migration background,3rd Quintile,(1b) General Elementary School,0.27129,163,490,0.23188,0.31070
1987,Direct migration background,3rd Quintile,(1c) Basic Vocational Qualification,0.31363,135,490,0.27251,0.35476
1987,Direct migration background,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.14227,32,490,0.11131,0.17324
1987,Direct migration background,4th Quintile,(1a) Inadequately completed,0.13897,119,389,0.10455,0.17339
1987,Direct migration background,4th Quintile,(1b) General Elementary School,0.26591,139,389,0.22195,0.30987
1987,Direct migration background,4th Quintile,(1c) Basic Vocational Qualification,0.32212,131,389,0.27562,0.36861
1987,Direct migration background,5th Quintile,(1a) Inadequately completed,0.07438,50,232,0.04054,0.10822
1987,Direct migration background,5th Quintile,(1b) General Elementary School,0.15993,65,232,0.11266,0.20720
1987,Direct migration background,5th Quintile,(1c) Basic Vocational Qualification,0.26376,83,232,0.20694,0.32059
1987,Direct migration background,5th Quintile,(2) Intermediate General/Vocational Qualification,0.23177,34,232,0.17735,0.28618
1988,No migration background,1st Quintile,(1b) General Elementary School,0.36801,387,1007,0.33821,0.39781
1988,No migration background,1st Quintile,(1c) Basic Vocational Qualification,0.38181,431,1007,0.35179,0.41183
1988,No migration background,1st Quintile,(2) Intermediate General/Vocational Qualification,0.12008,139,1007,0.09999,0.14017
1988,No migration background,1st Quintile,(2c_gen) General Maturity Certificate,0.04480,50,1007,0.03201,0.05758
1988,No migration background,2nd Quintile,(1b) General Elementary School,0.27528,336,1225,0.25026,0.30030
1988,No migration background,2nd Quintile,(1c) Basic Vocational Qualification,0.45304,584,1225,0.42515,0.48092
1988,No migration background,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.17085,230,1225,0.14976,0.19193
1988,No migration background,2nd Quintile,(2c_gen) General Maturity Certificate,0.02745,39,1225,0.01830,0.03661
1988,No migration background,2nd Quintile,(2c_voc) Vocational Maturity Certificate,0.02802,36,1225,0.01877,0.03726
1988,No migration background,3rd Quintile,(0) No qualification (yet),0.02007,35,1412,0.01275,0.02738
1988,No migration background,3rd Quintile,(1b) General Elementary School,0.21833,308,1412,0.19677,0.23988
1988,No migration background,3rd Quintile,(1c) Basic Vocational Qualification,0.43173,596,1412,0.40588,0.45757
1988,No migration background,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.20547,292,1412,0.18439,0.22655
1988,No migration background,3rd Quintile,(2c_gen) General Maturity Certificate,0.03334,51,1412,0.02397,0.04270
1988,No migration background,3rd Quintile,(2c_voc) Vocational Maturity Certificate,0.03572,48,1412,0.02603,0.04540
1988,No migration background,3rd Quintile,(3a) Lower Tertiary Education,0.02108,32,1412,0.01359,0.02858
1988,No migration background,3rd Quintile,(3b) Higher Tertiary Education,0.03005,50,1412,0.02114,0.03895
1988,No migration background,4th Quintile,(1b) General Elementary School,0.15459,235,1481,0.13618,0.17301
1988,No migration background,4th Quintile,(1c) Basic Vocational Qualification,0.42374,620,1481,0.39856,0.44892
1988,No migration background,4th Quintile,(2) Intermediate General/Vocational Qualification,0.24094,383,1481,0.21915,0.26273
1988,No migration background,4th Quintile,(2c_gen) General Maturity Certificate,0.03188,50,1481,0.02293,0.04083
1988,No migration background,4th Quintile,(2c_voc) Vocational Maturity Certificate,0.04601,63,1481,0.03534,0.05668
1988,No migration background,4th Quintile,(3a) Lower Tertiary Education,0.02799,43,1481,0.01959,0.03640
1988,No migration background,4th Quintile,(3b) Higher Tertiary Education,0.05643,87,1481,0.04467,0.06819
1988,No migration background,5th Quintile,(1b) General Elementary School,0.08204,142,1628,0.06871,0.09538
1988,No migration background,5th Quintile,(1c) Basic Vocational Qualification,0.33573,541,1628,0.31278,0.35868
1988,No migration background,5th Quintile,(2) Intermediate General/Vocational Qualification,0.28019,466,1628,0.25836,0.30201
1988,No migration background,5th Quintile,(2c_gen) General Maturity Certificate,0.02339,43,1628,0.01604,0.03073
1988,No migration background,5th Quintile,(2c_voc) Vocational Maturity Certificate,0.06763,106,1628,0.05543,0.07983
1988,No migration background,5th Quintile,(3a) Lower Tertiary Education,0.06503,106,1628,0.05305,0.07701
1988,No migration background,5th Quintile,(3b) Higher Tertiary Education,0.13232,224,1628,0.11586,0.14879
1988,Direct migration background,1st Quintile,(1a) Inadequately completed,0.20970,222,695,0.17941,0.23999
1988,Direct migration background,1st Quintile,(1b) General Elementary School,0.36062,284,695,0.32490,0.39635
1988,Direct migration background,1st Quintile,(1c) Basic Vocational Qualification,0.22177,121,695,0.19086,0.25268
1988,Direct migration background,1st Quintile,(2c_gen) General Maturity Certificate,0.06815,37,695,0.04940,0.08690
1988,Direct migration background,1st Quintile,(2c_voc) Vocational Maturity Certificate,0.03860,31,695,0.02427,0.05293
1988,Direct migration background,2nd Quintile,(1a) Inadequately completed,0.15865,160,540,0.12781,0.18950
1988,Direct migration background,2nd Quintile,(1b) General Elementary School,0.33430,223,540,0.29448,0.37413
1988,Direct migration background,2nd Quintile,(1c) Basic Vocational Qualification,0.28374,123,540,0.24568,0.32180
1988,Direct migration background,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.11302,34,540,0.08629,0.13974
1988,Direct migration background,3rd Quintile,(1a) Inadequately completed,0.12280,132,445,0.09227,0.15333
1988,Direct migration background,3rd Quintile,(1b) General Elementary School,0.31361,167,445,0.27045,0.35676
1988,Direct migration background,3rd Quintile,(1c) Basic Vocational Qualification,0.35820,146,445,0.31360,0.40280
1988,Direct migration background,4th Quintile,(1a) Inadequately completed,0.13469,124,425,0.10220,0.16719
1988,Direct migration background,4th Quintile,(1b) General Elementary School,0.21260,131,425,0.17366,0.25155
1988,Direct migration background,4th Quintile,(1c) Basic Vocational Qualification,0.32990,136,425,0.28515,0.37465
1988,Direct migration background,4th Quintile,(2) Intermediate General/Vocational Qualification,0.14881,34,425,0.11493,0.18269
1988,Direct migration background,5th Quintile,(1a) Inadequately completed,0.05235,40,191,0.02068,0.08402
1988,Direct migration background,5th Quintile,(1b) General Elementary School,0.13111,51,191,0.08311,0.17910
1988,Direct migration background,5th Quintile,(1c) Basic Vocational Qualification,0.29570,68,191,0.23081,0.36059
1988,Direct migration background,5th Quintile,(2) Intermediate General/Vocational Qualification,0.22361,32,191,0.16436,0.28285
1989,No migration background,1st Quintile,(1b) General Elementary School,0.35523,354,953,0.32483,0.38563
1989,No migration background,1st Quintile,(1c) Basic Vocational Qualification,0.38862,409,953,0.35765,0.41958
1989,No migration background,1st Quintile,(2) Intermediate General/Vocational Qualification,0.11535,138,953,0.09505,0.13564
1989,No migration background,1st Quintile,(2c_gen) General Maturity Certificate,0.04787,52,953,0.03431,0.06143
1989,No migration background,2nd Quintile,(1b) General Elementary School,0.27131,313,1107,0.24511,0.29752
1989,No migration background,2nd Quintile,(1c) Basic Vocational Qualification,0.44176,532,1107,0.41249,0.47103
1989,No migration background,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.18989,231,1107,0.16677,0.21300
1989,No migration background,2nd Quintile,(2c_gen) General Maturity Certificate,0.02238,31,1107,0.01366,0.03110
1989,No migration background,3rd Quintile,(1b) General Elementary School,0.20387,268,1319,0.18212,0.22562
1989,No migration background,3rd Quintile,(1c) Basic Vocational Qualification,0.44749,596,1319,0.42065,0.47434
1989,No migration background,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.18867,268,1319,0.16755,0.20979
