year,migback,sampreg,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,No migration background,West,(0) No qualification (yet),0.01298,147,7546,0.01043,0.01553
1986,No migration background,West,(1a) Inadequately completed,0.00821,72,7546,0.00618,0.01025
1986,No migration background,West,(1b) General Elementary School,0.18702,1569,7546,0.17822,0.19582
1986,No migration background,West,(1c) Basic Vocational Qualification,0.33586,2956,7546,0.32520,0.34652
1986,No migration background,West,(2) Intermediate General/Vocational Qualification,0.17685,1598,7546,0.16824,0.18546
1986,No migration background,West,(2c_gen) General Maturity Certificate,0.02852,280,7546,0.02476,0.03227
1986,No migration background,West,(2c_voc) Vocational Maturity Certificate,0.03254,289,7546,0.02854,0.03654
1986,No migration background,West,(3a) Lower Tertiary Education,0.02426,224,7546,0.02079,0.02773
1986,No migration background,West,(3b) Higher Tertiary Education,0.04171,411,7546,0.03720,0.04622
1986,Direct migration background,West,(0) No qualification (yet),0.00880,31,2731,0.00530,0.01230
1986,Direct migration background,West,(1a) Inadequately completed,0.14030,758,2731,0.12727,0.15333
1986,Direct migration background,West,(1b) General Elementary School,0.25369,857,2731,0.23737,0.27001
1986,Direct migration background,West,(1c) Basic Vocational Qualification,0.25696,623,2731,0.24057,0.27335
1986,Direct migration background,West,(2) Intermediate General/Vocational Qualification,0.10122,145,2731,0.08990,0.11253
1986,Direct migration background,West,(2c_gen) General Maturity Certificate,0.03629,110,2731,0.02927,0.04330
1986,Direct migration background,West,(2c_voc) Vocational Maturity Certificate,0.04123,119,2731,0.03377,0.04869
1986,Direct migration background,West,(3b) Higher Tertiary Education,0.04424,88,2731,0.03652,0.05195
1986,Indirect migration background,West,(1b) General Elementary School,0.03251,44,85,-0.00542,0.07043
1986,Indirect migration background,West,(1c) Basic Vocational Qualification,0.04254,41,85,-0.00062,0.08570
1987,No migration background,West,(0) No qualification (yet),0.01215,151,7395,0.00965,0.01465
1987,No migration background,West,(1a) Inadequately completed,0.00691,60,7395,0.00502,0.00880
1987,No migration background,West,(1b) General Elementary School,0.18212,1507,7395,0.17332,0.19091
1987,No migration background,West,(1c) Basic Vocational Qualification,0.33932,2922,7395,0.32853,0.35012
1987,No migration background,West,(2) Intermediate General/Vocational Qualification,0.17588,1580,7395,0.16720,0.18456
1987,No migration background,West,(2c_gen) General Maturity Certificate,0.02715,256,7395,0.02344,0.03085
1987,No migration background,West,(2c_voc) Vocational Maturity Certificate,0.03292,281,7395,0.02885,0.03698
1987,No migration background,West,(3a) Lower Tertiary Education,0.02522,224,7395,0.02165,0.02879
1987,No migration background,West,(3b) Higher Tertiary Education,0.04335,414,7395,0.03870,0.04799
1987,Direct migration background,West,(0) No qualification (yet),0.00739,32,2716,0.00417,0.01061
1987,Direct migration background,West,(1a) Inadequately completed,0.14317,740,2716,0.12999,0.15634
1987,Direct migration background,West,(1b) General Elementary School,0.26509,882,2716,0.24849,0.28170
1987,Direct migration background,West,(1c) Basic Vocational Qualification,0.25496,611,2716,0.23857,0.27135
1987,Direct migration background,West,(2) Intermediate General/Vocational Qualification,0.10237,147,2716,0.09096,0.11377
1987,Direct migration background,West,(2c_gen) General Maturity Certificate,0.03580,109,2716,0.02881,0.04278
1987,Direct migration background,West,(2c_voc) Vocational Maturity Certificate,0.04438,119,2716,0.03664,0.05213
1987,Direct migration background,West,(3b) Higher Tertiary Education,0.04021,76,2716,0.03282,0.04760
1987,Indirect migration background,West,(1b) General Elementary School,0.02869,46,126,-0.00057,0.05795
1987,Indirect migration background,West,(1c) Basic Vocational Qualification,0.04732,48,126,0.01010,0.08454
1987,Indirect migration background,West,(2) Intermediate General/Vocational Qualification,0.03036,32,126,0.00028,0.06044
1988,No migration background,West,(0) No qualification (yet),0.01191,125,6992,0.00936,0.01445
1988,No migration background,West,(1a) Inadequately completed,0.00682,56,6992,0.00489,0.00874
1988,No migration background,West,(1b) General Elementary School,0.17776,1408,6992,0.16880,0.18673
1988,No migration background,West,(1c) Basic Vocational Qualification,0.34011,2773,6992,0.32901,0.35122
1988,No migration background,West,(2) Intermediate General/Vocational Qualification,0.17565,1510,6992,0.16673,0.18457
1988,No migration background,West,(2c_gen) General Maturity Certificate,0.02671,233,6992,0.02293,0.03049
1988,No migration background,West,(2c_voc) Vocational Maturity Certificate,0.03434,274,6992,0.03007,0.03861
1988,No migration background,West,(3a) Lower Tertiary Education,0.02493,211,6992,0.02127,0.02858
1988,No migration background,West,(3b) Higher Tertiary Education,0.04503,402,6992,0.04017,0.04989
1988,Direct migration background,West,(1a) Inadequately completed,0.13304,678,2550,0.11986,0.14622
1988,Direct migration background,West,(1b) General Elementary School,0.26023,856,2550,0.24319,0.27726
1988,Direct migration background,West,(1c) Basic Vocational Qualification,0.26885,594,2550,0.25164,0.28606
1988,Direct migration background,West,(2) Intermediate General/Vocational Qualification,0.10825,148,2550,0.09619,0.12032
1988,Direct migration background,West,(2c_gen) General Maturity Certificate,0.03738,99,2550,0.03001,0.04474
1988,Direct migration background,West,(2c_voc) Vocational Maturity Certificate,0.04375,111,2550,0.03581,0.05170
1988,Direct migration background,West,(3b) Higher Tertiary Education,0.03755,64,2550,0.03017,0.04493
1988,Indirect migration background,West,(1b) General Elementary School,0.03957,59,156,0.00888,0.07026
1988,Indirect migration background,West,(1c) Basic Vocational Qualification,0.04790,54,156,0.01428,0.08152
1988,Indirect migration background,West,(2) Intermediate General/Vocational Qualification,0.03572,43,156,0.00650,0.06494
1989,No migration background,West,(0) No qualification (yet),0.01379,121,6725,0.01100,0.01658
1989,No migration background,West,(1a) Inadequately completed,0.00690,57,6725,0.00492,0.00887
1989,No migration background,West,(1b) General Elementary School,0.17234,1303,6725,0.16331,0.18137
1989,No migration background,West,(1c) Basic Vocational Qualification,0.33778,2660,6725,0.32647,0.34908
1989,No migration background,West,(2) Intermediate General/Vocational Qualification,0.17616,1456,6725,0.16705,0.18526
1989,No migration background,West,(2c_gen) General Maturity Certificate,0.02702,233,6725,0.02314,0.03090
1989,No migration background,West,(2c_voc) Vocational Maturity Certificate,0.03663,289,6725,0.03214,0.04111
1989,No migration background,West,(3a) Lower Tertiary Education,0.02570,208,6725,0.02192,0.02948
1989,No migration background,West,(3b) Higher Tertiary Education,0.04749,398,6725,0.04241,0.05258
1989,Direct migration background,West,(1a) Inadequately completed,0.13169,644,2468,0.11834,0.14503
1989,Direct migration background,West,(1b) General Elementary School,0.26812,826,2468,0.25064,0.28560
1989,Direct migration background,West,(1c) Basic Vocational Qualification,0.26261,577,2468,0.24525,0.27998
1989,Direct migration background,West,(2) Intermediate General/Vocational Qualification,0.10752,146,2468,0.09529,0.11974
1989,Direct migration background,West,(2c_gen) General Maturity Certificate,0.03746,101,2468,0.02996,0.04495
1989,Direct migration background,West,(2c_voc) Vocational Maturity Certificate,0.04541,109,2468,0.03720,0.05363
1989,Direct migration background,West,(3b) Higher Tertiary Education,0.04105,65,2468,0.03322,0.04888
1989,Indirect migration background,West,(1b) General Elementary School,0.04846,75,177,0.01674,0.08019
1989,Indirect migration background,West,(1c) Basic Vocational Qualification,0.04362,53,177,0.01344,0.07379
1989,Indirect migration background,West,(2) Intermediate General/Vocational Qualification,0.03642,49,177,0.00874,0.06410
1990,No migration background,West,(0) No qualification (yet),0.01219,101,6543,0.00953,0.01485
1990,No migration background,West,(1a) Inadequately completed,0.00746,58,6543,0.00538,0.00955
1990,No migration background,West,(1b) General Elementary School,0.16627,1242,6543,0.15724,0.17529
1990,No migration background,West,(1c) Basic Vocational Qualification,0.33507,2585,6543,0.32363,0.34651
1990,No migration background,West,(2) Intermediate General/Vocational Qualification,0.17802,1430,6543,0.16875,0.18729
1990,No migration background,West,(2c_gen) General Maturity Certificate,0.02743,227,6543,0.02347,0.03139
1990,No migration background,West,(2c_voc) Vocational Maturity Certificate,0.03781,294,6543,0.03319,0.04244
1990,No migration background,West,(3a) Lower Tertiary Education,0.02608,209,6543,0.02222,0.02995
1990,No migration background,West,(3b) Higher Tertiary Education,0.04972,397,6543,0.04445,0.05499
1990,No migration background,East,(1a) Inadequately completed,0.00626,40,4267,0.00389,0.00863
1990,No migration background,East,(1b) General Elementary School,0.07546,316,4267,0.06753,0.08338
1990,No migration background,East,(1c) Basic Vocational Qualification,0.25427,1275,4267,0.24121,0.26734
1990,No migration background,East,(2) Intermediate General/Vocational Qualification,0.26155,1556,4267,0.24836,0.27474
1990,No migration background,East,(2c_gen) General Maturity Certificate,0.00795,45,4267,0.00528,0.01061
1990,No migration background,East,(2c_voc) Vocational Maturity Certificate,0.01339,80,4267,0.00994,0.01684
1990,No migration background,East,(3a) Lower Tertiary Education,0.10695,636,4267,0.09767,0.11622
1990,No migration background,East,(3b) Higher Tertiary Education,0.05310,319,4267,0.04638,0.05983
1990,Direct migration background,West,(1a) Inadequately completed,0.13237,609,2393,0.11879,0.14595
1990,Direct migration background,West,(1b) General Elementary School,0.26885,810,2393,0.25108,0.28662
1990,Direct migration background,West,(1c) Basic Vocational Qualification,0.26271,567,2393,0.24508,0.28035
1990,Direct migration background,West,(2) Intermediate General/Vocational Qualification,0.11022,144,2393,0.09767,0.12277
1990,Direct migration background,West,(2c_gen) General Maturity Certificate,0.03526,90,2393,0.02787,0.04265
1990,Direct migration background,West,(2c_voc) Vocational Maturity Certificate,0.04603,109,2393,0.03763,0.05443
1990,Direct migration background,West,(3b) Higher Tertiary Education,0.04283,64,2393,0.03472,0.05094
1990,Direct migration background,East,(1c) Basic Vocational Qualification,0.44543,65,65,0.32366,0.56719
1990,Indirect migration background,West,(0) No qualification (yet),0.02479,34,229,0.00461,0.04498
1990,Indirect migration background,West,(1b) General Elementary School,0.05360,87,229,0.02436,0.08283
1990,Indirect migration background,West,(1c) Basic Vocational Qualification,0.04256,57,229,0.01635,0.06876
1990,Indirect migration background,West,(2) Intermediate General/Vocational Qualification,0.03898,51,229,0.01386,0.06410
1991,No migration background,West,(0) No qualification (yet),0.01151,100,6517,0.00892,0.01410
1991,No migration background,West,(1a) Inadequately completed,0.00742,61,6517,0.00534,0.00950
1991,No migration background,West,(1b) General Elementary School,0.15914,1185,6517,0.15026,0.16802
1991,No migration background,West,(1c) Basic Vocational Qualification,0.32889,2559,6517,0.31748,0.34030
1991,No migration background,West,(2) Intermediate General/Vocational Qualification,0.17939,1442,6517,0.17008,0.18871
1991,No migration background,West,(2c_gen) General Maturity Certificate,0.02681,229,6517,0.02289,0.03074
1991,No migration background,West,(2c_voc) Vocational Maturity Certificate,0.03938,308,6517,0.03466,0.04410
1991,No migration background,West,(3a) Lower Tertiary Education,0.02844,224,6517,0.02440,0.03247
1991,No migration background,West,(3b) Higher Tertiary Education,0.05300,409,6517,0.04756,0.05844
1991,No migration background,East,(1a) Inadequately completed,0.00816,50,3973,0.00537,0.01096
1991,No migration background,East,(1b) General Elementary School,0.07373,273,3973,0.06560,0.08186
1991,No migration background,East,(1c) Basic Vocational Qualification,0.25904,1145,3973,0.24542,0.27267
1991,No migration background,East,(2) Intermediate General/Vocational Qualification,0.27278,1477,3973,0.25893,0.28663
1991,No migration background,East,(2c_gen) General Maturity Certificate,0.00672,40,3973,0.00418,0.00926
1991,No migration background,East,(2c_voc) Vocational Maturity Certificate,0.01313,71,3973,0.00959,0.01667
1991,No migration background,East,(3a) Lower Tertiary Education,0.11329,615,3973,0.10344,0.12315
1991,No migration background,East,(3b) Higher Tertiary Education,0.05582,302,3973,0.04868,0.06296
1991,Direct migration background,West,(1a) Inadequately completed,0.13527,593,2352,0.12145,0.14910
1991,Direct migration background,West,(1b) General Elementary School,0.26846,778,2352,0.25055,0.28637
1991,Direct migration background,West,(1c) Basic Vocational Qualification,0.26206,572,2352,0.24428,0.27984
1991,Direct migration background,West,(2) Intermediate General/Vocational Qualification,0.11353,148,2352,0.10071,0.12635
1991,Direct migration background,West,(2c_gen) General Maturity Certificate,0.03275,88,2352,0.02555,0.03994
1991,Direct migration background,West,(2c_voc) Vocational Maturity Certificate,0.05002,111,2352,0.04121,0.05884
1991,Direct migration background,West,(3b) Higher Tertiary Education,0.04261,62,2352,0.03445,0.05078
1991,Direct migration background,East,(1c) Basic Vocational Qualification,0.43177,63,63,0.30848,0.55507
1991,Indirect migration background,West,(0) No qualification (yet),0.02008,34,263,0.00310,0.03707
1991,Indirect migration background,West,(1b) General Elementary School,0.05768,98,263,0.02945,0.08591
1991,Indirect migration background,West,(1c) Basic Vocational Qualification,0.04752,67,263,0.02176,0.07328
1991,Indirect migration background,West,(2) Intermediate General/Vocational Qualification,0.04273,64,263,0.01824,0.06721
1992,No migration background,West,(0) No qualification (yet),0.01003,87,6423,0.00759,0.01247
1992,No migration background,West,(1a) Inadequately completed,0.00740,64,6423,0.00530,0.00949
1992,No migration background,West,(1b) General Elementary School,0.15246,1120,6423,0.14366,0.16125
1992,No migration background,West,(1c) Basic Vocational Qualification,0.32515,2510,6423,0.31370,0.33661
1992,No migration background,West,(2) Intermediate General/Vocational Qualification,0.18086,1459,6423,0.17144,0.19027
1992,No migration background,West,(2c_gen) General Maturity Certificate,0.02767,217,6423,0.02366,0.03169
1992,No migration background,West,(2c_voc) Vocational Maturity Certificate,0.04048,323,6423,0.03566,0.04530
1992,No migration background,West,(3a) Lower Tertiary Education,0.02920,232,6423,0.02509,0.03332
1992,No migration background,West,(3b) Higher Tertiary Education,0.05371,411,6423,0.04820,0.05923
1992,No migration background,East,(1a) Inadequately completed,0.01046,62,3797,0.00723,0.01370
1992,No migration background,East,(1b) General Elementary School,0.07143,262,3797,0.06324,0.07962
1992,No migration background,East,(1c) Basic Vocational Qualification,0.26016,1077,3797,0.24621,0.27412
1992,No migration background,East,(2) Intermediate General/Vocational Qualification,0.27434,1407,3797,0.26014,0.28853
1992,No migration background,East,(2c_gen) General Maturity Certificate,0.00707,43,3797,0.00441,0.00974
1992,No migration background,East,(2c_voc) Vocational Maturity Certificate,0.01300,68,3797,0.00939,0.01660
1992,No migration background,East,(3a) Lower Tertiary Education,0.11378,587,3797,0.10368,0.12388
1992,No migration background,East,(3b) Higher Tertiary Education,0.05763,291,3797,0.05022,0.06504
1992,Direct migration background,West,(1a) Inadequately completed,0.14001,569,2282,0.12577,0.15425
1992,Direct migration background,West,(1b) General Elementary School,0.27430,752,2282,0.25599,0.29261
1992,Direct migration background,West,(1c) Basic Vocational Qualification,0.26472,555,2282,0.24661,0.28282
1992,Direct migration background,West,(2) Intermediate General/Vocational Qualification,0.10560,139,2282,0.09298,0.11821
1992,Direct migration background,West,(2c_gen) General Maturity Certificate,0.03393,92,2282,0.02650,0.04135
1992,Direct migration background,West,(2c_voc) Vocational Maturity Certificate,0.05687,110,2282,0.04737,0.06638
1992,Direct migration background,West,(3b) Higher Tertiary Education,0.04746,65,2282,0.03873,0.05618
1992,Direct migration background,East,(1c) Basic Vocational Qualification,0.41729,63,63,0.29454,0.54003
1992,Indirect migration background,West,(0) No qualification (yet),0.02968,46,305,0.01061,0.04876
1992,Indirect migration background,West,(1b) General Elementary School,0.07321,119,305,0.04392,0.10249
1992,Indirect migration background,West,(1c) Basic Vocational Qualification,0.03986,65,305,0.01787,0.06186
1992,Indirect migration background,West,(2) Intermediate General/Vocational Qualification,0.06139,75,305,0.03441,0.08837
1993,No migration background,West,(0) No qualification (yet),0.00870,72,6355,0.00642,0.01099
1993,No migration background,West,(1a) Inadequately completed,0.00797,65,6355,0.00579,0.01016
1993,No migration background,West,(1b) General Elementary School,0.14892,1080,6355,0.14017,0.15767
1993,No migration background,West,(1c) Basic Vocational Qualification,0.32235,2464,6355,0.31086,0.33385
1993,No migration background,West,(2) Intermediate General/Vocational Qualification,0.18342,1470,6355,0.17390,0.19293
1993,No migration background,West,(2c_gen) General Maturity Certificate,0.02625,221,6355,0.02232,0.03018
1993,No migration background,West,(2c_voc) Vocational Maturity Certificate,0.04098,322,6355,0.03611,0.04586
1993,No migration background,West,(3a) Lower Tertiary Education,0.03100,245,6355,0.02674,0.03526
1993,No migration background,West,(3b) Higher Tertiary Education,0.05501,416,6355,0.04940,0.06061
1993,No migration background,East,(1a) Inadequately completed,0.01271,74,3657,0.00907,0.01634
1993,No migration background,East,(1b) General Elementary School,0.06733,242,3657,0.05920,0.07545
1993,No migration background,East,(1c) Basic Vocational Qualification,0.25266,1012,3657,0.23857,0.26674
1993,No migration background,East,(2) Intermediate General/Vocational Qualification,0.27800,1370,3657,0.26348,0.29253
1993,No migration background,East,(2c_gen) General Maturity Certificate,0.00800,50,3657,0.00511,0.01089
1993,No migration background,East,(2c_voc) Vocational Maturity Certificate,0.01379,70,3657,0.01001,0.01757
1993,No migration background,East,(3a) Lower Tertiary Education,0.11403,556,3657,0.10373,0.12434
1993,No migration background,East,(3b) Higher Tertiary Education,0.05987,283,3657,0.05218,0.06756
1993,Direct migration background,West,(1a) Inadequately completed,0.14516,556,2226,0.13052,0.15979
1993,Direct migration background,West,(1b) General Elementary School,0.26307,723,2226,0.24477,0.28136
1993,Direct migration background,West,(1c) Basic Vocational Qualification,0.27079,548,2226,0.25233,0.28925
1993,Direct migration background,West,(2) Intermediate General/Vocational Qualification,0.09987,132,2226,0.08741,0.11233
1993,Direct migration background,West,(2c_gen) General Maturity Certificate,0.03781,92,2226,0.02989,0.04574
1993,Direct migration background,West,(2c_voc) Vocational Maturity Certificate,0.05546,105,2226,0.04595,0.06498
1993,Direct migration background,West,(3b) Higher Tertiary Education,0.05683,70,2226,0.04721,0.06645
1993,Direct migration background,East,(1c) Basic Vocational Qualification,0.44662,62,62,0.32186,0.57137
1993,Indirect migration background,West,(0) No qualification (yet),0.03887,45,378,0.01936,0.05838
1993,Indirect migration background,West,(1b) General Elementary School,0.07958,124,378,0.05226,0.10690
1993,Indirect migration background,West,(1c) Basic Vocational Qualification,0.05113,77,378,0.02889,0.07336
1993,Indirect migration background,West,(2) Intermediate General/Vocational Qualification,0.07620,98,378,0.04941,0.10298
1993,Indirect migration background,West,(2c_gen) General Maturity Certificate,0.02152,34,378,0.00687,0.03617
1994,No migration background,West,(0) No qualification (yet),0.01045,87,6289,0.00794,0.01296
1994,No migration background,West,(1a) Inadequately completed,0.00747,59,6289,0.00535,0.00960
1994,No migration background,West,(1b) General Elementary School,0.14262,1028,6289,0.13398,0.15127
1994,No migration background,West,(1c) Basic Vocational Qualification,0.32024,2414,6289,0.30871,0.33178
1994,No migration background,West,(2) Intermediate General/Vocational Qualification,0.18215,1454,6289,0.17261,0.19169
1994,No migration background,West,(2c_gen) General Maturity Certificate,0.02626,220,6289,0.02231,0.03021
1994,No migration background,West,(2c_voc) Vocational Maturity Certificate,0.04118,329,6289,0.03627,0.04609
1994,No migration background,West,(3a) Lower Tertiary Education,0.03352,262,6289,0.02907,0.03797
1994,No migration background,West,(3b) Higher Tertiary Education,0.05769,436,6289,0.05192,0.06345
1994,No migration background,East,(0) No qualification (yet),0.00684,45,3594,0.00415,0.00954
1994,No migration background,East,(1a) Inadequately completed,0.00862,48,3594,0.00560,0.01164
1994,No migration background,East,(1b) General Elementary School,0.06578,230,3594,0.05767,0.07388
1994,No migration background,East,(1c) Basic Vocational Qualification,0.25191,971,3594,0.23771,0.26610
1994,No migration background,East,(2) Intermediate General/Vocational Qualification,0.27803,1345,3594,0.26338,0.29268
1994,No migration background,East,(2c_gen) General Maturity Certificate,0.00899,58,3594,0.00591,0.01208
1994,No migration background,East,(2c_voc) Vocational Maturity Certificate,0.01554,75,3594,0.01149,0.01958
1994,No migration background,East,(3a) Lower Tertiary Education,0.11294,538,3594,0.10259,0.12329
1994,No migration background,East,(3b) Higher Tertiary Education,0.06214,284,3594,0.05425,0.07003
1994,Direct migration background,West,(1a) Inadequately completed,0.14367,517,2073,0.12857,0.15878
1994,Direct migration background,West,(1b) General Elementary School,0.25212,660,2073,0.23342,0.27081
1994,Direct migration background,West,(1c) Basic Vocational Qualification,0.27655,527,2073,0.25729,0.29581
1994,Direct migration background,West,(2) Intermediate General/Vocational Qualification,0.09417,119,2073,0.08160,0.10675
1994,Direct migration background,West,(2c_gen) General Maturity Certificate,0.04225,91,2073,0.03359,0.05092
1994,Direct migration background,West,(2c_voc) Vocational Maturity Certificate,0.05413,97,2073,0.04439,0.06388
1994,Direct migration background,West,(3b) Higher Tertiary Education,0.05925,62,2073,0.04909,0.06942
1994,Direct migration background,East,(1c) Basic Vocational Qualification,0.41700,64,64,0.29525,0.53876
1994,Indirect migration background,West,(0) No qualification (yet),0.05456,58,385,0.03185,0.07728
1994,Indirect migration background,West,(1b) General Elementary School,0.07779,115,385,0.05100,0.10458
1994,Indirect migration background,West,(1c) Basic Vocational Qualification,0.04832,81,385,0.02687,0.06977
1994,Indirect migration background,West,(2) Intermediate General/Vocational Qualification,0.07439,100,385,0.04815,0.10064
1994,Indirect migration background,West,(2c_gen) General Maturity Certificate,0.01964,31,385,0.00576,0.03352
1995,No migration background,West,(0) No qualification (yet),0.01214,104,6341,0.00944,0.01483
1995,No migration background,West,(1a) Inadequately completed,0.00589,49,6341,0.00401,0.00777
1995,No migration background,West,(1b) General Elementary School,0.13825,979,6341,0.12975,0.14674
1995,No migration background,West,(1c) Basic Vocational Qualification,0.31664,2388,6341,0.30519,0.32809
1995,No migration background,West,(2) Intermediate General/Vocational Qualification,0.18278,1527,6341,0.17327,0.19230
1995,No migration background,West,(2c_gen) General Maturity Certificate,0.02444,206,6341,0.02064,0.02824
1995,No migration background,West,(2c_voc) Vocational Maturity Certificate,0.04345,339,6341,0.03843,0.04846
1995,No migration background,West,(3a) Lower Tertiary Education,0.03651,289,6341,0.03189,0.04112
1995,No migration background,West,(3b) Higher Tertiary Education,0.06014,460,6341,0.05429,0.06600
1995,No migration background,East,(0) No qualification (yet),0.01017,71,3509,0.00685,0.01349
1995,No migration background,East,(1a) Inadequately completed,0.00658,35,3509,0.00391,0.00926
1995,No migration background,East,(1b) General Elementary School,0.06343,216,3509,0.05536,0.07149
1995,No migration background,East,(1c) Basic Vocational Qualification,0.25427,926,3509,0.23986,0.26868
1995,No migration background,East,(2) Intermediate General/Vocational Qualification,0.27451,1313,3509,0.25974,0.28927
1995,No migration background,East,(2c_gen) General Maturity Certificate,0.01306,74,3509,0.00930,0.01681
1995,No migration background,East,(2c_voc) Vocational Maturity Certificate,0.01658,74,3509,0.01235,0.02080
1995,No migration background,East,(3a) Lower Tertiary Education,0.11324,521,3509,0.10275,0.12372
1995,No migration background,East,(3b) Higher Tertiary Education,0.06452,279,3509,0.05639,0.07265
1995,Direct migration background,West,(0) No qualification (yet),0.01588,35,2473,0.01095,0.02081
1995,Direct migration background,West,(1a) Inadequately completed,0.10386,514,2473,0.09183,0.11589
1995,Direct migration background,West,(1b) General Elementary School,0.21914,727,2473,0.20283,0.23545
1995,Direct migration background,West,(1c) Basic Vocational Qualification,0.24181,617,2473,0.22493,0.25869
1995,Direct migration background,West,(2) Intermediate General/Vocational Qualification,0.08174,142,2473,0.07094,0.09254
1995,Direct migration background,West,(2c_gen) General Maturity Certificate,0.05683,144,2473,0.04770,0.06595
1995,Direct migration background,West,(2c_voc) Vocational Maturity Certificate,0.07093,165,2473,0.06081,0.08105
1995,Direct migration background,West,(3b) Higher Tertiary Education,0.08649,129,2473,0.07541,0.09757
1995,Direct migration background,East,(1c) Basic Vocational Qualification,0.43387,65,65,0.31244,0.55529
1995,Indirect migration background,West,(0) No qualification (yet),0.04180,51,391,0.02194,0.06167
1995,Indirect migration background,West,(1b) General Elementary School,0.06873,104,391,0.04362,0.09384
1995,Indirect migration background,West,(1c) Basic Vocational Qualification,0.05191,89,391,0.02989,0.07393
1995,Indirect migration background,West,(2) Intermediate General/Vocational Qualification,0.07820,106,391,0.05155,0.10485
1995,Indirect migration background,West,(2c_gen) General Maturity Certificate,0.02948,41,391,0.01269,0.04626
1996,No migration background,West,(0) No qualification (yet),0.01428,119,6259,0.01134,0.01722
1996,No migration background,West,(1a) Inadequately completed,0.00647,47,6259,0.00449,0.00846
1996,No migration background,West,(1b) General Elementary School,0.13258,935,6259,0.12418,0.14098
1996,No migration background,West,(1c) Basic Vocational Qualification,0.31792,2348,6259,0.30638,0.32946
1996,No migration background,West,(2) Intermediate General/Vocational Qualification,0.18449,1529,6259,0.17488,0.19410
1996,No migration background,West,(2c_gen) General Maturity Certificate,0.02211,181,6259,0.01847,0.02576
1996,No migration background,West,(2c_voc) Vocational Maturity Certificate,0.04683,343,6259,0.04159,0.05206
