year,migback,regtyp,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,No migration background,Urban regions,(2c_gen) General Maturity Certificate,0.03002,196,5311,0.02543,0.03461
1988,No migration background,Urban regions,(2c_voc) Vocational Maturity Certificate,0.03875,231,5311,0.03356,0.04394
1988,No migration background,Urban regions,(3a) Lower Tertiary Education,0.02700,169,5311,0.02264,0.03136
1988,No migration background,Urban regions,(3b) Higher Tertiary Education,0.05081,340,5311,0.04490,0.05671
1988,No migration background,Rural regions,(1b) General Elementary School,0.21091,417,1644,0.19118,0.23063
1988,No migration background,Rural regions,(1c) Basic Vocational Qualification,0.34850,705,1644,0.32546,0.37154
1988,No migration background,Rural regions,(2) Intermediate General/Vocational Qualification,0.15852,338,1644,0.14086,0.17618
1988,No migration background,Rural regions,(2c_gen) General Maturity Certificate,0.01695,37,1644,0.01071,0.02319
1988,No migration background,Rural regions,(2c_voc) Vocational Maturity Certificate,0.02134,43,1644,0.01435,0.02832
1988,No migration background,Rural regions,(3a) Lower Tertiary Education,0.01880,42,1644,0.01223,0.02537
1988,No migration background,Rural regions,(3b) Higher Tertiary Education,0.02798,62,1644,0.02001,0.03596
1988,Direct migration background,Urban regions,(1a) Inadequately completed,0.13926,603,2226,0.12488,0.15365
1988,Direct migration background,Urban regions,(1b) General Elementary School,0.25486,742,2226,0.23676,0.27297
1988,Direct migration background,Urban regions,(1c) Basic Vocational Qualification,0.26894,506,2226,0.25052,0.28737
1988,Direct migration background,Urban regions,(2) Intermediate General/Vocational Qualification,0.10055,121,2226,0.08805,0.11304
1988,Direct migration background,Urban regions,(2c_gen) General Maturity Certificate,0.03866,93,2226,0.03065,0.04667
1988,Direct migration background,Urban regions,(2c_voc) Vocational Maturity Certificate,0.04812,102,2226,0.03922,0.05701
1988,Direct migration background,Urban regions,(3b) Higher Tertiary Education,0.04164,59,2226,0.03334,0.04994
1988,Direct migration background,Rural regions,(1a) Inadequately completed,0.09692,75,277,0.06201,0.13182
1988,Direct migration background,Rural regions,(1b) General Elementary School,0.29136,114,277,0.23775,0.34496
1988,Direct migration background,Rural regions,(1c) Basic Vocational Qualification,0.26829,88,277,0.21602,0.32056
1988,Indirect migration background,Urban regions,(1b) General Elementary School,0.04549,54,134,0.01008,0.08091
1988,Indirect migration background,Urban regions,(1c) Basic Vocational Qualification,0.04418,44,134,0.00926,0.07911
1988,Indirect migration background,Urban regions,(2) Intermediate General/Vocational Qualification,0.03574,36,134,0.00419,0.06729
1989,No migration background,Urban regions,(0) No qualification (yet),0.01428,96,5135,0.01103,0.01752
1989,No migration background,Urban regions,(1a) Inadequately completed,0.00644,42,5135,0.00425,0.00862
1989,No migration background,Urban regions,(1b) General Elementary School,0.16232,926,5135,0.15223,0.17240
1989,No migration background,Urban regions,(1c) Basic Vocational Qualification,0.33273,1985,5135,0.31984,0.34562
1989,No migration background,Urban regions,(2) Intermediate General/Vocational Qualification,0.18337,1136,5135,0.17279,0.19396
1989,No migration background,Urban regions,(2c_gen) General Maturity Certificate,0.03056,198,5135,0.02585,0.03526
1989,No migration background,Urban regions,(2c_voc) Vocational Maturity Certificate,0.04142,244,5135,0.03597,0.04687
1989,No migration background,Urban regions,(3a) Lower Tertiary Education,0.02760,169,5135,0.02312,0.03208
1989,No migration background,Urban regions,(3b) Higher Tertiary Education,0.05307,339,5135,0.04694,0.05921
1989,No migration background,Rural regions,(1b) General Elementary School,0.20278,377,1550,0.18276,0.22280
1989,No migration background,Rural regions,(1c) Basic Vocational Qualification,0.35311,675,1550,0.32931,0.37691
1989,No migration background,Rural regions,(2) Intermediate General/Vocational Qualification,0.15424,320,1550,0.13625,0.17222
1989,No migration background,Rural regions,(2c_gen) General Maturity Certificate,0.01628,35,1550,0.00998,0.02258
1989,No migration background,Rural regions,(2c_voc) Vocational Maturity Certificate,0.02207,45,1550,0.01475,0.02939
1989,No migration background,Rural regions,(3a) Lower Tertiary Education,0.01991,39,1550,0.01296,0.02687
1989,No migration background,Rural regions,(3b) Higher Tertiary Education,0.03054,59,1550,0.02197,0.03911
1989,Direct migration background,Urban regions,(1a) Inadequately completed,0.13758,577,2160,0.12305,0.15211
1989,Direct migration background,Urban regions,(1b) General Elementary School,0.26397,715,2160,0.24537,0.28256
1989,Direct migration background,Urban regions,(1c) Basic Vocational Qualification,0.26201,494,2160,0.24346,0.28056
1989,Direct migration background,Urban regions,(2) Intermediate General/Vocational Qualification,0.09981,120,2160,0.08717,0.11245
1989,Direct migration background,Urban regions,(2c_gen) General Maturity Certificate,0.03885,96,2160,0.03070,0.04700
1989,Direct migration background,Urban regions,(2c_voc) Vocational Maturity Certificate,0.05036,100,2160,0.04114,0.05959
1989,Direct migration background,Urban regions,(3b) Higher Tertiary Education,0.04101,58,2160,0.03264,0.04937
1989,Direct migration background,Rural regions,(1a) Inadequately completed,0.09828,67,261,0.06210,0.13447
1989,Direct migration background,Rural regions,(1b) General Elementary School,0.29168,111,261,0.23643,0.34693
1989,Direct migration background,Rural regions,(1c) Basic Vocational Qualification,0.26602,83,261,0.21231,0.31973
1989,Indirect migration background,Urban regions,(1b) General Elementary School,0.05169,66,152,0.01638,0.08701
1989,Indirect migration background,Urban regions,(1c) Basic Vocational Qualification,0.03941,43,152,0.00838,0.07044
1989,Indirect migration background,Urban regions,(2) Intermediate General/Vocational Qualification,0.03659,43,152,0.00664,0.06653
1990,No migration background,Urban regions,(0) No qualification (yet),0.01053,76,6375,0.00802,0.01303
1990,No migration background,Urban regions,(1a) Inadequately completed,0.00671,51,6375,0.00471,0.00872
1990,No migration background,Urban regions,(1b) General Elementary School,0.14565,979,6375,0.13699,0.15431
1990,No migration background,Urban regions,(1c) Basic Vocational Qualification,0.31588,2294,6375,0.30447,0.32729
1990,No migration background,Urban regions,(2) Intermediate General/Vocational Qualification,0.19222,1602,6375,0.18254,0.20189
1990,No migration background,Urban regions,(2c_gen) General Maturity Certificate,0.02797,206,6375,0.02393,0.03202
1990,No migration background,Urban regions,(2c_voc) Vocational Maturity Certificate,0.03928,280,6375,0.03451,0.04405
1990,No migration background,Urban regions,(3a) Lower Tertiary Education,0.03855,388,6375,0.03382,0.04327
1990,No migration background,Urban regions,(3b) Higher Tertiary Education,0.05886,499,6375,0.05308,0.06463
1990,No migration background,Rural regions,(1a) Inadequately completed,0.00824,47,4324,0.00554,0.01093
1990,No migration background,Rural regions,(1b) General Elementary School,0.14685,575,4324,0.13630,0.15741
1990,No migration background,Rural regions,(1c) Basic Vocational Qualification,0.31980,1542,4324,0.30590,0.33370
1990,No migration background,Rural regions,(2) Intermediate General/Vocational Qualification,0.20541,1346,4324,0.19336,0.21745
1990,No migration background,Rural regions,(2c_gen) General Maturity Certificate,0.01348,66,4324,0.01004,0.01691
1990,No migration background,Rural regions,(2c_voc) Vocational Maturity Certificate,0.01856,93,4324,0.01453,0.02258
1990,No migration background,Rural regions,(3a) Lower Tertiary Education,0.05565,446,4324,0.04882,0.06249
1990,No migration background,Rural regions,(3b) Higher Tertiary Education,0.03364,209,4324,0.02827,0.03901
1990,Direct migration background,Urban regions,(1a) Inadequately completed,0.13502,546,2126,0.12049,0.14955
1990,Direct migration background,Urban regions,(1b) General Elementary School,0.25970,701,2126,0.24106,0.27834
1990,Direct migration background,Urban regions,(1c) Basic Vocational Qualification,0.26779,504,2126,0.24896,0.28662
1990,Direct migration background,Urban regions,(2) Intermediate General/Vocational Qualification,0.10012,122,2126,0.08736,0.11289
1990,Direct migration background,Urban regions,(2c_gen) General Maturity Certificate,0.03630,85,2126,0.02835,0.04426
1990,Direct migration background,Urban regions,(2c_voc) Vocational Maturity Certificate,0.05129,102,2126,0.04191,0.06067
1990,Direct migration background,Urban regions,(3b) Higher Tertiary Education,0.04678,66,2126,0.03780,0.05576
1990,Direct migration background,Rural regions,(1a) Inadequately completed,0.08144,67,358,0.05307,0.10981
1990,Direct migration background,Rural regions,(1b) General Elementary School,0.24612,123,358,0.20144,0.29080
1990,Direct migration background,Rural regions,(1c) Basic Vocational Qualification,0.31059,128,358,0.26259,0.35859
1990,Direct migration background,Rural regions,(2) Intermediate General/Vocational Qualification,0.15504,40,358,0.11750,0.19259
1990,Indirect migration background,Urban regions,(0) No qualification (yet),0.02589,33,198,0.00371,0.04807
1990,Indirect migration background,Urban regions,(1b) General Elementary School,0.05458,75,198,0.02286,0.08631
1990,Indirect migration background,Urban regions,(1c) Basic Vocational Qualification,0.03523,44,198,0.00948,0.06097
1990,Indirect migration background,Urban regions,(2) Intermediate General/Vocational Qualification,0.03946,46,198,0.01228,0.06665
1991,No migration background,Urban regions,(0) No qualification (yet),0.00931,70,6175,0.00692,0.01171
1991,No migration background,Urban regions,(1a) Inadequately completed,0.00684,57,6175,0.00479,0.00890
1991,No migration background,Urban regions,(1b) General Elementary School,0.13897,904,6175,0.13034,0.14760
1991,No migration background,Urban regions,(1c) Basic Vocational Qualification,0.31169,2218,6175,0.30014,0.32325
1991,No migration background,Urban regions,(2) Intermediate General/Vocational Qualification,0.19568,1562,6175,0.18578,0.20557
1991,No migration background,Urban regions,(2c_gen) General Maturity Certificate,0.02628,197,6175,0.02229,0.03027
1991,No migration background,Urban regions,(2c_voc) Vocational Maturity Certificate,0.04124,285,6175,0.03628,0.04620
1991,No migration background,Urban regions,(3a) Lower Tertiary Education,0.04199,386,6175,0.03699,0.04699
1991,No migration background,Urban regions,(3b) Higher Tertiary Education,0.06198,496,6175,0.05596,0.06799
1991,No migration background,Rural regions,(1a) Inadequately completed,0.00900,53,4196,0.00615,0.01186
1991,No migration background,Rural regions,(1b) General Elementary School,0.14193,549,4196,0.13137,0.15249
1991,No migration background,Rural regions,(1c) Basic Vocational Qualification,0.31780,1466,4196,0.30371,0.33189
1991,No migration background,Rural regions,(2) Intermediate General/Vocational Qualification,0.20879,1316,4196,0.19649,0.22109
1991,No migration background,Rural regions,(2c_gen) General Maturity Certificate,0.01460,71,4196,0.01097,0.01823
1991,No migration background,Rural regions,(2c_voc) Vocational Maturity Certificate,0.01850,93,4196,0.01443,0.02258
1991,No migration background,Rural regions,(3a) Lower Tertiary Education,0.05839,441,4196,0.05129,0.06548
1991,No migration background,Rural regions,(3b) Higher Tertiary Education,0.03741,207,4196,0.03167,0.04315
1991,Direct migration background,Urban regions,(1a) Inadequately completed,0.13742,530,2118,0.12276,0.15209
1991,Direct migration background,Urban regions,(1b) General Elementary School,0.25577,673,2118,0.23718,0.27435
1991,Direct migration background,Urban regions,(1c) Basic Vocational Qualification,0.26495,503,2118,0.24615,0.28375
1991,Direct migration background,Urban regions,(2) Intermediate General/Vocational Qualification,0.10445,126,2118,0.09142,0.11748
1991,Direct migration background,Urban regions,(2c_gen) General Maturity Certificate,0.03424,85,2118,0.02650,0.04199
1991,Direct migration background,Urban regions,(2c_voc) Vocational Maturity Certificate,0.05511,104,2118,0.04538,0.06483
1991,Direct migration background,Urban regions,(3a) Lower Tertiary Education,0.03276,33,2118,0.02518,0.04034
1991,Direct migration background,Urban regions,(3b) Higher Tertiary Education,0.04665,64,2118,0.03766,0.05563
1991,Direct migration background,Rural regions,(1a) Inadequately completed,0.08196,67,357,0.05347,0.11046
1991,Direct migration background,Rural regions,(1b) General Elementary School,0.25221,119,357,0.20709,0.29732
1991,Direct migration background,Rural regions,(1c) Basic Vocational Qualification,0.32108,132,357,0.27258,0.36958
1991,Direct migration background,Rural regions,(2) Intermediate General/Vocational Qualification,0.15315,39,357,0.11574,0.19056
1991,Indirect migration background,Urban regions,(0) No qualification (yet),0.02264,33,229,0.00333,0.04195
1991,Indirect migration background,Urban regions,(1b) General Elementary School,0.05889,85,229,0.02833,0.08945
1991,Indirect migration background,Urban regions,(1c) Basic Vocational Qualification,0.03924,52,229,0.01404,0.06444
1991,Indirect migration background,Urban regions,(2) Intermediate General/Vocational Qualification,0.04481,59,229,0.01796,0.07167
1992,No migration background,Urban regions,(0) No qualification (yet),0.00851,66,6088,0.00620,0.01082
1992,No migration background,Urban regions,(1a) Inadequately completed,0.00670,59,6088,0.00465,0.00874
1992,No migration background,Urban regions,(1b) General Elementary School,0.13337,862,6088,0.12483,0.14191
1992,No migration background,Urban regions,(1c) Basic Vocational Qualification,0.30918,2180,6088,0.29757,0.32080
1992,No migration background,Urban regions,(2) Intermediate General/Vocational Qualification,0.19539,1544,6088,0.18543,0.20535
1992,No migration background,Urban regions,(2c_gen) General Maturity Certificate,0.02725,191,6088,0.02316,0.03134
1992,No migration background,Urban regions,(2c_voc) Vocational Maturity Certificate,0.04163,293,6088,0.03661,0.04665
1992,No migration background,Urban regions,(3a) Lower Tertiary Education,0.04383,395,6088,0.03869,0.04897
1992,No migration background,Urban regions,(3b) Higher Tertiary Education,0.06358,498,6088,0.05745,0.06971
1992,No migration background,Rural regions,(1a) Inadequately completed,0.01088,66,3994,0.00766,0.01409
1992,No migration background,Rural regions,(1b) General Elementary School,0.13783,515,3994,0.12714,0.14852
1992,No migration background,Rural regions,(1c) Basic Vocational Qualification,0.31602,1381,3994,0.30160,0.33045
1992,No migration background,Rural regions,(2) Intermediate General/Vocational Qualification,0.21310,1270,3994,0.20039,0.22580
1992,No migration background,Rural regions,(2c_gen) General Maturity Certificate,0.01484,67,3994,0.01109,0.01859
1992,No migration background,Rural regions,(2c_voc) Vocational Maturity Certificate,0.02019,97,3994,0.01583,0.02455
1992,No migration background,Rural regions,(3a) Lower Tertiary Education,0.05648,411,3994,0.04932,0.06364
1992,No migration background,Rural regions,(3b) Higher Tertiary Education,0.03535,187,3994,0.02962,0.04108
1992,Direct migration background,Urban regions,(1a) Inadequately completed,0.14209,505,2054,0.12699,0.15719
1992,Direct migration background,Urban regions,(1b) General Elementary School,0.26328,651,2054,0.24422,0.28233
1992,Direct migration background,Urban regions,(1c) Basic Vocational Qualification,0.26811,487,2054,0.24895,0.28727
1992,Direct migration background,Urban regions,(2) Intermediate General/Vocational Qualification,0.09718,120,2054,0.08437,0.10999
1992,Direct migration background,Urban regions,(2c_gen) General Maturity Certificate,0.03352,88,2054,0.02574,0.04131
1992,Direct migration background,Urban regions,(2c_voc) Vocational Maturity Certificate,0.05855,102,2054,0.04839,0.06870
1992,Direct migration background,Urban regions,(3a) Lower Tertiary Education,0.02890,34,2054,0.02166,0.03615
1992,Direct migration background,Urban regions,(3b) Higher Tertiary Education,0.05309,67,2054,0.04339,0.06279
1992,Direct migration background,Rural regions,(1a) Inadequately completed,0.08576,69,352,0.05647,0.11506
1992,Direct migration background,Rural regions,(1b) General Elementary School,0.24486,115,352,0.19988,0.28985
1992,Direct migration background,Rural regions,(1c) Basic Vocational Qualification,0.31608,131,352,0.26744,0.36472
1992,Direct migration background,Rural regions,(2) Intermediate General/Vocational Qualification,0.14891,37,352,0.11167,0.18615
1992,Indirect migration background,Urban regions,(0) No qualification (yet),0.03297,43,267,0.01151,0.05443
1992,Indirect migration background,Urban regions,(1b) General Elementary School,0.07094,100,267,0.04009,0.10180
1992,Indirect migration background,Urban regions,(1c) Basic Vocational Qualification,0.03578,54,267,0.01346,0.05810
1992,Indirect migration background,Urban regions,(2) Intermediate General/Vocational Qualification,0.06464,70,267,0.03509,0.09419
1993,No migration background,Urban regions,(0) No qualification (yet),0.00725,56,6051,0.00512,0.00939
1993,No migration background,Urban regions,(1a) Inadequately completed,0.00779,69,6051,0.00557,0.01000
1993,No migration background,Urban regions,(1b) General Elementary School,0.12653,815,6051,0.11815,0.13491
1993,No migration background,Urban regions,(1c) Basic Vocational Qualification,0.30877,2156,6051,0.29713,0.32042
1993,No migration background,Urban regions,(2) Intermediate General/Vocational Qualification,0.19775,1561,6051,0.18772,0.20779
1993,No migration background,Urban regions,(2c_gen) General Maturity Certificate,0.02649,198,6051,0.02244,0.03053
1993,No migration background,Urban regions,(2c_voc) Vocational Maturity Certificate,0.03994,284,6051,0.03501,0.04488
1993,No migration background,Urban regions,(3a) Lower Tertiary Education,0.04530,401,6051,0.04006,0.05054
1993,No migration background,Urban regions,(3b) Higher Tertiary Education,0.06591,511,6051,0.05966,0.07216
1993,No migration background,Rural regions,(1a) Inadequately completed,0.01150,70,3945,0.00817,0.01482
1993,No migration background,Rural regions,(1b) General Elementary School,0.13840,507,3945,0.12763,0.14918
1993,No migration background,Rural regions,(1c) Basic Vocational Qualification,0.30251,1320,3945,0.28817,0.31685
1993,No migration background,Rural regions,(2) Intermediate General/Vocational Qualification,0.21837,1279,3945,0.20548,0.23126
1993,No migration background,Rural regions,(2c_gen) General Maturity Certificate,0.01362,73,3945,0.01001,0.01724
1993,No migration background,Rural regions,(2c_voc) Vocational Maturity Certificate,0.02490,108,3945,0.02004,0.02976
1993,No migration background,Rural regions,(3a) Lower Tertiary Education,0.05833,400,3945,0.05101,0.06564
1993,No migration background,Rural regions,(3b) Higher Tertiary Education,0.03688,188,3945,0.03100,0.04277
1993,Direct migration background,Urban regions,(1a) Inadequately completed,0.14785,488,1987,0.13224,0.16346
1993,Direct migration background,Urban regions,(1b) General Elementary School,0.25717,627,1987,0.23795,0.27639
1993,Direct migration background,Urban regions,(1c) Basic Vocational Qualification,0.27183,474,1987,0.25226,0.29140
1993,Direct migration background,Urban regions,(2) Intermediate General/Vocational Qualification,0.09359,113,1987,0.08078,0.10640
1993,Direct migration background,Urban regions,(2c_gen) General Maturity Certificate,0.03917,89,1987,0.03064,0.04771
1993,Direct migration background,Urban regions,(2c_voc) Vocational Maturity Certificate,0.05478,95,1987,0.04477,0.06479
1993,Direct migration background,Urban regions,(3a) Lower Tertiary Education,0.02743,31,1987,0.02024,0.03461
1993,Direct migration background,Urban regions,(3b) Higher Tertiary Education,0.06063,70,1987,0.05013,0.07113
1993,Direct migration background,Rural regions,(1a) Inadequately completed,0.08865,72,354,0.05900,0.11830
1993,Direct migration background,Rural regions,(1b) General Elementary School,0.22541,111,354,0.18182,0.26900
1993,Direct migration background,Rural regions,(1c) Basic Vocational Qualification,0.33554,136,354,0.28628,0.38479
1993,Direct migration background,Rural regions,(2) Intermediate General/Vocational Qualification,0.13363,35,354,0.09814,0.16913
1993,Indirect migration background,Urban regions,(0) No qualification (yet),0.04281,41,327,0.02083,0.06478
1993,Indirect migration background,Urban regions,(1b) General Elementary School,0.07330,104,327,0.04500,0.10159
1993,Indirect migration background,Urban regions,(1c) Basic Vocational Qualification,0.04703,62,327,0.02405,0.07002
1993,Indirect migration background,Urban regions,(2) Intermediate General/Vocational Qualification,0.08010,89,327,0.05063,0.10957
1993,Indirect migration background,Urban regions,(2c_gen) General Maturity Certificate,0.02164,31,327,0.00585,0.03744
1994,No migration background,Urban regions,(0) No qualification (yet),0.01059,89,5995,0.00800,0.01318
1994,No migration background,Urban regions,(1a) Inadequately completed,0.00674,56,5995,0.00467,0.00881
1994,No migration background,Urban regions,(1b) General Elementary School,0.12382,790,5995,0.11548,0.13216
