year,quintil_oecd,regtyp,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,3rd Quintile,No answer / don't know,(2c_gen) General Maturity Certificate,0.02327,65,2343,0.01716,0.02938
1984,3rd Quintile,No answer / don't know,(2c_voc) Vocational Maturity Certificate,0.03091,77,2343,0.02390,0.03792
1984,3rd Quintile,No answer / don't know,(3a) Lower Tertiary Education,0.02013,42,2343,0.01444,0.02582
1984,3rd Quintile,No answer / don't know,(3b) Higher Tertiary Education,0.02929,71,2343,0.02246,0.03612
1984,4th Quintile,No answer / don't know,(0) No qualification (yet),0.01853,43,2468,0.01321,0.02386
1984,4th Quintile,No answer / don't know,(1a) Inadequately completed,0.01868,181,2468,0.01334,0.02403
1984,4th Quintile,No answer / don't know,(1b) General Elementary School,0.18487,490,2468,0.16955,0.20019
1984,4th Quintile,No answer / don't know,(1c) Basic Vocational Qualification,0.41276,946,2468,0.39333,0.43219
1984,4th Quintile,No answer / don't know,(2) Intermediate General/Vocational Qualification,0.22106,471,2468,0.20468,0.23743
1984,4th Quintile,No answer / don't know,(2c_gen) General Maturity Certificate,0.02900,69,2468,0.02238,0.03563
1984,4th Quintile,No answer / don't know,(2c_voc) Vocational Maturity Certificate,0.03827,92,2468,0.03070,0.04584
1984,4th Quintile,No answer / don't know,(3a) Lower Tertiary Education,0.02746,57,2468,0.02101,0.03391
1984,4th Quintile,No answer / don't know,(3b) Higher Tertiary Education,0.04936,119,2468,0.04082,0.05791
1984,5th Quintile,No answer / don't know,(1a) Inadequately completed,0.00838,90,2384,0.00472,0.01204
1984,5th Quintile,No answer / don't know,(1b) General Elementary School,0.11041,294,2384,0.09783,0.12300
1984,5th Quintile,No answer / don't know,(1c) Basic Vocational Qualification,0.35273,821,2384,0.33354,0.37191
1984,5th Quintile,No answer / don't know,(2) Intermediate General/Vocational Qualification,0.26724,594,2384,0.24948,0.28501
1984,5th Quintile,No answer / don't know,(2c_gen) General Maturity Certificate,0.02099,58,2384,0.01524,0.02675
1984,5th Quintile,No answer / don't know,(2c_voc) Vocational Maturity Certificate,0.06175,146,2384,0.05209,0.07142
1984,5th Quintile,No answer / don't know,(3a) Lower Tertiary Education,0.06006,129,2384,0.05052,0.06960
1984,5th Quintile,No answer / don't know,(3b) Higher Tertiary Education,0.10799,252,2384,0.09553,0.12045
1985,1st Quintile,Urban regions,(0) No qualification (yet),0.01670,33,1691,0.01059,0.02281
1985,1st Quintile,Urban regions,(1a) Inadequately completed,0.05443,286,1691,0.04361,0.06524
1985,1st Quintile,Urban regions,(1b) General Elementary School,0.33305,543,1691,0.31058,0.35552
1985,1st Quintile,Urban regions,(1c) Basic Vocational Qualification,0.33595,469,1691,0.31343,0.35846
1985,1st Quintile,Urban regions,(2) Intermediate General/Vocational Qualification,0.13337,168,1691,0.11716,0.14958
1985,1st Quintile,Urban regions,(2c_gen) General Maturity Certificate,0.06255,104,1691,0.05101,0.07410
1985,1st Quintile,Urban regions,(2c_voc) Vocational Maturity Certificate,0.03180,57,1691,0.02343,0.04016
1985,1st Quintile,Urban regions,(3b) Higher Tertiary Education,0.02049,31,1691,0.01374,0.02725
1985,1st Quintile,Rural regions,(1a) Inadequately completed,0.03742,42,478,0.02039,0.05445
1985,1st Quintile,Rural regions,(1b) General Elementary School,0.43073,216,478,0.38630,0.47517
1985,1st Quintile,Rural regions,(1c) Basic Vocational Qualification,0.35259,167,478,0.30971,0.39546
1985,1st Quintile,Rural regions,(2) Intermediate General/Vocational Qualification,0.11693,53,478,0.08809,0.14576
1985,2nd Quintile,Urban regions,(1a) Inadequately completed,0.02910,178,1587,0.02082,0.03737
1985,2nd Quintile,Urban regions,(1b) General Elementary School,0.30868,498,1587,0.28595,0.33142
1985,2nd Quintile,Urban regions,(1c) Basic Vocational Qualification,0.40064,572,1587,0.37653,0.42476
1985,2nd Quintile,Urban regions,(2) Intermediate General/Vocational Qualification,0.13984,177,1587,0.12277,0.15691
1985,2nd Quintile,Urban regions,(2c_gen) General Maturity Certificate,0.03475,72,1587,0.02574,0.04376
1985,2nd Quintile,Urban regions,(2c_voc) Vocational Maturity Certificate,0.03179,57,1587,0.02315,0.04042
1985,2nd Quintile,Urban regions,(3b) Higher Tertiary Education,0.02147,33,1587,0.01434,0.02861
1985,2nd Quintile,Rural regions,(1b) General Elementary School,0.31958,147,442,0.27606,0.36311
1985,2nd Quintile,Rural regions,(1c) Basic Vocational Qualification,0.47531,228,442,0.42870,0.52192
1985,2nd Quintile,Rural regions,(2) Intermediate General/Vocational Qualification,0.13936,67,442,0.10704,0.17169
1985,3rd Quintile,Urban regions,(0) No qualification (yet),0.02307,35,1678,0.01589,0.03026
1985,3rd Quintile,Urban regions,(1a) Inadequately completed,0.02280,154,1678,0.01565,0.02994
1985,3rd Quintile,Urban regions,(1b) General Elementary School,0.24457,434,1678,0.22400,0.26515
1985,3rd Quintile,Urban regions,(1c) Basic Vocational Qualification,0.41554,620,1678,0.39196,0.43913
1985,3rd Quintile,Urban regions,(2) Intermediate General/Vocational Qualification,0.18230,262,1678,0.16382,0.20078
1985,3rd Quintile,Urban regions,(2c_gen) General Maturity Certificate,0.02572,59,1678,0.01814,0.03329
1985,3rd Quintile,Urban regions,(2c_voc) Vocational Maturity Certificate,0.03523,62,1678,0.02641,0.04406
1985,3rd Quintile,Urban regions,(3b) Higher Tertiary Education,0.03190,52,1678,0.02349,0.04031
1985,3rd Quintile,Rural regions,(1b) General Elementary School,0.28035,126,416,0.23713,0.32357
1985,3rd Quintile,Rural regions,(1c) Basic Vocational Qualification,0.42474,199,416,0.37719,0.47230
1985,3rd Quintile,Rural regions,(2) Intermediate General/Vocational Qualification,0.19711,91,416,0.15883,0.23538
1985,4th Quintile,Urban regions,(1a) Inadequately completed,0.01915,119,1762,0.01275,0.02555
1985,4th Quintile,Urban regions,(1b) General Elementary School,0.15869,328,1762,0.14163,0.17576
1985,4th Quintile,Urban regions,(1c) Basic Vocational Qualification,0.41682,681,1762,0.39380,0.43985
1985,4th Quintile,Urban regions,(2) Intermediate General/Vocational Qualification,0.22888,352,1762,0.20926,0.24850
1985,4th Quintile,Urban regions,(2c_gen) General Maturity Certificate,0.02979,58,1762,0.02185,0.03773
1985,4th Quintile,Urban regions,(2c_voc) Vocational Maturity Certificate,0.04572,72,1762,0.03596,0.05548
1985,4th Quintile,Urban regions,(3a) Lower Tertiary Education,0.03163,52,1762,0.02346,0.03981
1985,4th Quintile,Urban regions,(3b) Higher Tertiary Education,0.05302,100,1762,0.04255,0.06348
1985,4th Quintile,Rural regions,(1b) General Elementary School,0.19973,79,330,0.15653,0.24294
1985,4th Quintile,Rural regions,(1c) Basic Vocational Qualification,0.43457,170,330,0.38100,0.48813
1985,4th Quintile,Rural regions,(2) Intermediate General/Vocational Qualification,0.21722,81,330,0.17266,0.26178
1985,5th Quintile,Urban regions,(1a) Inadequately completed,0.00724,54,1696,0.00320,0.01128
1985,5th Quintile,Urban regions,(1b) General Elementary School,0.09467,174,1696,0.08073,0.10861
1985,5th Quintile,Urban regions,(1c) Basic Vocational Qualification,0.33932,573,1696,0.31678,0.36186
1985,5th Quintile,Urban regions,(2) Intermediate General/Vocational Qualification,0.28232,452,1696,0.26089,0.30375
1985,5th Quintile,Urban regions,(2c_gen) General Maturity Certificate,0.02237,44,1696,0.01533,0.02941
1985,5th Quintile,Urban regions,(2c_voc) Vocational Maturity Certificate,0.05443,94,1696,0.04363,0.06523
1985,5th Quintile,Urban regions,(3a) Lower Tertiary Education,0.06301,98,1696,0.05144,0.07458
1985,5th Quintile,Urban regions,(3b) Higher Tertiary Education,0.12167,207,1696,0.10611,0.13723
1985,5th Quintile,Rural regions,(1b) General Elementary School,0.14743,71,369,0.11121,0.18366
1985,5th Quintile,Rural regions,(1c) Basic Vocational Qualification,0.32821,145,369,0.28023,0.37619
1985,5th Quintile,Rural regions,(2) Intermediate General/Vocational Qualification,0.25947,110,369,0.21468,0.30425
1985,5th Quintile,Rural regions,(3b) Higher Tertiary Education,0.10550,43,369,0.07412,0.13689
1986,1st Quintile,Urban regions,(0) No qualification (yet),0.01940,41,1540,0.01251,0.02629
1986,1st Quintile,Urban regions,(1a) Inadequately completed,0.04996,241,1540,0.03907,0.06084
1986,1st Quintile,Urban regions,(1b) General Elementary School,0.32512,498,1540,0.30172,0.34852
1986,1st Quintile,Urban regions,(1c) Basic Vocational Qualification,0.35111,450,1540,0.32726,0.37496
1986,1st Quintile,Urban regions,(2) Intermediate General/Vocational Qualification,0.11656,142,1540,0.10052,0.13259
1986,1st Quintile,Urban regions,(2c_gen) General Maturity Certificate,0.06422,103,1540,0.05197,0.07647
1986,1st Quintile,Urban regions,(2c_voc) Vocational Maturity Certificate,0.03576,65,1540,0.02648,0.04504
1986,1st Quintile,Rural regions,(1a) Inadequately completed,0.03898,37,420,0.02045,0.05751
1986,1st Quintile,Rural regions,(1b) General Elementary School,0.44755,196,420,0.39993,0.49516
1986,1st Quintile,Rural regions,(1c) Basic Vocational Qualification,0.34556,144,420,0.30002,0.39109
1986,1st Quintile,Rural regions,(2) Intermediate General/Vocational Qualification,0.10851,43,420,0.07873,0.13829
1986,2nd Quintile,Urban regions,(0) No qualification (yet),0.01596,32,1527,0.00967,0.02225
1986,2nd Quintile,Urban regions,(1a) Inadequately completed,0.03147,178,1527,0.02271,0.04023
1986,2nd Quintile,Urban regions,(1b) General Elementary School,0.31271,476,1527,0.28945,0.33597
1986,2nd Quintile,Urban regions,(1c) Basic Vocational Qualification,0.39502,537,1527,0.37049,0.41955
1986,2nd Quintile,Urban regions,(2) Intermediate General/Vocational Qualification,0.16032,199,1527,0.14191,0.17873
1986,2nd Quintile,Urban regions,(2c_gen) General Maturity Certificate,0.02995,64,1527,0.02140,0.03850
1986,2nd Quintile,Urban regions,(2c_voc) Vocational Maturity Certificate,0.02226,41,1527,0.01486,0.02966
1986,2nd Quintile,Rural regions,(1b) General Elementary School,0.31473,153,427,0.27063,0.35883
1986,2nd Quintile,Rural regions,(1c) Basic Vocational Qualification,0.46410,213,427,0.41674,0.51146
1986,2nd Quintile,Rural regions,(2) Intermediate General/Vocational Qualification,0.14565,61,427,0.11216,0.17915
1986,3rd Quintile,Urban regions,(0) No qualification (yet),0.02138,38,1594,0.01428,0.02849
1986,3rd Quintile,Urban regions,(1a) Inadequately completed,0.02334,143,1594,0.01593,0.03076
1986,3rd Quintile,Urban regions,(1b) General Elementary School,0.21762,390,1594,0.19736,0.23788
1986,3rd Quintile,Urban regions,(1c) Basic Vocational Qualification,0.42988,597,1594,0.40557,0.45419
1986,3rd Quintile,Urban regions,(2) Intermediate General/Vocational Qualification,0.18066,243,1594,0.16177,0.19955
1986,3rd Quintile,Urban regions,(2c_gen) General Maturity Certificate,0.03945,63,1594,0.02989,0.04901
1986,3rd Quintile,Urban regions,(2c_voc) Vocational Maturity Certificate,0.04401,76,1594,0.03394,0.05409
1986,3rd Quintile,Urban regions,(3b) Higher Tertiary Education,0.02412,44,1594,0.01658,0.03165
1986,3rd Quintile,Rural regions,(1b) General Elementary School,0.25855,112,383,0.21464,0.30246
1986,3rd Quintile,Rural regions,(1c) Basic Vocational Qualification,0.43189,187,383,0.38222,0.48157
1986,3rd Quintile,Rural regions,(2) Intermediate General/Vocational Qualification,0.19409,84,383,0.15443,0.23375
1986,4th Quintile,Urban regions,(1a) Inadequately completed,0.01918,122,1738,0.01273,0.02563
1986,4th Quintile,Urban regions,(1b) General Elementary School,0.15340,328,1738,0.13645,0.17035
1986,4th Quintile,Urban regions,(1c) Basic Vocational Qualification,0.41212,662,1738,0.38897,0.43527
1986,4th Quintile,Urban regions,(2) Intermediate General/Vocational Qualification,0.24458,366,1738,0.22436,0.26479
1986,4th Quintile,Urban regions,(2c_gen) General Maturity Certificate,0.03031,59,1738,0.02225,0.03837
1986,4th Quintile,Urban regions,(2c_voc) Vocational Maturity Certificate,0.04104,61,1738,0.03171,0.05037
1986,4th Quintile,Urban regions,(3a) Lower Tertiary Education,0.02824,44,1738,0.02045,0.03603
1986,4th Quintile,Urban regions,(3b) Higher Tertiary Education,0.05492,96,1738,0.04421,0.06564
1986,4th Quintile,Rural regions,(1b) General Elementary School,0.17269,84,351,0.13309,0.21229
1986,4th Quintile,Rural regions,(1c) Basic Vocational Qualification,0.42213,172,351,0.37038,0.47387
1986,4th Quintile,Rural regions,(2) Intermediate General/Vocational Qualification,0.24976,95,351,0.20441,0.29511
1986,5th Quintile,Urban regions,(1a) Inadequately completed,0.00881,50,1655,0.00431,0.01332
1986,5th Quintile,Urban regions,(1b) General Elementary School,0.09348,173,1655,0.07945,0.10751
1986,5th Quintile,Urban regions,(1c) Basic Vocational Qualification,0.31473,523,1655,0.29235,0.33711
1986,5th Quintile,Urban regions,(2) Intermediate General/Vocational Qualification,0.28153,435,1655,0.25985,0.30320
1986,5th Quintile,Urban regions,(2c_gen) General Maturity Certificate,0.03217,59,1655,0.02367,0.04068
1986,5th Quintile,Urban regions,(2c_voc) Vocational Maturity Certificate,0.06193,99,1655,0.05031,0.07354
1986,5th Quintile,Urban regions,(3a) Lower Tertiary Education,0.06551,98,1655,0.05358,0.07743
1986,5th Quintile,Urban regions,(3b) Higher Tertiary Education,0.12979,218,1655,0.11359,0.14598
1986,5th Quintile,Rural regions,(1b) General Elementary School,0.14216,59,343,0.10515,0.17917
1986,5th Quintile,Rural regions,(1c) Basic Vocational Qualification,0.33484,135,343,0.28483,0.38486
1986,5th Quintile,Rural regions,(2) Intermediate General/Vocational Qualification,0.26840,103,343,0.22144,0.31536
1986,5th Quintile,Rural regions,(3b) Higher Tertiary Education,0.12423,46,343,0.08927,0.15919
1987,1st Quintile,Urban regions,(0) No qualification (yet),0.01559,31,1475,0.00926,0.02191
1987,1st Quintile,Urban regions,(1a) Inadequately completed,0.05028,221,1475,0.03912,0.06143
1987,1st Quintile,Urban regions,(1b) General Elementary School,0.33265,503,1475,0.30859,0.35670
1987,1st Quintile,Urban regions,(1c) Basic Vocational Qualification,0.36842,443,1475,0.34379,0.39304
1987,1st Quintile,Urban regions,(2) Intermediate General/Vocational Qualification,0.11252,136,1475,0.09639,0.12866
1987,1st Quintile,Urban regions,(2c_gen) General Maturity Certificate,0.05412,89,1475,0.04257,0.06567
1987,1st Quintile,Urban regions,(2c_voc) Vocational Maturity Certificate,0.02897,52,1475,0.02041,0.03753
1987,1st Quintile,Rural regions,(1a) Inadequately completed,0.02718,34,438,0.01194,0.04243
1987,1st Quintile,Rural regions,(1b) General Elementary School,0.44317,198,438,0.39659,0.48975
1987,1st Quintile,Rural regions,(1c) Basic Vocational Qualification,0.37310,162,438,0.32775,0.41844
1987,1st Quintile,Rural regions,(2) Intermediate General/Vocational Qualification,0.10504,44,438,0.07629,0.13379
1987,2nd Quintile,Urban regions,(0) No qualification (yet),0.01668,37,1542,0.01029,0.02308
1987,2nd Quintile,Urban regions,(1a) Inadequately completed,0.03046,172,1542,0.02188,0.03904
1987,2nd Quintile,Urban regions,(1b) General Elementary School,0.28978,470,1542,0.26713,0.31243
1987,2nd Quintile,Urban regions,(1c) Basic Vocational Qualification,0.42236,555,1542,0.39770,0.44702
1987,2nd Quintile,Urban regions,(2) Intermediate General/Vocational Qualification,0.15634,194,1542,0.13821,0.17448
1987,2nd Quintile,Urban regions,(2c_gen) General Maturity Certificate,0.03147,62,1542,0.02275,0.04018
1987,2nd Quintile,Urban regions,(2c_voc) Vocational Maturity Certificate,0.03009,52,1542,0.02156,0.03862
1987,2nd Quintile,Rural regions,(1b) General Elementary School,0.28602,136,400,0.24168,0.33036
1987,2nd Quintile,Rural regions,(1c) Basic Vocational Qualification,0.47334,201,400,0.42435,0.52234
1987,2nd Quintile,Rural regions,(2) Intermediate General/Vocational Qualification,0.15514,63,400,0.11962,0.19067
1987,3rd Quintile,Urban regions,(0) No qualification (yet),0.01745,38,1584,0.01100,0.02390
1987,3rd Quintile,Urban regions,(1a) Inadequately completed,0.02259,155,1584,0.01527,0.02991
1987,3rd Quintile,Urban regions,(1b) General Elementary School,0.20884,363,1584,0.18882,0.22887
1987,3rd Quintile,Urban regions,(1c) Basic Vocational Qualification,0.42987,603,1584,0.40548,0.45426
1987,3rd Quintile,Urban regions,(2) Intermediate General/Vocational Qualification,0.19810,264,1584,0.17847,0.21774
1987,3rd Quintile,Urban regions,(2c_gen) General Maturity Certificate,0.03123,56,1584,0.02266,0.03980
1987,3rd Quintile,Urban regions,(2c_voc) Vocational Maturity Certificate,0.04820,70,1584,0.03765,0.05876
1987,3rd Quintile,Urban regions,(3b) Higher Tertiary Education,0.02090,35,1584,0.01385,0.02795
1987,3rd Quintile,Rural regions,(1b) General Elementary School,0.23623,114,405,0.19481,0.27765
1987,3rd Quintile,Rural regions,(1c) Basic Vocational Qualification,0.45940,203,405,0.41080,0.50799
1987,3rd Quintile,Rural regions,(2) Intermediate General/Vocational Qualification,0.20239,88,405,0.16321,0.24157
1987,4th Quintile,Urban regions,(0) No qualification (yet),0.01707,35,1705,0.01092,0.02322
1987,4th Quintile,Urban regions,(1a) Inadequately completed,0.02237,116,1705,0.01534,0.02939
1987,4th Quintile,Urban regions,(1b) General Elementary School,0.16235,318,1705,0.14484,0.17986
1987,4th Quintile,Urban regions,(1c) Basic Vocational Qualification,0.38708,608,1705,0.36395,0.41020
1987,4th Quintile,Urban regions,(2) Intermediate General/Vocational Qualification,0.22294,337,1705,0.20317,0.24270
1987,4th Quintile,Urban regions,(2c_gen) General Maturity Certificate,0.03728,66,1705,0.02828,0.04627
1987,4th Quintile,Urban regions,(2c_voc) Vocational Maturity Certificate,0.05234,75,1705,0.04177,0.06292
1987,4th Quintile,Urban regions,(3a) Lower Tertiary Education,0.03402,49,1705,0.02541,0.04262
1987,4th Quintile,Urban regions,(3b) Higher Tertiary Education,0.06457,101,1705,0.05290,0.07624
1987,4th Quintile,Rural regions,(1b) General Elementary School,0.17103,77,349,0.13146,0.21059
1987,4th Quintile,Rural regions,(1c) Basic Vocational Qualification,0.39290,163,349,0.34158,0.44421
1987,4th Quintile,Rural regions,(2) Intermediate General/Vocational Qualification,0.28550,109,349,0.23804,0.33295
1987,5th Quintile,Urban regions,(1a) Inadequately completed,0.00962,49,1668,0.00493,0.01430
1987,5th Quintile,Urban regions,(1b) General Elementary School,0.09697,193,1668,0.08276,0.11117
1987,5th Quintile,Urban regions,(1c) Basic Vocational Qualification,0.31858,524,1668,0.29622,0.34095
1987,5th Quintile,Urban regions,(2) Intermediate General/Vocational Qualification,0.27810,433,1668,0.25659,0.29961
1987,5th Quintile,Urban regions,(2c_gen) General Maturity Certificate,0.03100,55,1668,0.02268,0.03932
1987,5th Quintile,Urban regions,(2c_voc) Vocational Maturity Certificate,0.05664,95,1668,0.04554,0.06773
1987,5th Quintile,Urban regions,(3a) Lower Tertiary Education,0.06513,96,1668,0.05328,0.07698
1987,5th Quintile,Urban regions,(3b) Higher Tertiary Education,0.13300,223,1668,0.11670,0.14931
1987,5th Quintile,Rural regions,(1b) General Elementary School,0.15238,62,312,0.11244,0.19233
1987,5th Quintile,Rural regions,(1c) Basic Vocational Qualification,0.31941,118,312,0.26759,0.37123
1987,5th Quintile,Rural regions,(2) Intermediate General/Vocational Qualification,0.25691,91,312,0.20835,0.30547
1987,5th Quintile,Rural regions,(3b) Higher Tertiary Education,0.11764,41,312,0.08183,0.15345
1988,1st Quintile,Urban regions,(0) No qualification (yet),0.02002,34,1474,0.01286,0.02717
1988,1st Quintile,Urban regions,(1a) Inadequately completed,0.05208,212,1474,0.04073,0.06342
1988,1st Quintile,Urban regions,(1b) General Elementary School,0.33467,504,1474,0.31057,0.35877
1988,1st Quintile,Urban regions,(1c) Basic Vocational Qualification,0.35051,419,1474,0.32614,0.37488
1988,1st Quintile,Urban regions,(2) Intermediate General/Vocational Qualification,0.12066,143,1474,0.10403,0.13730
1988,1st Quintile,Urban regions,(2c_gen) General Maturity Certificate,0.06058,85,1474,0.04839,0.07276
1988,1st Quintile,Urban regions,(2c_voc) Vocational Maturity Certificate,0.02411,44,1474,0.01627,0.03194
1988,1st Quintile,Urban regions,(3b) Higher Tertiary Education,0.02345,33,1474,0.01572,0.03118
1988,1st Quintile,Rural regions,(1a) Inadequately completed,0.03751,41,405,0.01898,0.05603
1988,1st Quintile,Rural regions,(1b) General Elementary School,0.44802,189,405,0.39952,0.49651
1988,1st Quintile,Rural regions,(1c) Basic Vocational Qualification,0.37697,143,405,0.32971,0.42423
1988,1st Quintile,Rural regions,(2) Intermediate General/Vocational Qualification,0.08391,32,405,0.05687,0.11094
1988,2nd Quintile,Urban regions,(1a) Inadequately completed,0.02563,158,1478,0.01757,0.03369
1988,2nd Quintile,Urban regions,(1b) General Elementary School,0.28032,455,1478,0.25741,0.30323
1988,2nd Quintile,Urban regions,(1c) Basic Vocational Qualification,0.42293,536,1478,0.39773,0.44812
1988,2nd Quintile,Urban regions,(2) Intermediate General/Vocational Qualification,0.16121,210,1478,0.14246,0.17997
1988,2nd Quintile,Urban regions,(2c_gen) General Maturity Certificate,0.02975,56,1478,0.02109,0.03841
1988,2nd Quintile,Urban regions,(2c_voc) Vocational Maturity Certificate,0.04061,63,1478,0.03054,0.05068
1988,2nd Quintile,Rural regions,(1b) General Elementary School,0.27959,115,369,0.23373,0.32544
1988,2nd Quintile,Rural regions,(1c) Basic Vocational Qualification,0.46597,187,369,0.41501,0.51694
1988,2nd Quintile,Rural regions,(2) Intermediate General/Vocational Qualification,0.17654,67,369,0.13758,0.21550
1988,3rd Quintile,Urban regions,(0) No qualification (yet),0.02167,35,1521,0.01435,0.02899
1988,3rd Quintile,Urban regions,(1a) Inadequately completed,0.01814,121,1521,0.01143,0.02485
1988,3rd Quintile,Urban regions,(1b) General Elementary School,0.21852,378,1521,0.19775,0.23930
1988,3rd Quintile,Urban regions,(1c) Basic Vocational Qualification,0.41718,579,1521,0.39239,0.44197
1988,3rd Quintile,Urban regions,(2) Intermediate General/Vocational Qualification,0.19486,243,1521,0.17495,0.21478
1988,3rd Quintile,Urban regions,(2c_gen) General Maturity Certificate,0.03594,59,1521,0.02658,0.04530
1988,3rd Quintile,Urban regions,(2c_voc) Vocational Maturity Certificate,0.03919,55,1521,0.02944,0.04895
1988,3rd Quintile,Urban regions,(3b) Higher Tertiary Education,0.03357,51,1521,0.02451,0.04262
1988,3rd Quintile,Rural regions,(1b) General Elementary School,0.26057,111,368,0.21566,0.30547
1988,3rd Quintile,Rural regions,(1c) Basic Vocational Qualification,0.44588,175,368,0.39502,0.49673
1988,3rd Quintile,Rural regions,(2) Intermediate General/Vocational Qualification,0.20001,82,368,0.15908,0.24093
1988,4th Quintile,Urban regions,(1a) Inadequately completed,0.02048,120,1562,0.01346,0.02751
1988,4th Quintile,Urban regions,(1b) General Elementary School,0.16019,296,1562,0.14200,0.17839
1988,4th Quintile,Urban regions,(1c) Basic Vocational Qualification,0.40152,578,1562,0.37720,0.42584
1988,4th Quintile,Urban regions,(2) Intermediate General/Vocational Qualification,0.22942,319,1562,0.20856,0.25028
1988,4th Quintile,Urban regions,(2c_gen) General Maturity Certificate,0.03311,53,1562,0.02424,0.04199
1988,4th Quintile,Urban regions,(2c_voc) Vocational Maturity Certificate,0.04995,70,1562,0.03914,0.06075
1988,4th Quintile,Urban regions,(3a) Lower Tertiary Education,0.03148,40,1562,0.02282,0.04014
1988,4th Quintile,Urban regions,(3b) Higher Tertiary Education,0.06289,86,1562,0.05085,0.07493
1988,4th Quintile,Rural regions,(1b) General Elementary School,0.16111,80,375,0.12385,0.19837
1988,4th Quintile,Rural regions,(1c) Basic Vocational Qualification,0.45198,192,375,0.40154,0.50242
1988,4th Quintile,Rural regions,(2) Intermediate General/Vocational Qualification,0.24182,103,375,0.19842,0.28522
1988,5th Quintile,Urban regions,(1a) Inadequately completed,0.00815,40,1571,0.00370,0.01260
1988,5th Quintile,Urban regions,(1b) General Elementary School,0.07892,154,1571,0.06558,0.09226
1988,5th Quintile,Urban regions,(1c) Basic Vocational Qualification,0.33218,505,1571,0.30888,0.35547
1988,5th Quintile,Urban regions,(2) Intermediate General/Vocational Qualification,0.27583,414,1571,0.25372,0.29794
1988,5th Quintile,Urban regions,(2c_gen) General Maturity Certificate,0.02746,53,1571,0.01938,0.03555
1988,5th Quintile,Urban regions,(2c_voc) Vocational Maturity Certificate,0.06940,104,1571,0.05683,0.08197
1988,5th Quintile,Urban regions,(3a) Lower Tertiary Education,0.06407,92,1571,0.05196,0.07619
1988,5th Quintile,Urban regions,(3b) Higher Tertiary Education,0.13636,209,1571,0.11938,0.15333
1988,5th Quintile,Rural regions,(1b) General Elementary School,0.11568,41,276,0.07788,0.15348
1988,5th Quintile,Rural regions,(1c) Basic Vocational Qualification,0.33404,106,276,0.27830,0.38979
1988,5th Quintile,Rural regions,(2) Intermediate General/Vocational Qualification,0.27789,88,276,0.22495,0.33084
1988,5th Quintile,Rural regions,(3b) Higher Tertiary Education,0.12898,41,276,0.08937,0.16860
1989,1st Quintile,Urban regions,(0) No qualification (yet),0.02200,40,1461,0.01447,0.02952
1989,1st Quintile,Urban regions,(1a) Inadequately completed,0.04950,210,1461,0.03838,0.06063
1989,1st Quintile,Urban regions,(1b) General Elementary School,0.34053,519,1461,0.31622,0.36484
1989,1st Quintile,Urban regions,(1c) Basic Vocational Qualification,0.35285,416,1461,0.32834,0.37736
1989,1st Quintile,Urban regions,(2) Intermediate General/Vocational Qualification,0.11432,147,1461,0.09800,0.13064
