year,bula_h,quintil_oecd,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Baden-Wuerttemberg,3rd Quintile,(1b) General Elementary School,0.23899,132,412,0.19776,0.28022
1984,Baden-Wuerttemberg,3rd Quintile,(1c) Basic Vocational Qualification,0.32048,164,412,0.27536,0.36559
1984,Baden-Wuerttemberg,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.13543,60,412,0.10235,0.16852
1984,Baden-Wuerttemberg,4th Quintile,(1a) Inadequately completed,0.01937,54,417,0.00613,0.03262
1984,Baden-Wuerttemberg,4th Quintile,(1b) General Elementary School,0.15317,97,417,0.11856,0.18778
1984,Baden-Wuerttemberg,4th Quintile,(1c) Basic Vocational Qualification,0.33979,183,417,0.29427,0.38530
1984,Baden-Wuerttemberg,4th Quintile,(2) Intermediate General/Vocational Qualification,0.18982,83,417,0.15214,0.22751
1984,Baden-Wuerttemberg,5th Quintile,(1a) Inadequately completed,0.00833,33,376,-0.00087,0.01753
1984,Baden-Wuerttemberg,5th Quintile,(1b) General Elementary School,0.14394,79,376,0.10841,0.17947
1984,Baden-Wuerttemberg,5th Quintile,(1c) Basic Vocational Qualification,0.32415,142,376,0.27677,0.37152
1984,Baden-Wuerttemberg,5th Quintile,(2) Intermediate General/Vocational Qualification,0.18967,80,376,0.14999,0.22935
1984,Baden-Wuerttemberg,5th Quintile,(3b) Higher Tertiary Education,0.08881,42,376,0.06002,0.11760
1984,Bavaria,1st Quintile,(1a) Inadequately completed,0.02351,36,333,0.00721,0.03981
1984,Bavaria,1st Quintile,(1b) General Elementary School,0.30051,144,333,0.25119,0.34982
1984,Bavaria,1st Quintile,(1c) Basic Vocational Qualification,0.29556,122,333,0.24648,0.34464
1984,Bavaria,1st Quintile,(2) Intermediate General/Vocational Qualification,0.06853,31,333,0.04135,0.09571
1984,Bavaria,2nd Quintile,(1b) General Elementary School,0.22999,115,354,0.18609,0.27389
1984,Bavaria,2nd Quintile,(1c) Basic Vocational Qualification,0.35669,180,354,0.30671,0.40666
1984,Bavaria,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.12761,59,354,0.09280,0.16241
1984,Bavaria,3rd Quintile,(1b) General Elementary School,0.18956,108,352,0.14856,0.23057
1984,Bavaria,3rd Quintile,(1c) Basic Vocational Qualification,0.33654,165,352,0.28711,0.38598
1984,Bavaria,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.17211,79,352,0.13262,0.21160
1984,Bavaria,4th Quintile,(1b) General Elementary School,0.16763,82,325,0.12695,0.20830
1984,Bavaria,4th Quintile,(1c) Basic Vocational Qualification,0.36780,166,325,0.31529,0.42031
1984,Bavaria,4th Quintile,(2) Intermediate General/Vocational Qualification,0.17366,77,325,0.13241,0.21490
1984,Bavaria,5th Quintile,(1b) General Elementary School,0.08495,46,364,0.05627,0.11364
1984,Bavaria,5th Quintile,(1c) Basic Vocational Qualification,0.31394,151,364,0.26619,0.36168
1984,Bavaria,5th Quintile,(2) Intermediate General/Vocational Qualification,0.26082,123,364,0.21565,0.30599
1984,Bavaria,5th Quintile,(3b) Higher Tertiary Education,0.09167,44,364,0.06198,0.12136
1984,Berlin,3rd Quintile,(1b) General Elementary School,0.22547,31,31,0.07593,0.37502
1985,Schleswig-Holstein,1st Quintile,(1c) Basic Vocational Qualification,0.27467,31,31,0.11495,0.43439
1985,Schleswig-Holstein,2nd Quintile,(1c) Basic Vocational Qualification,0.39412,34,34,0.22739,0.56084
1985,Schleswig-Holstein,4th Quintile,(1c) Basic Vocational Qualification,0.39790,32,32,0.22560,0.57021
1985,Lower Saxony,1st Quintile,(1b) General Elementary School,0.28265,74,153,0.21107,0.35424
1985,Lower Saxony,1st Quintile,(1c) Basic Vocational Qualification,0.25866,79,153,0.18904,0.32827
1985,Lower Saxony,2nd Quintile,(1b) General Elementary School,0.25912,57,165,0.19206,0.32618
1985,Lower Saxony,2nd Quintile,(1c) Basic Vocational Qualification,0.31246,71,165,0.24153,0.38340
1985,Lower Saxony,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.16174,37,165,0.10539,0.21810
1985,Lower Saxony,3rd Quintile,(1b) General Elementary School,0.18727,50,200,0.13307,0.24148
1985,Lower Saxony,3rd Quintile,(1c) Basic Vocational Qualification,0.37235,98,200,0.30518,0.43952
1985,Lower Saxony,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.18392,52,200,0.13009,0.23774
1985,Lower Saxony,4th Quintile,(1b) General Elementary School,0.19339,43,161,0.13219,0.25459
1985,Lower Saxony,4th Quintile,(1c) Basic Vocational Qualification,0.35340,74,161,0.27933,0.42747
1985,Lower Saxony,4th Quintile,(2) Intermediate General/Vocational Qualification,0.23057,44,161,0.16531,0.29584
1985,Lower Saxony,5th Quintile,(1b) General Elementary School,0.12088,34,200,0.07559,0.16617
1985,Lower Saxony,5th Quintile,(1c) Basic Vocational Qualification,0.25329,71,200,0.19286,0.31371
1985,Lower Saxony,5th Quintile,(2) Intermediate General/Vocational Qualification,0.22843,60,200,0.17010,0.28676
1985,Lower Saxony,5th Quintile,(3b) Higher Tertiary Education,0.13142,35,200,0.08448,0.17836
1985,North Rhine-Westphalia,1st Quintile,(1a) Inadequately completed,0.04690,118,610,0.03011,0.06370
1985,North Rhine-Westphalia,1st Quintile,(1b) General Elementary School,0.23364,195,610,0.20003,0.26724
1985,North Rhine-Westphalia,1st Quintile,(1c) Basic Vocational Qualification,0.25647,177,610,0.22178,0.29115
1985,North Rhine-Westphalia,1st Quintile,(2) Intermediate General/Vocational Qualification,0.11012,73,610,0.08526,0.13498
1985,North Rhine-Westphalia,1st Quintile,(2c_gen) General Maturity Certificate,0.04869,47,610,0.03160,0.06578
1985,North Rhine-Westphalia,2nd Quintile,(1a) Inadequately completed,0.02797,68,530,0.01392,0.04202
1985,North Rhine-Westphalia,2nd Quintile,(1b) General Elementary School,0.20224,163,530,0.16801,0.23647
1985,North Rhine-Westphalia,2nd Quintile,(1c) Basic Vocational Qualification,0.34065,229,530,0.30026,0.38104
1985,North Rhine-Westphalia,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.10744,70,530,0.08105,0.13383
1985,North Rhine-Westphalia,3rd Quintile,(1a) Inadequately completed,0.02212,43,433,0.00825,0.03598
1985,North Rhine-Westphalia,3rd Quintile,(1b) General Elementary School,0.18949,124,433,0.15253,0.22644
1985,North Rhine-Westphalia,3rd Quintile,(1c) Basic Vocational Qualification,0.33562,182,433,0.29109,0.38015
1985,North Rhine-Westphalia,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.14984,84,433,0.11618,0.18350
1985,North Rhine-Westphalia,4th Quintile,(1a) Inadequately completed,0.01926,34,546,0.00772,0.03080
1985,North Rhine-Westphalia,4th Quintile,(1b) General Elementary School,0.12377,96,546,0.09612,0.15142
1985,North Rhine-Westphalia,4th Quintile,(1c) Basic Vocational Qualification,0.39587,247,546,0.35481,0.43693
1985,North Rhine-Westphalia,4th Quintile,(2) Intermediate General/Vocational Qualification,0.15461,99,546,0.12425,0.18496
1985,North Rhine-Westphalia,4th Quintile,(2c_voc) Vocational Maturity Certificate,0.05092,31,546,0.03246,0.06937
1985,North Rhine-Westphalia,4th Quintile,(3b) Higher Tertiary Education,0.05773,39,546,0.03815,0.07731
1985,North Rhine-Westphalia,5th Quintile,(1b) General Elementary School,0.07993,48,495,0.05602,0.10385
1985,North Rhine-Westphalia,5th Quintile,(1c) Basic Vocational Qualification,0.31382,188,495,0.27290,0.35474
1985,North Rhine-Westphalia,5th Quintile,(2) Intermediate General/Vocational Qualification,0.22058,127,495,0.18402,0.25715
1985,North Rhine-Westphalia,5th Quintile,(2c_voc) Vocational Maturity Certificate,0.05314,33,495,0.03336,0.07292
1985,North Rhine-Westphalia,5th Quintile,(3a) Lower Tertiary Education,0.05677,31,495,0.03637,0.07718
1985,North Rhine-Westphalia,5th Quintile,(3b) Higher Tertiary Education,0.11190,68,495,0.08410,0.13970
1985,Hesse,1st Quintile,(1a) Inadequately completed,0.04969,39,183,0.01812,0.08126
1985,Hesse,1st Quintile,(1b) General Elementary School,0.24065,90,183,0.17854,0.30276
1985,Hesse,1st Quintile,(1c) Basic Vocational Qualification,0.23910,54,183,0.17713,0.30107
1985,Hesse,2nd Quintile,(1b) General Elementary School,0.27790,67,135,0.20205,0.35375
1985,Hesse,2nd Quintile,(1c) Basic Vocational Qualification,0.32834,68,135,0.24883,0.40785
1985,Hesse,3rd Quintile,(1b) General Elementary School,0.23536,55,128,0.16158,0.30914
1985,Hesse,3rd Quintile,(1c) Basic Vocational Qualification,0.35705,73,128,0.27372,0.44038
1985,Hesse,4th Quintile,(1b) General Elementary School,0.12311,45,173,0.07400,0.17221
1985,Hesse,4th Quintile,(1c) Basic Vocational Qualification,0.32353,81,173,0.25361,0.39344
1985,Hesse,4th Quintile,(2) Intermediate General/Vocational Qualification,0.22642,47,173,0.16387,0.28896
1985,Hesse,5th Quintile,(1b) General Elementary School,0.12233,32,166,0.07233,0.17233
1985,Hesse,5th Quintile,(1c) Basic Vocational Qualification,0.27789,72,166,0.20954,0.34624
1985,Hesse,5th Quintile,(2) Intermediate General/Vocational Qualification,0.26824,62,166,0.20064,0.33584
1985,"Rhineland-Palatinate, Saarland",1st Quintile,(1b) General Elementary School,0.38583,78,135,0.30341,0.46825
1985,"Rhineland-Palatinate, Saarland",1st Quintile,(1c) Basic Vocational Qualification,0.24440,57,135,0.17164,0.31716
1985,"Rhineland-Palatinate, Saarland",2nd Quintile,(1b) General Elementary School,0.32699,46,96,0.23266,0.42133
1985,"Rhineland-Palatinate, Saarland",2nd Quintile,(1c) Basic Vocational Qualification,0.35795,50,96,0.26155,0.45435
1985,"Rhineland-Palatinate, Saarland",3rd Quintile,(1b) General Elementary School,0.28737,62,132,0.20988,0.36487
1985,"Rhineland-Palatinate, Saarland",3rd Quintile,(1c) Basic Vocational Qualification,0.38275,70,132,0.29951,0.46598
1985,"Rhineland-Palatinate, Saarland",4th Quintile,(1b) General Elementary School,0.18523,36,127,0.11740,0.25307
1985,"Rhineland-Palatinate, Saarland",4th Quintile,(1c) Basic Vocational Qualification,0.33436,54,127,0.25199,0.41674
1985,"Rhineland-Palatinate, Saarland",4th Quintile,(2) Intermediate General/Vocational Qualification,0.24938,37,127,0.17383,0.32492
1985,"Rhineland-Palatinate, Saarland",5th Quintile,(1c) Basic Vocational Qualification,0.45573,59,59,0.32755,0.58390
1985,Baden-Wuerttemberg,1st Quintile,(1a) Inadequately completed,0.04309,79,327,0.02104,0.06513
1985,Baden-Wuerttemberg,1st Quintile,(1b) General Elementary School,0.32341,143,327,0.27263,0.37419
1985,Baden-Wuerttemberg,1st Quintile,(1c) Basic Vocational Qualification,0.24401,105,327,0.19739,0.29063
1985,Baden-Wuerttemberg,2nd Quintile,(1a) Inadequately completed,0.02341,57,356,0.00768,0.03913
1985,Baden-Wuerttemberg,2nd Quintile,(1b) General Elementary School,0.27377,134,356,0.22739,0.32016
1985,Baden-Wuerttemberg,2nd Quintile,(1c) Basic Vocational Qualification,0.28477,131,356,0.23783,0.33172
1985,Baden-Wuerttemberg,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.09487,34,356,0.06439,0.12536
1985,Baden-Wuerttemberg,3rd Quintile,(1a) Inadequately completed,0.01757,53,416,0.00493,0.03022
1985,Baden-Wuerttemberg,3rd Quintile,(1b) General Elementary School,0.22532,130,416,0.18512,0.26552
1985,Baden-Wuerttemberg,3rd Quintile,(1c) Basic Vocational Qualification,0.33744,168,416,0.29195,0.38293
1985,Baden-Wuerttemberg,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.14736,65,416,0.11325,0.18146
1985,Baden-Wuerttemberg,4th Quintile,(1a) Inadequately completed,0.01591,41,348,0.00274,0.02907
1985,Baden-Wuerttemberg,4th Quintile,(1b) General Elementary School,0.13686,81,348,0.10070,0.17303
1985,Baden-Wuerttemberg,4th Quintile,(1c) Basic Vocational Qualification,0.33199,150,348,0.28244,0.38154
1985,Baden-Wuerttemberg,4th Quintile,(2) Intermediate General/Vocational Qualification,0.19552,76,348,0.15379,0.23725
1985,Baden-Wuerttemberg,5th Quintile,(1b) General Elementary School,0.10042,46,273,0.06470,0.13614
1985,Baden-Wuerttemberg,5th Quintile,(1c) Basic Vocational Qualification,0.31582,117,273,0.26058,0.37106
1985,Baden-Wuerttemberg,5th Quintile,(2) Intermediate General/Vocational Qualification,0.21059,70,273,0.16214,0.25905
1985,Baden-Wuerttemberg,5th Quintile,(3b) Higher Tertiary Education,0.10147,40,273,0.06559,0.13735
1985,Bavaria,1st Quintile,(1b) General Elementary School,0.29689,118,208,0.23465,0.35913
1985,Bavaria,1st Quintile,(1c) Basic Vocational Qualification,0.29530,90,208,0.23316,0.35745
1985,Bavaria,2nd Quintile,(1b) General Elementary School,0.23557,119,349,0.19098,0.28016
1985,Bavaria,2nd Quintile,(1c) Basic Vocational Qualification,0.35286,177,349,0.30266,0.40307
1985,Bavaria,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.11859,53,349,0.08463,0.15256
1985,Bavaria,3rd Quintile,(1b) General Elementary School,0.22864,93,299,0.18096,0.27633
1985,Bavaria,3rd Quintile,(1c) Basic Vocational Qualification,0.33101,142,299,0.27759,0.38444
1985,Bavaria,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.16300,64,299,0.12106,0.20494
1985,Bavaria,4th Quintile,(1b) General Elementary School,0.16147,72,297,0.11955,0.20339
1985,Bavaria,4th Quintile,(1c) Basic Vocational Qualification,0.37773,156,297,0.32250,0.43296
1985,Bavaria,4th Quintile,(2) Intermediate General/Vocational Qualification,0.17160,69,297,0.12865,0.21455
1985,Bavaria,5th Quintile,(1b) General Elementary School,0.09135,49,374,0.06211,0.12059
1985,Bavaria,5th Quintile,(1c) Basic Vocational Qualification,0.29019,139,374,0.24414,0.33625
1985,Bavaria,5th Quintile,(2) Intermediate General/Vocational Qualification,0.29661,139,374,0.25025,0.34296
1985,Bavaria,5th Quintile,(3b) Higher Tertiary Education,0.09618,47,374,0.06626,0.12610
1985,Berlin,5th Quintile,(2) Intermediate General/Vocational Qualification,0.32693,32,32,0.16180,0.49206
1986,Schleswig-Holstein,2nd Quintile,(1c) Basic Vocational Qualification,0.38009,37,37,0.22152,0.53866
1986,Lower Saxony,1st Quintile,(1b) General Elementary School,0.29157,75,187,0.22626,0.35689
1986,Lower Saxony,1st Quintile,(1c) Basic Vocational Qualification,0.27029,78,187,0.20646,0.33411
1986,Lower Saxony,1st Quintile,(2) Intermediate General/Vocational Qualification,0.13881,34,187,0.08912,0.18850
1986,Lower Saxony,2nd Quintile,(1b) General Elementary School,0.25277,60,139,0.18026,0.32528
1986,Lower Saxony,2nd Quintile,(1c) Basic Vocational Qualification,0.32413,79,139,0.24604,0.40222
1986,Lower Saxony,3rd Quintile,(1b) General Elementary School,0.21606,59,192,0.15769,0.27442
1986,Lower Saxony,3rd Quintile,(1c) Basic Vocational Qualification,0.37411,90,192,0.30549,0.44274
1986,Lower Saxony,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.16788,43,192,0.11487,0.22088
1986,Lower Saxony,4th Quintile,(1b) General Elementary School,0.13389,36,168,0.08224,0.18553
1986,Lower Saxony,4th Quintile,(1c) Basic Vocational Qualification,0.33224,76,168,0.26080,0.40368
1986,Lower Saxony,4th Quintile,(2) Intermediate General/Vocational Qualification,0.26611,56,168,0.19908,0.33313
1986,Lower Saxony,5th Quintile,(1c) Basic Vocational Qualification,0.23884,58,161,0.17277,0.30491
1986,Lower Saxony,5th Quintile,(2) Intermediate General/Vocational Qualification,0.28327,67,161,0.21345,0.35308
1986,Lower Saxony,5th Quintile,(3b) Higher Tertiary Education,0.14366,36,161,0.08931,0.19801
1986,North Rhine-Westphalia,1st Quintile,(1a) Inadequately completed,0.04886,106,555,0.03091,0.06682
1986,North Rhine-Westphalia,1st Quintile,(1b) General Elementary School,0.22746,182,555,0.19255,0.26237
1986,North Rhine-Westphalia,1st Quintile,(1c) Basic Vocational Qualification,0.27176,172,555,0.23471,0.30880
1986,North Rhine-Westphalia,1st Quintile,(2) Intermediate General/Vocational Qualification,0.09145,55,555,0.06745,0.11545
1986,North Rhine-Westphalia,1st Quintile,(2c_gen) General Maturity Certificate,0.04705,40,555,0.02942,0.06469
1986,North Rhine-Westphalia,2nd Quintile,(1a) Inadequately completed,0.02980,64,465,0.01433,0.04527
1986,North Rhine-Westphalia,2nd Quintile,(1b) General Elementary School,0.22076,146,465,0.18302,0.25850
1986,North Rhine-Westphalia,2nd Quintile,(1c) Basic Vocational Qualification,0.31876,185,465,0.27635,0.36116
1986,North Rhine-Westphalia,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.12628,70,465,0.09606,0.15650
1986,North Rhine-Westphalia,3rd Quintile,(1a) Inadequately completed,0.02117,42,460,0.00800,0.03434
1986,North Rhine-Westphalia,3rd Quintile,(1b) General Elementary School,0.16465,123,460,0.13072,0.19858
1986,North Rhine-Westphalia,3rd Quintile,(1c) Basic Vocational Qualification,0.36969,211,460,0.32553,0.41385
1986,North Rhine-Westphalia,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.12984,84,460,0.09909,0.16059
1986,North Rhine-Westphalia,4th Quintile,(1a) Inadequately completed,0.02074,41,505,0.00830,0.03318
1986,North Rhine-Westphalia,4th Quintile,(1b) General Elementary School,0.11078,85,505,0.08337,0.13818
1986,North Rhine-Westphalia,4th Quintile,(1c) Basic Vocational Qualification,0.37345,228,505,0.33122,0.41568
1986,North Rhine-Westphalia,4th Quintile,(2) Intermediate General/Vocational Qualification,0.20656,118,505,0.17122,0.24191
1986,North Rhine-Westphalia,4th Quintile,(3b) Higher Tertiary Education,0.05055,33,505,0.03142,0.06968
1986,North Rhine-Westphalia,5th Quintile,(1b) General Elementary School,0.06714,47,489,0.04494,0.08935
1986,North Rhine-Westphalia,5th Quintile,(1c) Basic Vocational Qualification,0.28229,170,489,0.24235,0.32223
1986,North Rhine-Westphalia,5th Quintile,(2) Intermediate General/Vocational Qualification,0.21777,125,489,0.18115,0.25439
1986,North Rhine-Westphalia,5th Quintile,(2c_voc) Vocational Maturity Certificate,0.05739,33,489,0.03675,0.07802
1986,North Rhine-Westphalia,5th Quintile,(3a) Lower Tertiary Education,0.06428,35,489,0.04252,0.08604
1986,North Rhine-Westphalia,5th Quintile,(3b) Higher Tertiary Education,0.13454,79,489,0.10427,0.16482
1986,Hesse,1st Quintile,(1a) Inadequately completed,0.04098,32,166,0.01073,0.07123
1986,Hesse,1st Quintile,(1b) General Elementary School,0.24679,82,166,0.18101,0.31258
1986,Hesse,1st Quintile,(1c) Basic Vocational Qualification,0.24824,52,166,0.18233,0.31416
1986,Hesse,2nd Quintile,(1b) General Elementary School,0.23177,60,150,0.16402,0.29953
1986,Hesse,2nd Quintile,(1c) Basic Vocational Qualification,0.25844,59,150,0.18814,0.32873
1986,Hesse,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.19324,31,150,0.12984,0.25664
1986,Hesse,3rd Quintile,(1b) General Elementary School,0.22226,37,76,0.12816,0.31635
1986,Hesse,3rd Quintile,(1c) Basic Vocational Qualification,0.29816,39,76,0.19463,0.40170
1986,Hesse,4th Quintile,(1b) General Elementary School,0.13718,46,180,0.08678,0.18758
1986,Hesse,4th Quintile,(1c) Basic Vocational Qualification,0.35998,93,180,0.28967,0.43030
1986,Hesse,4th Quintile,(2) Intermediate General/Vocational Qualification,0.16428,41,180,0.11000,0.21856
1986,Hesse,5th Quintile,(1b) General Elementary School,0.11267,31,154,0.06257,0.16277
1986,Hesse,5th Quintile,(1c) Basic Vocational Qualification,0.24752,66,154,0.17914,0.31591
