year,pgisced97,quintil_oecd,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Upper Secondary Level,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.15089,147,1095,0.12968,0.17210
1984,Upper Secondary Level,2nd Quintile,(2c_gen) General Maturity Certificate,0.05892,86,1095,0.04497,0.07288
1984,Upper Secondary Level,3rd Quintile,(1c) Basic Vocational Qualification,0.73562,847,1140,0.71000,0.76123
1984,Upper Secondary Level,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.21842,228,1140,0.19443,0.24242
1984,Upper Secondary Level,3rd Quintile,(2c_gen) General Maturity Certificate,0.04297,65,1140,0.03120,0.05475
1984,Upper Secondary Level,4th Quintile,(1c) Basic Vocational Qualification,0.67112,866,1257,0.64514,0.69710
1984,Upper Secondary Level,4th Quintile,(2) Intermediate General/Vocational Qualification,0.27179,322,1257,0.24718,0.29639
1984,Upper Secondary Level,4th Quintile,(2c_gen) General Maturity Certificate,0.05189,69,1257,0.03963,0.06416
1984,Upper Secondary Level,5th Quintile,(1c) Basic Vocational Qualification,0.59306,737,1219,0.56547,0.62065
1984,Upper Secondary Level,5th Quintile,(2) Intermediate General/Vocational Qualification,0.36374,424,1219,0.33673,0.39076
1984,Upper Secondary Level,5th Quintile,(2c_gen) General Maturity Certificate,0.03972,58,1219,0.02875,0.05069
1984,First Stage of Tertiary Education,1st Quintile,(1c) Basic Vocational Qualification,0.44798,31,31,0.27003,0.62593
1984,First Stage of Tertiary Education,2nd Quintile,(1c) Basic Vocational Qualification,0.55317,45,45,0.40627,0.70007
1984,First Stage of Tertiary Education,3rd Quintile,(1c) Basic Vocational Qualification,0.54078,60,93,0.43895,0.64261
1984,First Stage of Tertiary Education,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.29426,33,93,0.20114,0.38739
1984,First Stage of Tertiary Education,4th Quintile,(1c) Basic Vocational Qualification,0.48352,80,163,0.40657,0.56047
1984,First Stage of Tertiary Education,4th Quintile,(2) Intermediate General/Vocational Qualification,0.31339,51,163,0.24196,0.38483
1984,First Stage of Tertiary Education,4th Quintile,(2c_voc) Vocational Maturity Certificate,0.20309,32,163,0.14114,0.26504
1984,First Stage of Tertiary Education,5th Quintile,(1c) Basic Vocational Qualification,0.38231,84,227,0.31895,0.44567
1984,First Stage of Tertiary Education,5th Quintile,(2) Intermediate General/Vocational Qualification,0.32874,78,227,0.26749,0.38998
1984,First Stage of Tertiary Education,5th Quintile,(2c_voc) Vocational Maturity Certificate,0.28895,65,227,0.22986,0.34805
1984,Second Stage of Tertiary Education,1st Quintile,(3b) Higher Tertiary Education,0.70868,53,53,0.58518,0.83218
1984,Second Stage of Tertiary Education,3rd Quintile,(3a) Lower Tertiary Education,0.40735,42,113,0.31635,0.49835
1984,Second Stage of Tertiary Education,3rd Quintile,(3b) Higher Tertiary Education,0.59265,71,113,0.50165,0.68365
1984,Second Stage of Tertiary Education,4th Quintile,(3a) Lower Tertiary Education,0.35744,57,176,0.28643,0.42845
1984,Second Stage of Tertiary Education,4th Quintile,(3b) Higher Tertiary Education,0.64256,119,176,0.57155,0.71357
1984,Second Stage of Tertiary Education,5th Quintile,(3a) Lower Tertiary Education,0.35740,129,381,0.30922,0.40559
1984,Second Stage of Tertiary Education,5th Quintile,(3b) Higher Tertiary Education,0.64260,252,381,0.59441,0.69078
1985,Primary Level,1st Quintile,(1a) Inadequately completed,0.86336,300,300,0.82443,0.90229
1985,Primary Level,2nd Quintile,(1a) Inadequately completed,0.84002,175,175,0.78555,0.89449
1985,Primary Level,3rd Quintile,(1a) Inadequately completed,0.86861,149,149,0.81419,0.92304
1985,Primary Level,4th Quintile,(1a) Inadequately completed,0.93665,120,120,0.89289,0.98042
1985,Primary Level,5th Quintile,(1a) Inadequately completed,0.91912,59,59,0.84895,0.98929
1985,Lower Secondary Level,1st Quintile,(1b) General Elementary School,0.86382,747,849,0.84073,0.88690
1985,Lower Secondary Level,1st Quintile,(2) Intermediate General/Vocational Qualification,0.13618,102,849,0.11310,0.15927
1985,Lower Secondary Level,2nd Quintile,(1b) General Elementary School,0.87588,637,717,0.85173,0.90003
1985,Lower Secondary Level,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.12412,80,717,0.09997,0.14827
1985,Lower Secondary Level,3rd Quintile,(1b) General Elementary School,0.81709,555,665,0.78769,0.84650
1985,Lower Secondary Level,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.18291,110,665,0.15350,0.21231
1985,Lower Secondary Level,4th Quintile,(1b) General Elementary School,0.79304,404,490,0.75713,0.82895
1985,Lower Secondary Level,4th Quintile,(2) Intermediate General/Vocational Qualification,0.20696,86,490,0.17105,0.24287
1985,Lower Secondary Level,5th Quintile,(1b) General Elementary School,0.69036,244,340,0.64114,0.73958
1985,Lower Secondary Level,5th Quintile,(2) Intermediate General/Vocational Qualification,0.30964,96,340,0.26042,0.35886
1985,Upper Secondary Level,1st Quintile,(1c) Basic Vocational Qualification,0.73992,606,820,0.70987,0.76996
1985,Upper Secondary Level,1st Quintile,(2) Intermediate General/Vocational Qualification,0.14150,101,820,0.11763,0.16537
1985,Upper Secondary Level,1st Quintile,(2c_gen) General Maturity Certificate,0.11233,113,820,0.09070,0.13395
1985,Upper Secondary Level,2nd Quintile,(1c) Basic Vocational Qualification,0.78287,767,985,0.75711,0.80863
1985,Upper Secondary Level,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.15125,134,985,0.12886,0.17364
1985,Upper Secondary Level,2nd Quintile,(2c_gen) General Maturity Certificate,0.05835,84,985,0.04370,0.07299
1985,Upper Secondary Level,3rd Quintile,(1c) Basic Vocational Qualification,0.73958,764,1040,0.71290,0.76627
1985,Upper Secondary Level,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.21461,211,1040,0.18965,0.23957
1985,Upper Secondary Level,3rd Quintile,(2c_gen) General Maturity Certificate,0.04242,65,1040,0.03017,0.05468
1985,Upper Secondary Level,4th Quintile,(1c) Basic Vocational Qualification,0.67004,774,1138,0.64271,0.69737
1985,Upper Secondary Level,4th Quintile,(2) Intermediate General/Vocational Qualification,0.27814,300,1138,0.25209,0.30419
1985,Upper Secondary Level,4th Quintile,(2c_gen) General Maturity Certificate,0.04739,64,1138,0.03504,0.05974
1985,Upper Secondary Level,5th Quintile,(1c) Basic Vocational Qualification,0.57250,632,1074,0.54290,0.60210
1985,Upper Secondary Level,5th Quintile,(2) Intermediate General/Vocational Qualification,0.38593,394,1074,0.35680,0.41505
1985,Upper Secondary Level,5th Quintile,(2c_gen) General Maturity Certificate,0.03775,48,1074,0.02634,0.04915
1985,First Stage of Tertiary Education,2nd Quintile,(1c) Basic Vocational Qualification,0.43292,33,33,0.26125,0.60460
1985,First Stage of Tertiary Education,3rd Quintile,(1c) Basic Vocational Qualification,0.50009,55,87,0.39441,0.60577
1985,First Stage of Tertiary Education,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.28532,32,87,0.18988,0.38076
1985,First Stage of Tertiary Education,4th Quintile,(1c) Basic Vocational Qualification,0.49033,77,124,0.40198,0.57868
1985,First Stage of Tertiary Education,4th Quintile,(2) Intermediate General/Vocational Qualification,0.31177,47,124,0.22991,0.39363
1985,First Stage of Tertiary Education,5th Quintile,(1c) Basic Vocational Qualification,0.41524,86,215,0.34922,0.48126
1985,First Stage of Tertiary Education,5th Quintile,(2) Intermediate General/Vocational Qualification,0.30935,72,215,0.24742,0.37128
1985,First Stage of Tertiary Education,5th Quintile,(2c_voc) Vocational Maturity Certificate,0.27542,57,215,0.21556,0.33527
1985,Second Stage of Tertiary Education,1st Quintile,(3b) Higher Tertiary Education,0.67384,36,36,0.51852,0.82915
1985,Second Stage of Tertiary Education,2nd Quintile,(3b) Higher Tertiary Education,0.61995,39,39,0.46562,0.77428
1985,Second Stage of Tertiary Education,3rd Quintile,(3a) Lower Tertiary Education,0.39607,37,99,0.29923,0.49290
1985,Second Stage of Tertiary Education,3rd Quintile,(3b) Higher Tertiary Education,0.60393,62,99,0.50710,0.70077
1985,Second Stage of Tertiary Education,4th Quintile,(3a) Lower Tertiary Education,0.35395,57,177,0.28330,0.42460
1985,Second Stage of Tertiary Education,4th Quintile,(3b) Higher Tertiary Education,0.64605,120,177,0.57540,0.71670
1985,Second Stage of Tertiary Education,5th Quintile,(3a) Lower Tertiary Education,0.34019,118,368,0.29172,0.38866
1985,Second Stage of Tertiary Education,5th Quintile,(3b) Higher Tertiary Education,0.65981,250,368,0.61134,0.70828
1986,Primary Level,1st Quintile,(1a) Inadequately completed,0.84366,253,253,0.79881,0.88850
1986,Primary Level,2nd Quintile,(1a) Inadequately completed,0.86489,187,187,0.81577,0.91402
1986,Primary Level,3rd Quintile,(1a) Inadequately completed,0.84973,138,138,0.78989,0.90957
1986,Primary Level,4th Quintile,(1a) Inadequately completed,0.95475,124,124,0.91801,0.99148
1986,Primary Level,5th Quintile,(1a) Inadequately completed,0.92242,48,48,0.84594,0.99890
1986,Lower Secondary Level,1st Quintile,(1b) General Elementary School,0.88304,683,766,0.86026,0.90581
1986,Lower Secondary Level,1st Quintile,(2) Intermediate General/Vocational Qualification,0.11696,83,766,0.09419,0.13974
1986,Lower Secondary Level,2nd Quintile,(1b) General Elementary School,0.87944,621,702,0.85533,0.90354
1986,Lower Secondary Level,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.12056,81,702,0.09646,0.14467
1986,Lower Secondary Level,3rd Quintile,(1b) General Elementary School,0.78637,496,607,0.75373,0.81900
1986,Lower Secondary Level,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.21363,111,607,0.18100,0.24627
1986,Lower Secondary Level,4th Quintile,(1b) General Elementary School,0.75803,410,507,0.72071,0.79534
1986,Lower Secondary Level,4th Quintile,(2) Intermediate General/Vocational Qualification,0.24197,97,507,0.20466,0.27929
1986,Lower Secondary Level,5th Quintile,(1b) General Elementary School,0.69151,231,323,0.64107,0.74196
1986,Lower Secondary Level,5th Quintile,(2) Intermediate General/Vocational Qualification,0.30849,92,323,0.25804,0.35893
1986,Upper Secondary Level,1st Quintile,(1c) Basic Vocational Qualification,0.73376,561,767,0.70246,0.76507
1986,Upper Secondary Level,1st Quintile,(2) Intermediate General/Vocational Qualification,0.13874,92,767,0.11426,0.16322
1986,Upper Secondary Level,1st Quintile,(2c_gen) General Maturity Certificate,0.12168,114,767,0.09853,0.14483
1986,Upper Secondary Level,2nd Quintile,(1c) Basic Vocational Qualification,0.75920,713,934,0.73177,0.78664
1986,Upper Secondary Level,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.18642,148,934,0.16143,0.21141
1986,Upper Secondary Level,2nd Quintile,(2c_gen) General Maturity Certificate,0.04915,73,934,0.03528,0.06303
1986,Upper Secondary Level,3rd Quintile,(1c) Basic Vocational Qualification,0.73851,725,983,0.71102,0.76599
1986,Upper Secondary Level,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.19500,186,983,0.17022,0.21978
1986,Upper Secondary Level,3rd Quintile,(2c_gen) General Maturity Certificate,0.06333,72,983,0.04809,0.07856
1986,Upper Secondary Level,4th Quintile,(1c) Basic Vocational Qualification,0.65263,772,1157,0.62519,0.68008
1986,Upper Secondary Level,4th Quintile,(2) Intermediate General/Vocational Qualification,0.29263,316,1157,0.26640,0.31886
1986,Upper Secondary Level,4th Quintile,(2c_gen) General Maturity Certificate,0.04825,69,1157,0.03590,0.06060
1986,Upper Secondary Level,5th Quintile,(1c) Basic Vocational Qualification,0.54135,584,1041,0.51106,0.57163
1986,Upper Secondary Level,5th Quintile,(2) Intermediate General/Vocational Qualification,0.39378,387,1041,0.36408,0.42347
1986,Upper Secondary Level,5th Quintile,(2c_gen) General Maturity Certificate,0.05961,70,1041,0.04522,0.07400
1986,First Stage of Tertiary Education,1st Quintile,(1c) Basic Vocational Qualification,0.57398,33,33,0.40264,0.74531
1986,First Stage of Tertiary Education,2nd Quintile,(1c) Basic Vocational Qualification,0.47578,37,68,0.35619,0.59536
1986,First Stage of Tertiary Education,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.39984,31,68,0.28254,0.51714
1986,First Stage of Tertiary Education,3rd Quintile,(1c) Basic Vocational Qualification,0.51646,59,59,0.38785,0.64507
1986,First Stage of Tertiary Education,4th Quintile,(1c) Basic Vocational Qualification,0.43712,62,147,0.35666,0.51758
1986,First Stage of Tertiary Education,4th Quintile,(2) Intermediate General/Vocational Qualification,0.31635,48,147,0.24091,0.39178
1986,First Stage of Tertiary Education,4th Quintile,(2c_voc) Vocational Maturity Certificate,0.24653,37,147,0.17662,0.31645
1986,First Stage of Tertiary Education,5th Quintile,(1c) Basic Vocational Qualification,0.40143,74,183,0.33022,0.47265
1986,First Stage of Tertiary Education,5th Quintile,(2) Intermediate General/Vocational Qualification,0.30262,59,183,0.23588,0.36937
1986,First Stage of Tertiary Education,5th Quintile,(2c_voc) Vocational Maturity Certificate,0.29594,50,183,0.22962,0.36226
1986,Second Stage of Tertiary Education,1st Quintile,(3b) Higher Tertiary Education,0.51065,31,31,0.33177,0.68953
1986,Second Stage of Tertiary Education,2nd Quintile,(3b) Higher Tertiary Education,0.56581,35,35,0.39921,0.73242
1986,Second Stage of Tertiary Education,3rd Quintile,(3a) Lower Tertiary Education,0.46839,40,95,0.36751,0.56926
1986,Second Stage of Tertiary Education,3rd Quintile,(3b) Higher Tertiary Education,0.53161,55,95,0.43074,0.63249
1986,Second Stage of Tertiary Education,4th Quintile,(3a) Lower Tertiary Education,0.34774,53,168,0.27550,0.41997
1986,Second Stage of Tertiary Education,4th Quintile,(3b) Higher Tertiary Education,0.65226,115,168,0.58003,0.72450
1986,Second Stage of Tertiary Education,5th Quintile,(3a) Lower Tertiary Education,0.31983,113,377,0.27268,0.36697
1986,Second Stage of Tertiary Education,5th Quintile,(3b) Higher Tertiary Education,0.68017,264,377,0.63303,0.72732
1987,Primary Level,1st Quintile,(1a) Inadequately completed,0.88109,233,233,0.83944,0.92274
1987,Primary Level,2nd Quintile,(1a) Inadequately completed,0.78311,179,179,0.72257,0.84366
1987,Primary Level,3rd Quintile,(1a) Inadequately completed,0.79194,144,144,0.72540,0.85847
1987,Primary Level,4th Quintile,(1a) Inadequately completed,0.93615,116,116,0.89147,0.98084
1987,Lower Secondary Level,1st Quintile,(1b) General Elementary School,0.89424,694,778,0.87261,0.91586
1987,Lower Secondary Level,1st Quintile,(2) Intermediate General/Vocational Qualification,0.10576,84,778,0.08414,0.12739
1987,Lower Secondary Level,2nd Quintile,(1b) General Elementary School,0.87845,594,669,0.85367,0.90323
1987,Lower Secondary Level,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.12155,75,669,0.09677,0.14633
1987,Lower Secondary Level,3rd Quintile,(1b) General Elementary School,0.81075,469,568,0.77850,0.84299
1987,Lower Secondary Level,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.18925,99,568,0.15701,0.22150
1987,Lower Secondary Level,4th Quintile,(1b) General Elementary School,0.79851,392,480,0.76258,0.83443
1987,Lower Secondary Level,4th Quintile,(2) Intermediate General/Vocational Qualification,0.20149,88,480,0.16557,0.23742
1987,Lower Secondary Level,5th Quintile,(1b) General Elementary School,0.72803,255,340,0.68066,0.77540
1987,Lower Secondary Level,5th Quintile,(2) Intermediate General/Vocational Qualification,0.27197,85,340,0.22460,0.31934
1987,Upper Secondary Level,1st Quintile,(1c) Basic Vocational Qualification,0.76427,578,762,0.73412,0.79443
1987,Upper Secondary Level,1st Quintile,(2) Intermediate General/Vocational Qualification,0.13386,86,762,0.10967,0.15806
1987,Upper Secondary Level,1st Quintile,(2c_gen) General Maturity Certificate,0.09728,98,762,0.07622,0.11833
1987,Upper Secondary Level,2nd Quintile,(1c) Basic Vocational Qualification,0.75639,713,939,0.72891,0.78386
1987,Upper Secondary Level,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.18678,154,939,0.16184,0.21172
1987,Upper Secondary Level,2nd Quintile,(2c_gen) General Maturity Certificate,0.05151,72,939,0.03736,0.06565
1987,Upper Secondary Level,3rd Quintile,(1c) Basic Vocational Qualification,0.71658,750,1034,0.68910,0.74407
1987,Upper Secondary Level,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.22471,215,1034,0.19926,0.25017
1987,Upper Secondary Level,3rd Quintile,(2c_gen) General Maturity Certificate,0.05426,69,1034,0.04044,0.06807
1987,Upper Secondary Level,4th Quintile,(1c) Basic Vocational Qualification,0.62514,712,1104,0.59657,0.65371
1987,Upper Secondary Level,4th Quintile,(2) Intermediate General/Vocational Qualification,0.30703,317,1104,0.27981,0.33425
1987,Upper Secondary Level,4th Quintile,(2c_gen) General Maturity Certificate,0.05972,75,1104,0.04574,0.07370
1987,Upper Secondary Level,5th Quintile,(1c) Basic Vocational Qualification,0.54627,573,1015,0.51563,0.57692
1987,Upper Secondary Level,5th Quintile,(2) Intermediate General/Vocational Qualification,0.39378,378,1015,0.36370,0.42385
1987,Upper Secondary Level,5th Quintile,(2c_gen) General Maturity Certificate,0.05572,64,1015,0.04160,0.06983
1987,First Stage of Tertiary Education,2nd Quintile,(1c) Basic Vocational Qualification,0.52172,43,43,0.37065,0.67280
1987,First Stage of Tertiary Education,3rd Quintile,(1c) Basic Vocational Qualification,0.47260,56,94,0.37113,0.57407
1987,First Stage of Tertiary Education,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.32872,38,94,0.23325,0.42419
1987,First Stage of Tertiary Education,4th Quintile,(1c) Basic Vocational Qualification,0.43692,59,137,0.35356,0.52028
1987,First Stage of Tertiary Education,4th Quintile,(2) Intermediate General/Vocational Qualification,0.26600,41,137,0.19174,0.34027
1987,First Stage of Tertiary Education,4th Quintile,(2c_voc) Vocational Maturity Certificate,0.29669,37,137,0.21992,0.37347
1987,First Stage of Tertiary Education,5th Quintile,(1c) Basic Vocational Qualification,0.39155,69,174,0.31882,0.46429
1987,First Stage of Tertiary Education,5th Quintile,(2) Intermediate General/Vocational Qualification,0.32776,61,174,0.25781,0.39770
1987,First Stage of Tertiary Education,5th Quintile,(2c_voc) Vocational Maturity Certificate,0.28069,44,174,0.21373,0.34765
1987,Second Stage of Tertiary Education,2nd Quintile,(3b) Higher Tertiary Education,0.57262,35,35,0.40633,0.73891
1987,Second Stage of Tertiary Education,3rd Quintile,(3a) Lower Tertiary Education,0.55548,39,80,0.44590,0.66506
1987,Second Stage of Tertiary Education,3rd Quintile,(3b) Higher Tertiary Education,0.44452,41,80,0.33494,0.55410
1987,Second Stage of Tertiary Education,4th Quintile,(3a) Lower Tertiary Education,0.33568,59,183,0.26707,0.40428
1987,Second Stage of Tertiary Education,4th Quintile,(3b) Higher Tertiary Education,0.66432,124,183,0.59572,0.73293
1987,Second Stage of Tertiary Education,5th Quintile,(3a) Lower Tertiary Education,0.32718,116,380,0.27994,0.37441
1987,Second Stage of Tertiary Education,5th Quintile,(3b) Higher Tertiary Education,0.67282,264,380,0.62559,0.72006
1988,Primary Level,1st Quintile,(1a) Inadequately completed,0.85019,228,228,0.80377,0.89662
1988,Primary Level,2nd Quintile,(1a) Inadequately completed,0.87391,156,156,0.82165,0.92617
1988,Primary Level,3rd Quintile,(1a) Inadequately completed,0.71878,129,129,0.64089,0.79667
1988,Primary Level,4th Quintile,(1a) Inadequately completed,0.95419,109,109,0.91476,0.99362
1988,Lower Secondary Level,1st Quintile,(1b) General Elementary School,0.89845,682,758,0.87693,0.91997
1988,Lower Secondary Level,1st Quintile,(2) Intermediate General/Vocational Qualification,0.10155,76,758,0.08003,0.12307
1988,Lower Secondary Level,2nd Quintile,(1b) General Elementary School,0.87575,564,644,0.85026,0.90125
1988,Lower Secondary Level,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.12425,80,644,0.09875,0.14974
1988,Lower Secondary Level,3rd Quintile,(1b) General Elementary School,0.84389,480,566,0.81396,0.87382
1988,Lower Secondary Level,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.15611,86,566,0.12618,0.18604
1988,Lower Secondary Level,4th Quintile,(1b) General Elementary School,0.79883,374,463,0.76228,0.83539
1988,Lower Secondary Level,4th Quintile,(2) Intermediate General/Vocational Qualification,0.20117,89,463,0.16461,0.23772
1988,Lower Secondary Level,5th Quintile,(1b) General Elementary School,0.65013,195,288,0.59496,0.70531
1988,Lower Secondary Level,5th Quintile,(2) Intermediate General/Vocational Qualification,0.34987,93,288,0.29469,0.40504
1988,Upper Secondary Level,1st Quintile,(1c) Basic Vocational Qualification,0.75189,531,706,0.72001,0.78377
1988,Upper Secondary Level,1st Quintile,(2) Intermediate General/Vocational Qualification,0.13177,85,706,0.10680,0.15674
1988,Upper Secondary Level,1st Quintile,(2c_gen) General Maturity Certificate,0.10831,90,706,0.08537,0.13125
1988,Upper Secondary Level,2nd Quintile,(1c) Basic Vocational Qualification,0.74854,686,918,0.72046,0.77662
1988,Upper Secondary Level,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.19716,165,918,0.17140,0.22291
1988,Upper Secondary Level,2nd Quintile,(2c_gen) General Maturity Certificate,0.05097,67,918,0.03674,0.06521
1988,Upper Secondary Level,3rd Quintile,(1c) Basic Vocational Qualification,0.69063,699,982,0.66170,0.71956
1988,Upper Secondary Level,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.24559,212,982,0.21865,0.27252
1988,Upper Secondary Level,3rd Quintile,(2c_gen) General Maturity Certificate,0.06063,71,982,0.04570,0.07557
1988,Upper Secondary Level,4th Quintile,(1c) Basic Vocational Qualification,0.64789,713,1068,0.61923,0.67655
1988,Upper Secondary Level,4th Quintile,(2) Intermediate General/Vocational Qualification,0.29034,290,1068,0.26310,0.31757
1988,Upper Secondary Level,4th Quintile,(2c_gen) General Maturity Certificate,0.05480,65,1068,0.04115,0.06846
1988,Upper Secondary Level,5th Quintile,(1c) Basic Vocational Qualification,0.56429,545,958,0.53287,0.59571
1988,Upper Secondary Level,5th Quintile,(2) Intermediate General/Vocational Qualification,0.38532,357,958,0.35448,0.41615
1988,Upper Secondary Level,5th Quintile,(2c_gen) General Maturity Certificate,0.04569,56,958,0.03246,0.05892
1988,First Stage of Tertiary Education,1st Quintile,(1c) Basic Vocational Qualification,0.58734,31,31,0.41117,0.76351
1988,First Stage of Tertiary Education,2nd Quintile,(1c) Basic Vocational Qualification,0.46014,37,69,0.34168,0.57861
1988,First Stage of Tertiary Education,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.34138,32,69,0.22868,0.45409
1988,First Stage of Tertiary Education,3rd Quintile,(1c) Basic Vocational Qualification,0.55502,55,55,0.42247,0.68757
1988,First Stage of Tertiary Education,4th Quintile,(1c) Basic Vocational Qualification,0.44667,57,132,0.36154,0.53181
1988,First Stage of Tertiary Education,4th Quintile,(2) Intermediate General/Vocational Qualification,0.28906,43,132,0.21143,0.36669
1988,First Stage of Tertiary Education,4th Quintile,(2c_voc) Vocational Maturity Certificate,0.26391,32,132,0.18843,0.33938
1988,First Stage of Tertiary Education,5th Quintile,(1c) Basic Vocational Qualification,0.39203,66,163,0.31685,0.46721
1988,First Stage of Tertiary Education,5th Quintile,(2) Intermediate General/Vocational Qualification,0.30190,52,163,0.23121,0.37260
1988,First Stage of Tertiary Education,5th Quintile,(2c_voc) Vocational Maturity Certificate,0.30606,45,163,0.23510,0.37703
1988,Second Stage of Tertiary Education,1st Quintile,(3b) Higher Tertiary Education,0.60668,36,36,0.44484,0.76851
1988,Second Stage of Tertiary Education,3rd Quintile,(3a) Lower Tertiary Education,0.40429,35,92,0.30346,0.50512
1988,Second Stage of Tertiary Education,3rd Quintile,(3b) Higher Tertiary Education,0.59571,57,92,0.49488,0.69654
1988,Second Stage of Tertiary Education,4th Quintile,(3a) Lower Tertiary Education,0.35165,50,151,0.27524,0.42806
1988,Second Stage of Tertiary Education,4th Quintile,(3b) Higher Tertiary Education,0.64835,101,151,0.57194,0.72476
1988,Second Stage of Tertiary Education,5th Quintile,(3a) Lower Tertiary Education,0.31998,112,362,0.27186,0.36810
1988,Second Stage of Tertiary Education,5th Quintile,(3b) Higher Tertiary Education,0.68002,250,362,0.63190,0.72814
1989,Primary Level,1st Quintile,(1a) Inadequately completed,0.87845,223,223,0.83547,0.92144
1989,Primary Level,2nd Quintile,(1a) Inadequately completed,0.89655,163,163,0.84965,0.94345
1989,Primary Level,3rd Quintile,(1a) Inadequately completed,0.90400,117,117,0.85040,0.95761
1989,Primary Level,4th Quintile,(1a) Inadequately completed,0.73283,84,84,0.63764,0.82803
1989,Lower Secondary Level,1st Quintile,(1b) General Elementary School,0.89946,660,737,0.87774,0.92119
1989,Lower Secondary Level,1st Quintile,(2) Intermediate General/Vocational Qualification,0.10054,77,737,0.07881,0.12226
1989,Lower Secondary Level,2nd Quintile,(1b) General Elementary School,0.85716,557,641,0.83005,0.88427
1989,Lower Secondary Level,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.14284,84,641,0.11573,0.16995
1989,Lower Secondary Level,3rd Quintile,(1b) General Elementary School,0.85718,417,485,0.82600,0.88835
1989,Lower Secondary Level,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.14282,68,485,0.11165,0.17400
1989,Lower Secondary Level,4th Quintile,(1b) General Elementary School,0.78645,347,437,0.74798,0.82492
1989,Lower Secondary Level,4th Quintile,(2) Intermediate General/Vocational Qualification,0.21355,90,437,0.17508,0.25202
1989,Lower Secondary Level,5th Quintile,(1b) General Elementary School,0.68767,197,270,0.63229,0.74306
1989,Lower Secondary Level,5th Quintile,(2) Intermediate General/Vocational Qualification,0.31233,73,270,0.25694,0.36771
