year,age_gr,migback,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,17-29 y.,No migration background,(1c) Basic Vocational Qualification,0.24660,542,2169,0.22846,0.26475
1985,17-29 y.,No migration background,(2) Intermediate General/Vocational Qualification,0.32013,696,2169,0.30049,0.33977
1985,17-29 y.,No migration background,(2c_gen) General Maturity Certificate,0.09629,227,2169,0.08387,0.10871
1985,17-29 y.,No migration background,(2c_voc) Vocational Maturity Certificate,0.05130,108,2169,0.04201,0.06059
1985,17-29 y.,No migration background,(3a) Lower Tertiary Education,0.01339,31,2169,0.00855,0.01823
1985,17-29 y.,No migration background,(3b) Higher Tertiary Education,0.02585,65,2169,0.01917,0.03253
1985,17-29 y.,Direct migration background,(1a) Inadequately completed,0.10623,118,751,0.08418,0.12828
1985,17-29 y.,Direct migration background,(1b) General Elementary School,0.25452,285,751,0.22334,0.28569
1985,17-29 y.,Direct migration background,(1c) Basic Vocational Qualification,0.23716,179,751,0.20672,0.26761
1985,17-29 y.,Direct migration background,(2) Intermediate General/Vocational Qualification,0.14642,70,751,0.12112,0.17172
1985,17-29 y.,Direct migration background,(2c_gen) General Maturity Certificate,0.08826,66,751,0.06796,0.10857
1985,17-29 y.,Direct migration background,(2c_voc) Vocational Maturity Certificate,0.07291,33,751,0.05431,0.09152
1985,17-29 y.,Indirect migration background,(1b) General Elementary School,0.26850,34,34,0.11729,0.41971
1985,30-45 y.,No migration background,(1b) General Elementary School,0.12804,296,2238,0.11419,0.14188
1985,30-45 y.,No migration background,(1c) Basic Vocational Qualification,0.48353,1086,2238,0.46282,0.50424
1985,30-45 y.,No migration background,(2) Intermediate General/Vocational Qualification,0.20211,468,2238,0.18547,0.21875
1985,30-45 y.,No migration background,(2c_voc) Vocational Maturity Certificate,0.03481,78,2238,0.02721,0.04241
1985,30-45 y.,No migration background,(3a) Lower Tertiary Education,0.04019,96,2238,0.03205,0.04833
1985,30-45 y.,No migration background,(3b) Higher Tertiary Education,0.09570,214,2238,0.08351,0.10789
1985,30-45 y.,Direct migration background,(1a) Inadequately completed,0.18674,340,1112,0.16382,0.20965
1985,30-45 y.,Direct migration background,(1b) General Elementary School,0.23199,350,1112,0.20716,0.25681
1985,30-45 y.,Direct migration background,(1c) Basic Vocational Qualification,0.30691,285,1112,0.27979,0.33403
1985,30-45 y.,Direct migration background,(2c_gen) General Maturity Certificate,0.03630,34,1112,0.02530,0.04730
1985,30-45 y.,Direct migration background,(2c_voc) Vocational Maturity Certificate,0.05813,59,1112,0.04437,0.07189
1985,30-45 y.,Direct migration background,(3b) Higher Tertiary Education,0.06623,44,1112,0.05161,0.08085
1985,46-65 y.,No migration background,(1b) General Elementary School,0.30209,732,2406,0.28374,0.32044
1985,46-65 y.,No migration background,(1c) Basic Vocational Qualification,0.45183,1097,2406,0.43194,0.47172
1985,46-65 y.,No migration background,(2) Intermediate General/Vocational Qualification,0.13421,323,2406,0.12059,0.14784
1985,46-65 y.,No migration background,(2c_voc) Vocational Maturity Certificate,0.02911,72,2406,0.02239,0.03583
1985,46-65 y.,No migration background,(3a) Lower Tertiary Education,0.03138,75,2406,0.02441,0.03834
1985,46-65 y.,No migration background,(3b) Higher Tertiary Education,0.04106,107,2406,0.03313,0.04899
1985,46-65 y.,Direct migration background,(1a) Inadequately completed,0.18445,357,774,0.15711,0.21179
1985,46-65 y.,Direct migration background,(1b) General Elementary School,0.28315,213,774,0.25139,0.31491
1985,46-65 y.,Direct migration background,(1c) Basic Vocational Qualification,0.28812,169,774,0.25620,0.32005
1985,46-65 y.,Direct migration background,(2) Intermediate General/Vocational Qualification,0.12365,35,774,0.10044,0.14685
1985,66 and older,No migration background,(1b) General Elementary School,0.36134,380,995,0.33148,0.39121
1985,66 and older,No migration background,(1c) Basic Vocational Qualification,0.38715,420,995,0.35687,0.41743
1985,66 and older,No migration background,(2) Intermediate General/Vocational Qualification,0.15506,160,995,0.13256,0.17756
1985,66 and older,No migration background,(2c_voc) Vocational Maturity Certificate,0.03045,35,995,0.01977,0.04114
1986,17-29 y.,No migration background,(0) No qualification (yet),0.06016,147,2097,0.04998,0.07034
1986,17-29 y.,No migration background,(1a) Inadequately completed,0.02063,43,2097,0.01455,0.02672
1986,17-29 y.,No migration background,(1b) General Elementary School,0.13759,303,2097,0.12284,0.15234
1986,17-29 y.,No migration background,(1c) Basic Vocational Qualification,0.24207,505,2097,0.22373,0.26040
1986,17-29 y.,No migration background,(2) Intermediate General/Vocational Qualification,0.31702,669,2097,0.29710,0.33694
1986,17-29 y.,No migration background,(2c_gen) General Maturity Certificate,0.11567,250,2097,0.10198,0.12936
1986,17-29 y.,No migration background,(2c_voc) Vocational Maturity Certificate,0.05216,100,2097,0.04264,0.06168
1986,17-29 y.,No migration background,(3a) Lower Tertiary Education,0.01521,32,2097,0.00997,0.02045
1986,17-29 y.,No migration background,(3b) Higher Tertiary Education,0.02072,48,2097,0.01462,0.02682
1986,17-29 y.,Direct migration background,(0) No qualification (yet),0.04257,31,761,0.02822,0.05692
1986,17-29 y.,Direct migration background,(1a) Inadequately completed,0.09985,108,761,0.07853,0.12116
1986,17-29 y.,Direct migration background,(1b) General Elementary School,0.26845,283,761,0.23695,0.29996
1986,17-29 y.,Direct migration background,(1c) Basic Vocational Qualification,0.23511,171,761,0.20496,0.26526
1986,17-29 y.,Direct migration background,(2) Intermediate General/Vocational Qualification,0.15353,76,761,0.12790,0.17916
1986,17-29 y.,Direct migration background,(2c_gen) General Maturity Certificate,0.08996,59,761,0.06962,0.11030
1986,17-29 y.,Direct migration background,(2c_voc) Vocational Maturity Certificate,0.06001,33,761,0.04313,0.07690
1986,17-29 y.,Indirect migration background,(1b) General Elementary School,0.24780,35,35,0.10268,0.39293
1986,30-45 y.,No migration background,(1b) General Elementary School,0.11497,256,2108,0.10135,0.12859
1986,30-45 y.,No migration background,(1c) Basic Vocational Qualification,0.47415,996,2108,0.45283,0.49547
1986,30-45 y.,No migration background,(2) Intermediate General/Vocational Qualification,0.21102,455,2108,0.19359,0.22844
1986,30-45 y.,No migration background,(2c_voc) Vocational Maturity Certificate,0.03962,85,2108,0.03129,0.04795
1986,30-45 y.,No migration background,(3a) Lower Tertiary Education,0.04138,92,2108,0.03288,0.04988
1986,30-45 y.,No migration background,(3b) Higher Tertiary Education,0.10322,224,2108,0.09023,0.11621
1986,30-45 y.,Direct migration background,(1a) Inadequately completed,0.17629,298,1066,0.15340,0.19917
1986,30-45 y.,Direct migration background,(1b) General Elementary School,0.22248,322,1066,0.19750,0.24746
1986,30-45 y.,Direct migration background,(1c) Basic Vocational Qualification,0.30388,267,1066,0.27626,0.33150
1986,30-45 y.,Direct migration background,(2) Intermediate General/Vocational Qualification,0.07610,31,1066,0.06018,0.09203
1986,30-45 y.,Direct migration background,(2c_gen) General Maturity Certificate,0.04128,35,1066,0.02933,0.05323
1986,30-45 y.,Direct migration background,(2c_voc) Vocational Maturity Certificate,0.06345,63,1066,0.04881,0.07809
1986,30-45 y.,Direct migration background,(3b) Higher Tertiary Education,0.07572,50,1066,0.05983,0.09161
1986,46-65 y.,No migration background,(1b) General Elementary School,0.28649,667,2320,0.26809,0.30490
1986,46-65 y.,No migration background,(1c) Basic Vocational Qualification,0.45807,1078,2320,0.43779,0.47835
1986,46-65 y.,No migration background,(2) Intermediate General/Vocational Qualification,0.14130,319,2320,0.12712,0.15548
1986,46-65 y.,No migration background,(2c_voc) Vocational Maturity Certificate,0.02772,66,2320,0.02103,0.03440
1986,46-65 y.,No migration background,(3a) Lower Tertiary Education,0.03261,77,2320,0.02538,0.03984
1986,46-65 y.,No migration background,(3b) Higher Tertiary Education,0.04320,113,2320,0.03493,0.05148
1986,46-65 y.,Direct migration background,(1a) Inadequately completed,0.17422,341,781,0.14760,0.20083
1986,46-65 y.,Direct migration background,(1b) General Elementary School,0.28826,231,781,0.25648,0.32005
1986,46-65 y.,Direct migration background,(1c) Basic Vocational Qualification,0.29411,175,781,0.26214,0.32609
1986,46-65 y.,Direct migration background,(2) Intermediate General/Vocational Qualification,0.12358,34,781,0.10049,0.14668
1986,66 and older,No migration background,(1b) General Elementary School,0.35172,343,913,0.32073,0.38271
1986,66 and older,No migration background,(1c) Basic Vocational Qualification,0.38264,377,913,0.35109,0.41418
1986,66 and older,No migration background,(2) Intermediate General/Vocational Qualification,0.16477,155,913,0.14069,0.18885
1986,66 and older,No migration background,(2c_voc) Vocational Maturity Certificate,0.03473,38,913,0.02284,0.04661
1987,17-29 y.,No migration background,(0) No qualification (yet),0.05820,151,1995,0.04792,0.06848
1987,17-29 y.,No migration background,(1b) General Elementary School,0.13120,291,1995,0.11638,0.14602
1987,17-29 y.,No migration background,(1c) Basic Vocational Qualification,0.24595,492,1995,0.22705,0.26486
1987,17-29 y.,No migration background,(2) Intermediate General/Vocational Qualification,0.31906,661,1995,0.29860,0.33952
1987,17-29 y.,No migration background,(2c_gen) General Maturity Certificate,0.11309,227,1995,0.09919,0.12699
1987,17-29 y.,No migration background,(2c_voc) Vocational Maturity Certificate,0.05533,96,1995,0.04529,0.06536
1987,17-29 y.,No migration background,(3a) Lower Tertiary Education,0.01801,36,1995,0.01217,0.02384
1987,17-29 y.,No migration background,(3b) Higher Tertiary Education,0.01955,41,1995,0.01347,0.02563
1987,17-29 y.,Direct migration background,(0) No qualification (yet),0.03642,32,756,0.02306,0.04979
1987,17-29 y.,Direct migration background,(1a) Inadequately completed,0.08497,89,756,0.06508,0.10486
1987,17-29 y.,Direct migration background,(1b) General Elementary School,0.29851,301,756,0.26587,0.33115
1987,17-29 y.,Direct migration background,(1c) Basic Vocational Qualification,0.22224,166,756,0.19258,0.25189
1987,17-29 y.,Direct migration background,(2) Intermediate General/Vocational Qualification,0.15134,75,756,0.12578,0.17690
1987,17-29 y.,Direct migration background,(2c_gen) General Maturity Certificate,0.08659,58,756,0.06653,0.10665
1987,17-29 y.,Direct migration background,(2c_voc) Vocational Maturity Certificate,0.06870,35,756,0.05066,0.08675
1987,17-29 y.,Indirect migration background,(1b) General Elementary School,0.21699,37,71,0.12043,0.31355
1987,17-29 y.,Indirect migration background,(1c) Basic Vocational Qualification,0.23724,34,71,0.13758,0.33689
1987,30-45 y.,No migration background,(1b) General Elementary School,0.11012,238,2052,0.09657,0.12367
1987,30-45 y.,No migration background,(1c) Basic Vocational Qualification,0.46552,956,2052,0.44393,0.48711
1987,30-45 y.,No migration background,(2) Intermediate General/Vocational Qualification,0.21758,456,2052,0.19972,0.23544
1987,30-45 y.,No migration background,(2c_voc) Vocational Maturity Certificate,0.04252,88,2052,0.03379,0.05126
1987,30-45 y.,No migration background,(3a) Lower Tertiary Education,0.04219,89,2052,0.03349,0.05089
1987,30-45 y.,No migration background,(3b) Higher Tertiary Education,0.10512,225,2052,0.09185,0.11840
1987,30-45 y.,Direct migration background,(1a) Inadequately completed,0.18453,291,1018,0.16069,0.20838
1987,30-45 y.,Direct migration background,(1b) General Elementary School,0.22943,311,1018,0.20359,0.25527
1987,30-45 y.,Direct migration background,(1c) Basic Vocational Qualification,0.28847,251,1018,0.26063,0.31632
1987,30-45 y.,Direct migration background,(2) Intermediate General/Vocational Qualification,0.08375,32,1018,0.06673,0.10078
1987,30-45 y.,Direct migration background,(2c_gen) General Maturity Certificate,0.04409,36,1018,0.03148,0.05671
1987,30-45 y.,Direct migration background,(2c_voc) Vocational Maturity Certificate,0.06493,57,1018,0.04978,0.08007
1987,30-45 y.,Direct migration background,(3b) Higher Tertiary Education,0.05968,40,1018,0.04512,0.07424
1987,46-65 y.,No migration background,(1b) General Elementary School,0.27323,621,2265,0.25488,0.29159
1987,46-65 y.,No migration background,(1c) Basic Vocational Qualification,0.47241,1083,2265,0.45185,0.49298
1987,46-65 y.,No migration background,(2) Intermediate General/Vocational Qualification,0.13718,307,2265,0.12301,0.15136
1987,46-65 y.,No migration background,(2c_voc) Vocational Maturity Certificate,0.02692,61,2265,0.02025,0.03359
1987,46-65 y.,No migration background,(3a) Lower Tertiary Education,0.03181,73,2265,0.02458,0.03904
1987,46-65 y.,No migration background,(3b) Higher Tertiary Education,0.04793,120,2265,0.03913,0.05673
1987,46-65 y.,Direct migration background,(1a) Inadequately completed,0.18101,348,813,0.15453,0.20749
1987,46-65 y.,Direct migration background,(1b) General Elementary School,0.29089,249,813,0.25965,0.32212
1987,46-65 y.,Direct migration background,(1c) Basic Vocational Qualification,0.29387,181,813,0.26253,0.32520
1987,46-65 y.,Direct migration background,(2) Intermediate General/Vocational Qualification,0.11518,35,813,0.09323,0.13714
1987,66 and older,No migration background,(1b) General Elementary School,0.35180,357,940,0.32126,0.38235
1987,66 and older,No migration background,(1c) Basic Vocational Qualification,0.38517,391,940,0.35405,0.41630
1987,66 and older,No migration background,(2) Intermediate General/Vocational Qualification,0.16281,156,940,0.13920,0.18643
1987,66 and older,No migration background,(2c_voc) Vocational Maturity Certificate,0.03172,36,940,0.02051,0.04293
1988,17-29 y.,No migration background,(0) No qualification (yet),0.05824,125,1826,0.04749,0.06898
1988,17-29 y.,No migration background,(1b) General Elementary School,0.13203,278,1826,0.11650,0.14756
1988,17-29 y.,No migration background,(1c) Basic Vocational Qualification,0.24545,448,1826,0.22571,0.26519
1988,17-29 y.,No migration background,(2) Intermediate General/Vocational Qualification,0.31239,611,1826,0.29112,0.33365
1988,17-29 y.,No migration background,(2c_gen) General Maturity Certificate,0.11205,204,1826,0.09758,0.12653
1988,17-29 y.,No migration background,(2c_voc) Vocational Maturity Certificate,0.05913,96,1826,0.04831,0.06995
1988,17-29 y.,No migration background,(3a) Lower Tertiary Education,0.01758,31,1826,0.01155,0.02361
1988,17-29 y.,No migration background,(3b) Higher Tertiary Education,0.01814,33,1826,0.01202,0.02426
1988,17-29 y.,Direct migration background,(1a) Inadequately completed,0.08369,85,676,0.06280,0.10458
1988,17-29 y.,Direct migration background,(1b) General Elementary School,0.27880,298,676,0.24497,0.31263
1988,17-29 y.,Direct migration background,(1c) Basic Vocational Qualification,0.23163,164,676,0.19981,0.26346
1988,17-29 y.,Direct migration background,(2) Intermediate General/Vocational Qualification,0.15792,79,676,0.13041,0.18543
1988,17-29 y.,Direct migration background,(2c_gen) General Maturity Certificate,0.08937,50,676,0.06785,0.11089
1988,17-29 y.,Indirect migration background,(1b) General Elementary School,0.26056,50,128,0.18422,0.33690
1988,17-29 y.,Indirect migration background,(1c) Basic Vocational Qualification,0.19278,40,128,0.12417,0.26138
1988,17-29 y.,Indirect migration background,(2) Intermediate General/Vocational Qualification,0.21307,38,128,0.14185,0.28428
1988,30-45 y.,No migration background,(1b) General Elementary School,0.10162,217,1947,0.08820,0.11505
1988,30-45 y.,No migration background,(1c) Basic Vocational Qualification,0.45805,893,1947,0.43592,0.48019
1988,30-45 y.,No migration background,(2) Intermediate General/Vocational Qualification,0.22248,448,1947,0.20400,0.24096
1988,30-45 y.,No migration background,(2c_voc) Vocational Maturity Certificate,0.04398,84,1947,0.03487,0.05309
1988,30-45 y.,No migration background,(3a) Lower Tertiary Education,0.04331,89,1947,0.03427,0.05236
1988,30-45 y.,No migration background,(3b) Higher Tertiary Education,0.10735,216,1947,0.09360,0.12110
1988,30-45 y.,Direct migration background,(1a) Inadequately completed,0.16947,244,876,0.14461,0.19432
1988,30-45 y.,Direct migration background,(1b) General Elementary School,0.21330,278,876,0.18616,0.24045
1988,30-45 y.,Direct migration background,(1c) Basic Vocational Qualification,0.31895,233,876,0.28807,0.34983
1988,30-45 y.,Direct migration background,(2c_gen) General Maturity Certificate,0.04844,33,876,0.03422,0.06267
1988,30-45 y.,Direct migration background,(2c_voc) Vocational Maturity Certificate,0.07403,57,876,0.05668,0.09137
1988,30-45 y.,Direct migration background,(3b) Higher Tertiary Education,0.05211,31,876,0.03738,0.06683
1988,46-65 y.,No migration background,(1b) General Elementary School,0.26930,584,2178,0.25067,0.28793
1988,46-65 y.,No migration background,(1c) Basic Vocational Qualification,0.47378,1046,2178,0.45280,0.49475
1988,46-65 y.,No migration background,(2) Intermediate General/Vocational Qualification,0.13737,298,2178,0.12291,0.15183
1988,46-65 y.,No migration background,(2c_voc) Vocational Maturity Certificate,0.02716,58,2178,0.02033,0.03399
1988,46-65 y.,No migration background,(3a) Lower Tertiary Education,0.02998,65,2178,0.02281,0.03714
1988,46-65 y.,No migration background,(3b) Higher Tertiary Education,0.05329,127,2178,0.04386,0.06273
1988,46-65 y.,Direct migration background,(1a) Inadequately completed,0.16819,336,808,0.14238,0.19399
1988,46-65 y.,Direct migration background,(1b) General Elementary School,0.30247,257,808,0.27078,0.33416
1988,46-65 y.,Direct migration background,(1c) Basic Vocational Qualification,0.28973,180,808,0.25843,0.32103
1988,46-65 y.,Direct migration background,(2) Intermediate General/Vocational Qualification,0.11858,35,808,0.09628,0.14089
1988,66 and older,No migration background,(1b) General Elementary School,0.34208,329,904,0.31114,0.37303
1988,66 and older,No migration background,(1c) Basic Vocational Qualification,0.39214,386,904,0.36030,0.42399
1988,66 and older,No migration background,(2) Intermediate General/Vocational Qualification,0.16562,153,904,0.14138,0.18987
1988,66 and older,No migration background,(2c_voc) Vocational Maturity Certificate,0.03366,36,904,0.02190,0.04542
1989,17-29 y.,No migration background,(0) No qualification (yet),0.06717,121,1750,0.05544,0.07890
1989,17-29 y.,No migration background,(1b) General Elementary School,0.12448,247,1750,0.10901,0.13995
1989,17-29 y.,No migration background,(1c) Basic Vocational Qualification,0.23911,445,1750,0.21912,0.25910
1989,17-29 y.,No migration background,(2) Intermediate General/Vocational Qualification,0.30367,581,1750,0.28212,0.32522
1989,17-29 y.,No migration background,(2c_gen) General Maturity Certificate,0.11197,202,1750,0.09719,0.12675
1989,17-29 y.,No migration background,(2c_voc) Vocational Maturity Certificate,0.06554,111,1750,0.05395,0.07714
1989,17-29 y.,No migration background,(3b) Higher Tertiary Education,0.02492,43,1750,0.01761,0.03222
1989,17-29 y.,Direct migration background,(1a) Inadequately completed,0.08474,83,647,0.06326,0.10622
1989,17-29 y.,Direct migration background,(1b) General Elementary School,0.28964,277,647,0.25467,0.32462
1989,17-29 y.,Direct migration background,(1c) Basic Vocational Qualification,0.21776,156,647,0.18593,0.24959
1989,17-29 y.,Direct migration background,(2) Intermediate General/Vocational Qualification,0.15621,77,647,0.12821,0.18421
1989,17-29 y.,Direct migration background,(2c_gen) General Maturity Certificate,0.08493,54,647,0.06343,0.10643
1989,17-29 y.,Indirect migration background,(1b) General Elementary School,0.28582,65,147,0.21254,0.35911
1989,17-29 y.,Indirect migration background,(1c) Basic Vocational Qualification,0.13029,38,147,0.07568,0.18489
1989,17-29 y.,Indirect migration background,(2) Intermediate General/Vocational Qualification,0.19055,44,147,0.12684,0.25425
1989,30-45 y.,No migration background,(1b) General Elementary School,0.09759,204,1886,0.08419,0.11098
1989,30-45 y.,No migration background,(1c) Basic Vocational Qualification,0.45638,861,1886,0.43389,0.47887
1989,30-45 y.,No migration background,(2) Intermediate General/Vocational Qualification,0.21908,437,1886,0.20041,0.23776
1989,30-45 y.,No migration background,(2c_voc) Vocational Maturity Certificate,0.04765,88,1886,0.03803,0.05726
1989,30-45 y.,No migration background,(3a) Lower Tertiary Education,0.04812,95,1886,0.03846,0.05779
1989,30-45 y.,No migration background,(3b) Higher Tertiary Education,0.10443,201,1886,0.09063,0.11824
1989,30-45 y.,Direct migration background,(1a) Inadequately completed,0.16638,223,821,0.14089,0.19187
1989,30-45 y.,Direct migration background,(1b) General Elementary School,0.20862,260,821,0.18081,0.23643
1989,30-45 y.,Direct migration background,(1c) Basic Vocational Qualification,0.31791,223,821,0.28604,0.34978
1989,30-45 y.,Direct migration background,(2c_gen) General Maturity Certificate,0.05189,31,821,0.03670,0.06707
1989,30-45 y.,Direct migration background,(2c_voc) Vocational Maturity Certificate,0.07723,51,821,0.05896,0.09550
1989,30-45 y.,Direct migration background,(3b) Higher Tertiary Education,0.05912,33,821,0.04298,0.07526
1989,46-65 y.,No migration background,(1b) General Elementary School,0.25487,523,2049,0.23600,0.27374
1989,46-65 y.,No migration background,(1c) Basic Vocational Qualification,0.47696,991,2049,0.45533,0.49860
1989,46-65 y.,No migration background,(2) Intermediate General/Vocational Qualification,0.14492,291,2049,0.12967,0.16016
1989,46-65 y.,No migration background,(2c_voc) Vocational Maturity Certificate,0.02546,51,2049,0.01864,0.03228
1989,46-65 y.,No migration background,(3a) Lower Tertiary Education,0.03164,66,2049,0.02406,0.03922
1989,46-65 y.,No migration background,(3b) Higher Tertiary Education,0.05691,127,2049,0.04687,0.06694
1989,46-65 y.,Direct migration background,(1a) Inadequately completed,0.16908,328,808,0.14322,0.19494
1989,46-65 y.,Direct migration background,(1b) General Elementary School,0.31849,267,808,0.28635,0.35063
1989,46-65 y.,Direct migration background,(1c) Basic Vocational Qualification,0.27799,180,808,0.24708,0.30891
1989,46-65 y.,Direct migration background,(2) Intermediate General/Vocational Qualification,0.10992,33,808,0.08834,0.13150
1989,66 and older,No migration background,(1b) General Elementary School,0.35027,329,878,0.31869,0.38184
1989,66 and older,No migration background,(1c) Basic Vocational Qualification,0.37937,363,878,0.34725,0.41148
1989,66 and older,No migration background,(2) Intermediate General/Vocational Qualification,0.16774,147,878,0.14301,0.19247
1989,66 and older,No migration background,(2c_voc) Vocational Maturity Certificate,0.03668,39,878,0.02424,0.04912
1990,17-29 y.,No migration background,(0) No qualification (yet),0.04748,102,2829,0.03965,0.05532
1990,17-29 y.,No migration background,(1a) Inadequately completed,0.01768,59,2829,0.01283,0.02254
1990,17-29 y.,No migration background,(1b) General Elementary School,0.09904,239,2829,0.08803,0.11005
1990,17-29 y.,No migration background,(1c) Basic Vocational Qualification,0.20050,517,2829,0.18575,0.21526
1990,17-29 y.,No migration background,(2) Intermediate General/Vocational Qualification,0.38741,1304,2829,0.36946,0.40537
1990,17-29 y.,No migration background,(2c_gen) General Maturity Certificate,0.09893,238,2829,0.08792,0.10993
1990,17-29 y.,No migration background,(2c_voc) Vocational Maturity Certificate,0.06245,155,2829,0.05353,0.07137
1990,17-29 y.,No migration background,(3a) Lower Tertiary Education,0.03554,139,2829,0.02871,0.04236
1990,17-29 y.,No migration background,(3b) Higher Tertiary Education,0.02407,76,2829,0.01842,0.02972
1990,17-29 y.,Direct migration background,(1a) Inadequately completed,0.07606,69,599,0.05482,0.09731
1990,17-29 y.,Direct migration background,(1b) General Elementary School,0.30309,260,599,0.26625,0.33992
1990,17-29 y.,Direct migration background,(1c) Basic Vocational Qualification,0.22583,157,599,0.19232,0.25935
1990,17-29 y.,Direct migration background,(2) Intermediate General/Vocational Qualification,0.17067,75,599,0.14052,0.20083
1990,17-29 y.,Direct migration background,(2c_gen) General Maturity Certificate,0.06392,38,599,0.04432,0.08353
1990,17-29 y.,Indirect migration background,(0) No qualification (yet),0.16673,34,200,0.11494,0.21852
1990,17-29 y.,Indirect migration background,(1b) General Elementary School,0.28564,77,200,0.22288,0.34840
1990,17-29 y.,Indirect migration background,(1c) Basic Vocational Qualification,0.12240,42,200,0.07686,0.16793
