year,sex,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1993,male,(3a) Lower Tertiary Education,0.06667,411,6245,0.06049,0.07286
1993,male,(3b) Higher Tertiary Education,0.08858,498,6245,0.08153,0.09562
1993,female,(0) No qualification (yet),0.00951,69,6594,0.00717,0.01185
1993,female,(1a) Inadequately completed,0.02782,413,6594,0.02385,0.03179
1993,female,(1b) General Elementary School,0.24390,1439,6594,0.23353,0.25426
1993,female,(1c) Basic Vocational Qualification,0.30987,1831,6594,0.29870,0.32103
1993,female,(2) Intermediate General/Vocational Qualification,0.25099,1700,6594,0.24053,0.26146
1993,female,(2c_gen) General Maturity Certificate,0.02480,185,6594,0.02105,0.02856
1993,female,(2c_voc) Vocational Maturity Certificate,0.03898,230,6594,0.03430,0.04365
1993,female,(3a) Lower Tertiary Education,0.04730,435,6594,0.04217,0.05242
1993,female,(3b) Higher Tertiary Education,0.04684,292,6594,0.04174,0.05194
1994,male,(0) No qualification (yet),0.01459,91,6083,0.01158,0.01760
1994,male,(1a) Inadequately completed,0.02259,272,6083,0.01886,0.02633
1994,male,(1b) General Elementary School,0.09438,693,6083,0.08704,0.10173
1994,male,(1c) Basic Vocational Qualification,0.41420,2256,6083,0.40182,0.42658
1994,male,(2) Intermediate General/Vocational Qualification,0.21117,1361,6083,0.20091,0.22143
1994,male,(2c_gen) General Maturity Certificate,0.03405,217,6083,0.02949,0.03860
1994,male,(2c_voc) Vocational Maturity Certificate,0.04950,280,6083,0.04405,0.05496
1994,male,(3a) Lower Tertiary Education,0.07036,419,6083,0.06393,0.07678
1994,male,(3b) Higher Tertiary Education,0.08915,494,6083,0.08199,0.09632
1994,female,(0) No qualification (yet),0.01347,111,6490,0.01067,0.01628
1994,female,(1a) Inadequately completed,0.02774,374,6490,0.02375,0.03174
1994,female,(1b) General Elementary School,0.23300,1354,6490,0.22271,0.24328
1994,female,(1c) Basic Vocational Qualification,0.31072,1801,6490,0.29946,0.32198
1994,female,(2) Intermediate General/Vocational Qualification,0.25028,1686,6490,0.23974,0.26082
1994,female,(2c_gen) General Maturity Certificate,0.02552,184,6490,0.02168,0.02935
1994,female,(2c_voc) Vocational Maturity Certificate,0.03972,240,6490,0.03497,0.04448
1994,female,(3a) Lower Tertiary Education,0.04719,430,6490,0.04203,0.05235
1994,female,(3b) Higher Tertiary Education,0.05236,310,6490,0.04694,0.05778
1995,male,(0) No qualification (yet),0.01886,133,6260,0.01549,0.02223
1995,male,(1a) Inadequately completed,0.02000,260,6260,0.01653,0.02347
1995,male,(1b) General Elementary School,0.09249,709,6260,0.08531,0.09967
1995,male,(1c) Basic Vocational Qualification,0.40558,2276,6260,0.39341,0.41774
1995,male,(2) Intermediate General/Vocational Qualification,0.20463,1371,6260,0.19464,0.21462
1995,male,(2c_gen) General Maturity Certificate,0.03816,244,6260,0.03341,0.04291
1995,male,(2c_voc) Vocational Maturity Certificate,0.05304,312,6260,0.04748,0.05859
1995,male,(3a) Lower Tertiary Education,0.07111,417,6260,0.06475,0.07748
1995,male,(3b) Higher Tertiary Education,0.09613,538,6260,0.08883,0.10344
1995,female,(0) No qualification (yet),0.01479,132,6676,0.01189,0.01769
1995,female,(1a) Inadequately completed,0.02317,356,6676,0.01956,0.02678
1995,female,(1b) General Elementary School,0.22592,1332,6676,0.21588,0.23595
1995,female,(1c) Basic Vocational Qualification,0.30698,1809,6676,0.29592,0.31805
1995,female,(2) Intermediate General/Vocational Qualification,0.24804,1744,6676,0.23768,0.25840
1995,female,(2c_gen) General Maturity Certificate,0.02700,222,6676,0.02311,0.03089
1995,female,(2c_voc) Vocational Maturity Certificate,0.04637,283,6676,0.04133,0.05142
1995,female,(3a) Lower Tertiary Education,0.04901,447,6676,0.04383,0.05419
1995,female,(3b) Higher Tertiary Education,0.05872,351,6676,0.05308,0.06436
1996,male,(0) No qualification (yet),0.01894,134,6136,0.01553,0.02235
1996,male,(1a) Inadequately completed,0.02049,237,6136,0.01695,0.02404
1996,male,(1b) General Elementary School,0.08934,665,6136,0.08221,0.09648
1996,male,(1c) Basic Vocational Qualification,0.40327,2228,6136,0.39100,0.41555
1996,male,(2) Intermediate General/Vocational Qualification,0.20819,1381,6136,0.19803,0.21835
1996,male,(2c_gen) General Maturity Certificate,0.03497,224,6136,0.03037,0.03957
1996,male,(2c_voc) Vocational Maturity Certificate,0.05533,301,6136,0.04961,0.06105
1996,male,(3a) Lower Tertiary Education,0.07392,427,6136,0.06737,0.08047
1996,male,(3b) Higher Tertiary Education,0.09554,539,6136,0.08818,0.10290
1996,female,(0) No qualification (yet),0.01907,153,6560,0.01576,0.02238
1996,female,(1a) Inadequately completed,0.02251,317,6560,0.01892,0.02610
1996,female,(1b) General Elementary School,0.21710,1276,6560,0.20713,0.22708
1996,female,(1c) Basic Vocational Qualification,0.30788,1777,6560,0.29671,0.31905
1996,female,(2) Intermediate General/Vocational Qualification,0.25008,1735,6560,0.23960,0.26056
1996,female,(2c_gen) General Maturity Certificate,0.02656,209,6560,0.02267,0.03045
1996,female,(2c_voc) Vocational Maturity Certificate,0.04963,295,6560,0.04437,0.05488
1996,female,(3a) Lower Tertiary Education,0.04860,446,6560,0.04340,0.05381
1996,female,(3b) Higher Tertiary Education,0.05856,352,6560,0.05288,0.06424
1997,male,(0) No qualification (yet),0.01935,153,6047,0.01588,0.02283
1997,male,(1a) Inadequately completed,0.02060,223,6047,0.01702,0.02418
1997,male,(1b) General Elementary School,0.08977,659,6047,0.08256,0.09697
1997,male,(1c) Basic Vocational Qualification,0.39831,2157,6047,0.38597,0.41065
1997,male,(2) Intermediate General/Vocational Qualification,0.20853,1367,6047,0.19829,0.21877
1997,male,(2c_gen) General Maturity Certificate,0.03579,218,6047,0.03110,0.04047
1997,male,(2c_voc) Vocational Maturity Certificate,0.05743,302,6047,0.05156,0.06329
1997,male,(3a) Lower Tertiary Education,0.07511,431,6047,0.06847,0.08175
1997,male,(3b) Higher Tertiary Education,0.09512,537,6047,0.08772,0.10251
1997,female,(0) No qualification (yet),0.01911,159,6423,0.01576,0.02246
1997,female,(1a) Inadequately completed,0.02281,297,6423,0.01916,0.02646
1997,female,(1b) General Elementary School,0.21576,1221,6423,0.20570,0.22582
1997,female,(1c) Basic Vocational Qualification,0.30625,1736,6423,0.29497,0.31752
1997,female,(2) Intermediate General/Vocational Qualification,0.25079,1712,6423,0.24019,0.26139
1997,female,(2c_gen) General Maturity Certificate,0.02773,212,6423,0.02372,0.03175
1997,female,(2c_voc) Vocational Maturity Certificate,0.04932,287,6423,0.04402,0.05461
1997,female,(3a) Lower Tertiary Education,0.05090,442,6423,0.04553,0.05628
1997,female,(3b) Higher Tertiary Education,0.05733,357,6423,0.05165,0.06302
1998,male,(0) No qualification (yet),0.01944,161,6552,0.01610,0.02279
1998,male,(1a) Inadequately completed,0.02059,209,6552,0.01715,0.02403
1998,male,(1b) General Elementary School,0.09728,726,6552,0.09011,0.10446
1998,male,(1c) Basic Vocational Qualification,0.38031,2297,6552,0.36855,0.39207
1998,male,(2) Intermediate General/Vocational Qualification,0.21778,1519,6552,0.20778,0.22777
1998,male,(2c_gen) General Maturity Certificate,0.03715,242,6552,0.03257,0.04173
1998,male,(2c_voc) Vocational Maturity Certificate,0.05445,319,6552,0.04895,0.05994
1998,male,(3a) Lower Tertiary Education,0.07785,483,6552,0.07136,0.08434
1998,male,(3b) Higher Tertiary Education,0.09515,596,6552,0.08805,0.10226
1998,female,(0) No qualification (yet),0.02018,169,6979,0.01688,0.02348
1998,female,(1a) Inadequately completed,0.02461,285,6979,0.02098,0.02825
1998,female,(1b) General Elementary School,0.21011,1309,6979,0.20056,0.21967
1998,female,(1c) Basic Vocational Qualification,0.29478,1865,6979,0.28408,0.30548
1998,female,(2) Intermediate General/Vocational Qualification,0.25113,1875,6979,0.24095,0.26130
1998,female,(2c_gen) General Maturity Certificate,0.03193,239,6979,0.02780,0.03605
1998,female,(2c_voc) Vocational Maturity Certificate,0.05367,347,6979,0.04838,0.05896
1998,female,(3a) Lower Tertiary Education,0.05324,480,6979,0.04798,0.05851
1998,female,(3b) Higher Tertiary Education,0.06035,410,6979,0.05476,0.06593
1999,male,(0) No qualification (yet),0.01981,158,6438,0.01640,0.02321
1999,male,(1a) Inadequately completed,0.02118,200,6438,0.01766,0.02470
1999,male,(1b) General Elementary School,0.09328,690,6438,0.08617,0.10038
1999,male,(1c) Basic Vocational Qualification,0.38760,2267,6438,0.37570,0.39951
1999,male,(2) Intermediate General/Vocational Qualification,0.21672,1504,6438,0.20665,0.22678
1999,male,(2c_gen) General Maturity Certificate,0.03681,229,6438,0.03221,0.04141
1999,male,(2c_voc) Vocational Maturity Certificate,0.05321,312,6438,0.04773,0.05870
1999,male,(3a) Lower Tertiary Education,0.07633,478,6438,0.06984,0.08281
1999,male,(3b) Higher Tertiary Education,0.09506,600,6438,0.08789,0.10222
1999,female,(0) No qualification (yet),0.01916,158,6854,0.01591,0.02240
1999,female,(1a) Inadequately completed,0.02560,275,6854,0.02186,0.02934
1999,female,(1b) General Elementary School,0.20422,1250,6854,0.19468,0.21377
1999,female,(1c) Basic Vocational Qualification,0.29606,1819,6854,0.28525,0.30687
1999,female,(2) Intermediate General/Vocational Qualification,0.25363,1876,6854,0.24333,0.26394
1999,female,(2c_gen) General Maturity Certificate,0.03092,242,6854,0.02682,0.03502
1999,female,(2c_voc) Vocational Maturity Certificate,0.05572,353,6854,0.05029,0.06115
1999,female,(3a) Lower Tertiary Education,0.05247,471,6854,0.04719,0.05775
1999,female,(3b) Higher Tertiary Education,0.06221,410,6854,0.05649,0.06793
2000,male,(0) No qualification (yet),0.01792,237,11561,0.01550,0.02033
2000,male,(1a) Inadequately completed,0.01582,183,11561,0.01355,0.01810
2000,male,(1b) General Elementary School,0.07053,867,11561,0.06586,0.07520
2000,male,(1c) Basic Vocational Qualification,0.38537,4284,11561,0.37650,0.39424
2000,male,(2) Intermediate General/Vocational Qualification,0.22122,2716,11561,0.21365,0.22879
2000,male,(2c_gen) General Maturity Certificate,0.03133,375,11561,0.02815,0.03450
2000,male,(2c_voc) Vocational Maturity Certificate,0.07004,740,11561,0.06538,0.07469
2000,male,(3a) Lower Tertiary Education,0.08206,937,11561,0.07705,0.08706
2000,male,(3b) Higher Tertiary Education,0.10572,1222,11561,0.10012,0.11133
2000,female,(0) No qualification (yet),0.01662,258,12493,0.01438,0.01886
2000,female,(1a) Inadequately completed,0.01763,240,12493,0.01533,0.01994
2000,female,(1b) General Elementary School,0.17361,1999,12493,0.16696,0.18025
2000,female,(1c) Basic Vocational Qualification,0.30091,3528,12493,0.29287,0.30895
2000,female,(2) Intermediate General/Vocational Qualification,0.26823,3576,12493,0.26046,0.27600
2000,female,(2c_gen) General Maturity Certificate,0.03095,424,12493,0.02791,0.03398
2000,female,(2c_voc) Vocational Maturity Certificate,0.06697,811,12493,0.06258,0.07135
2000,female,(3a) Lower Tertiary Education,0.05297,762,12493,0.04905,0.05690
2000,female,(3b) Higher Tertiary Education,0.07211,895,12493,0.06758,0.07665
2001,male,(0) No qualification (yet),0.02153,257,10459,0.01875,0.02431
2001,male,(1a) Inadequately completed,0.01348,141,10459,0.01127,0.01569
2001,male,(1b) General Elementary School,0.06831,749,10459,0.06348,0.07315
2001,male,(1c) Basic Vocational Qualification,0.37818,3791,10459,0.36889,0.38748
2001,male,(2) Intermediate General/Vocational Qualification,0.22359,2493,10459,0.21561,0.23158
2001,male,(2c_gen) General Maturity Certificate,0.03150,347,10459,0.02815,0.03485
2001,male,(2c_voc) Vocational Maturity Certificate,0.07116,687,10459,0.06623,0.07609
2001,male,(3a) Lower Tertiary Education,0.08376,863,10459,0.07845,0.08907
2001,male,(3b) Higher Tertiary Education,0.10848,1131,10459,0.10252,0.11444
2001,female,(0) No qualification (yet),0.01789,283,11328,0.01545,0.02033
2001,female,(1a) Inadequately completed,0.01409,181,11328,0.01192,0.01626
2001,female,(1b) General Elementary School,0.16699,1720,11328,0.16012,0.17386
2001,female,(1c) Basic Vocational Qualification,0.29772,3130,11328,0.28929,0.30614
2001,female,(2) Intermediate General/Vocational Qualification,0.26890,3276,11328,0.26073,0.27706
2001,female,(2c_gen) General Maturity Certificate,0.03386,419,11328,0.03053,0.03719
2001,female,(2c_voc) Vocational Maturity Certificate,0.06952,763,11328,0.06484,0.07421
2001,female,(3a) Lower Tertiary Education,0.05580,730,11328,0.05158,0.06003
2001,female,(3b) Higher Tertiary Education,0.07523,826,11328,0.07037,0.08009
2002,male,(0) No qualification (yet),0.02234,297,11019,0.01958,0.02510
2002,male,(1a) Inadequately completed,0.01343,128,11019,0.01128,0.01557
2002,male,(1b) General Elementary School,0.06906,692,11019,0.06433,0.07379
2002,male,(1c) Basic Vocational Qualification,0.37782,3603,11019,0.36877,0.38688
2002,male,(2) Intermediate General/Vocational Qualification,0.22858,2557,11019,0.22074,0.23642
2002,male,(2c_gen) General Maturity Certificate,0.03322,419,11019,0.02988,0.03657
2002,male,(2c_voc) Vocational Maturity Certificate,0.06872,721,11019,0.06400,0.07345
2002,male,(3a) Lower Tertiary Education,0.08204,991,11019,0.07692,0.08717
2002,male,(3b) Higher Tertiary Education,0.10478,1611,11019,0.09906,0.11050
2002,female,(0) No qualification (yet),0.01908,316,11799,0.01661,0.02155
2002,female,(1a) Inadequately completed,0.01467,166,11799,0.01250,0.01684
2002,female,(1b) General Elementary School,0.16546,1586,11799,0.15876,0.17217
2002,female,(1c) Basic Vocational Qualification,0.29775,3038,11799,0.28950,0.30600
2002,female,(2) Intermediate General/Vocational Qualification,0.27256,3426,11799,0.26453,0.28060
2002,female,(2c_gen) General Maturity Certificate,0.03264,449,11799,0.02944,0.03585
2002,female,(2c_voc) Vocational Maturity Certificate,0.07208,861,11799,0.06741,0.07674
2002,female,(3a) Lower Tertiary Education,0.05396,810,11799,0.04988,0.05804
2002,female,(3b) Higher Tertiary Education,0.07180,1147,11799,0.06714,0.07645
2003,male,(0) No qualification (yet),0.02250,302,10541,0.01967,0.02533
2003,male,(1a) Inadequately completed,0.01426,120,10541,0.01200,0.01652
