year,bula_h,pgisced97,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Bavaria,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.32776,43,103,0.23667,0.41886
1984,Bavaria,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.37936,55,157,0.30322,0.45551
1984,Bavaria,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.62064,102,157,0.54449,0.69678
1984,Berlin,Primary Level,(1a) Inadequately completed,0.90818,37,37,0.81384,1.00251
1984,Berlin,Lower Secondary Level,(1b) General Elementary School,0.88847,90,90,0.82307,0.95387
1984,Berlin,Upper Secondary Level,(1c) Basic Vocational Qualification,0.60916,110,166,0.53471,0.68362
1984,Berlin,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.31471,56,166,0.24385,0.38557
1985,Schleswig-Holstein,Lower Secondary Level,(1b) General Elementary School,0.82240,69,69,0.73156,0.91323
1985,Schleswig-Holstein,Upper Secondary Level,(1c) Basic Vocational Qualification,0.68061,133,183,0.61287,0.74834
1985,Schleswig-Holstein,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.26660,50,183,0.20236,0.33085
1985,Hamburg,Lower Secondary Level,(1b) General Elementary School,0.78055,47,47,0.66094,0.90015
1985,Hamburg,Upper Secondary Level,(1c) Basic Vocational Qualification,0.64373,93,131,0.56141,0.72605
1985,Hamburg,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.28877,38,131,0.21087,0.36668
1985,Lower Saxony,Primary Level,(1a) Inadequately completed,0.72243,45,45,0.59011,0.85474
1985,Lower Saxony,Lower Secondary Level,(1b) General Elementary School,0.80971,253,309,0.76588,0.85355
1985,Lower Saxony,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.19029,56,309,0.14645,0.23412
1985,Lower Saxony,Upper Secondary Level,(1c) Basic Vocational Qualification,0.67266,361,537,0.63294,0.71239
1985,Lower Saxony,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.27342,139,537,0.23569,0.31116
1985,Lower Saxony,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.05111,37,537,0.03246,0.06975
1985,Lower Saxony,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.45534,32,32,0.28003,0.63065
1985,Lower Saxony,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.73719,57,57,0.62191,0.85248
1985,Bremen,Upper Secondary Level,(1c) Basic Vocational Qualification,0.79729,51,51,0.68585,0.90872
1985,North Rhine-Westphalia,Primary Level,(1a) Inadequately completed,0.97527,250,250,0.95599,0.99456
1985,North Rhine-Westphalia,Lower Secondary Level,(1b) General Elementary School,0.80201,624,756,0.77359,0.83044
1985,North Rhine-Westphalia,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.19799,132,756,0.16956,0.22641
1985,North Rhine-Westphalia,Upper Secondary Level,(1c) Basic Vocational Qualification,0.70955,954,1363,0.68544,0.73366
1985,North Rhine-Westphalia,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.21227,280,1363,0.19055,0.23399
1985,North Rhine-Westphalia,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.07220,129,1363,0.05846,0.08595
1985,North Rhine-Westphalia,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.44948,69,149,0.36934,0.52963
1985,North Rhine-Westphalia,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.28151,41,149,0.20905,0.35397
1985,North Rhine-Westphalia,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.26168,39,149,0.19086,0.33250
1985,North Rhine-Westphalia,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.32623,67,223,0.26455,0.38790
1985,North Rhine-Westphalia,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.67377,156,223,0.61210,0.73545
1985,Hesse,Primary Level,(1a) Inadequately completed,0.73684,85,85,0.64267,0.83101
1985,Hesse,Lower Secondary Level,(1b) General Elementary School,0.83345,284,326,0.79294,0.87396
1985,Hesse,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.16655,42,326,0.12604,0.20706
1985,Hesse,Upper Secondary Level,(1c) Basic Vocational Qualification,0.62364,320,492,0.58079,0.66649
1985,Hesse,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.28859,124,492,0.24851,0.32867
1985,Hesse,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.07539,48,492,0.05203,0.09874
1985,Hesse,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.68088,64,64,0.56578,0.79599
1985,"Rhineland-Palatinate, Saarland",Primary Level,(1a) Inadequately completed,0.95385,52,52,0.89627,1.01143
1985,"Rhineland-Palatinate, Saarland",Lower Secondary Level,(1b) General Elementary School,0.88875,236,236,0.84854,0.92895
1985,"Rhineland-Palatinate, Saarland",Upper Secondary Level,(1c) Basic Vocational Qualification,0.76872,270,334,0.72343,0.81401
1985,"Rhineland-Palatinate, Saarland",Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.19894,64,334,0.15606,0.24181
1985,Baden-Wuerttemberg,Primary Level,(1a) Inadequately completed,0.89900,238,238,0.86064,0.93736
1985,Baden-Wuerttemberg,Lower Secondary Level,(1b) General Elementary School,0.84122,528,605,0.81207,0.87036
1985,Baden-Wuerttemberg,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.15878,77,605,0.12964,0.18793
1985,Baden-Wuerttemberg,Upper Secondary Level,(1c) Basic Vocational Qualification,0.71647,620,835,0.68588,0.74706
1985,Baden-Wuerttemberg,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.23043,163,835,0.20185,0.25901
1985,Baden-Wuerttemberg,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.04984,52,835,0.03507,0.06461
1985,Baden-Wuerttemberg,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.46810,52,85,0.36139,0.57481
1985,Baden-Wuerttemberg,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.30367,33,85,0.20533,0.40201
1985,Baden-Wuerttemberg,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.45049,44,112,0.35793,0.54305
1985,Baden-Wuerttemberg,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.54951,68,112,0.45695,0.64207
1985,Bavaria,Primary Level,(1a) Inadequately completed,0.75855,75,75,0.66104,0.85606
1985,Bavaria,Lower Secondary Level,(1b) General Elementary School,0.82161,444,534,0.78911,0.85412
1985,Bavaria,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.17839,90,534,0.14588,0.21089
1985,Bavaria,Upper Secondary Level,(1c) Basic Vocational Qualification,0.70096,650,923,0.67141,0.73052
1985,Bavaria,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.24977,221,923,0.22183,0.27771
1985,Bavaria,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.04651,52,923,0.03292,0.06011
1985,Bavaria,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.44176,54,97,0.34242,0.54110
1985,Bavaria,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.35110,43,97,0.25562,0.44659
1985,Bavaria,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.37383,51,147,0.29535,0.45231
1985,Bavaria,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.62617,96,147,0.54769,0.70465
1985,Berlin,Lower Secondary Level,(1b) General Elementary School,0.83303,72,72,0.74627,0.91978
1985,Berlin,Upper Secondary Level,(1c) Basic Vocational Qualification,0.58178,92,143,0.50065,0.66292
1985,Berlin,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.32755,51,143,0.25036,0.40474
1986,Schleswig-Holstein,Lower Secondary Level,(1b) General Elementary School,0.83839,65,65,0.74821,0.92858
1986,Schleswig-Holstein,Upper Secondary Level,(1c) Basic Vocational Qualification,0.66461,121,172,0.59384,0.73537
1986,Schleswig-Holstein,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.29888,51,172,0.23027,0.36750
1986,Hamburg,Lower Secondary Level,(1b) General Elementary School,0.82517,49,49,0.71772,0.93262
1986,Hamburg,Upper Secondary Level,(1c) Basic Vocational Qualification,0.62610,78,113,0.53649,0.71571
1986,Hamburg,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.30236,35,113,0.21730,0.38742
1986,Lower Saxony,Primary Level,(1a) Inadequately completed,0.68097,46,46,0.54479,0.81716
1986,Lower Saxony,Lower Secondary Level,(1b) General Elementary School,0.77140,247,315,0.72495,0.81785
1986,Lower Saxony,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.22860,68,315,0.18215,0.27505
1986,Lower Saxony,Upper Secondary Level,(1c) Basic Vocational Qualification,0.66728,350,527,0.62702,0.70755
1986,Lower Saxony,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.27378,138,527,0.23567,0.31189
1986,Lower Saxony,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.05533,39,527,0.03579,0.07487
1986,Lower Saxony,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.46942,31,31,0.29083,0.64801
1986,Lower Saxony,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.73016,61,61,0.61785,0.84248
1986,Bremen,Upper Secondary Level,(1c) Basic Vocational Qualification,0.74257,44,44,0.61188,0.87325
1986,North Rhine-Westphalia,Primary Level,(1a) Inadequately completed,0.95728,241,241,0.93170,0.98287
1986,North Rhine-Westphalia,Lower Secondary Level,(1b) General Elementary School,0.79894,580,704,0.76931,0.82857
1986,North Rhine-Westphalia,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.20106,124,704,0.17143,0.23069
1986,North Rhine-Westphalia,Upper Secondary Level,(1c) Basic Vocational Qualification,0.68719,899,1321,0.66218,0.71221
1986,North Rhine-Westphalia,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.22598,290,1321,0.20342,0.24854
1986,North Rhine-Westphalia,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.08034,132,1321,0.06567,0.09500
1986,North Rhine-Westphalia,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.45252,67,145,0.37122,0.53382
1986,North Rhine-Westphalia,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.27388,39,145,0.20104,0.34672
1986,North Rhine-Westphalia,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.26651,39,145,0.19429,0.33872
1986,North Rhine-Westphalia,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.32436,66,219,0.26222,0.38651
1986,North Rhine-Westphalia,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.67564,153,219,0.61349,0.73778
1986,Hesse,Primary Level,(1a) Inadequately completed,0.79005,74,74,0.69662,0.88348
1986,Hesse,Lower Secondary Level,(1b) General Elementary School,0.82328,253,295,0.77968,0.86688
1986,Hesse,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.17672,42,295,0.13312,0.22032
1986,Hesse,Upper Secondary Level,(1c) Basic Vocational Qualification,0.59110,283,447,0.54547,0.63673
1986,Hesse,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.29881,114,447,0.25633,0.34129
1986,Hesse,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.09679,50,447,0.06935,0.12423
1986,Hesse,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.66064,63,63,0.54278,0.77850
1986,"Rhineland-Palatinate, Saarland",Primary Level,(1a) Inadequately completed,0.89569,45,45,0.80537,0.98600
1986,"Rhineland-Palatinate, Saarland",Lower Secondary Level,(1b) General Elementary School,0.86834,227,259,0.82708,0.90960
1986,"Rhineland-Palatinate, Saarland",Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.13166,32,259,0.09040,0.17292
1986,"Rhineland-Palatinate, Saarland",Upper Secondary Level,(1c) Basic Vocational Qualification,0.74656,275,342,0.70039,0.79272
1986,"Rhineland-Palatinate, Saarland",Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.21120,67,342,0.16787,0.25452
1986,Baden-Wuerttemberg,Primary Level,(1a) Inadequately completed,0.92191,216,216,0.88604,0.95777
1986,Baden-Wuerttemberg,Lower Secondary Level,(1b) General Elementary School,0.83200,513,597,0.80199,0.86202
1986,Baden-Wuerttemberg,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.16800,84,597,0.13798,0.19801
1986,Baden-Wuerttemberg,Upper Secondary Level,(1c) Basic Vocational Qualification,0.70105,607,826,0.66981,0.73229
1986,Baden-Wuerttemberg,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.24446,169,826,0.21513,0.27378
1986,Baden-Wuerttemberg,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.05135,50,826,0.03629,0.06641
1986,Baden-Wuerttemberg,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.51555,52,52,0.37839,0.65271
1986,Baden-Wuerttemberg,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.43214,40,114,0.34081,0.52348
1986,Baden-Wuerttemberg,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.56786,74,114,0.47652,0.65919
1986,Bavaria,Primary Level,(1a) Inadequately completed,0.74971,68,68,0.64598,0.85343
1986,Bavaria,Lower Secondary Level,(1b) General Elementary School,0.83143,413,491,0.79828,0.86458
1986,Bavaria,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.16857,78,491,0.13542,0.20172
1986,Bavaria,Upper Secondary Level,(1c) Basic Vocational Qualification,0.69391,602,870,0.66327,0.72455
1986,Bavaria,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.23935,204,870,0.21098,0.26772
1986,Bavaria,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.06416,64,870,0.04787,0.08045
1986,Bavaria,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.41368,47,85,0.30836,0.51900
1986,Bavaria,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.34763,38,85,0.24579,0.44947
1986,Bavaria,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.38188,50,143,0.30197,0.46179
1986,Bavaria,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.61812,93,143,0.53821,0.69803
1986,Berlin,Lower Secondary Level,(1b) General Elementary School,0.84845,68,68,0.76259,0.93432
1986,Berlin,Upper Secondary Level,(1c) Basic Vocational Qualification,0.59459,96,143,0.51384,0.67535
1986,Berlin,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.31667,47,143,0.24016,0.39318
1987,Schleswig-Holstein,Lower Secondary Level,(1b) General Elementary School,0.85536,64,64,0.76851,0.94222
1987,Schleswig-Holstein,Upper Secondary Level,(1c) Basic Vocational Qualification,0.65446,121,174,0.58359,0.72532
1987,Schleswig-Holstein,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.30095,53,174,0.23260,0.36930
1987,Hamburg,Lower Secondary Level,(1b) General Elementary School,0.83451,43,43,0.72212,0.94690
1987,Hamburg,Upper Secondary Level,(1c) Basic Vocational Qualification,0.62395,71,106,0.53130,0.71660
1987,Hamburg,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.32693,35,106,0.23720,0.41666
1987,Lower Saxony,Primary Level,(1a) Inadequately completed,0.67473,43,43,0.53305,0.81642
1987,Lower Saxony,Lower Secondary Level,(1b) General Elementary School,0.80571,236,297,0.76063,0.85078
1987,Lower Saxony,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.19429,61,297,0.14922,0.23937
1987,Lower Saxony,Upper Secondary Level,(1c) Basic Vocational Qualification,0.64298,355,548,0.60283,0.68314
1987,Lower Saxony,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.28315,147,548,0.24540,0.32091
1987,Lower Saxony,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.06998,46,548,0.04860,0.09136
1987,Lower Saxony,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.70155,55,55,0.57950,0.82360
1987,Bremen,Upper Secondary Level,(1c) Basic Vocational Qualification,0.74438,42,42,0.61085,0.87790
1987,North Rhine-Westphalia,Primary Level,(1a) Inadequately completed,0.94531,224,224,0.91546,0.97515
1987,North Rhine-Westphalia,Lower Secondary Level,(1b) General Elementary School,0.82564,576,688,0.79727,0.85402
1987,North Rhine-Westphalia,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.17436,112,688,0.14598,0.20273
1987,North Rhine-Westphalia,Upper Secondary Level,(1c) Basic Vocational Qualification,0.68634,882,1306,0.66116,0.71151
1987,North Rhine-Westphalia,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.23050,298,1306,0.20765,0.25335
1987,North Rhine-Westphalia,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.07663,126,1306,0.06220,0.09106
1987,North Rhine-Westphalia,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.44691,66,143,0.36514,0.52869
1987,North Rhine-Westphalia,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.28066,38,143,0.20676,0.35457
1987,North Rhine-Westphalia,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.26496,39,143,0.19238,0.33755
1987,North Rhine-Westphalia,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.31678,64,220,0.25517,0.37840
1987,North Rhine-Westphalia,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.68322,156,220,0.62160,0.74483
1987,Hesse,Primary Level,(1a) Inadequately completed,0.81211,80,80,0.72597,0.89825
1987,Hesse,Lower Secondary Level,(1b) General Elementary School,0.87605,255,290,0.83805,0.91404
1987,Hesse,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.12395,35,290,0.08596,0.16195
1987,Hesse,Upper Secondary Level,(1c) Basic Vocational Qualification,0.59769,294,458,0.55273,0.64265
1987,Hesse,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.31084,119,458,0.26840,0.35327
1987,Hesse,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.07923,45,458,0.05446,0.10399
1987,Hesse,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.64849,62,62,0.52868,0.76831
1987,"Rhineland-Palatinate, Saarland",Primary Level,(1a) Inadequately completed,0.88137,44,44,0.78472,0.97802
1987,"Rhineland-Palatinate, Saarland",Lower Secondary Level,(1b) General Elementary School,0.87922,227,227,0.83674,0.92171
1987,"Rhineland-Palatinate, Saarland",Upper Secondary Level,(1c) Basic Vocational Qualification,0.74421,276,341,0.69784,0.79059
1987,"Rhineland-Palatinate, Saarland",Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.20871,65,341,0.16551,0.25190
1987,Baden-Wuerttemberg,Primary Level,(1a) Inadequately completed,0.88205,215,215,0.83883,0.92526
1987,Baden-Wuerttemberg,Lower Secondary Level,(1b) General Elementary School,0.83054,515,600,0.80050,0.86059
1987,Baden-Wuerttemberg,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.16946,85,600,0.13941,0.19950
1987,Baden-Wuerttemberg,Upper Secondary Level,(1c) Basic Vocational Qualification,0.69947,592,806,0.66779,0.73114
1987,Baden-Wuerttemberg,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.24483,165,806,0.21513,0.27454
1987,Baden-Wuerttemberg,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.05263,49,806,0.03721,0.06806
1987,Baden-Wuerttemberg,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.50766,54,85,0.40074,0.61457
1987,Baden-Wuerttemberg,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.28382,31,85,0.18740,0.38024
1987,Baden-Wuerttemberg,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.46064,41,108,0.36619,0.55508
1987,Baden-Wuerttemberg,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.53936,67,108,0.44492,0.63381
1987,Bavaria,Primary Level,(1a) Inadequately completed,0.68566,59,59,0.56617,0.80514
1987,Bavaria,Lower Secondary Level,(1b) General Elementary School,0.84530,395,466,0.81243,0.87817
1987,Bavaria,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.15470,71,466,0.12183,0.18757
1987,Bavaria,Upper Secondary Level,(1c) Basic Vocational Qualification,0.69335,597,861,0.66253,0.72417
1987,Bavaria,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.24984,209,861,0.22090,0.27877
1987,Bavaria,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.05407,55,861,0.03896,0.06919
1987,Bavaria,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.44169,43,76,0.32930,0.55408
1987,Bavaria,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.33069,33,76,0.22421,0.43717
1987,Bavaria,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.37546,49,141,0.29524,0.45567
1987,Bavaria,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.62454,92,141,0.54433,0.70476
1987,Berlin,Lower Secondary Level,(1b) General Elementary School,0.78129,69,69,0.68304,0.87954
1987,Berlin,Upper Secondary Level,(1c) Basic Vocational Qualification,0.59628,97,142,0.51529,0.67726
