year,age_gr,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,17-29 y.,(2c_voc) Vocational Maturity Certificate,0.06024,127,2762,0.05137,0.06912
1988,17-29 y.,(3a) Lower Tertiary Education,0.01647,34,2762,0.01172,0.02121
1988,17-29 y.,(3b) Higher Tertiary Education,0.01830,42,2762,0.01330,0.02330
1988,30-45 y.,(1a) Inadequately completed,0.03027,263,2914,0.02404,0.03649
1988,30-45 y.,(1b) General Elementary School,0.11737,500,2914,0.10568,0.12906
1988,30-45 y.,(1c) Basic Vocational Qualification,0.44285,1134,2914,0.42482,0.46089
1988,30-45 y.,(2) Intermediate General/Vocational Qualification,0.20664,481,2914,0.19194,0.22135
1988,30-45 y.,(2c_gen) General Maturity Certificate,0.01419,52,2914,0.00990,0.01849
1988,30-45 y.,(2c_voc) Vocational Maturity Certificate,0.04803,141,2914,0.04026,0.05579
1988,30-45 y.,(3a) Lower Tertiary Education,0.04029,96,2914,0.03315,0.04743
1988,30-45 y.,(3b) Higher Tertiary Education,0.10036,247,2914,0.08945,0.11127
1988,46-65 y.,(1a) Inadequately completed,0.02275,343,3062,0.01747,0.02803
1988,46-65 y.,(1b) General Elementary School,0.27448,845,3062,0.25867,0.29029
1988,46-65 y.,(1c) Basic Vocational Qualification,0.45482,1231,3062,0.43718,0.47246
1988,46-65 y.,(2) Intermediate General/Vocational Qualification,0.13549,333,3062,0.12336,0.14761
1988,46-65 y.,(2c_voc) Vocational Maturity Certificate,0.02667,83,3062,0.02096,0.03238
1988,46-65 y.,(3a) Lower Tertiary Education,0.03014,75,3062,0.02409,0.03620
1988,46-65 y.,(3b) Higher Tertiary Education,0.05304,152,3062,0.04510,0.06098
1988,66 and older,(1b) General Elementary School,0.34560,352,952,0.31537,0.37582
1988,66 and older,(1c) Basic Vocational Qualification,0.38808,404,952,0.35710,0.41905
1988,66 and older,(2) Intermediate General/Vocational Qualification,0.16351,159,952,0.14001,0.18702
1988,66 and older,(2c_voc) Vocational Maturity Certificate,0.03286,37,952,0.02153,0.04419
1989,17-29 y.,(0) No qualification (yet),0.07117,176,2694,0.06146,0.08088
1989,17-29 y.,(1a) Inadequately completed,0.02103,118,2694,0.01561,0.02645
1989,17-29 y.,(1b) General Elementary School,0.14981,589,2694,0.13634,0.16329
1989,17-29 y.,(1c) Basic Vocational Qualification,0.24267,639,2694,0.22647,0.25886
1989,17-29 y.,(2) Intermediate General/Vocational Qualification,0.29671,702,2694,0.27946,0.31397
1989,17-29 y.,(2c_gen) General Maturity Certificate,0.11311,274,2694,0.10115,0.12507
1989,17-29 y.,(2c_voc) Vocational Maturity Certificate,0.06626,144,2694,0.05686,0.07565
1989,17-29 y.,(3b) Higher Tertiary Education,0.02435,52,2694,0.01852,0.03017
1989,30-45 y.,(1a) Inadequately completed,0.03107,244,2803,0.02465,0.03750
1989,30-45 y.,(1b) General Elementary School,0.11358,470,2803,0.10183,0.12533
1989,30-45 y.,(1c) Basic Vocational Qualification,0.44148,1092,2803,0.42310,0.45987
1989,30-45 y.,(2) Intermediate General/Vocational Qualification,0.20192,467,2803,0.18706,0.21678
1989,30-45 y.,(2c_gen) General Maturity Certificate,0.01604,53,2803,0.01139,0.02069
1989,30-45 y.,(2c_voc) Vocational Maturity Certificate,0.05175,139,2803,0.04355,0.05995
1989,30-45 y.,(3a) Lower Tertiary Education,0.04542,104,2803,0.03771,0.05313
1989,30-45 y.,(3b) Higher Tertiary Education,0.09874,234,2803,0.08769,0.10978
1989,46-65 y.,(1a) Inadequately completed,0.02457,335,2934,0.01897,0.03017
1989,46-65 y.,(1b) General Elementary School,0.26426,794,2934,0.24830,0.28022
1989,46-65 y.,(1c) Basic Vocational Qualification,0.45430,1177,2934,0.43628,0.47232
1989,46-65 y.,(2) Intermediate General/Vocational Qualification,0.14077,324,2934,0.12818,0.15336
1989,46-65 y.,(2c_voc) Vocational Maturity Certificate,0.02543,78,2934,0.01973,0.03113
1989,46-65 y.,(3a) Lower Tertiary Education,0.03104,75,2934,0.02477,0.03732
1989,46-65 y.,(3b) Higher Tertiary Education,0.05677,151,2934,0.04839,0.06514
1989,66 and older,(1b) General Elementary School,0.35234,351,932,0.32165,0.38302
1989,66 and older,(1c) Basic Vocational Qualification,0.37481,382,932,0.34372,0.40591
1989,66 and older,(2) Intermediate General/Vocational Qualification,0.16836,158,932,0.14433,0.19240
1989,66 and older,(2c_voc) Vocational Maturity Certificate,0.03523,41,932,0.02339,0.04707
1990,17-29 y.,(0) No qualification (yet),0.05127,163,3740,0.04420,0.05834
1990,17-29 y.,(1a) Inadequately completed,0.02415,143,3740,0.01923,0.02907
1990,17-29 y.,(1b) General Elementary School,0.12440,576,3740,0.11382,0.13498
1990,17-29 y.,(1c) Basic Vocational Qualification,0.20668,716,3740,0.19370,0.21966
1990,17-29 y.,(2) Intermediate General/Vocational Qualification,0.37540,1426,3740,0.35988,0.39093
1990,17-29 y.,(2c_gen) General Maturity Certificate,0.09843,297,3740,0.08888,0.10798
1990,17-29 y.,(2c_voc) Vocational Maturity Certificate,0.06255,189,3740,0.05479,0.07031
1990,17-29 y.,(3a) Lower Tertiary Education,0.03350,145,3740,0.02773,0.03927
1990,17-29 y.,(3b) Higher Tertiary Education,0.02361,85,3740,0.01875,0.02848
1990,30-45 y.,(1a) Inadequately completed,0.02403,225,4253,0.01943,0.02863
1990,30-45 y.,(1b) General Elementary School,0.09396,500,4253,0.08519,0.10273
1990,30-45 y.,(1c) Basic Vocational Qualification,0.37808,1321,4253,0.36350,0.39265
1990,30-45 y.,(2) Intermediate General/Vocational Qualification,0.25757,1149,4253,0.24442,0.27071
1990,30-45 y.,(2c_gen) General Maturity Certificate,0.01527,63,4253,0.01159,0.01896
1990,30-45 y.,(2c_voc) Vocational Maturity Certificate,0.05110,181,4253,0.04448,0.05772
1990,30-45 y.,(3a) Lower Tertiary Education,0.07449,399,4253,0.06659,0.08238
1990,30-45 y.,(3b) Higher Tertiary Education,0.10550,415,4253,0.09627,0.11474
1990,46-65 y.,(1a) Inadequately completed,0.02293,336,4211,0.01841,0.02745
1990,46-65 y.,(1b) General Elementary School,0.22933,913,4211,0.21663,0.24203
1990,46-65 y.,(1c) Basic Vocational Qualification,0.47247,1906,4211,0.45739,0.48756
1990,46-65 y.,(2) Intermediate General/Vocational Qualification,0.13267,433,4211,0.12242,0.14291
1990,46-65 y.,(2c_voc) Vocational Maturity Certificate,0.02150,84,4211,0.01712,0.02588
1990,46-65 y.,(3a) Lower Tertiary Education,0.05558,283,4211,0.04866,0.06250
1990,46-65 y.,(3b) Higher Tertiary Education,0.06372,256,4211,0.05634,0.07110
1990,66 and older,(1b) General Elementary School,0.33725,481,1428,0.31272,0.36178
1990,66 and older,(1c) Basic Vocational Qualification,0.40707,607,1428,0.38158,0.43256
1990,66 and older,(2) Intermediate General/Vocational Qualification,0.15123,192,1428,0.13264,0.16982
1990,66 and older,(2c_voc) Vocational Maturity Certificate,0.02653,40,1428,0.01819,0.03487
1990,66 and older,(3a) Lower Tertiary Education,0.03197,62,1428,0.02285,0.04110
1990,66 and older,(3b) Higher Tertiary Education,0.03009,46,1428,0.02123,0.03896
1991,17-29 y.,(0) No qualification (yet),0.05036,153,3558,0.04317,0.05755
1991,17-29 y.,(1a) Inadequately completed,0.02700,158,3558,0.02168,0.03233
1991,17-29 y.,(1b) General Elementary School,0.11842,534,3558,0.10780,0.12904
1991,17-29 y.,(1c) Basic Vocational Qualification,0.20089,682,3558,0.18772,0.21406
1991,17-29 y.,(2) Intermediate General/Vocational Qualification,0.38256,1339,3558,0.36659,0.39853
1991,17-29 y.,(2c_gen) General Maturity Certificate,0.09648,297,3558,0.08678,0.10618
1991,17-29 y.,(2c_voc) Vocational Maturity Certificate,0.06782,195,3558,0.05956,0.07609
1991,17-29 y.,(3a) Lower Tertiary Education,0.03270,122,3558,0.02686,0.03855
1991,17-29 y.,(3b) Higher Tertiary Education,0.02376,78,3558,0.01876,0.02877
1991,30-45 y.,(1a) Inadequately completed,0.02611,222,4260,0.02132,0.03090
1991,30-45 y.,(1b) General Elementary School,0.09333,487,4260,0.08460,0.10207
1991,30-45 y.,(1c) Basic Vocational Qualification,0.35951,1302,4260,0.34509,0.37392
1991,30-45 y.,(2) Intermediate General/Vocational Qualification,0.26671,1187,4260,0.25343,0.27999
1991,30-45 y.,(2c_gen) General Maturity Certificate,0.01540,62,4260,0.01170,0.01910
1991,30-45 y.,(2c_voc) Vocational Maturity Certificate,0.05219,183,4260,0.04551,0.05887
1991,30-45 y.,(3a) Lower Tertiary Education,0.07828,408,4260,0.07021,0.08635
1991,30-45 y.,(3b) Higher Tertiary Education,0.10848,409,4260,0.09914,0.11782
1991,46-65 y.,(1a) Inadequately completed,0.02437,322,4076,0.01964,0.02911
1991,46-65 y.,(1b) General Elementary School,0.21816,872,4076,0.20548,0.23084
1991,46-65 y.,(1c) Basic Vocational Qualification,0.46657,1811,4076,0.45126,0.48189
1991,46-65 y.,(2) Intermediate General/Vocational Qualification,0.13500,435,4076,0.12450,0.14549
1991,46-65 y.,(2c_voc) Vocational Maturity Certificate,0.02239,87,4076,0.01784,0.02693
1991,46-65 y.,(3a) Lower Tertiary Education,0.06275,292,4076,0.05530,0.07019
1991,46-65 y.,(3b) Higher Tertiary Education,0.06720,257,4076,0.05951,0.07489
1991,66 and older,(1b) General Elementary School,0.32731,456,1407,0.30278,0.35184
1991,66 and older,(1c) Basic Vocational Qualification,0.41661,612,1407,0.39084,0.44238
1991,66 and older,(2) Intermediate General/Vocational Qualification,0.14983,188,1407,0.13118,0.16849
1991,66 and older,(2c_voc) Vocational Maturity Certificate,0.02630,39,1407,0.01793,0.03466
1991,66 and older,(3a) Lower Tertiary Education,0.03346,62,1407,0.02406,0.04286
1991,66 and older,(3b) Higher Tertiary Education,0.03402,50,1407,0.02455,0.04350
1992,17-29 y.,(0) No qualification (yet),0.04900,147,3423,0.04177,0.05623
1992,17-29 y.,(1a) Inadequately completed,0.03181,173,3423,0.02593,0.03769
1992,17-29 y.,(1b) General Elementary School,0.12306,527,3423,0.11205,0.13407
1992,17-29 y.,(1c) Basic Vocational Qualification,0.18397,632,3423,0.17099,0.19695
1992,17-29 y.,(2) Intermediate General/Vocational Qualification,0.38509,1279,3423,0.36878,0.40139
1992,17-29 y.,(2c_gen) General Maturity Certificate,0.10289,290,3423,0.09271,0.11307
1992,17-29 y.,(2c_voc) Vocational Maturity Certificate,0.07174,204,3423,0.06310,0.08039
1992,17-29 y.,(3a) Lower Tertiary Education,0.02933,102,3423,0.02368,0.03499
1992,17-29 y.,(3b) Higher Tertiary Education,0.02311,69,3423,0.01808,0.02814
1992,30-45 y.,(1a) Inadequately completed,0.02611,217,4210,0.02129,0.03092
1992,30-45 y.,(1b) General Elementary School,0.08738,450,4210,0.07885,0.09591
1992,30-45 y.,(1c) Basic Vocational Qualification,0.35757,1277,4210,0.34309,0.37205
1992,30-45 y.,(2) Intermediate General/Vocational Qualification,0.26543,1188,4210,0.25209,0.27877
1992,30-45 y.,(2c_gen) General Maturity Certificate,0.01435,58,4210,0.01076,0.01795
1992,30-45 y.,(2c_voc) Vocational Maturity Certificate,0.05676,191,4210,0.04977,0.06375
1992,30-45 y.,(3a) Lower Tertiary Education,0.08100,413,4210,0.07276,0.08925
1992,30-45 y.,(3b) Higher Tertiary Education,0.11140,416,4210,0.10189,0.12090
1992,46-65 y.,(1a) Inadequately completed,0.02608,307,3968,0.02112,0.03104
1992,46-65 y.,(1b) General Elementary School,0.21372,847,3968,0.20097,0.22648
1992,46-65 y.,(1c) Basic Vocational Qualification,0.46334,1740,3968,0.44782,0.47886
1992,46-65 y.,(2) Intermediate General/Vocational Qualification,0.13877,442,3968,0.12801,0.14953
1992,46-65 y.,(2c_voc) Vocational Maturity Certificate,0.02116,84,3968,0.01668,0.02563
1992,46-65 y.,(3a) Lower Tertiary Education,0.06192,289,3968,0.05442,0.06942
1992,46-65 y.,(3b) Higher Tertiary Education,0.07009,259,3968,0.06214,0.07803
1992,66 and older,(1b) General Elementary School,0.31516,445,1407,0.29087,0.33944
1992,66 and older,(1c) Basic Vocational Qualification,0.41997,622,1407,0.39417,0.44577
1992,66 and older,(2) Intermediate General/Vocational Qualification,0.15736,194,1407,0.13832,0.17639
1992,66 and older,(2c_voc) Vocational Maturity Certificate,0.02744,39,1407,0.01890,0.03597
1992,66 and older,(3a) Lower Tertiary Education,0.03368,62,1407,0.02425,0.04311
1992,66 and older,(3b) Higher Tertiary Education,0.03078,45,1407,0.02175,0.03981
1993,17-29 y.,(0) No qualification (yet),0.04735,127,3319,0.04012,0.05457
1993,17-29 y.,(1a) Inadequately completed,0.03925,188,3319,0.03264,0.04586
1993,17-29 y.,(1b) General Elementary School,0.11908,494,3319,0.10806,0.13011
1993,17-29 y.,(1c) Basic Vocational Qualification,0.17758,598,3319,0.16458,0.19059
1993,17-29 y.,(2) Intermediate General/Vocational Qualification,0.38184,1246,3319,0.36531,0.39837
1993,17-29 y.,(2c_gen) General Maturity Certificate,0.10311,303,3319,0.09276,0.11345
1993,17-29 y.,(2c_voc) Vocational Maturity Certificate,0.07413,200,3319,0.06522,0.08304
1993,17-29 y.,(3a) Lower Tertiary Education,0.03263,98,3319,0.02659,0.03868
1993,17-29 y.,(3b) Higher Tertiary Education,0.02503,65,3319,0.01971,0.03034
1993,30-45 y.,(1a) Inadequately completed,0.02665,203,4146,0.02175,0.03156
1993,30-45 y.,(1b) General Elementary School,0.08348,427,4146,0.07506,0.09190
1993,30-45 y.,(1c) Basic Vocational Qualification,0.34790,1237,4146,0.33340,0.36240
1993,30-45 y.,(2) Intermediate General/Vocational Qualification,0.27907,1214,4146,0.26541,0.29272
1993,30-45 y.,(2c_gen) General Maturity Certificate,0.01465,61,4146,0.01099,0.01831
1993,30-45 y.,(2c_voc) Vocational Maturity Certificate,0.05847,198,4146,0.05133,0.06561
1993,30-45 y.,(3a) Lower Tertiary Education,0.07813,393,4146,0.06996,0.08630
1993,30-45 y.,(3b) Higher Tertiary Education,0.11165,413,4146,0.10206,0.12123
1993,46-65 y.,(1a) Inadequately completed,0.02937,306,3884,0.02406,0.03468
1993,46-65 y.,(1b) General Elementary School,0.20534,808,3884,0.19264,0.21805
1993,46-65 y.,(1c) Basic Vocational Qualification,0.46453,1699,3884,0.44885,0.48022
1993,46-65 y.,(2) Intermediate General/Vocational Qualification,0.13645,441,3884,0.12565,0.14725
1993,46-65 y.,(2c_voc) Vocational Maturity Certificate,0.02089,78,3884,0.01640,0.02539
1993,46-65 y.,(3a) Lower Tertiary Education,0.06381,287,3884,0.05613,0.07150
1993,46-65 y.,(3b) Higher Tertiary Education,0.07337,265,3884,0.06517,0.08157
1993,66 and older,(1b) General Elementary School,0.31815,455,1431,0.29401,0.34229
1993,66 and older,(1c) Basic Vocational Qualification,0.41415,630,1431,0.38862,0.43968
1993,66 and older,(2) Intermediate General/Vocational Qualification,0.16029,194,1431,0.14128,0.17931
1993,66 and older,(2c_voc) Vocational Maturity Certificate,0.02514,37,1431,0.01703,0.03326
1993,66 and older,(3a) Lower Tertiary Education,0.03733,68,1431,0.02751,0.04716
1993,66 and older,(3b) Higher Tertiary Education,0.03258,47,1431,0.02338,0.04178
1994,17-29 y.,(0) No qualification (yet),0.07089,202,3156,0.06194,0.07985
1994,17-29 y.,(1a) Inadequately completed,0.03123,140,3156,0.02516,0.03730
1994,17-29 y.,(1b) General Elementary School,0.11494,438,3156,0.10381,0.12607
1994,17-29 y.,(1c) Basic Vocational Qualification,0.16578,542,3156,0.15281,0.17876
1994,17-29 y.,(2) Intermediate General/Vocational Qualification,0.36893,1163,3156,0.35210,0.38577
1994,17-29 y.,(2c_gen) General Maturity Certificate,0.11142,305,3156,0.10044,0.12240
1994,17-29 y.,(2c_voc) Vocational Maturity Certificate,0.07629,202,3156,0.06702,0.08555
1994,17-29 y.,(3a) Lower Tertiary Education,0.03355,94,3156,0.02727,0.03983
1994,17-29 y.,(3b) Higher Tertiary Education,0.02696,70,3156,0.02131,0.03261
1994,30-45 y.,(1a) Inadequately completed,0.02571,179,4086,0.02085,0.03056
1994,30-45 y.,(1b) General Elementary School,0.08016,397,4086,0.07183,0.08849
1994,30-45 y.,(1c) Basic Vocational Qualification,0.34193,1195,4086,0.32739,0.35648
1994,30-45 y.,(2) Intermediate General/Vocational Qualification,0.27881,1227,4086,0.26505,0.29256
1994,30-45 y.,(2c_gen) General Maturity Certificate,0.01508,64,4086,0.01134,0.01882
1994,30-45 y.,(2c_voc) Vocational Maturity Certificate,0.06268,212,4086,0.05524,0.07011
1994,30-45 y.,(3a) Lower Tertiary Education,0.07942,392,4086,0.07113,0.08771
1994,30-45 y.,(3b) Higher Tertiary Education,0.11622,420,4086,0.10639,0.12604
1994,46-65 y.,(1a) Inadequately completed,0.03081,296,3823,0.02533,0.03629
