year,sampreg,sex,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,West,male,(3a) Lower Tertiary Education,0.03514,177,5171,0.03012,0.04016
1986,West,male,(3b) Higher Tertiary Education,0.05512,328,5171,0.04890,0.06134
1986,West,female,(0) No qualification (yet),0.00892,73,5276,0.00638,0.01145
1986,West,female,(1a) Inadequately completed,0.02071,475,5276,0.01687,0.02455
1986,West,female,(1b) General Elementary School,0.26865,1622,5276,0.25669,0.28061
1986,West,female,(1c) Basic Vocational Qualification,0.26038,1490,5276,0.24854,0.27223
1986,West,female,(2) Intermediate General/Vocational Qualification,0.18922,1034,5276,0.17865,0.19979
1986,West,female,(2c_gen) General Maturity Certificate,0.02381,168,5276,0.01969,0.02792
1986,West,female,(2c_voc) Vocational Maturity Certificate,0.02670,170,5276,0.02235,0.03105
1986,West,female,(3a) Lower Tertiary Education,0.01240,70,5276,0.00941,0.01539
1986,West,female,(3b) Higher Tertiary Education,0.02822,174,5276,0.02376,0.03269
1987,West,male,(0) No qualification (yet),0.01213,102,5098,0.00912,0.01513
1987,West,male,(1a) Inadequately completed,0.01905,353,5098,0.01530,0.02280
1987,West,male,(1b) General Elementary School,0.09587,843,5098,0.08778,0.10395
1987,West,male,(1c) Basic Vocational Qualification,0.38605,2107,5098,0.37269,0.39942
1987,West,male,(2) Intermediate General/Vocational Qualification,0.13872,745,5098,0.12923,0.14821
1987,West,male,(2c_gen) General Maturity Certificate,0.03456,227,5098,0.02955,0.03958
1987,West,male,(2c_voc) Vocational Maturity Certificate,0.03806,227,5098,0.03281,0.04331
1987,West,male,(3a) Lower Tertiary Education,0.03585,176,5098,0.03075,0.04095
1987,West,male,(3b) Higher Tertiary Education,0.05473,318,5098,0.04848,0.06097
1987,West,female,(0) No qualification (yet),0.01074,90,5202,0.00794,0.01355
1987,West,female,(1a) Inadequately completed,0.01982,458,5202,0.01603,0.02361
1987,West,female,(1b) General Elementary School,0.26635,1592,5202,0.25433,0.27836
1987,West,female,(1c) Basic Vocational Qualification,0.26194,1474,5202,0.24999,0.27389
1987,West,female,(2) Intermediate General/Vocational Qualification,0.18743,1014,5202,0.17682,0.19804
1987,West,female,(2c_gen) General Maturity Certificate,0.02085,152,5202,0.01696,0.02473
1987,West,female,(2c_voc) Vocational Maturity Certificate,0.02819,174,5202,0.02369,0.03269
1987,West,female,(3a) Lower Tertiary Education,0.01348,73,5202,0.01035,0.01662
1987,West,female,(3b) Higher Tertiary Education,0.03016,175,5202,0.02551,0.03481
1988,West,male,(0) No qualification (yet),0.01331,90,4843,0.01008,0.01654
1988,West,male,(1a) Inadequately completed,0.01712,309,4843,0.01347,0.02078
1988,West,male,(1b) General Elementary School,0.09721,836,4843,0.08887,0.10556
1988,West,male,(1c) Basic Vocational Qualification,0.38597,2003,4843,0.37225,0.39968
1988,West,male,(2) Intermediate General/Vocational Qualification,0.13455,697,4843,0.12494,0.14416
1988,West,male,(2c_gen) General Maturity Certificate,0.03559,218,4843,0.03037,0.04081
1988,West,male,(2c_voc) Vocational Maturity Certificate,0.03833,218,4843,0.03292,0.04374
1988,West,male,(3a) Lower Tertiary Education,0.03593,167,4843,0.03069,0.04117
1988,West,male,(3b) Higher Tertiary Education,0.05562,305,4843,0.04916,0.06207
1988,West,female,(0) No qualification (yet),0.01011,73,4949,0.00732,0.01290
1988,West,female,(1a) Inadequately completed,0.01900,436,4949,0.01519,0.02280
1988,West,female,(1b) General Elementary School,0.25752,1487,4949,0.24534,0.26970
1988,West,female,(1c) Basic Vocational Qualification,0.26505,1418,4949,0.25275,0.27735
1988,West,female,(2) Intermediate General/Vocational Qualification,0.19253,1004,4949,0.18154,0.20351
1988,West,female,(2c_gen) General Maturity Certificate,0.01935,131,4949,0.01551,0.02318
1988,West,female,(2c_voc) Vocational Maturity Certificate,0.03009,170,4949,0.02533,0.03486
1988,West,female,(3a) Lower Tertiary Education,0.01229,66,4949,0.00922,0.01536
1988,West,female,(3b) Higher Tertiary Education,0.03128,164,4949,0.02643,0.03613
1989,West,male,(0) No qualification (yet),0.01646,91,4677,0.01282,0.02011
1989,West,male,(1a) Inadequately completed,0.01684,294,4677,0.01315,0.02053
1989,West,male,(1b) General Elementary School,0.09641,790,4677,0.08795,0.10487
1989,West,male,(1c) Basic Vocational Qualification,0.37704,1911,4677,0.36315,0.39093
1989,West,male,(2) Intermediate General/Vocational Qualification,0.13434,674,4677,0.12456,0.14411
1989,West,male,(2c_gen) General Maturity Certificate,0.03670,225,4677,0.03131,0.04209
1989,West,male,(2c_voc) Vocational Maturity Certificate,0.04022,220,4677,0.03459,0.04586
1989,West,male,(3a) Lower Tertiary Education,0.03789,170,4677,0.03242,0.04337
1989,West,male,(3b) Higher Tertiary Education,0.05862,302,4677,0.05188,0.06535
1989,West,female,(0) No qualification (yet),0.01156,85,4808,0.00854,0.01458
1989,West,female,(1a) Inadequately completed,0.02039,418,4808,0.01640,0.02439
1989,West,female,(1b) General Elementary School,0.25156,1414,4808,0.23930,0.26383
1989,West,female,(1c) Basic Vocational Qualification,0.26539,1379,4808,0.25290,0.27787
1989,West,female,(2) Intermediate General/Vocational Qualification,0.19207,977,4808,0.18093,0.20321
1989,West,female,(2c_gen) General Maturity Certificate,0.01896,127,4808,0.01511,0.02282
1989,West,female,(2c_voc) Vocational Maturity Certificate,0.03239,182,4808,0.02738,0.03739
1989,West,female,(3a) Lower Tertiary Education,0.01221,62,4808,0.00911,0.01532
1989,West,female,(3b) Higher Tertiary Education,0.03288,164,4808,0.02784,0.03792
1990,West,male,(0) No qualification (yet),0.01466,92,4568,0.01117,0.01814
1990,West,male,(1a) Inadequately completed,0.01899,289,4568,0.01504,0.02295
1990,West,male,(1b) General Elementary School,0.09482,763,4568,0.08632,0.10331
1990,West,male,(1c) Basic Vocational Qualification,0.37123,1868,4568,0.35722,0.38524
1990,West,male,(2) Intermediate General/Vocational Qualification,0.13410,651,4568,0.12422,0.14398
1990,West,male,(2c_gen) General Maturity Certificate,0.03582,205,4568,0.03043,0.04121
1990,West,male,(2c_voc) Vocational Maturity Certificate,0.04282,230,4568,0.03695,0.04869
1990,West,male,(3a) Lower Tertiary Education,0.03778,172,4568,0.03225,0.04331
1990,West,male,(3b) Higher Tertiary Education,0.06104,298,4568,0.05410,0.06799
1990,West,female,(0) No qualification (yet),0.01012,70,4697,0.00726,0.01298
1990,West,female,(1a) Inadequately completed,0.02096,394,4697,0.01687,0.02506
1990,West,female,(1b) General Elementary School,0.24446,1376,4697,0.23217,0.25675
1990,West,female,(1c) Basic Vocational Qualification,0.26360,1341,4697,0.25100,0.27620
1990,West,female,(2) Intermediate General/Vocational Qualification,0.19507,974,4697,0.18374,0.20641
1990,West,female,(2c_gen) General Maturity Certificate,0.01986,133,4697,0.01587,0.02385
1990,West,female,(2c_voc) Vocational Maturity Certificate,0.03223,180,4697,0.02718,0.03729
1990,West,female,(3a) Lower Tertiary Education,0.01288,64,4697,0.00965,0.01610
1990,West,female,(3b) Higher Tertiary Education,0.03387,165,4697,0.02869,0.03904
1990,East,male,(1b) General Elementary School,0.02071,50,2056,0.01456,0.02687
1990,East,male,(1c) Basic Vocational Qualification,0.26534,676,2056,0.24625,0.28443
1990,East,male,(2) Intermediate General/Vocational Qualification,0.28746,828,2056,0.26789,0.30702
1990,East,male,(2c_voc) Vocational Maturity Certificate,0.01727,48,2056,0.01164,0.02291
1990,East,male,(3a) Lower Tertiary Education,0.08853,253,2056,0.07625,0.10082
1990,East,male,(3b) Higher Tertiary Education,0.07028,201,2056,0.05923,0.08133
1990,East,female,(1b) General Elementary School,0.12688,281,2267,0.11317,0.14058
1990,East,female,(1c) Basic Vocational Qualification,0.25131,665,2267,0.23345,0.26917
1990,East,female,(2) Intermediate General/Vocational Qualification,0.22572,747,2267,0.20851,0.24293
1990,East,female,(2c_voc) Vocational Maturity Certificate,0.01084,36,2267,0.00657,0.01510
1990,East,female,(3a) Lower Tertiary Education,0.12292,400,2267,0.10940,0.13644
1990,East,female,(3b) Higher Tertiary Education,0.04021,138,2267,0.03212,0.04830
1991,West,male,(0) No qualification (yet),0.01251,84,4557,0.00928,0.01574
1991,West,male,(1a) Inadequately completed,0.01903,279,4557,0.01506,0.02300
1991,West,male,(1b) General Elementary School,0.09296,746,4557,0.08452,0.10139
1991,West,male,(1c) Basic Vocational Qualification,0.36208,1861,4557,0.34812,0.37603
1991,West,male,(2) Intermediate General/Vocational Qualification,0.13217,655,4557,0.12234,0.14201
1991,West,male,(2c_gen) General Maturity Certificate,0.03489,206,4557,0.02956,0.04021
1991,West,male,(2c_voc) Vocational Maturity Certificate,0.04537,241,4557,0.03933,0.05141
1991,West,male,(3a) Lower Tertiary Education,0.03998,179,4557,0.03430,0.04567
1991,West,male,(3b) Higher Tertiary Education,0.06458,306,4557,0.05745,0.07172
1991,West,female,(0) No qualification (yet),0.01077,69,4679,0.00781,0.01373
1991,West,female,(1a) Inadequately completed,0.02233,393,4679,0.01810,0.02657
1991,West,female,(1b) General Elementary School,0.23406,1315,4679,0.22193,0.24620
1991,West,female,(1c) Basic Vocational Qualification,0.25901,1337,4679,0.24646,0.27156
1991,West,female,(2) Intermediate General/Vocational Qualification,0.19812,999,4679,0.18670,0.20954
1991,West,female,(2c_gen) General Maturity Certificate,0.01965,140,4679,0.01568,0.02363
1991,West,female,(2c_voc) Vocational Maturity Certificate,0.03299,187,4679,0.02787,0.03811
1991,West,female,(3a) Lower Tertiary Education,0.01485,73,4679,0.01138,0.01832
1991,West,female,(3b) Higher Tertiary Education,0.03530,166,4679,0.03001,0.04059
1991,East,male,(1b) General Elementary School,0.02157,46,1923,0.01507,0.02806
1991,East,male,(1c) Basic Vocational Qualification,0.26713,608,1923,0.24735,0.28691
1991,East,male,(2) Intermediate General/Vocational Qualification,0.29783,786,1923,0.27738,0.31827
1991,East,male,(2c_voc) Vocational Maturity Certificate,0.01663,44,1923,0.01091,0.02235
1991,East,male,(3a) Lower Tertiary Education,0.09539,244,1923,0.08226,0.10853
1991,East,male,(3b) Higher Tertiary Education,0.07605,195,1923,0.06420,0.08790
1991,East,female,(1b) General Elementary School,0.12383,242,2099,0.10973,0.13792
1991,East,female,(1c) Basic Vocational Qualification,0.25938,601,2099,0.24063,0.27814
1991,East,female,(2) Intermediate General/Vocational Qualification,0.23531,709,2099,0.21716,0.25346
1991,East,female,(2c_voc) Vocational Maturity Certificate,0.01155,32,2099,0.00698,0.01613
1991,East,female,(3a) Lower Tertiary Education,0.12884,388,2099,0.11451,0.14318
1991,East,female,(3b) Higher Tertiary Education,0.04074,127,2099,0.03228,0.04920
1992,West,male,(0) No qualification (yet),0.01155,72,4469,0.00842,0.01468
1992,West,male,(1a) Inadequately completed,0.01977,272,4469,0.01569,0.02385
1992,West,male,(1b) General Elementary School,0.09221,726,4469,0.08373,0.10070
1992,West,male,(1c) Basic Vocational Qualification,0.35781,1817,4469,0.34375,0.37187
1992,West,male,(2) Intermediate General/Vocational Qualification,0.13326,656,4469,0.12329,0.14322
1992,West,male,(2c_gen) General Maturity Certificate,0.03290,193,4469,0.02767,0.03813
1992,West,male,(2c_voc) Vocational Maturity Certificate,0.04737,244,4469,0.04114,0.05360
1992,West,male,(3a) Lower Tertiary Education,0.03990,180,4469,0.03416,0.04564
1992,West,male,(3b) Higher Tertiary Education,0.06611,309,4469,0.05882,0.07339
1992,West,female,(0) No qualification (yet),0.00983,73,4646,0.00699,0.01266
1992,West,female,(1a) Inadequately completed,0.02373,385,4646,0.01935,0.02811
1992,West,female,(1b) General Elementary School,0.22728,1265,4646,0.21523,0.23933
1992,West,female,(1c) Basic Vocational Qualification,0.25467,1313,4646,0.24214,0.26720
1992,West,female,(2) Intermediate General/Vocational Qualification,0.19895,1017,4646,0.18747,0.21043
1992,West,female,(2c_gen) General Maturity Certificate,0.02305,143,4646,0.01873,0.02736
1992,West,female,(2c_voc) Vocational Maturity Certificate,0.03408,201,4646,0.02887,0.03930
1992,West,female,(3a) Lower Tertiary Education,0.01518,80,4646,0.01167,0.01870
1992,West,female,(3b) Higher Tertiary Education,0.03575,169,4646,0.03041,0.04109
1992,East,male,(1a) Inadequately completed,0.01054,31,1858,0.00590,0.01519
1992,East,male,(1b) General Elementary School,0.02379,52,1858,0.01686,0.03073
1992,East,male,(1c) Basic Vocational Qualification,0.26729,569,1858,0.24716,0.28742
1992,East,male,(2) Intermediate General/Vocational Qualification,0.29947,739,1858,0.27864,0.32030
1992,East,male,(2c_voc) Vocational Maturity Certificate,0.01754,45,1858,0.01157,0.02352
1992,East,male,(3a) Lower Tertiary Education,0.09643,235,1858,0.08300,0.10985
1992,East,male,(3b) Higher Tertiary Education,0.07810,187,1858,0.06590,0.09031
1992,East,female,(1a) Inadequately completed,0.01200,37,2021,0.00725,0.01674
1992,East,female,(1b) General Elementary School,0.11708,226,2021,0.10306,0.13110
1992,East,female,(1c) Basic Vocational Qualification,0.26060,572,2021,0.24145,0.27974
1992,East,female,(2) Intermediate General/Vocational Qualification,0.23728,691,2021,0.21873,0.25583
1992,East,female,(3a) Lower Tertiary Education,0.12942,371,2021,0.11478,0.14406
1992,East,female,(3b) Higher Tertiary Education,0.04279,124,2021,0.03396,0.05161
1993,West,male,(0) No qualification (yet),0.01034,58,4438,0.00736,0.01331
1993,West,male,(1a) Inadequately completed,0.02150,269,4438,0.01723,0.02577
1993,West,male,(1b) General Elementary School,0.09063,702,4438,0.08218,0.09907
1993,West,male,(1c) Basic Vocational Qualification,0.35292,1797,4438,0.33886,0.36699
1993,West,male,(2) Intermediate General/Vocational Qualification,0.13858,677,4438,0.12841,0.14875
1993,West,male,(2c_gen) General Maturity Certificate,0.03101,189,4438,0.02591,0.03611
1993,West,male,(2c_voc) Vocational Maturity Certificate,0.04456,237,4438,0.03849,0.05063
1993,West,male,(3a) Lower Tertiary Education,0.04301,190,4438,0.03704,0.04897
1993,West,male,(3b) Higher Tertiary Education,0.06865,319,4438,0.06121,0.07609
1993,West,female,(0) No qualification (yet),0.00972,68,4596,0.00689,0.01256
1993,West,female,(1a) Inadequately completed,0.02549,374,4596,0.02093,0.03005
1993,West,female,(1b) General Elementary School,0.22219,1225,4596,0.21017,0.23421
1993,West,female,(1c) Basic Vocational Qualification,0.25332,1292,4596,0.24074,0.26589
1993,West,female,(2) Intermediate General/Vocational Qualification,0.19660,1023,4596,0.18511,0.20809
1993,West,female,(2c_gen) General Maturity Certificate,0.02374,158,4596,0.01934,0.02814
1993,West,female,(2c_voc) Vocational Maturity Certificate,0.03699,202,4596,0.03154,0.04245
1993,West,female,(3a) Lower Tertiary Education,0.01522,83,4596,0.01168,0.01876
1993,West,female,(3b) Higher Tertiary Education,0.03694,171,4596,0.03148,0.04239
1993,East,male,(1a) Inadequately completed,0.01509,41,1784,0.00943,0.02075
1993,East,male,(1b) General Elementary School,0.02090,43,1784,0.01426,0.02754
1993,East,male,(1c) Basic Vocational Qualification,0.26033,536,1784,0.23996,0.28070
1993,East,male,(2) Intermediate General/Vocational Qualification,0.30552,718,1784,0.28414,0.32690
1993,East,male,(2c_voc) Vocational Maturity Certificate,0.01729,46,1784,0.01124,0.02334
1993,East,male,(3a) Lower Tertiary Education,0.09512,221,1784,0.08150,0.10874
1993,East,male,(3b) Higher Tertiary Education,0.08040,179,1784,0.06778,0.09303
1993,East,female,(1a) Inadequately completed,0.01220,39,1942,0.00732,0.01708
1993,East,female,(1b) General Elementary School,0.11198,214,1942,0.09795,0.12600
1993,East,female,(1c) Basic Vocational Qualification,0.25509,539,1942,0.23569,0.27448
1993,East,female,(2) Intermediate General/Vocational Qualification,0.24007,677,1942,0.22106,0.25907
1993,East,female,(3a) Lower Tertiary Education,0.13022,352,1942,0.11525,0.14519
1993,East,female,(3b) Higher Tertiary Education,0.04384,121,1942,0.03473,0.05295
1994,West,male,(0) No qualification (yet),0.01284,71,4301,0.00947,0.01620
1994,West,male,(1a) Inadequately completed,0.02030,247,4301,0.01609,0.02452
1994,West,male,(1b) General Elementary School,0.08905,651,4301,0.08054,0.09756
1994,West,male,(1c) Basic Vocational Qualification,0.34867,1738,4301,0.33443,0.36292
1994,West,male,(2) Intermediate General/Vocational Qualification,0.13449,653,4301,0.12430,0.14469
1994,West,male,(2c_gen) General Maturity Certificate,0.03175,191,4301,0.02651,0.03699
1994,West,male,(2c_voc) Vocational Maturity Certificate,0.04428,233,4301,0.03813,0.05043
1994,West,male,(3a) Lower Tertiary Education,0.04569,203,4301,0.03944,0.05193
1994,West,male,(3b) Higher Tertiary Education,0.06799,314,4301,0.06046,0.07551
1994,West,female,(0) No qualification (yet),0.01213,85,4523,0.00894,0.01533
1994,West,female,(1a) Inadequately completed,0.02581,345,4523,0.02118,0.03043
1994,West,female,(1b) General Elementary School,0.21054,1152,4523,0.19866,0.22242
1994,West,female,(1c) Basic Vocational Qualification,0.25359,1284,4523,0.24091,0.26627
1994,West,female,(2) Intermediate General/Vocational Qualification,0.19591,1020,4523,0.18434,0.20748
1994,West,female,(2c_gen) General Maturity Certificate,0.02387,151,4523,0.01943,0.02832
1994,West,female,(2c_voc) Vocational Maturity Certificate,0.03745,208,4523,0.03192,0.04298
1994,West,female,(3a) Lower Tertiary Education,0.01636,89,4523,0.01266,0.02006
1994,West,female,(3b) Higher Tertiary Education,0.04240,189,4523,0.03652,0.04827
1994,East,male,(1b) General Elementary School,0.01960,42,1711,0.01303,0.02617
1994,East,male,(1c) Basic Vocational Qualification,0.25461,518,1711,0.23396,0.27526
1994,East,male,(2) Intermediate General/Vocational Qualification,0.30302,708,1711,0.28124,0.32480
1994,East,male,(2c_voc) Vocational Maturity Certificate,0.01999,47,1711,0.01336,0.02662
1994,East,male,(3a) Lower Tertiary Education,0.09744,216,1711,0.08339,0.11150
1994,East,male,(3b) Higher Tertiary Education,0.08308,180,1711,0.07000,0.09616
1994,East,female,(1b) General Elementary School,0.11113,202,1912,0.09703,0.12522
1994,East,female,(1c) Basic Vocational Qualification,0.25808,517,1912,0.23846,0.27770
1994,East,female,(2) Intermediate General/Vocational Qualification,0.24163,666,1912,0.22244,0.26083
1994,East,female,(2c_gen) General Maturity Certificate,0.00886,33,1912,0.00466,0.01306
1994,East,female,(2c_voc) Vocational Maturity Certificate,0.01266,32,1912,0.00765,0.01767
1994,East,female,(3a) Lower Tertiary Education,0.12875,341,1912,0.11373,0.14377
1994,East,female,(3b) Higher Tertiary Education,0.04486,121,1912,0.03558,0.05414
1995,West,male,(0) No qualification (yet),0.01645,102,4524,0.01274,0.02015
1995,West,male,(1a) Inadequately completed,0.01790,239,4524,0.01404,0.02177
1995,West,male,(1b) General Elementary School,0.08616,662,4524,0.07799,0.09434
1995,West,male,(1c) Basic Vocational Qualification,0.33814,1780,4524,0.32435,0.35192
1995,West,male,(2) Intermediate General/Vocational Qualification,0.13149,692,4524,0.12164,0.14134
1995,West,male,(2c_gen) General Maturity Certificate,0.03461,211,4524,0.02928,0.03994
1995,West,male,(2c_voc) Vocational Maturity Certificate,0.04688,264,4524,0.04072,0.05304
1995,West,male,(3a) Lower Tertiary Education,0.04682,212,4524,0.04066,0.05297
1995,West,male,(3b) Higher Tertiary Education,0.07447,362,4524,0.06682,0.08212
1995,West,female,(0) No qualification (yet),0.01215,88,4749,0.00903,0.01526
1995,West,female,(1a) Inadequately completed,0.02172,338,4749,0.01758,0.02587
1995,West,female,(1b) General Elementary School,0.20320,1148,4749,0.19175,0.21464
1995,West,female,(1c) Basic Vocational Qualification,0.24786,1314,4749,0.23558,0.26014
1995,West,female,(2) Intermediate General/Vocational Qualification,0.19270,1083,4749,0.18148,0.20392
1995,West,female,(2c_gen) General Maturity Certificate,0.02428,180,4749,0.01990,0.02866
1995,West,female,(2c_voc) Vocational Maturity Certificate,0.04402,253,4749,0.03819,0.04986
1995,West,female,(3a) Lower Tertiary Education,0.01856,113,4749,0.01472,0.02240
1995,West,female,(3b) Higher Tertiary Education,0.04809,232,4749,0.04200,0.05417
1995,East,male,(0) No qualification (yet),0.00894,31,1715,0.00448,0.01340
1995,East,male,(1b) General Elementary School,0.02081,47,1715,0.01405,0.02756
1995,East,male,(1c) Basic Vocational Qualification,0.25801,496,1715,0.23729,0.27872
1995,East,male,(2) Intermediate General/Vocational Qualification,0.29450,679,1715,0.27292,0.31608
1995,East,male,(2c_gen) General Maturity Certificate,0.01253,33,1715,0.00726,0.01779
1995,East,male,(2c_voc) Vocational Maturity Certificate,0.02258,48,1715,0.01554,0.02961
1995,East,male,(3a) Lower Tertiary Education,0.09763,205,1715,0.08358,0.11169
1995,East,male,(3b) Higher Tertiary Education,0.08499,176,1715,0.07179,0.09819
1995,East,female,(0) No qualification (yet),0.01171,44,1879,0.00684,0.01657
1995,East,female,(1b) General Elementary School,0.10532,184,1879,0.09143,0.11920
1995,East,female,(1c) Basic Vocational Qualification,0.26068,495,1879,0.24083,0.28054
1995,East,female,(2) Intermediate General/Vocational Qualification,0.24214,661,1879,0.22277,0.26152
1995,East,female,(2c_gen) General Maturity Certificate,0.01260,42,1879,0.00756,0.01765
1995,East,female,(3a) Lower Tertiary Education,0.12909,334,1879,0.11393,0.14426
1995,East,female,(3b) Higher Tertiary Education,0.04705,119,1879,0.03747,0.05662
1996,West,male,(0) No qualification (yet),0.01550,93,4397,0.01185,0.01915
1996,West,male,(1a) Inadequately completed,0.01865,223,4397,0.01465,0.02265
1996,West,male,(1b) General Elementary School,0.08274,613,4397,0.07460,0.09088
1996,West,male,(1c) Basic Vocational Qualification,0.33732,1748,4397,0.32334,0.35130
1996,West,male,(2) Intermediate General/Vocational Qualification,0.13427,695,4397,0.12419,0.14435
1996,West,male,(2c_gen) General Maturity Certificate,0.03124,188,4397,0.02610,0.03638
1996,West,male,(2c_voc) Vocational Maturity Certificate,0.04921,253,4397,0.04282,0.05561
1996,West,male,(3a) Lower Tertiary Education,0.04918,222,4397,0.04279,0.05558
1996,West,male,(3b) Higher Tertiary Education,0.07397,362,4397,0.06624,0.08171
1996,West,female,(0) No qualification (yet),0.01564,104,4654,0.01208,0.01921
1996,West,female,(1a) Inadequately completed,0.02148,305,4654,0.01731,0.02565
1996,West,female,(1b) General Elementary School,0.19607,1103,4654,0.18467,0.20748
1996,West,female,(1c) Basic Vocational Qualification,0.24989,1291,4654,0.23745,0.26233
1996,West,female,(2) Intermediate General/Vocational Qualification,0.19418,1085,4654,0.18281,0.20555
1996,West,female,(2c_gen) General Maturity Certificate,0.02360,168,4654,0.01924,0.02797
1996,West,female,(2c_voc) Vocational Maturity Certificate,0.04655,257,4654,0.04050,0.05261
1996,West,female,(3a) Lower Tertiary Education,0.01804,109,4654,0.01421,0.02186
1996,West,female,(3b) Higher Tertiary Education,0.04820,232,4654,0.04204,0.05435
1996,East,male,(0) No qualification (yet),0.01319,41,1725,0.00780,0.01857
1996,East,male,(1b) General Elementary School,0.02100,52,1725,0.01423,0.02777
1996,East,male,(1c) Basic Vocational Qualification,0.24966,480,1725,0.22923,0.27009
1996,East,male,(2) Intermediate General/Vocational Qualification,0.29973,686,1725,0.27810,0.32135
1996,East,male,(2c_gen) General Maturity Certificate,0.01313,36,1725,0.00776,0.01850
1996,East,male,(2c_voc) Vocational Maturity Certificate,0.02170,48,1725,0.01483,0.02858
1996,East,male,(3a) Lower Tertiary Education,0.09994,205,1725,0.08578,0.11410
1996,East,male,(3b) Higher Tertiary Education,0.08460,177,1725,0.07146,0.09773
1996,East,female,(0) No qualification (yet),0.01531,49,1894,0.00978,0.02084
1996,East,female,(1b) General Elementary School,0.09733,173,1894,0.08398,0.11068
1996,East,female,(1c) Basic Vocational Qualification,0.25852,486,1894,0.23880,0.27824
1996,East,female,(2) Intermediate General/Vocational Qualification,0.24759,650,1894,0.22815,0.26704
1996,East,female,(2c_gen) General Maturity Certificate,0.01355,41,1894,0.00834,0.01876
1996,East,female,(2c_voc) Vocational Maturity Certificate,0.01483,38,1894,0.00938,0.02027
1996,East,female,(3a) Lower Tertiary Education,0.13240,337,1894,0.11713,0.14767
1996,East,female,(3b) Higher Tertiary Education,0.04631,120,1894,0.03685,0.05578
