"pgcasmin","year","bildungsniveau","sampreg","n","percent","lower_confidence","upper_confidence"
"(2a) intermediate vocational","1984","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2a) intermediate vocational","1984","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","1984","Realschulabschluss","Westdeutschland, alte Bundeslaender","1411","0.757429918680675","0.738095240807579","0.776764596553771"
"(2a) intermediate vocational","1984","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","1984","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(2a) intermediate vocational","1984","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","1984","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(2a) intermediate vocational","1984","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1984","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1984","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1984","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1984","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1984","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1984","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1984","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","415","0.457035432898329","0.423952828342136","0.490118037454522"
"(2c_gen) general maturity certificate","1984","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1984","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1984","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1984","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1984","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1984","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1984","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1984","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1984","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1984","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","456","0.542964567101671","0.509881962545478","0.576047171657864"
"(2c_voc) vocational maturity certificate","1984","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1984","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1984","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","1984","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(3a) lower tertiary education","1984","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","1984","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(3a) lower tertiary education","1984","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","1984","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(3a) lower tertiary education","1984","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","1984","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(3a) lower tertiary education","1984","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","1984","AkademikerInnen","Westdeutschland, alte Bundeslaender","266","0.361502194068774","0.328063703052891","0.394940685084656"
"(3a) lower tertiary education","1984","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(3b) higher tertiary education","1984","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(3b) higher tertiary education","1984","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(3b) higher tertiary education","1984","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(3b) higher tertiary education","1984","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(3b) higher tertiary education","1984","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(3b) higher tertiary education","1984","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(3b) higher tertiary education","1984","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(3b) higher tertiary education","1984","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(3b) higher tertiary education","1984","AkademikerInnen","Westdeutschland, alte Bundeslaender","527","0.638497805931226","0.605059314915344","0.671936296947109"
"(3b) higher tertiary education","1984","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","1985","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","188","0.425010969876139","0.395863772531862","0.454158167220416"
"(0) in school","1985","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","1985","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","1985","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","1985","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","1985","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","1985","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","1985","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","1985","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","1985","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","1985","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","917","0.574989030123861","0.545841832779584","0.604136227468138"
"(1a) inadequately completed","1985","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","1985","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(1a) inadequately completed","1985","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","1985","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(1a) inadequately completed","1985","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","1985","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(1a) inadequately completed","1985","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","1985","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(1a) inadequately completed","1985","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","1985","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(1b) general elementary school","1985","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","1985","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","2634","0.377388640808283","0.365579133788357","0.38919814782821"
"(1b) general elementary school","1985","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","1985","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(1b) general elementary school","1985","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","1985","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(1b) general elementary school","1985","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","1985","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(1b) general elementary school","1985","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(1c) basic vocational qualification","1985","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(1c) basic vocational qualification","1985","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(1c) basic vocational qualification","1985","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","3838","0.622611359191717","0.610801852171791","0.634420866211643"
"(1c) basic vocational qualification","1985","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(1c) basic vocational qualification","1985","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(1c) basic vocational qualification","1985","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(1c) basic vocational qualification","1985","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(1c) basic vocational qualification","1985","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(1c) basic vocational qualification","1985","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(1c) basic vocational qualification","1985","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(2b) intermediate general qualification","1985","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2b) intermediate general qualification","1985","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2b) intermediate general qualification","1985","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2b) intermediate general qualification","1985","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2b) intermediate general qualification","1985","Realschulabschluss","Westdeutschland, alte Bundeslaender","475","0.252141268277226","0.232185727910408","0.272096808644044"
"(2b) intermediate general qualification","1985","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2b) intermediate general qualification","1985","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(2b) intermediate general qualification","1985","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(2b) intermediate general qualification","1985","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(2b) intermediate general qualification","1985","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","1985","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2a) intermediate vocational","1985","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","1985","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2a) intermediate vocational","1985","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","1985","Realschulabschluss","Westdeutschland, alte Bundeslaender","1344","0.747858731722774","0.727903191355956","0.767814272089592"
"(2a) intermediate vocational","1985","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","1985","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(2a) intermediate vocational","1985","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","1985","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(2a) intermediate vocational","1985","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1985","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1985","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1985","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1985","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1985","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1985","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1985","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","378","0.437024725271892","0.402501674866198","0.471547775677587"
"(2c_gen) general maturity certificate","1985","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1985","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1985","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1985","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1985","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1985","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1985","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1985","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1985","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1985","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","415","0.562975274728108","0.528452224322413","0.597498325133802"
"(2c_voc) vocational maturity certificate","1985","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1985","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1985","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","1985","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(3a) lower tertiary education","1985","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","1985","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(3a) lower tertiary education","1985","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","1985","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(3a) lower tertiary education","1985","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","1985","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(3a) lower tertiary education","1985","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","1985","AkademikerInnen","Westdeutschland, alte Bundeslaender","248","0.351453314732192","0.317465915571772","0.385440713892612"
"(3a) lower tertiary education","1985","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(3b) higher tertiary education","1985","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(3b) higher tertiary education","1985","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(3b) higher tertiary education","1985","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(3b) higher tertiary education","1985","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(3b) higher tertiary education","1985","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(3b) higher tertiary education","1985","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(3b) higher tertiary education","1985","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(3b) higher tertiary education","1985","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(3b) higher tertiary education","1985","AkademikerInnen","Westdeutschland, alte Bundeslaender","510","0.648546685267808","0.614559286107388","0.682534084428228"
"(3b) higher tertiary education","1985","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","1986","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","189","0.380681943854395","0.351200262924171","0.410163624784619"
"(0) in school","1986","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","1986","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","1986","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","1986","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","1986","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","1986","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","1986","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","1986","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","1986","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","1986","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","853","0.619318056145605","0.589836375215381","0.648799737075829"
"(1a) inadequately completed","1986","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","1986","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(1a) inadequately completed","1986","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","1986","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(1a) inadequately completed","1986","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","1986","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(1a) inadequately completed","1986","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","1986","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(1a) inadequately completed","1986","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","1986","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(1b) general elementary school","1986","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","1986","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","2487","0.369934021325831","0.357837429791001","0.382030612860662"
"(1b) general elementary school","1986","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","1986","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(1b) general elementary school","1986","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","1986","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(1b) general elementary school","1986","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","1986","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(1b) general elementary school","1986","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(1c) basic vocational qualification","1986","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(1c) basic vocational qualification","1986","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(1c) basic vocational qualification","1986","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","3632","0.630065978674169","0.617969387139338","0.642162570208999"
"(1c) basic vocational qualification","1986","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(1c) basic vocational qualification","1986","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(1c) basic vocational qualification","1986","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(1c) basic vocational qualification","1986","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(1c) basic vocational qualification","1986","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(1c) basic vocational qualification","1986","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(1c) basic vocational qualification","1986","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(2b) intermediate general qualification","1986","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2b) intermediate general qualification","1986","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2b) intermediate general qualification","1986","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2b) intermediate general qualification","1986","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2b) intermediate general qualification","1986","Realschulabschluss","Westdeutschland, alte Bundeslaender","468","0.248569385026979","0.228486394726211","0.268652375327748"
"(2b) intermediate general qualification","1986","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2b) intermediate general qualification","1986","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(2b) intermediate general qualification","1986","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(2b) intermediate general qualification","1986","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(2b) intermediate general qualification","1986","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","1986","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2a) intermediate vocational","1986","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","1986","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2a) intermediate vocational","1986","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","1986","Realschulabschluss","Westdeutschland, alte Bundeslaender","1311","0.751430614973021","0.731347624672252","0.771513605273789"
"(2a) intermediate vocational","1986","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","1986","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(2a) intermediate vocational","1986","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","1986","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(2a) intermediate vocational","1986","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1986","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1986","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1986","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1986","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1986","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1986","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1986","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","405","0.468734947343023","0.434537732997024","0.502932161689022"
