year,bula_h,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,"Rhineland-Palatinate, Saarland",(1b) General Elementary School,0.31915,237,690,0.28434,0.35396
1985,"Rhineland-Palatinate, Saarland",(1c) Basic Vocational Qualification,0.40634,290,690,0.36966,0.44301
1985,"Rhineland-Palatinate, Saarland",(2) Intermediate General/Vocational Qualification,0.15199,104,690,0.12519,0.17880
1985,Baden-Wuerttemberg,(0) No qualification (yet),0.02323,41,2010,0.01664,0.02982
1985,Baden-Wuerttemberg,(1a) Inadequately completed,0.02773,254,2010,0.02055,0.03491
1985,Baden-Wuerttemberg,(1b) General Elementary School,0.26036,534,2010,0.24117,0.27955
1985,Baden-Wuerttemberg,(1c) Basic Vocational Qualification,0.37639,672,2010,0.35520,0.39757
1985,Baden-Wuerttemberg,(2) Intermediate General/Vocational Qualification,0.18159,273,2010,0.16473,0.19844
1985,Baden-Wuerttemberg,(2c_gen) General Maturity Certificate,0.02364,52,2010,0.01700,0.03029
1985,Baden-Wuerttemberg,(2c_voc) Vocational Maturity Certificate,0.03915,72,2010,0.03066,0.04763
1985,Baden-Wuerttemberg,(3a) Lower Tertiary Education,0.03059,44,2010,0.02306,0.03812
1985,Baden-Wuerttemberg,(3b) Higher Tertiary Education,0.03732,68,2010,0.02903,0.04561
1985,Bavaria,(1a) Inadequately completed,0.01556,86,1862,0.00993,0.02118
1985,Bavaria,(1b) General Elementary School,0.23688,451,1862,0.21756,0.25620
1985,Bavaria,(1c) Basic Vocational Qualification,0.39708,704,1862,0.37484,0.41931
1985,Bavaria,(2) Intermediate General/Vocational Qualification,0.20664,354,1862,0.18825,0.22504
1985,Bavaria,(2c_gen) General Maturity Certificate,0.02413,52,1862,0.01716,0.03111
1985,Bavaria,(2c_voc) Vocational Maturity Certificate,0.03550,68,1862,0.02710,0.04391
1985,Bavaria,(3a) Lower Tertiary Education,0.02864,51,1862,0.02106,0.03622
1985,Bavaria,(3b) Higher Tertiary Education,0.04798,96,1862,0.03827,0.05769
1985,Berlin,(1a) Inadequately completed,0.03219,32,279,0.01144,0.05294
1985,Berlin,(1b) General Elementary School,0.19377,73,279,0.14731,0.24024
1985,Berlin,(1c) Basic Vocational Qualification,0.31795,101,279,0.26321,0.37270
1985,Berlin,(2) Intermediate General/Vocational Qualification,0.23788,73,279,0.18783,0.28794
1986,Schleswig-Holstein,(1b) General Elementary School,0.19192,66,271,0.14495,0.23890
1986,Schleswig-Holstein,(1c) Basic Vocational Qualification,0.42622,131,271,0.36724,0.48521
1986,Schleswig-Holstein,(2) Intermediate General/Vocational Qualification,0.23795,74,271,0.18716,0.28875
1986,Hamburg,(1b) General Elementary School,0.17350,49,181,0.11818,0.22882
1986,Hamburg,(1c) Basic Vocational Qualification,0.39543,83,181,0.32400,0.46686
1986,Hamburg,(2) Intermediate General/Vocational Qualification,0.23679,49,181,0.17469,0.29889
1986,Lower Saxony,(1a) Inadequately completed,0.01598,52,1054,0.00840,0.02355
1986,Lower Saxony,(1b) General Elementary School,0.24133,253,1054,0.21548,0.26717
1986,Lower Saxony,(1c) Basic Vocational Qualification,0.36561,381,1054,0.33652,0.39469
1986,Lower Saxony,(2) Intermediate General/Vocational Qualification,0.22787,230,1054,0.20253,0.25320
1986,Lower Saxony,(2c_gen) General Maturity Certificate,0.02763,39,1054,0.01773,0.03754
1986,Lower Saxony,(2c_voc) Vocational Maturity Certificate,0.03312,38,1054,0.02231,0.04393
1986,Lower Saxony,(3b) Higher Tertiary Education,0.05265,61,1054,0.03916,0.06614
1986,Bremen,(1c) Basic Vocational Qualification,0.41142,45,45,0.26602,0.55683
1986,North Rhine-Westphalia,(0) No qualification (yet),0.02253,73,2819,0.01705,0.02801
1986,North Rhine-Westphalia,(1a) Inadequately completed,0.03168,268,2819,0.02521,0.03814
1986,North Rhine-Westphalia,(1b) General Elementary School,0.19583,584,2819,0.18118,0.21048
1986,North Rhine-Westphalia,(1c) Basic Vocational Qualification,0.39408,966,2819,0.37604,0.41213
1986,North Rhine-Westphalia,(2) Intermediate General/Vocational Qualification,0.18615,453,2819,0.17178,0.20052
1986,North Rhine-Westphalia,(2c_gen) General Maturity Certificate,0.04286,132,2819,0.03538,0.05034
1986,North Rhine-Westphalia,(2c_voc) Vocational Maturity Certificate,0.04356,124,2819,0.03602,0.05109
1986,North Rhine-Westphalia,(3a) Lower Tertiary Education,0.02702,66,2819,0.02104,0.03301
1986,North Rhine-Westphalia,(3b) Higher Tertiary Education,0.05629,153,2819,0.04778,0.06480
1986,Hesse,(1a) Inadequately completed,0.02376,94,985,0.01424,0.03327
1986,Hesse,(1b) General Elementary School,0.21744,256,985,0.19167,0.24322
1986,Hesse,(1c) Basic Vocational Qualification,0.33597,309,985,0.30645,0.36548
1986,Hesse,(2) Intermediate General/Vocational Qualification,0.21082,166,985,0.18533,0.23630
1986,Hesse,(2c_gen) General Maturity Certificate,0.04979,50,985,0.03620,0.06338
1986,Hesse,(2c_voc) Vocational Maturity Certificate,0.04108,47,985,0.02868,0.05348
1986,Hesse,(3b) Higher Tertiary Education,0.07250,63,985,0.05629,0.08870
1986,"Rhineland-Palatinate, Saarland",(1a) Inadequately completed,0.02562,49,682,0.01375,0.03749
1986,"Rhineland-Palatinate, Saarland",(1b) General Elementary School,0.30852,229,682,0.27383,0.34321
1986,"Rhineland-Palatinate, Saarland",(1c) Basic Vocational Qualification,0.40406,294,682,0.36721,0.44092
1986,"Rhineland-Palatinate, Saarland",(2) Intermediate General/Vocational Qualification,0.16822,110,682,0.14012,0.19631
1986,Baden-Wuerttemberg,(0) No qualification (yet),0.01536,32,1955,0.00991,0.02081
1986,Baden-Wuerttemberg,(1a) Inadequately completed,0.02811,231,1955,0.02078,0.03544
1986,Baden-Wuerttemberg,(1b) General Elementary School,0.25380,517,1955,0.23450,0.27310
1986,Baden-Wuerttemberg,(1c) Basic Vocational Qualification,0.37757,659,1955,0.35607,0.39906
1986,Baden-Wuerttemberg,(2) Intermediate General/Vocational Qualification,0.18869,281,1955,0.17134,0.20604
1986,Baden-Wuerttemberg,(2c_gen) General Maturity Certificate,0.02485,50,1955,0.01795,0.03175
1986,Baden-Wuerttemberg,(2c_voc) Vocational Maturity Certificate,0.04005,71,1955,0.03136,0.04875
1986,Baden-Wuerttemberg,(3a) Lower Tertiary Education,0.03093,40,1955,0.02325,0.03860
1986,Baden-Wuerttemberg,(3b) Higher Tertiary Education,0.04064,74,1955,0.03188,0.04939
1986,Bavaria,(1a) Inadequately completed,0.01631,77,1736,0.01035,0.02228
1986,Bavaria,(1b) General Elementary School,0.22742,420,1736,0.20770,0.24714
1986,Bavaria,(1c) Basic Vocational Qualification,0.39949,649,1736,0.37645,0.42254
1986,Bavaria,(2) Intermediate General/Vocational Qualification,0.19772,320,1736,0.17898,0.21646
1986,Bavaria,(2c_gen) General Maturity Certificate,0.03418,64,1736,0.02563,0.04273
1986,Bavaria,(2c_voc) Vocational Maturity Certificate,0.03532,63,1736,0.02664,0.04401
1986,Bavaria,(3a) Lower Tertiary Education,0.03034,50,1736,0.02227,0.03841
1986,Bavaria,(3b) Higher Tertiary Education,0.04910,93,1736,0.03893,0.05927
1986,Berlin,(1a) Inadequately completed,0.03244,36,273,0.01139,0.05350
1986,Berlin,(1b) General Elementary School,0.19399,69,273,0.14700,0.24099
1986,Berlin,(1c) Basic Vocational Qualification,0.33476,103,273,0.27868,0.39085
1986,Berlin,(2) Intermediate General/Vocational Qualification,0.22497,65,273,0.17534,0.27459
1987,Schleswig-Holstein,(1b) General Elementary School,0.17391,64,270,0.12862,0.21921
1987,Schleswig-Holstein,(1c) Basic Vocational Qualification,0.43190,131,270,0.37270,0.49109
1987,Schleswig-Holstein,(2) Intermediate General/Vocational Qualification,0.24308,75,270,0.19182,0.29434
1987,Hamburg,(1b) General Elementary School,0.15205,43,164,0.09693,0.20717
1987,Hamburg,(1c) Basic Vocational Qualification,0.41578,76,164,0.34011,0.49144
1987,Hamburg,(2) Intermediate General/Vocational Qualification,0.24894,45,164,0.18256,0.31532
1987,Lower Saxony,(1a) Inadequately completed,0.01651,49,1047,0.00879,0.02424
1987,Lower Saxony,(1b) General Elementary School,0.23572,242,1047,0.21000,0.26145
1987,Lower Saxony,(1c) Basic Vocational Qualification,0.36607,384,1047,0.33687,0.39526
1987,Lower Saxony,(2) Intermediate General/Vocational Qualification,0.22573,235,1047,0.20039,0.25107
1987,Lower Saxony,(2c_gen) General Maturity Certificate,0.03653,46,1047,0.02516,0.04790
1987,Lower Saxony,(2c_voc) Vocational Maturity Certificate,0.03305,36,1047,0.02222,0.04389
1987,Lower Saxony,(3b) Higher Tertiary Education,0.05016,55,1047,0.03693,0.06339
1987,Bremen,(1c) Basic Vocational Qualification,0.42309,43,43,0.27367,0.57251
1987,North Rhine-Westphalia,(0) No qualification (yet),0.02294,81,2779,0.01737,0.02851
1987,North Rhine-Westphalia,(1a) Inadequately completed,0.03068,251,2779,0.02426,0.03709
1987,North Rhine-Westphalia,(1b) General Elementary School,0.19679,582,2779,0.18201,0.21158
1987,North Rhine-Westphalia,(1c) Basic Vocational Qualification,0.39638,948,2779,0.37819,0.41457
1987,North Rhine-Westphalia,(2) Intermediate General/Vocational Qualification,0.18219,448,2779,0.16783,0.19654
1987,North Rhine-Westphalia,(2c_gen) General Maturity Certificate,0.04126,126,2779,0.03386,0.04866
1987,North Rhine-Westphalia,(2c_voc) Vocational Maturity Certificate,0.04375,123,2779,0.03614,0.05135
1987,North Rhine-Westphalia,(3a) Lower Tertiary Education,0.02725,64,2779,0.02119,0.03330
1987,North Rhine-Westphalia,(3b) Higher Tertiary Education,0.05877,156,2779,0.05002,0.06751
1987,Hesse,(1a) Inadequately completed,0.02651,100,993,0.01651,0.03651
1987,Hesse,(1b) General Elementary School,0.21637,258,993,0.19074,0.24199
1987,Hesse,(1c) Basic Vocational Qualification,0.34397,317,993,0.31441,0.37353
1987,Hesse,(2) Intermediate General/Vocational Qualification,0.20347,163,993,0.17842,0.22852
1987,Hesse,(2c_gen) General Maturity Certificate,0.04186,45,993,0.02940,0.05432
1987,Hesse,(2c_voc) Vocational Maturity Certificate,0.04618,48,993,0.03312,0.05924
1987,Hesse,(3b) Higher Tertiary Education,0.07363,62,993,0.05738,0.08989
1987,"Rhineland-Palatinate, Saarland",(1a) Inadequately completed,0.02307,49,676,0.01175,0.03440
1987,"Rhineland-Palatinate, Saarland",(1b) General Elementary School,0.31595,229,676,0.28088,0.35102
1987,"Rhineland-Palatinate, Saarland",(1c) Basic Vocational Qualification,0.40009,293,676,0.36313,0.43705
1987,"Rhineland-Palatinate, Saarland",(2) Intermediate General/Vocational Qualification,0.16291,105,676,0.13505,0.19077
1987,Baden-Wuerttemberg,(1a) Inadequately completed,0.02910,228,1905,0.02155,0.03665
1987,Baden-Wuerttemberg,(1b) General Elementary School,0.25144,520,1905,0.23195,0.27093
1987,Baden-Wuerttemberg,(1c) Basic Vocational Qualification,0.37687,646,1905,0.35510,0.39864
1987,Baden-Wuerttemberg,(2) Intermediate General/Vocational Qualification,0.19058,281,1905,0.17294,0.20822
1987,Baden-Wuerttemberg,(2c_gen) General Maturity Certificate,0.02544,49,1905,0.01837,0.03251
1987,Baden-Wuerttemberg,(2c_voc) Vocational Maturity Certificate,0.04385,73,1905,0.03465,0.05305
1987,Baden-Wuerttemberg,(3a) Lower Tertiary Education,0.03321,41,1905,0.02516,0.04125
1987,Baden-Wuerttemberg,(3b) Higher Tertiary Education,0.03888,67,1905,0.03020,0.04756
1987,Bavaria,(1a) Inadequately completed,0.01271,68,1678,0.00735,0.01807
1987,Bavaria,(1b) General Elementary School,0.21791,402,1678,0.19815,0.23767
1987,Bavaria,(1c) Basic Vocational Qualification,0.41226,640,1678,0.38870,0.43582
1987,Bavaria,(2) Intermediate General/Vocational Qualification,0.19897,313,1678,0.17986,0.21807
1987,Bavaria,(2c_gen) General Maturity Certificate,0.02987,55,1678,0.02172,0.03801
1987,Bavaria,(2c_voc) Vocational Maturity Certificate,0.03337,59,1678,0.02477,0.04196
1987,Bavaria,(3a) Lower Tertiary Education,0.03143,49,1678,0.02308,0.03979
1987,Bavaria,(3b) Higher Tertiary Education,0.05229,92,1678,0.04163,0.06294
1987,Berlin,(1a) Inadequately completed,0.03328,37,282,0.01231,0.05425
1987,Berlin,(1b) General Elementary School,0.18275,70,282,0.13757,0.22794
1987,Berlin,(1c) Basic Vocational Qualification,0.32599,103,282,0.27118,0.38080
1987,Berlin,(2) Intermediate General/Vocational Qualification,0.23953,72,282,0.18963,0.28943
1988,Schleswig-Holstein,(1b) General Elementary School,0.16877,63,269,0.12393,0.21361
1988,Schleswig-Holstein,(1c) Basic Vocational Qualification,0.44455,130,269,0.38505,0.50404
1988,Schleswig-Holstein,(2) Intermediate General/Vocational Qualification,0.23864,76,269,0.18761,0.28968
1988,Hamburg,(1b) General Elementary School,0.13855,38,149,0.08289,0.19421
1988,Hamburg,(1c) Basic Vocational Qualification,0.41138,69,149,0.33210,0.49066
1988,Hamburg,(2) Intermediate General/Vocational Qualification,0.25846,42,149,0.18793,0.32899
1988,Lower Saxony,(1a) Inadequately completed,0.01599,47,985,0.00815,0.02383
1988,Lower Saxony,(1b) General Elementary School,0.23164,227,985,0.20528,0.25800
1988,Lower Saxony,(1c) Basic Vocational Qualification,0.36642,361,985,0.33632,0.39653
1988,Lower Saxony,(2) Intermediate General/Vocational Qualification,0.22478,226,985,0.19870,0.25086
1988,Lower Saxony,(2c_gen) General Maturity Certificate,0.03480,40,985,0.02335,0.04625
1988,Lower Saxony,(2c_voc) Vocational Maturity Certificate,0.03286,31,985,0.02172,0.04400
1988,Lower Saxony,(3b) Higher Tertiary Education,0.04824,53,985,0.03485,0.06162
1988,Bremen,(1c) Basic Vocational Qualification,0.38637,39,39,0.23155,0.54118
1988,North Rhine-Westphalia,(0) No qualification (yet),0.02210,68,2634,0.01648,0.02771
1988,North Rhine-Westphalia,(1a) Inadequately completed,0.02761,220,2634,0.02135,0.03387
1988,North Rhine-Westphalia,(1b) General Elementary School,0.19101,557,2634,0.17599,0.20602
1988,North Rhine-Westphalia,(1c) Basic Vocational Qualification,0.39381,893,2634,0.37515,0.41248
1988,North Rhine-Westphalia,(2) Intermediate General/Vocational Qualification,0.18784,444,2634,0.17292,0.20276
1988,North Rhine-Westphalia,(2c_gen) General Maturity Certificate,0.04247,118,2634,0.03476,0.05017
1988,North Rhine-Westphalia,(2c_voc) Vocational Maturity Certificate,0.04875,127,2634,0.04053,0.05698
1988,North Rhine-Westphalia,(3a) Lower Tertiary Education,0.02516,60,2634,0.01917,0.03114
1988,North Rhine-Westphalia,(3b) Higher Tertiary Education,0.06126,147,2634,0.05210,0.07042
1988,Hesse,(1a) Inadequately completed,0.02550,97,950,0.01547,0.03553
1988,Hesse,(1b) General Elementary School,0.21630,250,950,0.19010,0.24249
1988,Hesse,(1c) Basic Vocational Qualification,0.36176,307,950,0.33119,0.39233
1988,Hesse,(2) Intermediate General/Vocational Qualification,0.19930,156,950,0.17389,0.22472
1988,Hesse,(2c_gen) General Maturity Certificate,0.04513,44,950,0.03192,0.05834
1988,Hesse,(2c_voc) Vocational Maturity Certificate,0.04066,39,950,0.02809,0.05323
1988,Hesse,(3b) Higher Tertiary Education,0.07102,57,950,0.05467,0.08736
1988,"Rhineland-Palatinate, Saarland",(1a) Inadequately completed,0.02087,47,648,0.00985,0.03188
1988,"Rhineland-Palatinate, Saarland",(1b) General Elementary School,0.29859,215,648,0.26333,0.33386
1988,"Rhineland-Palatinate, Saarland",(1c) Basic Vocational Qualification,0.41939,289,648,0.38136,0.45741
1988,"Rhineland-Palatinate, Saarland",(2) Intermediate General/Vocational Qualification,0.16441,97,648,0.13585,0.19297
1988,Baden-Wuerttemberg,(1a) Inadequately completed,0.02660,213,1828,0.01922,0.03398
1988,Baden-Wuerttemberg,(1b) General Elementary School,0.24663,497,1828,0.22686,0.26639
1988,Baden-Wuerttemberg,(1c) Basic Vocational Qualification,0.37468,616,1828,0.35249,0.39688
1988,Baden-Wuerttemberg,(2) Intermediate General/Vocational Qualification,0.19339,277,1828,0.17528,0.21150
1988,Baden-Wuerttemberg,(2c_gen) General Maturity Certificate,0.02664,53,1828,0.01926,0.03403
1988,Baden-Wuerttemberg,(2c_voc) Vocational Maturity Certificate,0.04427,71,1828,0.03484,0.05370
1988,Baden-Wuerttemberg,(3a) Lower Tertiary Education,0.03024,38,1828,0.02238,0.03809
1988,Baden-Wuerttemberg,(3b) Higher Tertiary Education,0.04262,63,1828,0.03336,0.05188
1988,Bavaria,(1a) Inadequately completed,0.01253,66,1598,0.00708,0.01799
1988,Bavaria,(1b) General Elementary School,0.21485,381,1598,0.19471,0.23500
1988,Bavaria,(1c) Basic Vocational Qualification,0.41638,621,1598,0.39221,0.44056
1988,Bavaria,(2) Intermediate General/Vocational Qualification,0.19641,296,1598,0.17692,0.21589
1988,Bavaria,(2c_gen) General Maturity Certificate,0.02733,44,1598,0.01933,0.03533
1988,Bavaria,(2c_voc) Vocational Maturity Certificate,0.03818,60,1598,0.02878,0.04758
1988,Bavaria,(3a) Lower Tertiary Education,0.02950,43,1598,0.02120,0.03780
1988,Bavaria,(3b) Higher Tertiary Education,0.05317,87,1598,0.04217,0.06418
1988,Berlin,(1b) General Elementary School,0.19571,68,231,0.14444,0.24699
1988,Berlin,(1c) Basic Vocational Qualification,0.33065,96,231,0.26985,0.39145
1988,Berlin,(2) Intermediate General/Vocational Qualification,0.24065,67,231,0.18540,0.29590
1989,Schleswig-Holstein,(1b) General Elementary School,0.14891,53,242,0.10396,0.19386
1989,Schleswig-Holstein,(1c) Basic Vocational Qualification,0.43863,118,242,0.37598,0.50128
1989,Schleswig-Holstein,(2) Intermediate General/Vocational Qualification,0.23720,71,242,0.18350,0.29091
1989,Hamburg,(1b) General Elementary School,0.12428,35,141,0.06963,0.17892
1989,Hamburg,(1c) Basic Vocational Qualification,0.39463,64,141,0.31367,0.47560
1989,Hamburg,(2) Intermediate General/Vocational Qualification,0.26472,42,141,0.19163,0.33780
1989,Lower Saxony,(1a) Inadequately completed,0.01798,46,951,0.00953,0.02643
1989,Lower Saxony,(1b) General Elementary School,0.23287,218,951,0.20600,0.25975
1989,Lower Saxony,(1c) Basic Vocational Qualification,0.36944,349,951,0.33874,0.40013
1989,Lower Saxony,(2) Intermediate General/Vocational Qualification,0.22105,211,951,0.19466,0.24744
1989,Lower Saxony,(2c_gen) General Maturity Certificate,0.03310,37,951,0.02173,0.04448
1989,Lower Saxony,(2c_voc) Vocational Maturity Certificate,0.03789,34,951,0.02575,0.05003
1989,Lower Saxony,(3b) Higher Tertiary Education,0.05761,56,951,0.04279,0.07243
1989,Bremen,(1c) Basic Vocational Qualification,0.37329,40,40,0.22149,0.52509
1989,North Rhine-Westphalia,(0) No qualification (yet),0.02461,76,2557,0.01860,0.03061
1989,North Rhine-Westphalia,(1a) Inadequately completed,0.02728,207,2557,0.02097,0.03360
1989,North Rhine-Westphalia,(1b) General Elementary School,0.19149,540,2557,0.17624,0.20675
1989,North Rhine-Westphalia,(1c) Basic Vocational Qualification,0.38519,851,2557,0.36633,0.40406
1989,North Rhine-Westphalia,(2) Intermediate General/Vocational Qualification,0.18914,435,2557,0.17395,0.20432
1989,North Rhine-Westphalia,(2c_gen) General Maturity Certificate,0.04379,124,2557,0.03586,0.05172
1989,North Rhine-Westphalia,(2c_voc) Vocational Maturity Certificate,0.05051,123,2557,0.04202,0.05900
