year,migback,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,No migration background,(1c) Basic Vocational Qualification,0.39608,2956,7546,0.38505,0.40712
1986,No migration background,(2) Intermediate General/Vocational Qualification,0.20856,1598,7546,0.19940,0.21773
1986,No migration background,(2c_gen) General Maturity Certificate,0.03363,280,7546,0.02956,0.03770
1986,No migration background,(2c_voc) Vocational Maturity Certificate,0.03837,289,7546,0.03404,0.04271
1986,No migration background,(3a) Lower Tertiary Education,0.02861,224,7546,0.02485,0.03238
1986,No migration background,(3b) Higher Tertiary Education,0.04919,411,7546,0.04431,0.05407
1986,Direct migration background,(0) No qualification (yet),0.00975,31,2731,0.00606,0.01343
1986,Direct migration background,(1a) Inadequately completed,0.15539,758,2731,0.14180,0.16898
1986,Direct migration background,(1b) General Elementary School,0.28098,857,2731,0.26412,0.29784
1986,Direct migration background,(1c) Basic Vocational Qualification,0.28460,623,2731,0.26767,0.30152
1986,Direct migration background,(2) Intermediate General/Vocational Qualification,0.11210,145,2731,0.10027,0.12394
1986,Direct migration background,(2c_gen) General Maturity Certificate,0.04019,110,2731,0.03282,0.04756
1986,Direct migration background,(2c_voc) Vocational Maturity Certificate,0.04566,119,2731,0.03783,0.05350
1986,Direct migration background,(3b) Higher Tertiary Education,0.04900,88,2731,0.04090,0.05709
1986,Indirect migration background,(1b) General Elementary School,0.22493,44,85,0.13564,0.31422
1986,Indirect migration background,(1c) Basic Vocational Qualification,0.29437,41,85,0.19690,0.39183
1987,No migration background,(0) No qualification (yet),0.01438,151,7395,0.01167,0.01709
1987,No migration background,(1a) Inadequately completed,0.00818,60,7395,0.00612,0.01023
1987,No migration background,(1b) General Elementary School,0.21552,1507,7395,0.20615,0.22489
1987,No migration background,(1c) Basic Vocational Qualification,0.40156,2922,7395,0.39039,0.41274
1987,No migration background,(2) Intermediate General/Vocational Qualification,0.20814,1580,7395,0.19889,0.21739
1987,No migration background,(2c_gen) General Maturity Certificate,0.03213,256,7395,0.02811,0.03615
1987,No migration background,(2c_voc) Vocational Maturity Certificate,0.03896,281,7395,0.03455,0.04337
1987,No migration background,(3a) Lower Tertiary Education,0.02985,224,7395,0.02597,0.03372
1987,No migration background,(3b) Higher Tertiary Education,0.05130,414,7395,0.04627,0.05632
1987,Direct migration background,(0) No qualification (yet),0.00807,32,2716,0.00471,0.01144
1987,Direct migration background,(1a) Inadequately completed,0.15640,740,2716,0.14273,0.17006
1987,Direct migration background,(1b) General Elementary School,0.28959,882,2716,0.27253,0.30665
1987,Direct migration background,(1c) Basic Vocational Qualification,0.27852,611,2716,0.26166,0.29538
1987,Direct migration background,(2) Intermediate General/Vocational Qualification,0.11182,147,2716,0.09997,0.12368
1987,Direct migration background,(2c_gen) General Maturity Certificate,0.03910,109,2716,0.03181,0.04640
1987,Direct migration background,(2c_voc) Vocational Maturity Certificate,0.04848,119,2716,0.04040,0.05656
1987,Direct migration background,(3b) Higher Tertiary Education,0.04392,76,2716,0.03621,0.05163
1987,Indirect migration background,(1b) General Elementary School,0.20102,46,126,0.13076,0.27128
1987,Indirect migration background,(1c) Basic Vocational Qualification,0.33155,48,126,0.24902,0.41408
1987,Indirect migration background,(2) Intermediate General/Vocational Qualification,0.21275,32,126,0.14101,0.28450
1988,No migration background,(0) No qualification (yet),0.01412,125,6992,0.01135,0.01689
1988,No migration background,(1a) Inadequately completed,0.00808,56,6992,0.00598,0.01018
1988,No migration background,(1b) General Elementary School,0.21081,1408,6992,0.20125,0.22037
1988,No migration background,(1c) Basic Vocational Qualification,0.40334,2773,6992,0.39184,0.41484
1988,No migration background,(2) Intermediate General/Vocational Qualification,0.20830,1510,6992,0.19878,0.21782
1988,No migration background,(2c_gen) General Maturity Certificate,0.03167,233,6992,0.02757,0.03578
1988,No migration background,(2c_voc) Vocational Maturity Certificate,0.04072,274,6992,0.03609,0.04536
1988,No migration background,(3a) Lower Tertiary Education,0.02956,211,6992,0.02559,0.03353
1988,No migration background,(3b) Higher Tertiary Education,0.05340,402,6992,0.04813,0.05867
1988,Direct migration background,(1a) Inadequately completed,0.14505,678,2550,0.13138,0.15873
1988,Direct migration background,(1b) General Elementary School,0.28372,856,2550,0.26622,0.30123
1988,Direct migration background,(1c) Basic Vocational Qualification,0.29312,594,2550,0.27545,0.31080
1988,Direct migration background,(2) Intermediate General/Vocational Qualification,0.11803,148,2550,0.10550,0.13055
1988,Direct migration background,(2c_gen) General Maturity Certificate,0.04075,99,2550,0.03308,0.04843
1988,Direct migration background,(2c_voc) Vocational Maturity Certificate,0.04771,111,2550,0.03943,0.05598
1988,Direct migration background,(3b) Higher Tertiary Education,0.04094,64,2550,0.03325,0.04864
1988,Indirect migration background,(1b) General Elementary School,0.23871,59,156,0.17160,0.30582
1988,Indirect migration background,(1c) Basic Vocational Qualification,0.28895,54,156,0.21759,0.36031
1988,Indirect migration background,(2) Intermediate General/Vocational Qualification,0.21550,43,156,0.15077,0.28023
1989,No migration background,(0) No qualification (yet),0.01634,121,6725,0.01331,0.01937
1989,No migration background,(1a) Inadequately completed,0.00817,57,6725,0.00602,0.01032
1989,No migration background,(1b) General Elementary School,0.20424,1303,6725,0.19461,0.21388
1989,No migration background,(1c) Basic Vocational Qualification,0.40031,2660,6725,0.38860,0.41202
1989,No migration background,(2) Intermediate General/Vocational Qualification,0.20877,1456,6725,0.19905,0.21848
1989,No migration background,(2c_gen) General Maturity Certificate,0.03202,233,6725,0.02781,0.03623
1989,No migration background,(2c_voc) Vocational Maturity Certificate,0.04341,289,6725,0.03853,0.04828
1989,No migration background,(3a) Lower Tertiary Education,0.03045,208,6725,0.02635,0.03456
1989,No migration background,(3b) Higher Tertiary Education,0.05628,398,6725,0.05078,0.06179
1989,Direct migration background,(1a) Inadequately completed,0.14201,644,2468,0.12824,0.15579
1989,Direct migration background,(1b) General Elementary School,0.28915,826,2468,0.27126,0.30704
1989,Direct migration background,(1c) Basic Vocational Qualification,0.28321,577,2468,0.26543,0.30098
1989,Direct migration background,(2) Intermediate General/Vocational Qualification,0.11595,146,2468,0.10331,0.12858
1989,Direct migration background,(2c_gen) General Maturity Certificate,0.04039,101,2468,0.03262,0.04816
1989,Direct migration background,(2c_voc) Vocational Maturity Certificate,0.04897,109,2468,0.04046,0.05749
1989,Direct migration background,(3b) Higher Tertiary Education,0.04427,65,2468,0.03615,0.05238
1989,Indirect migration background,(1b) General Elementary School,0.26133,75,177,0.19642,0.32624
1989,Indirect migration background,(1c) Basic Vocational Qualification,0.23519,53,177,0.17253,0.29785
1989,Indirect migration background,(2) Intermediate General/Vocational Qualification,0.19639,49,177,0.13769,0.25508
1990,No migration background,(0) No qualification (yet),0.01143,102,10811,0.00943,0.01344
1990,No migration background,(1a) Inadequately completed,0.00870,98,10811,0.00695,0.01045
1990,No migration background,(1b) General Elementary School,0.17629,1558,10811,0.16910,0.18347
1990,No migration background,(1c) Basic Vocational Qualification,0.38335,3860,10811,0.37418,0.39251
1990,No migration background,(2) Intermediate General/Vocational Qualification,0.23842,2986,10811,0.23039,0.24646
1990,No migration background,(2c_gen) General Maturity Certificate,0.02785,272,10811,0.02475,0.03095
1990,No migration background,(2c_voc) Vocational Maturity Certificate,0.03906,374,10811,0.03541,0.04271
1990,No migration background,(3a) Lower Tertiary Education,0.05379,845,10811,0.04954,0.05804
1990,No migration background,(3b) Higher Tertiary Education,0.06111,716,10811,0.05659,0.06562
1990,Direct migration background,(1a) Inadequately completed,0.13405,613,2562,0.12085,0.14724
1990,Direct migration background,(1b) General Elementary School,0.27607,825,2562,0.25876,0.29339
1990,Direct migration background,(1c) Basic Vocational Qualification,0.29569,632,2562,0.27801,0.31336
1990,Direct migration background,(2) Intermediate General/Vocational Qualification,0.11834,162,2562,0.10583,0.13085
1990,Direct migration background,(2c_gen) General Maturity Certificate,0.03516,90,2562,0.02802,0.04229
1990,Direct migration background,(2c_voc) Vocational Maturity Certificate,0.04858,113,2562,0.04026,0.05691
1990,Direct migration background,(3a) Lower Tertiary Education,0.03213,43,2562,0.02530,0.03896
1990,Direct migration background,(3b) Higher Tertiary Education,0.05184,84,2562,0.04325,0.06043
1990,Indirect migration background,(0) No qualification (yet),0.12739,34,231,0.08430,0.17048
1990,Indirect migration background,(1b) General Elementary School,0.27540,87,231,0.21767,0.33314
1990,Indirect migration background,(1c) Basic Vocational Qualification,0.22105,58,231,0.16742,0.27468
1990,Indirect migration background,(2) Intermediate General/Vocational Qualification,0.20460,52,231,0.15246,0.25673
1991,No migration background,(0) No qualification (yet),0.01075,100,10490,0.00877,0.01272
1991,No migration background,(1a) Inadequately completed,0.00918,111,10490,0.00735,0.01100
1991,No migration background,(1b) General Elementary School,0.16889,1458,10490,0.16172,0.17606
1991,No migration background,(1c) Basic Vocational Qualification,0.37848,3704,10490,0.36920,0.38777
1991,No migration background,(2) Intermediate General/Vocational Qualification,0.24274,2919,10490,0.23454,0.25095
1991,No migration background,(2c_gen) General Maturity Certificate,0.02688,269,10490,0.02379,0.02998
1991,No migration background,(2c_voc) Vocational Maturity Certificate,0.04038,379,10490,0.03661,0.04415
1991,No migration background,(3a) Lower Tertiary Education,0.05782,839,10490,0.05335,0.06229
1991,No migration background,(3b) Higher Tertiary Education,0.06488,711,10490,0.06017,0.06959
1991,Direct migration background,(1a) Inadequately completed,0.13460,597,2520,0.12127,0.14793
1991,Direct migration background,(1b) General Elementary School,0.27135,793,2520,0.25398,0.28871
1991,Direct migration background,(1c) Basic Vocational Qualification,0.29277,635,2520,0.27500,0.31054
1991,Direct migration background,(2) Intermediate General/Vocational Qualification,0.12084,165,2520,0.10811,0.13357
1991,Direct migration background,(2c_gen) General Maturity Certificate,0.03204,88,2520,0.02516,0.03891
1991,Direct migration background,(2c_voc) Vocational Maturity Certificate,0.05248,116,2520,0.04377,0.06119
1991,Direct migration background,(3a) Lower Tertiary Education,0.03498,44,2520,0.02781,0.04216
1991,Direct migration background,(3b) Higher Tertiary Education,0.05247,82,2520,0.04377,0.06118
1991,Indirect migration background,(0) No qualification (yet),0.09695,34,265,0.06126,0.13264
1991,Indirect migration background,(1b) General Elementary School,0.27846,98,265,0.22439,0.33253
1991,Indirect migration background,(1c) Basic Vocational Qualification,0.23177,68,265,0.18087,0.28267
1991,Indirect migration background,(2) Intermediate General/Vocational Qualification,0.21145,65,265,0.16219,0.26071
1992,No migration background,(0) No qualification (yet),0.00948,88,10221,0.00760,0.01136
1992,No migration background,(1a) Inadequately completed,0.00983,126,10221,0.00792,0.01174
1992,No migration background,(1b) General Elementary School,0.16318,1382,10221,0.15602,0.17035
1992,No migration background,(1c) Basic Vocational Qualification,0.37748,3587,10221,0.36808,0.38688
1992,No migration background,(2) Intermediate General/Vocational Qualification,0.24536,2866,10221,0.23702,0.25371
1992,No migration background,(2c_gen) General Maturity Certificate,0.02801,260,10221,0.02481,0.03121
1992,No migration background,(2c_voc) Vocational Maturity Certificate,0.04170,391,10221,0.03782,0.04558
1992,No migration background,(3a) Lower Tertiary Education,0.05860,819,10221,0.05404,0.06315
1992,No migration background,(3b) Higher Tertiary Education,0.06636,702,10221,0.06153,0.07118
1992,Direct migration background,(1a) Inadequately completed,0.13761,574,2454,0.12398,0.15125
1992,Direct migration background,(1b) General Elementary School,0.27274,767,2454,0.25512,0.29037
1992,Direct migration background,(1c) Basic Vocational Qualification,0.29063,618,2454,0.27267,0.30860
1992,Direct migration background,(2) Intermediate General/Vocational Qualification,0.11224,157,2454,0.09975,0.12473
1992,Direct migration background,(2c_gen) General Maturity Certificate,0.03271,92,2454,0.02567,0.03974
1992,Direct migration background,(2c_voc) Vocational Maturity Certificate,0.05830,115,2454,0.04903,0.06758
1992,Direct migration background,(3a) Lower Tertiary Education,0.03210,46,2454,0.02513,0.03908
1992,Direct migration background,(3b) Higher Tertiary Education,0.05688,85,2454,0.04771,0.06604
1992,Indirect migration background,(0) No qualification (yet),0.12174,47,313,0.08545,0.15802
1992,Indirect migration background,(1b) General Elementary School,0.29308,120,313,0.24257,0.34359
1992,Indirect migration background,(1c) Basic Vocational Qualification,0.15854,66,313,0.11801,0.19907
1992,Indirect migration background,(2) Intermediate General/Vocational Qualification,0.25881,80,313,0.21021,0.30741
1993,No migration background,(0) No qualification (yet),0.00825,73,10013,0.00648,0.01003
1993,No migration background,(1a) Inadequately completed,0.01102,139,10013,0.00897,0.01306
1993,No migration background,(1b) General Elementary School,0.15910,1322,10013,0.15193,0.16626
1993,No migration background,(1c) Basic Vocational Qualification,0.37373,3476,10013,0.36425,0.38321
1993,No migration background,(2) Intermediate General/Vocational Qualification,0.24950,2840,10013,0.24102,0.25797
1993,No migration background,(2c_gen) General Maturity Certificate,0.02698,271,10013,0.02381,0.03016
1993,No migration background,(2c_voc) Vocational Maturity Certificate,0.04248,392,10013,0.03853,0.04644
1993,No migration background,(3a) Lower Tertiary Education,0.06057,801,10013,0.05590,0.06524
1993,No migration background,(3b) Higher Tertiary Education,0.06837,699,10013,0.06343,0.07331
1993,Direct migration background,(1a) Inadequately completed,0.14215,560,2388,0.12814,0.15616
1993,Direct migration background,(1b) General Elementary School,0.26145,738,2388,0.24382,0.27908
1993,Direct migration background,(1c) Basic Vocational Qualification,0.29576,610,2388,0.27745,0.31407
1993,Direct migration background,(2) Intermediate General/Vocational Qualification,0.10544,148,2388,0.09312,0.11776
1993,Direct migration background,(2c_gen) General Maturity Certificate,0.03641,92,2388,0.02890,0.04392
1993,Direct migration background,(2c_voc) Vocational Maturity Certificate,0.05652,109,2388,0.04725,0.06578
1993,Direct migration background,(3a) Lower Tertiary Education,0.03254,44,2388,0.02542,0.03966
1993,Direct migration background,(3b) Higher Tertiary Education,0.06399,87,2388,0.05417,0.07381
1993,Indirect migration background,(0) No qualification (yet),0.12855,45,388,0.09520,0.16190
1993,Indirect migration background,(1b) General Elementary School,0.26321,124,388,0.21933,0.30708
1993,Indirect migration background,(1c) Basic Vocational Qualification,0.17064,78,388,0.13316,0.20812
1993,Indirect migration background,(2) Intermediate General/Vocational Qualification,0.27824,107,388,0.23359,0.32289
1993,Indirect migration background,(2c_gen) General Maturity Certificate,0.07119,34,388,0.04557,0.09681
1994,No migration background,(0) No qualification (yet),0.01178,132,9883,0.00965,0.01391
1994,No migration background,(1a) Inadequately completed,0.00943,107,9883,0.00753,0.01134
1994,No migration background,(1b) General Elementary School,0.15332,1258,9883,0.14622,0.16042
1994,No migration background,(1c) Basic Vocational Qualification,0.37244,3385,9883,0.36291,0.38198
1994,No migration background,(2) Intermediate General/Vocational Qualification,0.24828,2799,9883,0.23976,0.25680
1994,No migration background,(2c_gen) General Maturity Certificate,0.02739,278,9883,0.02417,0.03060
1994,No migration background,(2c_voc) Vocational Maturity Certificate,0.04334,404,9883,0.03932,0.04735
1994,No migration background,(3a) Lower Tertiary Education,0.06240,800,9883,0.05763,0.06716
1994,No migration background,(3b) Higher Tertiary Education,0.07162,720,9883,0.06654,0.07671
1994,Direct migration background,(1a) Inadequately completed,0.14083,522,2241,0.12642,0.15523
1994,Direct migration background,(1b) General Elementary School,0.25098,674,2241,0.23302,0.26893
1994,Direct migration background,(1c) Basic Vocational Qualification,0.30238,591,2241,0.28336,0.32140
1994,Direct migration background,(2) Intermediate General/Vocational Qualification,0.10279,138,2241,0.09021,0.11537
1994,Direct migration background,(2c_gen) General Maturity Certificate,0.04069,91,2241,0.03251,0.04887
1994,Direct migration background,(2c_voc) Vocational Maturity Certificate,0.05527,101,2241,0.04580,0.06473
1994,Direct migration background,(3a) Lower Tertiary Education,0.03441,45,2241,0.02686,0.04196
1994,Direct migration background,(3b) Higher Tertiary Education,0.06660,79,2241,0.05627,0.07692
1994,Indirect migration background,(0) No qualification (yet),0.17677,59,397,0.13920,0.21435
1994,Indirect migration background,(1b) General Elementary School,0.24875,115,397,0.20617,0.29133
1994,Indirect migration background,(1c) Basic Vocational Qualification,0.15451,81,397,0.11891,0.19011
1994,Indirect migration background,(2) Intermediate General/Vocational Qualification,0.26399,110,397,0.22057,0.30740
1994,Indirect migration background,(2c_gen) General Maturity Certificate,0.06530,32,397,0.04097,0.08964
1995,No migration background,(0) No qualification (yet),0.01428,175,9850,0.01194,0.01663
1995,No migration background,(1a) Inadequately completed,0.00738,84,9850,0.00569,0.00906
1995,No migration background,(1b) General Elementary School,0.14862,1195,9850,0.14160,0.15565
1995,No migration background,(1c) Basic Vocational Qualification,0.36968,3314,9850,0.36015,0.37922
1995,No migration background,(2) Intermediate General/Vocational Qualification,0.24771,2840,9850,0.23919,0.25624
1995,No migration background,(2c_gen) General Maturity Certificate,0.02677,280,9850,0.02358,0.02996
1995,No migration background,(2c_voc) Vocational Maturity Certificate,0.04581,413,9850,0.04168,0.04993
1995,No migration background,(3a) Lower Tertiary Education,0.06517,810,9850,0.06029,0.07004
1995,No migration background,(3b) Higher Tertiary Education,0.07458,739,9850,0.06939,0.07977
1995,Direct migration background,(0) No qualification (yet),0.01693,37,2643,0.01201,0.02184
1995,Direct migration background,(1a) Inadequately completed,0.10960,518,2643,0.09769,0.12152
1995,Direct migration background,(1b) General Elementary School,0.23422,741,2643,0.21807,0.25037
1995,Direct migration background,(1c) Basic Vocational Qualification,0.28212,682,2643,0.26496,0.29928
1995,Direct migration background,(2) Intermediate General/Vocational Qualification,0.09441,160,2643,0.08326,0.10556
1995,Direct migration background,(2c_gen) General Maturity Certificate,0.05893,144,2643,0.04995,0.06791
1995,Direct migration background,(2c_voc) Vocational Maturity Certificate,0.07599,169,2643,0.06589,0.08610
1995,Direct migration background,(3a) Lower Tertiary Education,0.03075,47,2643,0.02417,0.03733
1995,Direct migration background,(3b) Higher Tertiary Education,0.09706,145,2643,0.08577,0.10835
1995,Indirect migration background,(0) No qualification (yet),0.14481,53,404,0.11045,0.17917
1995,Indirect migration background,(1b) General Elementary School,0.22815,105,404,0.18718,0.26912
1995,Indirect migration background,(1c) Basic Vocational Qualification,0.17164,89,404,0.13483,0.20846
1995,Indirect migration background,(2) Intermediate General/Vocational Qualification,0.28032,115,404,0.23647,0.32418
1995,Indirect migration background,(2c_gen) General Maturity Certificate,0.09999,42,404,0.07070,0.12928
1996,No migration background,(0) No qualification (yet),0.01748,205,9749,0.01488,0.02008
1996,No migration background,(1a) Inadequately completed,0.00738,69,9749,0.00569,0.00908
1996,No migration background,(1b) General Elementary School,0.14183,1142,9749,0.13491,0.14876
1996,No migration background,(1c) Basic Vocational Qualification,0.36869,3248,9749,0.35911,0.37827
1996,No migration background,(2) Intermediate General/Vocational Qualification,0.24997,2841,9749,0.24138,0.25857
1996,No migration background,(2c_gen) General Maturity Certificate,0.02467,255,9749,0.02159,0.02774
1996,No migration background,(2c_voc) Vocational Maturity Certificate,0.04938,426,9749,0.04508,0.05368
1996,No migration background,(3a) Lower Tertiary Education,0.06610,816,9749,0.06117,0.07104
1996,No migration background,(3b) Higher Tertiary Education,0.07449,747,9749,0.06928,0.07970
1996,Direct migration background,(1a) Inadequately completed,0.10999,473,2444,0.09759,0.12240
1996,Direct migration background,(1b) General Elementary School,0.23069,689,2444,0.21398,0.24739
1996,Direct migration background,(1c) Basic Vocational Qualification,0.28542,660,2444,0.26751,0.30332
1996,Direct migration background,(2) Intermediate General/Vocational Qualification,0.09750,149,2444,0.08574,0.10926
1996,Direct migration background,(2c_gen) General Maturity Certificate,0.05766,131,2444,0.04842,0.06690
1996,Direct migration background,(2c_voc) Vocational Maturity Certificate,0.07447,157,2444,0.06406,0.08488
1996,Direct migration background,(3a) Lower Tertiary Education,0.03296,47,2444,0.02588,0.04003
1996,Direct migration background,(3b) Higher Tertiary Education,0.09621,138,2444,0.08452,0.10791
1996,Indirect migration background,(0) No qualification (yet),0.12186,53,433,0.09101,0.15271
1996,Indirect migration background,(1b) General Elementary School,0.23390,110,433,0.19399,0.27382
1996,Indirect migration background,(1c) Basic Vocational Qualification,0.17037,97,433,0.13492,0.20583
1996,Indirect migration background,(2) Intermediate General/Vocational Qualification,0.29127,126,433,0.24843,0.33412
1996,Indirect migration background,(2c_gen) General Maturity Certificate,0.10596,47,433,0.07693,0.13498
1997,No migration background,(0) No qualification (yet),0.01772,220,9620,0.01508,0.02036
1997,No migration background,(1a) Inadequately completed,0.00728,68,9620,0.00558,0.00898
1997,No migration background,(1b) General Elementary School,0.13974,1103,9620,0.13281,0.14667
1997,No migration background,(1c) Basic Vocational Qualification,0.36511,3167,9620,0.35549,0.37473
1997,No migration background,(2) Intermediate General/Vocational Qualification,0.25052,2799,9620,0.24186,0.25918
1997,No migration background,(2c_gen) General Maturity Certificate,0.02635,267,9620,0.02315,0.02955
1997,No migration background,(2c_voc) Vocational Maturity Certificate,0.05075,428,9620,0.04636,0.05514
1997,No migration background,(3a) Lower Tertiary Education,0.06808,812,9620,0.06304,0.07311
1997,No migration background,(3b) Higher Tertiary Education,0.07445,756,9620,0.06921,0.07970
1997,Direct migration background,(1a) Inadequately completed,0.11226,441,2324,0.09942,0.12509
1997,Direct migration background,(1b) General Elementary School,0.23364,650,2324,0.21643,0.25084
1997,Direct migration background,(1c) Basic Vocational Qualification,0.29071,635,2324,0.27224,0.30917
1997,Direct migration background,(2) Intermediate General/Vocational Qualification,0.09815,153,2324,0.08605,0.11025
1997,Direct migration background,(2c_gen) General Maturity Certificate,0.05402,121,2324,0.04483,0.06321
1997,Direct migration background,(2c_voc) Vocational Maturity Certificate,0.07149,143,2324,0.06102,0.08197
1997,Direct migration background,(3a) Lower Tertiary Education,0.03463,50,2324,0.02720,0.04207
1997,Direct migration background,(3b) Higher Tertiary Education,0.09174,131,2324,0.08000,0.10347
1997,Indirect migration background,(0) No qualification (yet),0.12203,65,452,0.09182,0.15224
1997,Indirect migration background,(1b) General Elementary School,0.25827,127,452,0.21787,0.29866
1997,Indirect migration background,(1c) Basic Vocational Qualification,0.15330,91,452,0.12005,0.18655
1997,Indirect migration background,(2) Intermediate General/Vocational Qualification,0.28435,127,452,0.24271,0.32598
1997,Indirect migration background,(2c_gen) General Maturity Certificate,0.10027,42,452,0.07255,0.12799
1998,No migration background,(0) No qualification (yet),0.01766,234,10753,0.01517,0.02015
1998,No migration background,(1a) Inadequately completed,0.00745,77,10753,0.00582,0.00908
1998,No migration background,(1b) General Elementary School,0.13979,1286,10753,0.13324,0.14635
1998,No migration background,(1c) Basic Vocational Qualification,0.35019,3466,10753,0.34117,0.35921
1998,No migration background,(2) Intermediate General/Vocational Qualification,0.25686,3115,10753,0.24860,0.26512
1998,No migration background,(2c_gen) General Maturity Certificate,0.02945,323,10753,0.02626,0.03265
1998,No migration background,(2c_voc) Vocational Maturity Certificate,0.05061,497,10753,0.04647,0.05475
1998,No migration background,(3a) Lower Tertiary Education,0.07160,900,10753,0.06672,0.07647
1998,No migration background,(3b) Higher Tertiary Education,0.07639,855,10753,0.07137,0.08141
1998,Direct migration background,(1a) Inadequately completed,0.12094,405,2222,0.10738,0.13450
1998,Direct migration background,(1b) General Elementary School,0.23983,622,2222,0.22208,0.25759
1998,Direct migration background,(1c) Basic Vocational Qualification,0.28243,603,2222,0.26370,0.30115
1998,Direct migration background,(2) Intermediate General/Vocational Qualification,0.08660,142,2222,0.07491,0.09830
1998,Direct migration background,(2c_gen) General Maturity Certificate,0.05165,112,2222,0.04244,0.06085
1998,Direct migration background,(2c_voc) Vocational Maturity Certificate,0.07937,148,2222,0.06812,0.09061
1998,Direct migration background,(3a) Lower Tertiary Education,0.03431,53,2222,0.02674,0.04188
1998,Direct migration background,(3b) Higher Tertiary Education,0.09110,137,2222,0.07913,0.10307
1998,Indirect migration background,(0) No qualification (yet),0.12903,69,472,0.09875,0.15930
1998,Indirect migration background,(1b) General Elementary School,0.24617,127,472,0.20727,0.28508
1998,Indirect migration background,(1c) Basic Vocational Qualification,0.13767,93,472,0.10656,0.16879
1998,Indirect migration background,(2) Intermediate General/Vocational Qualification,0.28347,137,472,0.24277,0.32417
1998,Indirect migration background,(2c_gen) General Maturity Certificate,0.11542,46,472,0.08657,0.14428
1999,No migration background,(0) No qualification (yet),0.01749,230,10659,0.01500,0.01998
1999,No migration background,(1a) Inadequately completed,0.00779,78,10659,0.00612,0.00945
1999,No migration background,(1b) General Elementary School,0.13465,1240,10659,0.12817,0.14113
1999,No migration background,(1c) Basic Vocational Qualification,0.35445,3416,10659,0.34537,0.36354
