"year","bildungsniveau","mean","median","n","lower_confidence","upper_confidence"
"2000","Realschule","","","","",""
"2001","(Fach-)Abitur","","","","",""
"2001","(noch) kein Abschluss","","","","",""
"2001","AkademikerIn","","","","",""
"2001","Hauptschule","","","","",""
"2001","Realschule","","","","",""
"2002","(Fach-)Abitur","","","","",""
"2002","(noch) kein Abschluss","","","","",""
"2002","AkademikerIn","","","","",""
"2002","Hauptschule","","","","",""
"2002","Realschule","","","","",""
"2003","(Fach-)Abitur","","","","",""
"2003","(noch) kein Abschluss","","","","",""
"2003","AkademikerIn","","","","",""
"2003","Hauptschule","","","","",""
"2003","Realschule","","","","",""
"2004","(Fach-)Abitur","","","","",""
"2004","(noch) kein Abschluss","","","","",""
"2004","AkademikerIn","","","","",""
"2004","Hauptschule","","","","",""
"2004","Realschule","","","","",""
"2005","(Fach-)Abitur","","","","",""
"2005","(noch) kein Abschluss","","","","",""
"2005","AkademikerIn","","","","",""
"2005","Hauptschule","","","","",""
"2005","Realschule","","","","",""
"2006","(Fach-)Abitur","","","","",""
"2006","(noch) kein Abschluss","","","","",""
"2006","AkademikerIn","","","","",""
"2006","Hauptschule","","","","",""
"2006","Realschule","","","","",""
"2007","(Fach-)Abitur","","","","",""
"2007","(noch) kein Abschluss","","","","",""
"2007","AkademikerIn","","","","",""
"2007","Hauptschule","","","","",""
"2007","Realschule","","","","",""
"2008","(Fach-)Abitur","7.31","7.5","2157","7.24","7.38"
"2008","(noch) kein Abschluss","7.15","6.5","538","7","7.3"
"2008","AkademikerIn","7.34","7.5","4167","7.29","7.39"
"2008","Hauptschule","6.72","6.5","6698","6.67","6.77"
"2008","Realschule","7.03","6.5","5095","6.98","7.08"
"2009","(Fach-)Abitur","","","","",""
"2009","(noch) kein Abschluss","","","","",""
"2009","AkademikerIn","","","","",""
"2009","Hauptschule","","","","",""
"2009","Realschule","","","","",""
"2010","(Fach-)Abitur","","","","",""
"2010","(noch) kein Abschluss","","","","",""
"2010","AkademikerIn","","","","",""
"2010","Hauptschule","","","","",""
"2010","Realschule","","","","",""
"2011","(Fach-)Abitur","","","","",""
"2011","(noch) kein Abschluss","","","","",""
"2011","AkademikerIn","","","","",""
"2011","Hauptschule","","","","",""
"2011","Realschule","","","","",""
"2012","(Fach-)Abitur","","","","",""
"2012","(noch) kein Abschluss","","","","",""
"2012","AkademikerIn","","","","",""
"2012","Hauptschule","","","","",""
"2012","Realschule","","","","",""
"2013","(Fach-)Abitur","7.74","7.5","3347","7.69","7.79"
"2013","(noch) kein Abschluss","7.3","7.5","962","7.18","7.42"
"2013","AkademikerIn","7.67","7.5","5419","7.63","7.71"
"2013","Hauptschule","7.01","6.5","7691","6.97","7.05"
"2013","Realschule","7.33","7.5","5539","7.29","7.37"
"2014","(Fach-)Abitur","","","","",""
"2014","(noch) kein Abschluss","","","","",""
"2014","AkademikerIn","","","","",""
"2014","Hauptschule","","","","",""
"2014","Realschule","","","","",""
"2015","(Fach-)Abitur","","","","",""
"2015","(noch) kein Abschluss","","","","",""
"2015","AkademikerIn","","","","",""
"2015","Hauptschule","","","","",""
"2015","Realschule","","","","",""
"2016","(Fach-)Abitur","","","","",""
"2016","(noch) kein Abschluss","","","","",""
"2016","AkademikerIn","","","","",""
"2016","Hauptschule","","","","",""
"2016","Realschule","","","","",""
"2017","(Fach-)Abitur","","","","",""
"2017","(noch) kein Abschluss","","","","",""
"2017","AkademikerIn","","","","",""
"2017","Hauptschule","","","","",""
"2017","Realschule","","","","",""
"2018","(Fach-)Abitur","7.8","7.5","3999","7.76","7.84"
"2018","(noch) kein Abschluss","7.31","7.5","882","7.18","7.44"
"2018","AkademikerIn","7.9","7.5","6307","7.87","7.93"
"2018","Hauptschule","7.25","7.5","6667","7.21","7.29"
"2018","Realschule","7.57","7.5","6596","7.53","7.61"
