"year","bildungsniveau","sampreg","mean","median","n","lower_confidence","upper_confidence"
"1996","Realschule","West","","","","",""
"1997","(Fach-)Abitur","Ost","","","","",""
"1997","(Fach-)Abitur","West","","","","",""
"1997","(noch) kein Abschluss","Ost","","","","",""
"1997","(noch) kein Abschluss","West","","","","",""
"1997","AkademikerIn","Ost","","","","",""
"1997","AkademikerIn","West","","","","",""
"1997","Hauptschule","Ost","","","","",""
"1997","Hauptschule","West","","","","",""
"1997","Realschule","Ost","","","","",""
"1997","Realschule","West","","","","",""
"1998","(Fach-)Abitur","Ost","","","","",""
"1998","(Fach-)Abitur","West","","","","",""
"1998","(noch) kein Abschluss","Ost","","","","",""
"1998","(noch) kein Abschluss","West","","","","",""
"1998","AkademikerIn","Ost","","","","",""
"1998","AkademikerIn","West","","","","",""
"1998","Hauptschule","Ost","","","","",""
"1998","Hauptschule","West","","","","",""
"1998","Realschule","Ost","","","","",""
"1998","Realschule","West","","","","",""
"1999","(Fach-)Abitur","Ost","","","","",""
"1999","(Fach-)Abitur","West","","","","",""
"1999","(noch) kein Abschluss","Ost","","","","",""
"1999","(noch) kein Abschluss","West","","","","",""
"1999","AkademikerIn","Ost","","","","",""
"1999","AkademikerIn","West","","","","",""
"1999","Hauptschule","Ost","","","","",""
"1999","Hauptschule","West","","","","",""
"1999","Realschule","Ost","","","","",""
"1999","Realschule","West","","","","",""
"2000","(Fach-)Abitur","Ost","","","","",""
"2000","(Fach-)Abitur","West","","","","",""
"2000","(noch) kein Abschluss","Ost","","","","",""
"2000","(noch) kein Abschluss","West","","","","",""
"2000","AkademikerIn","Ost","","","","",""
"2000","AkademikerIn","West","","","","",""
"2000","Hauptschule","Ost","","","","",""
"2000","Hauptschule","West","","","","",""
"2000","Realschule","Ost","","","","",""
"2000","Realschule","West","","","","",""
"2001","(Fach-)Abitur","Ost","","","","",""
"2001","(Fach-)Abitur","West","","","","",""
"2001","(noch) kein Abschluss","Ost","","","","",""
"2001","(noch) kein Abschluss","West","","","","",""
"2001","AkademikerIn","Ost","","","","",""
"2001","AkademikerIn","West","","","","",""
"2001","Hauptschule","Ost","","","","",""
"2001","Hauptschule","West","","","","",""
"2001","Realschule","Ost","","","","",""
"2001","Realschule","West","","","","",""
"2002","(Fach-)Abitur","Ost","","","","",""
"2002","(Fach-)Abitur","West","","","","",""
"2002","(noch) kein Abschluss","Ost","","","","",""
"2002","(noch) kein Abschluss","West","","","","",""
"2002","AkademikerIn","Ost","","","","",""
"2002","AkademikerIn","West","","","","",""
"2002","Hauptschule","Ost","","","","",""
"2002","Hauptschule","West","","","","",""
"2002","Realschule","Ost","","","","",""
"2002","Realschule","West","","","","",""
"2003","(Fach-)Abitur","Ost","","","","",""
"2003","(Fach-)Abitur","West","","","","",""
"2003","(noch) kein Abschluss","Ost","","","","",""
"2003","(noch) kein Abschluss","West","","","","",""
"2003","AkademikerIn","Ost","","","","",""
"2003","AkademikerIn","West","","","","",""
"2003","Hauptschule","Ost","","","","",""
"2003","Hauptschule","West","","","","",""
"2003","Realschule","Ost","","","","",""
"2003","Realschule","West","","","","",""
"2004","(Fach-)Abitur","Ost","","","","",""
"2004","(Fach-)Abitur","West","","","","",""
"2004","(noch) kein Abschluss","Ost","","","","",""
"2004","(noch) kein Abschluss","West","","","","",""
"2004","AkademikerIn","Ost","","","","",""
"2004","AkademikerIn","West","","","","",""
"2004","Hauptschule","Ost","","","","",""
"2004","Hauptschule","West","","","","",""
"2004","Realschule","Ost","","","","",""
"2004","Realschule","West","","","","",""
"2005","(Fach-)Abitur","Ost","","","","",""
"2005","(Fach-)Abitur","West","","","","",""
"2005","(noch) kein Abschluss","Ost","","","","",""
"2005","(noch) kein Abschluss","West","","","","",""
"2005","AkademikerIn","Ost","","","","",""
"2005","AkademikerIn","West","","","","",""
"2005","Hauptschule","Ost","","","","",""
"2005","Hauptschule","West","","","","",""
"2005","Realschule","Ost","","","","",""
"2005","Realschule","West","","","","",""
"2006","(Fach-)Abitur","Ost","","","","",""
"2006","(Fach-)Abitur","West","","","","",""
"2006","(noch) kein Abschluss","Ost","","","","",""
"2006","(noch) kein Abschluss","West","","","","",""
"2006","AkademikerIn","Ost","","","","",""
"2006","AkademikerIn","West","","","","",""
"2006","Hauptschule","Ost","","","","",""
"2006","Hauptschule","West","","","","",""
"2006","Realschule","Ost","","","","",""
"2006","Realschule","West","","","","",""
"2007","(Fach-)Abitur","Ost","","","","",""
"2007","(Fach-)Abitur","West","","","","",""
"2007","(noch) kein Abschluss","Ost","","","","",""
"2007","(noch) kein Abschluss","West","","","","",""
"2007","AkademikerIn","Ost","","","","",""
"2007","AkademikerIn","West","","","","",""
"2007","Hauptschule","Ost","","","","",""
"2007","Hauptschule","West","","","","",""
"2007","Realschule","Ost","","","","",""
"2007","Realschule","West","","","","",""
"2008","(Fach-)Abitur","Ost","7.16","7.5","362","7","7.32"
"2008","(Fach-)Abitur","West","7.33","7.5","1795","7.26","7.4"
"2008","(noch) kein Abschluss","Ost","7.24","6.5","100","6.92","7.56"
"2008","(noch) kein Abschluss","West","7.14","6.5","438","6.97","7.31"
"2008","AkademikerIn","Ost","6.87","6.5","1237","6.77","6.97"
"2008","AkademikerIn","West","7.49","7.5","2930","7.44","7.54"
"2008","Hauptschule","Ost","6.07","5.5","1185","5.96","6.18"
"2008","Hauptschule","West","6.82","6.5","5513","6.77","6.87"
"2008","Realschule","Ost","6.58","6.5","1745","6.5","6.66"
"2008","Realschule","West","7.2","7.5","3350","7.14","7.26"
"2009","(Fach-)Abitur","Ost","","","","",""
"2009","(Fach-)Abitur","West","","","","",""
"2009","(noch) kein Abschluss","Ost","","","","",""
"2009","(noch) kein Abschluss","West","","","","",""
"2009","AkademikerIn","Ost","","","","",""
"2009","AkademikerIn","West","","","","",""
"2009","Hauptschule","Ost","","","","",""
"2009","Hauptschule","West","","","","",""
"2009","Realschule","Ost","","","","",""
"2009","Realschule","West","","","","",""
"2010","(Fach-)Abitur","Ost","","","","",""
"2010","(Fach-)Abitur","West","","","","",""
"2010","(noch) kein Abschluss","Ost","","","","",""
"2010","(noch) kein Abschluss","West","","","","",""
"2010","AkademikerIn","Ost","","","","",""
"2010","AkademikerIn","West","","","","",""
"2010","Hauptschule","Ost","","","","",""
"2010","Hauptschule","West","","","","",""
"2010","Realschule","Ost","","","","",""
"2010","Realschule","West","","","","",""
"2011","(Fach-)Abitur","Ost","","","","",""
"2011","(Fach-)Abitur","West","","","","",""
"2011","(noch) kein Abschluss","Ost","","","","",""
"2011","(noch) kein Abschluss","West","","","","",""
"2011","AkademikerIn","Ost","","","","",""
"2011","AkademikerIn","West","","","","",""
"2011","Hauptschule","Ost","","","","",""
"2011","Hauptschule","West","","","","",""
"2011","Realschule","Ost","","","","",""
"2011","Realschule","West","","","","",""
"2012","(Fach-)Abitur","Ost","","","","",""
"2012","(Fach-)Abitur","West","","","","",""
"2012","(noch) kein Abschluss","Ost","","","","",""
"2012","(noch) kein Abschluss","West","","","","",""
"2012","AkademikerIn","Ost","","","","",""
"2012","AkademikerIn","West","","","","",""
"2012","Hauptschule","Ost","","","","",""
"2012","Hauptschule","West","","","","",""
"2012","Realschule","Ost","","","","",""
"2012","Realschule","West","","","","",""
"2013","(Fach-)Abitur","Ost","7.75","7.5","417","7.61","7.89"
"2013","(Fach-)Abitur","West","7.74","7.5","2930","7.69","7.79"
"2013","(noch) kein Abschluss","Ost","6.74","6.5","99","6.35","7.13"
"2013","(noch) kein Abschluss","West","7.36","7.5","863","7.23","7.49"
"2013","AkademikerIn","Ost","7.18","7.5","1298","7.09","7.27"
"2013","AkademikerIn","West","7.8","7.5","4121","7.76","7.84"
"2013","Hauptschule","Ost","6.52","6.5","1173","6.41","6.63"
"2013","Hauptschule","West","7.08","6.5","6518","7.04","7.12"
"2013","Realschule","Ost","6.88","6.5","1716","6.8","6.96"
"2013","Realschule","West","7.5","7.5","3823","7.45","7.55"
"2014","(Fach-)Abitur","Ost","","","","",""
"2014","(Fach-)Abitur","West","","","","",""
"2014","(noch) kein Abschluss","Ost","","","","",""
"2014","(noch) kein Abschluss","West","","","","",""
"2014","AkademikerIn","Ost","","","","",""
"2014","AkademikerIn","West","","","","",""
"2014","Hauptschule","Ost","","","","",""
"2014","Hauptschule","West","","","","",""
"2014","Realschule","Ost","","","","",""
"2014","Realschule","West","","","","",""
"2015","(Fach-)Abitur","Ost","","","","",""
"2015","(Fach-)Abitur","West","","","","",""
"2015","(noch) kein Abschluss","Ost","","","","",""
"2015","(noch) kein Abschluss","West","","","","",""
"2015","AkademikerIn","Ost","","","","",""
"2015","AkademikerIn","West","","","","",""
"2015","Hauptschule","Ost","","","","",""
"2015","Hauptschule","West","","","","",""
"2015","Realschule","Ost","","","","",""
"2015","Realschule","West","","","","",""
"2016","(Fach-)Abitur","Ost","","","","",""
"2016","(Fach-)Abitur","West","","","","",""
"2016","(noch) kein Abschluss","Ost","","","","",""
"2016","(noch) kein Abschluss","West","","","","",""
"2016","AkademikerIn","Ost","","","","",""
"2016","AkademikerIn","West","","","","",""
"2016","Hauptschule","Ost","","","","",""
"2016","Hauptschule","West","","","","",""
"2016","Realschule","Ost","","","","",""
"2016","Realschule","West","","","","",""
"2017","(Fach-)Abitur","Ost","","","","",""
"2017","(Fach-)Abitur","West","","","","",""
"2017","(noch) kein Abschluss","Ost","","","","",""
"2017","(noch) kein Abschluss","West","","","","",""
"2017","AkademikerIn","Ost","","","","",""
"2017","AkademikerIn","West","","","","",""
"2017","Hauptschule","Ost","","","","",""
"2017","Hauptschule","West","","","","",""
"2017","Realschule","Ost","","","","",""
"2017","Realschule","West","","","","",""
"2018","(Fach-)Abitur","Ost","7.86","7.5","585","7.75","7.97"
"2018","(Fach-)Abitur","West","7.79","7.5","3414","7.74","7.84"
"2018","(noch) kein Abschluss","Ost","6.98","7.5","127","6.64","7.32"
"2018","(noch) kein Abschluss","West","7.35","7.5","755","7.21","7.49"
"2018","AkademikerIn","Ost","7.66","7.5","1380","7.58","7.74"
"2018","AkademikerIn","West","7.95","7.5","4927","7.91","7.99"
"2018","Hauptschule","Ost","6.7","6.5","1050","6.59","6.81"
"2018","Hauptschule","West","7.32","7.5","5617","7.27","7.37"
"2018","Realschule","Ost","7.25","7.5","2158","7.18","7.32"
"2018","Realschule","West","7.69","7.5","4438","7.64","7.74"
