"year","bildungsniveau","regtyp","mean","median","n","lower_confidence","upper_confidence"
"1990","(Fach-)Abitur","Laendlicher Raum","","","","",""
"1990","(Fach-)Abitur","Staedtischer Raum","","","","",""
"1990","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"1990","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"1990","AkademikerIn","Laendlicher Raum","","","","",""
"1990","AkademikerIn","Staedtischer Raum","","","","",""
"1990","Hauptschule","Laendlicher Raum","","","","",""
"1990","Hauptschule","Staedtischer Raum","","","","",""
"1990","Realschule","Laendlicher Raum","","","","",""
"1990","Realschule","Staedtischer Raum","","","","",""
"1991","(Fach-)Abitur","Laendlicher Raum","","","","",""
"1991","(Fach-)Abitur","Staedtischer Raum","","","","",""
"1991","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"1991","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"1991","AkademikerIn","Laendlicher Raum","","","","",""
"1991","AkademikerIn","Staedtischer Raum","","","","",""
"1991","Hauptschule","Laendlicher Raum","","","","",""
"1991","Hauptschule","Staedtischer Raum","","","","",""
"1991","Realschule","Laendlicher Raum","","","","",""
"1991","Realschule","Staedtischer Raum","","","","",""
"1992","(Fach-)Abitur","Laendlicher Raum","","","","",""
"1992","(Fach-)Abitur","Staedtischer Raum","","","","",""
"1992","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"1992","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"1992","AkademikerIn","Laendlicher Raum","","","","",""
"1992","AkademikerIn","Staedtischer Raum","","","","",""
"1992","Hauptschule","Laendlicher Raum","","","","",""
"1992","Hauptschule","Staedtischer Raum","","","","",""
"1992","Realschule","Laendlicher Raum","","","","",""
"1992","Realschule","Staedtischer Raum","","","","",""
"1993","(Fach-)Abitur","Laendlicher Raum","","","","",""
"1993","(Fach-)Abitur","Staedtischer Raum","","","","",""
"1993","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"1993","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"1993","AkademikerIn","Laendlicher Raum","","","","",""
"1993","AkademikerIn","Staedtischer Raum","","","","",""
"1993","Hauptschule","Laendlicher Raum","","","","",""
"1993","Hauptschule","Staedtischer Raum","","","","",""
"1993","Realschule","Laendlicher Raum","","","","",""
"1993","Realschule","Staedtischer Raum","","","","",""
"1994","(Fach-)Abitur","Laendlicher Raum","","","","",""
"1994","(Fach-)Abitur","Staedtischer Raum","","","","",""
"1994","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"1994","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"1994","AkademikerIn","Laendlicher Raum","","","","",""
"1994","AkademikerIn","Staedtischer Raum","","","","",""
"1994","Hauptschule","Laendlicher Raum","","","","",""
"1994","Hauptschule","Staedtischer Raum","","","","",""
"1994","Realschule","Laendlicher Raum","","","","",""
"1994","Realschule","Staedtischer Raum","","","","",""
"1995","(Fach-)Abitur","Laendlicher Raum","","","","",""
"1995","(Fach-)Abitur","Staedtischer Raum","","","","",""
"1995","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"1995","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"1995","AkademikerIn","Laendlicher Raum","","","","",""
"1995","AkademikerIn","Staedtischer Raum","","","","",""
"1995","Hauptschule","Laendlicher Raum","","","","",""
"1995","Hauptschule","Staedtischer Raum","","","","",""
"1995","Realschule","Laendlicher Raum","","","","",""
"1995","Realschule","Staedtischer Raum","","","","",""
"1996","(Fach-)Abitur","Laendlicher Raum","","","","",""
"1996","(Fach-)Abitur","Staedtischer Raum","","","","",""
"1996","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"1996","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"1996","AkademikerIn","Laendlicher Raum","","","","",""
"1996","AkademikerIn","Staedtischer Raum","","","","",""
"1996","Hauptschule","Laendlicher Raum","","","","",""
"1996","Hauptschule","Staedtischer Raum","","","","",""
"1996","Realschule","Laendlicher Raum","","","","",""
"1996","Realschule","Staedtischer Raum","","","","",""
"1997","(Fach-)Abitur","Laendlicher Raum","","","","",""
"1997","(Fach-)Abitur","Staedtischer Raum","","","","",""
"1997","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"1997","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"1997","AkademikerIn","Laendlicher Raum","","","","",""
"1997","AkademikerIn","Staedtischer Raum","","","","",""
"1997","Hauptschule","Laendlicher Raum","","","","",""
"1997","Hauptschule","Staedtischer Raum","","","","",""
"1997","Realschule","Laendlicher Raum","","","","",""
"1997","Realschule","Staedtischer Raum","","","","",""
"1998","(Fach-)Abitur","Laendlicher Raum","","","","",""
"1998","(Fach-)Abitur","Staedtischer Raum","","","","",""
"1998","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"1998","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"1998","AkademikerIn","Laendlicher Raum","","","","",""
"1998","AkademikerIn","Staedtischer Raum","","","","",""
"1998","Hauptschule","Laendlicher Raum","","","","",""
"1998","Hauptschule","Staedtischer Raum","","","","",""
"1998","Realschule","Laendlicher Raum","","","","",""
"1998","Realschule","Staedtischer Raum","","","","",""
"1999","(Fach-)Abitur","Laendlicher Raum","","","","",""
"1999","(Fach-)Abitur","Staedtischer Raum","","","","",""
"1999","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"1999","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"1999","AkademikerIn","Laendlicher Raum","","","","",""
"1999","AkademikerIn","Staedtischer Raum","","","","",""
"1999","Hauptschule","Laendlicher Raum","","","","",""
"1999","Hauptschule","Staedtischer Raum","","","","",""
"1999","Realschule","Laendlicher Raum","","","","",""
"1999","Realschule","Staedtischer Raum","","","","",""
"2000","(Fach-)Abitur","Laendlicher Raum","","","","",""
"2000","(Fach-)Abitur","Staedtischer Raum","","","","",""
"2000","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2000","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2000","AkademikerIn","Laendlicher Raum","","","","",""
"2000","AkademikerIn","Staedtischer Raum","","","","",""
"2000","Hauptschule","Laendlicher Raum","","","","",""
"2000","Hauptschule","Staedtischer Raum","","","","",""
"2000","Realschule","Laendlicher Raum","","","","",""
"2000","Realschule","Staedtischer Raum","","","","",""
"2001","(Fach-)Abitur","Laendlicher Raum","","","","",""
"2001","(Fach-)Abitur","Staedtischer Raum","","","","",""
"2001","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2001","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2001","AkademikerIn","Laendlicher Raum","","","","",""
"2001","AkademikerIn","Staedtischer Raum","","","","",""
"2001","Hauptschule","Laendlicher Raum","","","","",""
"2001","Hauptschule","Staedtischer Raum","","","","",""
"2001","Realschule","Laendlicher Raum","","","","",""
"2001","Realschule","Staedtischer Raum","","","","",""
"2002","(Fach-)Abitur","Laendlicher Raum","","","","",""
"2002","(Fach-)Abitur","Staedtischer Raum","","","","",""
"2002","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2002","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2002","AkademikerIn","Laendlicher Raum","","","","",""
"2002","AkademikerIn","Staedtischer Raum","","","","",""
"2002","Hauptschule","Laendlicher Raum","","","","",""
"2002","Hauptschule","Staedtischer Raum","","","","",""
"2002","Realschule","Laendlicher Raum","","","","",""
"2002","Realschule","Staedtischer Raum","","","","",""
"2003","(Fach-)Abitur","Laendlicher Raum","","","","",""
"2003","(Fach-)Abitur","Staedtischer Raum","","","","",""
"2003","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2003","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2003","AkademikerIn","Laendlicher Raum","","","","",""
"2003","AkademikerIn","Staedtischer Raum","","","","",""
"2003","Hauptschule","Laendlicher Raum","","","","",""
"2003","Hauptschule","Staedtischer Raum","","","","",""
"2003","Realschule","Laendlicher Raum","","","","",""
"2003","Realschule","Staedtischer Raum","","","","",""
"2004","(Fach-)Abitur","Laendlicher Raum","","","","",""
"2004","(Fach-)Abitur","Staedtischer Raum","","","","",""
"2004","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2004","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2004","AkademikerIn","Laendlicher Raum","","","","",""
"2004","AkademikerIn","Staedtischer Raum","","","","",""
"2004","Hauptschule","Laendlicher Raum","","","","",""
"2004","Hauptschule","Staedtischer Raum","","","","",""
"2004","Realschule","Laendlicher Raum","","","","",""
"2004","Realschule","Staedtischer Raum","","","","",""
"2005","(Fach-)Abitur","Laendlicher Raum","","","","",""
"2005","(Fach-)Abitur","Staedtischer Raum","","","","",""
"2005","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2005","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2005","AkademikerIn","Laendlicher Raum","","","","",""
"2005","AkademikerIn","Staedtischer Raum","","","","",""
"2005","Hauptschule","Laendlicher Raum","","","","",""
"2005","Hauptschule","Staedtischer Raum","","","","",""
"2005","Realschule","Laendlicher Raum","","","","",""
"2005","Realschule","Staedtischer Raum","","","","",""
"2006","(Fach-)Abitur","Laendlicher Raum","","","","",""
"2006","(Fach-)Abitur","Staedtischer Raum","","","","",""
"2006","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2006","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2006","AkademikerIn","Laendlicher Raum","","","","",""
"2006","AkademikerIn","Staedtischer Raum","","","","",""
"2006","Hauptschule","Laendlicher Raum","","","","",""
"2006","Hauptschule","Staedtischer Raum","","","","",""
"2006","Realschule","Laendlicher Raum","","","","",""
"2006","Realschule","Staedtischer Raum","","","","",""
"2007","(Fach-)Abitur","Laendlicher Raum","","","","",""
"2007","(Fach-)Abitur","Staedtischer Raum","","","","",""
"2007","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2007","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2007","AkademikerIn","Laendlicher Raum","","","","",""
"2007","AkademikerIn","Staedtischer Raum","","","","",""
"2007","Hauptschule","Laendlicher Raum","","","","",""
"2007","Hauptschule","Staedtischer Raum","","","","",""
"2007","Realschule","Laendlicher Raum","","","","",""
"2007","Realschule","Staedtischer Raum","","","","",""
"2008","(Fach-)Abitur","Laendlicher Raum","7.38","7.5","530","7.25","7.51"
"2008","(Fach-)Abitur","Staedtischer Raum","7.29","7.5","1627","7.21","7.37"
"2008","(noch) kein Abschluss","Laendlicher Raum","7.14","7.5","164","6.85","7.43"
"2008","(noch) kein Abschluss","Staedtischer Raum","7.15","6.5","374","6.98","7.32"
"2008","AkademikerIn","Laendlicher Raum","7.19","7.5","1219","7.09","7.29"
"2008","AkademikerIn","Staedtischer Raum","7.4","7.5","2948","7.34","7.46"
"2008","Hauptschule","Laendlicher Raum","6.72","6.5","2444","6.64","6.8"
"2008","Hauptschule","Staedtischer Raum","6.72","6.5","4254","6.66","6.78"
"2008","Realschule","Laendlicher Raum","6.9","6.5","2112","6.82","6.98"
"2008","Realschule","Staedtischer Raum","7.11","7.5","2983","7.05","7.17"
"2009","(Fach-)Abitur","Laendlicher Raum","","","","",""
"2009","(Fach-)Abitur","Staedtischer Raum","","","","",""
"2009","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2009","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2009","AkademikerIn","Laendlicher Raum","","","","",""
"2009","AkademikerIn","Staedtischer Raum","","","","",""
"2009","Hauptschule","Laendlicher Raum","","","","",""
"2009","Hauptschule","Staedtischer Raum","","","","",""
"2009","Realschule","Laendlicher Raum","","","","",""
"2009","Realschule","Staedtischer Raum","","","","",""
"2010","(Fach-)Abitur","Laendlicher Raum","","","","",""
"2010","(Fach-)Abitur","Staedtischer Raum","","","","",""
"2010","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2010","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2010","AkademikerIn","Laendlicher Raum","","","","",""
"2010","AkademikerIn","Staedtischer Raum","","","","",""
"2010","Hauptschule","Laendlicher Raum","","","","",""
"2010","Hauptschule","Staedtischer Raum","","","","",""
"2010","Realschule","Laendlicher Raum","","","","",""
"2010","Realschule","Staedtischer Raum","","","","",""
"2011","(Fach-)Abitur","Laendlicher Raum","","","","",""
"2011","(Fach-)Abitur","Staedtischer Raum","","","","",""
"2011","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2011","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2011","AkademikerIn","Laendlicher Raum","","","","",""
"2011","AkademikerIn","Staedtischer Raum","","","","",""
"2011","Hauptschule","Laendlicher Raum","","","","",""
"2011","Hauptschule","Staedtischer Raum","","","","",""
"2011","Realschule","Laendlicher Raum","","","","",""
"2011","Realschule","Staedtischer Raum","","","","",""
"2012","(Fach-)Abitur","Laendlicher Raum","","","","",""
"2012","(Fach-)Abitur","Staedtischer Raum","","","","",""
"2012","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2012","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2012","AkademikerIn","Laendlicher Raum","","","","",""
"2012","AkademikerIn","Staedtischer Raum","","","","",""
"2012","Hauptschule","Laendlicher Raum","","","","",""
"2012","Hauptschule","Staedtischer Raum","","","","",""
"2012","Realschule","Laendlicher Raum","","","","",""
"2012","Realschule","Staedtischer Raum","","","","",""
"2013","(Fach-)Abitur","Laendlicher Raum","7.74","7.5","827","7.64","7.84"
"2013","(Fach-)Abitur","Staedtischer Raum","7.74","7.5","2520","7.68","7.8"
"2013","(noch) kein Abschluss","Laendlicher Raum","7.18","7.5","260","6.95","7.41"
"2013","(noch) kein Abschluss","Staedtischer Raum","7.34","7.5","702","7.19","7.49"
"2013","AkademikerIn","Laendlicher Raum","7.44","7.5","1494","7.36","7.52"
"2013","AkademikerIn","Staedtischer Raum","7.75","7.5","3925","7.7","7.8"
"2013","Hauptschule","Laendlicher Raum","6.96","6.5","2813","6.89","7.03"
"2013","Hauptschule","Staedtischer Raum","7.04","6.5","4878","6.99","7.09"
"2013","Realschule","Laendlicher Raum","7.26","7.5","2273","7.19","7.33"
"2013","Realschule","Staedtischer Raum","7.37","7.5","3266","7.31","7.43"
"2014","(Fach-)Abitur","Laendlicher Raum","","","","",""
"2014","(Fach-)Abitur","Staedtischer Raum","","","","",""
"2014","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2014","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2014","AkademikerIn","Laendlicher Raum","","","","",""
"2014","AkademikerIn","Staedtischer Raum","","","","",""
"2014","Hauptschule","Laendlicher Raum","","","","",""
"2014","Hauptschule","Staedtischer Raum","","","","",""
"2014","Realschule","Laendlicher Raum","","","","",""
"2014","Realschule","Staedtischer Raum","","","","",""
"2015","(Fach-)Abitur","Laendlicher Raum","","","","",""
"2015","(Fach-)Abitur","Staedtischer Raum","","","","",""
"2015","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2015","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2015","AkademikerIn","Laendlicher Raum","","","","",""
"2015","AkademikerIn","Staedtischer Raum","","","","",""
"2015","Hauptschule","Laendlicher Raum","","","","",""
"2015","Hauptschule","Staedtischer Raum","","","","",""
"2015","Realschule","Laendlicher Raum","","","","",""
"2015","Realschule","Staedtischer Raum","","","","",""
"2016","(Fach-)Abitur","Laendlicher Raum","","","","",""
"2016","(Fach-)Abitur","Staedtischer Raum","","","","",""
"2016","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2016","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2016","AkademikerIn","Laendlicher Raum","","","","",""
"2016","AkademikerIn","Staedtischer Raum","","","","",""
"2016","Hauptschule","Laendlicher Raum","","","","",""
"2016","Hauptschule","Staedtischer Raum","","","","",""
"2016","Realschule","Laendlicher Raum","","","","",""
"2016","Realschule","Staedtischer Raum","","","","",""
"2017","(Fach-)Abitur","Laendlicher Raum","","","","",""
"2017","(Fach-)Abitur","Staedtischer Raum","","","","",""
"2017","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2017","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2017","AkademikerIn","Laendlicher Raum","","","","",""
"2017","AkademikerIn","Staedtischer Raum","","","","",""
"2017","Hauptschule","Laendlicher Raum","","","","",""
"2017","Hauptschule","Staedtischer Raum","","","","",""
"2017","Realschule","Laendlicher Raum","","","","",""
"2017","Realschule","Staedtischer Raum","","","","",""
"2018","(Fach-)Abitur","Laendlicher Raum","7.84","7.5","1111","7.76","7.92"
"2018","(Fach-)Abitur","Staedtischer Raum","7.78","7.5","2888","7.73","7.83"
"2018","(noch) kein Abschluss","Laendlicher Raum","7.53","7.5","235","7.29","7.77"
"2018","(noch) kein Abschluss","Staedtischer Raum","7.25","7.5","647","7.1","7.4"
"2018","AkademikerIn","Laendlicher Raum","7.71","7.5","1741","7.64","7.78"
"2018","AkademikerIn","Staedtischer Raum","7.96","7.5","4566","7.92","8"
"2018","Hauptschule","Laendlicher Raum","7.13","7.5","2588","7.06","7.2"
"2018","Hauptschule","Staedtischer Raum","7.32","7.5","4079","7.26","7.38"
"2018","Realschule","Laendlicher Raum","7.58","7.5","2927","7.52","7.64"
"2018","Realschule","Staedtischer Raum","7.56","7.5","3669","7.51","7.61"
