year,pgisced97,sex,pli0165,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,Upper Secondary Level,female,At least once per week,0.15303,55,243,0.10767,0.19839
2017,Post-secondary Non-tertiary Level,male,Daily,0.76388,42,42,0.63388,0.89388
2017,Second Stage of Tertiary Education,male,Daily,0.76813,356,419,0.72767,0.80859
2017,Second Stage of Tertiary Education,male,At least once per week,0.11248,63,419,0.08219,0.14277
2017,Second Stage of Tertiary Education,female,Daily,0.73044,183,220,0.67167,0.78921
2017,Second Stage of Tertiary Education,female,At least once per week,0.14251,37,220,0.09621,0.18881
2018,No answer / don't know,male,Daily,0.42663,71,71,0.31076,0.54249
2018,No answer / don't know,female,Daily,0.50625,46,46,0.36017,0.65233
2018,Primary Level,male,Daily,0.66473,396,586,0.62647,0.70299
2018,Primary Level,male,At least once per week,0.16198,104,586,0.13212,0.19183
2018,Primary Level,male,Seldom,0.04422,34,586,0.02756,0.06088
2018,Primary Level,male,Never,0.09192,52,586,0.06851,0.11533
2018,Primary Level,female,Daily,0.43692,249,504,0.39358,0.48027
2018,Primary Level,female,At least once per week,0.21017,95,504,0.17457,0.24578
2018,Primary Level,female,Seldom,0.07689,36,504,0.05361,0.10017
2018,Primary Level,female,Never,0.24380,124,504,0.20628,0.28133
2018,Lower Secondary Level,male,Daily,0.77826,279,341,0.73410,0.82242
2018,Lower Secondary Level,male,At least once per week,0.10753,62,341,0.07460,0.14046
2018,Lower Secondary Level,female,Daily,0.67857,161,226,0.61754,0.73959
2018,Lower Secondary Level,female,At least once per week,0.08785,31,226,0.05086,0.12484
2018,Lower Secondary Level,female,Never,0.17870,34,226,0.12864,0.22875
2018,Upper Secondary Level,male,Daily,0.77226,243,297,0.72449,0.82004
2018,Upper Secondary Level,male,At least once per week,0.14423,54,297,0.10421,0.18425
2018,Upper Secondary Level,female,Daily,0.66026,142,183,0.59145,0.72907
2018,Upper Secondary Level,female,At least once per week,0.19330,41,183,0.13593,0.25067
2018,Post-secondary Non-tertiary Level,male,Daily,0.88391,33,33,0.77292,0.99490
2018,Second Stage of Tertiary Education,male,Daily,0.80427,296,348,0.76252,0.84601
2018,Second Stage of Tertiary Education,male,At least once per week,0.11397,52,348,0.08054,0.14741
2018,Second Stage of Tertiary Education,female,Daily,0.79099,147,147,0.72503,0.85694
2019,No answer / don't know,male,Daily,0.72797,84,84,0.63223,0.82370
2019,No answer / don't know,female,Daily,0.47810,47,47,0.33374,0.62245
2019,Primary Level,male,Daily,0.67017,437,597,0.63242,0.70791
2019,Primary Level,male,At least once per week,0.22146,123,597,0.18812,0.25480
2019,Primary Level,male,Never,0.06024,37,597,0.04114,0.07934
2019,Primary Level,female,Daily,0.55923,285,501,0.51571,0.60275
2019,Primary Level,female,At least once per week,0.15053,72,501,0.11918,0.18187
2019,Primary Level,female,Seldom,0.09079,43,501,0.06561,0.11598
2019,Primary Level,female,Never,0.18350,101,501,0.14958,0.21743
2019,Lower Secondary Level,male,Daily,0.78783,294,350,0.74494,0.83072
2019,Lower Secondary Level,male,At least once per week,0.12001,56,350,0.08591,0.15410
2019,Lower Secondary Level,female,Daily,0.67156,159,196,0.60564,0.73748
2019,Lower Secondary Level,female,At least once per week,0.15694,37,196,0.10588,0.20799
2019,Upper Secondary Level,male,Daily,0.75408,221,263,0.70193,0.80622
2019,Upper Secondary Level,male,At least once per week,0.12123,42,263,0.08171,0.16075
2019,Upper Secondary Level,female,Daily,0.61726,148,181,0.54626,0.68827
2019,Upper Secondary Level,female,At least once per week,0.21198,33,181,0.15227,0.27169
2019,Post-secondary Non-tertiary Level,male,Daily,0.90248,40,40,0.80937,0.99559
2019,Second Stage of Tertiary Education,male,Daily,0.80913,276,316,0.76573,0.85253
2019,Second Stage of Tertiary Education,male,At least once per week,0.11825,40,316,0.08259,0.15391
2019,Second Stage of Tertiary Education,female,Daily,0.74541,138,138,0.67246,0.81836
