,Unnamed: 0,year,age_gr,pgisced97,pli0165,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
37,37,2013,30-45 y.,Second Stage of Tertiary Education,At least once per month,0.05776,98,24344,0.04257,0.07951
38,38,2013,30-45 y.,Second Stage of Tertiary Education,Seldom,0.09089,215,24344,0.07514,0.11226
39,39,2013,30-45 y.,Second Stage of Tertiary Education,Never,0.3986,841,24344,0.36029,0.43891
40,40,2013,46-65 y.,Primary Level,Never,1.0,51,24344,0.76824,1.21637
41,41,2013,46-65 y.,Lower Secondary Level,Daily,0.16549,107,24344,0.13953,0.2049
42,42,2013,46-65 y.,Lower Secondary Level,At least once per week,0.05452,39,24344,0.03806,0.07472
43,43,2013,46-65 y.,Lower Secondary Level,Seldom,0.07787,49,24344,0.05247,0.10234
44,44,2013,46-65 y.,Lower Secondary Level,Never,0.70212,362,24344,0.6355,0.78998
45,45,2013,46-65 y.,Upper Secondary Level,Daily,0.17192,781,24344,0.15965,0.1843
46,46,2013,46-65 y.,Upper Secondary Level,At least once per week,0.1295,554,24344,0.11696,0.14109
47,47,2013,46-65 y.,Upper Secondary Level,At least once per month,0.02995,143,24344,0.02518,0.0356
48,48,2013,46-65 y.,Upper Secondary Level,Seldom,0.08889,397,24344,0.08077,0.09952
49,49,2013,46-65 y.,Upper Secondary Level,Never,0.57974,2702,24344,0.55221,0.60404
50,50,2013,46-65 y.,Post-secondary Non-tertiary Level,Daily,0.15776,103,24344,0.11177,0.20572
51,51,2013,46-65 y.,Post-secondary Non-tertiary Level,At least once per week,0.10847,68,24344,0.0837,0.13732
52,52,2013,46-65 y.,Post-secondary Non-tertiary Level,Seldom,0.1156,57,24344,0.07315,0.16098
53,53,2013,46-65 y.,Post-secondary Non-tertiary Level,Never,0.61817,349,24344,0.54046,0.68392
54,54,2013,46-65 y.,First Stage of Tertiary Education,Daily,0.13425,115,24344,0.10191,0.16976
55,55,2013,46-65 y.,First Stage of Tertiary Education,At least once per week,0.14667,99,24344,0.11543,0.1836
56,56,2013,46-65 y.,First Stage of Tertiary Education,Seldom,0.1364,91,24344,0.1081,0.16287
57,57,2013,46-65 y.,First Stage of Tertiary Education,Never,0.58268,442,24344,0.51959,0.6401
58,58,2013,46-65 y.,Second Stage of Tertiary Education,Daily,0.13874,354,24344,0.12134,0.15614
59,59,2013,46-65 y.,Second Stage of Tertiary Education,At least once per week,0.10585,261,24344,0.0909,0.11828
60,60,2013,46-65 y.,Second Stage of Tertiary Education,At least once per month,0.04037,80,24344,0.03047,0.05236
61,61,2013,46-65 y.,Second Stage of Tertiary Education,Seldom,0.09909,245,24344,0.08657,0.11449
62,62,2013,46-65 y.,Second Stage of Tertiary Education,Never,0.61596,1387,24344,0.57953,0.65744
63,63,2013,66 and older,Primary Level,Never,1.0,45,24344,0.80222,1.14649
64,64,2013,66 and older,Lower Secondary Level,Never,1.0,673,24344,0.94983,1.05024
65,65,2013,66 and older,Upper Secondary Level,Daily,0.04374,130,24344,0.03784,0.04933
66,66,2013,66 and older,Upper Secondary Level,At least once per week,0.02881,83,24344,0.02408,0.03471
67,67,2013,66 and older,Upper Secondary Level,Seldom,0.04949,119,24344,0.04227,0.05605
68,68,2013,66 and older,Upper Secondary Level,Never,0.87795,2128,24344,0.85397,0.90239
69,69,2013,66 and older,Post-secondary Non-tertiary Level,Never,1.0,96,24344,0.87078,1.16109
70,70,2013,66 and older,First Stage of Tertiary Education,Never,1.0,269,24344,0.90546,1.07662
71,71,2013,66 and older,Second Stage of Tertiary Education,Daily,0.09905,121,24344,0.07992,0.1166
72,72,2013,66 and older,Second Stage of Tertiary Education,At least once per week,0.06933,94,24344,0.0574,0.08122
73,73,2013,66 and older,Second Stage of Tertiary Education,Seldom,0.08846,109,24344,0.07293,0.10617
74,74,2013,66 and older,Second Stage of Tertiary Education,Never,0.74315,799,24344,0.69759,0.78925
75,75,2017,17-29 y.,Primary Level,Daily,0.62265,288,3186,0.54347,0.68492
76,76,2017,17-29 y.,Primary Level,At least once per week,0.16688,89,3186,0.12709,0.20713
77,77,2017,17-29 y.,Primary Level,Never,0.21046,92,3186,0.16556,0.25262
78,78,2017,17-29 y.,Lower Secondary Level,Daily,0.68231,229,3186,0.58698,0.7874
79,79,2017,17-29 y.,Lower Secondary Level,At least once per week,0.18712,51,3186,0.14264,0.23295
80,80,2017,17-29 y.,Lower Secondary Level,Never,0.13057,46,3186,0.10288,0.16272
81,81,2017,17-29 y.,Upper Secondary Level,Daily,0.90691,199,3186,0.78793,1.06782
82,82,2017,17-29 y.,Upper Secondary Level,At least once per week,0.09309,35,3186,0.07311,0.12001
83,83,2017,17-29 y.,Second Stage of Tertiary Education,Daily,1.0,198,3186,0.87308,1.12451
84,84,2017,30-45 y.,Primary Level,Daily,0.50553,332,3186,0.44782,0.58202
85,85,2017,30-45 y.,Primary Level,At least once per week,0.20448,129,3186,0.16731,0.25182
86,86,2017,30-45 y.,Primary Level,Seldom,0.06429,37,3186,0.03866,0.10228
87,87,2017,30-45 y.,Primary Level,Never,0.2257,154,3186,0.19037,0.26959
88,88,2017,30-45 y.,Lower Secondary Level,Daily,0.69713,232,3186,0.60399,0.79312
89,89,2017,30-45 y.,Lower Secondary Level,At least once per week,0.17205,55,3186,0.11764,0.23351
90,90,2017,30-45 y.,Lower Secondary Level,Never,0.13082,41,3186,0.07473,0.19588
91,91,2017,30-45 y.,Upper Secondary Level,Daily,0.76118,193,3186,0.65081,0.87342
92,92,2017,30-45 y.,Upper Secondary Level,At least once per week,0.23882,56,3186,0.18266,0.2968
93,93,2017,30-45 y.,Post-secondary Non-tertiary Level,Daily,1.0,33,3186,0.78804,1.24942
94,94,2017,30-45 y.,Second Stage of Tertiary Education,Daily,0.84039,257,3186,0.741,0.95363
95,95,2017,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.15961,55,3186,0.11781,0.19563
96,96,2017,46-65 y.,Primary Level,Daily,0.38774,92,3186,0.29778,0.49351
97,97,2017,46-65 y.,Primary Level,At least once per week,0.15744,37,3186,0.12332,0.21234
98,98,2017,46-65 y.,Primary Level,Never,0.45482,65,3186,0.32077,0.62567
99,99,2017,46-65 y.,Lower Secondary Level,Daily,1.0,54,3186,0.80297,1.28465
100,100,2017,46-65 y.,Upper Secondary Level,Daily,1.0,57,3186,0.76935,1.31608
101,101,2017,46-65 y.,Second Stage of Tertiary Education,Daily,1.0,80,3186,0.75362,1.27439
102,102,2018,17-29 y.,Primary Level,Daily,0.67715,236,2485,0.59043,0.76824
103,103,2018,17-29 y.,Primary Level,At least once per week,0.21515,66,2485,0.16135,0.28029
104,104,2018,17-29 y.,Primary Level,Never,0.1077,43,2485,0.078,0.13958
105,105,2018,17-29 y.,Lower Secondary Level,Daily,1.0,202,2485,0.85956,1.12007
106,106,2018,17-29 y.,Upper Secondary Level,Daily,1.0,139,2485,0.85781,1.16288
107,107,2018,17-29 y.,Second Stage of Tertiary Education,Daily,1.0,128,2485,0.86478,1.14665
108,108,2018,30-45 y.,Primary Level,Daily,0.60618,316,2485,0.53715,0.69104
109,109,2018,30-45 y.,Primary Level,At least once per week,0.19829,103,2485,0.15496,0.23927
110,110,2018,30-45 y.,Primary Level,Seldom,0.05792,36,2485,0.03894,0.08075
111,111,2018,30-45 y.,Primary Level,Never,0.13761,80,2485,0.10361,0.18091
112,112,2018,30-45 y.,Lower Secondary Level,Daily,0.7204,191,2485,0.60516,0.85988
113,113,2018,30-45 y.,Lower Secondary Level,At least once per week,0.1285,49,2485,0.09101,0.17263
114,114,2018,30-45 y.,Lower Secondary Level,Never,0.1511,32,2485,0.0831,0.23338
115,115,2018,30-45 y.,Upper Secondary Level,Daily,0.77109,175,2485,0.64787,0.88725
116,116,2018,30-45 y.,Upper Secondary Level,At least once per week,0.22891,55,2485,0.16908,0.30445
117,117,2018,30-45 y.,Post-secondary Non-tertiary Level,Daily,1.0,31,2485,0.67688,1.34908
118,118,2018,30-45 y.,Second Stage of Tertiary Education,Daily,0.89403,233,2485,0.75907,1.03406
119,119,2018,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.10597,39,2485,0.0748,0.1409
120,120,2018,46-65 y.,Primary Level,Daily,0.53861,91,2485,0.38872,0.76244
121,121,2018,46-65 y.,Primary Level,Never,0.46139,44,2485,0.2781,0.6583
122,122,2018,46-65 y.,Lower Secondary Level,Daily,1.0,47,2485,0.65802,1.37384
123,123,2018,46-65 y.,Upper Secondary Level,Daily,1.0,71,2485,0.73993,1.30728
124,124,2018,46-65 y.,Second Stage of Tertiary Education,Daily,1.0,78,2485,0.767,1.25303
125,125,2019,17-29 y.,Primary Level,Daily,0.80301,241,2427,0.70264,0.91555
126,126,2019,17-29 y.,Primary Level,At least once per week,0.19699,43,2427,0.13188,0.2741
127,127,2019,17-29 y.,Lower Secondary Level,Daily,1.0,198,2427,0.8646,1.12422
128,128,2019,17-29 y.,Upper Secondary Level,Daily,1.0,121,2427,0.84345,1.19743
129,129,2019,17-29 y.,Second Stage of Tertiary Education,Daily,1.0,111,2427,0.84951,1.15694
130,130,2019,30-45 y.,Primary Level,Daily,0.58227,350,2427,0.51587,0.68098
131,131,2019,30-45 y.,Primary Level,At least once per week,0.24007,125,2427,0.19175,0.28986
132,132,2019,30-45 y.,Primary Level,Seldom,0.07686,35,2427,0.04184,0.12556
133,133,2019,30-45 y.,Primary Level,Never,0.10079,70,2427,0.07093,0.13584
134,134,2019,30-45 y.,Lower Secondary Level,Daily,0.79928,197,2427,0.6719,0.92058
135,135,2019,30-45 y.,Lower Secondary Level,At least once per week,0.20072,50,2427,0.14647,0.24063
136,136,2019,30-45 y.,Upper Secondary Level,Daily,0.76552,181,2427,0.63484,0.87932
137,137,2019,30-45 y.,Upper Secondary Level,At least once per week,0.23448,38,2427,0.14988,0.32632
138,138,2019,30-45 y.,Post-secondary Non-tertiary Level,Daily,1.0,33,2427,0.687,1.35557
139,139,2019,30-45 y.,Second Stage of Tertiary Education,Daily,0.83345,220,2427,0.71601,0.96337
140,140,2019,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.16655,42,2427,0.1117,0.21485
141,141,2019,46-65 y.,Primary Level,Daily,0.71249,128,2427,0.56604,0.88188
142,142,2019,46-65 y.,Primary Level,Never,0.28751,38,2427,0.1717,0.3941
143,143,2019,46-65 y.,Lower Secondary Level,Daily,1.0,58,2427,0.79824,1.30347
144,144,2019,46-65 y.,Upper Secondary Level,Daily,1.0,67,2427,0.70752,1.3598
145,145,2019,46-65 y.,Second Stage of Tertiary Education,Daily,1.0,81,2427,0.78635,1.27206
