year,age_gr,quintil_oecd,pli0165,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2017,17-29 y.,1st Quintile,Daily,0.3816776641029244,324,1452,0.37951946469753667,0.38383586350831217
2017,17-29 y.,1st Quintile,At least once per week,0.07041979492288095,68,1452,0.06928314548952277,0.07155644435623912
2017,17-29 y.,1st Quintile,Never,0.05691615738180271,56,1452,0.05588688891852956,0.05794542584507586
2017,30-45 y.,1st Quintile,Daily,0.2600876421217521,497,1452,0.2581387593006376,0.2620365249428666
2017,30-45 y.,1st Quintile,At least once per week,0.07136978640732805,145,1452,0.07022608058616402,0.07251349222849209
2017,30-45 y.,1st Quintile,Seldom,0.01977745508013739,46,1452,0.019158893025207218,0.02039601713506756
2017,30-45 y.,1st Quintile,Never,0.03533412435070515,104,1452,0.03451392135197684,0.036154327349433454
2017,30-45 y.,2nd Quintile,Daily,0.02283878992323672,48,1452,0.022175115039427925,0.023502464807045518
2017,46-65 y.,1st Quintile,Daily,0.06035721138890337,131,1452,0.059299221045041206,0.06141520173276553
2017,46-65 y.,1st Quintile,Never,0.021221374320329153,33,1452,0.02058110201126133,0.021861646629396977
2018,17-29 y.,1st Quintile,Daily,0.35435535975339194,570,2471,0.3527877933833716,0.3559229261234123
2018,17-29 y.,1st Quintile,At least once per week,0.06386190570196155,118,2471,0.06306059571426184,0.06466321568966127
2018,17-29 y.,1st Quintile,Seldom,0.013402958617947644,34,2471,0.013026098740657887,0.0137798184952374
2018,17-29 y.,1st Quintile,Never,0.03417038022051592,61,2471,0.03357501312943674,0.0347657473115951
2018,17-29 y.,2nd Quintile,Daily,0.03103793018137602,49,2471,0.0304695886095983,0.03160627175315374
2018,30-45 y.,1st Quintile,Daily,0.25203357909501356,775,2471,0.25061066096271434,0.2534564972273128
2018,30-45 y.,1st Quintile,At least once per week,0.05997100915965062,201,2471,0.059192881305178295,0.06074913701412294
2018,30-45 y.,1st Quintile,At least once per month,0.01233048708072996,35,2471,0.01196882281527085,0.012692151346189071
2018,30-45 y.,1st Quintile,Seldom,0.01882701976291613,63,2471,0.018381596147283293,0.019272443378548967
2018,30-45 y.,1st Quintile,Never,0.036090344711531296,123,2471,0.03547908842316931,0.03670160099989328
2018,30-45 y.,2nd Quintile,Daily,0.02089809761833875,64,2471,0.02042930908134181,0.021366886155335687
2018,30-45 y.,3rd Quintile,Daily,0.01326884375965689,32,2471,0.012893848635848795,0.013643838883464985
2018,46-65 y.,1st Quintile,Daily,0.05300710143346892,222,2471,0.05227284113068897,0.053741361736248876
2018,46-65 y.,1st Quintile,At least once per week,0.014855184610066992,66,2471,0.014458725205539535,0.015251644014594449
2018,46-65 y.,1st Quintile,Never,0.021889798293433863,58,2471,0.021410258740757863,0.022369337846109862
2019,17-29 y.,1st Quintile,Daily,0.3567208442133444,600,2597,0.3553041020404703,0.35813758638621845
2019,17-29 y.,1st Quintile,At least once per week,0.05626156644518397,88,2597,0.055580077885469675,0.05694305500489827
2019,17-29 y.,1st Quintile,Never,0.024542317760615762,40,2597,0.024084714781775783,0.02499992073945574
2019,17-29 y.,2nd Quintile,Daily,0.022377567159124753,40,2597,0.021940126796761807,0.0228150075214877
2019,30-45 y.,1st Quintile,Daily,0.2795787412406153,925,2597,0.27825143183677165,0.280906050644459
2019,30-45 y.,1st Quintile,At least once per week,0.07494681931253076,240,2597,0.07416808951602506,0.07572554910903646
2019,30-45 y.,1st Quintile,Seldom,0.02496716216212216,70,2597,0.02450571598645609,0.02542860833778823
2019,30-45 y.,1st Quintile,Never,0.03846077044993729,114,2597,0.037892023170162124,0.03902951772971245
2019,30-45 y.,2nd Quintile,Daily,0.014697557986001194,43,2597,0.014341652887486301,0.015053463084516086
2019,46-65 y.,1st Quintile,Daily,0.07260012264681136,314,2597,0.07183270985678496,0.07336753543683776
2019,46-65 y.,1st Quintile,At least once per week,0.01851904009436878,69,2597,0.018120311837347622,0.01891776835138994
2019,46-65 y.,1st Quintile,Never,0.016327490529344194,54,2597,0.015952679962465886,0.0167023010962225
