year,bula_h,regtyp,pli0165,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,North Rhine-Westphalia,Urban regions,Never,0.52335,2423,4965,0.50946,0.53724
2013,North Rhine-Westphalia,Rural regions,Daily,0.24610,34,89,0.15610,0.33610
2013,North Rhine-Westphalia,Rural regions,Never,0.52188,55,89,0.41751,0.62625
2013,Hesse,Urban regions,Daily,0.25771,411,1388,0.23469,0.28073
2013,Hesse,Urban regions,At least once per week,0.11152,174,1388,0.09495,0.12808
2013,Hesse,Urban regions,At least once per month,0.03595,48,1388,0.02615,0.04575
2013,Hesse,Urban regions,Seldom,0.08270,119,1388,0.06820,0.09719
2013,Hesse,Urban regions,Never,0.51212,636,1388,0.48581,0.53843
2013,Hesse,Rural regions,Daily,0.21403,104,328,0.16957,0.25848
2013,Hesse,Rural regions,At least once per week,0.15499,56,328,0.11577,0.19422
2013,Hesse,Rural regions,Never,0.53534,168,328,0.48128,0.58940
2013,"Rhineland-Palatinate, Saarland",Urban regions,Daily,0.27602,309,1045,0.24890,0.30314
2013,"Rhineland-Palatinate, Saarland",Urban regions,At least once per week,0.15843,143,1045,0.13628,0.18058
2013,"Rhineland-Palatinate, Saarland",Urban regions,At least once per month,0.02739,36,1045,0.01749,0.03729
2013,"Rhineland-Palatinate, Saarland",Urban regions,Seldom,0.06396,80,1045,0.04911,0.07880
2013,"Rhineland-Palatinate, Saarland",Urban regions,Never,0.47421,477,1045,0.44392,0.50450
2013,"Rhineland-Palatinate, Saarland",Rural regions,Daily,0.20867,78,352,0.16616,0.25118
2013,"Rhineland-Palatinate, Saarland",Rural regions,At least once per week,0.10335,46,352,0.07150,0.13519
2013,"Rhineland-Palatinate, Saarland",Rural regions,Seldom,0.12264,50,352,0.08832,0.15696
2013,"Rhineland-Palatinate, Saarland",Rural regions,Never,0.53626,178,352,0.48409,0.58843
2013,Baden-Wuerttemberg,Urban regions,Daily,0.22038,669,2660,0.20463,0.23614
2013,Baden-Wuerttemberg,Urban regions,At least once per week,0.10580,300,2660,0.09411,0.11749
2013,Baden-Wuerttemberg,Urban regions,At least once per month,0.02972,82,2660,0.02326,0.03617
2013,Baden-Wuerttemberg,Urban regions,Seldom,0.07478,190,2660,0.06479,0.08478
2013,Baden-Wuerttemberg,Urban regions,Never,0.56931,1419,2660,0.55049,0.58814
2013,Baden-Wuerttemberg,Rural regions,Daily,0.28776,91,301,0.23653,0.33899
2013,Baden-Wuerttemberg,Rural regions,At least once per week,0.06318,38,301,0.03565,0.09071
2013,Baden-Wuerttemberg,Rural regions,Never,0.56495,172,301,0.50885,0.62105
2013,Bavaria,Urban regions,Daily,0.25003,476,1755,0.22977,0.27030
2013,Bavaria,Urban regions,At least once per week,0.11097,218,1755,0.09627,0.12567
2013,Bavaria,Urban regions,At least once per month,0.04094,63,1755,0.03166,0.05021
2013,Bavaria,Urban regions,Seldom,0.07405,140,1755,0.06180,0.08631
2013,Bavaria,Urban regions,Never,0.52401,858,1755,0.50064,0.54738
2013,Bavaria,Rural regions,Daily,0.20691,552,2238,0.19012,0.22369
2013,Bavaria,Rural regions,At least once per week,0.10448,252,2238,0.09180,0.11715
2013,Bavaria,Rural regions,At least once per month,0.02933,60,2238,0.02234,0.03633
2013,Bavaria,Rural regions,Seldom,0.08675,182,2238,0.07509,0.09841
2013,Bavaria,Rural regions,Never,0.57253,1192,2238,0.55203,0.59303
2013,Berlin,Urban regions,Daily,0.27381,288,960,0.24558,0.30203
2013,Berlin,Urban regions,At least once per week,0.11310,106,960,0.09306,0.13315
2013,Berlin,Urban regions,Seldom,0.05782,73,960,0.04305,0.07259
2013,Berlin,Urban regions,Never,0.54008,493,960,0.50854,0.57163
2013,Brandenburg,Urban regions,Never,0.60023,46,46,0.45710,0.74335
2013,Brandenburg,Rural regions,Daily,0.18035,187,895,0.15515,0.20556
2013,Brandenburg,Rural regions,At least once per week,0.09823,96,895,0.07872,0.11775
2013,Brandenburg,Rural regions,Seldom,0.07585,69,895,0.05850,0.09321
2013,Brandenburg,Rural regions,Never,0.62376,543,895,0.59200,0.65552
2013,Mecklenburg-Western Pomerania,Rural regions,Daily,0.16894,121,510,0.13639,0.20149
2013,Mecklenburg-Western Pomerania,Rural regions,At least once per week,0.12332,69,510,0.09475,0.15188
2013,Mecklenburg-Western Pomerania,Rural regions,Seldom,0.11642,44,510,0.08855,0.14428
2013,Mecklenburg-Western Pomerania,Rural regions,Never,0.57366,276,510,0.53069,0.61662
2013,Saxony,Urban regions,Daily,0.24301,204,841,0.21401,0.27202
2013,Saxony,Urban regions,At least once per week,0.10568,90,841,0.08489,0.12647
2013,Saxony,Urban regions,Seldom,0.07145,60,841,0.05403,0.08887
2013,Saxony,Urban regions,Never,0.55602,487,841,0.52242,0.58962
2013,Saxony,Rural regions,Daily,0.20607,166,806,0.17812,0.23401
2013,Saxony,Rural regions,At least once per week,0.12547,110,806,0.10259,0.14835
2013,Saxony,Rural regions,Seldom,0.07478,72,806,0.05661,0.09295
2013,Saxony,Rural regions,Never,0.56279,458,806,0.52852,0.59706
2013,Saxony-Anhalt,Urban regions,Daily,0.25812,61,158,0.18967,0.32658
2013,Saxony-Anhalt,Urban regions,Never,0.56822,97,158,0.49074,0.64570
2013,Saxony-Anhalt,Rural regions,Daily,0.22644,184,738,0.19622,0.25666
2013,Saxony-Anhalt,Rural regions,At least once per week,0.06647,61,738,0.04849,0.08445
2013,Saxony-Anhalt,Rural regions,Seldom,0.07606,59,738,0.05692,0.09520
2013,Saxony-Anhalt,Rural regions,Never,0.61295,434,738,0.57778,0.64811
2013,Thuringa,Urban regions,Daily,0.27809,83,249,0.22232,0.33385
2013,Thuringa,Urban regions,Never,0.60056,166,249,0.53960,0.66152
2013,Thuringa,Rural regions,Daily,0.14784,135,666,0.12086,0.17481
2013,Thuringa,Rural regions,At least once per week,0.06773,55,666,0.04863,0.08682
2013,Thuringa,Rural regions,Seldom,0.08557,59,666,0.06431,0.10683
2013,Thuringa,Rural regions,Never,0.65799,417,666,0.62194,0.69405
2017,Schleswig-Holstein,Urban regions,Daily,0.80653,133,133,0.73914,0.87392
2017,Schleswig-Holstein,Rural regions,Daily,0.57691,52,52,0.44132,0.71251
2017,Lower Saxony,Urban regions,Daily,0.64380,150,183,0.57423,0.71337
2017,Lower Saxony,Urban regions,Never,0.16800,33,183,0.11369,0.22232
2017,Lower Saxony,Rural regions,Daily,0.68444,186,234,0.62477,0.74412
2017,Lower Saxony,Rural regions,Never,0.12798,48,234,0.08509,0.17088
2017,Bremen,Urban regions,Daily,0.55001,33,33,0.37764,0.72238
2017,North Rhine-Westphalia,Urban regions,Daily,0.61655,563,904,0.58484,0.64827
2017,North Rhine-Westphalia,Urban regions,At least once per week,0.15668,160,904,0.13297,0.18039
2017,North Rhine-Westphalia,Urban regions,Seldom,0.04401,49,904,0.03063,0.05739
2017,North Rhine-Westphalia,Urban regions,Never,0.15424,132,904,0.13068,0.17779
2017,Hesse,Urban regions,Daily,0.50486,150,246,0.44226,0.56747
2017,Hesse,Urban regions,At least once per week,0.20546,45,246,0.15487,0.25606
2017,Hesse,Urban regions,Never,0.16551,51,246,0.11897,0.21205
2017,Hesse,Rural regions,Daily,0.74887,53,53,0.63100,0.86674
2017,"Rhineland-Palatinate, Saarland",Urban regions,Daily,0.57287,124,158,0.49549,0.65025
2017,"Rhineland-Palatinate, Saarland",Urban regions,Never,0.18012,34,158,0.12000,0.24023
2017,"Rhineland-Palatinate, Saarland",Rural regions,Daily,0.82131,38,38,0.69787,0.94475
2017,Baden-Wuerttemberg,Urban regions,Daily,0.61630,254,362,0.56613,0.66646
2017,Baden-Wuerttemberg,Urban regions,At least once per week,0.17009,73,362,0.13134,0.20885
2017,Baden-Wuerttemberg,Urban regions,Never,0.12555,35,362,0.09137,0.15973
2017,Baden-Wuerttemberg,Rural regions,Daily,0.58314,38,38,0.42427,0.74201
2017,Bavaria,Urban regions,Daily,0.58242,70,70,0.46605,0.69878
2017,Bavaria,Rural regions,Daily,0.54707,146,251,0.48537,0.60878
2017,Bavaria,Rural regions,At least once per week,0.21846,67,251,0.16724,0.26968
2017,Bavaria,Rural regions,Never,0.12290,38,251,0.08220,0.16359
2017,Berlin,Urban regions,Daily,0.62813,63,63,0.50782,0.74843
2017,Brandenburg,Rural regions,Daily,0.63402,79,79,0.52711,0.74092
2017,Saxony,Urban regions,Daily,0.51954,70,70,0.40165,0.63742
2017,Thuringa,Urban regions,Daily,0.82188,33,33,0.68931,0.95445
2017,Thuringa,Rural regions,Daily,0.76136,44,44,0.63395,0.88877
2018,Schleswig-Holstein,Urban regions,Daily,0.80522,81,81,0.71843,0.89200
2018,Hamburg,Urban regions,Daily,0.77282,31,31,0.62287,0.92276
2018,Lower Saxony,Urban regions,Daily,0.79402,165,165,0.73212,0.85591
2018,Lower Saxony,Rural regions,Daily,0.76526,154,154,0.69810,0.83242
2018,North Rhine-Westphalia,Urban regions,Daily,0.71897,509,709,0.68586,0.75208
2018,North Rhine-Westphalia,Urban regions,At least once per week,0.13447,109,709,0.10934,0.15960
2018,North Rhine-Westphalia,Urban regions,Seldom,0.04953,31,709,0.03355,0.06551
2018,North Rhine-Westphalia,Urban regions,Never,0.07593,60,709,0.05642,0.09544
2018,Hesse,Urban regions,Daily,0.60116,165,254,0.54082,0.66150
2018,Hesse,Urban regions,At least once per week,0.23564,54,254,0.18334,0.28794
2018,Hesse,Urban regions,Never,0.08640,35,254,0.05178,0.12102
2018,Hesse,Rural regions,Daily,0.55116,32,32,0.37607,0.72625
2018,"Rhineland-Palatinate, Saarland",Urban regions,Daily,0.68210,120,120,0.59844,0.76577
2018,Baden-Wuerttemberg,Urban regions,Daily,0.60329,190,260,0.54371,0.66287
2018,Baden-Wuerttemberg,Urban regions,At least once per week,0.23188,70,260,0.18048,0.28328
2018,Bavaria,Urban regions,Daily,0.56622,54,54,0.43279,0.69964
2018,Bavaria,Rural regions,Daily,0.74126,143,194,0.67947,0.80305
2018,Bavaria,Rural regions,At least once per week,0.16875,51,194,0.11591,0.22159
2018,Berlin,Urban regions,Daily,0.72227,82,82,0.62473,0.81980
2018,Brandenburg,Rural regions,Daily,0.66394,48,48,0.52889,0.79898
2018,Saxony,Urban regions,Daily,0.61437,58,58,0.48801,0.74073
2018,Thuringa,Urban regions,Daily,0.95948,41,41,0.89837,1.02059
2018,Thuringa,Rural regions,Daily,0.83798,35,35,0.71413,0.96184
2019,Schleswig-Holstein,Urban regions,Daily,0.76481,109,109,0.68482,0.84480
2019,Hamburg,Urban regions,Daily,0.71507,33,33,0.55867,0.87146
2019,Lower Saxony,Urban regions,Daily,0.67847,117,117,0.59347,0.76347
2019,Lower Saxony,Rural regions,Daily,0.56593,130,171,0.49142,0.64043
2019,Lower Saxony,Rural regions,At least once per week,0.26298,41,171,0.19680,0.32916
2019,Bremen,Urban regions,Daily,0.48355,31,31,0.30473,0.66238
2019,North Rhine-Westphalia,Urban regions,Daily,0.73207,519,743,0.70020,0.76393
2019,North Rhine-Westphalia,Urban regions,At least once per week,0.16159,128,743,0.13511,0.18807
2019,North Rhine-Westphalia,Urban regions,Seldom,0.04288,47,743,0.02831,0.05746
2019,North Rhine-Westphalia,Urban regions,Never,0.05168,49,743,0.03575,0.06760
2019,Hesse,Urban regions,Daily,0.62897,154,197,0.56134,0.69660
2019,Hesse,Urban regions,At least once per week,0.19492,43,197,0.13946,0.25038
2019,"Rhineland-Palatinate, Saarland",Urban regions,Daily,0.77795,126,126,0.70509,0.85082
2019,Baden-Wuerttemberg,Urban regions,Daily,0.67164,215,289,0.61740,0.72588
2019,Baden-Wuerttemberg,Urban regions,At least once per week,0.10784,31,289,0.07202,0.14367
2019,Baden-Wuerttemberg,Urban regions,Never,0.15069,43,289,0.10938,0.19201
2019,Baden-Wuerttemberg,Rural regions,Daily,0.76739,39,39,0.63306,0.90173
2019,Bavaria,Urban regions,Daily,0.86200,86,86,0.78868,0.93532
2019,Bavaria,Rural regions,Daily,0.82042,190,190,0.76570,0.87515
2019,Berlin,Urban regions,Daily,0.65938,63,63,0.54141,0.77735
2019,Brandenburg,Rural regions,Daily,0.59106,45,45,0.44579,0.73633
2019,Saxony,Urban regions,Daily,0.61013,51,51,0.47494,0.74532
2019,Saxony-Anhalt,Urban regions,Daily,0.77251,35,35,0.63160,0.91342
2019,Saxony-Anhalt,Rural regions,Daily,0.69447,34,34,0.53730,0.85163
