"pli0165","year","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nie","2014","Hauptschule","","","",""
"Nie","2014","Realschule","","","",""
"Nie","2014","(Fach-)Abitur","","","",""
"Nie","2014","AkademikerIn","","","",""
"Taeglich","2015","(noch) kein Abschluss","","","",""
"Taeglich","2015","Hauptschule","","","",""
"Taeglich","2015","Realschule","","","",""
"Taeglich","2015","(Fach-)Abitur","","","",""
"Taeglich","2015","AkademikerIn","","","",""
"Min 1x pro Woche","2015","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2015","Hauptschule","","","",""
"Min 1x pro Woche","2015","Realschule","","","",""
"Min 1x pro Woche","2015","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2015","AkademikerIn","","","",""
"Min 1x pro Monat","2015","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2015","Hauptschule","","","",""
"Min 1x pro Monat","2015","Realschule","","","",""
"Min 1x pro Monat","2015","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2015","AkademikerIn","","","",""
"Seltener","2015","(noch) kein Abschluss","","","",""
"Seltener","2015","Hauptschule","","","",""
"Seltener","2015","Realschule","","","",""
"Seltener","2015","(Fach-)Abitur","","","",""
"Seltener","2015","AkademikerIn","","","",""
"Nie","2015","(noch) kein Abschluss","","","",""
"Nie","2015","Hauptschule","","","",""
"Nie","2015","Realschule","","","",""
"Nie","2015","(Fach-)Abitur","","","",""
"Nie","2015","AkademikerIn","","","",""
"Taeglich","2016","(noch) kein Abschluss","","","",""
"Taeglich","2016","Hauptschule","","","",""
"Taeglich","2016","Realschule","","","",""
"Taeglich","2016","(Fach-)Abitur","","","",""
"Taeglich","2016","AkademikerIn","","","",""
"Min 1x pro Woche","2016","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2016","Hauptschule","","","",""
"Min 1x pro Woche","2016","Realschule","","","",""
"Min 1x pro Woche","2016","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2016","AkademikerIn","","","",""
"Min 1x pro Monat","2016","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2016","Hauptschule","","","",""
"Min 1x pro Monat","2016","Realschule","","","",""
"Min 1x pro Monat","2016","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2016","AkademikerIn","","","",""
"Seltener","2016","(noch) kein Abschluss","","","",""
"Seltener","2016","Hauptschule","","","",""
"Seltener","2016","Realschule","","","",""
"Seltener","2016","(Fach-)Abitur","","","",""
"Seltener","2016","AkademikerIn","","","",""
"Nie","2016","(noch) kein Abschluss","","","",""
"Nie","2016","Hauptschule","","","",""
"Nie","2016","Realschule","","","",""
"Nie","2016","(Fach-)Abitur","","","",""
"Nie","2016","AkademikerIn","","","",""
"Taeglich","2017","(noch) kein Abschluss","737","0.499364965999079","0.473691295138579","0.525038636859579"
"Taeglich","2017","Hauptschule","559","0.636203542186789","0.604124714090989","0.668282370282589"
"Taeglich","2017","Realschule","6","0.310841389236805","0.00845944830041956","0.613223330173191"
"Taeglich","2017","(Fach-)Abitur","452","0.692960606040525","0.658163147361809","0.72775806471924"
"Taeglich","2017","AkademikerIn","539","0.756998953838287","0.726013283562014","0.787984624114561"
"Min 1x pro Woche","2017","(noch) kein Abschluss","264","","",""
"Min 1x pro Woche","2017","Hauptschule","127","","",""
"Min 1x pro Woche","2017","Realschule","2","","",""
"Min 1x pro Woche","2017","(Fach-)Abitur","110","","",""
"Min 1x pro Woche","2017","AkademikerIn","100","","",""
"Min 1x pro Monat","2017","(noch) kein Abschluss","40","0.0356767080462176","0.0261526500644263","0.0452007660280089"
"Min 1x pro Monat","2017","Hauptschule","22","","",""
"Min 1x pro Monat","2017","Realschule","1","","",""
"Min 1x pro Monat","2017","(Fach-)Abitur","17","","",""
"Min 1x pro Monat","2017","AkademikerIn","13","","",""
"Seltener","2017","(noch) kein Abschluss","86","0.0582768896630132","0.0462479288065089","0.0703058505195174"
"Seltener","2017","Hauptschule","48","0.0512367621750099","0.0365352847032993","0.0659382396467205"
"Seltener","2017","Realschule","","","",""
"Seltener","2017","(Fach-)Abitur","44","0.0626912872689011","0.0444043436728075","0.0809782308649946"
"Seltener","2017","AkademikerIn","39","0.0483530217299144","0.0328556186077219","0.063850424852107"
"Nie","2017","(noch) kein Abschluss","330","0.238994712703329","0.217096619556136","0.260892805850521"
"Nie","2017","Hauptschule","108","","",""
"Nie","2017","Realschule","","","",""
"Nie","2017","(Fach-)Abitur","52","0.0794612748474784","0.0590582292394697","0.0998643204554872"
"Nie","2017","AkademikerIn","45","0.0536601450704539","0.0373799850085834","0.0699403051323243"
"Taeglich","2018","(noch) kein Abschluss","663","0.573299033012422","0.544824357009498","0.601773709015347"
"Taeglich","2018","Hauptschule","469","0.742406855738151","0.70963446100568","0.775179250470622"
"Taeglich","2018","Realschule","8","0.856418145956607","0.64919204423257","1.06364424768064"
"Taeglich","2018","(Fach-)Abitur","387","0.759871379579498","0.723776220542695","0.795966538616301"
"Taeglich","2018","AkademikerIn","443","0.799664907808358","0.766949924519106","0.83237989109761"
"Min 1x pro Woche","2018","(noch) kein Abschluss","202","","",""
"Min 1x pro Woche","2018","Hauptschule","104","","",""
"Min 1x pro Woche","2018","Realschule","2","","",""
"Min 1x pro Woche","2018","(Fach-)Abitur","89","0.141534079436171","0.112079759827239","0.170988399045103"
"Min 1x pro Woche","2018","AkademikerIn","76","0.115748975908804","0.0895996478822469","0.141898303935362"
"Min 1x pro Monat","2018","(noch) kein Abschluss","43","0.0344394859533967","0.0239410536549508","0.0449379182518426"
"Min 1x pro Monat","2018","Hauptschule","27","","",""
"Min 1x pro Monat","2018","Realschule","","","",""
"Min 1x pro Monat","2018","(Fach-)Abitur","10","","",""
"Min 1x pro Monat","2018","AkademikerIn","8","0.0165310883153393","0.00610922891852141","0.0269529477121572"
"Seltener","2018","(noch) kein Abschluss","71","0.0605875893714826","0.0468526623437651","0.0743225163992001"
"Seltener","2018","Hauptschule","21","","",""
"Seltener","2018","Realschule","1","","",""
"Seltener","2018","(Fach-)Abitur","21","","",""
"Seltener","2018","AkademikerIn","22","","",""
"Nie","2018","(noch) kein Abschluss","180","","",""
"Nie","2018","Hauptschule","63","0.0914097804774804","0.0698124336827946","0.113007127272166"
"Nie","2018","Realschule","","","",""
"Nie","2018","(Fach-)Abitur","31","0.0454304318002886","0.0278336123534375","0.0630272512471396"
"Nie","2018","AkademikerIn","26","","",""
"Taeglich","2019","(noch) kein Abschluss","741","0.625758803633653","0.597946464638774","0.653571142628533"
"Taeglich","2019","Hauptschule","471","0.745739558153117","0.712417703894778","0.779061412411456"
"Taeglich","2019","Realschule","21","","",""
"Taeglich","2019","(Fach-)Abitur","366","0.722986770172881","0.683799531798778","0.762174008546984"
"Taeglich","2019","AkademikerIn","414","0.791842692966842","0.757504595006732","0.826180790926953"
"Min 1x pro Woche","2019","(noch) kein Abschluss","198","","",""
"Min 1x pro Woche","2019","Hauptschule","100","","",""
"Min 1x pro Woche","2019","Realschule","2","","",""
"Min 1x pro Woche","2019","(Fach-)Abitur","76","0.149817957213385","0.118566726325808","0.181069188100962"
"Min 1x pro Woche","2019","AkademikerIn","65","0.122423267812079","0.0947005705713284","0.15014596505283"
"Min 1x pro Monat","2019","(noch) kein Abschluss","17","","",""
"Min 1x pro Monat","2019","Hauptschule","15","","",""
"Min 1x pro Monat","2019","Realschule","","","",""
"Min 1x pro Monat","2019","(Fach-)Abitur","11","","",""
"Min 1x pro Monat","2019","AkademikerIn","7","0.0112545423061546","0.00233244166298328","0.020176642949326"
"Seltener","2019","(noch) kein Abschluss","68","0.0585811547894911","0.0450844222474961","0.0720778873314861"
"Seltener","2019","Hauptschule","28","","",""
"Seltener","2019","Realschule","","","",""
"Seltener","2019","(Fach-)Abitur","21","","",""
"Seltener","2019","AkademikerIn","28","","",""
"Nie","2019","(noch) kein Abschluss","139","","",""
"Nie","2019","Hauptschule","42","0.0673060413590962","0.0481329219424819","0.0864791607757106"
"Nie","2019","Realschule","1","","",""
"Nie","2019","(Fach-)Abitur","27","","",""
"Nie","2019","AkademikerIn","23","","",""
