year,pgisced97,pli0165,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,Lower Secondary Level,Never,0.12961,103,783,0.10607,0.15315
2017,Upper Secondary Level,Daily,0.68835,451,653,0.65280,0.72390
2017,Upper Secondary Level,At least once per week,0.12131,104,653,0.09624,0.14637
2017,Upper Secondary Level,Seldom,0.07443,46,653,0.05428,0.09458
2017,Upper Secondary Level,Never,0.08195,52,653,0.06090,0.10301
2017,Post-secondary Non-tertiary Level,Daily,0.70013,66,66,0.58873,0.81152
2017,Second Stage of Tertiary Education,Daily,0.75713,539,723,0.72585,0.78841
2017,Second Stage of Tertiary Education,At least once per week,0.12124,100,723,0.09743,0.14505
2017,Second Stage of Tertiary Education,Seldom,0.04808,39,723,0.03248,0.06369
2017,Second Stage of Tertiary Education,Never,0.05389,45,723,0.03742,0.07036
2018,No answer / don't know,Daily,0.44917,117,156,0.37086,0.52748
2018,No answer / don't know,At least once per week,0.23330,39,156,0.16672,0.29989
2018,Primary Level,Daily,0.57278,645,1131,0.54394,0.60162
2018,Primary Level,At least once per week,0.18143,199,1131,0.15896,0.20390
2018,Primary Level,At least once per month,0.03515,41,1131,0.02441,0.04589
2018,Primary Level,Seldom,0.05741,70,1131,0.04385,0.07097
2018,Primary Level,Never,0.15323,176,1131,0.13222,0.17423
2018,Lower Secondary Level,Daily,0.74849,440,591,0.71348,0.78350
2018,Lower Secondary Level,At least once per week,0.10165,93,591,0.07727,0.12604
2018,Lower Secondary Level,Never,0.09298,58,591,0.06955,0.11642
2018,Upper Secondary Level,Daily,0.73100,385,514,0.69263,0.76938
2018,Upper Secondary Level,At least once per week,0.16231,95,514,0.13040,0.19422
2018,Upper Secondary Level,Never,0.04913,34,514,0.03042,0.06783
2018,Post-secondary Non-tertiary Level,Daily,0.87799,57,57,0.79227,0.96372
2018,Second Stage of Tertiary Education,Daily,0.80075,443,519,0.76636,0.83515
2018,Second Stage of Tertiary Education,At least once per week,0.11508,76,519,0.08760,0.14257
2019,No answer / don't know,Daily,0.63576,131,164,0.56188,0.70963
2019,No answer / don't know,At least once per week,0.13221,33,164,0.08021,0.18420
2019,Primary Level,Daily,0.62611,722,1123,0.59780,0.65442
2019,Primary Level,At least once per week,0.19329,195,1123,0.17018,0.21640
2019,Primary Level,Seldom,0.06031,68,1123,0.04638,0.07424
2019,Primary Level,Never,0.10919,138,1123,0.09094,0.12744
2019,Lower Secondary Level,Daily,0.75519,453,585,0.72032,0.79007
2019,Lower Secondary Level,At least once per week,0.13037,93,585,0.10307,0.15768
2019,Lower Secondary Level,Never,0.06232,39,585,0.04271,0.08192
2019,Upper Secondary Level,Daily,0.70346,369,444,0.66093,0.74599
2019,Upper Secondary Level,At least once per week,0.15481,75,444,0.12112,0.18849
2019,Post-secondary Non-tertiary Level,Daily,0.86066,60,60,0.77229,0.94902
2019,Second Stage of Tertiary Education,Daily,0.79317,414,479,0.75685,0.82948
2019,Second Stage of Tertiary Education,At least once per week,0.12208,65,479,0.09273,0.15143
