"ple0024","year","sampreg","sex","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Nein","2011","Ostdeutschland","weiblich","1661","0.688353427071127","0.670376522293023","0.706330331849232"
"Ja","2012","Westdeutschland","maennlich","","","",""
"Ja","2012","Westdeutschland","weiblich","","","",""
"Ja","2012","Ostdeutschland","maennlich","","","",""
"Ja","2012","Ostdeutschland","weiblich","","","",""
"Nein","2012","Westdeutschland","maennlich","","","",""
"Nein","2012","Westdeutschland","weiblich","","","",""
"Nein","2012","Ostdeutschland","maennlich","","","",""
"Nein","2012","Ostdeutschland","weiblich","","","",""
"Ja","2013","Westdeutschland","maennlich","2569","0.379112776268232","0.367464245028113","0.390761307508351"
"Ja","2013","Westdeutschland","weiblich","2620","0.309627784262354","0.299242179499734","0.320013389024974"
"Ja","2013","Ostdeutschland","maennlich","745","0.377149961219192","0.35638590201709","0.397914020421294"
"Ja","2013","Ostdeutschland","weiblich","747","0.303659559158783","0.284992270554284","0.322326847763283"
"Nein","2013","Westdeutschland","maennlich","4095","0.620887223731768","0.609238692491649","0.632535754971887"
"Nein","2013","Westdeutschland","weiblich","4993","0.690372215737646","0.679986610975026","0.700757820500266"
"Nein","2013","Ostdeutschland","maennlich","1348","0.622850038780808","0.602085979578706","0.64361409798291"
"Nein","2013","Ostdeutschland","weiblich","1584","0.696340440841217","0.677673152236717","0.715007729445716"
"Ja","2014","Westdeutschland","maennlich","","","",""
"Ja","2014","Westdeutschland","weiblich","","","",""
"Ja","2014","Ostdeutschland","maennlich","","","",""
"Ja","2014","Ostdeutschland","weiblich","","","",""
"Nein","2014","Westdeutschland","maennlich","","","",""
"Nein","2014","Westdeutschland","weiblich","","","",""
"Nein","2014","Ostdeutschland","maennlich","","","",""
"Nein","2014","Ostdeutschland","weiblich","","","",""
"Ja","2015","Westdeutschland","maennlich","4108","0.424734226046586","0.414511788567567","0.434956663525606"
"Ja","2015","Westdeutschland","weiblich","4219","0.338635272191168","0.329638463241514","0.347632081140821"
"Ja","2015","Ostdeutschland","maennlich","893","0.372682438829176","0.35319540650273","0.392169471155621"
"Ja","2015","Ostdeutschland","weiblich","964","0.304043884095963","0.287096060417264","0.320991707774661"
"Nein","2015","Westdeutschland","maennlich","4874","0.575265773953414","0.565043336474394","0.585488211432433"
"Nein","2015","Westdeutschland","weiblich","6410","0.661364727808832","0.652367918859179","0.670361536758485"
"Nein","2015","Ostdeutschland","maennlich","1472","0.627317561170824","0.607830528844379","0.64680459349727"
"Nein","2015","Ostdeutschland","weiblich","1866","0.695956115904037","0.679008292225339","0.712903939582736"
"Ja","2016","Westdeutschland","maennlich","","","",""
"Ja","2016","Westdeutschland","weiblich","","","",""
"Ja","2016","Ostdeutschland","maennlich","","","",""
"Ja","2016","Ostdeutschland","weiblich","","","",""
"Nein","2016","Westdeutschland","maennlich","","","",""
"Nein","2016","Westdeutschland","weiblich","","","",""
"Nein","2016","Ostdeutschland","maennlich","","","",""
"Nein","2016","Ostdeutschland","weiblich","","","",""
"Ja","2017","Westdeutschland","maennlich","4173","0.400098116810945","0.390307580219448","0.409888653402443"
"Ja","2017","Westdeutschland","weiblich","4381","0.344548965284199","0.33574515975166","0.353352770816738"
"Ja","2017","Ostdeutschland","maennlich","951","0.375829462380846","0.357074958841121","0.394583965920571"
"Ja","2017","Ostdeutschland","weiblich","1028","0.307952072833054","0.291429810627164","0.324474335038943"
"Nein","2017","Westdeutschland","maennlich","5446","0.599901883189055","0.590111346597557","0.609692419780552"
"Nein","2017","Westdeutschland","weiblich","6812","0.655451034715801","0.646647229183262","0.66425484024834"
"Nein","2017","Ostdeutschland","maennlich","1611","0.624170537619155","0.60541603407943","0.642925041158879"
"Nein","2017","Ostdeutschland","weiblich","1971","0.692047927166946","0.675525664961057","0.708570189372836"
"Ja","2018","Westdeutschland","maennlich","","","",""
"Ja","2018","Westdeutschland","weiblich","","","",""
"Ja","2018","Ostdeutschland","maennlich","","","",""
"Ja","2018","Ostdeutschland","weiblich","","","",""
"Nein","2018","Westdeutschland","maennlich","","","",""
"Nein","2018","Westdeutschland","weiblich","","","",""
"Nein","2018","Ostdeutschland","maennlich","","","",""
"Nein","2018","Ostdeutschland","weiblich","","","",""
"Ja","2019","Westdeutschland","maennlich","3724","0.369411258445816","0.359733302464417","0.379089214427215"
"Ja","2019","Westdeutschland","weiblich","3472","0.294431267949355","0.28569581557923","0.303166720319479"
"Ja","2019","Ostdeutschland","maennlich","862","0.318804496915654","0.30097736235167","0.336631631479639"
"Ja","2019","Ostdeutschland","weiblich","829","0.263367811501826","0.247331459002476","0.279404164001175"
"Nein","2019","Westdeutschland","maennlich","5830","0.630588741554184","0.620910785572785","0.640266697535583"
"Nein","2019","Westdeutschland","weiblich","6986","0.705568732050645","0.696833279680521","0.71430418442077"
"Nein","2019","Ostdeutschland","maennlich","1763","0.681195503084346","0.663368368520361","0.69902263764833"
"Nein","2019","Ostdeutschland","weiblich","2069","0.736632188498174","0.720595835998825","0.752668540997524"
