syear,migback,sampreg,ple0024,proportion,n,lower_confidence,upper_confidence
2013,Indirect migration background,East,2.0,0.0006416769156729587,31177,0.00036057892922871526,0.000922774902117202
2015,No migration background,West,2.0,0.35056034830282995,27342,0.34490457845495504,0.35621611815070486
2015,No migration background,West,1.0,0.21611706845118117,27342,0.2112382903041309,0.22099584659823143
2015,No migration background,East,2.0,0.12654196565347092,27342,0.12260121240687034,0.1304827189000715
2015,Direct migration background,West,1.0,0.08465693783761993,27342,0.08135731609543834,0.08795655957980153
2015,Direct migration background,West,2.0,0.08042409094573894,27342,0.07720058997912095,0.08364759191235692
2015,No migration background,East,1.0,0.06695960654680319,27342,0.06399683884711523,0.06992237424649116
2015,Indirect migration background,West,1.0,0.03491090865113279,27342,0.032735177591491436,0.037086639710774146
2015,Indirect migration background,West,2.0,0.0239055067322422,27342,0.022094851182111054,0.025716162282373348
2015,Direct migration background,East,2.0,0.006651616544384423,27342,0.005688108535449043,0.007615124553319803
2015,Direct migration background,East,1.0,0.005522857373216158,27342,0.0046444008976911245,0.006401313848741191
2015,Indirect migration background,East,1.0,0.002378456824961703,27342,0.0018010638740639025,0.0029558497758595034
2015,Indirect migration background,East,2.0,0.0013706361364186083,27342,0.0009321012110854726,0.001809171061751744
2017,No migration background,West,2.0,0.3590414439009593,31140,0.3537132007819008,0.3643696870200178
2017,No migration background,West,1.0,0.20657490615402116,31140,0.20207826205582846,0.21107155025221386
2017,No migration background,East,2.0,0.12736510825465439,31140,0.12366223975852225,0.13106797675078652
2017,Direct migration background,West,1.0,0.0850870208167444,31140,0.08198804404889017,0.08818599758459862
2017,Direct migration background,West,2.0,0.08034732491563341,31140,0.07732810743404753,0.0833665423972193
2017,No migration background,East,1.0,0.0656732264057938,31140,0.0629219112490017,0.0684245415625859
2017,Indirect migration background,West,1.0,0.03268494293406135,31140,0.030709999747416217,0.03465988612070649
2017,Indirect migration background,West,2.0,0.02540477002995488,31140,0.023657071415517397,0.02715246864439236
2017,Direct migration background,East,2.0,0.007128502635270921,31140,0.006194081944911173,0.00806292332563067
2017,Direct migration background,East,1.0,0.0069768323664353695,31140,0.0060523351629503406,0.0079013295699204
2017,Indirect migration background,East,1.0,0.0023888067341599362,31140,0.0018465962245186045,0.002931017243801268
2017,Indirect migration background,East,2.0,0.0013271148523110758,31140,0.0009227600072263565,0.001731469697395795
2019,No migration background,West,2.0,0.3940561364887177,29565,0.388486044429206,0.3996262285482294
2019,No migration background,West,1.0,0.19022721912100007,29565,0.18575333175087955,0.1947011064911206
2019,No migration background,East,2.0,0.14124538092617345,29565,0.13727539652968748,0.1452153653226594
2019,Direct migration background,West,2.0,0.07944806981680949,29565,0.07636535782790001,0.08253078180571898
2019,Direct migration background,West,1.0,0.06348769557355138,29565,0.060708182920448314,0.06626720822665445
2019,No migration background,East,1.0,0.058731032313861155,29565,0.05605089023478468,0.06141117439293763
2019,Indirect migration background,West,1.0,0.028304111958487303,29565,0.026413697288406524,0.030194526628568082
2019,Indirect migration background,West,2.0,0.02822548942526928,29565,0.02633762578553948,0.03011335306499908
2019,Direct migration background,East,2.0,0.006486358990486674,29565,0.005571288526977925,0.007401429453995423
2019,Direct migration background,East,1.0,0.005267709725607359,29565,0.004442563048028836,0.006092856403185881
2019,Indirect migration background,East,1.0,0.0023586759965406085,29565,0.0018057226530431702,0.002911629340038047
2019,Indirect migration background,East,2.0,0.0021621196634955576,29565,0.0016326549929719832,0.002691584334019132
2021,No migration background,West,2.0,0.35488415779586724,19931,0.34824131940913416,0.3615269961826003
2021,No migration background,West,1.0,0.1600396576915049,19931,0.15494945912144836,0.16512985626156146
2021,Direct migration background,West,1.0,0.12184303903151743,19931,0.11730176235252653,0.12638431571050832
2021,No migration background,East,2.0,0.11986015445627218,19931,0.11535089956893892,0.12436940934360545
2021,Direct migration background,West,2.0,0.11787726988102692,19931,0.11340043509277062,0.12235410466928323
2021,No migration background,East,1.0,0.04925902734293467,19931,0.0462545734192086,0.05226348126666074
2021,Indirect migration background,West,2.0,0.023168440826549782,19931,0.0210798672855841,0.025257014367515464
2021,Indirect migration background,West,1.0,0.02144646211646838,19931,0.01943523251513861,0.02345769171779815
2021,Direct migration background,East,1.0,0.015967438948027553,19931,0.014227179927657508,0.0177076979683976
2021,Direct migration background,East,2.0,0.011479858067209352,19931,0.01000091128255094,0.012958804851867763
2021,Indirect migration background,East,2.0,0.00229597161344187,19931,0.0016315012019508532,0.002960442024932887
2021,Indirect migration background,East,1.0,0.001878522229179712,19931,0.0012773604009570579,0.002479684057402366
