year,quintil_oecd,sex,ple0024,proportion,n,lower_confidence,upper_confidence
2019,3. Quintil,female,1.0,0.026502528717606933,29565,0.02467157148391466,0.028333485951299205
2019,3. Quintil,male,1.0,0.024189438193437097,29565,0.022438129200217732,0.02594074718665646
2019,2. Quintil,male,2.0,0.022934880621005998,29565,0.021228495221738218,0.024641266020273778
2019,2. Quintil,male,1.0,0.014113772689849846,29565,0.012769144881151207,0.015458400498548484
2019,2. Quintil,female,1.0,0.014074567765711374,29565,0.012731782096413504,0.015417353435009244
2019,1. Quintil,male,2.0,7.840984827694359e-05,29565,-2.2523669397465587e-05,0.00017934336595135277
2019,1. Quintil,female,2.0,3.9204924138471795e-05,29565,-3.2167249797014113e-05,0.0001105770980739577
2021,5. Quintil,female,2.0,0.18176123610168607,19931,0.1764071890227154,0.18711528318065673
2021,5. Quintil,male,2.0,0.1580623270867046,19931,0.15299772086798094,0.16312693330542824
2021,5. Quintil,male,1.0,0.10278227279845488,19931,0.09856628293410284,0.10699826266280692
2021,5. Quintil,female,1.0,0.08289398131231404,19931,0.07906606179565237,0.08672190082897571
2021,4. Quintil,female,2.0,0.0812235736284387,19931,0.0774309696582668,0.08501617759861059
2021,4. Quintil,male,2.0,0.0595082737380592,19931,0.056223861267077686,0.0627926862090407
2021,3. Quintil,female,2.0,0.05032103147674479,19931,0.047286059368205,0.053356003585284584
2021,4. Quintil,male,1.0,0.04071618729446155,19931,0.037972411398205994,0.04345996319071711
2021,2. Quintil,female,2.0,0.035391762802108886,19931,0.03282658125443822,0.03795694434977955
2021,3. Quintil,male,2.0,0.03528736232186668,19931,0.03272582841469449,0.03784889622903887
2021,4. Quintil,female,1.0,0.033251552957143604,19931,0.030762384809859822,0.035740721104427386
2021,3. Quintil,male,1.0,0.03246854935532704,19931,0.03000786722676574,0.03492923148388834
2021,2. Quintil,male,1.0,0.028344730385759773,19931,0.026040723370335795,0.03064873740118375
2021,2. Quintil,male,2.0,0.027874928224669835,19931,0.025589542671566663,0.030160313777773007
2021,3. Quintil,female,1.0,0.02782272798454873,19931,0.025539422007392877,0.03010603396170458
2021,2. Quintil,female,1.0,0.022289502531711646,19931,0.02024000757603892,0.024338997487384374
