year,migback,regtyp,ple0024,proportion,n,lower_confidence,upper_confidence
2015,No migration background,Rural regions,2.0,0.18822059179230832,27342,0.18358725878998283,0.1928539247946338
2015,No migration background,Urban regions,1.0,0.17419172780778844,27342,0.1696960589980677,0.17868739661750918
2015,No migration background,Rural regions,1.0,0.10888494719019592,27342,0.10519269170607257,0.11257720267431928
2015,Direct migration background,Urban regions,1.0,0.06720148351205353,27342,0.06423375420512793,0.07016921281897913
2015,Direct migration background,Urban regions,2.0,0.06486333951463355,27342,0.06194404355768688,0.06778263547158021
2015,Indirect migration background,Urban regions,1.0,0.030436184794001453,27342,0.028399966957030415,0.032472402630972494
2015,Direct migration background,Rural regions,1.0,0.022978311698782554,27342,0.02120227435891341,0.0247543490386517
2015,Direct migration background,Rural regions,2.0,0.0222123679754898,27342,0.020465497794835082,0.023959238156144518
2015,Indirect migration background,Urban regions,2.0,0.020317665081028783,27342,0.01864534090195738,0.021989989260100186
2015,Indirect migration background,Rural regions,1.0,0.006853180682093042,27342,0.0058752822475181925,0.007831079116667892
2015,Indirect migration background,Rural regions,2.0,0.004958477787632025,27342,0.004125879104150883,0.005791076471113167
2017,No migration background,Urban regions,2.0,0.29632578773745877,31140,0.2912539271330689,0.3013976483418486
2017,No migration background,Rural regions,2.0,0.19008076441815494,31140,0.18572276960566372,0.19443875923064616
2017,No migration background,Urban regions,1.0,0.16630644977818224,31140,0.16217069734101636,0.17044220221534812
2017,No migration background,Rural regions,1.0,0.10594168278163273,31140,0.10252335956569984,0.10936000599756561
2017,Direct migration background,Urban regions,1.0,0.06825162097599818,31140,0.06545068891128014,0.07105255304071623
2017,Direct migration background,Urban regions,2.0,0.0641186061502294,31140,0.06139778991583047,0.06683942238462834
2017,Indirect migration background,Urban regions,1.0,0.02862776324271035,31140,0.026775582694269433,0.030479943791151265
2017,Direct migration background,Rural regions,1.0,0.023812232207181587,31140,0.02211881681705308,0.025505647597310093
2017,Direct migration background,Rural regions,2.0,0.02335722140067493,31140,0.021679672350161706,0.025034770451188158
2017,Indirect migration background,Urban regions,2.0,0.02233344708603496,31140,0.02069221489686564,0.023974679275204278
2017,Indirect migration background,Rural regions,1.0,0.006445986425510939,31140,0.0055571185686414445,0.007334854282380433
2017,Indirect migration background,Rural regions,2.0,0.004398437796230994,31140,0.0036634353590387168,0.0051334402334232716
2019,No migration background,Urban regions,2.0,0.3272574312955693,29565,0.32190887781312005,0.3326059847780185
2019,No migration background,Rural regions,2.0,0.20543225703068665,29565,0.20082686172934083,0.21003765233203248
2019,No migration background,Urban regions,1.0,0.15671821168175626,29565,0.15257427392087797,0.16086214944263455
2019,No migration background,Rural regions,1.0,0.09310151430173864,29565,0.08978925109433177,0.09641377750914552
2019,Direct migration background,Urban regions,2.0,0.06493870683438827,29565,0.062129789310258685,0.06774762435851785
2019,Direct migration background,Urban regions,1.0,0.051117698902331546,29565,0.048607206273853766,0.053628191530809326
2019,Indirect migration background,Urban regions,2.0,0.025078118740485537,29565,0.023295741960251817,0.026860495520719258
2019,Indirect migration background,Urban regions,1.0,0.024357022674465188,29565,0.022599808526284716,0.02611423682264566
2019,Direct migration background,Rural regions,2.0,0.021873247335950644,29565,0.020205918234727567,0.02354057643717372
2019,Direct migration background,Rural regions,1.0,0.01858825414630238,29565,0.01704863942060738,0.020127868871997377
2019,Indirect migration background,Rural regions,1.0,0.006610047271853217,29565,0.005686350780521431,0.007533743763185003
2019,Indirect migration background,Rural regions,2.0,0.004927489784472398,29565,0.004129297803575186,0.0057256817653696095
2021,No migration background,Urban regions,2.0,0.29676981683452486,19931,0.29042746774363737,0.30311216592541235
2021,No migration background,Rural regions,2.0,0.17794708552940564,19931,0.172637179281871,0.18325699177694027
2021,No migration background,Urban regions,1.0,0.13458226791212233,19931,0.12984423205841972,0.13932030376582494
2021,Direct migration background,Urban regions,1.0,0.1081772165109847,19931,0.10386501835433298,0.11248941466763643
2021,Direct migration background,Urban regions,2.0,0.09987997703908574,19931,0.09571722104347104,0.10404273303470045
2021,No migration background,Rural regions,1.0,0.07472733914314043,19931,0.07107672315852644,0.07837795512775443
2021,Direct migration background,Rural regions,1.0,0.02964045295621771,19931,0.027285944327398778,0.031994961585036646
2021,Direct migration background,Rural regions,2.0,0.029483901268068675,19931,0.027135429342851354,0.031832373193285995
2021,Indirect migration background,Urban regions,2.0,0.020456087251474193,19931,0.018490851005205713,0.022421323497742673
2021,Indirect migration background,Urban regions,1.0,0.018316547513437354,19931,0.01645489307343665,0.020178201953438057
2021,Indirect migration background,Rural regions,1.0,0.005009654020769191,19931,0.00402947629972927,0.005989831741809112
2021,Indirect migration background,Rural regions,2.0,0.005009654020769191,19931,0.00402947629972927,0.005989831741809112
