year,pgisced97,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
2012,Second Stage of Tertiary Education,4605,25.42010,25.29816,25.54203,22.58955,24.92140,27.75510,14.84123,35.50343,24.9199,24.72518,25.10736
2013,Pre-primary Level,,,,,,,,,,,,
2013,Primary Level,,,,,,,,,,,,
2013,Lower Secondary Level,,,,,,,,,,,,
2013,Upper Secondary Level,,,,,,,,,,,,
2013,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2013,First Stage of Tertiary Education,,,,,,,,,,,,
2013,Second Stage of Tertiary Education,,,,,,,,,,,,
2014,Pre-primary Level,864,22.27575,22.03685,22.51466,19.80534,21.45329,24.13447,14.768431,30.62817,21.453287,21.03801,21.75656
2014,Primary Level,495,27.63168,27.09269,28.17068,23.14810,26.53264,30.11618,16.765738,40.56829,26.528511,25.56495,27.68298
2014,Lower Secondary Level,3163,26.78231,26.59600,26.96862,23.03004,26.12245,29.48781,13.364964,39.17445,26.12245,25.81637,26.36560
2014,Upper Secondary Level,12372,26.63343,26.54436,26.72250,23.18339,25.88757,29.32099,13.97700,38.52738,25.887573,25.72716,26.01457
2014,Post-secondary Non-tertiary Level,2012,25.77962,25.56977,25.98947,22.49135,24.91349,28.31765,15.431503,37.05710,24.913494,24.61810,25.28257
2014,First Stage of Tertiary Education,1573,27.04448,26.80630,27.28267,23.87511,26.31277,29.70041,15.987508,38.43836,26.314636,26.02617,26.77681
2014,Second Stage of Tertiary Education,6164,25.41861,25.31009,25.52713,22.46003,24.91349,27.77442,14.48845,35.74601,24.913494,24.80159,25.05931
2015,Pre-primary Level,,,,,,,,,,,,
2015,Primary Level,,,,,,,,,,,,
2015,Lower Secondary Level,,,,,,,,,,,,
2015,Upper Secondary Level,,,,,,,,,,,,
2015,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2015,First Stage of Tertiary Education,,,,,,,,,,,,
2015,Second Stage of Tertiary Education,,,,,,,,,,,,
2016,Pre-primary Level,691,22.13353,21.88609,22.38097,19.82748,21.60494,23.78186,14.532872,29.71344,21.604939,21.26634,21.97302
2016,Primary Level,390,28.26794,27.61144,28.92443,23.81508,27.13141,30.11621,16.528925,39.56792,27.131413,26.21575,27.75567
2016,Lower Secondary Level,2636,26.72006,26.51476,26.92536,22.95909,26.02791,29.73390,13.735692,39.89612,26.027582,25.71166,26.37214
2016,Upper Secondary Level,10776,26.86059,26.76202,26.95916,23.33549,26.12245,29.41176,14.22108,38.52617,26.12245,25.96908,26.29760
2016,Post-secondary Non-tertiary Level,1978,26.01410,25.79592,26.23227,22.83394,25.14721,28.40486,16.049383,36.76124,25.148605,24.80159,25.49941
2016,First Stage of Tertiary Education,1379,27.22957,26.96105,27.49809,23.83673,26.44898,29.49000,17.17532,37.96989,26.44898,26.04167,26.79537
2016,Second Stage of Tertiary Education,5825,25.47175,25.36126,25.58225,22.50000,24.85636,27.74837,15.418265,35.62091,24.84098,24.69096,25.06031
2017,Pre-primary Level,,,,,,,,,,,,
2017,Primary Level,,,,,,,,,,,,
2017,Lower Secondary Level,,,,,,,,,,,,
2017,Upper Secondary Level,,,,,,,,,,,,
2017,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2017,First Stage of Tertiary Education,,,,,,,,,,,,
2017,Second Stage of Tertiary Education,,,,,,,,,,,,
2018,Pre-primary Level,667,22.05246,21.80148,22.30344,19.67982,21.48438,23.88844,13.36690,30.20137,21.484375,21.13191,21.77758
2018,Primary Level,1588,27.53638,27.22718,27.84559,23.50780,26.25923,30.48668,14.363688,40.95500,26.259584,25.30716,26.92744
2018,Lower Secondary Level,3381,26.87599,26.69195,27.06003,23.12062,26.17188,29.68424,13.27520,39.52966,26.171875,25.90431,26.56250
2018,Upper Secondary Level,11846,27.05606,26.96014,27.15197,23.43750,26.23948,29.74420,13.97745,39.20425,26.234568,26.12245,26.42357
2018,Post-secondary Non-tertiary Level,2151,26.26449,26.04738,26.48161,22.66155,25.28257,28.73192,13.571519,37.83748,25.28257,24.93372,25.76344
2018,First Stage of Tertiary Education,1424,27.16122,26.90181,27.42063,23.93899,26.47163,29.41176,16.161615,37.62093,26.472107,26.14861,26.87466
2018,Second Stage of Tertiary Education,6831,25.50866,25.40521,25.61212,22.58783,24.86221,27.75510,15.149602,35.50601,24.859074,24.67501,25.06617
2019,Pre-primary Level,,,,,,,,,,,,
2019,Primary Level,,,,,,,,,,,,
2019,Lower Secondary Level,,,,,,,,,,,,
2019,Upper Secondary Level,,,,,,,,,,,,
2019,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2019,First Stage of Tertiary Education,,,,,,,,,,,,
2019,Second Stage of Tertiary Education,,,,,,,,,,,,
2020,Pre-primary Level,671,22.58305,22.29886,22.86725,19.88385,21.77108,25.00000,15.605006,32.67422,21.773842,21.13885,22.30554
2020,Primary Level,513,28.45040,27.83081,29.07000,23.54002,27.18909,31.23043,14.609203,42.76604,27.18163,25.39336,28.34467
2020,Lower Secondary Level,2526,27.19685,26.96545,27.42824,23.14304,26.39766,30.35775,12.345679,41.17982,26.397978,26.06168,26.84636
2020,Upper Secondary Level,10544,27.19520,27.09054,27.29986,23.52941,26.39798,29.74581,14.863258,39.07040,26.397978,26.21882,26.56250
2020,Post-secondary Non-tertiary Level,2234,26.46881,26.25681,26.68081,23.05191,25.66368,29.05475,16.436554,38.05902,25.661152,25.35047,26.04147
2020,First Stage of Tertiary Education,1439,27.44868,27.19004,27.70733,24.07407,26.83429,30.18653,16.896235,39.35520,26.838648,26.36512,27.14350
2020,Second Stage of Tertiary Education,7099,25.62663,25.52259,25.73068,22.59814,24.99274,27.77778,14.82868,35.54724,24.99745,24.81596,25.19526
2021,Pre-primary Level,,,,,,,,,,,,
2021,Primary Level,,,,,,,,,,,,
2021,Lower Secondary Level,,,,,,,,,,,,
2021,Upper Secondary Level,,,,,,,,,,,,
2021,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2021,First Stage of Tertiary Education,,,,,,,,,,,,
2021,Second Stage of Tertiary Education,,,,,,,,,,,,
2022,Pre-primary Level,485,22.30965,21.96488,22.65443,19.84127,21.50376,24.05743,15.359168,30.38167,21.513859,20.89796,21.87755
2022,Primary Level,826,25.96536,25.59036,26.34036,22.58348,25.30745,29.27849,15.0,39.32100,25.308641,24.15882,26.23612
2022,Lower Secondary Level,1851,27.44153,27.15131,27.73176,23.04688,26.33813,30.35828,14.298379,41.32540,26.346495,25.90738,27.17391
2022,Upper Secondary Level,9005,27.02240,26.90927,27.13553,23.33412,26.00438,29.68746,13.80411,39.21747,26.004383,25.86356,26.23358
2022,Post-secondary Non-tertiary Level,2152,26.58988,26.36311,26.81666,23.03004,25.73708,29.35834,14.342572,38.85079,25.737082,25.38923,26.02617
2022,First Stage of Tertiary Education,1341,27.21992,26.94327,27.49657,23.87511,26.59500,29.38775,16.901028,37.65671,26.595,26.03749,27.04165
2022,Second Stage of Tertiary Education,8533,25.39932,25.30302,25.49562,22.46003,24.75546,27.71769,14.57355,35.60416,24.755465,24.54325,24.91349
