"pli0091_h","year","bildungsniveau","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nie","1995","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","294","0.529315788198626","0.484755621028196","0.573875955369056"
"Nie","1995","(noch) kein Abschluss","2","118","0.384455961024269","0.320464140125282","0.448447781923256"
"Nie","1995","(noch) kein Abschluss","3","30","0.177803523764985","0.102104018599761","0.253503028930208"
"Nie","1995","(noch) kein Abschluss","4","22","","",""
"Nie","1995","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","6","","",""
"Nie","1995","Hauptschule","1 Einkommensschwächstes Quintil","1579","0.668681743650227","0.650289903261326","0.687073584039127"
"Nie","1995","Hauptschule","2","1126","0.647965187603783","0.626393129858622","0.669537245348945"
"Nie","1995","Hauptschule","3","467","0.524541423059208","0.49281830591168","0.556264540206737"
"Nie","1995","Hauptschule","4","257","0.458738778546494","0.417541728715428","0.49993582837756"
"Nie","1995","Hauptschule","5 Einkommensstärkstes Quintil","90","0.534124607155171","0.460843120869072","0.607406093441269"
"Nie","1995","Realschule","1 Einkommensschwächstes Quintil","296","0.323098459455211","0.295245967491","0.350950951419422"
"Nie","1995","Realschule","2","241","0.334428178295549","0.303858811776936","0.364997544814163"
"Nie","1995","Realschule","3","118","0.268367528764653","0.231097507051534","0.305637550477772"
"Nie","1995","Realschule","4","79","0.283359015055648","0.238110436444629","0.328607593666666"
"Nie","1995","Realschule","5 Einkommensstärkstes Quintil","45","0.29928233726889","0.232196066407816","0.366368608129963"
"Nie","1995","(Fach-)Abitur","1 Einkommensschwächstes Quintil","118","0.277675934177974","0.232882161473718","0.32246970688223"
"Nie","1995","(Fach-)Abitur","2","68","0.238877600798389","0.189022465769486","0.288732735827292"
"Nie","1995","(Fach-)Abitur","3","36","0.232307140656534","0.170953911262086","0.293660370050983"
"Nie","1995","(Fach-)Abitur","4","17","","",""
"Nie","1995","(Fach-)Abitur","5 Einkommensstärkstes Quintil","13","","",""
"Nie","1995","AkademikerIn","1 Einkommensschwächstes Quintil","133","0.387518388316628","0.337052344247803","0.437984432385453"
"Nie","1995","AkademikerIn","2","158","0.391080978123905","0.346192665380905","0.435969290866904"
"Nie","1995","AkademikerIn","3","115","0.344033758836347","0.295888495685446","0.392179021987249"
"Nie","1995","AkademikerIn","4","92","0.329360978496036","0.277043388991908","0.381678568000164"
"Nie","1995","AkademikerIn","5 Einkommensstärkstes Quintil","59","0.267033866952652","0.21230249220755","0.321765241697754"
"Täglich","1996","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","",""
"Täglich","1996","(noch) kein Abschluss","2","","","",""
"Täglich","1996","(noch) kein Abschluss","3","","","",""
"Täglich","1996","(noch) kein Abschluss","4","","","",""
"Täglich","1996","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Täglich","1996","Hauptschule","1 Einkommensschwächstes Quintil","","","",""
"Täglich","1996","Hauptschule","2","","","",""
"Täglich","1996","Hauptschule","3","","","",""
"Täglich","1996","Hauptschule","4","","","",""
"Täglich","1996","Hauptschule","5 Einkommensstärkstes Quintil","","","",""
"Täglich","1996","Realschule","1 Einkommensschwächstes Quintil","","","",""
"Täglich","1996","Realschule","2","","","",""
"Täglich","1996","Realschule","3","","","",""
"Täglich","1996","Realschule","4","","","",""
"Täglich","1996","Realschule","5 Einkommensstärkstes Quintil","","","",""
"Täglich","1996","(Fach-)Abitur","1 Einkommensschwächstes Quintil","","","",""
"Täglich","1996","(Fach-)Abitur","2","","","",""
"Täglich","1996","(Fach-)Abitur","3","","","",""
"Täglich","1996","(Fach-)Abitur","4","","","",""
"Täglich","1996","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","",""
"Täglich","1996","AkademikerIn","1 Einkommensschwächstes Quintil","","","",""
"Täglich","1996","AkademikerIn","2","","","",""
"Täglich","1996","AkademikerIn","3","","","",""
"Täglich","1996","AkademikerIn","4","","","",""
"Täglich","1996","AkademikerIn","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","1996","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","41","0.141072033632913","0.107500444418217","0.174643622847609"
"Min 1x pro Woche","1996","(noch) kein Abschluss","2","42","0.225980873567712","0.174446201332628","0.277515545802795"
"Min 1x pro Woche","1996","(noch) kein Abschluss","3","25","","",""
"Min 1x pro Woche","1996","(noch) kein Abschluss","4","14","","",""
"Min 1x pro Woche","1996","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","10","","",""
"Min 1x pro Woche","1996","Hauptschule","1 Einkommensschwächstes Quintil","117","0.0498543784402187","0.0409441769898366","0.0587645798906008"
"Min 1x pro Woche","1996","Hauptschule","2","98","0.0470308537440104","0.0373392040131334","0.0567225034748875"
"Min 1x pro Woche","1996","Hauptschule","3","73","0.0762928123135238","0.0597145522024304","0.0928710724246173"
"Min 1x pro Woche","1996","Hauptschule","4","36","0.0393666694273022","0.0237148832405002","0.0550184556141042"
"Min 1x pro Woche","1996","Hauptschule","5 Einkommensstärkstes Quintil","14","","",""
"Min 1x pro Woche","1996","Realschule","1 Einkommensschwächstes Quintil","91","0.0894149756253178","0.0716225564461115","0.107207394804524"
"Min 1x pro Woche","1996","Realschule","2","108","0.123420229803672","0.102049650642085","0.144790808965258"
"Min 1x pro Woche","1996","Realschule","3","79","0.103447310117638","0.0792202199508142","0.127674400284463"
"Min 1x pro Woche","1996","Realschule","4","45","0.0790076814293484","0.0523382056983858","0.105677157160311"
"Min 1x pro Woche","1996","Realschule","5 Einkommensstärkstes Quintil","21","","",""
"Min 1x pro Woche","1996","(Fach-)Abitur","1 Einkommensschwächstes Quintil","62","0.216202406862884","0.171922033496806","0.260482780228961"
"Min 1x pro Woche","1996","(Fach-)Abitur","2","52","0.18443279968098","0.13916676081157","0.22969883855039"
"Min 1x pro Woche","1996","(Fach-)Abitur","3","40","0.1497724746991","0.10162312271186","0.19792182668634"
"Min 1x pro Woche","1996","(Fach-)Abitur","4","20","","",""
"Min 1x pro Woche","1996","(Fach-)Abitur","5 Einkommensstärkstes Quintil","12","","",""
"Min 1x pro Woche","1996","AkademikerIn","1 Einkommensschwächstes Quintil","13","","",""
"Min 1x pro Woche","1996","AkademikerIn","2","17","","",""
"Min 1x pro Woche","1996","AkademikerIn","3","18","","",""
"Min 1x pro Woche","1996","AkademikerIn","4","18","","",""
"Min 1x pro Woche","1996","AkademikerIn","5 Einkommensstärkstes Quintil","18","","",""
"Min 1x pro Monat","1996","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","59","0.195873472628619","0.157597778854645","0.234149166402594"
"Min 1x pro Monat","1996","(noch) kein Abschluss","2","55","0.276016164228033","0.220932918402121","0.331099410053944"
"Min 1x pro Monat","1996","(noch) kein Abschluss","3","19","","",""
"Min 1x pro Monat","1996","(noch) kein Abschluss","4","7","","",""
"Min 1x pro Monat","1996","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","10","","",""
"Min 1x pro Monat","1996","Hauptschule","1 Einkommensschwächstes Quintil","224","0.0839787286474486","0.072623962049795","0.0953334952451021"
"Min 1x pro Monat","1996","Hauptschule","2","187","0.0970815842485038","0.0835278320440872","0.11063533645292"
"Min 1x pro Monat","1996","Hauptschule","3","136","0.123722497793479","0.103160034206924","0.144284961380034"
"Min 1x pro Monat","1996","Hauptschule","4","109","0.162588190753349","0.132889672334925","0.192286709171773"
"Min 1x pro Monat","1996","Hauptschule","5 Einkommensstärkstes Quintil","42","0.175376458329062","0.123191358388593","0.227561558269531"
"Min 1x pro Monat","1996","Realschule","1 Einkommensschwächstes Quintil","222","0.229059175131994","0.202855995926323","0.255262354337664"
"Min 1x pro Monat","1996","Realschule","2","187","0.181607710483442","0.156559580920135","0.20665584004675"
"Min 1x pro Monat","1996","Realschule","3","159","0.261252048775797","0.2263032910842","0.296200806467395"
"Min 1x pro Monat","1996","Realschule","4","111","0.253871438463081","0.210842010735411","0.296900866190751"
"Min 1x pro Monat","1996","Realschule","5 Einkommensstärkstes Quintil","53","0.178661393328366","0.126477149449417","0.230845637207315"
"Min 1x pro Monat","1996","(Fach-)Abitur","1 Einkommensschwächstes Quintil","71","0.225029112081643","0.180108972547407","0.26994925161588"
"Min 1x pro Monat","1996","(Fach-)Abitur","2","81","0.298701941162268","0.245283171921664","0.352120710402872"
"Min 1x pro Monat","1996","(Fach-)Abitur","3","71","0.333018599050196","0.269427260022697","0.396609938077695"
"Min 1x pro Monat","1996","(Fach-)Abitur","4","53","0.370922300484787","0.287885609890127","0.453958991079447"
"Min 1x pro Monat","1996","(Fach-)Abitur","5 Einkommensstärkstes Quintil","18","","",""
"Min 1x pro Monat","1996","AkademikerIn","1 Einkommensschwächstes Quintil","50","0.158286605642038","0.116563307813296","0.200009903470779"
"Min 1x pro Monat","1996","AkademikerIn","2","77","0.180949622250342","0.145958669932001","0.215940574568684"
"Min 1x pro Monat","1996","AkademikerIn","3","73","0.184005714897637","0.144033915015207","0.223977514780067"
"Min 1x pro Monat","1996","AkademikerIn","4","78","0.242171889460922","0.19622860091075","0.288115178011094"
"Min 1x pro Monat","1996","AkademikerIn","5 Einkommensstärkstes Quintil","79","0.241616068562909","0.193496827695024","0.289735309430795"
"Seltener","1996","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","79","0.203910030864621","0.165052657863024","0.242767403866219"
"Seltener","1996","(noch) kein Abschluss","2","51","0.197784693803872","0.148701858500366","0.246867529107378"
"Seltener","1996","(noch) kein Abschluss","3","25","","",""
"Seltener","1996","(noch) kein Abschluss","4","15","","",""
"Seltener","1996","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","3","","",""
"Seltener","1996","Hauptschule","1 Einkommensschwächstes Quintil","746","0.300522232718416","0.281752156103736","0.319292309333096"
"Seltener","1996","Hauptschule","2","679","0.345426705649033","0.323658433656482","0.367194977641584"
"Seltener","1996","Hauptschule","3","387","0.376222908833261","0.345969988436303","0.406475829230219"
"Seltener","1996","Hauptschule","4","247","0.43521132856126","0.395307567746791","0.475115089375728"
"Seltener","1996","Hauptschule","5 Einkommensstärkstes Quintil","82","0.384031516679601","0.317290059132925","0.450772974226277"
"Seltener","1996","Realschule","1 Einkommensschwächstes Quintil","463","0.429140882599089","0.398278174262789","0.460003590935389"
"Seltener","1996","Realschule","2","454","0.481818067874185","0.449353466940983","0.514282668807386"
"Seltener","1996","Realschule","3","285","0.457006924599517","0.417378000526394","0.496635848672641"
"Seltener","1996","Realschule","4","166","0.414325267243104","0.365622821697402","0.463027712788805"
"Seltener","1996","Realschule","5 Einkommensstärkstes Quintil","101","0.517480861292981","0.449409045343379","0.585552677242583"
"Seltener","1996","(Fach-)Abitur","1 Einkommensschwächstes Quintil","112","0.318703737178536","0.268580324722819","0.368827149634252"
"Seltener","1996","(Fach-)Abitur","2","111","0.387632407812425","0.330768110645133","0.444496704979717"
"Seltener","1996","(Fach-)Abitur","3","71","0.314245810641096","0.251609546570726","0.376882074711467"
"Seltener","1996","(Fach-)Abitur","4","39","0.266239331307055","0.190261002593806","0.342217660020304"
"Seltener","1996","(Fach-)Abitur","5 Einkommensstärkstes Quintil","33","0.476848795694853","0.359844170221208","0.593853421168499"
"Seltener","1996","AkademikerIn","1 Einkommensschwächstes Quintil","145","0.464751250030451","0.407739740539977","0.521762759520926"
"Seltener","1996","AkademikerIn","2","254","0.514840185561062","0.469414630334741","0.560265740787383"
"Seltener","1996","AkademikerIn","3","201","0.528696815958642","0.47720383615046","0.580189795766825"
"Seltener","1996","AkademikerIn","4","177","0.483825341971673","0.430231177696952","0.537419506246394"
"Seltener","1996","AkademikerIn","5 Einkommensstärkstes Quintil","155","0.490581654879607","0.434385805280297","0.546777504478918"
"Nie","1996","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","234","0.459144462873846","0.411083952223577","0.507204973524115"
"Nie","1996","(noch) kein Abschluss","2","105","0.300218268400384","0.24373917866861","0.356697358132158"
"Nie","1996","(noch) kein Abschluss","3","20","","",""
"Nie","1996","(noch) kein Abschluss","4","17","","",""
"Nie","1996","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","5","","",""
"Nie","1996","Hauptschule","1 Einkommensschwächstes Quintil","1205","0.565644660193917","0.545352176172656","0.585937144215178"
"Nie","1996","Hauptschule","2","869","0.510460856358453","0.48757633713771","0.533345375579195"
"Nie","1996","Hauptschule","3","389","0.423761781059736","0.392902066967032","0.45462149515244"
"Nie","1996","Hauptschule","4","201","0.362833811258089","0.324134700956872","0.401532921559305"
"Nie","1996","Hauptschule","5 Einkommensstärkstes Quintil","66","0.35476882902601","0.289114494372827","0.420423163679193"
"Nie","1996","Realschule","1 Einkommensschwächstes Quintil","212","0.2523849666436","0.225299247376","0.2794706859112"
"Nie","1996","Realschule","2","161","0.213153991838702","0.18654557699034","0.239762406687063"
"Nie","1996","Realschule","3","84","0.178293716507047","0.147844223323616","0.208743209690478"
"Nie","1996","Realschule","4","71","0.252795612864467","0.209826509756895","0.295764715972039"
"Nie","1996","Realschule","5 Einkommensstärkstes Quintil","32","0.205170065019696","0.150158117003292","0.2601820130361"
"Nie","1996","(Fach-)Abitur","1 Einkommensschwächstes Quintil","87","0.240064743876937","0.1941204545875","0.286009033166375"
"Nie","1996","(Fach-)Abitur","2","38","0.129232851344327","0.0900802143182692","0.168385488370384"
"Nie","1996","(Fach-)Abitur","3","29","","",""
"Nie","1996","(Fach-)Abitur","4","18","","",""
"Nie","1996","(Fach-)Abitur","5 Einkommensstärkstes Quintil","7","","",""
"Nie","1996","AkademikerIn","1 Einkommensschwächstes Quintil","86","0.323442006808936","0.269970163944741","0.376913849673131"
"Nie","1996","AkademikerIn","2","117","0.270614768244364","0.230233882185459","0.31099565430327"
"Nie","1996","AkademikerIn","3","69","0.237914967096282","0.193990440624559","0.281839493568005"
"Nie","1996","AkademikerIn","4","61","0.220630207554424","0.176158978844306","0.265101436264542"
"Nie","1996","AkademikerIn","5 Einkommensstärkstes Quintil","52","0.218571322073079","0.172114172299255","0.265028471846904"
"Täglich","1997","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","",""
"Täglich","1997","(noch) kein Abschluss","2","","","",""
"Täglich","1997","(noch) kein Abschluss","3","","","",""
"Täglich","1997","(noch) kein Abschluss","4","","","",""
"Täglich","1997","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Täglich","1997","Hauptschule","1 Einkommensschwächstes Quintil","","","",""
"Täglich","1997","Hauptschule","2","","","",""
"Täglich","1997","Hauptschule","3","","","",""
"Täglich","1997","Hauptschule","4","","","",""
"Täglich","1997","Hauptschule","5 Einkommensstärkstes Quintil","","","",""
"Täglich","1997","Realschule","1 Einkommensschwächstes Quintil","","","",""
"Täglich","1997","Realschule","2","","","",""
"Täglich","1997","Realschule","3","","","",""
"Täglich","1997","Realschule","4","","","",""
"Täglich","1997","Realschule","5 Einkommensstärkstes Quintil","","","",""
"Täglich","1997","(Fach-)Abitur","1 Einkommensschwächstes Quintil","","","",""
"Täglich","1997","(Fach-)Abitur","2","","","",""
"Täglich","1997","(Fach-)Abitur","3","","","",""
"Täglich","1997","(Fach-)Abitur","4","","","",""
"Täglich","1997","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","",""
"Täglich","1997","AkademikerIn","1 Einkommensschwächstes Quintil","","","",""
"Täglich","1997","AkademikerIn","2","","","",""
"Täglich","1997","AkademikerIn","3","","","",""
"Täglich","1997","AkademikerIn","4","","","",""
"Täglich","1997","AkademikerIn","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","49","0.13856224459396","0.105402248582986","0.171722240604934"
"Min 1x pro Woche","1997","(noch) kein Abschluss","2","47","0.296574863870674","0.236356622835596","0.356793104905752"
"Min 1x pro Woche","1997","(noch) kein Abschluss","3","18","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","4","12","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","7","","",""
"Min 1x pro Woche","1997","Hauptschule","1 Einkommensschwächstes Quintil","89","0.0410787987088225","0.0325901458921048","0.0495674515255403"
"Min 1x pro Woche","1997","Hauptschule","2","95","0.0382155330965868","0.0294076561700006","0.0470234100231729"
"Min 1x pro Woche","1997","Hauptschule","3","59","0.0559138271758682","0.041841577205019","0.0699860771467175"
"Min 1x pro Woche","1997","Hauptschule","4","39","0.0654860337282615","0.0450697928568026","0.0859022745997203"
"Min 1x pro Woche","1997","Hauptschule","5 Einkommensstärkstes Quintil","12","","",""
"Min 1x pro Woche","1997","Realschule","1 Einkommensschwächstes Quintil","91","0.105122927141348","0.0855053346782367","0.12474051960446"
"Min 1x pro Woche","1997","Realschule","2","108","0.0992417499519694","0.0801588850477648","0.118324614856174"
"Min 1x pro Woche","1997","Realschule","3","63","0.0860005097679335","0.0628826642849117","0.109118355250955"
"Min 1x pro Woche","1997","Realschule","4","48","0.117143630488322","0.0861282272253232","0.148159033751321"
"Min 1x pro Woche","1997","Realschule","5 Einkommensstärkstes Quintil","15","","",""
"Min 1x pro Woche","1997","(Fach-)Abitur","1 Einkommensschwächstes Quintil","54","0.187846935836549","0.144713523671651","0.230980348001447"
"Min 1x pro Woche","1997","(Fach-)Abitur","2","43","0.145650467654774","0.103573935060735","0.187727000248813"
"Min 1x pro Woche","1997","(Fach-)Abitur","3","44","0.178473122934847","0.127170625887766","0.229775619981928"
"Min 1x pro Woche","1997","(Fach-)Abitur","4","22","","",""
"Min 1x pro Woche","1997","(Fach-)Abitur","5 Einkommensstärkstes Quintil","14","","",""
"Min 1x pro Woche","1997","AkademikerIn","1 Einkommensschwächstes Quintil","13","","",""
"Min 1x pro Woche","1997","AkademikerIn","2","21","","",""
"Min 1x pro Woche","1997","AkademikerIn","3","21","","",""
"Min 1x pro Woche","1997","AkademikerIn","4","24","","",""
"Min 1x pro Woche","1997","AkademikerIn","5 Einkommensstärkstes Quintil","22","","",""
"Min 1x pro Monat","1997","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","57","0.161342979400198","0.126037078876597","0.196648879923798"
"Min 1x pro Monat","1997","(noch) kein Abschluss","2","34","0.169192558931701","0.11976231286227","0.218622805001131"
"Min 1x pro Monat","1997","(noch) kein Abschluss","3","31","0.284909123568593","0.201686257874904","0.368131989262282"
"Min 1x pro Monat","1997","(noch) kein Abschluss","4","14","","",""
"Min 1x pro Monat","1997","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","9","","",""
"Min 1x pro Monat","1997","Hauptschule","1 Einkommensschwächstes Quintil","199","0.0805845493819024","0.0689427467195152","0.0922263520442897"
