year,quintil_oecd,sex,pli0091_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1985,4th Quintile,male,At least once per week,0.013119223058195618,147,10896,0.013087638764370363,0.013150807352020873
1985,4th Quintile,male,At least once per month,0.017618058466987475,197,10896,0.017581540719854582,0.01765457621412037
1985,4th Quintile,male,Seldom,0.03522659927324234,382,10896,0.03517542722643703,0.035277771320047654
1985,4th Quintile,male,Never,0.04009606828381451,421,10896,0.040041611806023,0.04015052476160602
1985,4th Quintile,female,At least once per week,0.0077856099405887195,85,10896,0.007761213085317735,0.007810006795859704
1985,4th Quintile,female,At least once per month,0.01168145258380055,126,10896,0.011651627500425902,0.011711277667175198
1985,4th Quintile,female,Seldom,0.03170455375991669,350,10896,0.031655918691015646,0.03175318882881773
1985,4th Quintile,female,Never,0.05170579343853645,508,10896,0.05164432871671654,0.051767258160356364
1985,5th Quintile,male,At least once per week,0.012651999861356723,136,10896,0.012620975740541723,0.012683023982171722
1985,5th Quintile,male,At least once per month,0.01890666958399328,206,10896,0.018868864740262108,0.01894447442772445
1985,5th Quintile,male,Seldom,0.041820678075844976,421,10896,0.041765112771103285,0.04187624338058667
1985,5th Quintile,male,Never,0.036852812370218424,349,10896,0.036800516617697863,0.036905108122738985
1985,5th Quintile,female,At least once per week,0.007465592587936081,80,10896,0.007441698541861564,0.0074894866340105976
1985,5th Quintile,female,At least once per month,0.013926492533300989,146,10896,0.01389396431401284,0.013959020752589138
1985,5th Quintile,female,Seldom,0.037037715002241615,386,10896,0.03698529325403148,0.03709013675045175
1985,5th Quintile,female,Never,0.04679474909409862,427,10896,0.046736124946261205,0.04685337324193604
1986,1st Quintile,male,At least once per week,0.006556698510112171,83,10494,0.0065343260590127825,0.006579070961211559
1986,1st Quintile,male,At least once per month,0.011083964698534954,137,10494,0.011054942741563399,0.011112986655506508
1986,1st Quintile,male,Seldom,0.018974508528548414,238,10494,0.018936688240561588,0.01901232881653524
1986,1st Quintile,male,Never,0.03622178578467198,449,10494,0.03616999256625142,0.03627357900309254
1986,1st Quintile,female,At least once per week,0.004767006684099141,52,10494,0.004747913222136696,0.004786100146061586
1986,1st Quintile,female,At least once per month,0.011055499782730537,115,10494,0.011026514698459288,0.011084484867001785
1986,1st Quintile,female,Seldom,0.023323572454483493,266,10494,0.02328173432051191,0.023365410588455076
1986,1st Quintile,female,Never,0.07497538987239886,716,10494,0.07490238775995137,0.07504839198484636
1986,2nd Quintile,male,At least once per week,0.01086815352658773,139,10494,0.010839412359983406,0.010896894693192055
1986,2nd Quintile,male,At least once per month,0.012014710797944621,150,10494,0.01198450910295835,0.012044912492930894
1986,2nd Quintile,male,Seldom,0.024516646398117483,294,10494,0.02447377774088664,0.024559515055348327
1986,2nd Quintile,male,Never,0.04108945560931735,434,10494,0.041034431419305226,0.041144479799329475
1986,2nd Quintile,female,At least once per week,0.0060721252540162345,62,10494,0.006050590138116876,0.006093660369915593
1986,2nd Quintile,female,At least once per month,0.007852025801877771,93,10494,0.007827558926979226,0.007876492676776316
1986,2nd Quintile,female,Seldom,0.024590783876009017,280,10494,0.024547852082565408,0.024633715669452626
1986,2nd Quintile,female,Never,0.062402530413839724,613,10494,0.06233547887784146,0.06246958194983799
1986,3rd Quintile,male,At least once per week,0.012575523806362577,145,10494,0.01254463405565525,0.012606413557069904
1986,3rd Quintile,male,At least once per month,0.013148314578355396,157,10494,0.0131167383391,0.013179890817610791
1986,3rd Quintile,male,Seldom,0.03219710660385665,348,10494,0.032148173665172454,0.03224603954254084
1986,3rd Quintile,male,Never,0.03637907171674609,400,10494,0.036327170404831265,0.03643097302866092
1986,3rd Quintile,female,At least once per week,0.006880348759350976,65,10494,0.006857434520719312,0.0069032629979826395
1986,3rd Quintile,female,At least once per month,0.013368849166896476,134,10494,0.013337012775098757,0.013400685558694196
1986,3rd Quintile,female,Seldom,0.0304993289763047,323,10494,0.03045166188884426,0.03054699606376514
1986,3rd Quintile,female,Never,0.053404521815596906,520,10494,0.05334219561608798,0.05346684801510583
1986,4th Quintile,male,At least once per week,0.014243002278668858,158,10494,0.014210156079373546,0.01427584847796417
1986,4th Quintile,male,At least once per month,0.019179228452646364,200,10494,0.019141208654144825,0.019217248251147904
1986,4th Quintile,male,Seldom,0.036036358379015525,379,10494,0.03598469293181295,0.0360880238262181
1986,4th Quintile,male,Never,0.037445795166611895,399,10494,0.03739316756919558,0.03749842276402821
1986,4th Quintile,female,At least once per week,0.007878281829334345,85,10494,0.007853774406033761,0.007902789252634929
1986,4th Quintile,female,At least once per month,0.015209754678333758,155,10494,0.015175828699164605,0.01524368065750291
1986,4th Quintile,female,Seldom,0.03617559255461696,380,10494,0.03612383113198244,0.036227353977251485
1986,4th Quintile,female,Never,0.043533769689588525,444,10494,0.04347720474374888,0.04359033463542817
1986,5th Quintile,male,At least once per week,0.011272484907925385,112,10494,0.011243219973267538,0.011301749842583232
1986,5th Quintile,male,At least once per month,0.020674595257529998,218,10494,0.02063515121341456,0.020714039301645434
1986,5th Quintile,male,Seldom,0.04439831674738854,425,10494,0.044341218717573204,0.044455414777203876
1986,5th Quintile,male,Never,0.034934821584622695,328,10494,0.03488392284772496,0.03498572032152043
1986,5th Quintile,female,At least once per week,0.006182152816992299,61,10494,0.0061604246704665255,0.006203880963518073
1986,5th Quintile,female,At least once per month,0.014715058300767572,154,10494,0.014681680222117896,0.014748436379417248
1986,5th Quintile,female,Seldom,0.0375149861987954,380,10494,0.03746231189538938,0.037567660502201415
1986,5th Quintile,female,Never,0.045787877740402654,403,10494,0.045729935252413347,0.04584582022839196
1988,1st Quintile,male,At least once per week,0.00841653882806055,91,9880,0.008391224123630874,0.008441853532490226
1988,1st Quintile,male,At least once per month,0.009089633150902629,125,9880,0.00906333459979993,0.009115931702005328
1988,1st Quintile,male,Seldom,0.017385128449116275,207,9880,0.01734891064826329,0.01742134624996926
1988,1st Quintile,male,Never,0.04009219278744808,449,9880,0.04003783195168563,0.040146553623210526
1988,1st Quintile,female,At least once per week,0.005799797177736898,56,9880,0.005778755285845106,0.0058208390696286895
1988,1st Quintile,female,At least once per month,0.009623814213184928,104,9880,0.009596761229676034,0.009650867196693821
1988,1st Quintile,female,Seldom,0.02046530440172615,216,9880,0.020426070592657827,0.02050453821079447
1988,1st Quintile,female,Never,0.07556414852993004,701,9880,0.07549091031599477,0.07563738674386532
1988,2nd Quintile,male,At least once per week,0.007000874663374185,96,9880,0.006977770404481088,0.007023978922267283
1988,2nd Quintile,male,At least once per month,0.01297034493622865,163,9880,0.012938991703823554,0.013001698168633747
1988,2nd Quintile,male,Seldom,0.027323544626304253,293,9880,0.027278370040506428,0.02736871921210208
1988,2nd Quintile,male,Never,0.033977367300261595,379,9880,0.0339271642654497,0.03402757033507349
1988,2nd Quintile,female,At least once per week,0.005073350709284195,52,9880,0.0050536634875580876,0.005093037931010302
1988,2nd Quintile,female,At least once per month,0.010511067070703619,116,9880,0.010482807189468746,0.010539326951938491
1988,2nd Quintile,female,Seldom,0.029634896612336554,309,9880,0.029587906038203302,0.029681887186469805
1988,2nd Quintile,female,Never,0.06222271455582547,566,9880,0.06215577762587186,0.06228965148577908
1988,3rd Quintile,male,At least once per week,0.010528202839635131,125,9880,0.010499920177208362,0.0105564855020619
1988,3rd Quintile,male,At least once per month,0.01824633345874219,184,9880,0.018209245705240542,0.018283421212243838
1988,3rd Quintile,male,Seldom,0.03243563420618936,313,9880,0.03238654425640483,0.03248472415597389
1988,3rd Quintile,male,Never,0.0361001134951167,372,9880,0.03604842287928104,0.03615180411095236
1988,3rd Quintile,female,At least once per week,0.007944324368048273,83,9880,0.00791972420615236,0.007968924529944186
1988,3rd Quintile,female,At least once per month,0.014377970900196706,139,9880,0.014344983699779613,0.014410958100613798
1988,3rd Quintile,female,Seldom,0.028483021949701127,284,9880,0.028436926326838044,0.02852911757256421
1988,3rd Quintile,female,Never,0.049586421171044746,476,9880,0.049526265142488125,0.04964657719960137
1988,4th Quintile,male,At least once per week,0.011955727722770426,126,9880,0.011925610309488518,0.011985845136052335
1988,4th Quintile,male,At least once per month,0.020306410270928766,204,9880,0.020267325896107722,0.02034549464574981
1988,4th Quintile,male,Seldom,0.03974974085152698,376,9880,0.03969560302384072,0.03980387867921324
1988,4th Quintile,male,Never,0.03571623569289019,374,9880,0.03566481040572514,0.03576766098005524
1988,4th Quintile,female,At least once per week,0.0057734215255626845,60,9880,0.005752427255664496,0.005794415795460873
1988,4th Quintile,female,At least once per month,0.013288674074887787,131,9880,0.01325694354390814,0.013320404605867435
1988,4th Quintile,female,Seldom,0.035292758134062685,334,9880,0.035241627400042004,0.035343888868083366
1988,4th Quintile,female,Never,0.04683862916554132,453,9880,0.046780079183968454,0.04689717914711419
1988,5th Quintile,male,At least once per week,0.011850442584231013,115,9880,0.01182045647742311,0.011880428691038917
1988,5th Quintile,male,At least once per month,0.024025822761482685,214,9880,0.023983390150467247,0.024068255372498123
1988,5th Quintile,male,Seldom,0.04495166319593357,383,9880,0.04489424797808691,0.04500907841378023
1988,5th Quintile,male,Never,0.03466505930742196,303,9880,0.03461436882261436,0.034715749792229564
1988,5th Quintile,female,At least once per week,0.00652541574049831,59,9880,0.0065031044889951855,0.006547726992001434
1988,5th Quintile,female,At least once per month,0.015642162502969705,140,9880,0.015607777714532518,0.01567654729140689
1988,5th Quintile,female,Seldom,0.04193919461801273,371,9880,0.04188364922577531,0.04199474001025015
1988,5th Quintile,female,Never,0.038625901450180876,338,9880,0.03857250320553647,0.03867929969482528
1990,1st Quintile,male,At least once per week,0.004193820091103203,52,9424,0.004176224400560493,0.004211415781645913
1990,1st Quintile,male,At least once per month,0.011588467338652304,120,9424,0.01155932691164283,0.011617607765661777
1990,1st Quintile,male,Seldom,0.016227166725872582,170,9424,0.016192764798810984,0.01626156865293418
1990,1st Quintile,male,Never,0.04300390602722839,502,9424,0.042948669922607034,0.04305914213184974
1990,1st Quintile,female,At least once per week,0.0034546988735743075,37,9424,0.0034387228890596614,0.0034706748580889536
1990,1st Quintile,female,At least once per month,0.008246061556206974,93,9424,0.00822143865276668,0.008270684459647267
1990,1st Quintile,female,Seldom,0.019198269565289378,185,9424,0.019160907088070916,0.01923563204250784
1990,1st Quintile,female,Never,0.08051723037822857,721,9424,0.08044314538929477,0.08059131536716237
1990,2nd Quintile,male,At least once per week,0.005456239444816581,60,9424,0.005436182135695136,0.005476296753938026
1990,2nd Quintile,male,At least once per month,0.011867834239288161,132,9424,0.011838348823041215,0.011897319655535107
1990,2nd Quintile,male,Seldom,0.027733327610374295,278,9424,0.027688617298486713,0.027778037922261876
1990,2nd Quintile,male,Never,0.03961364737242015,424,9424,0.03956053943748614,0.03966675530735416
1990,2nd Quintile,female,At least once per week,0.004414236906160007,48,9424,0.004396186741570177,0.004432287070749837
1990,2nd Quintile,female,At least once per month,0.009759464464608009,107,9424,0.009732697609224914,0.009786231319991104
1990,2nd Quintile,female,Seldom,0.02919522411899506,286,9424,0.029149385041631153,0.029241063196358965
1990,2nd Quintile,female,Never,0.05902989600935115,547,9424,0.05896572513885477,0.05909406687984753
1990,3rd Quintile,male,At least once per week,0.005570835192249382,71,9424,0.005550569516459313,0.005591100868039451
1990,3rd Quintile,male,At least once per month,0.01296472016252727,141,9424,0.012933919367936806,0.012995520957117734
1990,3rd Quintile,male,Seldom,0.035101579994254326,303,9424,0.035051470716954795,0.035151689271553856
1990,3rd Quintile,male,Never,0.04230032719360469,432,9424,0.0422455246720302,0.042355129715179185
1990,3rd Quintile,female,At least once per week,0.0033440976520242474,35,9424,0.0033283786088843235,0.0033598166951641713
1990,3rd Quintile,female,At least once per month,0.014739980559135208,135,9424,0.014707168166912938,0.014772792951357479
1990,3rd Quintile,female,Seldom,0.029012562607709028,270,9424,0.028966862853980258,0.029058262361437798
1990,3rd Quintile,female,Never,0.05352346765005318,516,9424,0.053462184503587314,0.05358475079651905
1990,4th Quintile,male,At least once per week,0.010083987512900967,96,9424,0.010056783727946009,0.010111191297855926
1990,4th Quintile,male,At least once per month,0.017966005128498812,175,9424,0.017929838916019923,0.018002171340977702
1990,4th Quintile,male,Seldom,0.037249087592799164,328,9424,0.03719752570637211,0.03730064947922622
1990,4th Quintile,male,Never,0.04419216390767947,405,9424,0.04413620465112359,0.044248123164235355
1990,4th Quintile,female,At least once per week,0.004418010854088064,46,9424,0.00439995300938648,0.004436068698789648
1990,4th Quintile,female,At least once per month,0.016885956076855706,147,9424,0.016850874525798268,0.016921037627913145
1990,4th Quintile,female,Seldom,0.034007164042355535,297,9424,0.0339578141545314,0.03405651393017967
1990,4th Quintile,female,Never,0.048619611561403556,441,9424,0.04856105213034729,0.04867817099245982
1990,5th Quintile,male,At least once per week,0.007088164311051133,67,9424,0.007065322199881938,0.007111006422220328
1990,5th Quintile,male,At least once per month,0.019436020372511964,173,9424,0.019398431815880034,0.019473608929143894
1990,5th Quintile,male,Seldom,0.04552770919545582,364,9424,0.04547095034766989,0.045584468043241747
1990,5th Quintile,male,Never,0.04247247912060896,355,9424,0.0424175701316397,0.04252738810957822
1990,5th Quintile,female,At least once per week,0.004063566782556522,44,9424,0.0040462453614692915,0.004080888203643753
1990,5th Quintile,female,At least once per month,0.01357110652127391,124,9424,0.013539603331391903,0.013602609711155919
1990,5th Quintile,female,Seldom,0.042314414077576704,351,9424,0.04225960283469115,0.04236922532046226
1990,5th Quintile,female,Never,0.042047491208657195,346,9424,0.04199284550248035,0.04210213691483404
1992,1st Quintile,male,At least once per week,0.0066497037525146555,93,13154,0.006629865296686779,0.006669542208342532
1992,1st Quintile,male,At least once per month,0.00940325209993663,134,13154,0.009379693851797096,0.009426810348076162
1992,1st Quintile,male,Seldom,0.022389637266890597,376,13154,0.02235352440306842,0.022425750130712775
1992,1st Quintile,male,Never,0.03967495945734625,578,13154,0.03962731384909406,0.03972260506559843
1992,1st Quintile,female,At least once per week,0.004463563480794825,67,13154,0.004447292080067711,0.004479834881521939
1992,1st Quintile,female,At least once per month,0.008226359192088296,123,13154,0.008204311373942223,0.008248407010234368
1992,1st Quintile,female,Seldom,0.026886616512776462,445,13154,0.026847133952929335,0.02692609907262359
1992,1st Quintile,female,Never,0.07431507183481875,936,13154,0.07425105037828168,0.07437909329135582
1992,2nd Quintile,male,At least once per week,0.008703853667552832,141,13154,0.008681180457968877,0.008726526877136787
1992,2nd Quintile,male,At least once per month,0.013143530288360879,199,13154,0.013115730690436334,0.013171329886285424
1992,2nd Quintile,male,Seldom,0.029417568557499045,496,13154,0.02937632319706084,0.02945881391793725
1992,2nd Quintile,male,Never,0.03492280984630184,514,13154,0.03487799817741563,0.03496762151518805
1992,2nd Quintile,female,At least once per week,0.004629426823750275,83,13154,0.004612857243238681,0.00464599640426187
1992,2nd Quintile,female,At least once per month,0.009795158585335561,163,13154,0.009771119177708345,0.009819197992962778
1992,2nd Quintile,female,Seldom,0.031034259543209316,538,13154,0.030991931283995477,0.031076587802423155
1992,2nd Quintile,female,Never,0.0532672191461709,679,13154,0.05321240417084289,0.053322034121498905
1992,3rd Quintile,male,At least once per week,0.00880354804779321,148,13154,0.008780746504536299,0.008826349591050121
1992,3rd Quintile,male,At least once per month,0.014015928622554722,208,13154,0.013987233942205328,0.014044623302904116
1992,3rd Quintile,male,Seldom,0.03643593511597026,512,13154,0.03639019884411038,0.036481671387830136
1992,3rd Quintile,male,Never,0.032965979646127797,422,13154,0.03292239742371894,0.03300956186853665
1992,3rd Quintile,female,At least once per week,0.004397340544887215,75,13154,0.004381189762066041,0.0044134913277083885
1992,3rd Quintile,female,At least once per month,0.011003864037323053,153,13154,0.010978400108693534,0.011029327965952572
1992,3rd Quintile,female,Seldom,0.039610172549569965,533,13154,0.03956256425263873,0.0396577808465012
1992,3rd Quintile,female,Never,0.047977892651060325,581,13154,0.04792572520158879,0.04803006010053186
1992,4th Quintile,male,At least once per week,0.015091450879286414,173,13154,0.015061691836762259,0.015121209921810569
1992,4th Quintile,male,At least once per month,0.01679707464204578,223,13154,0.016765706130603224,0.016828443153488335
1992,4th Quintile,male,Seldom,0.041939356980860265,529,13154,0.04189042836988872,0.04198828559183181
1992,4th Quintile,male,Never,0.03559668268090477,417,13154,0.03555145653135148,0.035641908830458056
1992,4th Quintile,female,At least once per week,0.007061784579768875,88,13154,0.007041344911234142,0.007082224248303608
1992,4th Quintile,female,At least once per month,0.015461022389079388,187,13154,0.015430906820648634,0.015491137957510143
1992,4th Quintile,female,Seldom,0.038767235978827676,509,13154,0.03872011631267049,0.03881435564498486
1992,4th Quintile,female,Never,0.03958130805843007,478,13154,0.03953371639591173,0.03962889972094841
1992,5th Quintile,male,At least once per week,0.011535366756880697,145,13154,0.011509302114280274,0.01156143139948112
1992,5th Quintile,male,At least once per month,0.024087192347556435,251,13154,0.02404976801167066,0.02412461668344221
1992,5th Quintile,male,Seldom,0.05056192810611999,533,13154,0.050508446968361286,0.05061540924387869
1992,5th Quintile,male,Never,0.0304740088091428,315,13154,0.03043205223443354,0.030515965383852064
1992,5th Quintile,female,At least once per week,0.004179777552582662,52,13154,0.00416402965584093,0.004195525449324394
1992,5th Quintile,female,At least once per month,0.016999850065262848,205,13154,0.016968296034784065,0.01703140409574163
1992,5th Quintile,female,Seldom,0.04533047948485481,500,13154,0.04527970129814362,0.045381257671566
1992,5th Quintile,female,Never,0.03440182941776283,352,13154,0.03435734125312022,0.03444631758240545
1994,1st Quintile,male,At least once per week,0.006640214755115814,92,12739,0.006620519494469385,0.006659910015762243
1994,1st Quintile,male,At least once per month,0.010785878175337065,139,12739,0.010760829181148627,0.010810927169525503
1994,1st Quintile,male,Seldom,0.022558962827853597,327,12739,0.022522952901642437,0.022594972754064756
1994,1st Quintile,male,Never,0.03699734649881733,502,12739,0.03695157275726042,0.03704312024037423
1994,1st Quintile,female,At least once per week,0.00470235857419365,72,12739,0.004685768369606938,0.004718948778780363
1994,1st Quintile,female,At least once per month,0.008529464660882115,129,12739,0.00850716397727932,0.00855176534448491
1994,1st Quintile,female,Seldom,0.02791626378398461,404,12739,0.027876315523960103,0.027956212044009117
1994,1st Quintile,female,Never,0.06997235507097779,822,12739,0.06991049241561609,0.0700342177263395
1994,2nd Quintile,male,At least once per week,0.006893404923382805,112,12739,0.006873340244629874,0.006913469602135736
1994,2nd Quintile,male,At least once per month,0.011911957406299602,174,12739,0.011885648259114928,0.011938266553484277
1994,2nd Quintile,male,Seldom,0.030887858616410076,478,12739,0.030845902208363654,0.0309298150244565
1994,2nd Quintile,male,Never,0.036241355957265166,489,12739,0.036196034512584636,0.036286677401945695
1994,2nd Quintile,female,At least once per week,0.005513817267777911,93,12739,0.005495859888969238,0.0055317746465865835
1994,2nd Quintile,female,At least once per month,0.009982859322417985,148,12739,0.009958751043058559,0.010006967601777411
1994,2nd Quintile,female,Seldom,0.03364805161322997,510,12739,0.03360432307026476,0.033691780156195186
1994,2nd Quintile,female,Never,0.0537259431542418,671,12739,0.053671264492871185,0.05378062181561241
1994,3rd Quintile,male,At least once per week,0.011076862321478389,172,12739,0.01105148142073273,0.011102243222224048
1994,3rd Quintile,male,At least once per month,0.014184973065380477,200,12739,0.01415629635319676,0.014213649777564194
1994,3rd Quintile,male,Seldom,0.036824209366605215,527,12739,0.036778538749757596,0.036869879983452834
1994,3rd Quintile,male,Never,0.03246180432295472,414,12739,0.032418827157339604,0.03250478148856984
1994,3rd Quintile,female,At least once per week,0.007724664705063875,101,12739,0.007703433565762676,0.007745895844365074
1994,3rd Quintile,female,At least once per month,0.011419570706149029,169,12739,0.011393804630588799,0.011445336781709258
1994,3rd Quintile,female,Seldom,0.0364842198619167,533,12739,0.036438752544568284,0.03652968717926512
1994,3rd Quintile,female,Never,0.04541446849617377,553,12739,0.0453639765716309,0.045464960420716634
1994,4th Quintile,male,At least once per week,0.01312432039529395,166,12739,0.01309672179745741,0.013151918993130491
1994,4th Quintile,male,At least once per month,0.018371127299726557,231,12739,0.018338561709936422,0.018403692889516692
1994,4th Quintile,male,Seldom,0.04473972747544311,533,12739,0.04468959433526033,0.044789860615625884
1994,4th Quintile,male,Never,0.03003887521525656,344,12739,0.029997481311988088,0.03008026911852503
1994,4th Quintile,female,At least once per week,0.007465327397302371,100,12739,0.0074444529658440894,0.007486201828760652
1994,4th Quintile,female,At least once per month,0.015480734379785553,203,12739,0.01545079620828725,0.015510672551283857
1994,4th Quintile,female,Seldom,0.041073010049257334,507,12739,0.04102488309036748,0.041121137008147186
1994,4th Quintile,female,Never,0.038147147540476885,441,12739,0.03810069572031626,0.03819359936063751
1994,5th Quintile,male,At least once per week,0.011687426538451107,138,12739,0.011661363563287728,0.011713489513614487
1994,5th Quintile,male,At least once per month,0.022766650447761497,252,12739,0.022730478983290274,0.02280282191223272
1994,5th Quintile,male,Seldom,0.05507860010538327,567,12739,0.055023276984444085,0.055133923226322455
1994,5th Quintile,male,Never,0.02843307570418515,299,12739,0.02839277007878829,0.02847338132958201
1994,5th Quintile,female,At least once per week,0.00548228738364089,69,12739,0.005464381137795517,0.005500193629486262
1994,5th Quintile,female,At least once per month,0.016300173516544635,201,12739,0.016269465992966775,0.016330881040122494
1994,5th Quintile,female,Seldom,0.04759072916545565,526,12739,0.047539100562977346,0.04764235776793395
1994,5th Quintile,female,Never,0.031721921932125974,331,12739,0.031679421124919976,0.03176442273933197
1995,1st Quintile,male,At least once per week,0.0069362048443712306,96,13215,0.006916159416692145,0.006956250272050316
1995,1st Quintile,male,At least once per month,0.010741054195120031,146,13215,0.010716157354222034,0.010765951036018028
1995,1st Quintile,male,Seldom,0.020495212362663755,300,13215,0.020460991158302144,0.020529433567025367
1995,1st Quintile,male,Never,0.039984079389440076,563,13215,0.039936758972219474,0.04003139980666068
1995,1st Quintile,female,At least once per week,0.0051485519068906315,77,13215,0.005131266187326086,0.005165837626455177
1995,1st Quintile,female,At least once per month,0.010718282525049241,169,13215,0.010693411803297807,0.010743153246800675
1995,1st Quintile,female,Seldom,0.02546449416025563,354,13215,0.025426446131863165,0.025502542188648093
1995,1st Quintile,female,Never,0.0617984190963942,818,13215,0.06174026202084136,0.061856576171947036
1995,2nd Quintile,male,At least once per week,0.005275969240922171,98,13215,0.005258472054084571,0.005293466427759771
1995,2nd Quintile,male,At least once per month,0.010378941211428978,170,13215,0.010354463163145455,0.0104034192597125
1995,2nd Quintile,male,Seldom,0.029180857137991817,480,13215,0.029140204944430686,0.029221509331552948
1995,2nd Quintile,male,Never,0.04079228856981913,584,13215,0.04074451241830815,0.040840064721330116
1995,2nd Quintile,female,At least once per week,0.0038803730614252983,75,13215,0.0038653569222092767,0.00389538920064132
1995,2nd Quintile,female,At least once per month,0.010679656937653359,163,13215,0.010654830585142435,0.010704483290164282
1995,2nd Quintile,female,Seldom,0.028495839260848962,475,13215,0.02845565288371993,0.028536025637977996
1995,2nd Quintile,female,Never,0.06339018267504798,811,13215,0.06333133136275342,0.06344903398734254
1995,3rd Quintile,male,At least once per week,0.0076186866474819955,128,13215,0.007597685397634583,0.007639687897329408
1995,3rd Quintile,male,At least once per month,0.011627960177785335,187,13215,0.011602067450905546,0.011653852904665123
1995,3rd Quintile,male,Seldom,0.03114418114934608,468,13215,0.031102226139120497,0.031186136159571665
1995,3rd Quintile,male,Never,0.04531244700852734,542,13215,0.045262212149816586,0.04536268186723809
1995,3rd Quintile,female,At least once per week,0.004989214145930307,85,13215,0.0049721966457577085,0.005006231646102906
1995,3rd Quintile,female,At least once per month,0.012171219701337065,187,13215,0.012144736304668936,0.012197703098005195
1995,3rd Quintile,female,Seldom,0.031035616498580935,485,13215,0.030993732330647564,0.031077500666514307
1995,3rd Quintile,female,Never,0.054297594822981986,622,13215,0.05424286382844836,0.05435232581751561
1995,4th Quintile,male,At least once per week,0.009260261052567028,131,13215,0.009237126707806154,0.009283395397327901
1995,4th Quintile,male,At least once per month,0.01823859786597016,256,13215,0.01820627837606107,0.018270917355879247
1995,4th Quintile,male,Seldom,0.03907018739848396,502,13215,0.03902338863505392,0.039116986161914
1995,4th Quintile,male,Never,0.04189488217466254,466,13215,0.041846492482021005,0.04194327186730408
1995,4th Quintile,female,At least once per week,0.005854314994134321,88,13215,0.005835889087937606,0.005872740900331036
1995,4th Quintile,female,At least once per month,0.014920698873791495,218,13215,0.014891417194713623,0.014949980552869368
1995,4th Quintile,female,Seldom,0.03840859946821742,502,13215,0.03836218265524915,0.03845501628118569
1995,4th Quintile,female,Never,0.04211499004586767,499,13215,0.042066478977798256,0.04216350111393708
1995,5th Quintile,male,At least once per week,0.007086945980991414,82,13215,0.007066685443228729,0.007107206518754098
1995,5th Quintile,male,At least once per month,0.021076824596236624,232,13215,0.02104213152940658,0.021111517663066667
1995,5th Quintile,male,Seldom,0.04752381822389544,545,13215,0.047472431784981846,0.04757520466280903
1995,5th Quintile,male,Never,0.038189259662544564,406,13215,0.038142970297054456,0.03823554902803467
1995,5th Quintile,female,At least once per week,0.004946357668486996,71,13215,0.004929413049720688,0.004963302287253304
1995,5th Quintile,female,At least once per month,0.015904712909328097,189,13215,0.01587449619143349,0.015934929627222705
1995,5th Quintile,female,Seldom,0.047467051833663225,562,13215,0.04741569456368604,0.04751840910364041
1995,5th Quintile,female,Never,0.036485170523865545,383,13215,0.036439885647253686,0.036530455400477405
