year,age_gr,sex,pli0091_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,17-29 y.,female,Never,0.12325,282,1467,0.10642,0.14007
1986,30-45 y.,male,At least once per week,0.07597,114,1571,0.06287,0.08908
1986,30-45 y.,male,At least once per month,0.15023,220,1571,0.13256,0.16790
1986,30-45 y.,male,Seldom,0.49006,708,1571,0.46533,0.51479
1986,30-45 y.,male,Never,0.27933,529,1571,0.25713,0.30152
1986,30-45 y.,female,At least once per week,0.04521,62,1675,0.03526,0.05516
1986,30-45 y.,female,At least once per month,0.10333,152,1675,0.08875,0.11791
1986,30-45 y.,female,Seldom,0.46756,696,1675,0.44365,0.49146
1986,30-45 y.,female,Never,0.37425,765,1675,0.35106,0.39743
1986,46-65 y.,male,At least once per week,0.04446,65,1626,0.03444,0.05448
1986,46-65 y.,male,At least once per month,0.06692,108,1626,0.05477,0.07907
1986,46-65 y.,male,Seldom,0.32644,505,1626,0.30364,0.34924
1986,46-65 y.,male,Never,0.54892,948,1626,0.52472,0.57311
1986,46-65 y.,female,At least once per month,0.03772,59,1540,0.02820,0.04724
1986,46-65 y.,female,Seldom,0.25774,393,1540,0.23588,0.27959
1986,46-65 y.,female,Never,0.67688,1088,1540,0.65352,0.70025
1986,66 and older,male,Seldom,0.10600,45,398,0.07571,0.13628
1986,66 and older,male,Never,0.84776,353,398,0.81242,0.88310
1986,66 and older,female,Seldom,0.05496,33,594,0.03661,0.07330
1986,66 and older,female,Never,0.91988,561,594,0.89803,0.94173
1988,17-29 y.,male,At least once per week,0.26319,395,1488,0.24081,0.28557
1988,17-29 y.,male,At least once per month,0.37530,544,1488,0.35069,0.39991
1988,17-29 y.,male,Seldom,0.27018,378,1488,0.24761,0.29275
1988,17-29 y.,male,Never,0.08741,171,1488,0.07306,0.10177
1988,17-29 y.,female,At least once per week,0.20313,249,1376,0.18186,0.22440
1988,17-29 y.,female,At least once per month,0.33554,400,1376,0.31059,0.36050
1988,17-29 y.,female,Seldom,0.34334,444,1376,0.31824,0.36843
1988,17-29 y.,female,Never,0.11675,283,1376,0.09977,0.13372
1988,30-45 y.,male,At least once per week,0.06587,92,1432,0.05302,0.07872
1988,30-45 y.,male,At least once per month,0.17934,227,1432,0.15946,0.19922
1988,30-45 y.,male,Seldom,0.49322,643,1432,0.46731,0.51912
1988,30-45 y.,male,Never,0.25084,470,1432,0.22838,0.27330
1988,30-45 y.,female,At least once per week,0.03479,41,1495,0.02550,0.04409
1988,30-45 y.,female,At least once per month,0.12954,168,1495,0.11252,0.14657
1988,30-45 y.,female,Seldom,0.48678,637,1495,0.46143,0.51212
1988,30-45 y.,female,Never,0.33950,649,1495,0.31549,0.36351
1988,46-65 y.,male,At least once per week,0.04407,60,1561,0.03389,0.05426
1988,46-65 y.,male,At least once per month,0.08013,112,1561,0.06666,0.09360
1988,46-65 y.,male,Seldom,0.33966,494,1561,0.31616,0.36316
1988,46-65 y.,male,Never,0.52293,895,1561,0.49815,0.54772
1988,46-65 y.,female,At least once per month,0.03890,56,1495,0.02910,0.04871
1988,46-65 y.,female,Seldom,0.26970,390,1495,0.24720,0.29221
1988,46-65 y.,female,Never,0.66374,1049,1495,0.63978,0.68769
1988,66 and older,male,Seldom,0.14031,57,398,0.10614,0.17447
1988,66 and older,male,Never,0.81646,341,398,0.77838,0.85454
1988,66 and older,female,Seldom,0.07190,44,597,0.05116,0.09264
1988,66 and older,female,Never,0.89143,553,597,0.86645,0.91640
1990,17-29 y.,male,At least once per week,0.24422,489,1943,0.22511,0.26333
1990,17-29 y.,male,At least once per month,0.35178,646,1943,0.33054,0.37302
1990,17-29 y.,male,Seldom,0.31528,591,1943,0.29461,0.33594
1990,17-29 y.,male,Never,0.08341,217,1943,0.07111,0.09571
1990,17-29 y.,female,At least once per week,0.15736,297,1892,0.14095,0.17377
1990,17-29 y.,female,At least once per month,0.31048,523,1892,0.28962,0.33133
1990,17-29 y.,female,Seldom,0.37821,696,1892,0.35635,0.40007
1990,17-29 y.,female,Never,0.14667,376,1892,0.13073,0.16262
1990,30-45 y.,male,At least once per week,0.03634,72,2107,0.02835,0.04433
1990,30-45 y.,male,At least once per month,0.15254,286,2107,0.13718,0.16789
1990,30-45 y.,male,Seldom,0.52570,1073,2107,0.50437,0.54703
1990,30-45 y.,male,Never,0.28337,676,2107,0.26412,0.30261
1990,30-45 y.,female,At least once per week,0.01382,31,2179,0.00892,0.01873
1990,30-45 y.,female,At least once per month,0.12640,241,2179,0.11244,0.14035
1990,30-45 y.,female,Seldom,0.52711,1123,2179,0.50614,0.54807
1990,30-45 y.,female,Never,0.32961,784,2179,0.30987,0.34935
1990,46-65 y.,male,At least once per month,0.05574,124,2108,0.04594,0.06554
1990,46-65 y.,male,Seldom,0.33921,732,2108,0.31899,0.35943
1990,46-65 y.,male,Never,0.58948,1252,2108,0.56848,0.61049
1990,46-65 y.,female,At least once per month,0.04690,95,2088,0.03783,0.05597
1990,46-65 y.,female,Seldom,0.29139,631,2088,0.27189,0.31089
1990,46-65 y.,female,Never,0.65462,1362,2088,0.63422,0.67502
1990,66 and older,male,Seldom,0.11004,64,536,0.08352,0.13656
1990,66 and older,male,Never,0.86519,472,536,0.83625,0.89413
1990,66 and older,female,Seldom,0.06109,59,885,0.04530,0.07688
1990,66 and older,female,Never,0.91370,826,885,0.89519,0.93221
1992,17-29 y.,male,At least once per week,0.29203,512,1794,0.27098,0.31307
1992,17-29 y.,male,At least once per month,0.34068,574,1794,0.31874,0.36261
1992,17-29 y.,male,Seldom,0.28658,531,1794,0.26565,0.30751
1992,17-29 y.,male,Never,0.07771,177,1794,0.06532,0.09010
1992,17-29 y.,female,At least once per week,0.17796,298,1765,0.16011,0.19581
1992,17-29 y.,female,At least once per month,0.31935,526,1765,0.29759,0.34110
1992,17-29 y.,female,Seldom,0.38009,662,1765,0.35744,0.40274
1992,17-29 y.,female,Never,0.11841,279,1765,0.10333,0.13349
1992,30-45 y.,male,At least once per week,0.07390,117,2048,0.06257,0.08523
1992,30-45 y.,male,At least once per month,0.16235,285,2048,0.14637,0.17832
1992,30-45 y.,male,Seldom,0.52090,1081,2048,0.49926,0.54254
1992,30-45 y.,male,Never,0.23618,565,2048,0.21778,0.25458
1992,30-45 y.,female,At least once per week,0.02783,52,2187,0.02094,0.03473
1992,30-45 y.,female,At least once per month,0.13133,226,2187,0.11717,0.14549
1992,30-45 y.,female,Seldom,0.55433,1175,2187,0.53349,0.57516
1992,30-45 y.,female,Never,0.28126,734,2187,0.26242,0.30011
1992,46-65 y.,male,At least once per week,0.03427,66,2024,0.02634,0.04219
1992,46-65 y.,male,At least once per month,0.07419,139,2024,0.06277,0.08561
1992,46-65 y.,male,Seldom,0.38529,753,2024,0.36409,0.40650
1992,46-65 y.,male,Never,0.48956,1066,2024,0.46778,0.51134
1992,46-65 y.,female,At least once per month,0.04560,72,1919,0.03626,0.05494
1992,46-65 y.,female,Seldom,0.33637,633,1919,0.31522,0.35751
1992,46-65 y.,female,Never,0.57726,1214,1919,0.55515,0.59937
1992,66 and older,male,Seldom,0.14690,81,519,0.11641,0.17738
1992,66 and older,male,Never,0.79330,438,519,0.75843,0.82817
1992,66 and older,female,Seldom,0.05937,56,856,0.04353,0.07521
1992,66 and older,female,Never,0.88347,800,856,0.86196,0.90498
1994,17-29 y.,male,At least once per week,0.30756,495,1634,0.28518,0.32995
1994,17-29 y.,male,At least once per month,0.34150,522,1634,0.31850,0.36450
1994,17-29 y.,male,Seldom,0.27598,478,1634,0.25430,0.29766
1994,17-29 y.,male,Never,0.06567,139,1634,0.05366,0.07769
1994,17-29 y.,female,At least once per week,0.21349,341,1689,0.19394,0.23304
1994,17-29 y.,female,At least once per month,0.31762,507,1689,0.29541,0.33983
1994,17-29 y.,female,Seldom,0.35168,599,1689,0.32890,0.37446
1994,17-29 y.,female,Never,0.11307,242,1689,0.09796,0.12818
1994,30-45 y.,male,At least once per week,0.06162,112,2023,0.05114,0.07210
1994,30-45 y.,male,At least once per month,0.17252,318,2023,0.15605,0.18899
1994,30-45 y.,male,Seldom,0.57036,1129,2023,0.54879,0.59194
1994,30-45 y.,male,Never,0.19182,464,2023,0.17466,0.20898
1994,30-45 y.,female,At least once per week,0.03452,57,2102,0.02672,0.04233
1994,30-45 y.,female,At least once per month,0.14041,260,2102,0.12556,0.15527
1994,30-45 y.,female,Seldom,0.57205,1161,2102,0.55089,0.59320
1994,30-45 y.,female,Never,0.24656,624,2102,0.22813,0.26499
1994,46-65 y.,male,At least once per week,0.03971,63,1943,0.03103,0.04840
1994,46-65 y.,male,At least once per month,0.08443,141,1943,0.07206,0.09680
1994,46-65 y.,male,Seldom,0.38049,726,1943,0.35890,0.40209
1994,46-65 y.,male,Never,0.47835,1013,1943,0.45613,0.50057
1994,46-65 y.,female,At least once per week,0.02404,34,1893,0.01714,0.03095
1994,46-65 y.,female,At least once per month,0.04977,76,1893,0.03997,0.05957
1994,46-65 y.,female,Seldom,0.35438,630,1893,0.33282,0.37593
1994,46-65 y.,female,Never,0.55071,1153,1893,0.52830,0.57313
1994,66 and older,male,Seldom,0.18781,99,532,0.15459,0.22103
1994,66 and older,male,Never,0.75257,433,532,0.71586,0.78927
1994,66 and older,female,Seldom,0.08817,91,892,0.06956,0.10679
1994,66 and older,female,Never,0.86758,801,892,0.84533,0.88984
1995,17-29 y.,male,At least once per week,0.27845,442,1631,0.25669,0.30021
1995,17-29 y.,male,At least once per month,0.36209,569,1631,0.33876,0.38542
1995,17-29 y.,male,Seldom,0.27057,458,1631,0.24901,0.29214
1995,17-29 y.,male,Never,0.08603,162,1631,0.07242,0.09964
1995,17-29 y.,female,At least once per week,0.21273,350,1712,0.19334,0.23212
1995,17-29 y.,female,At least once per month,0.33436,536,1712,0.31201,0.35671
1995,17-29 y.,female,Seldom,0.32237,555,1712,0.30023,0.34452
1995,17-29 y.,female,Never,0.12640,271,1712,0.11066,0.14215
1995,30-45 y.,male,At least once per week,0.04096,77,2150,0.03258,0.04934
1995,30-45 y.,male,At least once per month,0.17786,343,2150,0.16169,0.19403
1995,30-45 y.,male,Seldom,0.50350,1098,2150,0.48236,0.52464
1995,30-45 y.,male,Never,0.27302,632,2150,0.25418,0.29186
1995,30-45 y.,female,At least once per week,0.02060,35,2275,0.01476,0.02644
1995,30-45 y.,female,At least once per month,0.15923,307,2275,0.14419,0.17427
1995,30-45 y.,female,Seldom,0.52005,1151,2275,0.49951,0.54058
1995,30-45 y.,female,Never,0.29707,782,2275,0.27829,0.31585
1995,46-65 y.,male,At least once per month,0.04494,72,2005,0.03587,0.05401
1995,46-65 y.,male,Seldom,0.34668,678,2005,0.32584,0.36752
1995,46-65 y.,male,Never,0.59481,1255,2005,0.57332,0.61631
1995,46-65 y.,female,At least once per month,0.04434,75,1920,0.03513,0.05355
1995,46-65 y.,female,Seldom,0.33133,593,1920,0.31027,0.35239
1995,46-65 y.,female,Never,0.60985,1252,1920,0.58802,0.63167
1995,66 and older,male,Seldom,0.10492,61,573,0.07980,0.13003
1995,66 and older,male,Never,0.86992,512,573,0.84235,0.89749
1995,66 and older,female,Seldom,0.07860,80,911,0.06112,0.09609
1995,66 and older,female,Never,0.88700,831,911,0.86643,0.90757
1996,17-29 y.,male,At least once per week,0.32217,482,1534,0.29878,0.34557
1996,17-29 y.,male,At least once per month,0.37496,544,1534,0.35073,0.39919
1996,17-29 y.,male,Seldom,0.24475,412,1534,0.22323,0.26628
1996,17-29 y.,male,Never,0.05547,96,1534,0.04402,0.06693
1996,17-29 y.,female,At least once per week,0.22290,341,1619,0.20262,0.24318
1996,17-29 y.,female,At least once per month,0.34355,551,1619,0.32041,0.36669
1996,17-29 y.,female,Seldom,0.33373,545,1619,0.31076,0.35671
1996,17-29 y.,female,Never,0.09629,182,1619,0.08192,0.11067
1996,30-45 y.,male,At least once per week,0.07876,142,2175,0.06744,0.09009
1996,30-45 y.,male,At least once per month,0.23663,475,2175,0.21876,0.25450
1996,30-45 y.,male,Seldom,0.50553,1126,2175,0.48451,0.52655
1996,30-45 y.,male,Never,0.17324,432,2175,0.15733,0.18915
1996,30-45 y.,female,At least once per week,0.04597,74,2243,0.03731,0.05464
1996,30-45 y.,female,At least once per month,0.18873,394,2243,0.17253,0.20493
1996,30-45 y.,female,Seldom,0.55113,1235,2243,0.53054,0.57172
1996,30-45 y.,female,Never,0.20755,540,2243,0.19076,0.22434
1996,46-65 y.,male,At least once per week,0.04233,61,1962,0.03342,0.05124
1996,46-65 y.,male,At least once per month,0.10778,172,1962,0.09406,0.12151
1996,46-65 y.,male,Seldom,0.45389,890,1962,0.43186,0.47593
1996,46-65 y.,male,Never,0.38864,839,1962,0.36706,0.41021
1996,46-65 y.,female,At least once per month,0.07614,138,1899,0.06421,0.08808
1996,46-65 y.,female,Seldom,0.41599,766,1899,0.39382,0.43817
1996,46-65 y.,female,Never,0.48478,995,1899,0.46230,0.50727
1996,66 and older,male,At least once per month,0.06099,36,588,0.04163,0.08035
1996,66 and older,male,Seldom,0.22432,121,588,0.19057,0.25806
1996,66 and older,male,Never,0.69103,431,588,0.65365,0.72841
1996,66 and older,female,Seldom,0.10928,103,903,0.08892,0.12964
1996,66 and older,female,Never,0.83456,800,903,0.81031,0.85881
1997,17-29 y.,male,At least once per week,0.29664,436,1480,0.27336,0.31992
1997,17-29 y.,male,At least once per month,0.34333,514,1480,0.31913,0.36752
1997,17-29 y.,male,Seldom,0.30440,449,1480,0.28095,0.32785
1997,17-29 y.,male,Never,0.04993,81,1480,0.03883,0.06103
1997,17-29 y.,female,At least once per week,0.20002,291,1534,0.18000,0.22005
1997,17-29 y.,female,At least once per month,0.37372,543,1534,0.34950,0.39794
1997,17-29 y.,female,Seldom,0.34163,540,1534,0.31789,0.36538
1997,17-29 y.,female,Never,0.07910,160,1534,0.06559,0.09261
1997,30-45 y.,male,At least once per week,0.08196,154,2151,0.07036,0.09355
1997,30-45 y.,male,At least once per month,0.22551,449,2151,0.20784,0.24317
1997,30-45 y.,male,Seldom,0.51556,1131,2151,0.49444,0.53669
1997,30-45 y.,male,Never,0.17465,417,2151,0.15860,0.19070
1997,30-45 y.,female,At least once per week,0.04545,82,2205,0.03675,0.05414
1997,30-45 y.,female,At least once per month,0.20428,402,2205,0.18744,0.22111
1997,30-45 y.,female,Seldom,0.53806,1178,2205,0.51725,0.55888
1997,30-45 y.,female,Never,0.20859,543,2205,0.19163,0.22555
1997,46-65 y.,male,At least once per week,0.04071,66,1917,0.03186,0.04955
1997,46-65 y.,male,At least once per month,0.09786,158,1917,0.08456,0.11116
1997,46-65 y.,male,Seldom,0.41901,807,1917,0.39692,0.44110
1997,46-65 y.,male,Never,0.43503,886,1917,0.41283,0.45723
1997,46-65 y.,female,At least once per month,0.06616,113,1876,0.05491,0.07741
1997,46-65 y.,female,Seldom,0.39315,716,1876,0.37104,0.41526
1997,46-65 y.,female,Never,0.50829,1047,1876,0.48566,0.53092
1997,66 and older,male,Seldom,0.18366,112,589,0.15236,0.21495
1997,66 and older,male,Never,0.72930,477,589,0.69338,0.76521
1997,66 and older,female,Seldom,0.11515,107,894,0.09422,0.13609
1997,66 and older,female,Never,0.81309,787,894,0.78752,0.83866
1998,17-29 y.,male,At least once per week,0.23944,383,1564,0.21829,0.26060
1998,17-29 y.,male,At least once per month,0.42355,630,1564,0.39905,0.44804
1998,17-29 y.,male,Seldom,0.26531,431,1564,0.24342,0.28720
1998,17-29 y.,male,Never,0.07011,120,1564,0.05746,0.08277
1998,17-29 y.,female,At least once per week,0.19293,286,1593,0.17355,0.21231
1998,17-29 y.,female,At least once per month,0.39158,604,1593,0.36760,0.41555
1998,17-29 y.,female,Seldom,0.31728,530,1593,0.29442,0.34014
1998,17-29 y.,female,Never,0.09357,173,1593,0.07926,0.10788
1998,30-45 y.,male,At least once per week,0.02859,71,2373,0.02189,0.03530
1998,30-45 y.,male,At least once per month,0.21886,462,2373,0.20222,0.23550
1998,30-45 y.,male,Seldom,0.54179,1290,2373,0.52173,0.56184
1998,30-45 y.,male,Never,0.20983,550,2373,0.19345,0.22622
1998,30-45 y.,female,At least once per week,0.01903,46,2438,0.01361,0.02446
1998,30-45 y.,female,At least once per month,0.20152,442,2438,0.18560,0.21745
1998,30-45 y.,female,Seldom,0.55195,1321,2438,0.53221,0.57170
1998,30-45 y.,female,Never,0.22000,629,2438,0.20356,0.23645
1998,46-65 y.,male,At least once per month,0.07771,138,2172,0.06645,0.08897
1998,46-65 y.,male,Seldom,0.41137,877,2172,0.39067,0.43207
1998,46-65 y.,male,Never,0.50216,1157,2172,0.48113,0.52320
1998,46-65 y.,female,At least once per month,0.07546,134,2170,0.06434,0.08657
1998,46-65 y.,female,Seldom,0.37413,809,2170,0.35376,0.39449
1998,46-65 y.,female,Never,0.53079,1227,2170,0.50978,0.55179
1998,66 and older,male,Seldom,0.15047,111,739,0.12468,0.17627
1998,66 and older,male,Never,0.81684,628,739,0.78894,0.84475
1998,66 and older,female,Seldom,0.10445,119,1062,0.08604,0.12285
1998,66 and older,female,Never,0.85885,943,1062,0.83790,0.87980
1999,17-29 y.,male,At least once per week,0.27534,406,1446,0.25231,0.29837
1999,17-29 y.,male,At least once per month,0.40394,573,1446,0.37864,0.42924
1999,17-29 y.,male,Seldom,0.26502,389,1446,0.24227,0.28778
1999,17-29 y.,male,Never,0.05147,78,1446,0.04008,0.06287
1999,17-29 y.,female,At least once per week,0.22692,322,1518,0.20584,0.24799
1999,17-29 y.,female,At least once per month,0.34868,536,1518,0.32470,0.37266
1999,17-29 y.,female,Seldom,0.34975,525,1518,0.32575,0.37375
1999,17-29 y.,female,Never,0.07070,135,1518,0.05780,0.08360
1999,30-45 y.,male,At least once per week,0.06812,154,2323,0.05787,0.07837
1999,30-45 y.,male,At least once per month,0.23871,527,2323,0.22137,0.25605
1999,30-45 y.,male,Seldom,0.54449,1275,2323,0.52424,0.56475
1999,30-45 y.,male,Never,0.14462,367,2323,0.13031,0.15892
1999,30-45 y.,female,At least once per week,0.03712,82,2371,0.02951,0.04474
1999,30-45 y.,female,At least once per month,0.19840,467,2371,0.18234,0.21446
1999,30-45 y.,female,Seldom,0.58891,1374,2371,0.56910,0.60871
1999,30-45 y.,female,Never,0.17095,448,2371,0.15579,0.18610
1999,46-65 y.,male,At least once per week,0.03698,72,2073,0.02885,0.04511
1999,46-65 y.,male,At least once per month,0.11885,199,2073,0.10492,0.13279
1999,46-65 y.,male,Seldom,0.46185,976,2073,0.44038,0.48332
1999,46-65 y.,male,Never,0.37916,826,2073,0.35827,0.40005
1999,46-65 y.,female,At least once per week,0.01847,31,2092,0.01270,0.02424
1999,46-65 y.,female,At least once per month,0.08054,148,2092,0.06887,0.09220
1999,46-65 y.,female,Seldom,0.43734,919,2092,0.41608,0.45860
1999,46-65 y.,female,Never,0.45404,994,2092,0.43270,0.47538
1999,66 and older,male,Seldom,0.24918,182,689,0.21686,0.28150
1999,66 and older,male,Never,0.66722,507,689,0.63201,0.70243
1999,66 and older,female,Seldom,0.13665,156,1013,0.11549,0.15781
1999,66 and older,female,Never,0.82872,857,1013,0.80551,0.85194
2001,17-29 y.,male,At least once per week,0.28103,582,1975,0.26120,0.30086
2001,17-29 y.,male,At least once per month,0.38290,762,1975,0.36145,0.40434
2001,17-29 y.,male,Seldom,0.26783,507,1975,0.24830,0.28737
2001,17-29 y.,male,Never,0.06605,124,1975,0.05509,0.07700
2001,17-29 y.,female,At least once per week,0.24522,506,2105,0.22684,0.26361
2001,17-29 y.,female,At least once per month,0.37242,817,2105,0.35176,0.39308
2001,17-29 y.,female,Seldom,0.29086,610,2105,0.27146,0.31027
2001,17-29 y.,female,Never,0.08518,172,2105,0.07325,0.09710
2001,30-45 y.,male,At least once per week,0.06733,233,3524,0.05905,0.07560
2001,30-45 y.,male,At least once per month,0.24421,809,3524,0.23003,0.25840
2001,30-45 y.,male,Seldom,0.52036,1868,3524,0.50387,0.53686
2001,30-45 y.,male,Never,0.16267,614,3524,0.15048,0.17485
2001,30-45 y.,female,At least once per week,0.03363,117,3768,0.02787,0.03938
2001,30-45 y.,female,At least once per month,0.20234,738,3768,0.18951,0.21517
2001,30-45 y.,female,Seldom,0.56549,2172,3768,0.54966,0.58132
2001,30-45 y.,female,Never,0.19036,741,3768,0.17782,0.20289
2001,46-65 y.,male,At least once per week,0.03825,130,3498,0.03190,0.04461
2001,46-65 y.,male,At least once per month,0.11276,379,3498,0.10228,0.12325
2001,46-65 y.,male,Seldom,0.42767,1529,3498,0.41127,0.44407
2001,46-65 y.,male,Never,0.41292,1460,3498,0.39660,0.42924
2001,46-65 y.,female,At least once per week,0.01877,61,3529,0.01429,0.02325
2001,46-65 y.,female,At least once per month,0.09372,330,3529,0.08411,0.10334
2001,46-65 y.,female,Seldom,0.41852,1473,3529,0.40224,0.43480
2001,46-65 y.,female,Never,0.45541,1665,3529,0.43898,0.47184
2001,66 and older,male,At least once per week,0.02380,31,1460,0.01598,0.03162
2001,66 and older,male,At least once per month,0.04882,72,1460,0.03777,0.05988
2001,66 and older,male,Seldom,0.19729,289,1460,0.17687,0.21771
2001,66 and older,male,Never,0.71318,1068,1460,0.68997,0.73639
2001,66 and older,female,At least once per month,0.02158,41,1889,0.01502,0.02813
2001,66 and older,female,Seldom,0.12355,260,1889,0.10871,0.13840
2001,66 and older,female,Never,0.83305,1588,1889,0.81622,0.84987
2003,17-29 y.,male,At least once per week,0.20410,426,1927,0.18610,0.22210
2003,17-29 y.,male,At least once per month,0.41562,817,1927,0.39361,0.43763
2003,17-29 y.,male,Seldom,0.29845,553,1927,0.27801,0.31889
2003,17-29 y.,male,Never,0.07651,131,1927,0.06464,0.08839
2003,17-29 y.,female,At least once per week,0.17266,388,2063,0.15635,0.18897
2003,17-29 y.,female,At least once per month,0.39421,857,2063,0.37311,0.41530
2003,17-29 y.,female,Seldom,0.32177,641,2063,0.30160,0.34193
2003,17-29 y.,female,Never,0.10463,177,2063,0.09142,0.11784
2003,30-45 y.,male,At least once per week,0.03484,108,3321,0.02860,0.04108
2003,30-45 y.,male,At least once per month,0.20998,678,3321,0.19612,0.22383
2003,30-45 y.,male,Seldom,0.53225,1828,3321,0.51528,0.54923
2003,30-45 y.,male,Never,0.21979,707,3321,0.20570,0.23387
2003,30-45 y.,female,At least once per week,0.02154,77,3596,0.01680,0.02629
2003,30-45 y.,female,At least once per month,0.20304,715,3596,0.18989,0.21619
2003,30-45 y.,female,Seldom,0.54283,2014,3596,0.52654,0.55911
2003,30-45 y.,female,Never,0.22906,790,3596,0.21532,0.24279
2003,46-65 y.,male,At least once per week,0.01059,37,3738,0.00731,0.01387
2003,46-65 y.,male,At least once per month,0.09254,366,3738,0.08325,0.10183
2003,46-65 y.,male,Seldom,0.42523,1726,3738,0.40938,0.44109
2003,46-65 y.,male,Never,0.46648,1609,3738,0.45048,0.48247
2003,46-65 y.,female,At least once per week,0.00929,31,3800,0.00624,0.01235
2003,46-65 y.,female,At least once per month,0.09418,390,3800,0.08489,0.10347
2003,46-65 y.,female,Seldom,0.41264,1663,3800,0.39698,0.42829
2003,46-65 y.,female,Never,0.47692,1716,3800,0.46103,0.49280
2003,66 and older,male,At least once per month,0.01735,37,1643,0.01103,0.02366
2003,66 and older,male,Seldom,0.18869,327,1643,0.16977,0.20762
2003,66 and older,male,Never,0.78394,1279,1643,0.76403,0.80385
2003,66 and older,female,At least once per month,0.02271,47,1964,0.01612,0.02930
2003,66 and older,female,Seldom,0.11206,246,1964,0.09811,0.12602
2003,66 and older,female,Never,0.85048,1671,1964,0.83470,0.86625
2005,17-29 y.,male,At least once per week,0.25122,470,1823,0.23130,0.27113
2005,17-29 y.,male,At least once per month,0.40558,742,1823,0.38303,0.42812
2005,17-29 y.,male,Seldom,0.28776,519,1823,0.26697,0.30855
2005,17-29 y.,male,Never,0.05356,92,1823,0.04322,0.06389
2005,17-29 y.,female,At least once per week,0.17277,387,1993,0.15617,0.18937
2005,17-29 y.,female,At least once per month,0.39922,831,1993,0.37772,0.42073
2005,17-29 y.,female,Seldom,0.35471,663,1993,0.33370,0.37572
2005,17-29 y.,female,Never,0.06712,112,1993,0.05613,0.07811
2005,30-45 y.,male,At least once per week,0.05102,160,2898,0.04301,0.05903
2005,30-45 y.,male,At least once per month,0.22372,626,2898,0.20855,0.23890
2005,30-45 y.,male,Seldom,0.55633,1657,2898,0.53823,0.57442
2005,30-45 y.,male,Never,0.16674,455,2898,0.15317,0.18031
2005,30-45 y.,female,At least once per week,0.02891,93,3178,0.02309,0.03474
2005,30-45 y.,female,At least once per month,0.18270,595,3178,0.16926,0.19614
2005,30-45 y.,female,Seldom,0.59247,1904,3178,0.57539,0.60956
2005,30-45 y.,female,Never,0.19116,586,3178,0.17748,0.20483
2005,46-65 y.,male,At least once per week,0.02980,112,3410,0.02409,0.03551
2005,46-65 y.,male,At least once per month,0.12073,437,3410,0.10979,0.13166
2005,46-65 y.,male,Seldom,0.48965,1745,3410,0.47286,0.50643
2005,46-65 y.,male,Never,0.35112,1116,3410,0.33510,0.36714
2005,46-65 y.,female,At least once per week,0.02176,75,3562,0.01697,0.02656
2005,46-65 y.,female,At least once per month,0.10563,410,3562,0.09554,0.11573
