year,pgisced97,regtyp,pli0091_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Lower Secondary Level,Urban regions,Never,0.64297,1212,2062,0.62228,0.66365
1990,Lower Secondary Level,Rural regions,At least once per week,0.09198,114,887,0.07295,0.11101
1990,Lower Secondary Level,Rural regions,At least once per month,0.08399,80,887,0.06573,0.10225
1990,Lower Secondary Level,Rural regions,Seldom,0.19932,188,887,0.17301,0.22562
1990,Lower Secondary Level,Rural regions,Never,0.62471,505,887,0.59283,0.65659
1990,Upper Secondary Level,Urban regions,At least once per week,0.04722,235,4282,0.04087,0.05357
1990,Upper Secondary Level,Urban regions,At least once per month,0.13633,630,4282,0.12605,0.14661
1990,Upper Secondary Level,Urban regions,Seldom,0.34516,1537,4282,0.33091,0.35940
1990,Upper Secondary Level,Urban regions,Never,0.47129,1880,4282,0.45634,0.48625
1990,Upper Secondary Level,Rural regions,At least once per week,0.06556,196,2686,0.05620,0.07492
1990,Upper Secondary Level,Rural regions,At least once per month,0.12339,339,2686,0.11095,0.13583
1990,Upper Secondary Level,Rural regions,Seldom,0.40481,1191,2686,0.38624,0.42337
1990,Upper Secondary Level,Rural regions,Never,0.40625,960,2686,0.38767,0.42482
1990,Post-secondary Non-tertiary Level,Urban regions,At least once per month,0.25774,66,264,0.20488,0.31060
1990,Post-secondary Non-tertiary Level,Urban regions,Seldom,0.38650,107,264,0.32765,0.44535
1990,Post-secondary Non-tertiary Level,Urban regions,Never,0.25859,91,264,0.20567,0.31151
1990,Post-secondary Non-tertiary Level,Rural regions,Seldom,0.46617,39,39,0.30755,0.62478
1990,First Stage of Tertiary Education,Urban regions,At least once per month,0.13633,61,464,0.10507,0.16758
1990,First Stage of Tertiary Education,Urban regions,Seldom,0.38496,202,464,0.34064,0.42929
1990,First Stage of Tertiary Education,Urban regions,Never,0.45537,201,464,0.41001,0.50073
1990,First Stage of Tertiary Education,Rural regions,At least once per month,0.09201,32,277,0.05791,0.12611
1990,First Stage of Tertiary Education,Rural regions,Seldom,0.49088,154,277,0.43190,0.54986
1990,First Stage of Tertiary Education,Rural regions,Never,0.40554,91,277,0.34761,0.46347
1990,Second Stage of Tertiary Education,Urban regions,At least once per week,0.03297,38,981,0.02179,0.04415
1990,Second Stage of Tertiary Education,Urban regions,At least once per month,0.18790,177,981,0.16344,0.21236
1990,Second Stage of Tertiary Education,Urban regions,Seldom,0.49096,517,981,0.45966,0.52226
1990,Second Stage of Tertiary Education,Urban regions,Never,0.28817,249,981,0.25981,0.31652
1990,Second Stage of Tertiary Education,Rural regions,At least once per month,0.12325,89,660,0.09815,0.14835
1990,Second Stage of Tertiary Education,Rural regions,Seldom,0.55583,425,660,0.51789,0.59377
1990,Second Stage of Tertiary Education,Rural regions,Never,0.28965,146,660,0.25502,0.32428
1992,No answer / don't know,Urban regions,At least once per month,0.33606,42,130,0.25455,0.41758
1992,No answer / don't know,Urban regions,Seldom,0.33266,41,130,0.25135,0.41397
1992,No answer / don't know,Urban regions,Never,0.22602,47,130,0.15385,0.29820
1992,Pre-primary Level,Urban regions,At least once per week,0.35564,39,120,0.26963,0.44165
1992,Pre-primary Level,Urban regions,At least once per month,0.35551,49,120,0.26951,0.44152
1992,Pre-primary Level,Urban regions,Seldom,0.20401,32,120,0.13160,0.27641
1992,Primary Level,Urban regions,At least once per month,0.08555,34,503,0.06108,0.11002
1992,Primary Level,Urban regions,Seldom,0.20290,99,503,0.16772,0.23808
1992,Primary Level,Urban regions,Never,0.67622,370,503,0.63528,0.71715
1992,Primary Level,Rural regions,Never,0.56129,63,63,0.43776,0.68481
1992,Lower Secondary Level,Urban regions,At least once per week,0.07109,174,1908,0.05955,0.08262
1992,Lower Secondary Level,Urban regions,At least once per month,0.10886,251,1908,0.09489,0.12284
1992,Lower Secondary Level,Urban regions,Seldom,0.23957,497,1908,0.22041,0.25873
1992,Lower Secondary Level,Urban regions,Never,0.58048,986,1908,0.55833,0.60263
1992,Lower Secondary Level,Rural regions,At least once per week,0.09842,114,823,0.07805,0.11878
1992,Lower Secondary Level,Rural regions,At least once per month,0.08449,87,823,0.06548,0.10351
1992,Lower Secondary Level,Rural regions,Seldom,0.21461,181,823,0.18654,0.24267
1992,Lower Secondary Level,Rural regions,Never,0.60248,441,823,0.56903,0.63594
1992,Upper Secondary Level,No answer / don't know,Seldom,0.42811,31,31,0.25105,0.60517
1992,Upper Secondary Level,Urban regions,At least once per week,0.07132,323,4105,0.06344,0.07919
1992,Upper Secondary Level,Urban regions,At least once per month,0.13806,611,4105,0.12751,0.14861
1992,Upper Secondary Level,Urban regions,Seldom,0.38470,1611,4105,0.36981,0.39958
1992,Upper Secondary Level,Urban regions,Never,0.40593,1560,4105,0.39090,0.42095
1992,Upper Secondary Level,Rural regions,At least once per week,0.08478,196,2455,0.07376,0.09580
1992,Upper Secondary Level,Rural regions,At least once per month,0.12024,295,2455,0.10737,0.13311
1992,Upper Secondary Level,Rural regions,Seldom,0.39776,1037,2455,0.37840,0.41713
1992,Upper Secondary Level,Rural regions,Never,0.39722,927,2455,0.37786,0.41658
1992,Post-secondary Non-tertiary Level,Urban regions,At least once per week,0.13475,38,298,0.09592,0.17358
1992,Post-secondary Non-tertiary Level,Urban regions,At least once per month,0.25177,62,298,0.20241,0.30113
1992,Post-secondary Non-tertiary Level,Urban regions,Seldom,0.38200,122,298,0.32674,0.43725
1992,Post-secondary Non-tertiary Level,Urban regions,Never,0.23149,76,298,0.18352,0.27946
1992,Post-secondary Non-tertiary Level,Rural regions,Seldom,0.37786,34,34,0.21243,0.54328
1992,First Stage of Tertiary Education,Urban regions,At least once per month,0.16697,77,444,0.13224,0.20170
1992,First Stage of Tertiary Education,Urban regions,Seldom,0.39492,208,444,0.34940,0.44044
1992,First Stage of Tertiary Education,Urban regions,Never,0.38519,159,444,0.33987,0.43051
1992,First Stage of Tertiary Education,Rural regions,At least once per month,0.11404,32,280,0.07674,0.15134
1992,First Stage of Tertiary Education,Rural regions,Seldom,0.47401,147,280,0.41542,0.53260
1992,First Stage of Tertiary Education,Rural regions,Never,0.38975,101,280,0.33252,0.44698
1992,Second Stage of Tertiary Education,Urban regions,At least once per week,0.04640,44,991,0.03330,0.05950
1992,Second Stage of Tertiary Education,Urban regions,At least once per month,0.20061,176,991,0.17566,0.22555
1992,Second Stage of Tertiary Education,Urban regions,Seldom,0.45626,495,991,0.42524,0.48729
1992,Second Stage of Tertiary Education,Urban regions,Never,0.29673,276,991,0.26828,0.32519
1992,Second Stage of Tertiary Education,Rural regions,At least once per month,0.10712,60,605,0.08246,0.13178
1992,Second Stage of Tertiary Education,Rural regions,Seldom,0.52038,357,605,0.48054,0.56022
1992,Second Stage of Tertiary Education,Rural regions,Never,0.33684,188,605,0.29915,0.37454
1994,No answer / don't know,Urban regions,At least once per month,0.24746,37,147,0.17746,0.31746
1994,No answer / don't know,Urban regions,Seldom,0.35457,54,147,0.27697,0.43217
1994,No answer / don't know,Urban regions,Never,0.28226,56,147,0.20925,0.35527
1994,Pre-primary Level,Urban regions,At least once per week,0.45044,72,134,0.36588,0.53500
1994,Pre-primary Level,Urban regions,At least once per month,0.36141,62,134,0.27976,0.44306
1994,Pre-primary Level,Rural regions,At least once per week,0.48728,31,31,0.30842,0.66615
1994,Primary Level,Urban regions,Seldom,0.23890,99,428,0.19845,0.27935
1994,Primary Level,Urban regions,Never,0.67042,329,428,0.62584,0.71501
1994,Primary Level,Rural regions,Never,0.60479,61,61,0.48108,0.72850
1994,Lower Secondary Level,Urban regions,At least once per week,0.08415,169,1707,0.07097,0.09732
1994,Lower Secondary Level,Urban regions,At least once per month,0.08675,178,1707,0.07339,0.10011
1994,Lower Secondary Level,Urban regions,Seldom,0.23669,445,1707,0.21652,0.25686
1994,Lower Secondary Level,Urban regions,Never,0.59241,915,1707,0.56909,0.61573
1994,Lower Secondary Level,Rural regions,At least once per week,0.09642,106,744,0.07520,0.11764
1994,Lower Secondary Level,Rural regions,At least once per month,0.10363,97,744,0.08172,0.12555
1994,Lower Secondary Level,Rural regions,Seldom,0.19950,154,744,0.17076,0.22823
1994,Lower Secondary Level,Rural regions,Never,0.60045,387,744,0.56523,0.63567
1994,Upper Secondary Level,Urban regions,At least once per week,0.07291,339,4107,0.06496,0.08087
1994,Upper Secondary Level,Urban regions,At least once per month,0.14191,632,4107,0.13123,0.15258
1994,Upper Secondary Level,Urban regions,Seldom,0.40003,1653,4107,0.38505,0.41502
1994,Upper Secondary Level,Urban regions,Never,0.38515,1483,4107,0.37026,0.40003
1994,Upper Secondary Level,Rural regions,At least once per week,0.08522,198,2399,0.07404,0.09639
1994,Upper Secondary Level,Rural regions,At least once per month,0.12092,308,2399,0.10787,0.13397
1994,Upper Secondary Level,Rural regions,Seldom,0.40330,1018,2399,0.38367,0.42294
1994,Upper Secondary Level,Rural regions,Never,0.39057,875,2399,0.37104,0.41009
1994,Post-secondary Non-tertiary Level,Urban regions,At least once per month,0.28984,77,259,0.23448,0.34520
1994,Post-secondary Non-tertiary Level,Urban regions,Seldom,0.41286,114,259,0.35278,0.47294
1994,Post-secondary Non-tertiary Level,Urban regions,Never,0.20614,68,259,0.15678,0.25551
1994,Post-secondary Non-tertiary Level,Rural regions,Seldom,0.34789,44,44,0.20552,0.49025
1994,First Stage of Tertiary Education,Urban regions,At least once per month,0.12868,71,433,0.09711,0.16026
1994,First Stage of Tertiary Education,Urban regions,Seldom,0.48598,225,433,0.43884,0.53311
1994,First Stage of Tertiary Education,Urban regions,Never,0.32845,137,433,0.28416,0.37274
1994,First Stage of Tertiary Education,Rural regions,At least once per month,0.12660,39,272,0.08701,0.16619
1994,First Stage of Tertiary Education,Rural regions,Seldom,0.49055,145,272,0.43103,0.55007
1994,First Stage of Tertiary Education,Rural regions,Never,0.32915,88,272,0.27321,0.38510
1994,Second Stage of Tertiary Education,Urban regions,At least once per week,0.05391,54,1034,0.04014,0.06769
1994,Second Stage of Tertiary Education,Urban regions,At least once per month,0.21126,203,1034,0.18637,0.23615
1994,Second Stage of Tertiary Education,Urban regions,Seldom,0.48499,527,1034,0.45451,0.51547
1994,Second Stage of Tertiary Education,Urban regions,Never,0.24983,250,1034,0.22343,0.27623
1994,Second Stage of Tertiary Education,Rural regions,At least once per month,0.10474,62,600,0.08022,0.12927
1994,Second Stage of Tertiary Education,Rural regions,Seldom,0.51990,354,600,0.47989,0.55991
1994,Second Stage of Tertiary Education,Rural regions,Never,0.35617,184,600,0.31782,0.39452
1995,No answer / don't know,Urban regions,At least once per month,0.25150,43,174,0.18684,0.31615
1995,No answer / don't know,Urban regions,Seldom,0.26562,50,174,0.19981,0.33144
1995,No answer / don't know,Urban regions,Never,0.33979,81,174,0.26921,0.41037
1995,Pre-primary Level,Urban regions,At least once per week,0.42362,81,186,0.35242,0.49483
1995,Pre-primary Level,Urban regions,At least once per month,0.36426,69,186,0.29492,0.43361
1995,Pre-primary Level,Urban regions,Seldom,0.16373,36,186,0.11041,0.21705
1995,Pre-primary Level,Rural regions,At least once per week,0.47015,39,70,0.35239,0.58792
1995,Pre-primary Level,Rural regions,At least once per month,0.34670,31,70,0.23441,0.45900
1995,Primary Level,Urban regions,Seldom,0.14271,59,415,0.10902,0.17640
1995,Primary Level,Urban regions,Never,0.76502,356,415,0.72418,0.80586
1995,Primary Level,Rural regions,Never,0.68027,65,65,0.56601,0.79454
1995,Lower Secondary Level,Urban regions,At least once per week,0.07110,149,1723,0.05896,0.08324
1995,Lower Secondary Level,Urban regions,At least once per month,0.09545,203,1723,0.08157,0.10932
1995,Lower Secondary Level,Urban regions,Seldom,0.20507,377,1723,0.18600,0.22414
1995,Lower Secondary Level,Urban regions,Never,0.62838,994,1723,0.60556,0.65121
1995,Lower Secondary Level,Rural regions,At least once per week,0.08780,100,759,0.06765,0.10794
1995,Lower Secondary Level,Rural regions,At least once per month,0.06490,78,759,0.04737,0.08244
1995,Lower Secondary Level,Rural regions,Seldom,0.20771,168,759,0.17883,0.23659
1995,Lower Secondary Level,Rural regions,Never,0.63959,413,759,0.60541,0.67377
1995,Upper Secondary Level,Urban regions,At least once per week,0.05229,256,4212,0.04556,0.05901
1995,Upper Secondary Level,Urban regions,At least once per month,0.13192,634,4212,0.12170,0.14214
1995,Upper Secondary Level,Urban regions,Seldom,0.36128,1586,4212,0.34677,0.37578
1995,Upper Secondary Level,Urban regions,Never,0.45452,1736,4212,0.43948,0.46956
1995,Upper Secondary Level,Rural regions,At least once per week,0.05180,151,2478,0.04307,0.06052
1995,Upper Secondary Level,Rural regions,At least once per month,0.12539,325,2478,0.11235,0.13843
1995,Upper Secondary Level,Rural regions,Seldom,0.36894,983,2478,0.34994,0.38794
1995,Upper Secondary Level,Rural regions,Never,0.45387,1019,2478,0.43426,0.47348
1995,Post-secondary Non-tertiary Level,Urban regions,At least once per month,0.26997,90,336,0.22243,0.31751
1995,Post-secondary Non-tertiary Level,Urban regions,Seldom,0.41165,139,336,0.35895,0.46435
1995,Post-secondary Non-tertiary Level,Urban regions,Never,0.25650,107,336,0.20973,0.30326
1995,Post-secondary Non-tertiary Level,Rural regions,At least once per month,0.37099,33,107,0.27903,0.46295
1995,Post-secondary Non-tertiary Level,Rural regions,Seldom,0.32279,42,107,0.23378,0.41179
1995,Post-secondary Non-tertiary Level,Rural regions,Never,0.26474,32,107,0.18075,0.34873
1995,First Stage of Tertiary Education,Urban regions,At least once per month,0.16003,77,443,0.12585,0.19421
1995,First Stage of Tertiary Education,Urban regions,Seldom,0.34461,182,443,0.30030,0.38891
1995,First Stage of Tertiary Education,Urban regions,Never,0.47867,184,443,0.43210,0.52524
1995,First Stage of Tertiary Education,Rural regions,At least once per month,0.12818,38,286,0.08937,0.16699
1995,First Stage of Tertiary Education,Rural regions,Seldom,0.36985,131,286,0.31380,0.42589
1995,First Stage of Tertiary Education,Rural regions,Never,0.46219,117,286,0.40431,0.52008
1995,Second Stage of Tertiary Education,Urban regions,At least once per week,0.03905,44,1101,0.02760,0.05050
1995,Second Stage of Tertiary Education,Urban regions,At least once per month,0.18602,198,1101,0.16302,0.20902
1995,Second Stage of Tertiary Education,Urban regions,Seldom,0.46745,540,1101,0.43796,0.49693
1995,Second Stage of Tertiary Education,Urban regions,Never,0.30748,319,1101,0.28021,0.33475
1995,Second Stage of Tertiary Education,Rural regions,At least once per month,0.09966,67,639,0.07641,0.12290
1995,Second Stage of Tertiary Education,Rural regions,Seldom,0.45452,334,639,0.41588,0.49316
1995,Second Stage of Tertiary Education,Rural regions,Never,0.43148,238,639,0.39305,0.46992
1996,No answer / don't know,Urban regions,At least once per month,0.27555,55,171,0.20838,0.34271
1996,No answer / don't know,Urban regions,Seldom,0.38981,70,171,0.31650,0.46313
1996,No answer / don't know,Urban regions,Never,0.17763,46,171,0.12018,0.23509
1996,Pre-primary Level,Urban regions,At least once per week,0.41200,71,165,0.33667,0.48733
1996,Pre-primary Level,Urban regions,At least once per month,0.47224,94,165,0.39583,0.54865
1996,Pre-primary Level,Rural regions,At least once per week,0.47235,43,43,0.32137,0.62334
1996,Primary Level,Urban regions,Seldom,0.25371,90,376,0.20967,0.29775
1996,Primary Level,Urban regions,Never,0.65715,286,376,0.60911,0.70520
1996,Primary Level,Rural regions,Never,0.52353,52,52,0.38645,0.66060
1996,Lower Secondary Level,Urban regions,At least once per week,0.07337,140,1634,0.06072,0.08601
1996,Lower Secondary Level,Urban regions,At least once per month,0.11409,218,1634,0.09867,0.12951
1996,Lower Secondary Level,Urban regions,Seldom,0.25886,450,1634,0.23762,0.28011
1996,Lower Secondary Level,Urban regions,Never,0.55368,826,1634,0.52957,0.57779
1996,Lower Secondary Level,Rural regions,At least once per week,0.09888,102,733,0.07726,0.12050
1996,Lower Secondary Level,Rural regions,At least once per month,0.08869,88,733,0.06809,0.10928
1996,Lower Secondary Level,Rural regions,Seldom,0.26679,211,733,0.23475,0.29883
1996,Lower Secondary Level,Rural regions,Never,0.54564,332,733,0.50957,0.58171
1996,Upper Secondary Level,Urban regions,At least once per week,0.08247,364,4128,0.07407,0.09086
1996,Upper Secondary Level,Urban regions,At least once per month,0.16274,759,4128,0.15148,0.17400
1996,Upper Secondary Level,Urban regions,Seldom,0.39602,1656,4128,0.38110,0.41094
1996,Upper Secondary Level,Urban regions,Never,0.35877,1349,4128,0.34414,0.37341
1996,Upper Secondary Level,Rural regions,At least once per week,0.07886,201,2461,0.06821,0.08952
1996,Upper Secondary Level,Rural regions,At least once per month,0.16250,411,2461,0.14793,0.17708
1996,Upper Secondary Level,Rural regions,Seldom,0.41745,1121,2461,0.39796,0.43694
1996,Upper Secondary Level,Rural regions,Never,0.34118,728,2461,0.32245,0.35992
