year,quintil_oecd,regtyp,pli0091_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,3rd Quintile,Rural regions,At least once per month,0.13320,65,448,0.10170,0.16470
1986,3rd Quintile,Rural regions,Seldom,0.34754,155,448,0.30339,0.39168
1986,3rd Quintile,Rural regions,Never,0.40269,174,448,0.35722,0.44815
1986,4th Quintile,Urban regions,At least once per week,0.09276,181,1776,0.07926,0.10625
1986,4th Quintile,Urban regions,At least once per month,0.16147,289,1776,0.14435,0.17859
1986,4th Quintile,Urban regions,Seldom,0.33953,601,1776,0.31750,0.36156
1986,4th Quintile,Urban regions,Never,0.40625,705,1776,0.38340,0.42909
1986,4th Quintile,Rural regions,At least once per week,0.13299,57,429,0.10082,0.16516
1986,4th Quintile,Rural regions,At least once per month,0.16030,64,429,0.12554,0.19505
1986,4th Quintile,Rural regions,Seldom,0.34985,154,429,0.30467,0.39504
1986,4th Quintile,Rural regions,Never,0.35686,154,429,0.31148,0.40225
1986,5th Quintile,Urban regions,At least once per week,0.07620,129,1677,0.06349,0.08890
1986,5th Quintile,Urban regions,At least once per month,0.17125,315,1677,0.15322,0.18929
1986,5th Quintile,Urban regions,Seldom,0.38336,652,1677,0.36009,0.40664
1986,5th Quintile,Urban regions,Never,0.36919,581,1677,0.34608,0.39229
1986,5th Quintile,Rural regions,At least once per week,0.11006,47,397,0.07924,0.14089
1986,5th Quintile,Rural regions,At least once per month,0.12511,51,397,0.09253,0.15770
1986,5th Quintile,Rural regions,Seldom,0.36462,150,397,0.31721,0.41202
1986,5th Quintile,Rural regions,Never,0.40020,149,397,0.35195,0.44846
1988,1st Quintile,Urban regions,At least once per week,0.07726,111,1521,0.06384,0.09068
1988,1st Quintile,Urban regions,At least once per month,0.11040,195,1521,0.09465,0.12616
1988,1st Quintile,Urban regions,Seldom,0.21177,335,1521,0.19123,0.23231
1988,1st Quintile,Urban regions,Never,0.60057,880,1521,0.57595,0.62519
1988,1st Quintile,Rural regions,At least once per week,0.07997,36,432,0.05436,0.10557
1988,1st Quintile,Rural regions,At least once per month,0.08077,38,432,0.05504,0.10649
1988,1st Quintile,Rural regions,Seldom,0.19354,94,432,0.15624,0.23084
1988,1st Quintile,Rural regions,Never,0.64573,264,432,0.60057,0.69088
1988,2nd Quintile,Urban regions,At least once per week,0.06515,118,1559,0.05290,0.07741
1988,2nd Quintile,Urban regions,At least once per month,0.12053,219,1559,0.10436,0.13669
1988,2nd Quintile,Urban regions,Seldom,0.29427,454,1559,0.27164,0.31690
1988,2nd Quintile,Urban regions,Never,0.52006,768,1559,0.49525,0.54486
1988,2nd Quintile,Rural regions,At least once per week,0.06448,35,414,0.04080,0.08817
1988,2nd Quintile,Rural regions,At least once per month,0.13861,62,414,0.10529,0.17194
1988,2nd Quintile,Rural regions,Seldom,0.29960,133,414,0.25542,0.34378
1988,2nd Quintile,Rural regions,Never,0.49731,184,414,0.44909,0.54553
1988,3rd Quintile,Urban regions,At least once per week,0.08305,142,1557,0.06933,0.09676
1988,3rd Quintile,Urban regions,At least once per month,0.16077,250,1557,0.14252,0.17902
1988,3rd Quintile,Urban regions,Seldom,0.31885,489,1557,0.29570,0.34201
1988,3rd Quintile,Urban regions,Never,0.43733,676,1557,0.41269,0.46198
1988,3rd Quintile,Rural regions,At least once per week,0.11095,55,420,0.08087,0.14102
1988,3rd Quintile,Rural regions,At least once per month,0.15815,68,420,0.12321,0.19309
1988,3rd Quintile,Rural regions,Seldom,0.31230,129,420,0.26793,0.35668
1988,3rd Quintile,Rural regions,Never,0.41860,168,420,0.37137,0.46584
1988,4th Quintile,Urban regions,At least once per week,0.08193,145,1603,0.06850,0.09536
1988,4th Quintile,Urban regions,At least once per month,0.15301,245,1603,0.13538,0.17064
1988,4th Quintile,Urban regions,Seldom,0.35284,536,1603,0.32944,0.37624
1988,4th Quintile,Urban regions,Never,0.41222,677,1603,0.38812,0.43633
1988,4th Quintile,Rural regions,At least once per week,0.10455,46,447,0.07615,0.13294
1988,4th Quintile,Rural regions,At least once per month,0.18654,84,447,0.15039,0.22269
1988,4th Quintile,Rural regions,Seldom,0.36838,167,447,0.32362,0.41315
1988,4th Quintile,Rural regions,Never,0.34053,150,447,0.29655,0.38451
1988,5th Quintile,Urban regions,At least once per week,0.07694,139,1598,0.06387,0.09001
1988,5th Quintile,Urban regions,At least once per month,0.18739,298,1598,0.16825,0.20653
1988,5th Quintile,Urban regions,Seldom,0.39770,624,1598,0.37370,0.42171
1988,5th Quintile,Urban regions,Never,0.33797,537,1598,0.31477,0.36117
1988,5th Quintile,Rural regions,At least once per week,0.10958,36,329,0.07577,0.14338
1988,5th Quintile,Rural regions,At least once per month,0.16834,61,329,0.12785,0.20884
1988,5th Quintile,Rural regions,Seldom,0.37953,125,329,0.32701,0.43204
1988,5th Quintile,Rural regions,Never,0.34255,107,329,0.29119,0.39391
1990,1st Quintile,Urban regions,At least once per week,0.03919,73,1470,0.02927,0.04912
1990,1st Quintile,Urban regions,At least once per month,0.11623,179,1470,0.09984,0.13263
1990,1st Quintile,Urban regions,Seldom,0.18897,270,1470,0.16895,0.20899
1990,1st Quintile,Urban regions,Never,0.65560,948,1470,0.63130,0.67990
1990,1st Quintile,Rural regions,At least once per month,0.06801,33,407,0.04352,0.09249
1990,1st Quintile,Rural regions,Seldom,0.20120,89,407,0.16221,0.24020
1990,1st Quintile,Rural regions,Never,0.68097,285,407,0.63563,0.72631
1990,2nd Quintile,Urban regions,At least once per week,0.04730,77,1485,0.03650,0.05810
1990,2nd Quintile,Urban regions,At least once per month,0.11041,188,1485,0.09447,0.12636
1990,2nd Quintile,Urban regions,Seldom,0.29700,428,1485,0.27375,0.32025
1990,2nd Quintile,Urban regions,Never,0.54530,792,1485,0.51996,0.57063
1990,2nd Quintile,Rural regions,At least once per month,0.12965,51,370,0.09537,0.16392
1990,2nd Quintile,Rural regions,Seldom,0.33948,148,370,0.29117,0.38780
1990,2nd Quintile,Rural regions,Never,0.47053,171,370,0.41960,0.52146
1990,3rd Quintile,Urban regions,At least once per week,0.03661,78,1536,0.02721,0.04600
1990,3rd Quintile,Urban regions,At least once per month,0.15064,233,1536,0.13274,0.16853
1990,3rd Quintile,Urban regions,Seldom,0.31869,449,1536,0.29538,0.34200
1990,3rd Quintile,Urban regions,Never,0.49406,776,1536,0.46905,0.51907
1990,3rd Quintile,Rural regions,At least once per week,0.09206,32,350,0.06172,0.12239
1990,3rd Quintile,Rural regions,At least once per month,0.11530,40,350,0.08179,0.14881
1990,3rd Quintile,Rural regions,Seldom,0.32463,115,350,0.27550,0.37375
1990,3rd Quintile,Rural regions,Never,0.46801,163,350,0.41566,0.52036
1990,4th Quintile,Urban regions,At least once per week,0.06022,96,1475,0.04808,0.07237
1990,4th Quintile,Urban regions,At least once per month,0.16721,253,1475,0.14816,0.18626
1990,4th Quintile,Urban regions,Seldom,0.32262,459,1475,0.29875,0.34648
1990,4th Quintile,Urban regions,Never,0.44996,667,1475,0.42456,0.47535
1990,4th Quintile,Rural regions,At least once per week,0.08353,40,464,0.05833,0.10874
1990,4th Quintile,Rural regions,At least once per month,0.15144,75,464,0.11879,0.18409
1990,4th Quintile,Rural regions,Seldom,0.36245,156,464,0.31866,0.40623
1990,4th Quintile,Rural regions,Never,0.40258,193,464,0.35791,0.44725
1990,5th Quintile,Urban regions,At least once per week,0.05390,96,1505,0.04249,0.06532
1990,5th Quintile,Urban regions,At least once per month,0.15718,249,1505,0.13878,0.17557
1990,5th Quintile,Urban regions,Seldom,0.40233,586,1505,0.37755,0.42712
1990,5th Quintile,Urban regions,Never,0.38658,574,1505,0.36197,0.41119
1990,5th Quintile,Rural regions,At least once per month,0.13604,46,298,0.09705,0.17503
1990,5th Quintile,Rural regions,Seldom,0.43264,132,298,0.37629,0.48899
1990,5th Quintile,Rural regions,Never,0.38758,120,298,0.33217,0.44299
1992,1st Quintile,Urban regions,At least once per week,0.05987,83,1380,0.04735,0.07240
1992,1st Quintile,Urban regions,At least once per month,0.11151,161,1380,0.09490,0.12812
1992,1st Quintile,Urban regions,Seldom,0.25362,391,1380,0.23065,0.27658
1992,1st Quintile,Urban regions,Never,0.57500,745,1380,0.54891,0.60109
1992,1st Quintile,Rural regions,At least once per week,0.05909,77,1305,0.04629,0.07188
1992,1st Quintile,Rural regions,At least once per month,0.07118,93,1305,0.05722,0.08513
1992,1st Quintile,Rural regions,Seldom,0.25758,405,1305,0.23385,0.28132
1992,1st Quintile,Rural regions,Never,0.61215,730,1305,0.58570,0.63860
1992,2nd Quintile,Urban regions,At least once per week,0.06115,111,1650,0.04959,0.07271
1992,2nd Quintile,Urban regions,At least once per month,0.12159,201,1650,0.10581,0.13736
1992,2nd Quintile,Urban regions,Seldom,0.29371,545,1650,0.27173,0.31569
1992,2nd Quintile,Urban regions,Never,0.52355,793,1650,0.49944,0.54766
1992,2nd Quintile,Rural regions,At least once per week,0.08180,97,1153,0.06598,0.09763
1992,2nd Quintile,Rural regions,At least once per month,0.12590,152,1153,0.10674,0.14506
1992,2nd Quintile,Rural regions,Seldom,0.36077,483,1153,0.33304,0.38851
1992,2nd Quintile,Rural regions,Never,0.43152,421,1153,0.40292,0.46012
1992,3rd Quintile,Urban regions,At least once per week,0.06899,150,1731,0.05705,0.08093
1992,3rd Quintile,Urban regions,At least once per month,0.13029,241,1731,0.11443,0.14616
1992,3rd Quintile,Urban regions,Seldom,0.37559,647,1731,0.35277,0.39841
1992,3rd Quintile,Urban regions,Never,0.42512,693,1731,0.40183,0.44842
1992,3rd Quintile,Rural regions,At least once per week,0.07500,86,891,0.05769,0.09230
1992,3rd Quintile,Rural regions,At least once per month,0.11047,113,891,0.08987,0.13106
1992,3rd Quintile,Rural regions,Seldom,0.43946,394,891,0.40685,0.47206
1992,3rd Quintile,Rural regions,Never,0.37508,298,891,0.34327,0.40689
1992,4th Quintile,Urban regions,At least once per week,0.09958,180,1868,0.08599,0.11316
1992,4th Quintile,Urban regions,At least once per month,0.15874,309,1868,0.14216,0.17532
1992,4th Quintile,Urban regions,Seldom,0.37285,706,1868,0.35092,0.39479
1992,4th Quintile,Urban regions,Never,0.36883,673,1868,0.34694,0.39072
1992,4th Quintile,Rural regions,At least once per week,0.11310,78,695,0.08953,0.13666
1992,4th Quintile,Rural regions,At least once per month,0.15181,100,695,0.12511,0.17851
1992,4th Quintile,Rural regions,Seldom,0.42813,314,695,0.39132,0.46494
1992,4th Quintile,Rural regions,Never,0.30696,203,695,0.27265,0.34128
1992,5th Quintile,Urban regions,At least once per week,0.06544,148,1932,0.05441,0.07647
1992,5th Quintile,Urban regions,At least once per month,0.19556,390,1932,0.17787,0.21326
1992,5th Quintile,Urban regions,Seldom,0.42550,815,1932,0.40345,0.44756
1992,5th Quintile,Urban regions,Never,0.31349,579,1932,0.29280,0.33418
1992,5th Quintile,Rural regions,At least once per week,0.10615,50,432,0.07707,0.13523
1992,5th Quintile,Rural regions,At least once per month,0.15556,68,432,0.12134,0.18978
1992,5th Quintile,Rural regions,Seldom,0.48357,214,432,0.43639,0.53075
1992,5th Quintile,Rural regions,Never,0.25472,100,432,0.21358,0.29585
1994,1st Quintile,Urban regions,At least once per week,0.06800,102,1524,0.05536,0.08065
1994,1st Quintile,Urban regions,At least once per month,0.11766,190,1524,0.10148,0.13384
1994,1st Quintile,Urban regions,Seldom,0.26848,424,1524,0.24623,0.29074
1994,1st Quintile,Urban regions,Never,0.54585,808,1524,0.52085,0.57086
1994,1st Quintile,Rural regions,At least once per week,0.05404,63,970,0.03980,0.06828
1994,1st Quintile,Rural regions,At least once per month,0.06631,75,970,0.05065,0.08198
1994,1st Quintile,Rural regions,Seldom,0.26854,316,970,0.24064,0.29645
1994,1st Quintile,Rural regions,Never,0.61110,516,970,0.58041,0.64180
1994,2nd Quintile,Urban regions,At least once per week,0.06452,129,1607,0.05250,0.07653
1994,2nd Quintile,Urban regions,At least once per month,0.12242,192,1607,0.10639,0.13845
1994,2nd Quintile,Urban regions,Seldom,0.33239,569,1607,0.30936,0.35543
1994,2nd Quintile,Urban regions,Never,0.48067,717,1607,0.45624,0.50511
1994,2nd Quintile,Rural regions,At least once per week,0.06948,78,1036,0.05399,0.08497
1994,2nd Quintile,Rural regions,At least once per month,0.11818,122,1036,0.09851,0.13785
1994,2nd Quintile,Rural regions,Seldom,0.36614,408,1036,0.33679,0.39549
1994,2nd Quintile,Rural regions,Never,0.44621,428,1036,0.41592,0.47649
1994,3rd Quintile,Urban regions,At least once per week,0.08499,156,1650,0.07153,0.09845
1994,3rd Quintile,Urban regions,At least once per month,0.13348,232,1650,0.11707,0.14990
1994,3rd Quintile,Urban regions,Seldom,0.36989,619,1650,0.34659,0.39320
1994,3rd Quintile,Urban regions,Never,0.41163,643,1650,0.38788,0.43538
1994,3rd Quintile,Rural regions,At least once per week,0.10395,103,1027,0.08528,0.12263
1994,3rd Quintile,Rural regions,At least once per month,0.13425,151,1027,0.11339,0.15511
1994,3rd Quintile,Rural regions,Seldom,0.38087,443,1027,0.35116,0.41059
1994,3rd Quintile,Rural regions,Never,0.38093,330,1027,0.35121,0.41064
1994,4th Quintile,Urban regions,At least once per week,0.09784,191,1761,0.08396,0.11172
1994,4th Quintile,Urban regions,At least once per month,0.15604,297,1761,0.13909,0.17299
1994,4th Quintile,Urban regions,Seldom,0.40631,712,1761,0.38336,0.42925
1994,4th Quintile,Urban regions,Never,0.33981,561,1761,0.31768,0.36194
1994,4th Quintile,Rural regions,At least once per week,0.10901,87,763,0.08689,0.13114
1994,4th Quintile,Rural regions,At least once per month,0.15994,123,763,0.13392,0.18597
1994,4th Quintile,Rural regions,Seldom,0.41240,328,763,0.37745,0.44735
1994,4th Quintile,Rural regions,Never,0.31864,225,763,0.28556,0.35173
1994,5th Quintile,Urban regions,At least once per week,0.07083,150,1852,0.05914,0.08251
1994,5th Quintile,Urban regions,At least once per month,0.18688,371,1852,0.16912,0.20464
1994,5th Quintile,Urban regions,Seldom,0.46087,821,1852,0.43816,0.48358
1994,5th Quintile,Urban regions,Never,0.28142,510,1852,0.26093,0.30190
1994,5th Quintile,Rural regions,At least once per week,0.10412,56,549,0.07855,0.12969
1994,5th Quintile,Rural regions,At least once per month,0.15310,93,549,0.12295,0.18325
1994,5th Quintile,Rural regions,Seldom,0.50372,272,549,0.46185,0.54558
1994,5th Quintile,Rural regions,Never,0.23906,128,549,0.20335,0.27477
1995,1st Quintile,Urban regions,At least once per week,0.06922,111,1603,0.05679,0.08165
1995,1st Quintile,Urban regions,At least once per month,0.13268,216,1603,0.11607,0.14929
1995,1st Quintile,Urban regions,Seldom,0.24976,390,1603,0.22856,0.27096
1995,1st Quintile,Urban regions,Never,0.54834,886,1603,0.52397,0.57271
1995,1st Quintile,Rural regions,At least once per week,0.04919,52,914,0.03516,0.06322
1995,1st Quintile,Rural regions,At least once per month,0.09977,93,914,0.08033,0.11921
1995,1st Quintile,Rural regions,Seldom,0.27073,280,914,0.24190,0.29955
1995,1st Quintile,Rural regions,Never,0.58031,489,914,0.54830,0.61232
1995,2nd Quintile,Urban regions,At least once per week,0.04527,104,1802,0.03567,0.05488
1995,2nd Quintile,Urban regions,At least once per month,0.11320,233,1802,0.09857,0.12784
1995,2nd Quintile,Urban regions,Seldom,0.29578,571,1802,0.27470,0.31686
1995,2nd Quintile,Urban regions,Never,0.54574,894,1802,0.52275,0.56874
1995,2nd Quintile,Rural regions,At least once per week,0.05829,79,1073,0.04427,0.07232
1995,2nd Quintile,Rural regions,At least once per month,0.08954,100,1073,0.07245,0.10663
1995,2nd Quintile,Rural regions,Seldom,0.29186,367,1073,0.26465,0.31908
1995,2nd Quintile,Rural regions,Never,0.56031,527,1073,0.53059,0.59002
1995,3rd Quintile,Urban regions,At least once per week,0.06205,123,1674,0.05049,0.07361
1995,3rd Quintile,Urban regions,At least once per month,0.12336,238,1674,0.10760,0.13912
1995,3rd Quintile,Urban regions,Seldom,0.30527,554,1674,0.28320,0.32734
1995,3rd Quintile,Urban regions,Never,0.50932,759,1674,0.48536,0.53327
1995,3rd Quintile,Rural regions,At least once per week,0.06545,86,1039,0.05041,0.08050
1995,3rd Quintile,Rural regions,At least once per month,0.12232,142,1039,0.10239,0.14226
1995,3rd Quintile,Rural regions,Seldom,0.33509,408,1039,0.30638,0.36381
1995,3rd Quintile,Rural regions,Never,0.47713,403,1039,0.44674,0.50752
1995,4th Quintile,Urban regions,At least once per week,0.07120,154,1759,0.05918,0.08323
1995,4th Quintile,Urban regions,At least once per month,0.15403,302,1759,0.13716,0.17091
1995,4th Quintile,Urban regions,Seldom,0.36799,651,1759,0.34545,0.39053
1995,4th Quintile,Urban regions,Never,0.40677,652,1759,0.38381,0.42974
1995,4th Quintile,Rural regions,At least once per week,0.07790,68,893,0.06032,0.09549
1995,4th Quintile,Rural regions,At least once per month,0.16335,177,893,0.13909,0.18761
1995,4th Quintile,Rural regions,Seldom,0.36744,345,893,0.33580,0.39908
1995,4th Quintile,Rural regions,Never,0.39131,303,893,0.35928,0.42334
1995,5th Quintile,Urban regions,At least once per week,0.05453,110,1850,0.04418,0.06488
1995,5th Quintile,Urban regions,At least once per month,0.18219,344,1850,0.16460,0.19979
1995,5th Quintile,Urban regions,Seldom,0.42533,802,1850,0.40280,0.44787
1995,5th Quintile,Urban regions,Never,0.33795,594,1850,0.31639,0.35951
1995,5th Quintile,Rural regions,At least once per week,0.06090,44,608,0.04187,0.07992
1995,5th Quintile,Rural regions,At least once per month,0.12745,72,608,0.10092,0.15398
1995,5th Quintile,Rural regions,Seldom,0.47381,305,608,0.43409,0.51353
1995,5th Quintile,Rural regions,Never,0.33784,187,608,0.30022,0.37547
1996,1st Quintile,Urban regions,At least once per week,0.07924,128,1664,0.06626,0.09222
1996,1st Quintile,Urban regions,At least once per month,0.14581,245,1664,0.12885,0.16277
1996,1st Quintile,Urban regions,Seldom,0.29451,484,1664,0.27260,0.31641
1996,1st Quintile,Urban regions,Never,0.48044,807,1664,0.45643,0.50446
1996,1st Quintile,Rural regions,At least once per week,0.06872,65,894,0.05212,0.08531
1996,1st Quintile,Rural regions,At least once per month,0.11260,117,894,0.09187,0.13333
1996,1st Quintile,Rural regions,Seldom,0.31764,327,894,0.28711,0.34818
1996,1st Quintile,Rural regions,Never,0.50104,385,894,0.46825,0.53384
1996,2nd Quintile,Urban regions,At least once per week,0.07197,122,1676,0.05959,0.08435
1996,2nd Quintile,Urban regions,At least once per month,0.14517,264,1676,0.12830,0.16204
1996,2nd Quintile,Urban regions,Seldom,0.34714,605,1676,0.32434,0.36994
1996,2nd Quintile,Urban regions,Never,0.43572,685,1676,0.41197,0.45946
1996,2nd Quintile,Rural regions,At least once per week,0.06623,63,933,0.05026,0.08219
1996,2nd Quintile,Rural regions,At least once per month,0.12898,127,933,0.10746,0.15050
1996,2nd Quintile,Rural regions,Seldom,0.40088,427,933,0.36942,0.43234
1996,2nd Quintile,Rural regions,Never,0.40392,316,933,0.37241,0.43542
1996,3rd Quintile,Urban regions,At least once per week,0.07655,134,1569,0.06339,0.08971
1996,3rd Quintile,Urban regions,At least once per month,0.15513,281,1569,0.13721,0.17305
1996,3rd Quintile,Urban regions,Seldom,0.38303,614,1569,0.35896,0.40709
1996,3rd Quintile,Urban regions,Never,0.38529,540,1569,0.36120,0.40938
1996,3rd Quintile,Rural regions,At least once per week,0.08543,103,1106,0.06895,0.10191
1996,3rd Quintile,Rural regions,At least once per month,0.16412,179,1106,0.14228,0.18596
1996,3rd Quintile,Rural regions,Seldom,0.40146,482,1106,0.37255,0.43036
1996,3rd Quintile,Rural regions,Never,0.34899,342,1106,0.32089,0.37710
1996,4th Quintile,Urban regions,At least once per week,0.09432,165,1789,0.08077,0.10787
1996,4th Quintile,Urban regions,At least once per month,0.20567,397,1789,0.18694,0.22441
1996,4th Quintile,Urban regions,Seldom,0.39314,730,1789,0.37050,0.41578
1996,4th Quintile,Urban regions,Never,0.30687,497,1789,0.28549,0.32825
1996,4th Quintile,Rural regions,At least once per week,0.09292,111,914,0.07409,0.11175
1996,4th Quintile,Rural regions,At least once per month,0.20941,195,914,0.18302,0.23581
1996,4th Quintile,Rural regions,Seldom,0.42733,415,914,0.39524,0.45942
1996,4th Quintile,Rural regions,Never,0.27033,193,914,0.24152,0.29914
1996,5th Quintile,Urban regions,At least once per week,0.08572,177,1799,0.07278,0.09866
1996,5th Quintile,Urban regions,At least once per month,0.21068,416,1799,0.19183,0.22953
1996,5th Quintile,Urban regions,Seldom,0.44599,793,1799,0.42301,0.46896
1996,5th Quintile,Urban regions,Never,0.25761,413,1799,0.23740,0.27783
1996,5th Quintile,Rural regions,At least once per week,0.10593,70,633,0.08194,0.12992
1996,5th Quintile,Rural regions,At least once per month,0.17575,110,633,0.14608,0.20542
1996,5th Quintile,Rural regions,Seldom,0.47715,320,633,0.43821,0.51610
1996,5th Quintile,Rural regions,Never,0.24117,133,633,0.20781,0.27452
1997,1st Quintile,Urban regions,At least once per week,0.06839,98,1551,0.05582,0.08095
1997,1st Quintile,Urban regions,At least once per month,0.11607,208,1551,0.10012,0.13201
1997,1st Quintile,Urban regions,Seldom,0.28843,453,1551,0.26587,0.31098
1997,1st Quintile,Urban regions,Never,0.52712,792,1551,0.50226,0.55197
1997,1st Quintile,Rural regions,At least once per week,0.05262,49,812,0.03725,0.06798
1997,1st Quintile,Rural regions,At least once per month,0.12537,114,812,0.10258,0.14816
1997,1st Quintile,Rural regions,Seldom,0.33747,297,812,0.30492,0.37001
1997,1st Quintile,Rural regions,Never,0.48455,352,812,0.45015,0.51894
1997,2nd Quintile,Urban regions,At least once per week,0.05860,113,1653,0.04727,0.06993
1997,2nd Quintile,Urban regions,At least once per month,0.14606,272,1653,0.12903,0.16309
1997,2nd Quintile,Urban regions,Seldom,0.34387,590,1653,0.32097,0.36678
1997,2nd Quintile,Urban regions,Never,0.45147,678,1653,0.42747,0.47547
1997,2nd Quintile,Rural regions,At least once per week,0.08087,84,1064,0.06448,0.09726
1997,2nd Quintile,Rural regions,At least once per month,0.12526,144,1064,0.10536,0.14516
1997,2nd Quintile,Rural regions,Seldom,0.35021,434,1064,0.32154,0.37889
1997,2nd Quintile,Rural regions,Never,0.44366,402,1064,0.41379,0.47352
1997,3rd Quintile,Urban regions,At least once per week,0.07804,139,1601,0.06490,0.09119
1997,3rd Quintile,Urban regions,At least once per month,0.18375,300,1601,0.16478,0.20273
1997,3rd Quintile,Urban regions,Seldom,0.36209,608,1601,0.33854,0.38563
1997,3rd Quintile,Urban regions,Never,0.37612,554,1601,0.35238,0.39985
1997,3rd Quintile,Rural regions,At least once per week,0.09325,98,1003,0.07524,0.11125
1997,3rd Quintile,Rural regions,At least once per month,0.12995,159,1003,0.10913,0.15077
