year,bula_h,quintil_oecd,pli0091_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,"Rhineland-Palatinate, Saarland",3rd Quintile,Seldom,0.27907,54,131,0.20196,0.35617
1985,"Rhineland-Palatinate, Saarland",3rd Quintile,Never,0.45061,77,131,0.36508,0.53614
1985,"Rhineland-Palatinate, Saarland",4th Quintile,Seldom,0.32276,52,117,0.23767,0.40784
1985,"Rhineland-Palatinate, Saarland",4th Quintile,Never,0.41412,65,117,0.32448,0.50376
1985,"Rhineland-Palatinate, Saarland",5th Quintile,Seldom,0.28888,36,87,0.19309,0.38468
1985,"Rhineland-Palatinate, Saarland",5th Quintile,Never,0.42667,51,87,0.32214,0.53121
1985,Baden-Wuerttemberg,1st Quintile,At least once per month,0.11445,38,361,0.08156,0.14734
1985,Baden-Wuerttemberg,1st Quintile,Seldom,0.19614,96,361,0.15512,0.23716
1985,Baden-Wuerttemberg,1st Quintile,Never,0.65000,227,361,0.60073,0.69927
1985,Baden-Wuerttemberg,2nd Quintile,At least once per week,0.10833,52,405,0.07803,0.13864
1985,Baden-Wuerttemberg,2nd Quintile,At least once per month,0.11555,48,405,0.08438,0.14673
1985,Baden-Wuerttemberg,2nd Quintile,Seldom,0.25076,90,405,0.20849,0.29303
1985,Baden-Wuerttemberg,2nd Quintile,Never,0.52536,215,405,0.47666,0.57405
1985,Baden-Wuerttemberg,3rd Quintile,At least once per week,0.10121,55,467,0.07383,0.12860
1985,Baden-Wuerttemberg,3rd Quintile,At least once per month,0.13393,57,467,0.10300,0.16485
1985,Baden-Wuerttemberg,3rd Quintile,Seldom,0.27990,123,467,0.23913,0.32066
1985,Baden-Wuerttemberg,3rd Quintile,Never,0.48497,232,467,0.43959,0.53034
1985,Baden-Wuerttemberg,4th Quintile,At least once per week,0.07949,34,417,0.05350,0.10549
1985,Baden-Wuerttemberg,4th Quintile,At least once per month,0.14066,58,417,0.10725,0.17407
1985,Baden-Wuerttemberg,4th Quintile,Seldom,0.32242,131,417,0.27750,0.36733
1985,Baden-Wuerttemberg,4th Quintile,Never,0.45742,194,417,0.40955,0.50530
1985,Baden-Wuerttemberg,5th Quintile,At least once per week,0.06871,31,350,0.04217,0.09525
1985,Baden-Wuerttemberg,5th Quintile,At least once per month,0.15945,57,350,0.12104,0.19786
1985,Baden-Wuerttemberg,5th Quintile,Seldom,0.35221,122,350,0.30210,0.40233
1985,Baden-Wuerttemberg,5th Quintile,Never,0.41964,140,350,0.36786,0.47141
1985,Bavaria,1st Quintile,At least once per month,0.13970,43,272,0.09842,0.18097
1985,Bavaria,1st Quintile,Seldom,0.23416,80,272,0.18374,0.28458
1985,Bavaria,1st Quintile,Never,0.55851,149,272,0.49939,0.61763
1985,Bavaria,2nd Quintile,At least once per week,0.10648,45,404,0.07636,0.13659
1985,Bavaria,2nd Quintile,At least once per month,0.10099,47,404,0.07157,0.13041
1985,Bavaria,2nd Quintile,Seldom,0.27637,112,404,0.23271,0.32004
1985,Bavaria,2nd Quintile,Never,0.51616,200,404,0.46736,0.56495
1985,Bavaria,3rd Quintile,At least once per week,0.11660,38,363,0.08354,0.14967
1985,Bavaria,3rd Quintile,At least once per month,0.14430,59,363,0.10810,0.18049
1985,Bavaria,3rd Quintile,Seldom,0.32406,119,363,0.27585,0.37227
1985,Bavaria,3rd Quintile,Never,0.41504,147,363,0.36428,0.46580
1985,Bavaria,4th Quintile,At least once per week,0.10023,43,380,0.07000,0.13047
1985,Bavaria,4th Quintile,At least once per month,0.13635,55,380,0.10180,0.17090
1985,Bavaria,4th Quintile,Seldom,0.25605,110,380,0.21211,0.29999
1985,Bavaria,4th Quintile,Never,0.50737,172,380,0.45703,0.55770
1985,Bavaria,5th Quintile,At least once per week,0.11092,48,439,0.08151,0.14033
1985,Bavaria,5th Quintile,At least once per month,0.13144,64,439,0.09980,0.16309
1985,Bavaria,5th Quintile,Seldom,0.36483,166,439,0.31975,0.40992
1985,Bavaria,5th Quintile,Never,0.39280,161,439,0.34707,0.43854
1985,Berlin,1st Quintile,Never,0.57210,33,33,0.40067,0.74353
1985,Berlin,5th Quintile,Seldom,0.39065,40,40,0.23752,0.54377
1986,Schleswig-Holstein,2nd Quintile,Never,0.46007,39,39,0.30160,0.61854
1986,Schleswig-Holstein,4th Quintile,Seldom,0.50461,31,31,0.32570,0.68353
1986,Lower Saxony,1st Quintile,Seldom,0.26803,70,189,0.20471,0.33134
1986,Lower Saxony,1st Quintile,Never,0.55228,119,189,0.48120,0.62336
1986,Lower Saxony,2nd Quintile,Seldom,0.37755,88,165,0.30335,0.45174
1986,Lower Saxony,2nd Quintile,Never,0.40061,77,165,0.32561,0.47561
1986,Lower Saxony,3rd Quintile,At least once per month,0.16892,39,209,0.11800,0.21984
1986,Lower Saxony,3rd Quintile,Seldom,0.33271,82,209,0.26867,0.39674
1986,Lower Saxony,3rd Quintile,Never,0.40422,88,209,0.33753,0.47091
1986,Lower Saxony,4th Quintile,At least once per month,0.15675,31,186,0.10436,0.20915
1986,Lower Saxony,4th Quintile,Seldom,0.47275,102,186,0.40081,0.54470
1986,Lower Saxony,4th Quintile,Never,0.28008,53,186,0.21537,0.34479
1986,Lower Saxony,5th Quintile,Seldom,0.39947,88,156,0.32236,0.47658
1986,Lower Saxony,5th Quintile,Never,0.34486,68,156,0.27003,0.41969
1986,North Rhine-Westphalia,1st Quintile,At least once per month,0.15246,86,596,0.12357,0.18134
1986,North Rhine-Westphalia,1st Quintile,Seldom,0.21857,146,596,0.18536,0.25177
1986,North Rhine-Westphalia,1st Quintile,Never,0.58888,364,596,0.54934,0.62842
1986,North Rhine-Westphalia,2nd Quintile,At least once per week,0.09274,51,537,0.06818,0.11729
1986,North Rhine-Westphalia,2nd Quintile,At least once per month,0.10633,57,537,0.08024,0.13243
1986,North Rhine-Westphalia,2nd Quintile,Seldom,0.24697,152,537,0.21046,0.28348
1986,North Rhine-Westphalia,2nd Quintile,Never,0.55395,277,537,0.51187,0.59604
1986,North Rhine-Westphalia,3rd Quintile,At least once per week,0.09010,54,556,0.06627,0.11392
1986,North Rhine-Westphalia,3rd Quintile,At least once per month,0.13110,82,556,0.10302,0.15918
1986,North Rhine-Westphalia,3rd Quintile,Seldom,0.29854,170,556,0.26046,0.33661
1986,North Rhine-Westphalia,3rd Quintile,Never,0.48027,250,556,0.43870,0.52183
1986,North Rhine-Westphalia,4th Quintile,At least once per week,0.08094,52,584,0.05880,0.10308
1986,North Rhine-Westphalia,4th Quintile,At least once per month,0.15241,96,584,0.12324,0.18159
1986,North Rhine-Westphalia,4th Quintile,Seldom,0.33375,203,584,0.29547,0.37203
1986,North Rhine-Westphalia,4th Quintile,Never,0.43290,233,584,0.39268,0.47312
1986,North Rhine-Westphalia,5th Quintile,At least once per week,0.08821,46,534,0.06413,0.11229
1986,North Rhine-Westphalia,5th Quintile,At least once per month,0.18511,110,534,0.15214,0.21808
1986,North Rhine-Westphalia,5th Quintile,Seldom,0.38412,215,534,0.34283,0.42542
1986,North Rhine-Westphalia,5th Quintile,Never,0.34256,163,534,0.30227,0.38284
1986,Hesse,1st Quintile,At least once per month,0.17492,36,216,0.12414,0.22570
1986,Hesse,1st Quintile,Seldom,0.18083,54,216,0.12939,0.23228
1986,Hesse,1st Quintile,Never,0.55994,126,216,0.49358,0.62629
1986,Hesse,2nd Quintile,Seldom,0.28844,53,146,0.21470,0.36218
1986,Hesse,2nd Quintile,Never,0.48109,93,146,0.39977,0.56242
1986,Hesse,3rd Quintile,Seldom,0.35124,56,109,0.26121,0.44127
1986,Hesse,3rd Quintile,Never,0.43355,53,109,0.34009,0.52702
1986,Hesse,4th Quintile,At least once per month,0.18166,39,219,0.13048,0.23285
1986,Hesse,4th Quintile,Seldom,0.31814,84,219,0.25631,0.37996
1986,Hesse,4th Quintile,Never,0.38020,96,219,0.31576,0.44464
1986,Hesse,5th Quintile,At least once per month,0.11914,33,208,0.07501,0.16327
1986,Hesse,5th Quintile,Seldom,0.44051,95,208,0.37288,0.50814
1986,Hesse,5th Quintile,Never,0.36766,80,208,0.30198,0.43335
1986,"Rhineland-Palatinate, Saarland",1st Quintile,Seldom,0.24951,39,131,0.17512,0.32390
1986,"Rhineland-Palatinate, Saarland",1st Quintile,Never,0.61472,92,131,0.53106,0.69838
1986,"Rhineland-Palatinate, Saarland",2nd Quintile,Seldom,0.24485,50,153,0.17649,0.31321
1986,"Rhineland-Palatinate, Saarland",2nd Quintile,Never,0.68504,103,153,0.61119,0.75888
1986,"Rhineland-Palatinate, Saarland",3rd Quintile,Seldom,0.25163,43,115,0.17197,0.33129
1986,"Rhineland-Palatinate, Saarland",3rd Quintile,Never,0.46921,72,115,0.37760,0.56082
1986,"Rhineland-Palatinate, Saarland",4th Quintile,Seldom,0.34962,52,112,0.26091,0.43833
1986,"Rhineland-Palatinate, Saarland",4th Quintile,Never,0.39586,60,112,0.30488,0.48684
1986,"Rhineland-Palatinate, Saarland",5th Quintile,Seldom,0.35796,49,94,0.26052,0.45539
1986,"Rhineland-Palatinate, Saarland",5th Quintile,Never,0.37376,45,94,0.27543,0.47209
1986,Baden-Wuerttemberg,1st Quintile,At least once per month,0.08173,32,310,0.05119,0.11228
1986,Baden-Wuerttemberg,1st Quintile,Seldom,0.20266,85,310,0.15784,0.24749
1986,Baden-Wuerttemberg,1st Quintile,Never,0.66112,193,310,0.60834,0.71389
1986,Baden-Wuerttemberg,2nd Quintile,At least once per week,0.09841,43,425,0.07006,0.12677
1986,Baden-Wuerttemberg,2nd Quintile,At least once per month,0.11790,52,425,0.08720,0.14860
1986,Baden-Wuerttemberg,2nd Quintile,Seldom,0.22926,98,425,0.18925,0.26928
1986,Baden-Wuerttemberg,2nd Quintile,Never,0.55442,232,425,0.50711,0.60173
1986,Baden-Wuerttemberg,3rd Quintile,At least once per week,0.08025,40,426,0.05442,0.10608
1986,Baden-Wuerttemberg,3rd Quintile,At least once per month,0.13840,54,426,0.10557,0.17123
1986,Baden-Wuerttemberg,3rd Quintile,Seldom,0.30638,122,426,0.26255,0.35021
1986,Baden-Wuerttemberg,3rd Quintile,Never,0.47497,210,426,0.42749,0.52245
1986,Baden-Wuerttemberg,4th Quintile,At least once per week,0.09267,46,411,0.06460,0.12074
1986,Baden-Wuerttemberg,4th Quintile,At least once per month,0.11819,53,411,0.08694,0.14944
1986,Baden-Wuerttemberg,4th Quintile,Seldom,0.28023,107,411,0.23675,0.32370
1986,Baden-Wuerttemberg,4th Quintile,Never,0.50892,205,411,0.46053,0.55731
1986,Baden-Wuerttemberg,5th Quintile,At least once per month,0.14457,55,352,0.10778,0.18136
1986,Baden-Wuerttemberg,5th Quintile,Seldom,0.34214,130,352,0.29251,0.39177
1986,Baden-Wuerttemberg,5th Quintile,Never,0.44657,167,352,0.39456,0.49858
1986,Bavaria,1st Quintile,Seldom,0.23222,63,228,0.17729,0.28715
1986,Bavaria,1st Quintile,Never,0.62453,165,228,0.56153,0.68752
1986,Bavaria,2nd Quintile,At least once per week,0.08329,31,324,0.05316,0.11343
1986,Bavaria,2nd Quintile,At least once per month,0.13587,51,324,0.09850,0.17324
1986,Bavaria,2nd Quintile,Seldom,0.22614,78,324,0.18052,0.27176
1986,Bavaria,2nd Quintile,Never,0.55470,164,324,0.50049,0.60890
1986,Bavaria,3rd Quintile,At least once per week,0.10194,37,392,0.07195,0.13193
1986,Bavaria,3rd Quintile,At least once per month,0.17814,73,392,0.14021,0.21607
1986,Bavaria,3rd Quintile,Seldom,0.30426,119,392,0.25866,0.34987
1986,Bavaria,3rd Quintile,Never,0.41566,163,392,0.36681,0.46451
1986,Bavaria,4th Quintile,At least once per week,0.13746,52,376,0.10261,0.17231
1986,Bavaria,4th Quintile,At least once per month,0.18843,68,376,0.14885,0.22802
1986,Bavaria,4th Quintile,Seldom,0.30513,119,376,0.25852,0.35173
1986,Bavaria,4th Quintile,Never,0.36897,137,376,0.32014,0.41781
1986,Bavaria,5th Quintile,At least once per week,0.08593,35,383,0.05783,0.11404
1986,Bavaria,5th Quintile,At least once per month,0.15963,67,383,0.12290,0.19636
1986,Bavaria,5th Quintile,Seldom,0.35941,140,383,0.31130,0.40753
1986,Bavaria,5th Quintile,Never,0.39502,141,383,0.34600,0.44404
1986,Berlin,1st Quintile,Never,0.67157,37,37,0.51815,0.82498
1986,Berlin,5th Quintile,Seldom,0.44247,33,33,0.27038,0.61456
1988,Schleswig-Holstein,2nd Quintile,Never,0.47027,31,31,0.29167,0.64888
1988,Schleswig-Holstein,5th Quintile,Seldom,0.59480,37,37,0.43443,0.75517
1988,Lower Saxony,1st Quintile,Seldom,0.22669,52,163,0.16221,0.29116
1988,Lower Saxony,1st Quintile,Never,0.59467,111,163,0.51906,0.67027
1988,Lower Saxony,2nd Quintile,Seldom,0.37949,76,159,0.30382,0.45515
1988,Lower Saxony,2nd Quintile,Never,0.45144,83,159,0.37384,0.52904
1988,Lower Saxony,3rd Quintile,At least once per month,0.21995,43,156,0.15474,0.28516
1988,Lower Saxony,3rd Quintile,Seldom,0.28253,53,156,0.21165,0.35341
1988,Lower Saxony,3rd Quintile,Never,0.39200,60,156,0.31514,0.46886
1988,Lower Saxony,4th Quintile,At least once per month,0.17417,43,216,0.12348,0.22487
1988,Lower Saxony,4th Quintile,Seldom,0.42089,99,216,0.35489,0.48688
1988,Lower Saxony,4th Quintile,Never,0.31353,74,216,0.25151,0.37554
1988,Lower Saxony,5th Quintile,At least once per week,0.15751,33,211,0.10824,0.20678
1988,Lower Saxony,5th Quintile,At least once per month,0.17829,42,211,0.12653,0.23006
1988,Lower Saxony,5th Quintile,Seldom,0.40380,88,211,0.33744,0.47017
1988,Lower Saxony,5th Quintile,Never,0.26039,48,211,0.20104,0.31975
1988,North Rhine-Westphalia,1st Quintile,At least once per week,0.07657,42,634,0.05585,0.09728
1988,North Rhine-Westphalia,1st Quintile,At least once per month,0.10920,77,634,0.08490,0.13349
1988,North Rhine-Westphalia,1st Quintile,Seldom,0.20663,134,634,0.17509,0.23817
1988,North Rhine-Westphalia,1st Quintile,Never,0.60761,381,634,0.56957,0.64565
1988,North Rhine-Westphalia,2nd Quintile,At least once per week,0.05412,34,547,0.03514,0.07310
1988,North Rhine-Westphalia,2nd Quintile,At least once per month,0.12826,80,547,0.10022,0.15631
1988,North Rhine-Westphalia,2nd Quintile,Seldom,0.29698,169,547,0.25865,0.33531
1988,North Rhine-Westphalia,2nd Quintile,Never,0.52064,264,547,0.47874,0.56254
1988,North Rhine-Westphalia,3rd Quintile,At least once per week,0.09883,50,482,0.07216,0.12550
1988,North Rhine-Westphalia,3rd Quintile,At least once per month,0.14477,72,482,0.11332,0.17622
1988,North Rhine-Westphalia,3rd Quintile,Seldom,0.28004,141,482,0.23991,0.32017
1988,North Rhine-Westphalia,3rd Quintile,Never,0.47636,219,482,0.43172,0.52099
1988,North Rhine-Westphalia,4th Quintile,At least once per week,0.09286,48,497,0.06732,0.11840
1988,North Rhine-Westphalia,4th Quintile,At least once per month,0.13985,74,497,0.10933,0.17038
1988,North Rhine-Westphalia,4th Quintile,Seldom,0.38590,185,497,0.34305,0.42874
1988,North Rhine-Westphalia,4th Quintile,Never,0.38139,190,497,0.33864,0.42414
1988,North Rhine-Westphalia,5th Quintile,At least once per week,0.07556,48,517,0.05276,0.09837
1988,North Rhine-Westphalia,5th Quintile,At least once per month,0.19450,97,517,0.16035,0.22865
1988,North Rhine-Westphalia,5th Quintile,Seldom,0.39971,195,517,0.35744,0.44197
1988,North Rhine-Westphalia,5th Quintile,Never,0.33023,177,517,0.28965,0.37081
1988,Hesse,1st Quintile,Seldom,0.17088,32,160,0.11238,0.22939
1988,Hesse,1st Quintile,Never,0.62736,128,160,0.55220,0.70251
1988,Hesse,2nd Quintile,Seldom,0.22342,46,157,0.15806,0.28879
1988,Hesse,2nd Quintile,Never,0.58908,111,157,0.51187,0.66628
1988,Hesse,3rd Quintile,Seldom,0.30897,49,126,0.22796,0.38997
1988,Hesse,3rd Quintile,Never,0.49383,77,126,0.40618,0.58147
1988,Hesse,4th Quintile,At least once per month,0.17284,39,229,0.12376,0.22192
1988,Hesse,4th Quintile,Seldom,0.26543,61,229,0.20811,0.32275
1988,Hesse,4th Quintile,Never,0.47966,129,229,0.41482,0.54451
1988,Hesse,5th Quintile,At least once per month,0.19233,37,165,0.13201,0.25266
1988,Hesse,5th Quintile,Seldom,0.31341,61,165,0.24241,0.38440
1988,Hesse,5th Quintile,Never,0.39657,67,165,0.32170,0.47144
1988,"Rhineland-Palatinate, Saarland",1st Quintile,Seldom,0.20557,38,138,0.13790,0.27324
1988,"Rhineland-Palatinate, Saarland",1st Quintile,Never,0.67764,100,138,0.59937,0.75590
1988,"Rhineland-Palatinate, Saarland",2nd Quintile,Seldom,0.27580,40,106,0.19031,0.36128
1988,"Rhineland-Palatinate, Saarland",2nd Quintile,Never,0.57762,66,106,0.48314,0.67210
1988,"Rhineland-Palatinate, Saarland",3rd Quintile,At least once per month,0.20750,36,158,0.14407,0.27094
1988,"Rhineland-Palatinate, Saarland",3rd Quintile,Seldom,0.27973,50,158,0.20952,0.34995
1988,"Rhineland-Palatinate, Saarland",3rd Quintile,Never,0.40362,72,158,0.32687,0.48036
1988,"Rhineland-Palatinate, Saarland",4th Quintile,Seldom,0.30918,48,117,0.22507,0.39328
1988,"Rhineland-Palatinate, Saarland",4th Quintile,Never,0.50677,69,117,0.41579,0.59776
1988,"Rhineland-Palatinate, Saarland",5th Quintile,Seldom,0.37369,47,97,0.27691,0.47046
1988,"Rhineland-Palatinate, Saarland",5th Quintile,Never,0.43138,50,97,0.33230,0.53045
1988,Baden-Wuerttemberg,1st Quintile,At least once per month,0.15215,50,286,0.11045,0.19385
1988,Baden-Wuerttemberg,1st Quintile,Seldom,0.16699,56,286,0.12368,0.21029
1988,Baden-Wuerttemberg,1st Quintile,Never,0.63051,180,286,0.57447,0.68655
1988,Baden-Wuerttemberg,2nd Quintile,At least once per week,0.05914,35,413,0.03636,0.08192
1988,Baden-Wuerttemberg,2nd Quintile,At least once per month,0.14035,66,413,0.10680,0.17389
1988,Baden-Wuerttemberg,2nd Quintile,Seldom,0.33442,116,413,0.28886,0.37997
1988,Baden-Wuerttemberg,2nd Quintile,Never,0.46610,196,413,0.41793,0.51427
1988,Baden-Wuerttemberg,3rd Quintile,At least once per month,0.15137,59,374,0.11500,0.18775
1988,Baden-Wuerttemberg,3rd Quintile,Seldom,0.32118,119,374,0.27380,0.36857
1988,Baden-Wuerttemberg,3rd Quintile,Never,0.48010,196,374,0.42940,0.53080
1988,Baden-Wuerttemberg,4th Quintile,At least once per week,0.09861,44,407,0.06961,0.12761
1988,Baden-Wuerttemberg,4th Quintile,At least once per month,0.15687,57,407,0.12150,0.19225
1988,Baden-Wuerttemberg,4th Quintile,Seldom,0.28920,117,407,0.24510,0.33330
1988,Baden-Wuerttemberg,4th Quintile,Never,0.45532,189,407,0.40688,0.50376
1988,Baden-Wuerttemberg,5th Quintile,At least once per month,0.20943,68,323,0.16498,0.25387
1988,Baden-Wuerttemberg,5th Quintile,Seldom,0.36415,122,323,0.31159,0.41670
1988,Baden-Wuerttemberg,5th Quintile,Never,0.36191,133,323,0.30942,0.41440
1988,Bavaria,1st Quintile,Seldom,0.19365,64,213,0.14046,0.24685
1988,Bavaria,1st Quintile,Never,0.61640,149,213,0.55094,0.68186
1988,Bavaria,2nd Quintile,At least once per week,0.09258,32,310,0.06026,0.12490
1988,Bavaria,2nd Quintile,At least once per month,0.14909,51,310,0.10937,0.18880
1988,Bavaria,2nd Quintile,Seldom,0.26093,87,310,0.21197,0.30990
1988,Bavaria,2nd Quintile,Never,0.49740,140,310,0.44165,0.55315
1988,Bavaria,3rd Quintile,At least once per week,0.12619,53,367,0.09217,0.16021
1988,Bavaria,3rd Quintile,At least once per month,0.15995,56,367,0.12240,0.19750
1988,Bavaria,3rd Quintile,Seldom,0.36503,129,367,0.31571,0.41435
1988,Bavaria,3rd Quintile,Never,0.34883,129,367,0.30000,0.39766
1988,Bavaria,4th Quintile,At least once per month,0.15525,58,309,0.11480,0.19569
1988,Bavaria,4th Quintile,Seldom,0.37038,127,309,0.31645,0.42431
1988,Bavaria,4th Quintile,Never,0.37880,124,309,0.32462,0.43297
1988,Bavaria,5th Quintile,At least once per month,0.17179,59,313,0.12994,0.21365
1988,Bavaria,5th Quintile,Seldom,0.39804,138,313,0.34373,0.45236
1988,Bavaria,5th Quintile,Never,0.35848,116,313,0.30527,0.41170
1988,Berlin,1st Quintile,Never,0.52355,36,36,0.35808,0.68901
1988,Berlin,5th Quintile,Seldom,0.40118,34,34,0.23395,0.56841
1990,Schleswig-Holstein,1st Quintile,Never,0.52730,35,35,0.35948,0.69511
1990,Lower Saxony,1st Quintile,Seldom,0.18343,46,186,0.12766,0.23920
1990,Lower Saxony,1st Quintile,Never,0.70075,140,186,0.63476,0.76674
1990,Lower Saxony,2nd Quintile,Seldom,0.38637,67,145,0.30684,0.46590
1990,Lower Saxony,2nd Quintile,Never,0.45977,78,145,0.37837,0.54117
1990,Lower Saxony,3rd Quintile,At least once per month,0.17011,31,174,0.11412,0.22609
1990,Lower Saxony,3rd Quintile,Seldom,0.39005,73,174,0.31737,0.46273
1990,Lower Saxony,3rd Quintile,Never,0.41367,70,174,0.34028,0.48706
1990,Lower Saxony,4th Quintile,At least once per month,0.17317,39,189,0.11908,0.22726
1990,Lower Saxony,4th Quintile,Seldom,0.32582,72,189,0.25882,0.39281
1990,Lower Saxony,4th Quintile,Never,0.40917,78,189,0.33889,0.47946
1990,Lower Saxony,5th Quintile,At least once per month,0.17302,33,170,0.11599,0.23005
1990,Lower Saxony,5th Quintile,Seldom,0.42208,82,170,0.34761,0.49654
1990,Lower Saxony,5th Quintile,Never,0.33328,55,170,0.26221,0.40435
1990,North Rhine-Westphalia,1st Quintile,At least once per month,0.13824,82,565,0.10975,0.16672
1990,North Rhine-Westphalia,1st Quintile,Seldom,0.19801,109,565,0.16512,0.23090
1990,North Rhine-Westphalia,1st Quintile,Never,0.62681,374,565,0.58690,0.66673
1990,North Rhine-Westphalia,2nd Quintile,At least once per month,0.09841,62,525,0.07291,0.12392
1990,North Rhine-Westphalia,2nd Quintile,Seldom,0.29015,163,525,0.25130,0.32901
1990,North Rhine-Westphalia,2nd Quintile,Never,0.55429,300,525,0.51173,0.59684
1990,North Rhine-Westphalia,3rd Quintile,At least once per month,0.14595,71,459,0.11362,0.17829
1990,North Rhine-Westphalia,3rd Quintile,Seldom,0.32456,152,459,0.28168,0.36744
1990,North Rhine-Westphalia,3rd Quintile,Never,0.48302,236,459,0.43725,0.52879
1990,North Rhine-Westphalia,4th Quintile,At least once per week,0.06026,31,429,0.03771,0.08280
1990,North Rhine-Westphalia,4th Quintile,At least once per month,0.16585,70,429,0.13062,0.20109
1990,North Rhine-Westphalia,4th Quintile,Seldom,0.33301,137,429,0.28836,0.37766
