,Unnamed: 0,year,quintil_oecd,sampreg,pli0091_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
124,124,1994,2nd Quintile,West,At least once per week,0.06804,130,12718,0.05965,0.07703
125,125,1994,2nd Quintile,West,At least once per month,0.12919,214,12718,0.1142,0.14217
126,126,1994,2nd Quintile,West,Seldom,0.32892,535,12718,0.30746,0.35172
127,127,1994,2nd Quintile,West,Never,0.47385,710,12718,0.44794,0.50106
128,128,1994,2nd Quintile,East,At least once per week,0.0604,75,12718,0.05288,0.06785
129,129,1994,2nd Quintile,East,At least once per month,0.0858,108,12718,0.07594,0.09652
130,130,1994,2nd Quintile,East,Seldom,0.37123,453,12718,0.35119,0.39457
131,131,1994,2nd Quintile,East,Never,0.48256,450,12718,0.4614,0.50756
132,132,1994,3rd Quintile,West,At least once per week,0.10017,198,12718,0.09064,0.1105
133,133,1994,3rd Quintile,West,At least once per month,0.13151,247,12718,0.1216,0.14525
134,134,1994,3rd Quintile,West,Seldom,0.35991,656,12718,0.34364,0.37944
135,135,1994,3rd Quintile,West,Never,0.40841,710,12718,0.38702,0.42772
136,136,1994,3rd Quintile,East,At least once per week,0.08101,75,12718,0.07115,0.09139
137,137,1994,3rd Quintile,East,At least once per month,0.12865,122,12718,0.11698,0.14625
138,138,1994,3rd Quintile,East,Seldom,0.43048,404,12718,0.41033,0.46063
139,139,1994,3rd Quintile,East,Never,0.35986,257,12718,0.33401,0.39012
140,140,1994,4th Quintile,West,At least once per week,0.1003,212,12718,0.08872,0.11207
141,141,1994,4th Quintile,West,At least once per month,0.17108,371,12718,0.15871,0.18184
142,142,1994,4th Quintile,West,Seldom,0.3985,772,12718,0.37928,0.41479
143,143,1994,4th Quintile,West,Never,0.33011,626,12718,0.31391,0.3455
144,144,1994,4th Quintile,East,At least once per week,0.08879,54,12718,0.07561,0.10113
145,145,1994,4th Quintile,East,At least once per month,0.10548,63,12718,0.08756,0.12752
146,146,1994,4th Quintile,East,Seldom,0.49821,268,12718,0.46309,0.53428
147,147,1994,4th Quintile,East,Never,0.30752,159,12718,0.28389,0.33314
148,148,1994,5th Quintile,West,At least once per week,0.07862,186,12718,0.07206,0.0841
149,149,1994,5th Quintile,West,At least once per month,0.18017,410,12718,0.16978,0.19421
150,150,1994,5th Quintile,West,Seldom,0.4678,955,12718,0.4519,0.4871
151,151,1994,5th Quintile,West,Never,0.27341,551,12718,0.26207,0.28565
152,152,1994,5th Quintile,East,At least once per month,0.16442,43,12718,0.13651,0.19385
153,153,1994,5th Quintile,East,Seldom,0.52023,138,12718,0.46858,0.56801
154,154,1994,5th Quintile,East,Never,0.31535,79,12718,0.28617,0.3443
155,155,1995,1st Quintile,West,At least once per week,0.06871,116,13199,0.05763,0.07872
156,156,1995,1st Quintile,West,At least once per month,0.12945,237,13199,0.11821,0.14388
157,157,1995,1st Quintile,West,Seldom,0.2492,390,13199,0.2282,0.26935
158,158,1995,1st Quintile,West,Never,0.55264,971,13199,0.5235,0.5834
159,159,1995,1st Quintile,East,At least once per week,0.06069,57,13199,0.05098,0.07187
160,160,1995,1st Quintile,East,At least once per month,0.08604,78,13199,0.07394,0.09672
161,161,1995,1st Quintile,East,Seldom,0.26613,264,13199,0.24613,0.28658
162,162,1995,1st Quintile,East,Never,0.58714,410,13199,0.55192,0.6162
163,163,1995,2nd Quintile,West,At least once per week,0.05239,126,13199,0.04579,0.06088
164,164,1995,2nd Quintile,West,At least once per month,0.11381,225,13199,0.09897,0.12644
165,165,1995,2nd Quintile,West,Seldom,0.2895,569,13199,0.2695,0.30792
166,166,1995,2nd Quintile,West,Never,0.5443,908,13199,0.51746,0.57423
167,167,1995,2nd Quintile,East,At least once per week,0.03634,47,13199,0.03064,0.04237
168,168,1995,2nd Quintile,East,At least once per month,0.09961,108,13199,0.08589,0.11358
169,169,1995,2nd Quintile,East,Seldom,0.32618,386,13199,0.30746,0.34735
170,170,1995,2nd Quintile,East,Never,0.53786,487,13199,0.515,0.56397
171,171,1995,3rd Quintile,West,At least once per week,0.06325,151,13199,0.05617,0.07024
172,172,1995,3rd Quintile,West,At least once per month,0.1205,257,13199,0.10772,0.13213
173,173,1995,3rd Quintile,West,Seldom,0.29442,573,13199,0.27542,0.30924
174,174,1995,3rd Quintile,West,Never,0.52183,877,13199,0.49847,0.54349
175,175,1995,3rd Quintile,East,At least once per week,0.06498,62,13199,0.05654,0.07556
176,176,1995,3rd Quintile,East,At least once per month,0.11848,117,13199,0.10589,0.13206
177,177,1995,3rd Quintile,East,Seldom,0.38683,380,13199,0.36211,0.40822
178,178,1995,3rd Quintile,East,Never,0.4297,287,13199,0.40151,0.45907
179,179,1995,4th Quintile,West,At least once per week,0.07434,173,13199,0.06578,0.08225
180,180,1995,4th Quintile,West,At least once per month,0.15753,349,13199,0.14667,0.16882
181,181,1995,4th Quintile,West,Seldom,0.36152,722,13199,0.34588,0.38254
182,182,1995,4th Quintile,West,Never,0.40661,761,13199,0.38788,0.42254
183,183,1995,4th Quintile,East,At least once per week,0.05965,46,13199,0.049,0.07424
184,184,1995,4th Quintile,East,At least once per month,0.16106,125,13199,0.14302,0.18042
185,185,1995,4th Quintile,East,Seldom,0.41188,282,13199,0.3893,0.43804
186,186,1995,4th Quintile,East,Never,0.36741,204,13199,0.33789,0.39944
187,187,1995,5th Quintile,West,At least once per week,0.0565,137,13199,0.05114,0.06264
188,188,1995,5th Quintile,West,At least once per month,0.17532,381,13199,0.16279,0.19041
189,189,1995,5th Quintile,West,Seldom,0.42503,921,13199,0.40494,0.44254
190,190,1995,5th Quintile,West,Never,0.34315,695,13199,0.32661,0.35868
191,191,1995,5th Quintile,East,At least once per month,0.10123,40,13199,0.08939,0.1139
192,192,1995,5th Quintile,East,Seldom,0.56393,186,13199,0.51238,0.61978
193,193,1995,5th Quintile,East,Never,0.33484,94,13199,0.30196,0.37532
194,194,1996,1st Quintile,West,At least once per week,0.07871,134,12977,0.06811,0.09201
195,195,1996,1st Quintile,West,At least once per month,0.13316,243,12977,0.11805,0.14984
196,196,1996,1st Quintile,West,Seldom,0.2899,491,12977,0.26682,0.31049
197,197,1996,1st Quintile,West,Never,0.49823,865,12977,0.47004,0.5255
198,198,1996,1st Quintile,East,At least once per week,0.06867,58,12977,0.05694,0.08296
199,199,1996,1st Quintile,East,At least once per month,0.13289,113,12977,0.11712,0.14822
200,200,1996,1st Quintile,East,Seldom,0.32829,299,12977,0.30845,0.34886
201,201,1996,1st Quintile,East,Never,0.47015,323,12977,0.44219,0.4966
202,202,1996,2nd Quintile,West,At least once per week,0.08303,147,12977,0.07103,0.09536
203,203,1996,2nd Quintile,West,At least once per month,0.1368,259,12977,0.12383,0.15372
204,204,1996,2nd Quintile,West,Seldom,0.3509,634,12977,0.33169,0.37149
205,205,1996,2nd Quintile,West,Never,0.42927,710,12977,0.40449,0.45782
206,206,1996,2nd Quintile,East,At least once per week,0.05343,60,12977,0.04508,0.06171
207,207,1996,2nd Quintile,East,At least once per month,0.14324,151,12977,0.12987,0.15995
208,208,1996,2nd Quintile,East,Seldom,0.39994,433,12977,0.37819,0.42125
209,209,1996,2nd Quintile,East,Never,0.40339,320,12977,0.37968,0.42516
210,210,1996,3rd Quintile,West,At least once per week,0.07976,155,12977,0.07193,0.08985
211,211,1996,3rd Quintile,West,At least once per month,0.15947,313,12977,0.14499,0.17551
212,212,1996,3rd Quintile,West,Seldom,0.38449,699,12977,0.3617,0.40428
213,213,1996,3rd Quintile,West,Never,0.37629,617,12977,0.35259,0.40027
214,214,1996,3rd Quintile,East,At least once per week,0.06879,75,12977,0.05822,0.07802
215,215,1996,3rd Quintile,East,At least once per month,0.16262,138,12977,0.14698,0.18193
216,216,1996,3rd Quintile,East,Seldom,0.43783,404,12977,0.41647,0.46125
217,217,1996,3rd Quintile,East,Never,0.33076,245,12977,0.30796,0.35047
218,218,1996,4th Quintile,West,At least once per week,0.09603,208,12977,0.08621,0.10808
219,219,1996,4th Quintile,West,At least once per month,0.20304,439,12977,0.18973,0.21585
220,220,1996,4th Quintile,West,Seldom,0.38152,796,12977,0.36315,0.40158
221,221,1996,4th Quintile,West,Never,0.31942,572,12977,0.2989,0.33799
222,222,1996,4th Quintile,East,At least once per week,0.06488,59,12977,0.0583,0.07145
223,223,1996,4th Quintile,East,At least once per month,0.20217,149,12977,0.17744,0.2266
224,224,1996,4th Quintile,East,Seldom,0.50275,342,12977,0.4659,0.54095
225,225,1996,4th Quintile,East,Never,0.2302,135,12977,0.20906,0.24981
226,226,1996,5th Quintile,West,At least once per week,0.0911,204,12977,0.08163,0.10117
227,227,1996,5th Quintile,West,At least once per month,0.21482,472,12977,0.20226,0.22703
228,228,1996,5th Quintile,West,Seldom,0.4461,898,12977,0.42646,0.46233
229,229,1996,5th Quintile,West,Never,0.24798,449,12977,0.23436,0.26251
230,230,1996,5th Quintile,East,At least once per week,0.08554,38,12977,0.06765,0.10632
231,231,1996,5th Quintile,East,At least once per month,0.12889,54,12977,0.10718,0.1505
232,232,1996,5th Quintile,East,Seldom,0.5412,201,12977,0.49687,0.58576
233,233,1996,5th Quintile,East,Never,0.24437,75,12977,0.21877,0.27623
234,234,1997,1st Quintile,West,At least once per week,0.06118,100,12728,0.05055,0.07253
235,235,1997,1st Quintile,West,At least once per month,0.12052,218,12728,0.11056,0.13529
236,236,1997,1st Quintile,West,Seldom,0.28518,456,12728,0.26408,0.30486
237,237,1997,1st Quintile,West,Never,0.53312,831,12728,0.50191,0.56964
238,238,1997,1st Quintile,East,At least once per week,0.0721,54,12728,0.05894,0.0842
239,239,1997,1st Quintile,East,At least once per month,0.13826,110,12728,0.12311,0.15667
240,240,1997,1st Quintile,East,Seldom,0.32874,280,12728,0.30462,0.35428
241,241,1997,1st Quintile,East,Never,0.46089,309,12728,0.43339,0.49605
242,242,1997,2nd Quintile,West,At least once per week,0.06169,124,12728,0.05325,0.07145
243,243,1997,2nd Quintile,West,At least once per month,0.13585,272,12728,0.11957,0.15505
244,244,1997,2nd Quintile,West,Seldom,0.33691,631,12728,0.31418,0.35911
245,245,1997,2nd Quintile,West,Never,0.46555,753,12728,0.43922,0.49412
246,246,1997,2nd Quintile,East,At least once per week,0.07745,75,12728,0.0657,0.09104
247,247,1997,2nd Quintile,East,At least once per month,0.1205,140,12728,0.111,0.13377
248,248,1997,2nd Quintile,East,Seldom,0.3733,405,12728,0.35066,0.3946
249,249,1997,2nd Quintile,East,Never,0.42876,345,12728,0.40273,0.45419
250,250,1997,3rd Quintile,West,At least once per week,0.08437,160,12728,0.07581,0.09325
251,251,1997,3rd Quintile,West,At least once per month,0.16597,302,12728,0.15188,0.18052
252,252,1997,3rd Quintile,West,Seldom,0.37089,657,12728,0.3496,0.39075
253,253,1997,3rd Quintile,West,Never,0.37877,617,12728,0.35451,0.39737
254,254,1997,3rd Quintile,East,At least once per week,0.06648,61,12728,0.05836,0.07476
255,255,1997,3rd Quintile,East,At least once per month,0.1554,141,12728,0.14028,0.17074
256,256,1997,3rd Quintile,East,Seldom,0.43262,378,12728,0.40817,0.46019
257,257,1997,3rd Quintile,East,Never,0.3455,229,12728,0.32019,0.37046
258,258,1997,4th Quintile,West,At least once per week,0.09813,204,12728,0.08572,0.109
259,259,1997,4th Quintile,West,At least once per month,0.18015,379,12728,0.16686,0.19379
260,260,1997,4th Quintile,West,Seldom,0.41654,818,12728,0.3949,0.43743
261,261,1997,4th Quintile,West,Never,0.30518,551,12728,0.2859,0.32362
262,262,1997,4th Quintile,East,At least once per week,0.08627,71,12728,0.07237,0.09972
263,263,1997,4th Quintile,East,At least once per month,0.1868,141,12728,0.17254,0.20929
264,264,1997,4th Quintile,East,Seldom,0.48521,342,12728,0.45028,0.51824
265,265,1997,4th Quintile,East,Never,0.24172,149,12728,0.22211,0.26238
266,266,1997,5th Quintile,West,At least once per week,0.0778,189,12728,0.06983,0.08735
267,267,1997,5th Quintile,West,At least once per month,0.21775,450,12728,0.20409,0.2325
268,268,1997,5th Quintile,West,Seldom,0.43157,884,12728,0.41333,0.45104
269,269,1997,5th Quintile,West,Never,0.27289,521,12728,0.25815,0.29056
270,270,1997,5th Quintile,East,At least once per week,0.09232,37,12728,0.07068,0.11368
271,271,1997,5th Quintile,East,At least once per month,0.12825,63,12728,0.10808,0.15068
272,272,1997,5th Quintile,East,Seldom,0.5051,188,12728,0.45275,0.55363
273,273,1997,5th Quintile,East,Never,0.27432,93,12728,0.24185,0.30565
274,274,1998,1st Quintile,West,At least once per week,0.05503,90,12270,0.0479,0.06218
275,275,1998,1st Quintile,West,At least once per month,0.15749,252,12270,0.1407,0.17481
276,276,1998,1st Quintile,West,Seldom,0.24188,439,12270,0.22483,0.26013
277,277,1998,1st Quintile,West,Never,0.54559,879,12270,0.51921,0.57269
278,278,1998,1st Quintile,East,At least once per week,0.06923,47,12270,0.05715,0.08514
279,279,1998,1st Quintile,East,At least once per month,0.13273,98,12270,0.11534,0.14778
280,280,1998,1st Quintile,East,Seldom,0.28989,219,12270,0.26684,0.31255
281,281,1998,1st Quintile,East,Never,0.50815,303,12270,0.47745,0.54516
282,282,1998,2nd Quintile,West,At least once per week,0.0474,98,12270,0.03957,0.05667
283,283,1998,2nd Quintile,West,At least once per month,0.14693,270,12270,0.13357,0.16154
284,284,1998,2nd Quintile,West,Seldom,0.33645,591,12270,0.31405,0.35381
285,285,1998,2nd Quintile,West,Never,0.46921,743,12270,0.44203,0.50041
286,286,1998,2nd Quintile,East,At least once per week,0.04993,53,12270,0.04078,0.05958
287,287,1998,2nd Quintile,East,At least once per month,0.15304,140,12270,0.13842,0.16885
288,288,1998,2nd Quintile,East,Seldom,0.36678,336,12270,0.34039,0.39161
289,289,1998,2nd Quintile,East,Never,0.43024,328,12270,0.40499,0.45393
290,290,1998,3rd Quintile,West,At least once per week,0.05812,105,12270,0.05019,0.06766
291,291,1998,3rd Quintile,West,At least once per month,0.14826,266,12270,0.13583,0.1618
292,292,1998,3rd Quintile,West,Seldom,0.35338,611,12270,0.33244,0.37358
293,293,1998,3rd Quintile,West,Never,0.44024,639,12270,0.413,0.46651
294,294,1998,3rd Quintile,East,At least once per week,0.03674,47,12270,0.03144,0.0428
295,295,1998,3rd Quintile,East,At least once per month,0.12001,115,12270,0.106,0.13409
296,296,1998,3rd Quintile,East,Seldom,0.43477,425,12270,0.40894,0.45926
297,297,1998,3rd Quintile,East,Never,0.40848,313,12270,0.38606,0.43351
298,298,1998,4th Quintile,West,At least once per week,0.05205,108,12270,0.04449,0.06168
299,299,1998,4th Quintile,West,At least once per month,0.186,389,12270,0.17609,0.19996
300,300,1998,4th Quintile,West,Seldom,0.39486,771,12270,0.37561,0.41327
301,301,1998,4th Quintile,West,Never,0.36709,630,12270,0.34965,0.3874
302,302,1998,4th Quintile,East,At least once per week,0.05398,49,12270,0.04487,0.06336
303,303,1998,4th Quintile,East,At least once per month,0.16625,125,12270,0.1481,0.18429
304,304,1998,4th Quintile,East,Seldom,0.44488,330,12270,0.41592,0.47412
305,305,1998,4th Quintile,East,Never,0.33489,186,12270,0.31006,0.36331
306,306,1998,5th Quintile,West,At least once per week,0.03901,94,12270,0.03426,0.04532
307,307,1998,5th Quintile,West,At least once per month,0.20879,407,12270,0.19355,0.22656
308,308,1998,5th Quintile,West,Seldom,0.46086,863,12270,0.43684,0.4876
309,309,1998,5th Quintile,West,Never,0.29134,513,12270,0.27674,0.30739
310,310,1998,5th Quintile,East,At least once per week,0.08029,38,12270,0.06288,0.09787
311,311,1998,5th Quintile,East,At least once per month,0.15326,73,12270,0.12892,0.18119
312,312,1998,5th Quintile,East,Seldom,0.55006,206,12270,0.50436,0.61374
313,313,1998,5th Quintile,East,Never,0.21639,81,12270,0.18642,0.24672
314,314,1999,1st Quintile,West,At least once per week,0.06616,118,13592,0.05855,0.07551
315,315,1999,1st Quintile,West,At least once per month,0.14444,266,13592,0.13484,0.1569
316,316,1999,1st Quintile,West,Seldom,0.31676,562,13592,0.29924,0.33837
317,317,1999,1st Quintile,West,Never,0.47264,801,13592,0.44697,0.50017
318,318,1999,1st Quintile,East,At least once per week,0.07292,59,13592,0.05838,0.08961
319,319,1999,1st Quintile,East,At least once per month,0.16966,146,13592,0.15195,0.189
320,320,1999,1st Quintile,East,Seldom,0.35182,323,13592,0.32984,0.37541
321,321,1999,1st Quintile,East,Never,0.4056,296,13592,0.37732,0.4375
322,322,1999,2nd Quintile,West,At least once per week,0.05498,112,13592,0.04778,0.0634
323,323,1999,2nd Quintile,West,At least once per month,0.1391,299,13592,0.12529,0.14982
324,324,1999,2nd Quintile,West,Seldom,0.38675,747,13592,0.36468,0.40937
325,325,1999,2nd Quintile,West,Never,0.41917,697,13592,0.39249,0.44398
326,326,1999,2nd Quintile,East,At least once per week,0.06735,75,13592,0.05817,0.0773
327,327,1999,2nd Quintile,East,At least once per month,0.15691,177,13592,0.14177,0.17501
328,328,1999,2nd Quintile,East,Seldom,0.40939,447,13592,0.38838,0.43362
329,329,1999,2nd Quintile,East,Never,0.36635,305,13592,0.34265,0.38904
330,330,1999,3rd Quintile,West,At least once per week,0.08386,166,13592,0.07417,0.0924
331,331,1999,3rd Quintile,West,At least once per month,0.14505,314,13592,0.13128,0.1573
332,332,1999,3rd Quintile,West,Seldom,0.42327,797,13592,0.40404,0.44356
333,333,1999,3rd Quintile,West,Never,0.34781,618,13592,0.33043,0.36832
334,334,1999,3rd Quintile,East,At least once per week,0.07238,84,13592,0.0604,0.0852
