,Unnamed: 0,year,migback,sampreg,pli0091_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
57,57,1992,No migration background,East,At least once per week,0.06723,262,13131,0.0627,0.07273
58,58,1992,No migration background,East,At least once per month,0.09966,398,13131,0.09335,0.106
59,59,1992,No migration background,East,Seldom,0.39622,1680,13131,0.38702,0.40566
60,60,1992,No migration background,East,Never,0.43689,1447,13131,0.42385,0.44835
61,61,1992,Direct migration background,West,At least once per week,0.05899,142,13131,0.04767,0.07137
62,62,1992,Direct migration background,West,At least once per month,0.1035,244,13131,0.09087,0.11823
63,63,1992,Direct migration background,West,Seldom,0.33142,677,13131,0.30645,0.35339
64,64,1992,Direct migration background,West,Never,0.50608,1310,13131,0.47823,0.53542
65,65,1992,Direct migration background,East,Seldom,0.37258,50,13131,0.33365,0.41754
66,66,1992,Direct migration background,East,Never,0.62742,78,13131,0.57127,0.68109
67,67,1992,Indirect migration background,West,At least once per week,0.26308,104,13131,0.21856,0.30783
68,68,1992,Indirect migration background,West,At least once per month,0.28571,131,13131,0.25184,0.33502
69,69,1992,Indirect migration background,West,Seldom,0.29083,107,13131,0.24017,0.34571
70,70,1992,Indirect migration background,West,Never,0.16039,51,13131,0.1203,0.2127
71,71,1994,No migration background,West,At least once per week,0.08115,546,12718,0.07764,0.08518
72,72,1994,No migration background,West,At least once per month,0.15304,1066,12718,0.14749,0.159
73,73,1994,No migration background,West,Seldom,0.38355,2551,12718,0.37452,0.39183
74,74,1994,No migration background,West,Never,0.38226,2169,12718,0.37472,0.39004
75,75,1994,No migration background,East,At least once per week,0.07087,278,12718,0.06546,0.07652
76,76,1994,No migration background,East,At least once per month,0.09916,402,12718,0.09321,0.1053
77,77,1994,No migration background,East,Seldom,0.3912,1536,12718,0.38057,0.40278
78,78,1994,No migration background,East,Never,0.43876,1376,12718,0.4278,0.4509
79,79,1994,Direct migration background,West,At least once per week,0.06095,132,12718,0.05171,0.07218
80,80,1994,Direct migration background,West,At least once per month,0.10272,218,12718,0.08672,0.11808
81,81,1994,Direct migration background,West,Seldom,0.3346,650,12718,0.31004,0.36233
82,82,1994,Direct migration background,West,Never,0.50174,1194,12718,0.47328,0.52859
83,83,1994,Direct migration background,East,Seldom,0.30231,47,12718,0.26552,0.33211
84,84,1994,Direct migration background,East,Never,0.69769,82,12718,0.62306,0.7818
85,85,1994,Indirect migration background,West,At least once per week,0.2816,150,12718,0.24555,0.32596
86,86,1994,Indirect migration background,West,At least once per month,0.31824,147,12718,0.26645,0.36722
87,87,1994,Indirect migration background,West,Seldom,0.28654,126,12718,0.23268,0.33749
88,88,1994,Indirect migration background,West,Never,0.11361,48,12718,0.08466,0.15863
89,89,1995,No migration background,West,At least once per week,0.06129,444,13192,0.0578,0.0645
90,90,1995,No migration background,West,At least once per month,0.14352,1026,13192,0.13768,0.1492
91,91,1995,No migration background,West,Seldom,0.34834,2417,13192,0.33966,0.35592
92,92,1995,No migration background,West,Never,0.44686,2546,13192,0.43779,0.45644
93,93,1995,No migration background,East,At least once per week,0.05177,217,13192,0.04793,0.05653
94,94,1995,No migration background,East,At least once per month,0.11404,459,13192,0.10658,0.11988
95,95,1995,No migration background,East,Seldom,0.36292,1448,13192,0.34938,0.37654
96,96,1995,No migration background,East,Never,0.47128,1394,13192,0.45841,0.48448
97,97,1995,Direct migration background,West,At least once per week,0.04552,109,13192,0.03653,0.05619
98,98,1995,Direct migration background,West,At least once per month,0.11153,266,13192,0.09764,0.12773
99,99,1995,Direct migration background,West,Seldom,0.27224,654,13192,0.25128,0.29078
100,100,1995,Direct migration background,West,Never,0.57071,1595,13192,0.54157,0.59771
101,101,1995,Direct migration background,East,Seldom,0.29534,43,13192,0.24893,0.36534
102,102,1995,Direct migration background,East,Never,0.70466,88,13192,0.6421,0.79179
103,103,1995,Indirect migration background,West,At least once per week,0.26309,150,13192,0.22877,0.29945
104,104,1995,Indirect migration background,West,At least once per month,0.34341,157,13192,0.29715,0.3993
105,105,1995,Indirect migration background,West,Seldom,0.22778,105,13192,0.1833,0.28708
106,106,1995,Indirect migration background,West,Never,0.16572,74,13192,0.12084,0.22389
107,107,1996,No migration background,West,At least once per week,0.08763,588,12946,0.083,0.09259
108,108,1996,No migration background,West,At least once per month,0.17781,1258,12946,0.17191,0.18464
109,109,1996,No migration background,West,Seldom,0.38522,2586,12946,0.37423,0.39446
110,110,1996,No migration background,West,Never,0.34934,1915,12946,0.33907,0.35789
111,111,1996,No migration background,East,At least once per week,0.0676,281,12946,0.06252,0.07311
112,112,1996,No migration background,East,At least once per month,0.15668,584,12946,0.1475,0.16546
113,113,1996,No migration background,East,Seldom,0.42531,1619,12946,0.41533,0.43797
114,114,1996,No migration background,East,Never,0.3504,1030,12946,0.33888,0.36358
115,115,1996,Direct migration background,West,At least once per week,0.05269,122,12946,0.04455,0.06347
116,116,1996,Direct migration background,West,At least once per month,0.13423,296,12946,0.12333,0.1472
117,117,1996,Direct migration background,West,Seldom,0.34384,784,12946,0.3177,0.37173
118,118,1996,Direct migration background,West,Never,0.46924,1244,12946,0.4472,0.49558
119,119,1996,Direct migration background,East,Seldom,0.41189,56,12946,0.36754,0.4614
120,120,1996,Direct migration background,East,Never,0.58811,66,12946,0.52289,0.66166
121,121,1996,Indirect migration background,West,At least once per week,0.27546,138,12946,0.22587,0.34126
122,122,1996,Indirect migration background,West,At least once per month,0.31885,172,12946,0.26959,0.35868
123,123,1996,Indirect migration background,West,Seldom,0.30314,149,12946,0.25758,0.35925
124,124,1996,Indirect migration background,West,Never,0.10255,58,12946,0.07336,0.1349
125,125,1997,No migration background,West,At least once per week,0.08051,538,12694,0.07601,0.08557
126,126,1997,No migration background,West,At least once per month,0.17114,1161,12694,0.16469,0.17815
127,127,1997,No migration background,West,Seldom,0.38753,2570,12694,0.3793,0.39625
128,128,1997,No migration background,West,Never,0.36081,1983,12694,0.35242,0.36997
129,129,1997,No migration background,East,At least once per week,0.07741,287,12694,0.07157,0.08391
130,130,1997,No migration background,East,At least once per month,0.14827,576,12694,0.14,0.15601
131,131,1997,No migration background,East,Seldom,0.41443,1548,12694,0.4028,0.4268
132,132,1997,No migration background,East,Never,0.35989,1050,12694,0.34702,0.37114
133,133,1997,Direct migration background,West,At least once per week,0.03765,106,12694,0.03106,0.04441
134,134,1997,Direct migration background,West,At least once per month,0.1244,262,12694,0.11016,0.14177
135,135,1997,Direct migration background,West,Seldom,0.33218,722,12694,0.30466,0.35376
136,136,1997,Direct migration background,West,Never,0.50577,1233,12694,0.4783,0.53089
137,137,1997,Direct migration background,East,Seldom,0.35471,43,12694,0.30146,0.406
138,138,1997,Direct migration background,East,Never,0.64529,72,12694,0.57044,0.73479
139,139,1997,Indirect migration background,West,At least once per week,0.24036,133,12694,0.20591,0.27743
140,140,1997,Indirect migration background,West,At least once per month,0.36612,198,12694,0.31452,0.42409
141,141,1997,Indirect migration background,West,Seldom,0.26873,155,12694,0.22208,0.32127
142,142,1997,Indirect migration background,West,Never,0.1248,57,12694,0.08518,0.17779
143,143,1998,No migration background,West,At least once per week,0.04665,391,14136,0.04423,0.04988
144,144,1998,No migration background,West,At least once per month,0.17217,1378,14136,0.16626,0.17751
145,145,1998,No migration background,West,Seldom,0.38092,3032,14136,0.37204,0.38876
146,146,1998,No migration background,West,Never,0.40025,2677,14136,0.39238,0.40872
147,147,1998,No migration background,East,At least once per week,0.05324,238,14136,0.04867,0.05862
148,148,1998,No migration background,East,At least once per month,0.14822,587,14136,0.14089,0.15579
149,149,1998,No migration background,East,Seldom,0.39741,1585,14136,0.38594,0.41052
150,150,1998,No migration background,East,Never,0.40113,1298,14136,0.38788,0.41425
151,151,1998,Direct migration background,West,At least once per week,0.03072,73,14136,0.02459,0.03847
152,152,1998,Direct migration background,West,At least once per month,0.12477,246,14136,0.11337,0.13679
153,153,1998,Direct migration background,West,Seldom,0.31932,659,14136,0.29691,0.34302
154,154,1998,Direct migration background,West,Never,0.52519,1292,14136,0.49882,0.55309
155,155,1998,Direct migration background,East,Seldom,0.26443,32,14136,0.22032,0.30693
156,156,1998,Direct migration background,East,Never,0.73557,78,14136,0.65709,0.82469
157,157,1998,Indirect migration background,West,At least once per week,0.22562,110,14136,0.18458,0.27326
158,158,1998,Indirect migration background,West,At least once per month,0.37681,208,14136,0.33378,0.43996
159,159,1998,Indirect migration background,West,Seldom,0.25401,173,14136,0.21969,0.28856
160,160,1998,Indirect migration background,West,Never,0.14355,79,14136,0.11005,0.17965
161,161,1999,No migration background,West,At least once per week,0.07375,567,13558,0.0694,0.0775
162,162,1999,No migration background,West,At least once per month,0.16987,1343,13558,0.16334,0.17613
163,163,1999,No migration background,West,Seldom,0.41599,3162,13558,0.40746,0.42497
164,164,1999,No migration background,West,Never,0.34038,2101,13558,0.33268,0.34897
165,165,1999,No migration background,East,At least once per week,0.07102,298,13558,0.06432,0.07757
166,166,1999,No migration background,East,At least once per month,0.17523,674,13558,0.16551,0.18399
167,167,1999,No migration background,East,Seldom,0.43715,1704,13558,0.42507,0.45044
168,168,1999,No migration background,East,Never,0.3166,953,13558,0.30614,0.33006
169,169,1999,Direct migration background,West,At least once per week,0.03411,75,13558,0.02747,0.04204
170,170,1999,Direct migration background,West,At least once per month,0.13,227,13558,0.11381,0.14755
171,171,1999,Direct migration background,West,Seldom,0.3727,731,13558,0.34589,0.40299
172,172,1999,Direct migration background,West,Never,0.46319,1050,13558,0.43635,0.48736
173,173,1999,Direct migration background,East,Seldom,0.38716,39,13558,0.33611,0.44558
174,174,1999,Direct migration background,East,Never,0.61284,53,13558,0.52799,0.69761
175,175,1999,Indirect migration background,West,At least once per week,0.22924,140,13558,0.19572,0.26025
176,176,1999,Indirect migration background,West,At least once per month,0.38704,234,13558,0.33889,0.43218
177,177,1999,Indirect migration background,West,Seldom,0.28799,153,13558,0.2527,0.33511
178,178,1999,Indirect migration background,West,Never,0.09573,54,13558,0.06874,0.12223
179,179,2001,No migration background,West,At least once per week,0.07115,976,21714,0.06859,0.07428
180,180,2001,No migration background,West,At least once per month,0.1758,2362,21714,0.17198,0.18121
181,181,2001,No migration background,West,Seldom,0.38703,5209,21714,0.38051,0.39266
182,182,2001,No migration background,West,Never,0.36602,4295,21714,0.35954,0.37121
183,183,2001,No migration background,East,At least once per week,0.06595,379,21714,0.0622,0.07018
184,184,2001,No migration background,East,At least once per month,0.18121,1001,21714,0.17521,0.19082
185,185,2001,No migration background,East,Seldom,0.40528,2268,21714,0.39573,0.4148
186,186,2001,No migration background,East,Never,0.34756,1617,21714,0.33805,0.35592
187,187,2001,Direct migration background,West,At least once per week,0.05564,143,21714,0.04914,0.0621
188,188,2001,Direct migration background,West,At least once per month,0.12183,336,21714,0.11292,0.1324
189,189,2001,Direct migration background,West,Seldom,0.35378,947,21714,0.33528,0.37013
190,190,2001,Direct migration background,West,Never,0.46875,1352,21714,0.45153,0.48936
191,191,2001,Direct migration background,East,Seldom,0.2905,32,21714,0.24349,0.33955
192,192,2001,Direct migration background,East,Never,0.7095,64,21714,0.63206,0.79251
193,193,2001,Indirect migration background,West,At least once per week,0.22335,163,21714,0.19649,0.24949
194,194,2001,Indirect migration background,West,At least once per month,0.28251,223,21714,0.25597,0.31711
195,195,2001,Indirect migration background,West,Seldom,0.3505,246,21714,0.31115,0.38369
196,196,2001,Indirect migration background,West,Never,0.14364,101,21714,0.12279,0.16805
197,197,2003,No migration background,West,At least once per week,0.04278,650,22035,0.04016,0.04535
198,198,2003,No migration background,West,At least once per month,0.16332,2443,22035,0.15888,0.16963
199,199,2003,No migration background,West,Seldom,0.39142,5684,22035,0.38357,0.4
200,200,2003,No migration background,West,Never,0.40247,4726,22035,0.39581,0.4094
201,201,2003,No migration background,East,At least once per week,0.04259,255,22035,0.0384,0.04662
202,202,2003,No migration background,East,At least once per month,0.16952,897,22035,0.16057,0.17763
203,203,2003,No migration background,East,Seldom,0.39313,2254,22035,0.37917,0.40534
204,204,2003,No migration background,East,Never,0.39476,1788,22035,0.38532,0.40486
205,205,2003,Direct migration background,West,At least once per week,0.03223,71,22035,0.02641,0.03726
206,206,2003,Direct migration background,West,At least once per month,0.12146,287,22035,0.11101,0.13446
207,207,2003,Direct migration background,West,Seldom,0.30878,771,22035,0.28755,0.32386
208,208,2003,Direct migration background,West,Never,0.53753,1371,22035,0.51838,0.55869
209,209,2003,Direct migration background,East,Seldom,0.38907,36,22035,0.31396,0.49027
210,210,2003,Direct migration background,East,Never,0.61093,60,22035,0.52711,0.69457
211,211,2003,Indirect migration background,West,At least once per week,0.1473,107,22035,0.12277,0.17153
212,212,2003,Indirect migration background,West,At least once per month,0.33544,259,22035,0.30579,0.37132
213,213,2003,Indirect migration background,West,Seldom,0.31917,244,22035,0.28445,0.35422
214,214,2003,Indirect migration background,West,Never,0.19809,132,22035,0.16461,0.23026
215,215,2005,No migration background,West,At least once per week,0.0623,834,20519,0.05836,0.06547
216,216,2005,No migration background,West,At least once per month,0.18195,2436,20519,0.17473,0.18833
217,217,2005,No migration background,West,Seldom,0.42452,5593,20519,0.41556,0.43407
218,218,2005,No migration background,West,Never,0.33123,3667,20519,0.3251,0.33834
219,219,2005,No migration background,East,At least once per week,0.05511,280,20519,0.04865,0.06189
220,220,2005,No migration background,East,At least once per month,0.16964,838,20519,0.16181,0.1805
221,221,2005,No migration background,East,Seldom,0.45416,2340,20519,0.44039,0.47148
222,222,2005,No migration background,East,Never,0.3211,1425,20519,0.31029,0.33073
223,223,2005,Direct migration background,West,At least once per week,0.04133,88,20519,0.03441,0.04743
224,224,2005,Direct migration background,West,At least once per month,0.12868,279,20519,0.11889,0.14046
225,225,2005,Direct migration background,West,Seldom,0.37497,824,20519,0.35563,0.40145
226,226,2005,Direct migration background,West,Never,0.45502,1071,20519,0.43121,0.4753
227,227,2005,Direct migration background,East,Never,1.0,58,20519,0.83855,1.17356
228,228,2005,Indirect migration background,West,At least once per week,0.15933,138,20519,0.13584,0.18249
229,229,2005,Indirect migration background,West,At least once per month,0.30411,238,20519,0.26768,0.34373
230,230,2005,Indirect migration background,West,Seldom,0.39915,301,20519,0.35613,0.44822
231,231,2005,Indirect migration background,West,Never,0.13741,109,20519,0.11158,0.15881
232,232,2007,No migration background,West,At least once per week,0.06017,778,20346,0.05661,0.06453
233,233,2007,No migration background,West,At least once per month,0.17293,2339,20346,0.16624,0.17947
234,234,2007,No migration background,West,Seldom,0.44348,5731,20346,0.43287,0.45195
235,235,2007,No migration background,West,Never,0.32342,3815,20346,0.31576,0.32991
236,236,2007,No migration background,East,At least once per week,0.05221,256,20346,0.04582,0.05784
237,237,2007,No migration background,East,At least once per month,0.16109,781,20346,0.15018,0.17391
238,238,2007,No migration background,East,Seldom,0.4574,2358,20346,0.44114,0.47359
239,239,2007,No migration background,East,Never,0.3293,1461,20346,0.31489,0.34297
240,240,2007,Direct migration background,West,At least once per week,0.03199,61,20346,0.02633,0.03726
241,241,2007,Direct migration background,West,At least once per month,0.13622,273,20346,0.12302,0.14945
242,242,2007,Direct migration background,West,Seldom,0.36163,736,20346,0.34293,0.38499
243,243,2007,Direct migration background,West,Never,0.47017,948,20346,0.44395,0.49421
244,244,2007,Direct migration background,East,Seldom,0.54064,37,20346,0.39373,0.69978
245,245,2007,Direct migration background,East,Never,0.45936,37,20346,0.38117,0.55117
246,246,2007,Indirect migration background,West,At least once per week,0.1224,95,20346,0.10213,0.15048
247,247,2007,Indirect migration background,West,At least once per month,0.28352,238,20346,0.24284,0.31459
248,248,2007,Indirect migration background,West,Seldom,0.42909,296,20346,0.38323,0.48078
249,249,2007,Indirect migration background,West,Never,0.16498,106,20346,0.13214,0.1973
250,250,2008,No migration background,West,At least once per week,0.03424,411,19178,0.03125,0.03739
251,251,2008,No migration background,West,At least once per month,0.15485,1919,19178,0.1489,0.16161
252,252,2008,No migration background,West,Seldom,0.42494,5220,19178,0.41475,0.43431
253,253,2008,No migration background,West,Never,0.38596,4400,19178,0.37819,0.39434
254,254,2008,No migration background,East,At least once per week,0.02889,118,19178,0.0242,0.03423
255,255,2008,No migration background,East,At least once per month,0.15596,696,19178,0.14408,0.16881
256,256,2008,No migration background,East,Seldom,0.4141,2097,19178,0.39766,0.43
257,257,2008,No migration background,East,Never,0.40105,1731,19178,0.38516,0.41581
258,258,2008,Direct migration background,West,At least once per week,0.02178,38,19178,0.01719,0.02604
259,259,2008,Direct migration background,West,At least once per month,0.13421,218,19178,0.12003,0.14795
260,260,2008,Direct migration background,West,Seldom,0.33905,603,19178,0.31076,0.36306
261,261,2008,Direct migration background,West,Never,0.50496,964,19178,0.4814,0.53382
262,262,2008,Direct migration background,East,Never,1.0,43,19178,0.78689,1.18906
263,263,2008,Indirect migration background,West,At least once per week,0.10097,73,19178,0.07899,0.12142
264,264,2008,Indirect migration background,West,At least once per month,0.31737,218,19178,0.27802,0.35428
265,265,2008,Indirect migration background,West,Seldom,0.42102,302,19178,0.369,0.46252
266,266,2008,Indirect migration background,West,Never,0.16064,127,19178,0.13514,0.18279
267,267,2009,No migration background,West,At least once per week,0.05692,654,17819,0.05208,0.06116
268,268,2009,No migration background,West,At least once per month,0.18254,2056,17819,0.17602,0.19089
269,269,2009,No migration background,West,Seldom,0.45991,5232,17819,0.44908,0.47271
270,270,2009,No migration background,West,Never,0.30062,3227,17819,0.29378,0.30871
271,271,2009,No migration background,East,At least once per week,0.05142,187,17819,0.0438,0.05941
272,272,2009,No migration background,East,At least once per month,0.16185,690,17819,0.14893,0.17848
273,273,2009,No migration background,East,Seldom,0.49235,2270,17819,0.4711,0.51168
274,274,2009,No migration background,East,Never,0.29439,1264,17819,0.28331,0.30771
275,275,2009,Direct migration background,West,At least once per week,0.03553,52,17819,0.02815,0.04551
276,276,2009,Direct migration background,West,At least once per month,0.13093,196,17819,0.11516,0.14703
277,277,2009,Direct migration background,West,Seldom,0.39362,623,17819,0.36891,0.42678
278,278,2009,Direct migration background,West,Never,0.43992,703,17819,0.41887,0.46825
279,279,2009,Indirect migration background,West,At least once per week,0.10815,73,17819,0.08329,0.13735
280,280,2009,Indirect migration background,West,At least once per month,0.32652,206,17819,0.28386,0.37439
281,281,2009,Indirect migration background,West,Seldom,0.46643,310,17819,0.41149,0.52151
282,282,2009,Indirect migration background,West,Never,0.0989,76,17819,0.07894,0.12075
283,283,2011,No migration background,West,At least once per week,0.05862,949,28215,0.05427,0.06301
284,284,2011,No migration background,West,At least once per month,0.19138,3229,28215,0.18374,0.19833
285,285,2011,No migration background,West,Seldom,0.43721,8482,28215,0.42726,0.4473
286,286,2011,No migration background,West,Never,0.3128,5026,28215,0.30597,0.32067
287,287,2011,No migration background,East,At least once per week,0.04737,229,28215,0.04211,0.05356
288,288,2011,No migration background,East,At least once per month,0.15523,884,28215,0.14409,0.16622
289,289,2011,No migration background,East,Seldom,0.48332,3129,28215,0.46571,0.49832
290,290,2011,No migration background,East,Never,0.31407,1807,28215,0.29987,0.32775
291,291,2011,Direct migration background,West,At least once per week,0.02897,88,28215,0.02374,0.03477
292,292,2011,Direct migration background,West,At least once per month,0.13789,378,28215,0.12379,0.15309
293,293,2011,Direct migration background,West,Seldom,0.41498,1288,28215,0.38725,0.44337
294,294,2011,Direct migration background,West,Never,0.41816,1379,28215,0.39459,0.44203
295,295,2011,Direct migration background,East,Seldom,0.36185,61,28215,0.28465,0.45785
296,296,2011,Direct migration background,East,Never,0.63815,74,28215,0.45919,0.91379
297,297,2011,Indirect migration background,West,At least once per week,0.10037,98,28215,0.07533,0.12311
298,298,2011,Indirect migration background,West,At least once per month,0.3394,333,28215,0.29146,0.37833
299,299,2011,Indirect migration background,West,Seldom,0.43446,543,28215,0.3809,0.4866
300,300,2011,Indirect migration background,West,Never,0.12577,200,28215,0.1056,0.15078
301,301,2011,Indirect migration background,East,Seldom,1.0,38,28215,0.7892,1.1806
302,302,2013,No migration background,West,At least once per week,0.02866,392,25365,0.02578,0.0324
303,303,2013,No migration background,West,At least once per month,0.19056,3099,25365,0.18333,0.19955
304,304,2013,No migration background,West,Seldom,0.44597,7838,25365,0.43537,0.45679
305,305,2013,No migration background,West,Never,0.33481,4725,25365,0.32626,0.34303
306,306,2013,No migration background,East,At least once per week,0.01858,93,25365,0.01531,0.02323
307,307,2013,No migration background,East,At least once per month,0.15293,835,25365,0.13963,0.16401
308,308,2013,No migration background,East,Seldom,0.44786,2615,25365,0.42889,0.46699
309,309,2013,No migration background,East,Never,0.38064,1943,25365,0.36522,0.3969
310,310,2013,Direct migration background,West,At least once per week,0.02511,51,25365,0.01543,0.03615
311,311,2013,Direct migration background,West,At least once per month,0.15753,378,25365,0.13556,0.17935
312,312,2013,Direct migration background,West,Seldom,0.35508,1040,25365,0.31952,0.38357
313,313,2013,Direct migration background,West,Never,0.46228,1139,25365,0.43107,0.49591
314,314,2013,Direct migration background,East,Seldom,0.31282,49,25365,0.19194,0.42944
315,315,2013,Direct migration background,East,Never,0.68718,75,25365,0.48055,0.99862
316,316,2013,Indirect migration background,West,At least once per week,0.06558,65,25365,0.05015,0.08275
317,317,2013,Indirect migration background,West,At least once per month,0.34112,346,25365,0.28806,0.3963
318,318,2013,Indirect migration background,West,Seldom,0.4233,484,25365,0.38207,0.47659
319,319,2013,Indirect migration background,West,Never,0.17,165,25365,0.13496,0.20485
320,320,2013,Indirect migration background,East,Seldom,1.0,33,25365,0.50523,1.62247
321,321,2015,No migration background,West,At least once per week,0.04147,579,26644,0.03702,0.04538
322,322,2015,No migration background,West,At least once per month,0.19377,2795,26644,0.18468,0.20271
323,323,2015,No migration background,West,Seldom,0.47748,7272,26644,0.46407,0.49018
324,324,2015,No migration background,West,Never,0.28728,3610,26644,0.27834,0.29484
325,325,2015,No migration background,East,At least once per week,0.02715,123,26644,0.02257,0.03285
326,326,2015,No migration background,East,At least once per month,0.16596,756,26644,0.15145,0.18406
327,327,2015,No migration background,East,Seldom,0.4852,2546,26644,0.46454,0.51017
328,328,2015,No migration background,East,Never,0.32168,1435,26644,0.30576,0.33805
329,329,2015,Direct migration background,West,At least once per week,0.03542,182,26644,0.02773,0.04264
330,330,2015,Direct migration background,West,At least once per month,0.15549,853,26644,0.1384,0.17476
331,331,2015,Direct migration background,West,Seldom,0.38276,2294,26644,0.36214,0.4057
332,332,2015,Direct migration background,West,Never,0.42633,2219,26644,0.401,0.45026
333,333,2015,Direct migration background,East,At least once per month,0.20532,83,26644,0.16698,0.24083
334,334,2015,Direct migration background,East,Seldom,0.38344,174,26644,0.31369,0.45141
335,335,2015,Direct migration background,East,Never,0.41124,157,26644,0.31505,0.54029
336,336,2015,Indirect migration background,West,At least once per week,0.06001,95,26644,0.04941,0.07376
337,337,2015,Indirect migration background,West,At least once per month,0.34885,478,26644,0.31478,0.38677
338,338,2015,Indirect migration background,West,Seldom,0.44284,725,26644,0.39863,0.48353
339,339,2015,Indirect migration background,West,Never,0.1483,224,26644,0.1244,0.17116
340,340,2015,Indirect migration background,East,Seldom,1.0,44,26644,0.66607,1.39709
341,341,2017,No migration background,West,At least once per week,0.04543,696,30384,0.0422,0.04902
