year,age_gr,bula_h,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,17-29 y.,Baden-Wuerttemberg,Married,0.24646,162,570,0.21105,0.28187
1987,17-29 y.,Baden-Wuerttemberg,Single,0.72989,408,570,0.69341,0.76638
1987,17-29 y.,Bavaria,Married,0.25520,135,480,0.21616,0.29424
1987,17-29 y.,Bavaria,Single,0.71218,345,480,0.67163,0.75272
1987,17-29 y.,Berlin,Single,0.68868,61,61,0.57151,0.80584
1987,30-45 y.,Schleswig-Holstein,Married,0.78785,93,93,0.70431,0.87139
1987,30-45 y.,Hamburg,Married,0.64602,60,60,0.52399,0.76804
1987,30-45 y.,Lower Saxony,Married,0.80735,255,255,0.75884,0.85585
1987,30-45 y.,North Rhine-Westphalia,Married,0.74084,737,886,0.71197,0.76971
1987,30-45 y.,North Rhine-Westphalia,Single,0.14124,95,886,0.11830,0.16419
1987,30-45 y.,North Rhine-Westphalia,Divorced,0.07789,54,886,0.06023,0.09555
1987,30-45 y.,Hesse,Married,0.77465,262,262,0.72396,0.82534
1987,30-45 y.,"Rhineland-Palatinate, Saarland",Married,0.77796,144,144,0.70984,0.84608
1987,30-45 y.,Baden-Wuerttemberg,Married,0.81091,499,543,0.77795,0.84388
1987,30-45 y.,Baden-Wuerttemberg,Single,0.11299,44,543,0.08634,0.13965
1987,30-45 y.,Bavaria,Married,0.75709,438,485,0.71888,0.79529
1987,30-45 y.,Bavaria,Single,0.13729,47,485,0.10663,0.16795
1987,30-45 y.,Berlin,Married,0.54166,73,73,0.42656,0.65675
1987,46-65 y.,Schleswig-Holstein,Married,0.75237,74,74,0.65335,0.85139
1987,46-65 y.,Hamburg,Married,0.53101,42,42,0.37825,0.68376
1987,46-65 y.,Lower Saxony,Married,0.78920,286,286,0.74184,0.83655
1987,46-65 y.,North Rhine-Westphalia,Married,0.76156,689,782,0.73167,0.79145
1987,46-65 y.,North Rhine-Westphalia,Divorced,0.06104,37,782,0.04425,0.07783
1987,46-65 y.,North Rhine-Westphalia,Widowed,0.10341,56,782,0.08205,0.12476
1987,46-65 y.,Hesse,Married,0.80595,269,269,0.75860,0.85330
1987,46-65 y.,"Rhineland-Palatinate, Saarland",Married,0.81675,226,226,0.76620,0.86730
1987,46-65 y.,Baden-Wuerttemberg,Married,0.80320,525,558,0.77018,0.83622
1987,46-65 y.,Baden-Wuerttemberg,Widowed,0.07567,33,558,0.05371,0.09763
1987,46-65 y.,Bavaria,Married,0.77055,418,451,0.73169,0.80940
1987,46-65 y.,Bavaria,Widowed,0.07618,33,451,0.05167,0.10069
1987,46-65 y.,Berlin,Married,0.66519,91,91,0.56769,0.76269
1987,66 and older,Lower Saxony,Married,0.49520,70,116,0.40382,0.58658
1987,66 and older,Lower Saxony,Widowed,0.38922,46,116,0.30011,0.47834
1987,66 and older,North Rhine-Westphalia,Married,0.40479,118,216,0.33917,0.47040
1987,66 and older,North Rhine-Westphalia,Widowed,0.46606,98,216,0.39938,0.53274
1987,66 and older,Hesse,Married,0.54589,66,100,0.44781,0.64397
1987,66 and older,Hesse,Widowed,0.37620,34,100,0.28077,0.47163
1987,66 and older,"Rhineland-Palatinate, Saarland",Married,0.41717,50,96,0.31801,0.51632
1987,66 and older,"Rhineland-Palatinate, Saarland",Widowed,0.53778,46,96,0.43753,0.63804
1987,66 and older,Baden-Wuerttemberg,Married,0.42970,81,145,0.34885,0.51056
1987,66 and older,Baden-Wuerttemberg,Widowed,0.47319,64,145,0.39164,0.55474
1987,66 and older,Bavaria,Married,0.52150,109,173,0.44684,0.59615
1987,66 and older,Bavaria,Widowed,0.37375,64,173,0.30145,0.44605
1988,17-29 y.,Schleswig-Holstein,Single,0.72375,60,60,0.60965,0.83785
1988,17-29 y.,Lower Saxony,Married,0.19349,71,305,0.14909,0.23790
1988,17-29 y.,Lower Saxony,Single,0.78657,234,305,0.74051,0.83263
1988,17-29 y.,North Rhine-Westphalia,Married,0.25893,232,765,0.22787,0.28999
1988,17-29 y.,North Rhine-Westphalia,Single,0.70867,533,765,0.67645,0.74089
1988,17-29 y.,Hesse,Married,0.22558,88,266,0.17526,0.27590
1988,17-29 y.,Hesse,Single,0.74122,178,266,0.68849,0.79395
1988,17-29 y.,"Rhineland-Palatinate, Saarland",Married,0.26547,62,207,0.20517,0.32577
1988,17-29 y.,"Rhineland-Palatinate, Saarland",Single,0.66181,145,207,0.59721,0.72642
1988,17-29 y.,Baden-Wuerttemberg,Married,0.22938,162,563,0.19462,0.26414
1988,17-29 y.,Baden-Wuerttemberg,Single,0.73851,401,563,0.70217,0.77484
1988,17-29 y.,Bavaria,Married,0.21112,122,451,0.17341,0.24883
1988,17-29 y.,Bavaria,Single,0.74760,329,451,0.70747,0.78774
1988,17-29 y.,Berlin,Single,0.62155,51,51,0.48712,0.75599
1988,30-45 y.,Schleswig-Holstein,Married,0.76690,90,90,0.67906,0.85474
1988,30-45 y.,Hamburg,Married,0.55946,46,46,0.41440,0.70451
1988,30-45 y.,Lower Saxony,Married,0.79304,223,223,0.73974,0.84633
1988,30-45 y.,North Rhine-Westphalia,Married,0.72489,681,821,0.69432,0.75545
1988,30-45 y.,North Rhine-Westphalia,Single,0.14805,93,821,0.12374,0.17236
1988,30-45 y.,North Rhine-Westphalia,Divorced,0.07983,47,821,0.06128,0.09838
1988,30-45 y.,Hesse,Married,0.77585,250,250,0.72405,0.82765
1988,30-45 y.,"Rhineland-Palatinate, Saarland",Married,0.79880,139,139,0.73191,0.86569
1988,30-45 y.,Baden-Wuerttemberg,Married,0.79268,470,509,0.75743,0.82793
1988,30-45 y.,Baden-Wuerttemberg,Single,0.11554,39,509,0.08774,0.14334
1988,30-45 y.,Bavaria,Married,0.72656,409,462,0.68588,0.76725
1988,30-45 y.,Bavaria,Single,0.17158,53,462,0.13716,0.20600
1988,30-45 y.,Berlin,Married,0.48947,62,62,0.36402,0.61491
1988,46-65 y.,Schleswig-Holstein,Married,0.79831,80,80,0.70983,0.88680
1988,46-65 y.,Hamburg,Married,0.57979,39,39,0.42285,0.73673
1988,46-65 y.,Lower Saxony,Married,0.77589,283,283,0.72721,0.82456
1988,46-65 y.,North Rhine-Westphalia,Married,0.76510,662,756,0.73486,0.79534
1988,46-65 y.,North Rhine-Westphalia,Divorced,0.05949,36,756,0.04262,0.07637
1988,46-65 y.,North Rhine-Westphalia,Widowed,0.10596,58,756,0.08401,0.12792
1988,46-65 y.,Hesse,Married,0.79127,267,267,0.74243,0.84011
1988,46-65 y.,"Rhineland-Palatinate, Saarland",Married,0.79476,214,214,0.74052,0.84900
1988,46-65 y.,Baden-Wuerttemberg,Married,0.79745,506,506,0.76240,0.83251
1988,46-65 y.,Bavaria,Married,0.77798,412,443,0.73924,0.81673
1988,46-65 y.,Bavaria,Widowed,0.07287,31,443,0.04864,0.09710
1988,46-65 y.,Berlin,Married,0.65672,83,83,0.55395,0.75949
1988,66 and older,Lower Saxony,Married,0.52595,69,113,0.43348,0.61843
1988,66 and older,Lower Saxony,Widowed,0.38155,44,113,0.29158,0.47151
1988,66 and older,North Rhine-Westphalia,Married,0.39561,115,205,0.32851,0.46272
1988,66 and older,North Rhine-Westphalia,Widowed,0.47250,90,205,0.40399,0.54101
1988,66 and older,Hesse,Married,0.54060,61,97,0.44091,0.64029
1988,66 and older,Hesse,Widowed,0.38410,36,97,0.28680,0.48139
1988,66 and older,"Rhineland-Palatinate, Saarland",Married,0.44210,50,93,0.34061,0.54358
1988,66 and older,"Rhineland-Palatinate, Saarland",Widowed,0.50005,43,93,0.39788,0.60223
1988,66 and older,Baden-Wuerttemberg,Married,0.47953,89,146,0.39821,0.56084
1988,66 and older,Baden-Wuerttemberg,Widowed,0.41882,57,146,0.33852,0.49913
1988,66 and older,Bavaria,Married,0.49444,98,164,0.41768,0.57119
1988,66 and older,Bavaria,Widowed,0.38289,66,164,0.30826,0.45751
1989,17-29 y.,Schleswig-Holstein,Single,0.75869,56,56,0.64560,0.87177
1989,17-29 y.,Hamburg,Single,0.64247,34,34,0.47894,0.80599
1989,17-29 y.,Lower Saxony,Married,0.18540,69,283,0.14004,0.23076
1989,17-29 y.,Lower Saxony,Single,0.79645,214,283,0.74946,0.84345
1989,17-29 y.,North Rhine-Westphalia,Married,0.25468,226,757,0.22362,0.28573
1989,17-29 y.,North Rhine-Westphalia,Single,0.71516,531,757,0.68298,0.74733
1989,17-29 y.,Hesse,Married,0.25010,92,278,0.19910,0.30110
1989,17-29 y.,Hesse,Single,0.72198,186,278,0.66922,0.77474
1989,17-29 y.,"Rhineland-Palatinate, Saarland",Married,0.29250,64,203,0.22976,0.35523
1989,17-29 y.,"Rhineland-Palatinate, Saarland",Single,0.65666,139,203,0.59118,0.72214
1989,17-29 y.,Baden-Wuerttemberg,Married,0.21559,151,525,0.18038,0.25080
1989,17-29 y.,Baden-Wuerttemberg,Single,0.74012,374,525,0.70257,0.77767
1989,17-29 y.,Bavaria,Married,0.21404,130,464,0.17668,0.25140
1989,17-29 y.,Bavaria,Single,0.74145,334,464,0.70157,0.78133
1989,17-29 y.,Berlin,Single,0.67639,53,53,0.54923,0.80356
1989,30-45 y.,Schleswig-Holstein,Married,0.76272,79,79,0.66831,0.85713
1989,30-45 y.,Hamburg,Married,0.55842,43,43,0.40824,0.70860
1989,30-45 y.,Lower Saxony,Married,0.75221,198,198,0.69193,0.81250
1989,30-45 y.,North Rhine-Westphalia,Married,0.75889,672,804,0.72930,0.78847
1989,30-45 y.,North Rhine-Westphalia,Single,0.12477,85,804,0.10191,0.14763
1989,30-45 y.,North Rhine-Westphalia,Divorced,0.08050,47,804,0.06169,0.09932
1989,30-45 y.,Hesse,Married,0.75932,234,234,0.70443,0.81421
1989,30-45 y.,"Rhineland-Palatinate, Saarland",Married,0.76781,131,131,0.69522,0.84039
1989,30-45 y.,Baden-Wuerttemberg,Married,0.77579,448,486,0.73867,0.81290
1989,30-45 y.,Baden-Wuerttemberg,Single,0.11500,38,486,0.08661,0.14340
1989,30-45 y.,Bavaria,Married,0.71133,383,435,0.66870,0.75397
1989,30-45 y.,Bavaria,Single,0.16444,52,435,0.12957,0.19932
1989,30-45 y.,Berlin,Married,0.55630,66,66,0.43552,0.67708
1989,46-65 y.,Schleswig-Holstein,Married,0.76786,76,76,0.67230,0.86341
1989,46-65 y.,Hamburg,Married,0.47821,34,34,0.30777,0.64864
1989,46-65 y.,Lower Saxony,Married,0.78277,270,270,0.73349,0.83205
1989,46-65 y.,North Rhine-Westphalia,Married,0.74748,622,712,0.71554,0.77941
1989,46-65 y.,North Rhine-Westphalia,Divorced,0.06449,37,712,0.04643,0.08254
1989,46-65 y.,North Rhine-Westphalia,Widowed,0.09904,53,712,0.07708,0.12099
1989,46-65 y.,Hesse,Married,0.78977,265,265,0.74061,0.83892
1989,46-65 y.,"Rhineland-Palatinate, Saarland",Married,0.79174,200,200,0.73532,0.84816
1989,46-65 y.,Baden-Wuerttemberg,Married,0.81468,486,486,0.78010,0.84926
1989,46-65 y.,Bavaria,Married,0.77279,390,422,0.73277,0.81282
1989,46-65 y.,Bavaria,Widowed,0.07777,32,422,0.05219,0.10336
1989,46-65 y.,Berlin,Married,0.61792,80,80,0.51078,0.72507
1989,66 and older,Lower Saxony,Married,0.50320,68,112,0.41019,0.59622
1989,66 and older,Lower Saxony,Widowed,0.39213,44,112,0.30130,0.48296
1989,66 and older,North Rhine-Westphalia,Married,0.41858,121,206,0.35105,0.48612
1989,66 and older,North Rhine-Westphalia,Widowed,0.44996,85,206,0.38186,0.51806
1989,66 and older,Hesse,Married,0.51302,59,97,0.41304,0.61301
1989,66 and older,Hesse,Widowed,0.41790,38,97,0.31923,0.51656
1989,66 and older,"Rhineland-Palatinate, Saarland",Married,0.38261,37,81,0.27610,0.48911
1989,66 and older,"Rhineland-Palatinate, Saarland",Widowed,0.55880,44,81,0.45000,0.66761
1989,66 and older,Baden-Wuerttemberg,Married,0.47834,89,150,0.39813,0.55855
1989,66 and older,Baden-Wuerttemberg,Widowed,0.43271,61,150,0.35316,0.51227
1989,66 and older,Bavaria,Married,0.52057,103,164,0.44388,0.59727
1989,66 and older,Bavaria,Widowed,0.35489,61,164,0.28143,0.42834
1990,17-29 y.,Schleswig-Holstein,Single,0.71215,54,54,0.59026,0.83405
1990,17-29 y.,Lower Saxony,Married,0.20924,69,273,0.16090,0.25758
1990,17-29 y.,Lower Saxony,Single,0.76824,204,273,0.71810,0.81839
1990,17-29 y.,North Rhine-Westphalia,Married,0.24624,214,709,0.21450,0.27797
1990,17-29 y.,North Rhine-Westphalia,Single,0.71817,495,709,0.68503,0.75131
1990,17-29 y.,Hesse,Married,0.24045,80,265,0.18890,0.29201
1990,17-29 y.,Hesse,Single,0.75216,185,265,0.70007,0.80424
1990,17-29 y.,"Rhineland-Palatinate, Saarland",Married,0.29198,61,183,0.22593,0.35804
1990,17-29 y.,"Rhineland-Palatinate, Saarland",Single,0.67349,122,183,0.60536,0.74162
1990,17-29 y.,Baden-Wuerttemberg,Married,0.22162,158,522,0.18596,0.25729
1990,17-29 y.,Baden-Wuerttemberg,Single,0.74595,364,522,0.70857,0.78333
1990,17-29 y.,Bavaria,Married,0.22980,143,461,0.19136,0.26825
1990,17-29 y.,Bavaria,Single,0.73645,318,461,0.69618,0.77671
1990,17-29 y.,Berlin,Married,0.24238,52,161,0.17598,0.30878
1990,17-29 y.,Berlin,Single,0.71299,109,161,0.64290,0.78309
1990,17-29 y.,Brandenburg,Married,0.30868,59,170,0.23903,0.37833
1990,17-29 y.,Brandenburg,Single,0.64074,111,170,0.56840,0.71307
