year,age_gr,migback,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,17-29 y.,Indirect migration background,Married,0.10963,69,425,0.07990,0.13937
1994,17-29 y.,Indirect migration background,Single,0.85839,356,425,0.82520,0.89158
1994,30-45 y.,No migration background,Married,0.70303,2591,3362,0.68758,0.71847
1994,30-45 y.,No migration background,"Married, living apart",0.03024,102,3362,0.02445,0.03603
1994,30-45 y.,No migration background,Single,0.16514,418,3362,0.15259,0.17770
1994,30-45 y.,No migration background,Divorced,0.09155,251,3362,0.08180,0.10130
1994,30-45 y.,Direct migration background,Married,0.80611,604,686,0.77650,0.83571
1994,30-45 y.,Direct migration background,Single,0.08233,51,686,0.06175,0.10292
1994,30-45 y.,Direct migration background,Divorced,0.05994,31,686,0.04216,0.07771
1994,46-65 y.,No migration background,Married,0.76978,2410,2912,0.75448,0.78507
1994,46-65 y.,No migration background,"Married, living apart",0.01885,42,2912,0.01391,0.02379
1994,46-65 y.,No migration background,Single,0.05410,91,2912,0.04588,0.06232
1994,46-65 y.,No migration background,Divorced,0.08028,201,2912,0.07041,0.09015
1994,46-65 y.,No migration background,Widowed,0.07016,168,2912,0.06088,0.07944
1994,46-65 y.,Direct migration background,Married,0.76474,800,925,0.73739,0.79209
1994,46-65 y.,Direct migration background,"Married, living apart",0.04355,44,925,0.03039,0.05672
1994,46-65 y.,Direct migration background,Divorced,0.09435,47,925,0.07551,0.11320
1994,46-65 y.,Direct migration background,Widowed,0.04757,34,925,0.03385,0.06130
1994,66 and older,No migration background,Married,0.43623,679,1283,0.40908,0.46338
1994,66 and older,No migration background,Single,0.05062,56,1283,0.03862,0.06262
1994,66 and older,No migration background,Divorced,0.03595,39,1283,0.02576,0.04614
1994,66 and older,No migration background,Widowed,0.43914,509,1283,0.41198,0.46631
1994,66 and older,Direct migration background,Married,0.55133,111,158,0.47353,0.62913
1994,66 and older,Direct migration background,Widowed,0.32819,47,158,0.25474,0.40164
1995,17-29 y.,No migration background,Married,0.21868,553,2304,0.20180,0.23556
1995,17-29 y.,No migration background,"Married, living apart",0.01487,31,2304,0.00992,0.01981
1995,17-29 y.,No migration background,Single,0.74382,1680,2304,0.72599,0.76165
1995,17-29 y.,No migration background,Divorced,0.01858,40,2304,0.01306,0.02409
1995,17-29 y.,Direct migration background,Married,0.45171,316,591,0.41155,0.49187
1995,17-29 y.,Direct migration background,Single,0.53124,275,591,0.49097,0.57151
1995,17-29 y.,Indirect migration background,Married,0.10572,73,433,0.07673,0.13472
1995,17-29 y.,Indirect migration background,Single,0.87158,360,433,0.84003,0.90313
1995,30-45 y.,No migration background,Married,0.68345,2562,3434,0.66789,0.69901
1995,30-45 y.,No migration background,"Married, living apart",0.02671,96,3434,0.02132,0.03210
1995,30-45 y.,No migration background,Single,0.18411,489,3434,0.17114,0.19707
1995,30-45 y.,No migration background,Divorced,0.09405,287,3434,0.08428,0.10381
1995,30-45 y.,Direct migration background,Married,0.79478,784,888,0.76820,0.82136
1995,30-45 y.,Direct migration background,Single,0.08985,62,888,0.07103,0.10867
1995,30-45 y.,Direct migration background,Divorced,0.06959,42,888,0.05284,0.08634
1995,30-45 y.,Indirect migration background,Married,0.70178,33,33,0.54327,0.86028
1995,46-65 y.,No migration background,Married,0.76128,2398,2899,0.74576,0.77680
1995,46-65 y.,No migration background,"Married, living apart",0.01553,37,2899,0.01103,0.02003
1995,46-65 y.,No migration background,Single,0.05593,92,2899,0.04756,0.06429
1995,46-65 y.,No migration background,Divorced,0.08768,210,2899,0.07738,0.09798
1995,46-65 y.,No migration background,Widowed,0.07219,162,2899,0.06277,0.08161
1995,46-65 y.,Direct migration background,Married,0.77983,892,1015,0.75432,0.80533
1995,46-65 y.,Direct migration background,"Married, living apart",0.03366,38,1015,0.02256,0.04476
1995,46-65 y.,Direct migration background,Divorced,0.08974,47,1015,0.07215,0.10734
1995,46-65 y.,Direct migration background,Widowed,0.05453,38,1015,0.04055,0.06850
1995,66 and older,No migration background,Married,0.44587,682,1276,0.41858,0.47315
1995,66 and older,No migration background,Single,0.05040,53,1276,0.03840,0.06241
1995,66 and older,No migration background,Divorced,0.04351,47,1276,0.03231,0.05471
1995,66 and older,No migration background,Widowed,0.42966,494,1276,0.40249,0.45683
1995,66 and older,Direct migration background,Married,0.58152,137,197,0.51246,0.65059
1995,66 and older,Direct migration background,Widowed,0.31269,60,197,0.24779,0.37760
1996,17-29 y.,No migration background,Married,0.20228,459,2137,0.18524,0.21931
1996,17-29 y.,No migration background,Single,0.76914,1647,2137,0.75127,0.78701
1996,17-29 y.,No migration background,Divorced,0.01430,31,2137,0.00927,0.01934
1996,17-29 y.,Direct migration background,Married,0.48077,283,518,0.43770,0.52384
1996,17-29 y.,Direct migration background,Single,0.49574,235,518,0.45264,0.53884
1996,17-29 y.,Indirect migration background,Married,0.12755,76,454,0.09683,0.15827
1996,17-29 y.,Indirect migration background,Single,0.85478,378,454,0.82233,0.88722
1996,30-45 y.,No migration background,Married,0.66440,2532,3485,0.64872,0.68008
1996,30-45 y.,No migration background,"Married, living apart",0.02892,107,3485,0.02335,0.03448
1996,30-45 y.,No migration background,Single,0.20146,556,3485,0.18814,0.21478
1996,30-45 y.,No migration background,Divorced,0.09647,290,3485,0.08667,0.10628
1996,30-45 y.,Direct migration background,Married,0.79182,726,819,0.76399,0.81964
1996,30-45 y.,Direct migration background,Single,0.09068,55,819,0.07100,0.11036
1996,30-45 y.,Direct migration background,Divorced,0.06477,38,819,0.04790,0.08163
1996,30-45 y.,Indirect migration background,Married,0.69557,45,45,0.55960,0.83154
1996,46-65 y.,No migration background,Married,0.74336,2371,2895,0.72744,0.75927
1996,46-65 y.,No migration background,"Married, living apart",0.02189,48,2895,0.01656,0.02723
1996,46-65 y.,No migration background,Single,0.06267,99,2895,0.05384,0.07150
1996,46-65 y.,No migration background,Divorced,0.08675,202,2895,0.07649,0.09700
1996,46-65 y.,No migration background,Widowed,0.07865,175,2895,0.06884,0.08846
1996,46-65 y.,Direct migration background,Married,0.75880,828,955,0.73165,0.78595
1996,46-65 y.,Direct migration background,"Married, living apart",0.03997,39,955,0.02754,0.05240
1996,46-65 y.,Direct migration background,Divorced,0.08551,44,955,0.06777,0.10326
1996,46-65 y.,Direct migration background,Widowed,0.06693,44,955,0.05108,0.08279
1996,66 and older,No migration background,Married,0.47000,717,1282,0.44267,0.49734
1996,66 and older,No migration background,Single,0.05002,50,1282,0.03808,0.06196
1996,66 and older,No migration background,Divorced,0.04363,52,1282,0.03244,0.05481
1996,66 and older,No migration background,Widowed,0.39980,463,1282,0.37298,0.42663
1996,66 and older,Direct migration background,Married,0.59361,149,208,0.52670,0.66052
