year,bula_h,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,Hamburg,Married,0.44679,113,155,0.36827,0.52531
1988,Hamburg,Single,0.20104,42,155,0.13774,0.26434
1988,Lower Saxony,Married,0.49776,646,1018,0.46703,0.52849
1988,Lower Saxony,Single,0.21208,270,1018,0.18696,0.23720
1988,Lower Saxony,Divorced,0.03380,37,1018,0.02270,0.04491
1988,Lower Saxony,Widowed,0.08144,65,1018,0.06463,0.09825
1988,Bremen,Married,0.43518,59,59,0.30759,0.56278
1988,North Rhine-Westphalia,Married,0.47227,1690,2677,0.45335,0.49118
1988,North Rhine-Westphalia,"Married, living apart",0.01653,69,2677,0.01170,0.02136
1988,North Rhine-Westphalia,Single,0.20150,662,2677,0.18630,0.21670
1988,North Rhine-Westphalia,Divorced,0.04002,96,2677,0.03259,0.04745
1988,North Rhine-Westphalia,Widowed,0.09102,160,2677,0.08012,0.10192
1988,Hesse,Married,0.51472,666,970,0.48325,0.54619
1988,Hesse,Single,0.18075,218,970,0.15652,0.20498
1988,Hesse,Divorced,0.02198,32,970,0.01275,0.03121
1988,Hesse,Widowed,0.08954,54,970,0.07157,0.10752
1988,"Rhineland-Palatinate, Saarland",Married,0.50890,465,696,0.47174,0.54607
1988,"Rhineland-Palatinate, Saarland",Single,0.18018,169,696,0.15161,0.20876
1988,"Rhineland-Palatinate, Saarland",Widowed,0.11384,62,696,0.09023,0.13746
1988,Baden-Wuerttemberg,Married,0.48737,1227,1878,0.46476,0.50998
1988,Baden-Wuerttemberg,"Married, living apart",0.01679,41,1878,0.01098,0.02260
1988,Baden-Wuerttemberg,Single,0.20350,464,1878,0.18529,0.22171
1988,Baden-Wuerttemberg,Divorced,0.03244,52,1878,0.02443,0.04046
1988,Baden-Wuerttemberg,Widowed,0.07779,94,1878,0.06567,0.08990
1988,Bavaria,Married,0.47899,1041,1634,0.45476,0.50322
1988,Bavaria,"Married, living apart",0.01958,37,1634,0.01286,0.02630
1988,Bavaria,Single,0.20621,408,1634,0.18659,0.22584
1988,Bavaria,Divorced,0.03028,44,1634,0.02196,0.03859
1988,Bavaria,Widowed,0.08156,104,1634,0.06829,0.09484
1988,Berlin,Married,0.36728,177,283,0.31101,0.42354
1988,Berlin,Single,0.20172,75,283,0.15488,0.24855
1988,Berlin,Widowed,0.14024,31,283,0.09972,0.18077
1989,Schleswig-Holstein,Married,0.48000,194,262,0.41938,0.54061
1989,Schleswig-Holstein,Single,0.17447,68,262,0.12843,0.22052
1989,Hamburg,Married,0.38770,99,146,0.30840,0.46701
1989,Hamburg,Single,0.21847,47,146,0.15122,0.28573
1989,Lower Saxony,Married,0.49448,605,970,0.46300,0.52597
1989,Lower Saxony,Single,0.21161,256,970,0.18589,0.23732
1989,Lower Saxony,Divorced,0.03926,40,970,0.02703,0.05149
1989,Lower Saxony,Widowed,0.08831,69,970,0.07044,0.10617
1989,Bremen,Married,0.42481,61,61,0.29973,0.54989
1989,North Rhine-Westphalia,Married,0.47947,1641,2602,0.46027,0.49867
1989,North Rhine-Westphalia,"Married, living apart",0.01518,57,2602,0.01048,0.01988
1989,North Rhine-Westphalia,Single,0.20161,657,2602,0.18619,0.21703
1989,North Rhine-Westphalia,Divorced,0.04272,97,2602,0.03495,0.05050
1989,North Rhine-Westphalia,Widowed,0.08572,150,2602,0.07496,0.09647
1989,Hesse,Married,0.50981,650,972,0.47836,0.54125
1989,Hesse,Single,0.18765,229,972,0.16309,0.21221
1989,Hesse,Divorced,0.03131,38,972,0.02035,0.04226
1989,Hesse,Widowed,0.08990,55,972,0.07191,0.10789
1989,"Rhineland-Palatinate, Saarland",Married,0.50536,432,655,0.46704,0.54368
1989,"Rhineland-Palatinate, Saarland",Single,0.18667,162,655,0.15681,0.21653
1989,"Rhineland-Palatinate, Saarland",Widowed,0.11427,61,655,0.08989,0.13865
1989,Baden-Wuerttemberg,Married,0.48989,1174,1804,0.46681,0.51296
1989,Baden-Wuerttemberg,"Married, living apart",0.01881,41,1804,0.01254,0.02508
1989,Baden-Wuerttemberg,Single,0.19349,433,1804,0.17526,0.21172
1989,Baden-Wuerttemberg,Divorced,0.03358,59,1804,0.02526,0.04189
1989,Baden-Wuerttemberg,Widowed,0.08287,97,1804,0.07014,0.09559
1989,Bavaria,Married,0.47599,1006,1598,0.45150,0.50049
1989,Bavaria,"Married, living apart",0.01893,34,1598,0.01224,0.02561
1989,Bavaria,Single,0.20878,410,1598,0.18884,0.22871
1989,Bavaria,Divorced,0.03664,50,1598,0.02743,0.04586
1989,Bavaria,Widowed,0.07827,98,1598,0.06510,0.09145
1989,Berlin,Married,0.36122,179,255,0.30215,0.42030
1989,Berlin,Single,0.21700,76,255,0.16631,0.26769
1990,Schleswig-Holstein,Married,0.47431,173,238,0.41074,0.53789
1990,Schleswig-Holstein,Single,0.18709,65,238,0.13744,0.23674
1990,Hamburg,Married,0.34221,82,123,0.25802,0.42640
1990,Hamburg,Single,0.23666,41,123,0.16123,0.31208
1990,Lower Saxony,Married,0.49684,593,952,0.46506,0.52862
1990,Lower Saxony,Single,0.20416,248,952,0.17854,0.22978
1990,Lower Saxony,Divorced,0.04788,47,952,0.03431,0.06145
1990,Lower Saxony,Widowed,0.08215,64,952,0.06470,0.09960
1990,Bremen,Married,0.48224,66,66,0.36076,0.60372
1990,North Rhine-Westphalia,Married,0.47484,1612,2542,0.45543,0.49426
1990,North Rhine-Westphalia,"Married, living apart",0.01678,65,2542,0.01179,0.02178
1990,North Rhine-Westphalia,Single,0.19898,623,2542,0.18346,0.21450
1990,North Rhine-Westphalia,Divorced,0.04215,94,2542,0.03434,0.04996
1990,North Rhine-Westphalia,Widowed,0.08133,148,2542,0.07070,0.09196
1990,Hesse,Married,0.51036,638,960,0.47872,0.54200
1990,Hesse,Single,0.19213,230,960,0.16719,0.21706
1990,Hesse,Divorced,0.03328,39,960,0.02193,0.04463
1990,Hesse,Widowed,0.08866,53,960,0.07067,0.10665
1990,"Rhineland-Palatinate, Saarland",Married,0.49893,418,625,0.45970,0.53816
1990,"Rhineland-Palatinate, Saarland",Single,0.17868,145,625,0.14862,0.20874
1990,"Rhineland-Palatinate, Saarland",Widowed,0.11145,62,625,0.08676,0.13614
1990,Baden-Wuerttemberg,Married,0.48542,1166,1784,0.46222,0.50862
1990,Baden-Wuerttemberg,"Married, living apart",0.01403,35,1784,0.00857,0.01948
1990,Baden-Wuerttemberg,Single,0.19480,427,1784,0.17642,0.21318
1990,Baden-Wuerttemberg,Divorced,0.04098,63,1784,0.03178,0.05018
1990,Baden-Wuerttemberg,Widowed,0.07517,93,1784,0.06293,0.08741
1990,Bavaria,Married,0.47775,1011,1559,0.45295,0.50255
1990,Bavaria,Single,0.21242,401,1559,0.19211,0.23273
1990,Bavaria,Divorced,0.03492,44,1559,0.02580,0.04403
1990,Bavaria,Widowed,0.08067,103,1559,0.06715,0.09419
1990,Berlin,Married,0.37134,358,604,0.33278,0.40991
1990,Berlin,Single,0.22399,152,604,0.19071,0.25726
1990,Berlin,Divorced,0.09153,54,604,0.06851,0.11454
1990,Berlin,Widowed,0.10279,40,604,0.07855,0.12702
1990,Brandenburg,Married,0.47643,499,725,0.44005,0.51281
1990,Brandenburg,Single,0.16287,140,725,0.13597,0.18976
1990,Brandenburg,Divorced,0.06521,49,725,0.04722,0.08319
1990,Brandenburg,Widowed,0.06276,37,725,0.04509,0.08042
1990,Mecklenburg-Western Pomerania,Married,0.48258,339,451,0.43641,0.52875
1990,Mecklenburg-Western Pomerania,Single,0.18389,112,451,0.14810,0.21968
1990,Saxony,Married,0.52001,955,1323,0.49307,0.54694
1990,Saxony,Single,0.12721,206,1323,0.10925,0.14518
1990,Saxony,Divorced,0.04473,67,1323,0.03359,0.05588
1990,Saxony,Widowed,0.08705,95,1323,0.07186,0.10225
1990,Saxony-Anhalt,Married,0.50237,565,802,0.46774,0.53700
1990,Saxony-Anhalt,Single,0.12922,128,802,0.10599,0.15245
1990,Saxony-Anhalt,Divorced,0.07077,53,802,0.05301,0.08853
1990,Saxony-Anhalt,Widowed,0.08690,56,802,0.06739,0.10641
1990,Thuringa,Married,0.50191,523,742,0.46591,0.53791
1990,Thuringa,Single,0.14682,130,742,0.12134,0.17230
1990,Thuringa,Divorced,0.05826,48,742,0.04140,0.07513
1990,Thuringa,Widowed,0.06313,41,742,0.04562,0.08064
1991,Schleswig-Holstein,Married,0.45663,183,258,0.39573,0.51753
1991,Schleswig-Holstein,Single,0.18752,75,258,0.13980,0.23525
1991,Hamburg,Married,0.34370,80,117,0.25727,0.43013
1991,Hamburg,Single,0.21837,37,117,0.14318,0.29355
1991,Lower Saxony,Married,0.49107,594,950,0.45927,0.52288
1991,Lower Saxony,Single,0.20850,247,950,0.18265,0.23435
1991,Lower Saxony,Divorced,0.05083,49,950,0.03686,0.06481
1991,Lower Saxony,Widowed,0.07556,60,950,0.05874,0.09237
1991,Bremen,Married,0.42738,58,58,0.29896,0.55581
1991,North Rhine-Westphalia,Married,0.47080,1608,2533,0.45135,0.49024
1991,North Rhine-Westphalia,"Married, living apart",0.01627,58,2533,0.01134,0.02120
1991,North Rhine-Westphalia,Single,0.19568,620,2533,0.18023,0.21114
1991,North Rhine-Westphalia,Divorced,0.04606,100,2533,0.03789,0.05422
1991,North Rhine-Westphalia,Widowed,0.08578,147,2533,0.07487,0.09669
1991,Hesse,Married,0.50688,631,951,0.47509,0.53867
1991,Hesse,Single,0.19007,221,951,0.16512,0.21502
1991,Hesse,Divorced,0.03875,43,951,0.02647,0.05102
1991,Hesse,Widowed,0.09721,56,951,0.07838,0.11605
1991,"Rhineland-Palatinate, Saarland",Married,0.48890,412,620,0.44952,0.52828
1991,"Rhineland-Palatinate, Saarland",Single,0.16991,145,620,0.14032,0.19950
1991,"Rhineland-Palatinate, Saarland",Widowed,0.11423,63,620,0.08917,0.13929
1991,Baden-Wuerttemberg,Married,0.49077,1171,1788,0.46759,0.51395
1991,Baden-Wuerttemberg,"Married, living apart",0.01730,44,1788,0.01126,0.02335
1991,Baden-Wuerttemberg,Single,0.18489,419,1788,0.16689,0.20289
1991,Baden-Wuerttemberg,Divorced,0.03750,62,1788,0.02869,0.04630
1991,Baden-Wuerttemberg,Widowed,0.07689,92,1788,0.06454,0.08925
1991,Bavaria,Married,0.47623,1017,1561,0.45145,0.50102
1991,Bavaria,Single,0.19976,395,1561,0.17992,0.21960
1991,Bavaria,Divorced,0.03963,54,1561,0.02995,0.04931
1991,Bavaria,Widowed,0.07699,95,1561,0.06376,0.09022
1991,Berlin,Married,0.38477,351,587,0.34538,0.42417
1991,Berlin,Single,0.23001,148,587,0.19593,0.26408
1991,Berlin,Divorced,0.09924,53,587,0.07504,0.12345
1991,Berlin,Widowed,0.09390,35,587,0.07028,0.11752
1991,Brandenburg,Married,0.49747,469,676,0.45975,0.53519
1991,Brandenburg,Single,0.16332,125,676,0.13543,0.19120
1991,Brandenburg,Divorced,0.06730,40,676,0.04840,0.08620
1991,Brandenburg,Widowed,0.07726,42,676,0.05712,0.09740
1991,Mecklenburg-Western Pomerania,Married,0.49760,327,419,0.44967,0.54553
1991,Mecklenburg-Western Pomerania,Single,0.16421,92,419,0.12869,0.19973
1991,Saxony,Married,0.52377,867,1222,0.49576,0.55179
1991,Saxony,Single,0.14564,212,1222,0.12585,0.16543
1991,Saxony,Divorced,0.04822,58,1222,0.03621,0.06024
1991,Saxony,Widowed,0.09313,85,1222,0.07683,0.10943
1991,Saxony-Anhalt,Married,0.52833,560,787,0.49343,0.56322
1991,Saxony-Anhalt,Single,0.13595,134,787,0.11199,0.15991
1991,Saxony-Anhalt,Divorced,0.06922,49,787,0.05147,0.08696
1991,Saxony-Anhalt,Widowed,0.08292,44,787,0.06364,0.10220
1991,Thuringa,Married,0.49362,481,693,0.45637,0.53087
1991,Thuringa,Single,0.15775,128,693,0.13060,0.18491
1991,Thuringa,Divorced,0.06388,46,693,0.04566,0.08210
1991,Thuringa,Widowed,0.07469,38,693,0.05510,0.09427
1992,Schleswig-Holstein,Married,0.48119,176,236,0.41731,0.54507
1992,Schleswig-Holstein,Single,0.17243,60,236,0.12413,0.22073
1992,Hamburg,Married,0.37288,80,80,0.26624,0.47951
1992,Lower Saxony,Married,0.49573,606,948,0.46388,0.52757
1992,Lower Saxony,Single,0.18922,230,948,0.16428,0.21417
1992,Lower Saxony,Divorced,0.05468,50,948,0.04020,0.06916
1992,Lower Saxony,Widowed,0.07928,62,948,0.06207,0.09649
1992,Bremen,Married,0.41410,53,53,0.28022,0.54799
1992,North Rhine-Westphalia,Married,0.47299,1596,2508,0.45345,0.49254
1992,North Rhine-Westphalia,"Married, living apart",0.01758,55,2508,0.01244,0.02273
1992,North Rhine-Westphalia,Single,0.19119,603,2508,0.17579,0.20658
1992,North Rhine-Westphalia,Divorced,0.04328,102,2508,0.03531,0.05124
1992,North Rhine-Westphalia,Widowed,0.08791,152,2508,0.07683,0.09900
1992,Hesse,Married,0.50878,617,938,0.47677,0.54079
1992,Hesse,Single,0.19780,229,938,0.17230,0.22331
1992,Hesse,Divorced,0.03934,40,938,0.02690,0.05179
1992,Hesse,Widowed,0.09057,52,938,0.07219,0.10895
1992,"Rhineland-Palatinate, Saarland",Married,0.49272,410,609,0.45298,0.53246
1992,"Rhineland-Palatinate, Saarland",Single,0.16406,139,609,0.13462,0.19350
1992,"Rhineland-Palatinate, Saarland",Widowed,0.11119,60,609,0.08621,0.13618
1992,Baden-Wuerttemberg,Married,0.48776,1135,1754,0.46436,0.51116
1992,Baden-Wuerttemberg,"Married, living apart",0.01435,39,1754,0.00878,0.01992
1992,Baden-Wuerttemberg,Single,0.18945,430,1754,0.17111,0.20780
1992,Baden-Wuerttemberg,Divorced,0.04307,68,1754,0.03357,0.05257
1992,Baden-Wuerttemberg,Widowed,0.07089,82,1754,0.05887,0.08290
1992,Bavaria,Married,0.48505,1059,1628,0.46077,0.50934
1992,Bavaria,"Married, living apart",0.01919,36,1628,0.01252,0.02586
1992,Bavaria,Single,0.18942,379,1628,0.17038,0.20846
1992,Bavaria,Divorced,0.04283,60,1628,0.03300,0.05267
1992,Bavaria,Widowed,0.07541,94,1628,0.06258,0.08824
1992,Berlin,Married,0.38515,341,584,0.34565,0.42465
1992,Berlin,Single,0.24821,155,584,0.21315,0.28328
1992,Berlin,Divorced,0.10674,56,584,0.08168,0.13181
1992,Berlin,Widowed,0.08139,32,584,0.05920,0.10359
1992,Brandenburg,Married,0.50079,447,659,0.46259,0.53899
1992,Brandenburg,Single,0.18159,137,659,0.15213,0.21105
1992,Brandenburg,Divorced,0.05805,34,659,0.04018,0.07591
1992,Brandenburg,Widowed,0.07365,41,659,0.05369,0.09361
1992,Mecklenburg-Western Pomerania,Married,0.50492,286,374,0.45418,0.55566
1992,Mecklenburg-Western Pomerania,Single,0.17594,88,374,0.13730,0.21458
1992,Saxony,Married,0.52345,803,1150,0.49457,0.55233
1992,Saxony,Single,0.14410,210,1150,0.12379,0.16441
1992,Saxony,Divorced,0.04250,50,1150,0.03083,0.05416
1992,Saxony,Widowed,0.09922,87,1150,0.08194,0.11651
1992,Saxony-Anhalt,Married,0.51846,525,765,0.48303,0.55389
1992,Saxony-Anhalt,Single,0.16181,148,765,0.13569,0.18792
1992,Saxony-Anhalt,Divorced,0.07330,50,765,0.05482,0.09179
1992,Saxony-Anhalt,Widowed,0.07772,42,765,0.05873,0.09670
1992,Thuringa,Married,0.49653,464,677,0.45883,0.53422
1992,Thuringa,Single,0.16634,135,677,0.13827,0.19442
1992,Thuringa,Divorced,0.05700,42,677,0.03952,0.07448
1992,Thuringa,Widowed,0.06602,36,677,0.04730,0.08474
1993,Schleswig-Holstein,Married,0.48480,178,249,0.42259,0.54700
1993,Schleswig-Holstein,Single,0.19134,71,249,0.14238,0.24029
1993,Hamburg,Married,0.36356,73,73,0.25245,0.47467
1993,Lower Saxony,Married,0.48065,597,954,0.44893,0.51237
1993,Lower Saxony,Single,0.19089,241,954,0.16593,0.21584
1993,Lower Saxony,Divorced,0.05711,53,954,0.04238,0.07184
1993,Lower Saxony,Widowed,0.07972,63,954,0.06252,0.09691
1993,Bremen,Married,0.38049,48,48,0.24169,0.51930
1993,North Rhine-Westphalia,Married,0.47970,1617,2484,0.46005,0.49935
1993,North Rhine-Westphalia,"Married, living apart",0.01639,58,2484,0.01140,0.02139
1993,North Rhine-Westphalia,Single,0.18066,565,2484,0.16552,0.19579
1993,North Rhine-Westphalia,Divorced,0.04479,95,2484,0.03665,0.05293
1993,North Rhine-Westphalia,Widowed,0.08479,149,2484,0.07384,0.09575
1993,Hesse,Married,0.51565,612,916,0.48327,0.54803
1993,Hesse,Single,0.19571,224,916,0.17000,0.22142
1993,Hesse,Divorced,0.03450,32,916,0.02267,0.04633
1993,Hesse,Widowed,0.08385,48,916,0.06589,0.10180
1993,"Rhineland-Palatinate, Saarland",Married,0.49689,403,621,0.45754,0.53625
1993,"Rhineland-Palatinate, Saarland",Single,0.14733,124,621,0.11943,0.17523
1993,"Rhineland-Palatinate, Saarland",Divorced,0.05535,34,621,0.03735,0.07335
1993,"Rhineland-Palatinate, Saarland",Widowed,0.10936,60,621,0.08479,0.13392
1993,Baden-Wuerttemberg,Married,0.48988,1133,1774,0.46661,0.51315
1993,Baden-Wuerttemberg,"Married, living apart",0.01537,46,1774,0.00965,0.02110
1993,Baden-Wuerttemberg,Single,0.19565,449,1774,0.17719,0.21412
1993,Baden-Wuerttemberg,Divorced,0.03807,65,1774,0.02917,0.04698
1993,Baden-Wuerttemberg,Widowed,0.06794,81,1774,0.05623,0.07966
1993,Bavaria,Married,0.47272,1015,1604,0.44828,0.49716
1993,Bavaria,"Married, living apart",0.02902,41,1604,0.02081,0.03724
1993,Bavaria,Single,0.18577,381,1604,0.16673,0.20481
1993,Bavaria,Divorced,0.04608,66,1604,0.03581,0.05634
1993,Bavaria,Widowed,0.08253,101,1604,0.06906,0.09600
1993,Berlin,Married,0.39893,333,553,0.35808,0.43978
1993,Berlin,Single,0.23155,140,553,0.19636,0.26674
1993,Berlin,Divorced,0.08683,49,553,0.06334,0.11032
1993,Berlin,Widowed,0.07556,31,553,0.05351,0.09761
1993,Brandenburg,Married,0.49329,411,624,0.45403,0.53254
