year,quintil_oecd,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,1st Quintile,Widowed,0.12116,171,2044,0.10701,0.13531
1985,2nd Quintile,Married,0.45577,1365,1985,0.43386,0.47769
1985,2nd Quintile,Single,0.14874,412,1985,0.13308,0.16439
1985,2nd Quintile,Divorced,0.02664,57,1985,0.01956,0.03373
1985,2nd Quintile,Widowed,0.10591,151,1985,0.09237,0.11945
1985,3rd Quintile,Married,0.45684,1307,2039,0.43522,0.47847
1985,3rd Quintile,"Married, living apart",0.00971,33,2039,0.00545,0.01396
1985,3rd Quintile,Single,0.20888,521,2039,0.19123,0.22653
1985,3rd Quintile,Divorced,0.02623,63,2039,0.01929,0.03317
1985,3rd Quintile,Widowed,0.07535,115,2039,0.06389,0.08681
1985,4th Quintile,Married,0.47681,1309,2056,0.45522,0.49841
1985,4th Quintile,"Married, living apart",0.01168,40,2056,0.00704,0.01633
1985,4th Quintile,Single,0.20993,524,2056,0.19232,0.22754
1985,4th Quintile,Divorced,0.03135,67,2056,0.02382,0.03888
1985,4th Quintile,Widowed,0.07252,116,2056,0.06131,0.08374
1985,5th Quintile,Married,0.52016,1333,2004,0.49828,0.54204
1985,5th Quintile,"Married, living apart",0.01692,47,2004,0.01127,0.02257
1985,5th Quintile,Single,0.19346,454,2004,0.17616,0.21076
1985,5th Quintile,Divorced,0.03686,69,2004,0.02861,0.04511
1985,5th Quintile,Widowed,0.05934,101,2004,0.04900,0.06969
1986,1st Quintile,Married,0.37616,1214,2030,0.35509,0.39724
1986,1st Quintile,"Married, living apart",0.01867,54,2030,0.01278,0.02455
1986,1st Quintile,Single,0.19762,504,2030,0.18029,0.21495
1986,1st Quintile,Divorced,0.04224,83,2030,0.03349,0.05100
1986,1st Quintile,Widowed,0.13470,175,2030,0.11984,0.14955
1986,2nd Quintile,Married,0.48229,1387,2045,0.46063,0.50395
1986,2nd Quintile,"Married, living apart",0.01252,38,2045,0.00770,0.01734
1986,2nd Quintile,Single,0.15912,444,2045,0.14326,0.17498
1986,2nd Quintile,Divorced,0.02165,43,2045,0.01534,0.02796
1986,2nd Quintile,Widowed,0.10542,133,2045,0.09210,0.11873
1986,3rd Quintile,Married,0.48995,1330,2072,0.46842,0.51148
1986,3rd Quintile,"Married, living apart",0.01306,44,2072,0.00817,0.01794
1986,3rd Quintile,Single,0.19990,509,2072,0.18268,0.21713
1986,3rd Quintile,Divorced,0.03284,66,2072,0.02516,0.04051
1986,3rd Quintile,Widowed,0.08453,123,2072,0.07254,0.09651
1986,4th Quintile,Married,0.51116,1366,2188,0.49021,0.53211
1986,4th Quintile,"Married, living apart",0.01984,59,2188,0.01400,0.02568
1986,4th Quintile,Single,0.23470,576,2188,0.21694,0.25247
1986,4th Quintile,Divorced,0.03977,84,2188,0.03158,0.04796
1986,4th Quintile,Widowed,0.06656,103,2188,0.05611,0.07700
1986,5th Quintile,Married,0.56676,1378,2080,0.54546,0.58806
1986,5th Quintile,"Married, living apart",0.02186,50,2080,0.01557,0.02815
1986,5th Quintile,Single,0.21225,487,2080,0.19468,0.22983
1986,5th Quintile,Divorced,0.03787,71,2080,0.02967,0.04608
1986,5th Quintile,Widowed,0.05855,94,2080,0.04846,0.06864
1987,1st Quintile,Married,0.37932,1178,2000,0.35805,0.40059
1987,1st Quintile,"Married, living apart",0.01615,47,2000,0.01062,0.02168
1987,1st Quintile,Single,0.18057,493,2000,0.16371,0.19744
1987,1st Quintile,Divorced,0.05546,102,2000,0.04542,0.06549
1987,1st Quintile,Widowed,0.13903,180,2000,0.12386,0.15420
1987,2nd Quintile,Married,0.47214,1346,2002,0.45027,0.49401
1987,2nd Quintile,Single,0.16047,446,2002,0.14439,0.17656
1987,2nd Quintile,Divorced,0.03248,62,2002,0.02471,0.04024
1987,2nd Quintile,Widowed,0.10693,148,2002,0.09339,0.12047
1987,3rd Quintile,Married,0.48770,1325,2083,0.46623,0.50917
1987,3rd Quintile,"Married, living apart",0.01629,50,2083,0.01085,0.02173
1987,3rd Quintile,Single,0.19898,521,2083,0.18183,0.21613
1987,3rd Quintile,Divorced,0.02131,50,2083,0.01511,0.02751
1987,3rd Quintile,Widowed,0.09396,137,2083,0.08143,0.10650
1987,4th Quintile,Married,0.54425,1392,2176,0.52332,0.56518
1987,4th Quintile,"Married, living apart",0.01346,49,2176,0.00861,0.01830
1987,4th Quintile,Single,0.22131,566,2176,0.20386,0.23875
1987,4th Quintile,Divorced,0.04121,85,2176,0.03285,0.04956
1987,4th Quintile,Widowed,0.05536,84,2176,0.04575,0.06497
1987,5th Quintile,Married,0.55308,1352,2075,0.53168,0.57448
1987,5th Quintile,"Married, living apart",0.01830,47,2075,0.01253,0.02407
1987,5th Quintile,Single,0.22304,499,2075,0.20513,0.24096
1987,5th Quintile,Divorced,0.03927,77,2075,0.03091,0.04763
1987,5th Quintile,Widowed,0.06260,100,2075,0.05218,0.07303
1988,1st Quintile,Married,0.38871,1184,1944,0.36703,0.41038
1988,1st Quintile,"Married, living apart",0.02314,52,1944,0.01646,0.02983
1988,1st Quintile,Single,0.17220,452,1944,0.15541,0.18899
1988,1st Quintile,Divorced,0.05509,99,1944,0.04495,0.06524
1988,1st Quintile,Widowed,0.12313,157,1944,0.10851,0.13774
1988,2nd Quintile,Married,0.46528,1300,1973,0.44327,0.48730
1988,2nd Quintile,"Married, living apart",0.01361,42,1973,0.00849,0.01872
1988,2nd Quintile,Single,0.14841,418,1973,0.13272,0.16410
1988,2nd Quintile,Divorced,0.02980,56,1973,0.02230,0.03731
1988,2nd Quintile,Widowed,0.12285,157,1973,0.10836,0.13734
1988,3rd Quintile,Married,0.48780,1262,1999,0.46588,0.50972
1988,3rd Quintile,"Married, living apart",0.01746,53,1999,0.01171,0.02320
1988,3rd Quintile,Single,0.21694,516,1999,0.19886,0.23501
1988,3rd Quintile,Divorced,0.02326,48,1999,0.01665,0.02987
1988,3rd Quintile,Widowed,0.08179,120,1999,0.06977,0.09380
1988,4th Quintile,Married,0.51742,1311,2067,0.49588,0.53897
1988,4th Quintile,"Married, living apart",0.02045,53,2067,0.01435,0.02655
1988,4th Quintile,Single,0.22487,539,2067,0.20687,0.24288
1988,4th Quintile,Divorced,0.03988,70,2067,0.03144,0.04831
1988,4th Quintile,Widowed,0.06553,94,2067,0.05486,0.07621
1988,5th Quintile,Married,0.55580,1237,1927,0.53361,0.57799
1988,5th Quintile,"Married, living apart",0.02079,45,1927,0.01441,0.02716
1988,5th Quintile,Single,0.22829,474,1927,0.20955,0.24704
1988,5th Quintile,Divorced,0.04178,80,1927,0.03284,0.05071
1988,5th Quintile,Widowed,0.05765,91,1927,0.04724,0.06806
1989,1st Quintile,Married,0.36862,1126,1903,0.34694,0.39030
1989,1st Quintile,"Married, living apart",0.01756,46,1903,0.01166,0.02347
1989,1st Quintile,Single,0.18518,467,1903,0.16772,0.20264
1989,1st Quintile,Divorced,0.05880,92,1903,0.04823,0.06937
1989,1st Quintile,Widowed,0.14047,172,1903,0.12485,0.15608
1989,2nd Quintile,Married,0.45288,1255,1949,0.43078,0.47499
1989,2nd Quintile,"Married, living apart",0.01222,37,1949,0.00734,0.01710
1989,2nd Quintile,Single,0.16443,449,1949,0.14797,0.18089
1989,2nd Quintile,Divorced,0.03611,72,1949,0.02782,0.04439
1989,2nd Quintile,Widowed,0.10377,136,1949,0.09023,0.11732
1989,3rd Quintile,Married,0.49986,1211,1881,0.47726,0.52246
1989,3rd Quintile,"Married, living apart",0.01521,37,1881,0.00968,0.02074
1989,3rd Quintile,Single,0.19211,454,1881,0.17430,0.20992
1989,3rd Quintile,Divorced,0.03656,65,1881,0.02808,0.04504
1989,3rd Quintile,Widowed,0.07731,114,1881,0.06524,0.08939
1989,4th Quintile,Married,0.51199,1250,2029,0.49023,0.53374
1989,4th Quintile,"Married, living apart",0.02544,58,2029,0.01859,0.03229
1989,4th Quintile,Single,0.24766,563,2029,0.22888,0.26645
1989,4th Quintile,Divorced,0.03465,63,2029,0.02669,0.04261
1989,4th Quintile,Widowed,0.06759,95,2029,0.05667,0.07852
1989,5th Quintile,Married,0.56897,1199,1844,0.54636,0.59158
1989,5th Quintile,"Married, living apart",0.02051,41,1844,0.01404,0.02698
1989,5th Quintile,Single,0.20997,431,1844,0.19137,0.22856
1989,5th Quintile,Divorced,0.04403,83,1844,0.03466,0.05339
1989,5th Quintile,Widowed,0.05704,90,1844,0.04645,0.06763
1990,1st Quintile,Married,0.38602,1139,1867,0.36393,0.40811
1990,1st Quintile,"Married, living apart",0.01618,48,1867,0.01046,0.02191
1990,1st Quintile,Single,0.17374,428,1867,0.15655,0.19093
1990,1st Quintile,Divorced,0.05390,89,1867,0.04366,0.06415
1990,1st Quintile,Widowed,0.13383,163,1867,0.11838,0.14927
1990,2nd Quintile,Married,0.47157,1243,1883,0.44902,0.49412
1990,2nd Quintile,"Married, living apart",0.01549,38,1883,0.00991,0.02107
1990,2nd Quintile,Single,0.16560,419,1883,0.14880,0.18239
1990,2nd Quintile,Divorced,0.03565,65,1883,0.02727,0.04403
1990,2nd Quintile,Widowed,0.08478,118,1883,0.07219,0.09736
1990,3rd Quintile,Married,0.48165,1215,1903,0.45919,0.50411
1990,3rd Quintile,"Married, living apart",0.01709,48,1903,0.01127,0.02292
1990,3rd Quintile,Single,0.19095,448,1903,0.17329,0.20862
1990,3rd Quintile,Divorced,0.03885,67,1903,0.03016,0.04753
1990,3rd Quintile,Widowed,0.08629,125,1903,0.07367,0.09891
1990,4th Quintile,Married,0.49679,1172,1929,0.47447,0.51911
1990,4th Quintile,"Married, living apart",0.01675,40,1929,0.01102,0.02248
1990,4th Quintile,Single,0.24757,542,1929,0.22831,0.26684
1990,4th Quintile,Divorced,0.04862,74,1929,0.03902,0.05822
1990,4th Quintile,Widowed,0.07279,101,1929,0.06120,0.08439
1990,5th Quintile,Married,0.55641,1169,1826,0.53362,0.57921
1990,5th Quintile,"Married, living apart",0.01872,38,1826,0.01250,0.02493
1990,5th Quintile,Single,0.22144,442,1826,0.20239,0.24049
1990,5th Quintile,Divorced,0.04801,88,1826,0.03821,0.05782
1990,5th Quintile,Widowed,0.05584,89,1826,0.04530,0.06637
1991,1st Quintile,Married,0.36142,1055,1824,0.33936,0.38347
1991,1st Quintile,"Married, living apart",0.02135,60,1824,0.01472,0.02799
1991,1st Quintile,Single,0.17513,434,1824,0.15769,0.19258
1991,1st Quintile,Divorced,0.06677,108,1824,0.05531,0.07823
1991,1st Quintile,Widowed,0.14213,167,1824,0.12611,0.15816
1991,2nd Quintile,Married,0.45460,1246,1874,0.43205,0.47715
1991,2nd Quintile,"Married, living apart",0.01420,35,1874,0.00884,0.01956
1991,2nd Quintile,Single,0.16321,407,1874,0.14648,0.17995
1991,2nd Quintile,Divorced,0.02939,54,1874,0.02174,0.03704
1991,2nd Quintile,Widowed,0.10720,132,1874,0.09319,0.12121
1991,3rd Quintile,Married,0.49337,1248,1862,0.47066,0.51609
1991,3rd Quintile,Single,0.18619,435,1862,0.16850,0.20387
1991,3rd Quintile,Divorced,0.04055,70,1862,0.03159,0.04952
1991,3rd Quintile,Widowed,0.07080,109,1862,0.05915,0.08246
1991,4th Quintile,Married,0.51481,1199,1938,0.49255,0.53707
1991,4th Quintile,"Married, living apart",0.01876,39,1938,0.01272,0.02481
1991,4th Quintile,Single,0.21861,511,1938,0.20020,0.23701
1991,4th Quintile,Divorced,0.05169,86,1938,0.04183,0.06155
1991,4th Quintile,Widowed,0.07026,103,1938,0.05888,0.08164
1991,5th Quintile,Married,0.55162,1172,1833,0.52884,0.57439
1991,5th Quintile,"Married, living apart",0.01939,40,1833,0.01308,0.02571
1991,5th Quintile,Single,0.22682,459,1833,0.20764,0.24600
1991,5th Quintile,Divorced,0.04633,86,1833,0.03670,0.05595
1991,5th Quintile,Widowed,0.05097,76,1833,0.04090,0.06104
1992,1st Quintile,Married,0.38258,1644,2768,0.36447,0.40069
1992,1st Quintile,"Married, living apart",0.01650,58,2768,0.01176,0.02125
1992,1st Quintile,Single,0.17163,582,2768,0.15758,0.18568
1992,1st Quintile,Divorced,0.07407,202,2768,0.06432,0.08383
1992,1st Quintile,Widowed,0.13423,282,2768,0.12153,0.14693
1992,2nd Quintile,Married,0.46933,1943,2838,0.45096,0.48769
1992,2nd Quintile,"Married, living apart",0.01028,34,2838,0.00657,0.01399
1992,2nd Quintile,Single,0.15426,590,2838,0.14097,0.16756
1992,2nd Quintile,Divorced,0.03795,111,2838,0.03092,0.04498
1992,2nd Quintile,Widowed,0.08735,160,2838,0.07696,0.09774
1992,3rd Quintile,Married,0.48761,1753,2661,0.46861,0.50660
1992,3rd Quintile,"Married, living apart",0.00809,34,2661,0.00468,0.01149
1992,3rd Quintile,Single,0.17924,607,2661,0.16466,0.19382
1992,3rd Quintile,Divorced,0.04438,112,2661,0.03655,0.05220
1992,3rd Quintile,Widowed,0.08544,155,2661,0.07481,0.09606
1992,4th Quintile,Married,0.51938,1705,2623,0.50026,0.53851
1992,4th Quintile,"Married, living apart",0.02057,65,2623,0.01514,0.02600
1992,4th Quintile,Single,0.21598,651,2623,0.20023,0.23173
1992,4th Quintile,Divorced,0.04122,89,2623,0.03361,0.04883
1992,4th Quintile,Widowed,0.06231,113,2623,0.05306,0.07157
1992,5th Quintile,Married,0.56105,1553,2371,0.54107,0.58103
1992,5th Quintile,"Married, living apart",0.01757,39,2371,0.01228,0.02285
1992,5th Quintile,Single,0.20706,560,2371,0.19075,0.22337
1992,5th Quintile,Divorced,0.05158,121,2371,0.04267,0.06048
1992,5th Quintile,Widowed,0.05284,98,2371,0.04383,0.06184
1993,1st Quintile,Married,0.36959,1491,2607,0.35105,0.38812
1993,1st Quintile,"Married, living apart",0.02052,71,2607,0.01508,0.02597
1993,1st Quintile,Single,0.18061,604,2607,0.16584,0.19538
1993,1st Quintile,Divorced,0.07198,189,2607,0.06206,0.08191
1993,1st Quintile,Widowed,0.13368,252,2607,0.12061,0.14675
1993,2nd Quintile,Married,0.47400,1906,2807,0.45553,0.49248
1993,2nd Quintile,"Married, living apart",0.01396,49,2807,0.00962,0.01830
1993,2nd Quintile,Single,0.14397,544,2807,0.13098,0.15695
1993,2nd Quintile,Divorced,0.03790,108,2807,0.03084,0.04497
1993,2nd Quintile,Widowed,0.10222,200,2807,0.09101,0.11343
1993,3rd Quintile,Married,0.48676,1749,2655,0.46775,0.50578
1993,3rd Quintile,"Married, living apart",0.01266,51,2655,0.00841,0.01692
1993,3rd Quintile,Single,0.17678,618,2655,0.16227,0.19130
1993,3rd Quintile,Divorced,0.04366,102,2655,0.03589,0.05144
1993,3rd Quintile,Widowed,0.07224,135,2655,0.06239,0.08209
1993,4th Quintile,Married,0.52151,1678,2603,0.50232,0.54071
1993,4th Quintile,"Married, living apart",0.01695,49,2603,0.01199,0.02191
1993,4th Quintile,Single,0.20754,650,2603,0.19196,0.22312
1993,4th Quintile,Divorced,0.04607,105,2603,0.03802,0.05413
1993,4th Quintile,Widowed,0.06116,121,2603,0.05195,0.07037
1993,5th Quintile,Married,0.56122,1549,2367,0.54123,0.58122
1993,5th Quintile,"Married, living apart",0.02263,51,2367,0.01664,0.02863
1993,5th Quintile,Single,0.20801,553,2367,0.19166,0.22437
1993,5th Quintile,Divorced,0.05044,119,2367,0.04162,0.05926
1993,5th Quintile,Widowed,0.04967,95,2367,0.04091,0.05842
1994,1st Quintile,Married,0.36654,1417,2490,0.34761,0.38547
1994,1st Quintile,"Married, living apart",0.02550,80,2490,0.01931,0.03169
1994,1st Quintile,Single,0.17202,569,2490,0.15720,0.18685
1994,1st Quintile,Divorced,0.07506,195,2490,0.06471,0.08541
1994,1st Quintile,Widowed,0.12425,229,2490,0.11129,0.13721
1994,2nd Quintile,Married,0.47582,1832,2686,0.45693,0.49471
1994,2nd Quintile,"Married, living apart",0.01214,50,2686,0.00800,0.01629
1994,2nd Quintile,Single,0.14352,517,2686,0.13026,0.15678
1994,2nd Quintile,Divorced,0.03712,97,2686,0.02997,0.04427
1994,2nd Quintile,Widowed,0.10009,190,2686,0.08874,0.11145
1994,3rd Quintile,Married,0.49455,1794,2694,0.47566,0.51343
1994,3rd Quintile,"Married, living apart",0.01114,41,2694,0.00717,0.01510
1994,3rd Quintile,Single,0.17456,619,2694,0.16022,0.18890
1994,3rd Quintile,Divorced,0.03869,91,2694,0.03140,0.04597
1994,3rd Quintile,Widowed,0.08418,149,2694,0.07369,0.09466
1994,4th Quintile,Married,0.50971,1586,2538,0.49026,0.52916
1994,4th Quintile,"Married, living apart",0.01957,49,2538,0.01418,0.02495
1994,4th Quintile,Single,0.21511,677,2538,0.19912,0.23110
1994,4th Quintile,Divorced,0.04510,106,2538,0.03703,0.05318
1994,4th Quintile,Widowed,0.05870,120,2538,0.04955,0.06784
1994,5th Quintile,Married,0.55921,1547,2398,0.53933,0.57908
1994,5th Quintile,"Married, living apart",0.02399,57,2398,0.01787,0.03012
1994,5th Quintile,Single,0.20237,555,2398,0.18628,0.21845
1994,5th Quintile,Divorced,0.05575,132,2398,0.04657,0.06494
1994,5th Quintile,Widowed,0.05453,107,2398,0.04544,0.06362
1995,1st Quintile,Married,0.35480,1448,2526,0.33614,0.37346
1995,1st Quintile,"Married, living apart",0.02363,75,2526,0.01771,0.02955
1995,1st Quintile,Single,0.18044,605,2526,0.16544,0.19544
1995,1st Quintile,Divorced,0.07844,209,2526,0.06795,0.08893
1995,1st Quintile,Widowed,0.10297,189,2526,0.09111,0.11482
1995,2nd Quintile,Married,0.47052,1905,2847,0.45218,0.48886
1995,2nd Quintile,"Married, living apart",0.01415,52,2847,0.00981,0.01849
1995,2nd Quintile,Single,0.14406,576,2847,0.13116,0.15696
1995,2nd Quintile,Divorced,0.04221,103,2847,0.03482,0.04960
1995,2nd Quintile,Widowed,0.10811,211,2847,0.09670,0.11952
1995,3rd Quintile,Married,0.49072,1787,2703,0.47187,0.50957
1995,3rd Quintile,"Married, living apart",0.00922,38,2703,0.00562,0.01283
1995,3rd Quintile,Single,0.17573,624,2703,0.16138,0.19008
1995,3rd Quintile,Divorced,0.03721,102,2703,0.03008,0.04435
1995,3rd Quintile,Widowed,0.09023,152,2703,0.07942,0.10103
1995,4th Quintile,Married,0.52351,1678,2666,0.50455,0.54248
1995,4th Quintile,"Married, living apart",0.01520,45,2666,0.01056,0.01985
1995,4th Quintile,Single,0.19734,676,2666,0.18223,0.21245
1995,4th Quintile,Divorced,0.06307,141,2666,0.05384,0.07229
1995,4th Quintile,Widowed,0.05947,126,2666,0.05049,0.06845
1995,5th Quintile,Married,0.56524,1619,2475,0.54570,0.58477
1995,5th Quintile,"Married, living apart",0.01418,35,2475,0.00952,0.01884
1995,5th Quintile,Single,0.20552,569,2475,0.18960,0.22145
1995,5th Quintile,Divorced,0.04918,131,2475,0.04066,0.05770
1995,5th Quintile,Widowed,0.06074,121,2475,0.05133,0.07016
1996,1st Quintile,Married,0.34030,1398,2526,0.32182,0.35878
1996,1st Quintile,"Married, living apart",0.02799,89,2526,0.02156,0.03443
1996,1st Quintile,Single,0.19399,642,2526,0.17857,0.20942
1996,1st Quintile,Divorced,0.07700,199,2526,0.06660,0.08740
1996,1st Quintile,Widowed,0.11405,198,2526,0.10165,0.12645
1996,2nd Quintile,Married,0.46928,1825,2725,0.45053,0.48802
1996,2nd Quintile,"Married, living apart",0.01435,55,2725,0.00988,0.01882
1996,2nd Quintile,Single,0.14382,542,2725,0.13064,0.15699
1996,2nd Quintile,Divorced,0.04335,123,2725,0.03570,0.05100
1996,2nd Quintile,Widowed,0.09570,180,2725,0.08465,0.10675
1996,3rd Quintile,Married,0.50994,1749,2646,0.49089,0.52900
1996,3rd Quintile,"Married, living apart",0.01184,35,2646,0.00772,0.01596
1996,3rd Quintile,Single,0.16728,591,2646,0.15306,0.18150
1996,3rd Quintile,Divorced,0.05058,116,2646,0.04223,0.05893
1996,3rd Quintile,Widowed,0.08136,155,2646,0.07095,0.09178
1996,4th Quintile,Married,0.50960,1684,2703,0.49075,0.52845
1996,4th Quintile,"Married, living apart",0.01847,57,2703,0.01339,0.02355
1996,4th Quintile,Single,0.21313,712,2703,0.19769,0.22858
1996,4th Quintile,Divorced,0.05077,119,2703,0.04249,0.05905
1996,4th Quintile,Widowed,0.05766,131,2703,0.04887,0.06645
1996,5th Quintile,Married,0.55748,1537,2394,0.53758,0.57738
1996,5th Quintile,"Married, living apart",0.01760,45,2394,0.01233,0.02287
1996,5th Quintile,Single,0.20788,582,2394,0.19162,0.22414
1996,5th Quintile,Divorced,0.04972,117,2394,0.04101,0.05843
1996,5th Quintile,Widowed,0.06257,113,2394,0.05287,0.07227
1997,1st Quintile,Married,0.34430,1312,2369,0.32516,0.36344
1997,1st Quintile,"Married, living apart",0.03168,99,2369,0.02463,0.03873
1997,1st Quintile,Single,0.18131,574,2369,0.16579,0.19683
1997,1st Quintile,Divorced,0.08450,194,2369,0.07330,0.09570
1997,1st Quintile,Widowed,0.11329,190,2369,0.10052,0.12606
1997,2nd Quintile,Married,0.44892,1752,2757,0.43035,0.46749
1997,2nd Quintile,"Married, living apart",0.01851,59,2757,0.01347,0.02354
1997,2nd Quintile,Single,0.15437,610,2757,0.14088,0.16786
1997,2nd Quintile,Divorced,0.05389,136,2757,0.04546,0.06232
1997,2nd Quintile,Widowed,0.10362,200,2757,0.09224,0.11500
1997,3rd Quintile,Married,0.50225,1698,2551,0.48285,0.52166
1997,3rd Quintile,"Married, living apart",0.01635,44,2551,0.01142,0.02127
1997,3rd Quintile,Single,0.17077,580,2551,0.15617,0.18538
1997,3rd Quintile,Divorced,0.04239,105,2551,0.03457,0.05021
1997,3rd Quintile,Widowed,0.06750,124,2551,0.05776,0.07724
1997,4th Quintile,Married,0.52121,1671,2661,0.50223,0.54020
1997,4th Quintile,"Married, living apart",0.01579,45,2661,0.01105,0.02052
1997,4th Quintile,Single,0.21500,689,2661,0.19939,0.23062
1997,4th Quintile,Divorced,0.04681,129,2661,0.03878,0.05483
1997,4th Quintile,Widowed,0.05989,127,2661,0.05087,0.06891
1997,5th Quintile,Married,0.54349,1534,2431,0.52369,0.56330
1997,5th Quintile,"Married, living apart",0.01695,45,2431,0.01182,0.02209
1997,5th Quintile,Single,0.21267,601,2431,0.19640,0.22894
1997,5th Quintile,Divorced,0.05388,125,2431,0.04490,0.06286
1997,5th Quintile,Widowed,0.06708,126,2431,0.05714,0.07703
1998,1st Quintile,Married,0.33797,1260,2325,0.31874,0.35720
1998,1st Quintile,"Married, living apart",0.03582,106,2325,0.02827,0.04338
1998,1st Quintile,Single,0.19658,603,2325,0.18043,0.21274
1998,1st Quintile,Divorced,0.08566,202,2325,0.07428,0.09704
1998,1st Quintile,Widowed,0.09262,154,2325,0.08083,0.10440
1998,2nd Quintile,Married,0.44768,1601,2561,0.42842,0.46694
1998,2nd Quintile,"Married, living apart",0.01673,52,2561,0.01176,0.02170
1998,2nd Quintile,Single,0.17115,603,2561,0.15656,0.18574
1998,2nd Quintile,Divorced,0.04964,136,2561,0.04122,0.05805
1998,2nd Quintile,Widowed,0.08921,169,2561,0.07817,0.10026
1998,3rd Quintile,Married,0.50745,1632,2531,0.48797,0.52693
1998,3rd Quintile,"Married, living apart",0.01543,39,2531,0.01063,0.02023
1998,3rd Quintile,Single,0.16275,580,2531,0.14837,0.17714
1998,3rd Quintile,Divorced,0.04384,114,2531,0.03587,0.05182
1998,3rd Quintile,Widowed,0.08808,166,2531,0.07704,0.09913
1998,4th Quintile,Married,0.51047,1594,2582,0.49118,0.52975
1998,4th Quintile,"Married, living apart",0.01661,42,2582,0.01168,0.02154
1998,4th Quintile,Single,0.21848,690,2582,0.20254,0.23442
1998,4th Quintile,Divorced,0.05296,129,2582,0.04432,0.06160
1998,4th Quintile,Widowed,0.06231,127,2582,0.05299,0.07164
1998,5th Quintile,Married,0.56498,1504,2274,0.54460,0.58536
1998,5th Quintile,"Married, living apart",0.01981,47,2274,0.01408,0.02554
1998,5th Quintile,Single,0.18721,506,2274,0.17118,0.20325
1998,5th Quintile,Divorced,0.04855,105,2274,0.03971,0.05739
1998,5th Quintile,Widowed,0.06578,112,2274,0.05559,0.07597
1999,1st Quintile,Married,0.31973,1303,2570,0.30170,0.33777
1999,1st Quintile,"Married, living apart",0.03437,111,2570,0.02732,0.04141
1999,1st Quintile,Single,0.21008,712,2570,0.19433,0.22583
1999,1st Quintile,Divorced,0.09754,259,2570,0.08607,0.10902
1999,1st Quintile,Widowed,0.09112,185,2570,0.07999,0.10225
1999,2nd Quintile,Married,0.45686,1813,2865,0.43862,0.47511
1999,2nd Quintile,"Married, living apart",0.02066,68,2865,0.01545,0.02587
1999,2nd Quintile,Single,0.16739,645,2865,0.15372,0.18106
1999,2nd Quintile,Divorced,0.05086,148,2865,0.04282,0.05891
1999,2nd Quintile,Widowed,0.09735,191,2865,0.08649,0.10821
1999,3rd Quintile,Married,0.49609,1812,2811,0.47760,0.51457
1999,3rd Quintile,"Married, living apart",0.01089,38,2811,0.00705,0.01472
1999,3rd Quintile,Single,0.17781,647,2811,0.16367,0.19195
1999,3rd Quintile,Divorced,0.04811,139,2811,0.04020,0.05602
1999,3rd Quintile,Widowed,0.07834,175,2811,0.06841,0.08828
1999,4th Quintile,Married,0.50708,1725,2774,0.48847,0.52569
1999,4th Quintile,"Married, living apart",0.01347,43,2774,0.00918,0.01776
1999,4th Quintile,Single,0.20803,706,2774,0.19292,0.22314
1999,4th Quintile,Divorced,0.05519,141,2774,0.04669,0.06369
1999,4th Quintile,Widowed,0.07287,159,2774,0.06320,0.08255
1999,5th Quintile,Married,0.56235,1664,2594,0.54326,0.58145
1999,5th Quintile,"Married, living apart",0.02056,48,2594,0.01510,0.02602
1999,5th Quintile,Single,0.19845,622,2594,0.18310,0.21381
