year,migback,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Indirect migration background,Single,0.24971,480,727,0.21822,0.28119
2004,No migration background,Married,0.45743,10896,18190,0.45019,0.46467
2004,No migration background,"Married, living apart",0.01967,367,18190,0.01765,0.02168
2004,No migration background,Single,0.21597,4469,18190,0.20999,0.22195
2004,No migration background,Divorced,0.07375,1273,18190,0.06996,0.07755
2004,No migration background,Widowed,0.08138,1185,18190,0.07741,0.08535
2004,Direct migration background,Married,0.65506,1860,2530,0.63653,0.67359
2004,Direct migration background,"Married, living apart",0.03174,81,2530,0.02490,0.03857
2004,Direct migration background,Single,0.14528,334,2530,0.13154,0.15901
2004,Direct migration background,Divorced,0.06690,131,2530,0.05716,0.07663
2004,Direct migration background,Widowed,0.05701,124,2530,0.04797,0.06604
2004,Indirect migration background,Married,0.11642,251,751,0.09346,0.13937
2004,Indirect migration background,Single,0.27788,500,751,0.24582,0.30994
2005,No migration background,Married,0.44910,10300,17433,0.44172,0.45649
2005,No migration background,"Married, living apart",0.01910,359,17433,0.01707,0.02113
2005,No migration background,Single,0.22879,4357,17433,0.22255,0.23502
2005,No migration background,Divorced,0.07670,1260,17433,0.07275,0.08065
2005,No migration background,Widowed,0.07822,1157,17433,0.07424,0.08221
2005,Direct migration background,Married,0.66061,1733,2360,0.64150,0.67972
2005,Direct migration background,"Married, living apart",0.03816,88,2360,0.03043,0.04590
2005,Direct migration background,Single,0.14278,297,2360,0.12866,0.15690
2005,Direct migration background,Divorced,0.06650,120,2360,0.05645,0.07656
2005,Direct migration background,Widowed,0.05461,122,2360,0.04544,0.06378
2005,Indirect migration background,Married,0.12704,260,771,0.10352,0.15056
2005,Indirect migration background,Single,0.30285,511,771,0.27040,0.33531
2006,No migration background,Married,0.44634,11228,18949,0.43926,0.45342
2006,No migration background,"Married, living apart",0.01904,377,18949,0.01709,0.02098
2006,No migration background,Single,0.22946,4609,18949,0.22347,0.23544
2006,No migration background,Divorced,0.07966,1419,18949,0.07580,0.08352
2006,No migration background,Widowed,0.08093,1316,18949,0.07704,0.08481
2006,Direct migration background,Married,0.65619,1721,2377,0.63709,0.67529
2006,Direct migration background,"Married, living apart",0.04326,99,2377,0.03508,0.05144
2006,Direct migration background,Single,0.14343,302,2377,0.12933,0.15752
2006,Direct migration background,Divorced,0.06742,135,2377,0.05733,0.07750
2006,Direct migration background,Widowed,0.05057,120,2377,0.04176,0.05938
2006,Indirect migration background,Married,0.13463,277,833,0.11144,0.15782
2006,Indirect migration background,Single,0.30132,524,833,0.27014,0.33250
2006,Indirect migration background,Divorced,0.01913,32,833,0.00982,0.02844
2007,No migration background,Married,0.44442,10476,17806,0.43712,0.45172
2007,No migration background,"Married, living apart",0.01885,354,17806,0.01685,0.02085
2007,No migration background,Single,0.23793,4401,17806,0.23167,0.24418
2007,No migration background,Divorced,0.07958,1361,17806,0.07560,0.08355
2007,No migration background,Widowed,0.07863,1214,17806,0.07468,0.08258
2007,Direct migration background,Married,0.65497,1535,2126,0.63476,0.67519
2007,Direct migration background,"Married, living apart",0.04656,89,2126,0.03760,0.05551
2007,Direct migration background,Single,0.13791,265,2126,0.12325,0.15257
2007,Direct migration background,Divorced,0.07598,123,2126,0.06471,0.08724
2007,Direct migration background,Widowed,0.05342,114,2126,0.04386,0.06298
2007,Indirect migration background,Married,0.15100,258,813,0.12637,0.17563
2007,Indirect migration background,Single,0.30874,519,813,0.27696,0.34051
2007,Indirect migration background,Divorced,0.02084,36,813,0.01102,0.03067
2008,No migration background,Married,0.43989,9857,16775,0.43238,0.44740
2008,No migration background,"Married, living apart",0.01849,336,16775,0.01645,0.02053
2008,No migration background,Single,0.24128,4088,16775,0.23481,0.24776
2008,No migration background,Divorced,0.08193,1318,16775,0.07778,0.08608
2008,No migration background,Widowed,0.07938,1176,16775,0.07529,0.08347
2008,Direct migration background,Married,0.66053,1380,1905,0.63926,0.68180
2008,Direct migration background,"Married, living apart",0.04026,75,1905,0.03143,0.04909
2008,Direct migration background,Single,0.14318,236,1905,0.12745,0.15891
2008,Direct migration background,Divorced,0.07751,112,1905,0.06550,0.08952
2008,Direct migration background,Widowed,0.05475,102,1905,0.04453,0.06497
2008,Indirect migration background,Married,0.15849,257,802,0.13320,0.18379
2008,Indirect migration background,Single,0.33727,511,802,0.30453,0.37001
2008,Indirect migration background,Divorced,0.02446,34,802,0.01376,0.03516
2009,No migration background,Married,0.43741,9186,15786,0.42967,0.44515
2009,No migration background,"Married, living apart",0.01949,325,15786,0.01733,0.02164
2009,No migration background,Single,0.24470,3864,15786,0.23799,0.25141
2009,No migration background,Divorced,0.08093,1275,15786,0.07668,0.08519
2009,No migration background,Widowed,0.07922,1136,15786,0.07500,0.08343
2009,Direct migration background,Married,0.66761,1205,1662,0.64496,0.69027
2009,Direct migration background,"Married, living apart",0.03503,62,1662,0.02618,0.04387
2009,Direct migration background,Single,0.14511,205,1662,0.12817,0.16205
2009,Direct migration background,Divorced,0.07510,97,1662,0.06243,0.08778
2009,Direct migration background,Widowed,0.05727,93,1662,0.04609,0.06844
2009,Indirect migration background,Married,0.15184,229,728,0.12575,0.17792
2009,Indirect migration background,Single,0.36867,466,728,0.33360,0.40374
2009,Indirect migration background,Divorced,0.02480,33,728,0.01350,0.03611
2010,No migration background,Married,0.43393,11854,20112,0.42708,0.44078
2010,No migration background,"Married, living apart",0.02077,484,20112,0.01880,0.02275
2010,No migration background,Single,0.24817,4878,20112,0.24220,0.25414
2010,No migration background,Divorced,0.08453,1786,20112,0.08069,0.08838
2010,No migration background,Widowed,0.07800,1110,20112,0.07429,0.08170
2010,Direct migration background,Married,0.67310,2231,2951,0.65617,0.69003
2010,Direct migration background,"Married, living apart",0.03312,88,2951,0.02666,0.03958
2010,Direct migration background,Single,0.13937,357,2951,0.12687,0.15187
2010,Direct migration background,Divorced,0.06969,178,2951,0.06050,0.07888
2010,Direct migration background,Widowed,0.05569,97,2951,0.04741,0.06396
2010,Indirect migration background,Married,0.12035,497,1152,0.10155,0.13915
2010,Indirect migration background,Single,0.33620,589,1152,0.30891,0.36350
2010,Indirect migration background,Divorced,0.02001,66,1152,0.01192,0.02810
2011,No migration background,Married,0.43424,14147,24004,0.42796,0.44051
2011,No migration background,"Married, living apart",0.01885,591,24004,0.01713,0.02057
2011,No migration background,Single,0.24737,5696,24004,0.24192,0.25283
2011,No migration background,Divorced,0.08294,2179,24004,0.07945,0.08642
2011,No migration background,Widowed,0.07589,1391,24004,0.07254,0.07924
2011,Direct migration background,Married,0.65283,2424,3306,0.63660,0.66907
2011,Direct migration background,"Married, living apart",0.03213,101,3306,0.02611,0.03814
2011,Direct migration background,Single,0.15282,418,3306,0.14055,0.16509
2011,Direct migration background,Divorced,0.07433,233,3306,0.06539,0.08327
2011,Direct migration background,Widowed,0.05758,130,3306,0.04963,0.06552
2011,Indirect migration background,Married,0.11878,519,1310,0.10125,0.13631
2011,Indirect migration background,Single,0.33315,705,1310,0.30761,0.35868
2011,Indirect migration background,Divorced,0.02027,86,1310,0.01263,0.02790
2012,No migration background,Married,0.44179,13746,23621,0.43546,0.44812
2012,No migration background,"Married, living apart",0.01853,575,23621,0.01681,0.02025
2012,No migration background,Single,0.24593,5672,23621,0.24044,0.25143
2012,No migration background,Divorced,0.08399,2258,23621,0.08045,0.08753
2012,No migration background,Widowed,0.07219,1370,23621,0.06889,0.07549
2012,Direct migration background,Married,0.64678,2284,3143,0.63007,0.66349
2012,Direct migration background,"Married, living apart",0.03465,109,3143,0.02825,0.04104
2012,Direct migration background,Single,0.15319,396,3143,0.14060,0.16578
2012,Direct migration background,Divorced,0.07943,232,3143,0.06997,0.08888
2012,Direct migration background,Widowed,0.05414,122,3143,0.04623,0.06205
2012,Indirect migration background,Married,0.13352,510,1273,0.11483,0.15221
2012,Indirect migration background,Single,0.32119,673,1273,0.29553,0.34685
2012,Indirect migration background,Divorced,0.02068,90,1273,0.01286,0.02850
2013,No migration background,Married,0.44101,12860,22413,0.43451,0.44751
2013,No migration background,"Married, living apart",0.01951,585,22413,0.01770,0.02132
2013,No migration background,Single,0.24359,5461,22413,0.23797,0.24921
2013,No migration background,Divorced,0.08541,2201,22413,0.08175,0.08907
2013,No migration background,Widowed,0.07539,1306,22413,0.07193,0.07885
2013,Direct migration background,Married,0.62297,4562,6490,0.61118,0.63476
2013,Direct migration background,"Married, living apart",0.03525,200,6490,0.03076,0.03974
2013,Direct migration background,Single,0.17844,1105,6490,0.16912,0.18775
2013,Direct migration background,Divorced,0.08208,448,6490,0.07540,0.08876
2013,Direct migration background,Widowed,0.04575,175,6490,0.04067,0.05083
2013,Indirect migration background,Married,0.13697,764,2136,0.12239,0.15156
2013,Indirect migration background,"Married, living apart",0.00694,33,2136,0.00342,0.01046
2013,Indirect migration background,Single,0.33049,1237,2136,0.31054,0.35044
2013,Indirect migration background,Divorced,0.01695,102,2136,0.01147,0.02242
2014,No migration background,Married,0.43920,11744,20467,0.43240,0.44600
2014,No migration background,"Married, living apart",0.02028,498,20467,0.01835,0.02221
2014,No migration background,Single,0.24326,4978,20467,0.23738,0.24914
2014,No migration background,Divorced,0.08738,1990,20467,0.08351,0.09125
2014,No migration background,Widowed,0.07705,1257,20467,0.07339,0.08070
2014,Direct migration background,Married,0.61190,3650,5255,0.59872,0.62507
2014,Direct migration background,"Married, living apart",0.04099,171,5255,0.03563,0.04635
2014,Direct migration background,Single,0.18744,915,5255,0.17688,0.19799
2014,Direct migration background,Divorced,0.08329,367,5255,0.07581,0.09076
2014,Direct migration background,Widowed,0.04236,152,5255,0.03691,0.04780
2014,Indirect migration background,Married,0.13350,638,1807,0.11781,0.14918
2014,Indirect migration background,Single,0.34941,1083,1807,0.32742,0.37140
2014,Indirect migration background,Divorced,0.01964,86,1807,0.01324,0.02604
2015,No migration background,Married,0.43142,11071,19474,0.42446,0.43837
2015,No migration background,"Married, living apart",0.01894,445,19474,0.01702,0.02085
2015,No migration background,Single,0.24815,4823,19474,0.24209,0.25422
2015,No migration background,Divorced,0.09189,1919,19474,0.08784,0.09595
2015,No migration background,Widowed,0.07776,1216,19474,0.07400,0.08152
2015,Direct migration background,Married,0.59133,4034,6023,0.57892,0.60375
2015,Direct migration background,"Married, living apart",0.04062,206,6023,0.03563,0.04560
2015,Direct migration background,Single,0.20708,1312,6023,0.19684,0.21731
2015,Direct migration background,Divorced,0.07924,336,6023,0.07242,0.08606
2015,Direct migration background,Widowed,0.04318,135,6023,0.03805,0.04832
2015,Indirect migration background,Married,0.12967,591,1705,0.11372,0.14562
2015,Indirect migration background,"Married, living apart",0.01169,34,1705,0.00659,0.01680
2015,Indirect migration background,Single,0.34437,1007,1705,0.32181,0.36693
2015,Indirect migration background,Divorced,0.01545,73,1705,0.00959,0.02130
2016,No migration background,Married,0.42634,10249,18120,0.41914,0.43354
2016,No migration background,"Married, living apart",0.01927,428,18120,0.01727,0.02127
2016,No migration background,Single,0.25267,4486,18120,0.24634,0.25900
2016,No migration background,Divorced,0.09118,1794,18120,0.08699,0.09538
2016,No migration background,Widowed,0.07605,1163,18120,0.07219,0.07991
2016,Direct migration background,Married,0.59074,5349,8045,0.58000,0.60149
2016,Direct migration background,"Married, living apart",0.03802,393,8045,0.03384,0.04220
2016,Direct migration background,Single,0.19106,1751,8045,0.18247,0.19965
2016,Direct migration background,Divorced,0.08518,379,8045,0.07908,0.09128
2016,Direct migration background,Widowed,0.04230,173,8045,0.03790,0.04670
2016,Indirect migration background,Married,0.14070,542,1596,0.12363,0.15776
2016,Indirect migration background,"Married, living apart",0.01333,38,1596,0.00770,0.01896
2016,Indirect migration background,Single,0.35915,953,1596,0.33560,0.38269
2016,Indirect migration background,Divorced,0.01625,63,1596,0.01004,0.02246
