year,pgisced97,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,Upper Secondary Level,Divorced,0.06652,350,6540,0.06048,0.07256
1994,Upper Secondary Level,Widowed,0.09248,374,6540,0.08546,0.09950
1994,Post-secondary Non-tertiary Level,Married,0.47029,208,363,0.41887,0.52170
1994,Post-secondary Non-tertiary Level,Single,0.43992,155,363,0.38878,0.49105
1994,First Stage of Tertiary Education,Married,0.68199,566,710,0.64771,0.71627
1994,First Stage of Tertiary Education,Single,0.15611,107,710,0.12939,0.18283
1994,First Stage of Tertiary Education,Widowed,0.09357,37,710,0.07213,0.11500
1994,Second Stage of Tertiary Education,Married,0.67181,1229,1621,0.64895,0.69468
1994,Second Stage of Tertiary Education,Single,0.18803,242,1621,0.16900,0.20706
1994,Second Stage of Tertiary Education,Divorced,0.07946,105,1621,0.06629,0.09263
1994,Second Stage of Tertiary Education,Widowed,0.03490,45,1621,0.02597,0.04384
1995,Pre-primary Level,Single,0.99260,286,286,0.98265,1.00255
1995,Primary Level,Married,0.64231,415,471,0.59898,0.68565
1995,Primary Level,Single,0.18805,56,471,0.15272,0.22337
1995,Lower Secondary Level,Married,0.48364,1376,2470,0.46393,0.50336
1995,Lower Secondary Level,"Married, living apart",0.01881,51,2470,0.01346,0.02417
1995,Lower Secondary Level,Single,0.20627,631,2470,0.19031,0.22223
1995,Lower Secondary Level,Divorced,0.05677,104,2470,0.04764,0.06589
1995,Lower Secondary Level,Widowed,0.21723,308,2470,0.20096,0.23349
1995,Upper Secondary Level,Married,0.60840,4358,6695,0.59670,0.62009
1995,Upper Secondary Level,"Married, living apart",0.01786,124,6695,0.01469,0.02104
1995,Upper Secondary Level,Single,0.20075,1452,6695,0.19116,0.21035
1995,Upper Secondary Level,Divorced,0.07062,380,6695,0.06448,0.07676
1995,Upper Secondary Level,Widowed,0.09559,381,6695,0.08855,0.10264
1995,Post-secondary Non-tertiary Level,Married,0.53095,283,438,0.48416,0.57774
1995,Post-secondary Non-tertiary Level,Single,0.38870,155,438,0.34300,0.43440
1995,First Stage of Tertiary Education,Married,0.71685,577,716,0.68383,0.74988
1995,First Stage of Tertiary Education,Single,0.14282,104,716,0.11718,0.16847
1995,First Stage of Tertiary Education,Divorced,0.05744,35,716,0.04039,0.07450
1995,Second Stage of Tertiary Education,Married,0.65763,1276,1723,0.63522,0.68004
1995,Second Stage of Tertiary Education,Single,0.20020,275,1723,0.18130,0.21910
1995,Second Stage of Tertiary Education,Divorced,0.08716,127,1723,0.07384,0.10049
1995,Second Stage of Tertiary Education,Widowed,0.03246,45,1723,0.02409,0.04083
1996,Pre-primary Level,Single,0.99692,292,292,0.99056,1.00329
1996,Primary Level,Married,0.63937,374,428,0.59382,0.68491
1996,Primary Level,Single,0.18528,54,428,0.14843,0.22213
1996,Lower Secondary Level,Married,0.48793,1328,2369,0.46779,0.50806
1996,Lower Secondary Level,"Married, living apart",0.01819,47,2369,0.01281,0.02357
1996,Lower Secondary Level,Single,0.20752,601,2369,0.19119,0.22386
1996,Lower Secondary Level,Divorced,0.05544,103,2369,0.04622,0.06465
1996,Lower Secondary Level,Widowed,0.21583,290,2369,0.19926,0.23240
1996,Upper Secondary Level,Married,0.60385,4235,6594,0.59204,0.61566
1996,Upper Secondary Level,"Married, living apart",0.02450,156,6594,0.02077,0.02824
1996,Upper Secondary Level,Single,0.19848,1440,6594,0.18886,0.20811
1996,Upper Secondary Level,Divorced,0.07306,386,6594,0.06678,0.07934
1996,Upper Secondary Level,Widowed,0.09412,377,6594,0.08707,0.10117
1996,Post-secondary Non-tertiary Level,Married,0.50975,274,444,0.46320,0.55630
1996,Post-secondary Non-tertiary Level,Single,0.42121,170,444,0.37523,0.46719
1996,First Stage of Tertiary Education,Married,0.69909,568,685,0.66472,0.73346
1996,First Stage of Tertiary Education,Single,0.15420,117,685,0.12713,0.18126
1996,Second Stage of Tertiary Education,Married,0.65295,1271,1762,0.63072,0.67519
1996,Second Stage of Tertiary Education,"Married, living apart",0.02038,31,1762,0.01378,0.02698
1996,Second Stage of Tertiary Education,Single,0.21323,300,1762,0.19410,0.23236
1996,Second Stage of Tertiary Education,Divorced,0.08076,114,1762,0.06804,0.09349
1996,Second Stage of Tertiary Education,Widowed,0.03007,46,1762,0.02209,0.03804
1997,Pre-primary Level,Single,0.99754,313,313,0.99203,1.00304
1997,Primary Level,Married,0.64252,353,397,0.59531,0.68972
1997,Primary Level,Single,0.14800,44,397,0.11303,0.18298
1997,Lower Secondary Level,Married,0.46679,1264,2312,0.44645,0.48713
1997,Lower Secondary Level,"Married, living apart",0.01681,41,2312,0.01156,0.02205
1997,Lower Secondary Level,Single,0.22026,618,2312,0.20336,0.23716
1997,Lower Secondary Level,Divorced,0.05975,102,2312,0.05009,0.06941
1997,Lower Secondary Level,Widowed,0.22085,287,2312,0.20394,0.23776
1997,Upper Secondary Level,Married,0.60159,4144,6449,0.58964,0.61354
1997,Upper Secondary Level,"Married, living apart",0.02776,164,6449,0.02375,0.03177
1997,Upper Secondary Level,Single,0.19625,1379,6449,0.18655,0.20594
1997,Upper Secondary Level,Divorced,0.07456,392,6449,0.06815,0.08097
1997,Upper Secondary Level,Widowed,0.09178,370,6449,0.08473,0.09883
1997,Post-secondary Non-tertiary Level,Married,0.52154,265,424,0.47393,0.56914
1997,Post-secondary Non-tertiary Level,Single,0.39666,159,424,0.35004,0.44328
1997,First Stage of Tertiary Education,Married,0.70135,562,711,0.66769,0.73502
1997,First Stage of Tertiary Education,Single,0.15380,114,711,0.12726,0.18034
1997,First Stage of Tertiary Education,Divorced,0.05723,35,711,0.04014,0.07431
1997,Second Stage of Tertiary Education,Married,0.63740,1244,1763,0.61495,0.65985
1997,Second Stage of Tertiary Education,"Married, living apart",0.02460,40,1763,0.01737,0.03183
1997,Second Stage of Tertiary Education,Single,0.22121,316,1763,0.20183,0.24059
1997,Second Stage of Tertiary Education,Divorced,0.08028,116,1763,0.06759,0.09297
1997,Second Stage of Tertiary Education,Widowed,0.03303,47,1763,0.02469,0.04138
1998,Pre-primary Level,Single,0.98326,327,327,0.96934,0.99719
1998,Primary Level,Married,0.64591,330,377,0.59757,0.69425
1998,Primary Level,Single,0.14285,47,377,0.10748,0.17821
1998,Lower Secondary Level,Married,0.46793,1358,2522,0.44845,0.48741
1998,Lower Secondary Level,"Married, living apart",0.01920,45,2522,0.01385,0.02456
1998,Lower Secondary Level,Single,0.22433,668,2522,0.20804,0.24061
1998,Lower Secondary Level,Divorced,0.05882,120,2522,0.04963,0.06800
1998,Lower Secondary Level,Widowed,0.21559,331,2522,0.19954,0.23165
1998,Upper Secondary Level,Married,0.60412,4487,6988,0.59265,0.61558
1998,Upper Secondary Level,"Married, living apart",0.02984,185,6988,0.02585,0.03383
1998,Upper Secondary Level,Single,0.20123,1504,6988,0.19183,0.21064
1998,Upper Secondary Level,Divorced,0.07261,428,6988,0.06653,0.07870
1998,Upper Secondary Level,Widowed,0.08442,384,6988,0.07790,0.09094
1998,Post-secondary Non-tertiary Level,Married,0.54699,299,475,0.50217,0.59180
1998,Post-secondary Non-tertiary Level,Single,0.36775,176,475,0.32434,0.41116
1998,First Stage of Tertiary Education,Married,0.70542,612,777,0.67335,0.73749
1998,First Stage of Tertiary Education,Single,0.15919,128,777,0.13345,0.18493
1998,First Stage of Tertiary Education,Divorced,0.05227,37,777,0.03661,0.06793
1998,Second Stage of Tertiary Education,Married,0.63591,1353,1966,0.61464,0.65719
1998,Second Stage of Tertiary Education,"Married, living apart",0.02188,39,1966,0.01541,0.02835
1998,Second Stage of Tertiary Education,Single,0.21591,372,1966,0.19772,0.23411
1998,Second Stage of Tertiary Education,Divorced,0.08912,150,1966,0.07653,0.10172
1998,Second Stage of Tertiary Education,Widowed,0.03459,52,1966,0.02651,0.04267
1999,Pre-primary Level,Single,0.98190,312,312,0.96709,0.99672
1999,Primary Level,Married,0.64239,317,364,0.59308,0.69169
1999,Primary Level,Single,0.14159,47,364,0.10573,0.17746
1999,Lower Secondary Level,Married,0.45476,1270,2422,0.43492,0.47459
1999,Lower Secondary Level,"Married, living apart",0.02254,54,2422,0.01663,0.02845
1999,Lower Secondary Level,Single,0.23090,654,2422,0.21411,0.24768
1999,Lower Secondary Level,Divorced,0.05862,123,2422,0.04926,0.06798
1999,Lower Secondary Level,Widowed,0.21820,321,2422,0.20175,0.23466
1999,Upper Secondary Level,Married,0.59543,4366,6902,0.58385,0.60701
1999,Upper Secondary Level,"Married, living apart",0.02679,169,6902,0.02298,0.03060
1999,Upper Secondary Level,Single,0.20643,1514,6902,0.19688,0.21598
1999,Upper Secondary Level,Divorced,0.08055,470,6902,0.07413,0.08697
1999,Upper Secondary Level,Widowed,0.08430,383,6902,0.07774,0.09085
1999,Post-secondary Non-tertiary Level,Married,0.54110,292,470,0.49600,0.58620
1999,Post-secondary Non-tertiary Level,Single,0.36226,178,470,0.31876,0.40576
1999,First Stage of Tertiary Education,Married,0.67828,594,768,0.64522,0.71134
1999,First Stage of Tertiary Education,Single,0.16979,134,768,0.14322,0.19636
1999,First Stage of Tertiary Education,Divorced,0.06051,40,768,0.04363,0.07738
1999,Second Stage of Tertiary Education,Married,0.62949,1340,1951,0.60806,0.65093
1999,Second Stage of Tertiary Education,"Married, living apart",0.01976,35,1951,0.01359,0.02594
1999,Second Stage of Tertiary Education,Single,0.21446,374,1951,0.19624,0.23268
1999,Second Stage of Tertiary Education,Divorced,0.09473,150,1951,0.08174,0.10773
1999,Second Stage of Tertiary Education,Widowed,0.03621,52,1951,0.02792,0.04451
2000,Pre-primary Level,Single,0.97970,483,483,0.96710,0.99229
2000,Primary Level,Married,0.63848,271,379,0.59005,0.68692
2000,Primary Level,Single,0.19575,77,379,0.15575,0.23575
2000,Primary Level,Widowed,0.09437,31,379,0.06490,0.12384
2000,Lower Secondary Level,Married,0.46605,1794,3536,0.44960,0.48249
2000,Lower Secondary Level,"Married, living apart",0.02044,69,3536,0.01578,0.02510
2000,Lower Secondary Level,Single,0.24862,1013,3536,0.23437,0.26287
2000,Lower Secondary Level,Divorced,0.05745,167,3536,0.04978,0.06513
2000,Lower Secondary Level,Widowed,0.19863,493,3536,0.18548,0.21178
2000,Upper Secondary Level,Married,0.60337,8219,12742,0.59488,0.61187
2000,Upper Secondary Level,"Married, living apart",0.02180,276,12742,0.01926,0.02433
2000,Upper Secondary Level,Single,0.20742,2610,12742,0.20038,0.21446
2000,Upper Secondary Level,Divorced,0.07209,826,12742,0.06760,0.07658
2000,Upper Secondary Level,Widowed,0.08904,811,12742,0.08410,0.09399
2000,Post-secondary Non-tertiary Level,Married,0.50227,630,1100,0.47271,0.53183
2000,Post-secondary Non-tertiary Level,Single,0.37270,384,1100,0.34411,0.40129
2000,Post-secondary Non-tertiary Level,Divorced,0.05236,45,1100,0.03919,0.06553
2000,Post-secondary Non-tertiary Level,Widowed,0.05459,41,1100,0.04116,0.06802
2000,First Stage of Tertiary Education,Married,0.67488,1375,1879,0.65370,0.69607
