year,migback,regtyp,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1992,indirekter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
1993,kein Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
1993,kein Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
1993,direkter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
1993,direkter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
1993,indirekter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
1993,indirekter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
1994,kein Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
1994,kein Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
1994,direkter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
1994,direkter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
1994,indirekter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
1994,indirekter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
1995,kein Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
1995,kein Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
1995,direkter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
1995,direkter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
1995,indirekter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
1995,indirekter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
1996,kein Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
1996,kein Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
1996,direkter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
1996,direkter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
1996,indirekter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
1996,indirekter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
1997,kein Migrationshintergrund,-1,,,,,,,,,,,,
1997,kein Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
1997,kein Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
1997,direkter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
1997,direkter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
1997,indirekter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
1997,indirekter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
1998,kein Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
1998,kein Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
1998,direkter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
1998,direkter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
1998,indirekter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
1998,indirekter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
1999,kein Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
1999,kein Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
1999,direkter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
1999,direkter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
1999,indirekter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
1999,indirekter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2000,kein Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2000,kein Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2000,direkter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2000,direkter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2000,indirekter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2000,indirekter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2001,kein Migrationshintergrund,Staedtischer Raum,0.13363859316866325,0.12585787928524095,0.14141930705208555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11110.0
2001,kein Migrationshintergrund,Laendlicher Raum,0.13388238906824407,0.12388619951727503,0.1438785786192131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6883.0
2001,direkter Migrationshintergrund,Staedtischer Raum,0.12050269066249046,0.10270464937450399,0.13830073195047693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2374.0
2001,direkter Migrationshintergrund,Laendlicher Raum,0.12699563745245343,0.09741844110335439,0.15657283380155246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516.0
2001,indirekter Migrationshintergrund,Staedtischer Raum,0.0478576671875415,0.030622220083907626,0.06509311429117538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,632.0
2001,indirekter Migrationshintergrund,Laendlicher Raum,0.08134089387586833,0.01878186958676982,0.14389991816496683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0
2002,kein Migrationshintergrund,Staedtischer Raum,0.14308859868895427,0.13450473660912599,0.15167246076878255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12134.0
2002,kein Migrationshintergrund,Laendlicher Raum,0.1490956243080862,0.13835193072571483,0.15983931789045758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7035.0
2002,direkter Migrationshintergrund,Staedtischer Raum,0.15049306881739385,0.1278119051519986,0.1731742324827891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2277.0
2002,direkter Migrationshintergrund,Laendlicher Raum,0.10371076801541339,0.07165392662481193,0.13576760940601484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486.0
2002,indirekter Migrationshintergrund,Staedtischer Raum,0.03272461385688503,0.018278418811460077,0.04717080890230998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625.0
2002,indirekter Migrationshintergrund,Laendlicher Raum,0.08479806448123352,0.007241678571980256,0.1623544503904868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0
2003,kein Migrationshintergrund,Staedtischer Raum,0.13873185302797145,0.1304705789976689,0.146993127058274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11746.0
2003,kein Migrationshintergrund,Laendlicher Raum,0.13891963361624537,0.12994282686853892,0.14789644036395183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6745.0
2003,direkter Migrationshintergrund,Staedtischer Raum,0.1624464747307312,0.1370678524537131,0.1878250970077493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2133.0
2003,direkter Migrationshintergrund,Laendlicher Raum,0.14452150778532544,0.08705726579761414,0.20198574977303674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463.0
2003,indirekter Migrationshintergrund,Staedtischer Raum,0.08799557689681493,0.05839453022359008,0.11759662357003979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.0
2003,indirekter Migrationshintergrund,Laendlicher Raum,0.4264694113383624,0.24439511119082263,0.6085437114859023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0
2004,kein Migrationshintergrund,Staedtischer Raum,0.1418060978027314,0.1327802562612906,0.1508319393441722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11428.0
2004,kein Migrationshintergrund,Laendlicher Raum,0.1519318092718417,0.1414008125826862,0.1624628059609972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6579.0
2004,direkter Migrationshintergrund,Staedtischer Raum,0.13533601540684442,0.11808013725917951,0.15259189355450933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2064.0
2004,direkter Migrationshintergrund,Laendlicher Raum,0.1142882432018524,0.08844376586867511,0.14013272053502968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.0
2004,indirekter Migrationshintergrund,Staedtischer Raum,0.011806363497721553,0.00432826585217035,0.019284461143272758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638.0
2004,indirekter Migrationshintergrund,Laendlicher Raum,0.033341273696350725,0.0006888812632562732,0.06599366612944518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0
2005,kein Migrationshintergrund,Staedtischer Raum,0.13905309694872198,0.12977179635294972,0.14833439754449423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10930.0
2005,kein Migrationshintergrund,Laendlicher Raum,0.1381969876646815,0.12791311777016653,0.14848085755919646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6311.0
2005,direkter Migrationshintergrund,Staedtischer Raum,0.12950479792175698,0.10961706525626401,0.14939253058724994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1942.0
2005,direkter Migrationshintergrund,Laendlicher Raum,0.12377989957511468,0.08569664162720211,0.16186315752302724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406.0
2005,indirekter Migrationshintergrund,Staedtischer Raum,0.04357499094024885,0.025899402178839386,0.061250579701658314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659.0
2005,indirekter Migrationshintergrund,Laendlicher Raum,0.04079323913189215,0.011272094560317442,0.07031438370346686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2006,kein Migrationshintergrund,Staedtischer Raum,0.15349223442432108,0.14339100174120914,0.16359346710743303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11791.0
2006,kein Migrationshintergrund,Laendlicher Raum,0.1586009850776417,0.1468698741119027,0.1703320960433807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6964.0
2006,direkter Migrationshintergrund,Staedtischer Raum,0.17801078763214767,0.1504842956832569,0.20553727958103843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1946.0
2006,direkter Migrationshintergrund,Laendlicher Raum,0.13128068410445073,0.09142057643267468,0.1711407917762268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.0
2006,indirekter Migrationshintergrund,Staedtischer Raum,0.053768990230479694,0.0390046279969135,0.06853335246404589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.0
2006,indirekter Migrationshintergrund,Laendlicher Raum,0.009263730667580095,-0.002663249548563215,0.021190710883723405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
2007,kein Migrationshintergrund,Staedtischer Raum,0.1632156234464526,0.15340585849742427,0.17302538839548093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11055.0
2007,kein Migrationshintergrund,Laendlicher Raum,0.1420946994532138,0.13156153449757382,0.15262786440885376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6558.0
2007,direkter Migrationshintergrund,Staedtischer Raum,0.16181552587005427,0.13838358976781986,0.18524746197228867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1721.0
2007,direkter Migrationshintergrund,Laendlicher Raum,0.10739714599780226,0.07677803886570318,0.13801625312990132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398.0
2007,indirekter Migrationshintergrund,Staedtischer Raum,0.057192842661489246,0.039546788255340845,0.07483889706763765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664.0
2007,indirekter Migrationshintergrund,Laendlicher Raum,0.11338558274008664,0.0624769184502357,0.16429424702993758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0
2008,kein Migrationshintergrund,Staedtischer Raum,0.16281657121955115,0.1521587302250274,0.1734744122140749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10457.0
2008,kein Migrationshintergrund,Laendlicher Raum,0.1697348702577327,0.1562834270693271,0.1831863134461383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6188.0
2008,direkter Migrationshintergrund,Staedtischer Raum,0.18541152563222846,0.16038003273283485,0.21044301853162206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1554.0
2008,direkter Migrationshintergrund,Laendlicher Raum,0.06806406524213987,0.04411037722813563,0.09201775325614411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.0
2008,indirekter Migrationshintergrund,Staedtischer Raum,0.03976338239996705,0.02894912014176102,0.050577644658173083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,651.0
2008,indirekter Migrationshintergrund,Laendlicher Raum,0.0369208490257515,0.00184176072685438,0.07199993732464861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0
2009,kein Migrationshintergrund,Staedtischer Raum,0.1562076788847557,0.14568482529956425,0.16673053246994715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9753.0
2009,kein Migrationshintergrund,Laendlicher Raum,0.14853378914496967,0.13534859430664428,0.16171898398329507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5899.0
2009,direkter Migrationshintergrund,Staedtischer Raum,0.145282881334653,0.11642415959650915,0.17414160307279686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1340.0
2009,direkter Migrationshintergrund,Laendlicher Raum,0.09508023163894046,0.05093682017735735,0.13922364310052357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.0
2009,indirekter Migrationshintergrund,Staedtischer Raum,0.058686086158805044,0.04070187902253089,0.0766702932950792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589.0
2009,indirekter Migrationshintergrund,Laendlicher Raum,0.08923621999917292,0.03958192154861907,0.13889051844972677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
2010,kein Migrationshintergrund,Staedtischer Raum,0.16341323194564317,0.1539442017368193,0.17288226215446703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12394.0
2010,kein Migrationshintergrund,Laendlicher Raum,0.15219878595158523,0.14128658903243232,0.16311098287073814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7520.0
2010,direkter Migrationshintergrund,Staedtischer Raum,0.1374826696456221,0.11613458942728441,0.1588307498639598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2319.0
2010,direkter Migrationshintergrund,Laendlicher Raum,0.15802264836380991,0.10647218068348988,0.20957311604412995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.0
2010,indirekter Migrationshintergrund,Staedtischer Raum,0.0490179957335917,0.0340433845283201,0.06399260693886331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907.0
2010,indirekter Migrationshintergrund,Laendlicher Raum,0.01630098309018324,0.0011906561031417087,0.03141131007722477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0
2011,kein Migrationshintergrund,Staedtischer Raum,0.11725367418775147,0.11059159036584564,0.1239157580096573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14639.0
2011,kein Migrationshintergrund,Laendlicher Raum,0.14354483801783796,0.13311493941829108,0.15397473661738484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9175.0
2011,direkter Migrationshintergrund,Staedtischer Raum,0.11707960359801675,0.10078603207972417,0.13337317511630933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2506.0
2011,direkter Migrationshintergrund,Laendlicher Raum,0.13667914202440182,0.09659034685746151,0.17676793719134212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,794.0
2011,indirekter Migrationshintergrund,Staedtischer Raum,0.05085455050885257,0.03641474273396139,0.06529435828374375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1019.0
2011,indirekter Migrationshintergrund,Laendlicher Raum,0.034785902208569454,0.015937870264719482,0.053633934152419425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0
2012,kein Migrationshintergrund,Staedtischer Raum,0.15739096978854386,0.1489287991058581,0.16585314047122962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14189.0
2012,kein Migrationshintergrund,Laendlicher Raum,0.15625311476377965,0.14614933890659942,0.16635689062095987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9095.0
2012,direkter Migrationshintergrund,Staedtischer Raum,0.1497976907296621,0.12830501682123183,0.17129036463809236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2327.0
2012,direkter Migrationshintergrund,Laendlicher Raum,0.12044894650385833,0.08980565799266423,0.15109223501505242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,805.0
2012,indirekter Migrationshintergrund,Staedtischer Raum,0.044688640728201764,0.03487385207588374,0.05450342938051979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,979.0
2012,indirekter Migrationshintergrund,Laendlicher Raum,0.17238334869115,0.1282569200343493,0.21650977734795068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0
2013,kein Migrationshintergrund,Staedtischer Raum,0.13875455159777683,0.13062690196827847,0.1468822012272752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13268.0
2013,kein Migrationshintergrund,Laendlicher Raum,0.16655010230643041,0.15629618207091545,0.17680402254194538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8461.0
2013,direkter Migrationshintergrund,Staedtischer Raum,0.15019667454718721,0.12754720564580177,0.17284614344857266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2103.0
2013,direkter Migrationshintergrund,Laendlicher Raum,0.12825587428668353,0.09820774470589325,0.1583040038674738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,695.0
2013,indirekter Migrationshintergrund,Staedtischer Raum,0.07313083846207176,0.05410569413998833,0.09215598278415518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,920.0
2013,indirekter Migrationshintergrund,Laendlicher Raum,0.04151715192533442,0.026335945699882832,0.05669835815078601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0
2014,kein Migrationshintergrund,Staedtischer Raum,0.14458303681239743,0.13560820363423556,0.1535578699905593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12314.0
2014,kein Migrationshintergrund,Laendlicher Raum,0.15991669151169235,0.14886787646886968,0.17096550655451503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7825.0
2014,direkter Migrationshintergrund,Staedtischer Raum,0.3397834143615439,0.31867849879924004,0.3608883299238478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3905.0
2014,direkter Migrationshintergrund,Laendlicher Raum,0.31182522501059456,0.28299982864687795,0.3406506213743112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1317.0
2014,indirekter Migrationshintergrund,Staedtischer Raum,0.07993440443360494,0.06110858630914565,0.09876022255806424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1407.0
2014,indirekter Migrationshintergrund,Laendlicher Raum,0.044352652445847573,0.01636528143436835,0.07234002345732679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0
2015,kein Migrationshintergrund,Staedtischer Raum,0.14565281288903753,0.1357039880118573,0.15560163776621777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11694.0
2015,kein Migrationshintergrund,Laendlicher Raum,0.15126302937975938,0.14132171640761473,0.16120434235190403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7473.0
2015,direkter Migrationshintergrund,Staedtischer Raum,0.3166059650061081,0.3004001601823155,0.3328117698299007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4460.0
2015,direkter Migrationshintergrund,Laendlicher Raum,0.28053403802427473,0.2581739994958312,0.30289407655271827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1536.0
2015,indirekter Migrationshintergrund,Staedtischer Raum,0.08120634841099306,0.06533658247827838,0.09707611434370773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1313.0
2015,indirekter Migrationshintergrund,Laendlicher Raum,0.03828467615809407,0.020024258609916624,0.05654509370627152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0
2016,kein Migrationshintergrund,Staedtischer Raum,0.1286277571226861,0.11986634686837797,0.13738916737699422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10870.0
2016,kein Migrationshintergrund,Laendlicher Raum,0.14116716616987066,0.13205720386365705,0.15027712847608427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6937.0
2016,direkter Migrationshintergrund,Staedtischer Raum,0.17468929128739238,0.16211590441656923,0.18726267815821554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5763.0
2016,direkter Migrationshintergrund,Laendlicher Raum,0.25402971921673506,0.22440066598503827,0.28365877244843185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2146.0
2016,indirekter Migrationshintergrund,Staedtischer Raum,0.09758862383782185,0.0788570232564435,0.1163202244192002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1192.0
2016,indirekter Migrationshintergrund,Laendlicher Raum,0.10746084829449724,0.05207370877463795,0.16284798781435655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0
2017,kein Migrationshintergrund,Staedtischer Raum,0.13540849376054592,0.12714245113565487,0.14367453638543698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12289.0
2017,kein Migrationshintergrund,Laendlicher Raum,0.16267735048456725,0.15192746868669849,0.173427232282436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7864.0
2017,direkter Migrationshintergrund,Staedtischer Raum,0.15599059971336124,0.1451207493770776,0.16686045004964487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6246.0
2017,direkter Migrationshintergrund,Laendlicher Raum,0.17460791565030592,0.15823288636928237,0.19098294493132947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2450.0
2017,indirekter Migrationshintergrund,Staedtischer Raum,0.05551990722307053,0.04616526516835921,0.06487454927778184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1349.0
2017,indirekter Migrationshintergrund,Laendlicher Raum,0.051487094947841525,0.032550018193457854,0.0704241717022252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.0
2018,kein Migrationshintergrund,Staedtischer Raum,0.1407103081425998,0.13234648413841682,0.14907413214678278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11948.0
2018,kein Migrationshintergrund,Laendlicher Raum,0.16479388569488432,0.15289464451389256,0.17669312687587607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7508.0
2018,direkter Migrationshintergrund,Staedtischer Raum,0.19454618374751723,0.1794708353069801,0.20962153218805435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5907.0
2018,direkter Migrationshintergrund,Laendlicher Raum,0.16831172734187716,0.1503866645242531,0.18623679015950123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2170.0
2018,indirekter Migrationshintergrund,Staedtischer Raum,0.0807411739943564,0.06733644000301987,0.09414590798569293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1330.0
2018,indirekter Migrationshintergrund,Laendlicher Raum,0.10987322261785529,0.07146130937846278,0.14828513585724779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.0
2019,kein Migrationshintergrund,-1,0.29352651688056236,0.2236259713940162,0.36342706236710853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.0
2019,kein Migrationshintergrund,Staedtischer Raum,0.13771010638065379,0.13044188719569616,0.1449783255656114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12191.0
