year,quintil_oecd,sampreg,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,3rd Quintile,West,Bündnis90/Grüne,0.03442,80,2162,0.02674,0.04211
1985,4th Quintile,West,Not leaning towards specific party,0.42441,1014,2199,0.40375,0.44508
1985,4th Quintile,West,SPD,0.26442,582,2199,0.24598,0.28286
1985,4th Quintile,West,CDU/CSU,0.25093,479,2199,0.23280,0.26905
1985,4th Quintile,West,FDP,0.02132,41,2199,0.01529,0.02736
1985,4th Quintile,West,Bündnis90/Grüne,0.03579,83,2199,0.02802,0.04355
1985,5th Quintile,West,Not leaning towards specific party,0.34761,802,2158,0.32751,0.36771
1985,5th Quintile,West,SPD,0.23355,533,2158,0.21569,0.25140
1985,5th Quintile,West,CDU/CSU,0.33805,661,2158,0.31808,0.35801
1985,5th Quintile,West,FDP,0.04431,85,2158,0.03563,0.05300
1985,5th Quintile,West,Bündnis90/Grüne,0.03448,77,2158,0.02678,0.04217
1986,1st Quintile,West,Not leaning towards specific party,0.47942,1149,2042,0.45774,0.50109
1986,1st Quintile,West,SPD,0.26040,507,2042,0.24136,0.27944
1986,1st Quintile,West,CDU/CSU,0.19469,283,2042,0.17751,0.21187
1986,1st Quintile,West,Bündnis90/Grüne,0.05535,103,2042,0.04543,0.06527
1986,2nd Quintile,West,Not leaning towards specific party,0.43609,1074,2056,0.41465,0.45753
1986,2nd Quintile,West,SPD,0.29225,564,2056,0.27259,0.31192
1986,2nd Quintile,West,CDU/CSU,0.23423,368,2056,0.21592,0.25254
1986,2nd Quintile,West,Bündnis90/Grüne,0.02180,50,2056,0.01549,0.02812
1986,3rd Quintile,West,Not leaning towards specific party,0.43577,1022,2049,0.41429,0.45724
1986,3rd Quintile,West,SPD,0.27496,540,2049,0.25562,0.29429
1986,3rd Quintile,West,CDU/CSU,0.23446,415,2049,0.21612,0.25281
1986,3rd Quintile,West,Bündnis90/Grüne,0.03590,72,2049,0.02784,0.04396
1986,4th Quintile,West,Not leaning towards specific party,0.38796,985,2168,0.36744,0.40847
1986,4th Quintile,West,SPD,0.29203,617,2168,0.27288,0.31117
1986,4th Quintile,West,CDU/CSU,0.26145,478,2168,0.24295,0.27996
1986,4th Quintile,West,Bündnis90/Grüne,0.03770,88,2168,0.02968,0.04572
1986,5th Quintile,West,Not leaning towards specific party,0.36745,816,2075,0.34670,0.38820
1986,5th Quintile,West,SPD,0.21053,454,2075,0.19298,0.22808
1986,5th Quintile,West,CDU/CSU,0.34287,650,2075,0.32244,0.36330
1986,5th Quintile,West,FDP,0.04499,85,2075,0.03607,0.05391
1986,5th Quintile,West,Bündnis90/Grüne,0.03135,70,2075,0.02385,0.03884
1987,1st Quintile,West,Not leaning towards specific party,0.43645,1076,1983,0.41461,0.45828
1987,1st Quintile,West,SPD,0.26995,512,1983,0.25041,0.28950
1987,1st Quintile,West,CDU/CSU,0.21000,295,1983,0.19207,0.22793
1987,1st Quintile,West,Bündnis90/Grüne,0.04937,100,1983,0.03984,0.05891
1987,2nd Quintile,West,Not leaning towards specific party,0.37877,978,2046,0.35774,0.39979
1987,2nd Quintile,West,SPD,0.28476,526,2046,0.26520,0.30432
1987,2nd Quintile,West,CDU/CSU,0.27534,428,2046,0.25598,0.29470
1987,2nd Quintile,West,FDP,0.02218,34,2046,0.01580,0.02856
1987,2nd Quintile,West,Bündnis90/Grüne,0.03557,80,2046,0.02754,0.04360
1987,3rd Quintile,West,Not leaning towards specific party,0.35942,907,2088,0.33884,0.38001
1987,3rd Quintile,West,SPD,0.27906,551,2088,0.25981,0.29830
1987,3rd Quintile,West,CDU/CSU,0.28932,488,2088,0.26987,0.30878
1987,3rd Quintile,West,FDP,0.02606,42,2088,0.01923,0.03290
1987,3rd Quintile,West,Bündnis90/Grüne,0.04306,100,2088,0.03435,0.05177
1987,4th Quintile,West,Not leaning towards specific party,0.35263,887,2133,0.33235,0.37291
1987,4th Quintile,West,SPD,0.28194,578,2133,0.26284,0.30104
1987,4th Quintile,West,CDU/CSU,0.28466,516,2133,0.26550,0.30381
1987,4th Quintile,West,FDP,0.03292,58,2133,0.02534,0.04049
1987,4th Quintile,West,Bündnis90/Grüne,0.04387,94,2133,0.03517,0.05256
1987,5th Quintile,West,Not leaning towards specific party,0.31396,726,2058,0.29390,0.33402
1987,5th Quintile,West,SPD,0.21305,441,2058,0.19535,0.23074
1987,5th Quintile,West,CDU/CSU,0.36845,685,2058,0.34761,0.38930
1987,5th Quintile,West,FDP,0.06213,116,2058,0.05170,0.07257
1987,5th Quintile,West,Bündnis90/Grüne,0.03942,90,2058,0.03101,0.04783
1988,1st Quintile,West,Not leaning towards specific party,0.47014,1133,1927,0.44785,0.49243
1988,1st Quintile,West,SPD,0.26184,441,1927,0.24220,0.28147
1988,1st Quintile,West,CDU/CSU,0.19903,273,1927,0.18120,0.21686
1988,1st Quintile,West,Bündnis90/Grüne,0.04454,80,1927,0.03533,0.05376
1988,2nd Quintile,West,Not leaning towards specific party,0.40000,968,1948,0.37824,0.42176
1988,2nd Quintile,West,SPD,0.31341,568,1948,0.29281,0.33402
1988,2nd Quintile,West,CDU/CSU,0.23826,360,1948,0.21933,0.25718
1988,2nd Quintile,West,Bündnis90/Grüne,0.02632,52,1948,0.01921,0.03344
1988,3rd Quintile,West,Not leaning towards specific party,0.41655,957,1983,0.39485,0.43826
1988,3rd Quintile,West,SPD,0.27679,532,1983,0.25710,0.29649
1988,3rd Quintile,West,CDU/CSU,0.23983,381,1983,0.22103,0.25863
1988,3rd Quintile,West,FDP,0.02462,39,1983,0.01779,0.03144
1988,3rd Quintile,West,Bündnis90/Grüne,0.03905,74,1983,0.03052,0.04758
1988,4th Quintile,West,Not leaning towards specific party,0.38442,927,2040,0.36331,0.40554
1988,4th Quintile,West,SPD,0.29482,556,2040,0.27503,0.31461
1988,4th Quintile,West,CDU/CSU,0.25786,446,2040,0.23887,0.27685
1988,4th Quintile,West,FDP,0.02427,42,2040,0.01759,0.03094
1988,4th Quintile,West,Bündnis90/Grüne,0.03230,69,2040,0.02463,0.03998
1988,5th Quintile,West,Not leaning towards specific party,0.35498,723,1915,0.33354,0.37642
1988,5th Quintile,West,SPD,0.25076,494,1915,0.23134,0.27018
1988,5th Quintile,West,CDU/CSU,0.30675,544,1915,0.28609,0.32741
1988,5th Quintile,West,FDP,0.05351,93,1915,0.04343,0.06360
1988,5th Quintile,West,Bündnis90/Grüne,0.02827,61,1915,0.02084,0.03569
1989,1st Quintile,West,Not leaning towards specific party,0.48311,1080,1876,0.46050,0.50573
1989,1st Quintile,West,SPD,0.27299,505,1876,0.25283,0.29316
1989,1st Quintile,West,CDU/CSU,0.16737,215,1876,0.15048,0.18427
1989,1st Quintile,West,Bündnis90/Grüne,0.04382,76,1876,0.03455,0.05308
1989,2nd Quintile,West,Not leaning towards specific party,0.42904,1004,1935,0.40699,0.45110
1989,2nd Quintile,West,SPD,0.29276,515,1935,0.27248,0.31304
1989,2nd Quintile,West,CDU/CSU,0.20581,301,1935,0.18779,0.22383
1989,2nd Quintile,West,Bündnis90/Grüne,0.03442,77,1935,0.02630,0.04255
1989,2nd Quintile,West,Others,0.02703,38,1935,0.01981,0.03426
1989,3rd Quintile,West,Not leaning towards specific party,0.42632,890,1856,0.40381,0.44882
1989,3rd Quintile,West,SPD,0.29150,536,1856,0.27082,0.31218
1989,3rd Quintile,West,CDU/CSU,0.20797,323,1856,0.18950,0.22644
1989,3rd Quintile,West,Bündnis90/Grüne,0.03541,66,1856,0.02700,0.04382
1989,3rd Quintile,West,Others,0.02584,41,1856,0.01862,0.03306
1989,4th Quintile,West,Not leaning towards specific party,0.40985,892,1975,0.38815,0.43154
1989,4th Quintile,West,SPD,0.27723,569,1975,0.25748,0.29698
1989,4th Quintile,West,CDU/CSU,0.23667,389,1975,0.21792,0.25542
1989,4th Quintile,West,Bündnis90/Grüne,0.03298,74,1975,0.02510,0.04086
1989,4th Quintile,West,Others,0.03074,51,1975,0.02312,0.03835
1989,5th Quintile,West,Not leaning towards specific party,0.37910,753,1818,0.35679,0.40141
1989,5th Quintile,West,SPD,0.23858,443,1818,0.21899,0.25818
1989,5th Quintile,West,CDU/CSU,0.29253,490,1818,0.27161,0.31345
1989,5th Quintile,West,FDP,0.03952,68,1818,0.03056,0.04848
1989,5th Quintile,West,Bündnis90/Grüne,0.03460,64,1818,0.02620,0.04300
1990,1st Quintile,West,Not leaning towards specific party,0.47225,1042,1856,0.44953,0.49497
1990,1st Quintile,West,SPD,0.28106,509,1856,0.26061,0.30152
1990,1st Quintile,West,CDU/CSU,0.18897,248,1856,0.17115,0.20678
1990,1st Quintile,West,Bündnis90/Grüne,0.02894,57,1856,0.02131,0.03657
1990,2nd Quintile,West,Not leaning towards specific party,0.41574,921,1828,0.39314,0.43834
1990,2nd Quintile,West,SPD,0.31517,550,1828,0.29386,0.33647
1990,2nd Quintile,West,CDU/CSU,0.20059,291,1828,0.18223,0.21895
1990,2nd Quintile,West,Bündnis90/Grüne,0.03639,66,1828,0.02780,0.04497
1990,3rd Quintile,West,Not leaning towards specific party,0.40453,903,1843,0.38212,0.42695
1990,3rd Quintile,West,SPD,0.31014,546,1843,0.28902,0.33127
1990,3rd Quintile,West,CDU/CSU,0.22797,340,1843,0.20881,0.24713
1990,3rd Quintile,West,Bündnis90/Grüne,0.02990,54,1843,0.02212,0.03768
1990,4th Quintile,West,Not leaning towards specific party,0.39918,839,1902,0.37717,0.42120
1990,4th Quintile,West,SPD,0.30516,579,1902,0.28446,0.32586
1990,4th Quintile,West,CDU/CSU,0.22992,388,1902,0.21101,0.24884
1990,4th Quintile,West,FDP,0.02075,33,1902,0.01434,0.02715
1990,4th Quintile,West,Bündnis90/Grüne,0.03115,63,1902,0.02334,0.03896
1990,5th Quintile,West,Not leaning towards specific party,0.32285,648,1806,0.30128,0.34442
1990,5th Quintile,West,SPD,0.25824,469,1806,0.23805,0.27843
1990,5th Quintile,West,CDU/CSU,0.32898,541,1806,0.30731,0.35066
1990,5th Quintile,West,FDP,0.05216,89,1806,0.04190,0.06241
1990,5th Quintile,West,Bündnis90/Grüne,0.02961,59,1806,0.02179,0.03743
1991,1st Quintile,West,Not leaning towards specific party,0.46607,512,1048,0.43585,0.49628
1991,1st Quintile,West,SPD,0.25440,274,1048,0.22802,0.28078
1991,1st Quintile,West,CDU/CSU,0.22592,230,1048,0.20059,0.25125
1991,1st Quintile,West,Bündnis90/Grüne,0.02954,32,1048,0.01928,0.03980
1991,2nd Quintile,West,Not leaning towards specific party,0.41524,564,1259,0.38801,0.44247
1991,2nd Quintile,West,SPD,0.30568,375,1259,0.28022,0.33114
1991,2nd Quintile,West,CDU/CSU,0.21718,285,1259,0.19440,0.23997
1991,2nd Quintile,West,Bündnis90/Grüne,0.02470,35,1259,0.01612,0.03328
1991,3rd Quintile,West,Not leaning towards specific party,0.37362,552,1401,0.34828,0.39896
1991,3rd Quintile,West,SPD,0.28870,414,1401,0.26496,0.31244
1991,3rd Quintile,West,CDU/CSU,0.27311,361,1401,0.24977,0.29645
1991,3rd Quintile,West,FDP,0.02548,31,1401,0.01722,0.03373
1991,3rd Quintile,West,Bündnis90/Grüne,0.03087,43,1401,0.02181,0.03993
1991,4th Quintile,West,Not leaning towards specific party,0.40702,655,1568,0.38269,0.43134
1991,4th Quintile,West,SPD,0.26913,426,1568,0.24717,0.29109
1991,4th Quintile,West,CDU/CSU,0.24760,382,1568,0.22623,0.26898
1991,4th Quintile,West,FDP,0.03342,49,1568,0.02452,0.04232
1991,4th Quintile,West,Bündnis90/Grüne,0.03529,56,1568,0.02615,0.04442
1991,5th Quintile,West,Not leaning towards specific party,0.35046,609,1650,0.32743,0.37348
1991,5th Quintile,West,SPD,0.23752,395,1650,0.21698,0.25806
1991,5th Quintile,West,CDU/CSU,0.31661,506,1650,0.29416,0.33906
1991,5th Quintile,West,FDP,0.05761,85,1650,0.04636,0.06886
1991,5th Quintile,West,Bündnis90/Grüne,0.03145,55,1650,0.02303,0.03988
1992,1st Quintile,West,Not leaning towards specific party,0.55248,747,1123,0.52338,0.58157
1992,1st Quintile,West,SPD,0.23096,248,1123,0.20630,0.25562
1992,1st Quintile,West,CDU/CSU,0.17032,128,1123,0.14833,0.19232
1992,1st Quintile,East,Not leaning towards specific party,0.67233,1086,1564,0.64906,0.69560
1992,1st Quintile,East,SPD,0.12484,191,1564,0.10845,0.14123
1992,1st Quintile,East,CDU/CSU,0.11613,193,1564,0.10024,0.13201
1992,1st Quintile,East,Bündnis90/Grüne,0.02812,41,1564,0.01992,0.03631
1992,1st Quintile,East,PDS/Linke,0.03749,53,1564,0.02807,0.04691
1992,2nd Quintile,West,Not leaning towards specific party,0.50529,957,1614,0.48089,0.52969
1992,2nd Quintile,West,SPD,0.24881,365,1614,0.22771,0.26991
1992,2nd Quintile,West,CDU/CSU,0.19338,241,1614,0.17410,0.21265
1992,2nd Quintile,West,Bündnis90/Grüne,0.02886,51,1614,0.02069,0.03703
1992,2nd Quintile,East,Not leaning towards specific party,0.68812,820,1153,0.66137,0.71487
1992,2nd Quintile,East,SPD,0.11008,138,1153,0.09200,0.12815
1992,2nd Quintile,East,CDU/CSU,0.12160,158,1153,0.10272,0.14047
1992,2nd Quintile,East,Bündnis90/Grüne,0.03018,37,1153,0.02030,0.04006
1992,3rd Quintile,West,Not leaning towards specific party,0.49908,1101,1902,0.47660,0.52156
1992,3rd Quintile,West,SPD,0.24551,438,1902,0.22616,0.26486
1992,3rd Quintile,West,CDU/CSU,0.20398,315,1902,0.18587,0.22210
1992,3rd Quintile,West,Bündnis90/Grüne,0.02353,48,1902,0.01672,0.03035
1992,3rd Quintile,East,Not leaning towards specific party,0.67348,487,632,0.63689,0.71007
1992,3rd Quintile,East,SPD,0.11985,78,632,0.09450,0.14519
1992,3rd Quintile,East,CDU/CSU,0.10107,67,632,0.07755,0.12459
1992,4th Quintile,West,Not leaning towards specific party,0.48510,1227,2246,0.46442,0.50577
1992,4th Quintile,West,SPD,0.24219,527,2246,0.22447,0.25991
1992,4th Quintile,West,CDU/CSU,0.20407,386,2246,0.18740,0.22074
1992,4th Quintile,West,FDP,0.02259,39,2246,0.01645,0.02874
1992,4th Quintile,West,Bündnis90/Grüne,0.03035,67,2246,0.02325,0.03745
1992,4th Quintile,East,Not leaning towards specific party,0.63480,199,271,0.57737,0.69223
1992,4th Quintile,East,SPD,0.12469,33,271,0.08529,0.16410
1992,4th Quintile,East,CDU/CSU,0.12276,39,271,0.08362,0.16191
1992,5th Quintile,West,Not leaning towards specific party,0.41915,1020,2228,0.39866,0.43964
1992,5th Quintile,West,SPD,0.22093,501,2228,0.20370,0.23816
1992,5th Quintile,West,CDU/CSU,0.27719,544,2228,0.25860,0.29578
1992,5th Quintile,West,FDP,0.04459,84,2228,0.03602,0.05316
1992,5th Quintile,West,Bündnis90/Grüne,0.03247,79,2228,0.02511,0.03983
1992,5th Quintile,East,Not leaning towards specific party,0.56592,80,80,0.45663,0.67522
1993,1st Quintile,West,Not leaning towards specific party,0.63822,981,1381,0.61286,0.66357
1993,1st Quintile,West,SPD,0.17591,243,1381,0.15582,0.19600
1993,1st Quintile,West,CDU/CSU,0.11034,114,1381,0.09381,0.12687
1993,1st Quintile,West,Bündnis90/Grüne,0.03281,43,1381,0.02341,0.04221
1993,1st Quintile,East,Not leaning towards specific party,0.71238,854,1113,0.68578,0.73899
1993,1st Quintile,East,SPD,0.10766,118,1113,0.08945,0.12588
1993,1st Quintile,East,CDU/CSU,0.09516,104,1113,0.07792,0.11241
1993,1st Quintile,East,PDS/Linke,0.03567,37,1113,0.02477,0.04657
1993,2nd Quintile,West,Not leaning towards specific party,0.57247,1037,1592,0.54816,0.59678
1993,2nd Quintile,West,SPD,0.19884,307,1592,0.17923,0.21846
1993,2nd Quintile,West,CDU/CSU,0.17225,201,1592,0.15370,0.19081
1993,2nd Quintile,West,Bündnis90/Grüne,0.03087,47,1592,0.02237,0.03936
1993,2nd Quintile,East,Not leaning towards specific party,0.71092,859,1144,0.68464,0.73720
1993,2nd Quintile,East,SPD,0.11546,131,1144,0.09693,0.13399
1993,2nd Quintile,East,CDU/CSU,0.08528,109,1144,0.06909,0.10147
1993,2nd Quintile,East,PDS/Linke,0.04222,45,1144,0.03057,0.05388
1993,3rd Quintile,West,Not leaning towards specific party,0.54986,1110,1818,0.52698,0.57273
1993,3rd Quintile,West,SPD,0.22693,402,1818,0.20767,0.24619
1993,3rd Quintile,West,CDU/CSU,0.16977,240,1818,0.15251,0.18704
1993,3rd Quintile,West,Bündnis90/Grüne,0.03450,66,1818,0.02611,0.04289
1993,3rd Quintile,East,Not leaning towards specific party,0.70676,576,769,0.67456,0.73896
1993,3rd Quintile,East,SPD,0.09763,80,769,0.07664,0.11863
1993,3rd Quintile,East,CDU/CSU,0.09059,73,769,0.07029,0.11089
1993,3rd Quintile,East,Bündnis90/Grüne,0.04145,40,769,0.02735,0.05555
1993,4th Quintile,West,Not leaning towards specific party,0.52769,1233,2119,0.50643,0.54895
1993,4th Quintile,West,SPD,0.20390,410,2119,0.18674,0.22106
1993,4th Quintile,West,CDU/CSU,0.17988,331,2119,0.16353,0.19624
1993,4th Quintile,West,FDP,0.02092,32,2119,0.01483,0.02702
1993,4th Quintile,West,Bündnis90/Grüne,0.04793,81,2119,0.03883,0.05703
1993,4th Quintile,West,Far right parties,0.01705,32,2119,0.01154,0.02257
1993,4th Quintile,East,Not leaning towards specific party,0.64351,316,421,0.59771,0.68932
1993,4th Quintile,East,SPD,0.14645,66,421,0.11263,0.18026
1993,4th Quintile,East,CDU/CSU,0.08414,39,421,0.05759,0.11068
1993,5th Quintile,West,Not leaning towards specific party,0.44700,1088,2197,0.42621,0.46780
1993,5th Quintile,West,SPD,0.20604,438,2197,0.18912,0.22295
1993,5th Quintile,West,CDU/CSU,0.24580,473,2197,0.22779,0.26381
1993,5th Quintile,West,FDP,0.04275,78,2197,0.03429,0.05121
1993,5th Quintile,West,Bündnis90/Grüne,0.03464,87,2197,0.02699,0.04229
1993,5th Quintile,West,Far right parties,0.01743,33,2197,0.01196,0.02290
1993,5th Quintile,East,Not leaning towards specific party,0.65126,109,109,0.56138,0.74114
1994,1st Quintile,West,Not leaning towards specific party,0.61726,1052,1518,0.59280,0.64172
1994,1st Quintile,West,SPD,0.21061,289,1518,0.19009,0.23113
1994,1st Quintile,West,CDU/CSU,0.11568,131,1518,0.09958,0.13177
1994,1st Quintile,West,Bündnis90/Grüne,0.02824,46,1518,0.01990,0.03657
1994,1st Quintile,East,Not leaning towards specific party,0.71877,727,925,0.68978,0.74776
1994,1st Quintile,East,SPD,0.08777,71,925,0.06953,0.10602
1994,1st Quintile,East,CDU/CSU,0.09541,87,925,0.07647,0.11435
1994,1st Quintile,East,PDS/Linke,0.04703,40,925,0.03338,0.06068
1994,2nd Quintile,West,Not leaning towards specific party,0.53973,952,1552,0.51492,0.56453
1994,2nd Quintile,West,SPD,0.24396,364,1552,0.22259,0.26533
1994,2nd Quintile,West,CDU/CSU,0.17102,193,1552,0.15229,0.18976
1994,2nd Quintile,West,Bündnis90/Grüne,0.02622,43,1552,0.01826,0.03417
1994,2nd Quintile,East,Not leaning towards specific party,0.71078,776,1038,0.68318,0.73837
1994,2nd Quintile,East,SPD,0.11001,119,1038,0.09097,0.12906
1994,2nd Quintile,East,CDU/CSU,0.09802,98,1038,0.07993,0.11612
1994,2nd Quintile,East,PDS/Linke,0.04596,45,1038,0.03321,0.05870
1994,3rd Quintile,West,Not leaning towards specific party,0.49517,1016,1770,0.47187,0.51847
1994,3rd Quintile,West,SPD,0.27356,442,1770,0.25278,0.29433
1994,3rd Quintile,West,CDU/CSU,0.17194,256,1770,0.15436,0.18953
1994,3rd Quintile,West,Bündnis90/Grüne,0.03720,56,1770,0.02838,0.04602
1994,3rd Quintile,East,Not leaning towards specific party,0.65577,596,866,0.62411,0.68743
1994,3rd Quintile,East,SPD,0.11106,84,866,0.09012,0.13200
1994,3rd Quintile,East,CDU/CSU,0.09463,90,866,0.07513,0.11414
1994,3rd Quintile,East,Bündnis90/Grüne,0.04595,41,866,0.03200,0.05991
1994,3rd Quintile,East,PDS/Linke,0.06046,55,866,0.04457,0.07634
1994,4th Quintile,West,Not leaning towards specific party,0.50151,1094,1923,0.47916,0.52386
1994,4th Quintile,West,SPD,0.23598,461,1923,0.21700,0.25496
1994,4th Quintile,West,CDU/CSU,0.18297,292,1923,0.16568,0.20026
1994,4th Quintile,West,Bündnis90/Grüne,0.04515,76,1923,0.03587,0.05443
1994,4th Quintile,East,Not leaning towards specific party,0.64661,360,511,0.60513,0.68810
1994,4th Quintile,East,SPD,0.11232,64,511,0.08492,0.13973
1994,4th Quintile,East,CDU/CSU,0.09152,50,511,0.06649,0.11655
1994,4th Quintile,East,PDS/Linke,0.08186,37,511,0.05807,0.10566
1994,5th Quintile,West,Not leaning towards specific party,0.41354,978,2102,0.39249,0.43460
1994,5th Quintile,West,SPD,0.22345,468,2102,0.20564,0.24126
1994,5th Quintile,West,CDU/CSU,0.27955,516,2102,0.26036,0.29874
1994,5th Quintile,West,FDP,0.03141,56,2102,0.02395,0.03886
1994,5th Quintile,West,Bündnis90/Grüne,0.03942,84,2102,0.03110,0.04774
1994,5th Quintile,East,Not leaning towards specific party,0.60227,170,244,0.54074,0.66381
1994,5th Quintile,East,SPD,0.13878,42,244,0.09531,0.18224
1994,5th Quintile,East,CDU/CSU,0.13093,32,244,0.08852,0.17334
1995,1st Quintile,West,Not leaning towards specific party,0.59784,1152,1726,0.57470,0.62098
1995,1st Quintile,West,SPD,0.19394,299,1726,0.17529,0.21260
1995,1st Quintile,West,CDU/CSU,0.15900,210,1726,0.14174,0.17626
1995,1st Quintile,West,Bündnis90/Grüne,0.03973,65,1726,0.03051,0.04894
1995,1st Quintile,East,Not leaning towards specific party,0.63696,540,752,0.60257,0.67135
1995,1st Quintile,East,SPD,0.10331,71,752,0.08154,0.12508
1995,1st Quintile,East,CDU/CSU,0.13302,95,752,0.10873,0.15731
1995,1st Quintile,East,PDS/Linke,0.07056,46,752,0.05224,0.08887
1995,2nd Quintile,West,Not leaning towards specific party,0.49352,1052,1786,0.47033,0.51672
1995,2nd Quintile,West,SPD,0.26067,411,1786,0.24030,0.28103
1995,2nd Quintile,West,CDU/CSU,0.17671,247,1786,0.15901,0.19440
1995,2nd Quintile,West,Bündnis90/Grüne,0.04193,76,1786,0.03263,0.05123
1995,2nd Quintile,East,Not leaning towards specific party,0.64548,684,1015,0.61603,0.67492
1995,2nd Quintile,East,SPD,0.14364,147,1015,0.12205,0.16523
1995,2nd Quintile,East,CDU/CSU,0.12396,131,1015,0.10368,0.14424
1995,2nd Quintile,East,PDS/Linke,0.05401,53,1015,0.04010,0.06793
1995,3rd Quintile,West,Not leaning towards specific party,0.45960,979,1827,0.43674,0.48246
1995,3rd Quintile,West,SPD,0.28634,469,1827,0.26560,0.30707
1995,3rd Quintile,West,CDU/CSU,0.17775,293,1827,0.16022,0.19529
1995,3rd Quintile,West,Bündnis90/Grüne,0.05428,86,1827,0.04389,0.06467
1995,3rd Quintile,East,Not leaning towards specific party,0.61243,528,820,0.57907,0.64580
1995,3rd Quintile,East,SPD,0.12301,105,820,0.10051,0.14550
1995,3rd Quintile,East,CDU/CSU,0.14217,120,820,0.11825,0.16609
1995,3rd Quintile,East,PDS/Linke,0.08501,67,820,0.06591,0.10411
1995,4th Quintile,West,Not leaning towards specific party,0.44552,1007,1927,0.42332,0.46771
1995,4th Quintile,West,SPD,0.24178,448,1927,0.22266,0.26090
1995,4th Quintile,West,CDU/CSU,0.23106,391,1927,0.21223,0.24988
1995,4th Quintile,West,Bündnis90/Grüne,0.04316,81,1927,0.03408,0.05223
1995,4th Quintile,East,Not leaning towards specific party,0.59453,407,634,0.55629,0.63278
1995,4th Quintile,East,SPD,0.10077,64,634,0.07732,0.12422
1995,4th Quintile,East,CDU/CSU,0.14766,106,634,0.12003,0.17530
1995,4th Quintile,East,PDS/Linke,0.10188,57,634,0.07831,0.12544
1995,5th Quintile,West,Not leaning towards specific party,0.38178,895,2114,0.36106,0.40249
1995,5th Quintile,West,SPD,0.21045,443,2114,0.19307,0.22783
1995,5th Quintile,West,CDU/CSU,0.30744,577,2114,0.28777,0.32712
1995,5th Quintile,West,FDP,0.02268,47,2114,0.01633,0.02903
1995,5th Quintile,West,Bündnis90/Grüne,0.07129,152,2114,0.06032,0.08226
1995,5th Quintile,East,Not leaning towards specific party,0.52656,180,288,0.46879,0.58432
1995,5th Quintile,East,SPD,0.11849,38,288,0.08110,0.15588
1995,5th Quintile,East,CDU/CSU,0.23344,70,288,0.18450,0.28239
1996,1st Quintile,West,Not leaning towards specific party,0.62326,1234,1773,0.60070,0.64582
1996,1st Quintile,West,SPD,0.15929,267,1773,0.14225,0.17633
1996,1st Quintile,West,CDU/CSU,0.15315,204,1773,0.13638,0.16991
