year,bula_h,pgisced97,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Baden-Wuerttemberg,Lower Secondary Level,CDU/CSU,0.26867,144,661,0.23485,0.30249
1984,Baden-Wuerttemberg,Upper Secondary Level,Not leaning towards specific party,0.44124,444,880,0.40841,0.47406
1984,Baden-Wuerttemberg,Upper Secondary Level,SPD,0.23317,223,880,0.20522,0.26113
1984,Baden-Wuerttemberg,Upper Secondary Level,CDU/CSU,0.26925,213,880,0.23992,0.29857
1984,Baden-Wuerttemberg,First Stage of Tertiary Education,Not leaning towards specific party,0.35903,44,89,0.25880,0.45927
1984,Baden-Wuerttemberg,First Stage of Tertiary Education,CDU/CSU,0.41317,45,89,0.31028,0.51605
1984,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not leaning towards specific party,0.35390,45,79,0.24778,0.46002
1984,Baden-Wuerttemberg,Second Stage of Tertiary Education,SPD,0.23275,34,79,0.13897,0.32654
1984,Bavaria,Primary Level,Not leaning towards specific party,0.72895,79,79,0.63030,0.82760
1984,Bavaria,Lower Secondary Level,Not leaning towards specific party,0.43885,292,556,0.39756,0.48014
1984,Bavaria,Lower Secondary Level,SPD,0.16858,100,556,0.13743,0.19973
1984,Bavaria,Lower Secondary Level,CDU/CSU,0.35126,164,556,0.31154,0.39097
1984,Bavaria,Upper Secondary Level,Not leaning towards specific party,0.41161,447,987,0.38089,0.44232
1984,Bavaria,Upper Secondary Level,SPD,0.20790,220,987,0.18257,0.23323
1984,Bavaria,Upper Secondary Level,CDU/CSU,0.34408,320,987,0.31443,0.37374
1984,Bavaria,First Stage of Tertiary Education,Not leaning towards specific party,0.33044,43,89,0.23216,0.42872
1984,Bavaria,First Stage of Tertiary Education,CDU/CSU,0.37480,46,89,0.27366,0.47594
1984,Bavaria,Second Stage of Tertiary Education,Not leaning towards specific party,0.36452,59,110,0.27416,0.45487
1984,Bavaria,Second Stage of Tertiary Education,CDU/CSU,0.36187,51,110,0.27166,0.45209
1984,Berlin,Primary Level,Not leaning towards specific party,0.80781,31,31,0.66682,0.94881
1984,Berlin,Lower Secondary Level,Not leaning towards specific party,0.47471,54,85,0.36792,0.58150
1984,Berlin,Lower Secondary Level,SPD,0.38570,31,85,0.28160,0.48979
1984,Berlin,Upper Secondary Level,Not leaning towards specific party,0.42028,81,143,0.33909,0.50146
1984,Berlin,Upper Secondary Level,SPD,0.33914,62,143,0.26127,0.41700
1985,Schleswig-Holstein,Lower Secondary Level,Not leaning towards specific party,0.45139,39,39,0.29317,0.60961
1985,Schleswig-Holstein,Upper Secondary Level,Not leaning towards specific party,0.30548,60,187,0.23928,0.37167
1985,Schleswig-Holstein,Upper Secondary Level,SPD,0.43777,83,187,0.36647,0.50907
1985,Schleswig-Holstein,Upper Secondary Level,CDU/CSU,0.24043,44,187,0.17901,0.30184
1985,Hamburg,Upper Secondary Level,Not leaning towards specific party,0.41652,62,139,0.33426,0.49877
1985,Hamburg,Upper Secondary Level,SPD,0.28756,45,139,0.21204,0.36307
1985,Hamburg,Upper Secondary Level,CDU/CSU,0.24909,32,139,0.17693,0.32124
1985,Lower Saxony,Primary Level,Not leaning towards specific party,0.83561,42,42,0.72217,0.94906
1985,Lower Saxony,Lower Secondary Level,Not leaning towards specific party,0.40124,140,292,0.34492,0.45755
1985,Lower Saxony,Lower Secondary Level,SPD,0.28803,83,292,0.23600,0.34006
1985,Lower Saxony,Lower Secondary Level,CDU/CSU,0.25753,69,292,0.20729,0.30777
1985,Lower Saxony,Upper Secondary Level,Not leaning towards specific party,0.39096,222,499,0.34810,0.43382
1985,Lower Saxony,Upper Secondary Level,SPD,0.30869,168,499,0.26812,0.34926
1985,Lower Saxony,Upper Secondary Level,CDU/CSU,0.22094,109,499,0.18450,0.25738
1985,North Rhine-Westphalia,Pre-primary Level,Not leaning towards specific party,0.58444,38,38,0.42565,0.74324
1985,North Rhine-Westphalia,Primary Level,Not leaning towards specific party,0.68570,193,241,0.62696,0.74443
1985,North Rhine-Westphalia,Primary Level,SPD,0.23160,48,241,0.17823,0.28497
1985,North Rhine-Westphalia,Lower Secondary Level,Not leaning towards specific party,0.48644,415,725,0.45004,0.52285
1985,North Rhine-Westphalia,Lower Secondary Level,SPD,0.27394,193,725,0.24145,0.30642
1985,North Rhine-Westphalia,Lower Secondary Level,CDU/CSU,0.21091,117,725,0.18120,0.24063
1985,North Rhine-Westphalia,Upper Secondary Level,Not leaning towards specific party,0.34319,514,1364,0.31798,0.36839
1985,North Rhine-Westphalia,Upper Secondary Level,SPD,0.32215,441,1364,0.29734,0.34696
1985,North Rhine-Westphalia,Upper Secondary Level,CDU/CSU,0.28220,352,1364,0.25831,0.30610
1985,North Rhine-Westphalia,Upper Secondary Level,Bündnis90/Grüne,0.03466,57,1364,0.02495,0.04437
1985,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.38539,31,63,0.26424,0.50653
1985,North Rhine-Westphalia,Post-secondary Non-tertiary Level,SPD,0.31377,32,63,0.19826,0.42927
1985,North Rhine-Westphalia,First Stage of Tertiary Education,Not leaning towards specific party,0.32329,45,106,0.23382,0.41275
1985,North Rhine-Westphalia,First Stage of Tertiary Education,CDU/CSU,0.40664,61,106,0.31268,0.50059
1985,North Rhine-Westphalia,Second Stage of Tertiary Education,Not leaning towards specific party,0.26935,64,185,0.20525,0.33345
1985,North Rhine-Westphalia,Second Stage of Tertiary Education,SPD,0.27447,58,185,0.20999,0.33894
1985,North Rhine-Westphalia,Second Stage of Tertiary Education,CDU/CSU,0.28935,63,185,0.22383,0.35487
1985,Hesse,Primary Level,Not leaning towards specific party,0.68356,77,77,0.57900,0.78813
1985,Hesse,Lower Secondary Level,Not leaning towards specific party,0.42791,177,313,0.37301,0.48281
1985,Hesse,Lower Secondary Level,SPD,0.30937,85,313,0.25808,0.36066
1985,Hesse,Lower Secondary Level,CDU/CSU,0.23165,51,313,0.18483,0.27846
1985,Hesse,Upper Secondary Level,Not leaning towards specific party,0.40661,234,473,0.36229,0.45092
1985,Hesse,Upper Secondary Level,SPD,0.28693,145,473,0.24612,0.32774
1985,Hesse,Upper Secondary Level,CDU/CSU,0.23657,94,473,0.19823,0.27491
1985,"Rhineland-Palatinate, Saarland",Primary Level,Not leaning towards specific party,0.62349,36,36,0.46297,0.78401
1985,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not leaning towards specific party,0.59001,159,253,0.52929,0.65074
1985,"Rhineland-Palatinate, Saarland",Lower Secondary Level,SPD,0.21833,58,253,0.16732,0.26933
1985,"Rhineland-Palatinate, Saarland",Lower Secondary Level,CDU/CSU,0.14863,36,253,0.10471,0.19255
1985,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not leaning towards specific party,0.45678,166,336,0.40344,0.51013
1985,"Rhineland-Palatinate, Saarland",Upper Secondary Level,SPD,0.26745,96,336,0.22005,0.31485
1985,"Rhineland-Palatinate, Saarland",Upper Secondary Level,CDU/CSU,0.22196,74,336,0.17746,0.26646
1985,Baden-Wuerttemberg,Primary Level,Not leaning towards specific party,0.79593,192,233,0.74407,0.84779
1985,Baden-Wuerttemberg,Primary Level,SPD,0.14007,41,233,0.09541,0.18473
1985,Baden-Wuerttemberg,Lower Secondary Level,Not leaning towards specific party,0.53001,358,591,0.48974,0.57028
1985,Baden-Wuerttemberg,Lower Secondary Level,SPD,0.18468,119,591,0.15337,0.21600
1985,Baden-Wuerttemberg,Lower Secondary Level,CDU/CSU,0.26420,114,591,0.22862,0.29978
1985,Baden-Wuerttemberg,Upper Secondary Level,Not leaning towards specific party,0.44766,411,807,0.41333,0.48199
1985,Baden-Wuerttemberg,Upper Secondary Level,SPD,0.23096,214,807,0.20187,0.26006
1985,Baden-Wuerttemberg,Upper Secondary Level,CDU/CSU,0.24729,182,807,0.21750,0.27707
1985,Baden-Wuerttemberg,First Stage of Tertiary Education,Not leaning towards specific party,0.36664,40,74,0.25610,0.47719
1985,Baden-Wuerttemberg,First Stage of Tertiary Education,CDU/CSU,0.33487,34,74,0.22661,0.44314
1985,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not leaning towards specific party,0.31819,32,99,0.22597,0.41041
1985,Baden-Wuerttemberg,Second Stage of Tertiary Education,SPD,0.27388,36,99,0.18558,0.36217
1985,Baden-Wuerttemberg,Second Stage of Tertiary Education,CDU/CSU,0.29928,31,99,0.20861,0.38995
1985,Bavaria,Primary Level,Not leaning towards specific party,0.79252,65,65,0.69317,0.89186
1985,Bavaria,Lower Secondary Level,Not leaning towards specific party,0.47918,285,515,0.43600,0.52237
1985,Bavaria,Lower Secondary Level,SPD,0.17490,95,515,0.14206,0.20774
1985,Bavaria,Lower Secondary Level,CDU/CSU,0.31224,135,515,0.27217,0.35230
1985,Bavaria,Upper Secondary Level,Not leaning towards specific party,0.42743,422,903,0.39514,0.45971
1985,Bavaria,Upper Secondary Level,SPD,0.22356,211,903,0.19637,0.25075
1985,Bavaria,Upper Secondary Level,CDU/CSU,0.31315,270,903,0.28289,0.34342
1985,Bavaria,First Stage of Tertiary Education,Not leaning towards specific party,0.33676,41,83,0.23447,0.43905
1985,Bavaria,First Stage of Tertiary Education,CDU/CSU,0.35756,42,83,0.25382,0.46130
1985,Bavaria,Second Stage of Tertiary Education,Not leaning towards specific party,0.31322,46,128,0.23255,0.39388
1985,Bavaria,Second Stage of Tertiary Education,SPD,0.19702,33,128,0.12784,0.26619
1985,Bavaria,Second Stage of Tertiary Education,CDU/CSU,0.36894,49,128,0.28502,0.45287
1985,Berlin,Lower Secondary Level,Not leaning towards specific party,0.45337,44,44,0.30457,0.60217
1985,Berlin,Upper Secondary Level,Not leaning towards specific party,0.36645,65,144,0.28747,0.44542
1985,Berlin,Upper Secondary Level,SPD,0.30530,48,144,0.22982,0.38078
1985,Berlin,Upper Secondary Level,CDU/CSU,0.23238,31,144,0.16316,0.30161
1986,Schleswig-Holstein,Lower Secondary Level,SPD,0.48950,35,35,0.32146,0.65753
1986,Schleswig-Holstein,Upper Secondary Level,Not leaning towards specific party,0.31283,61,174,0.24374,0.38192
1986,Schleswig-Holstein,Upper Secondary Level,SPD,0.43304,75,174,0.35921,0.50688
1986,Schleswig-Holstein,Upper Secondary Level,CDU/CSU,0.22138,38,174,0.15951,0.28325
1986,Hamburg,Lower Secondary Level,Not leaning towards specific party,0.53056,34,34,0.36028,0.70084
1986,Hamburg,Upper Secondary Level,Not leaning towards specific party,0.43387,61,99,0.33574,0.53199
1986,Hamburg,Upper Secondary Level,SPD,0.29148,38,99,0.20150,0.38146
1986,Lower Saxony,Primary Level,Not leaning towards specific party,0.83471,41,41,0.71960,0.94982
1986,Lower Saxony,Lower Secondary Level,Not leaning towards specific party,0.42945,148,295,0.37287,0.48604
1986,Lower Saxony,Lower Secondary Level,SPD,0.24781,75,295,0.19846,0.29716
1986,Lower Saxony,Lower Secondary Level,CDU/CSU,0.27978,72,295,0.22847,0.33109
1986,Lower Saxony,Upper Secondary Level,Not leaning towards specific party,0.36438,200,498,0.32207,0.40669
1986,Lower Saxony,Upper Secondary Level,SPD,0.34519,185,498,0.30339,0.38699
1986,Lower Saxony,Upper Secondary Level,CDU/CSU,0.22793,113,498,0.19105,0.26481
1986,North Rhine-Westphalia,Pre-primary Level,Not leaning towards specific party,0.59703,49,49,0.45827,0.73579
1986,North Rhine-Westphalia,Primary Level,Not leaning towards specific party,0.69967,183,232,0.64055,0.75878
1986,North Rhine-Westphalia,Primary Level,SPD,0.21219,49,232,0.15946,0.26491
1986,North Rhine-Westphalia,Lower Secondary Level,Not leaning towards specific party,0.42937,371,681,0.39216,0.46657
1986,North Rhine-Westphalia,Lower Secondary Level,SPD,0.31868,198,681,0.28366,0.35371
1986,North Rhine-Westphalia,Lower Secondary Level,CDU/CSU,0.22839,112,681,0.19684,0.25995
1986,North Rhine-Westphalia,Upper Secondary Level,Not leaning towards specific party,0.32539,471,1309,0.30000,0.35078
1986,North Rhine-Westphalia,Upper Secondary Level,SPD,0.34916,465,1309,0.32333,0.37500
1986,North Rhine-Westphalia,Upper Secondary Level,CDU/CSU,0.27633,333,1309,0.25210,0.30057
1986,North Rhine-Westphalia,Upper Secondary Level,Bündnis90/Grüne,0.02518,40,1309,0.01669,0.03367
1986,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.34702,31,31,0.17668,0.51736
1986,North Rhine-Westphalia,First Stage of Tertiary Education,Not leaning towards specific party,0.36600,52,105,0.27342,0.45858
1986,North Rhine-Westphalia,First Stage of Tertiary Education,CDU/CSU,0.38378,53,105,0.29032,0.47725
1986,North Rhine-Westphalia,Second Stage of Tertiary Education,Not leaning towards specific party,0.28517,66,170,0.21709,0.35324
1986,North Rhine-Westphalia,Second Stage of Tertiary Education,SPD,0.22618,48,170,0.16310,0.28925
1986,North Rhine-Westphalia,Second Stage of Tertiary Education,CDU/CSU,0.29512,56,170,0.22636,0.36389
1986,Hesse,Primary Level,Not leaning towards specific party,0.84217,64,64,0.75215,0.93220
1986,Hesse,Lower Secondary Level,Not leaning towards specific party,0.53136,188,285,0.47332,0.58940
1986,Hesse,Lower Secondary Level,SPD,0.27615,64,285,0.22416,0.32815
1986,Hesse,Lower Secondary Level,CDU/CSU,0.15860,33,285,0.11612,0.20109
1986,Hesse,Upper Secondary Level,Not leaning towards specific party,0.48073,236,439,0.43394,0.52752
1986,Hesse,Upper Secondary Level,SPD,0.26308,125,439,0.22184,0.30432
1986,Hesse,Upper Secondary Level,CDU/CSU,0.19993,78,439,0.16248,0.23739
1986,Hesse,Second Stage of Tertiary Education,Not leaning towards specific party,0.41534,38,38,0.25655,0.57412
1986,"Rhineland-Palatinate, Saarland",Primary Level,Not leaning towards specific party,0.60225,32,32,0.42996,0.77454
1986,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not leaning towards specific party,0.54659,146,252,0.48500,0.60818
1986,"Rhineland-Palatinate, Saarland",Lower Secondary Level,SPD,0.24002,65,252,0.18718,0.29286
1986,"Rhineland-Palatinate, Saarland",Lower Secondary Level,CDU/CSU,0.18592,41,252,0.13779,0.23405
1986,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not leaning towards specific party,0.45005,173,349,0.39778,0.50232
1986,"Rhineland-Palatinate, Saarland",Upper Secondary Level,SPD,0.27842,104,349,0.23133,0.32551
1986,"Rhineland-Palatinate, Saarland",Upper Secondary Level,CDU/CSU,0.21625,72,349,0.17300,0.25951
1986,Baden-Wuerttemberg,Primary Level,Not leaning towards specific party,0.86454,180,212,0.81837,0.91072
1986,Baden-Wuerttemberg,Primary Level,SPD,0.09597,32,212,0.05623,0.13571
1986,Baden-Wuerttemberg,Lower Secondary Level,Not leaning towards specific party,0.53306,351,583,0.49253,0.57360
1986,Baden-Wuerttemberg,Lower Secondary Level,SPD,0.18551,122,583,0.15393,0.21709
1986,Baden-Wuerttemberg,Lower Secondary Level,CDU/CSU,0.25832,110,583,0.22276,0.29388
1986,Baden-Wuerttemberg,Upper Secondary Level,Not leaning towards specific party,0.43892,409,805,0.40461,0.47322
1986,Baden-Wuerttemberg,Upper Secondary Level,SPD,0.23405,202,805,0.20478,0.26331
1986,Baden-Wuerttemberg,Upper Secondary Level,CDU/CSU,0.26783,194,805,0.23722,0.29843
1986,Baden-Wuerttemberg,First Stage of Tertiary Education,Not leaning towards specific party,0.37290,37,75,0.26272,0.48308
1986,Baden-Wuerttemberg,First Stage of Tertiary Education,CDU/CSU,0.38682,38,75,0.27586,0.49779
1986,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not leaning towards specific party,0.29314,32,102,0.20436,0.38192
1986,Baden-Wuerttemberg,Second Stage of Tertiary Education,SPD,0.24451,35,102,0.16068,0.32833
1986,Baden-Wuerttemberg,Second Stage of Tertiary Education,CDU/CSU,0.33124,35,102,0.23945,0.42304
1986,Bavaria,Primary Level,Not leaning towards specific party,0.80674,60,60,0.70599,0.90750
1986,Bavaria,Lower Secondary Level,Not leaning towards specific party,0.49129,280,476,0.44633,0.53625
1986,Bavaria,Lower Secondary Level,SPD,0.17203,76,476,0.13809,0.20597
1986,Bavaria,Lower Secondary Level,CDU/CSU,0.30795,120,476,0.26643,0.34947
1986,Bavaria,Upper Secondary Level,Not leaning towards specific party,0.43026,402,837,0.39669,0.46382
1986,Bavaria,Upper Secondary Level,SPD,0.21308,180,837,0.18532,0.24083
1986,Bavaria,Upper Secondary Level,CDU/CSU,0.31121,255,837,0.27982,0.34259
1986,Bavaria,First Stage of Tertiary Education,Not leaning towards specific party,0.42315,44,76,0.31133,0.53496
1986,Bavaria,First Stage of Tertiary Education,CDU/CSU,0.28657,32,76,0.18424,0.38890
1986,Bavaria,Second Stage of Tertiary Education,Not leaning towards specific party,0.32371,45,95,0.22912,0.41830
1986,Bavaria,Second Stage of Tertiary Education,CDU/CSU,0.38847,50,95,0.28993,0.48700
1986,Berlin,Lower Secondary Level,Not leaning towards specific party,0.42745,41,41,0.27413,0.58076
1986,Berlin,Upper Secondary Level,Not leaning towards specific party,0.42475,72,149,0.34511,0.50438
1986,Berlin,Upper Secondary Level,SPD,0.26738,44,149,0.19607,0.33869
1986,Berlin,Upper Secondary Level,CDU/CSU,0.22053,33,149,0.15374,0.28733
1987,Schleswig-Holstein,Lower Secondary Level,SPD,0.51859,32,32,0.34270,0.69448
1987,Schleswig-Holstein,Upper Secondary Level,Not leaning towards specific party,0.28249,53,173,0.21520,0.34977
1987,Schleswig-Holstein,Upper Secondary Level,SPD,0.39728,72,173,0.32415,0.47041
1987,Schleswig-Holstein,Upper Secondary Level,CDU/CSU,0.27960,48,173,0.21253,0.34667
1987,Hamburg,Upper Secondary Level,Not leaning towards specific party,0.30509,39,110,0.21865,0.39153
1987,Hamburg,Upper Secondary Level,SPD,0.27367,34,110,0.18997,0.35737
1987,Hamburg,Upper Secondary Level,CDU/CSU,0.33076,37,110,0.24244,0.41909
1987,Lower Saxony,Primary Level,Not leaning towards specific party,0.70053,35,35,0.54658,0.85449
1987,Lower Saxony,Lower Secondary Level,Not leaning towards specific party,0.30065,112,282,0.24704,0.35427
1987,Lower Saxony,Lower Secondary Level,SPD,0.31179,86,282,0.25763,0.36596
1987,Lower Saxony,Lower Secondary Level,CDU/CSU,0.35591,84,282,0.29992,0.41189
1987,Lower Saxony,Upper Secondary Level,Not leaning towards specific party,0.31865,193,503,0.27789,0.35941
1987,Lower Saxony,Upper Secondary Level,SPD,0.35367,188,503,0.31185,0.39550
1987,Lower Saxony,Upper Secondary Level,CDU/CSU,0.23618,122,503,0.19902,0.27333
1987,North Rhine-Westphalia,Pre-primary Level,Not leaning towards specific party,0.49393,44,44,0.34449,0.64337
1987,North Rhine-Westphalia,Primary Level,Not leaning towards specific party,0.63356,167,218,0.56946,0.69767
1987,North Rhine-Westphalia,Primary Level,SPD,0.25885,51,218,0.20057,0.31713
1987,North Rhine-Westphalia,Lower Secondary Level,Not leaning towards specific party,0.39401,345,661,0.35673,0.43129
1987,North Rhine-Westphalia,Lower Secondary Level,SPD,0.36231,211,661,0.32564,0.39898
1987,North Rhine-Westphalia,Lower Secondary Level,CDU/CSU,0.21430,105,661,0.18300,0.24561
1987,North Rhine-Westphalia,Upper Secondary Level,Not leaning towards specific party,0.28218,423,1324,0.25793,0.30643
1987,North Rhine-Westphalia,Upper Secondary Level,SPD,0.34461,454,1324,0.31900,0.37021
1987,North Rhine-Westphalia,Upper Secondary Level,CDU/CSU,0.29870,353,1324,0.27404,0.32337
1987,North Rhine-Westphalia,Upper Secondary Level,FDP,0.03019,34,1324,0.02097,0.03942
1987,North Rhine-Westphalia,Upper Secondary Level,Bündnis90/Grüne,0.04034,60,1324,0.02974,0.05094
1987,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.40793,34,34,0.24025,0.57561
1987,North Rhine-Westphalia,First Stage of Tertiary Education,Not leaning towards specific party,0.28560,44,128,0.20704,0.36417
1987,North Rhine-Westphalia,First Stage of Tertiary Education,SPD,0.21358,31,128,0.14230,0.28486
1987,North Rhine-Westphalia,First Stage of Tertiary Education,CDU/CSU,0.42523,53,128,0.33925,0.51121
1987,North Rhine-Westphalia,Second Stage of Tertiary Education,Not leaning towards specific party,0.28606,64,170,0.21792,0.35419
1987,North Rhine-Westphalia,Second Stage of Tertiary Education,SPD,0.18330,41,170,0.12496,0.24163
1987,North Rhine-Westphalia,Second Stage of Tertiary Education,CDU/CSU,0.33623,65,170,0.26500,0.40746
1987,Hesse,Primary Level,Not leaning towards specific party,0.79490,69,69,0.69893,0.89087
1987,Hesse,Lower Secondary Level,Not leaning towards specific party,0.41870,164,278,0.36060,0.47680
1987,Hesse,Lower Secondary Level,SPD,0.32287,71,278,0.26781,0.37794
1987,Hesse,Lower Secondary Level,CDU/CSU,0.21510,43,278,0.16671,0.26349
1987,Hesse,Upper Secondary Level,Not leaning towards specific party,0.41582,230,443,0.36988,0.46177
1987,Hesse,Upper Secondary Level,SPD,0.24831,113,443,0.20803,0.28859
1987,Hesse,Upper Secondary Level,CDU/CSU,0.24786,100,443,0.20761,0.28812
1987,"Rhineland-Palatinate, Saarland",Primary Level,Not leaning towards specific party,0.82471,36,36,0.69874,0.95067
1987,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not leaning towards specific party,0.47844,132,248,0.41614,0.54074
1987,"Rhineland-Palatinate, Saarland",Lower Secondary Level,SPD,0.26571,66,248,0.21063,0.32080
1987,"Rhineland-Palatinate, Saarland",Lower Secondary Level,CDU/CSU,0.21552,50,248,0.16424,0.26679
1987,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not leaning towards specific party,0.38264,147,340,0.33090,0.43438
1987,"Rhineland-Palatinate, Saarland",Upper Secondary Level,SPD,0.24969,97,340,0.20361,0.29576
1987,"Rhineland-Palatinate, Saarland",Upper Secondary Level,CDU/CSU,0.28502,96,340,0.23696,0.33307
1987,Baden-Wuerttemberg,Primary Level,Not leaning towards specific party,0.82521,173,207,0.77335,0.87707
1987,Baden-Wuerttemberg,Primary Level,SPD,0.13433,34,207,0.08776,0.18090
1987,Baden-Wuerttemberg,Lower Secondary Level,Not leaning towards specific party,0.54491,356,576,0.50420,0.58561
1987,Baden-Wuerttemberg,Lower Secondary Level,SPD,0.15825,109,576,0.12841,0.18808
