"party","year","bildungsniveau","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"keine Parteineigung","1984","Hauptschule","Baden-Wuerttemberg","704","0.471631184180885","0.444962879612941","0.498299488748828"
"keine Parteineigung","1984","Hauptschule","Bayern","578","0.409508107346872","0.382495151363582","0.436521063330162"
"keine Parteineigung","1984","Hauptschule","Saarland","","","",""
"keine Parteineigung","1984","Hauptschule","Berlin","105","","",""
"keine Parteineigung","1984","Hauptschule","Brandenburg","","","",""
"keine Parteineigung","1984","Hauptschule","Mecklenburg-Vorpommern","","","",""
"keine Parteineigung","1984","Hauptschule","Sachsen","","","",""
"keine Parteineigung","1984","Hauptschule","Sachsen-Anhalt","","","",""
"keine Parteineigung","1984","Hauptschule","Thueringen","","","",""
"keine Parteineigung","1984","Realschule","Schleswig-Holstein","36","0.379839329915575","0.280119972663179","0.479558687167971"
"keine Parteineigung","1984","Realschule","Hamburg","15","","",""
"keine Parteineigung","1984","Realschule","Niedersachsen","94","0.401988108425307","0.338065368117166","0.465910848733447"
"keine Parteineigung","1984","Realschule","Bremen","12","","",""
"keine Parteineigung","1984","Realschule","Nordrhein-Westfalen","159","","",""
"keine Parteineigung","1984","Realschule","Hessen","78","0.429074279560767","0.357559595426735","0.500588963694799"
"keine Parteineigung","1984","Realschule","Rheinland-Pfalz,Saarland","51","0.476568749866566","0.381934399240398","0.571203100492733"
"keine Parteineigung","1984","Realschule","Baden-Wuerttemberg","119","","",""
"keine Parteineigung","1984","Realschule","Bayern","165","","",""
"keine Parteineigung","1984","Realschule","Saarland","","","",""
"keine Parteineigung","1984","Realschule","Berlin","37","0.48437040376375","0.372013694013","0.596727113514501"
"keine Parteineigung","1984","Realschule","Brandenburg","","","",""
"keine Parteineigung","1984","Realschule","Mecklenburg-Vorpommern","","","",""
"keine Parteineigung","1984","Realschule","Sachsen","","","",""
"keine Parteineigung","1984","Realschule","Sachsen-Anhalt","","","",""
"keine Parteineigung","1984","Realschule","Thueringen","","","",""
"keine Parteineigung","1984","(Fach-)Abitur","Schleswig-Holstein","11","","",""
"keine Parteineigung","1984","(Fach-)Abitur","Hamburg","17","","",""
"keine Parteineigung","1984","(Fach-)Abitur","Niedersachsen","34","0.367046796967713","0.260759572653823","0.473334021281603"
"keine Parteineigung","1984","(Fach-)Abitur","Bremen","4","0.436767319915147","0.129357963447908","0.744176676382386"
"keine Parteineigung","1984","(Fach-)Abitur","Nordrhein-Westfalen","97","0.351167251360934","0.292694774120556","0.409639728601312"
"keine Parteineigung","1984","(Fach-)Abitur","Hessen","43","0.38209079150528","0.287794714660917","0.476386868349642"
"keine Parteineigung","1984","(Fach-)Abitur","Rheinland-Pfalz,Saarland","15","","",""
"keine Parteineigung","1984","(Fach-)Abitur","Baden-Wuerttemberg","58","0.386848000578577","0.304077320567245","0.469618680589909"
"keine Parteineigung","1984","(Fach-)Abitur","Bayern","61","0.402439232166128","0.320621065849771","0.484257398482486"
"keine Parteineigung","1984","(Fach-)Abitur","Saarland","","","",""
"keine Parteineigung","1984","(Fach-)Abitur","Berlin","11","","",""
"keine Parteineigung","1984","(Fach-)Abitur","Brandenburg","","","",""
"keine Parteineigung","1984","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"keine Parteineigung","1984","(Fach-)Abitur","Sachsen","","","",""
"keine Parteineigung","1984","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"keine Parteineigung","1984","(Fach-)Abitur","Thueringen","","","",""
"keine Parteineigung","1984","AkademikerIn","Schleswig-Holstein","5","0.249028658130202","0.0595023776903101","0.438554938570095"
"keine Parteineigung","1984","AkademikerIn","Hamburg","6","0.374569777375462","0.144489480719911","0.604650074031014"
"keine Parteineigung","1984","AkademikerIn","Niedersachsen","28","","",""
"keine Parteineigung","1984","AkademikerIn","Bremen","1","","",""
"keine Parteineigung","1984","AkademikerIn","Nordrhein-Westfalen","79","0.354973445189399","0.292310498741462","0.417636391637335"
"keine Parteineigung","1984","AkademikerIn","Hessen","29","","",""
"keine Parteineigung","1984","AkademikerIn","Rheinland-Pfalz,Saarland","10","","",""
"keine Parteineigung","1984","AkademikerIn","Baden-Wuerttemberg","45","0.353899273282812","0.27007244491785","0.437726101647773"
"keine Parteineigung","1984","AkademikerIn","Bayern","59","0.364518623753867","0.28874928160435","0.440287965903384"
"keine Parteineigung","1984","AkademikerIn","Saarland","","","",""
"keine Parteineigung","1984","AkademikerIn","Berlin","14","","",""
"keine Parteineigung","1984","AkademikerIn","Brandenburg","","","",""
"keine Parteineigung","1984","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"keine Parteineigung","1984","AkademikerIn","Sachsen","","","",""
"keine Parteineigung","1984","AkademikerIn","Sachsen-Anhalt","","","",""
"keine Parteineigung","1984","AkademikerIn","Thueringen","","","",""
"SPD","1984","(noch) kein Abschluss","Schleswig-Holstein","6","0.358417146866827","0.14279565131109","0.574038642422564"
"SPD","1984","(noch) kein Abschluss","Hamburg","7","0.352960109989179","0.175950267237286","0.529969952741072"
"SPD","1984","(noch) kein Abschluss","Niedersachsen","12","","",""
"SPD","1984","(noch) kein Abschluss","Bremen","1","","",""
"SPD","1984","(noch) kein Abschluss","Nordrhein-Westfalen","105","","",""
"SPD","1984","(noch) kein Abschluss","Hessen","37","0.227455947307493","0.158265074366514","0.296646820248471"
"SPD","1984","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","20","","",""
"SPD","1984","(noch) kein Abschluss","Baden-Wuerttemberg","54","0.0918946509255848","0.0609141746029939","0.122875127248176"
"SPD","1984","(noch) kein Abschluss","Bayern","23","","",""
"SPD","1984","(noch) kein Abschluss","Saarland","","","",""
"SPD","1984","(noch) kein Abschluss","Berlin","5","0.163057897821895","0.0585507248978746","0.267565070745915"
"SPD","1984","(noch) kein Abschluss","Brandenburg","","","",""
"SPD","1984","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"SPD","1984","(noch) kein Abschluss","Sachsen","","","",""
"SPD","1984","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"SPD","1984","(noch) kein Abschluss","Thueringen","","","",""
"SPD","1984","Hauptschule","Schleswig-Holstein","102","","",""
"SPD","1984","Hauptschule","Hamburg","53","0.353629510749148","0.279779567976233","0.427479453522063"
"SPD","1984","Hauptschule","Niedersachsen","249","","",""
"SPD","1984","Hauptschule","Bremen","36","0.443011275786287","0.341506898983025","0.544515652589549"
"SPD","1984","Hauptschule","Nordrhein-Westfalen","606","0.340396934640359","0.318845494721565","0.361948374559153"
"SPD","1984","Hauptschule","Hessen","244","","",""
"SPD","1984","Hauptschule","Rheinland-Pfalz,Saarland","176","","",""
"SPD","1984","Hauptschule","Baden-Wuerttemberg","300","0.221895625072554","0.199697368870851","0.244093881274258"
"SPD","1984","Hauptschule","Bayern","263","","",""
"SPD","1984","Hauptschule","Saarland","","","",""
"SPD","1984","Hauptschule","Berlin","71","0.368141580137636","0.302754450590121","0.43352870968515"
"SPD","1984","Hauptschule","Brandenburg","","","",""
"SPD","1984","Hauptschule","Mecklenburg-Vorpommern","","","",""
"SPD","1984","Hauptschule","Sachsen","","","",""
"SPD","1984","Hauptschule","Sachsen-Anhalt","","","",""
"SPD","1984","Hauptschule","Thueringen","","","",""
"SPD","1984","Realschule","Schleswig-Holstein","25","","",""
"SPD","1984","Realschule","Hamburg","17","","",""
"SPD","1984","Realschule","Niedersachsen","40","0.174487241870275","0.12500634018532","0.22396814355523"
"SPD","1984","Realschule","Bremen","3","","",""
"SPD","1984","Realschule","Nordrhein-Westfalen","115","","",""
"SPD","1984","Realschule","Hessen","46","0.215413821705284","0.156012475300193","0.274815168110376"
"SPD","1984","Realschule","Rheinland-Pfalz,Saarland","19","","",""
"SPD","1984","Realschule","Baden-Wuerttemberg","48","0.1681764159369","0.124130426771528","0.212222405102271"
"SPD","1984","Realschule","Bayern","66","0.176409536898368","0.137305792701866","0.215513281094871"
"SPD","1984","Realschule","Saarland","","","",""
"SPD","1984","Realschule","Berlin","22","","",""
"SPD","1984","Realschule","Brandenburg","","","",""
"SPD","1984","Realschule","Mecklenburg-Vorpommern","","","",""
"SPD","1984","Realschule","Sachsen","","","",""
"SPD","1984","Realschule","Sachsen-Anhalt","","","",""
"SPD","1984","Realschule","Thueringen","","","",""
"SPD","1984","(Fach-)Abitur","Schleswig-Holstein","6","0.226235628432129","0.068419613253881","0.384051643610378"
"SPD","1984","(Fach-)Abitur","Hamburg","11","","",""
"SPD","1984","(Fach-)Abitur","Niedersachsen","16","","",""
"SPD","1984","(Fach-)Abitur","Bremen","2","","",""
"SPD","1984","(Fach-)Abitur","Nordrhein-Westfalen","67","0.248247054973476","0.195328530049401","0.301165579897552"
"SPD","1984","(Fach-)Abitur","Hessen","17","","",""
"SPD","1984","(Fach-)Abitur","Rheinland-Pfalz,Saarland","5","0.159435819075949","0.0345337854814659","0.284337852670432"
"SPD","1984","(Fach-)Abitur","Baden-Wuerttemberg","25","","",""
"SPD","1984","(Fach-)Abitur","Bayern","32","0.223228506927209","0.153753273517604","0.292703740336814"
"SPD","1984","(Fach-)Abitur","Saarland","","","",""
"SPD","1984","(Fach-)Abitur","Berlin","6","0.141633119571671","0.026119563054236","0.257146676089106"
"SPD","1984","(Fach-)Abitur","Brandenburg","","","",""
"SPD","1984","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"SPD","1984","(Fach-)Abitur","Sachsen","","","",""
"SPD","1984","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"SPD","1984","(Fach-)Abitur","Thueringen","","","",""
"SPD","1984","AkademikerIn","Schleswig-Holstein","3","","",""
"SPD","1984","AkademikerIn","Hamburg","5","0.305551620204965","0.0865809688171179","0.524522271592812"
"SPD","1984","AkademikerIn","Niedersachsen","14","","",""
"SPD","1984","AkademikerIn","Bremen","","","",""
"SPD","1984","AkademikerIn","Nordrhein-Westfalen","55","0.226078724527324","0.171301210098996","0.280856238955653"
"SPD","1984","AkademikerIn","Hessen","27","","",""
"SPD","1984","AkademikerIn","Rheinland-Pfalz,Saarland","11","","",""
"SPD","1984","AkademikerIn","Baden-Wuerttemberg","34","0.232754536049421","0.158673111329323","0.306835960769519"
"SPD","1984","AkademikerIn","Bayern","24","","",""
"SPD","1984","AkademikerIn","Saarland","","","",""
"SPD","1984","AkademikerIn","Berlin","6","0.161165535574334","0.037575671902392","0.284755399246276"
"SPD","1984","AkademikerIn","Brandenburg","","","",""
"SPD","1984","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"SPD","1984","AkademikerIn","Sachsen","","","",""
"SPD","1984","AkademikerIn","Sachsen-Anhalt","","","",""
"SPD","1984","AkademikerIn","Thueringen","","","",""
"CDU/CSU","1984","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"CDU/CSU","1984","(noch) kein Abschluss","Hamburg","1","","",""
"CDU/CSU","1984","(noch) kein Abschluss","Niedersachsen","2","","",""
"CDU/CSU","1984","(noch) kein Abschluss","Bremen","","","",""
"CDU/CSU","1984","(noch) kein Abschluss","Nordrhein-Westfalen","14","","",""
"CDU/CSU","1984","(noch) kein Abschluss","Hessen","7","0.0971094714315972","0.0482344592729515","0.145984483590243"
"CDU/CSU","1984","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","6","0.207370042145686","0.114998013733864","0.299742070557509"
"CDU/CSU","1984","(noch) kein Abschluss","Baden-Wuerttemberg","10","","",""
"CDU/CSU","1984","(noch) kein Abschluss","Bayern","12","","",""
"CDU/CSU","1984","(noch) kein Abschluss","Saarland","","","",""
"CDU/CSU","1984","(noch) kein Abschluss","Berlin","3","","",""
"CDU/CSU","1984","(noch) kein Abschluss","Brandenburg","","","",""
"CDU/CSU","1984","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"CDU/CSU","1984","(noch) kein Abschluss","Sachsen","","","",""
"CDU/CSU","1984","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"CDU/CSU","1984","(noch) kein Abschluss","Thueringen","","","",""
"CDU/CSU","1984","Hauptschule","Schleswig-Holstein","50","0.237681699409314","0.182062737748351","0.293300661070278"
"CDU/CSU","1984","Hauptschule","Hamburg","31","0.200118053276373","0.138317660513235","0.261918446039511"
"CDU/CSU","1984","Hauptschule","Niedersachsen","157","","",""
"CDU/CSU","1984","Hauptschule","Bremen","18","","",""
"CDU/CSU","1984","Hauptschule","Nordrhein-Westfalen","392","0.257210395119428","0.237330261179741","0.277090529059115"
"CDU/CSU","1984","Hauptschule","Hessen","116","","",""
"CDU/CSU","1984","Hauptschule","Rheinland-Pfalz,Saarland","122","","",""
"CDU/CSU","1984","Hauptschule","Baden-Wuerttemberg","300","0.273739789463252","0.249919850125381","0.297559728801123"
"CDU/CSU","1984","Hauptschule","Bayern","399","0.362414299885666","0.336008104285245","0.388820495486087"
"CDU/CSU","1984","Hauptschule","Saarland","","","",""
"CDU/CSU","1984","Hauptschule","Berlin","26","","",""
"CDU/CSU","1984","Hauptschule","Brandenburg","","","",""
"CDU/CSU","1984","Hauptschule","Mecklenburg-Vorpommern","","","",""
"CDU/CSU","1984","Hauptschule","Sachsen","","","",""
"CDU/CSU","1984","Hauptschule","Sachsen-Anhalt","","","",""
"CDU/CSU","1984","Hauptschule","Thueringen","","","",""
"CDU/CSU","1984","Realschule","Schleswig-Holstein","22","","",""
"CDU/CSU","1984","Realschule","Hamburg","15","","",""
"CDU/CSU","1984","Realschule","Niedersachsen","72","0.335361914937771","0.273809747033653","0.396914082841889"
"CDU/CSU","1984","Realschule","Bremen","7","0.388933040154146","0.189697875390272","0.58816820491802"
"CDU/CSU","1984","Realschule","Nordrhein-Westfalen","145","","",""
"CDU/CSU","1984","Realschule","Hessen","46","0.273044881984235","0.208670955608833","0.337418808359636"
"CDU/CSU","1984","Realschule","Rheinland-Pfalz,Saarland","30","0.282562905611527","0.197251776510506","0.367874034712548"
"CDU/CSU","1984","Realschule","Baden-Wuerttemberg","83","0.31418943530039","0.259524847098798","0.368854023501981"
"CDU/CSU","1984","Realschule","Bayern","112","","",""
"CDU/CSU","1984","Realschule","Saarland","","","",""
"CDU/CSU","1984","Realschule","Berlin","10","","",""
"CDU/CSU","1984","Realschule","Brandenburg","","","",""
"CDU/CSU","1984","Realschule","Mecklenburg-Vorpommern","","","",""
"CDU/CSU","1984","Realschule","Sachsen","","","",""
"CDU/CSU","1984","Realschule","Sachsen-Anhalt","","","",""
"CDU/CSU","1984","Realschule","Thueringen","","","",""
"CDU/CSU","1984","(Fach-)Abitur","Schleswig-Holstein","3","","",""
"CDU/CSU","1984","(Fach-)Abitur","Hamburg","9","0.308142634463305","0.171713874163056","0.444571394763554"
"CDU/CSU","1984","(Fach-)Abitur","Niedersachsen","15","","",""
"CDU/CSU","1984","(Fach-)Abitur","Bremen","3","","",""
"CDU/CSU","1984","(Fach-)Abitur","Nordrhein-Westfalen","52","0.261925176028503","0.20806510443011","0.315785247626896"
"CDU/CSU","1984","(Fach-)Abitur","Hessen","13","","",""
"CDU/CSU","1984","(Fach-)Abitur","Rheinland-Pfalz,Saarland","9","0.275856297326864","0.123365037809958","0.428347556843769"
"CDU/CSU","1984","(Fach-)Abitur","Baden-Wuerttemberg","27","","",""
"CDU/CSU","1984","(Fach-)Abitur","Bayern","29","","",""
"CDU/CSU","1984","(Fach-)Abitur","Saarland","","","",""
"CDU/CSU","1984","(Fach-)Abitur","Berlin","8","0.336028542643407","0.17954204945262","0.492515035834194"
"CDU/CSU","1984","(Fach-)Abitur","Brandenburg","","","",""
"CDU/CSU","1984","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"CDU/CSU","1984","(Fach-)Abitur","Sachsen","","","",""
"CDU/CSU","1984","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"CDU/CSU","1984","(Fach-)Abitur","Thueringen","","","",""
"CDU/CSU","1984","AkademikerIn","Schleswig-Holstein","8","0.389101529294372","0.175428808057055","0.602774250531689"
"CDU/CSU","1984","AkademikerIn","Hamburg","2","","",""
"CDU/CSU","1984","AkademikerIn","Niedersachsen","26","","",""
"CDU/CSU","1984","AkademikerIn","Bremen","","","",""
"CDU/CSU","1984","AkademikerIn","Nordrhein-Westfalen","65","0.314350381461124","0.253553374836075","0.375147388086172"
"CDU/CSU","1984","AkademikerIn","Hessen","20","","",""
"CDU/CSU","1984","AkademikerIn","Rheinland-Pfalz,Saarland","12","","",""
"CDU/CSU","1984","AkademikerIn","Baden-Wuerttemberg","28","","",""
"CDU/CSU","1984","AkademikerIn","Bayern","51","0.361867407357683","0.286216796397786","0.437518018317579"
"CDU/CSU","1984","AkademikerIn","Saarland","","","",""
"CDU/CSU","1984","AkademikerIn","Berlin","7","0.25839137583481","0.111249927861945","0.405532823807676"
"CDU/CSU","1984","AkademikerIn","Brandenburg","","","",""
"CDU/CSU","1984","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"CDU/CSU","1984","AkademikerIn","Sachsen","","","",""
"CDU/CSU","1984","AkademikerIn","Sachsen-Anhalt","","","",""
"CDU/CSU","1984","AkademikerIn","Thueringen","","","",""
"FDP","1984","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"FDP","1984","(noch) kein Abschluss","Hamburg","","","",""
"FDP","1984","(noch) kein Abschluss","Niedersachsen","","","",""
"FDP","1984","(noch) kein Abschluss","Bremen","","","",""
"FDP","1984","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"FDP","1984","(noch) kein Abschluss","Hessen","","","",""
"FDP","1984","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","1","","",""
"FDP","1984","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"FDP","1984","(noch) kein Abschluss","Bayern","","","",""
"FDP","1984","(noch) kein Abschluss","Saarland","","","",""
"FDP","1984","(noch) kein Abschluss","Berlin","","","",""
"FDP","1984","(noch) kein Abschluss","Brandenburg","","","",""
"FDP","1984","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"FDP","1984","(noch) kein Abschluss","Sachsen","","","",""
"FDP","1984","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"FDP","1984","(noch) kein Abschluss","Thueringen","","","",""
"FDP","1984","Hauptschule","Schleswig-Holstein","1","","",""
"FDP","1984","Hauptschule","Hamburg","1","","",""
"FDP","1984","Hauptschule","Niedersachsen","6","0.00890976002138283","0.00213007506586813","0.0156894449768975"
"FDP","1984","Hauptschule","Bremen","","","",""
"FDP","1984","Hauptschule","Nordrhein-Westfalen","21","","",""
"FDP","1984","Hauptschule","Hessen","11","","",""
"FDP","1984","Hauptschule","Rheinland-Pfalz,Saarland","7","0.0140524666157873","0.00457067467865945","0.0235342585529152"
"FDP","1984","Hauptschule","Baden-Wuerttemberg","13","","",""
"FDP","1984","Hauptschule","Bayern","10","","",""
"FDP","1984","Hauptschule","Saarland","","","",""
"FDP","1984","Hauptschule","Berlin","5","0.0323798870817032","0.00838243923928277","0.0563773349241236"
"FDP","1984","Hauptschule","Brandenburg","","","",""
"FDP","1984","Hauptschule","Mecklenburg-Vorpommern","","","",""
"FDP","1984","Hauptschule","Sachsen","","","",""
"FDP","1984","Hauptschule","Sachsen-Anhalt","","","",""
"FDP","1984","Hauptschule","Thueringen","","","",""
"FDP","1984","Realschule","Schleswig-Holstein","1","","",""
"FDP","1984","Realschule","Hamburg","2","","",""
"FDP","1984","Realschule","Niedersachsen","5","0.0254136898405084","0.00489555462960736","0.0459318250514094"
"FDP","1984","Realschule","Bremen","","","",""
"FDP","1984","Realschule","Nordrhein-Westfalen","7","0.0204391864305209","0.00746627374413487","0.033412099116907"
"FDP","1984","Realschule","Hessen","3","","",""
"FDP","1984","Realschule","Rheinland-Pfalz,Saarland","2","","",""
"FDP","1984","Realschule","Baden-Wuerttemberg","12","","",""
"FDP","1984","Realschule","Bayern","4","0.0100236841333138","-0.000195771145366208","0.0202431394119937"
"FDP","1984","Realschule","Saarland","","","",""
"FDP","1984","Realschule","Berlin","1","","",""
"FDP","1984","Realschule","Brandenburg","","","",""
"FDP","1984","Realschule","Mecklenburg-Vorpommern","","","",""
"FDP","1984","Realschule","Sachsen","","","",""
"FDP","1984","Realschule","Sachsen-Anhalt","","","",""
"FDP","1984","Realschule","Thueringen","","","",""
"FDP","1984","(Fach-)Abitur","Schleswig-Holstein","1","","",""
"FDP","1984","(Fach-)Abitur","Hamburg","1","","",""
"FDP","1984","(Fach-)Abitur","Niedersachsen","4","0.0938387706470387","0.0295361847057579","0.15814135658832"
"FDP","1984","(Fach-)Abitur","Bremen","","","",""
"FDP","1984","(Fach-)Abitur","Nordrhein-Westfalen","5","0.0203431391253022","0.00304999005709889","0.0376362881935055"
"FDP","1984","(Fach-)Abitur","Hessen","4","0.036440344830256","7.57671800964491e-05","0.0728049224804155"
"FDP","1984","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"FDP","1984","(Fach-)Abitur","Baden-Wuerttemberg","4","0.0268417168688129","-0.000625784689228744","0.0543092184268545"
"FDP","1984","(Fach-)Abitur","Bayern","2","","",""
"FDP","1984","(Fach-)Abitur","Saarland","","","",""
"FDP","1984","(Fach-)Abitur","Berlin","1","","",""
"FDP","1984","(Fach-)Abitur","Brandenburg","","","",""
"FDP","1984","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"FDP","1984","(Fach-)Abitur","Sachsen","","","",""
"FDP","1984","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"FDP","1984","(Fach-)Abitur","Thueringen","","","",""
"FDP","1984","AkademikerIn","Schleswig-Holstein","3","","",""
"FDP","1984","AkademikerIn","Hamburg","1","","",""
"FDP","1984","AkademikerIn","Niedersachsen","4","0.0469039842921128","-0.000321445962672959","0.0941294145468986"
"FDP","1984","AkademikerIn","Bremen","","","",""
"FDP","1984","AkademikerIn","Nordrhein-Westfalen","12","","",""
"FDP","1984","AkademikerIn","Hessen","2","","",""
"FDP","1984","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"FDP","1984","AkademikerIn","Baden-Wuerttemberg","10","","",""
"FDP","1984","AkademikerIn","Bayern","9","0.0692845373252338","0.0293076600335989","0.109261414616869"
"FDP","1984","AkademikerIn","Saarland","","","",""
"FDP","1984","AkademikerIn","Berlin","3","","",""
"FDP","1984","AkademikerIn","Brandenburg","","","",""
"FDP","1984","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"FDP","1984","AkademikerIn","Sachsen","","","",""
"FDP","1984","AkademikerIn","Sachsen-Anhalt","","","",""
"FDP","1984","AkademikerIn","Thueringen","","","",""
"Grüne","1984","(noch) kein Abschluss","Schleswig-Holstein","3","","",""
"Grüne","1984","(noch) kein Abschluss","Hamburg","","","",""
"Grüne","1984","(noch) kein Abschluss","Niedersachsen","4","0.0630296263785155","0.0144171471729522","0.111642105584079"
"Grüne","1984","(noch) kein Abschluss","Bremen","","","",""
"Grüne","1984","(noch) kein Abschluss","Nordrhein-Westfalen","11","","",""
"Grüne","1984","(noch) kein Abschluss","Hessen","6","0.0934639576349175","0.0454184091188173","0.141509506151018"
"Grüne","1984","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","1","","",""
"Grüne","1984","(noch) kein Abschluss","Baden-Wuerttemberg","5","0.0595112495001239","0.0341394544473852","0.0848830445528625"
"Grüne","1984","(noch) kein Abschluss","Bayern","1","","",""
"Grüne","1984","(noch) kein Abschluss","Saarland","","","",""
"Grüne","1984","(noch) kein Abschluss","Berlin","2","","",""
"Grüne","1984","(noch) kein Abschluss","Brandenburg","","","",""
"Grüne","1984","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Grüne","1984","(noch) kein Abschluss","Sachsen","","","",""
"Grüne","1984","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Grüne","1984","(noch) kein Abschluss","Thueringen","","","",""
"Grüne","1984","Hauptschule","Schleswig-Holstein","3","","",""
"Grüne","1984","Hauptschule","Hamburg","4","0.0201337487087719","-0.00156231137343677","0.0418298087909806"
"Grüne","1984","Hauptschule","Niedersachsen","9","0.00851615562963733","0.00188659837217898","0.0151457128870957"
"Grüne","1984","Hauptschule","Bremen","2","","",""
"Grüne","1984","Hauptschule","Nordrhein-Westfalen","29","","",""
"Grüne","1984","Hauptschule","Hessen","9","0.008807660333217","0.00187612203622111","0.0157391986302129"
"Grüne","1984","Hauptschule","Rheinland-Pfalz,Saarland","7","0.0134203552272991","0.00415130322302556","0.0226894072315727"
"Grüne","1984","Hauptschule","Baden-Wuerttemberg","24","","",""
"Grüne","1984","Hauptschule","Bayern","17","","",""
"Grüne","1984","Hauptschule","Saarland","","","",""
"Grüne","1984","Hauptschule","Berlin","2","","",""
"Grüne","1984","Hauptschule","Brandenburg","","","",""
"Grüne","1984","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Grüne","1984","Hauptschule","Sachsen","","","",""
"Grüne","1984","Hauptschule","Sachsen-Anhalt","","","",""
"Grüne","1984","Hauptschule","Thueringen","","","",""
"Grüne","1984","Realschule","Schleswig-Holstein","6","0.0609531909518808","0.0117980168559474","0.110108365047814"
"Grüne","1984","Realschule","Hamburg","3","","",""
"Grüne","1984","Realschule","Niedersachsen","14","","",""
"Grüne","1984","Realschule","Bremen","","","",""
"Grüne","1984","Realschule","Nordrhein-Westfalen","29","","",""
"Grüne","1984","Realschule","Hessen","11","","",""
"Grüne","1984","Realschule","Rheinland-Pfalz,Saarland","5","0.0440537466270061","0.00517033483686452","0.0829371584171477"
