year,sampreg,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,West,Bündnis90/Grüne,0.03660,431,10295,0.03297,0.04022
1998,West,Far right parties,0.00647,61,10295,0.00492,0.00802
1998,West,Others,0.00548,55,10295,0.00405,0.00690
1998,West,Party combinations,0.00353,42,10295,0.00239,0.00468
1998,East,Not leaning towards specific party,0.56261,2662,3779,0.54679,0.57843
1998,East,SPD,0.09220,407,3779,0.08297,0.10142
1998,East,CDU/CSU,0.08215,359,3779,0.07339,0.09090
1998,East,Bündnis90/Grüne,0.02447,99,3779,0.01954,0.02940
1998,East,PDS/Linke,0.04856,221,3779,0.04170,0.05541
1998,East,Far right parties,0.00600,31,3779,0.00354,0.00846
1999,West,Not leaning towards specific party,0.38070,5063,9852,0.37111,0.39029
1999,West,SPD,0.19421,2201,9852,0.18639,0.20202
1999,West,CDU/CSU,0.18701,1931,9852,0.17931,0.19471
1999,West,FDP,0.01154,110,9852,0.00943,0.01365
1999,West,Bündnis90/Grüne,0.02930,348,9852,0.02597,0.03263
1999,West,PDS/Linke,0.00369,41,9852,0.00249,0.00488
1999,West,Far right parties,0.00361,51,9852,0.00242,0.00479
1999,West,Others,0.00384,44,9852,0.00262,0.00506
1999,West,Party combinations,0.00596,63,9852,0.00444,0.00748
1999,East,Not leaning towards specific party,0.50497,2334,3663,0.48878,0.52116
1999,East,SPD,0.12857,538,3663,0.11773,0.13941
1999,East,CDU/CSU,0.10537,460,3663,0.09542,0.11531
1999,East,Bündnis90/Grüne,0.01706,70,3663,0.01286,0.02125
1999,East,PDS/Linke,0.06346,261,3663,0.05557,0.07136
2000,West,Not leaning towards specific party,0.41347,9604,18072,0.40629,0.42065
2000,West,SPD,0.18042,3864,18072,0.17482,0.18603
2000,West,CDU/CSU,0.16385,3428,18072,0.15846,0.16925
2000,West,FDP,0.01260,237,18072,0.01097,0.01423
2000,West,Bündnis90/Grüne,0.02967,645,18072,0.02720,0.03215
2000,West,PDS/Linke,0.00254,59,18072,0.00180,0.00327
2000,West,Far right parties,0.00311,72,18072,0.00230,0.00392
2000,West,Others,0.00378,81,18072,0.00289,0.00468
2000,West,Party combinations,0.00408,82,18072,0.00315,0.00501
2000,East,Not leaning towards specific party,0.52539,3689,5774,0.51251,0.53827
2000,East,SPD,0.10720,708,5774,0.09922,0.11518
2000,East,CDU/CSU,0.10738,731,5774,0.09940,0.11537
2000,East,FDP,0.00555,37,5774,0.00363,0.00746
2000,East,Bündnis90/Grüne,0.01342,95,5774,0.01045,0.01638
2000,East,PDS/Linke,0.07125,466,5774,0.06462,0.07789
2000,East,Far right parties,0.00695,48,5774,0.00481,0.00909
2001,West,Not leaning towards specific party,0.42963,8935,16380,0.42205,0.43721
2001,West,SPD,0.17636,3443,16380,0.17052,0.18220
2001,West,CDU/CSU,0.15400,2906,16380,0.14847,0.15953
2001,West,FDP,0.01489,253,16380,0.01303,0.01674
2001,West,Bündnis90/Grüne,0.02885,599,16380,0.02629,0.03141
2001,West,PDS/Linke,0.00277,53,16380,0.00197,0.00358
2001,West,Far right parties,0.00275,66,16380,0.00195,0.00355
2001,West,Others,0.00365,62,16380,0.00272,0.00457
2001,West,Party combinations,0.00370,63,16380,0.00277,0.00462
2001,East,Not leaning towards specific party,0.56194,3619,5372,0.54867,0.57521
2001,East,SPD,0.09665,605,5372,0.08874,0.10455
2001,East,CDU/CSU,0.09799,606,5372,0.09004,0.10594
2001,East,FDP,0.00741,48,5372,0.00512,0.00971
2001,East,Bündnis90/Grüne,0.01412,84,5372,0.01096,0.01728
2001,East,PDS/Linke,0.06492,379,5372,0.05833,0.07151
2001,East,Far right parties,0.00437,31,5372,0.00261,0.00613
2002,West,Not leaning towards specific party,0.43018,8959,17483,0.42284,0.43752
2002,West,SPD,0.17250,3683,17483,0.16690,0.17810
2002,West,CDU/CSU,0.15812,3486,17483,0.15271,0.16353
2002,West,FDP,0.01584,407,17483,0.01399,0.01769
2002,West,Bündnis90/Grüne,0.02635,668,17483,0.02397,0.02872
2002,West,PDS/Linke,0.00388,76,17483,0.00296,0.00480
2002,West,Far right parties,0.00257,49,17483,0.00182,0.00332
2002,West,Others,0.00403,78,17483,0.00309,0.00497
2002,West,Party combinations,0.00350,77,17483,0.00262,0.00437
2002,East,Not leaning towards specific party,0.55949,3495,5332,0.54616,0.57282
2002,East,SPD,0.08894,561,5332,0.08130,0.09658
2002,East,CDU/CSU,0.09726,649,5332,0.08931,0.10522
2002,East,FDP,0.00999,73,5332,0.00732,0.01265
2002,East,Bündnis90/Grüne,0.01121,81,5332,0.00838,0.01403
2002,East,PDS/Linke,0.07988,473,5332,0.07260,0.08716
2003,West,Not leaning towards specific party,0.40222,8062,16697,0.39478,0.40966
2003,West,SPD,0.16361,3263,16697,0.15800,0.16922
2003,West,CDU/CSU,0.18501,3886,16697,0.17912,0.19090
2003,West,FDP,0.01560,355,16697,0.01372,0.01748
2003,West,Bündnis90/Grüne,0.03847,869,16697,0.03555,0.04138
2003,West,PDS/Linke,0.00197,42,16697,0.00129,0.00264
2003,West,Far right parties,0.00222,38,16697,0.00151,0.00294
2003,West,Others,0.00339,69,16697,0.00251,0.00427
2003,West,Party combinations,0.00583,113,16697,0.00468,0.00699
2003,East,Not leaning towards specific party,0.54758,3348,5253,0.53412,0.56104
2003,East,SPD,0.10133,625,5253,0.09317,0.10949
2003,East,CDU/CSU,0.11291,746,5253,0.10436,0.12147
2003,East,FDP,0.01067,67,5253,0.00789,0.01344
2003,East,Bündnis90/Grüne,0.01921,123,5253,0.01550,0.02292
2003,East,PDS/Linke,0.06036,344,5253,0.05392,0.06680
2004,West,Not leaning towards specific party,0.46622,8958,16327,0.45857,0.47387
2004,West,SPD,0.13392,2638,16327,0.12869,0.13914
2004,West,CDU/CSU,0.16576,3414,16327,0.16006,0.17147
2004,West,FDP,0.01395,318,16327,0.01216,0.01575
2004,West,Bündnis90/Grüne,0.03334,766,16327,0.03058,0.03609
2004,West,PDS/Linke,0.00305,56,16327,0.00220,0.00389
2004,West,Far right parties,0.00237,42,16327,0.00162,0.00312
2004,West,Others,0.00371,73,16327,0.00278,0.00464
2004,West,Party combinations,0.00317,62,16327,0.00231,0.00403
2004,East,Not leaning towards specific party,0.59889,3569,5138,0.58548,0.61229
2004,East,SPD,0.07448,442,5138,0.06730,0.08166
2004,East,CDU/CSU,0.09556,597,5138,0.08752,0.10360
2004,East,FDP,0.00959,64,5138,0.00693,0.01226
2004,East,Bündnis90/Grüne,0.01626,104,5138,0.01280,0.01972
2004,East,PDS/Linke,0.06341,362,5138,0.05675,0.07008
2005,West,Not leaning towards specific party,0.45433,8253,15565,0.44651,0.46216
2005,West,SPD,0.14804,2787,15565,0.14246,0.15362
2005,West,CDU/CSU,0.16119,3168,15565,0.15541,0.16696
2005,West,FDP,0.01346,312,15565,0.01165,0.01527
2005,West,Bündnis90/Grüne,0.03741,776,15565,0.03443,0.04039
2005,West,PDS/Linke,0.00314,57,15565,0.00226,0.00402
2005,West,Far right parties,0.00448,74,15565,0.00343,0.00552
2005,West,Others,0.00341,63,15565,0.00249,0.00432
2005,West,Party combinations,0.00341,75,15565,0.00250,0.00433
2005,East,Not leaning towards specific party,0.57552,3289,4978,0.56179,0.58925
2005,East,SPD,0.08044,489,4978,0.07289,0.08800
2005,East,CDU/CSU,0.09092,579,4978,0.08293,0.09891
2005,East,FDP,0.01086,70,4978,0.00798,0.01374
2005,East,Bündnis90/Grüne,0.02252,118,4978,0.01839,0.02664
2005,East,PDS/Linke,0.06635,378,4978,0.05944,0.07327
2005,East,Far right parties,0.01455,55,4978,0.01123,0.01788
2006,West,Not leaning towards specific party,0.41973,8119,16555,0.41221,0.42725
2006,West,SPD,0.15844,3201,16555,0.15287,0.16400
2006,West,CDU/CSU,0.16682,3633,16555,0.16115,0.17250
2006,West,FDP,0.01755,402,16555,0.01555,0.01955
2006,West,Bündnis90/Grüne,0.03606,816,16555,0.03322,0.03890
2006,West,PDS/Linke,0.00883,158,16555,0.00741,0.01026
2006,West,Far right parties,0.00511,83,16555,0.00403,0.00620
2006,West,Others,0.00361,72,16555,0.00270,0.00452
2006,West,Party combinations,0.00406,71,16555,0.00309,0.00503
2006,East,Not leaning towards specific party,0.54205,3253,5225,0.52854,0.55556
2006,East,SPD,0.09200,586,5225,0.08416,0.09983
2006,East,CDU/CSU,0.10442,673,5225,0.09612,0.11271
2006,East,FDP,0.01307,88,5225,0.00999,0.01615
2006,East,Bündnis90/Grüne,0.01830,118,5225,0.01466,0.02193
2006,East,PDS/Linke,0.08002,458,5225,0.07266,0.08738
2006,East,Far right parties,0.01099,49,5225,0.00816,0.01381
2007,West,Not leaning towards specific party,0.46235,8275,15415,0.45448,0.47022
2007,West,SPD,0.13779,2648,15415,0.13235,0.14323
2007,West,CDU/CSU,0.14968,3037,15415,0.14405,0.15531
2007,West,FDP,0.01538,374,15415,0.01344,0.01733
2007,West,Bündnis90/Grüne,0.03702,746,15415,0.03404,0.04000
2007,West,PDS/Linke,0.00784,134,15415,0.00645,0.00924
2007,West,Far right parties,0.00455,77,15415,0.00349,0.00562
2007,West,Others,0.00330,64,15415,0.00239,0.00421
2007,West,Party combinations,0.00381,60,15415,0.00284,0.00478
2007,East,Not leaning towards specific party,0.57959,3352,4976,0.56587,0.59331
2007,East,SPD,0.08554,475,4976,0.07777,0.09331
2007,East,CDU/CSU,0.08135,509,4976,0.07375,0.08894
2007,East,FDP,0.01285,77,4976,0.00972,0.01598
2007,East,Bündnis90/Grüne,0.02408,114,4976,0.01982,0.02834
2007,East,PDS/Linke,0.07791,411,4976,0.07047,0.08536
2007,East,Far right parties,0.00909,38,4976,0.00645,0.01173
2008,West,Not leaning towards specific party,0.45821,7673,14439,0.45008,0.46634
2008,West,SPD,0.13386,2366,14439,0.12831,0.13942
2008,West,CDU/CSU,0.15726,2984,14439,0.15132,0.16320
2008,West,FDP,0.01662,362,14439,0.01453,0.01870
2008,West,Bündnis90/Grüne,0.03727,686,14439,0.03418,0.04036
2008,West,PDS/Linke,0.01065,182,14439,0.00898,0.01233
2008,West,Far right parties,0.00349,60,14439,0.00253,0.00445
2008,West,Others,0.00306,52,14439,0.00216,0.00396
2008,West,Party combinations,0.00491,74,14439,0.00377,0.00605
2008,East,Not leaning towards specific party,0.57849,3198,4733,0.56442,0.59256
2008,East,SPD,0.07279,406,4733,0.06538,0.08019
2008,East,CDU/CSU,0.08928,499,4733,0.08116,0.09741
2008,East,FDP,0.01311,75,4733,0.00987,0.01635
2008,East,Bündnis90/Grüne,0.02182,103,4733,0.01766,0.02599
2008,East,PDS/Linke,0.08250,412,4733,0.07466,0.09034
2008,East,Far right parties,0.01048,40,4733,0.00758,0.01338
2009,West,Not leaning towards specific party,0.48133,7250,13398,0.47287,0.48979
2009,West,SPD,0.11764,2004,13398,0.11219,0.12310
2009,West,CDU/CSU,0.14421,2583,13398,0.13826,0.15016
2009,West,FDP,0.02623,516,13398,0.02352,0.02893
2009,West,Bündnis90/Grüne,0.04000,710,13398,0.03668,0.04332
2009,West,PDS/Linke,0.00939,149,13398,0.00776,0.01102
2009,West,Far right parties,0.00451,62,13398,0.00337,0.00564
2009,West,Others,0.00352,61,13398,0.00252,0.00452
2009,West,Party combinations,0.00514,63,13398,0.00393,0.00635
2009,East,Not leaning towards specific party,0.57772,3054,4505,0.56330,0.59215
2009,East,SPD,0.06578,359,4505,0.05854,0.07302
2009,East,CDU/CSU,0.08053,460,4505,0.07258,0.08848
2009,East,FDP,0.01917,90,4505,0.01517,0.02318
2009,East,Bündnis90/Grüne,0.02579,116,4505,0.02116,0.03042
2009,East,PDS/Linke,0.07983,387,4505,0.07192,0.08775
2009,East,Far right parties,0.01344,39,4505,0.01008,0.01681
2010,West,Not leaning towards specific party,0.42508,9370,18241,0.41791,0.43226
2010,West,SPD,0.13698,2761,18241,0.13199,0.14197
2010,West,CDU/CSU,0.15970,3505,18241,0.15439,0.16502
2010,West,FDP,0.02425,605,18241,0.02202,0.02648
2010,West,Bündnis90/Grüne,0.05266,1408,18241,0.04942,0.05590
2010,West,PDS/Linke,0.01542,319,18241,0.01363,0.01721
2010,West,Far right parties,0.00407,91,18241,0.00315,0.00500
2010,West,Others,0.00452,92,18241,0.00354,0.00549
2010,West,Party combinations,0.00655,90,18241,0.00538,0.00772
2010,East,Not leaning towards specific party,0.52034,3314,5403,0.50702,0.53366
2010,East,SPD,0.07407,459,5403,0.06709,0.08105
2010,East,CDU/CSU,0.10203,657,5403,0.09396,0.11010
2010,East,FDP,0.01184,103,5403,0.00895,0.01472
2010,East,Bündnis90/Grüne,0.02897,204,5403,0.02449,0.03344
2010,East,PDS/Linke,0.10740,561,5403,0.09914,0.11565
2010,East,Far right parties,0.01615,70,5403,0.01279,0.01951
2010,East,Party combinations,0.00967,35,5403,0.00706,0.01228
2011,West,Not leaning towards specific party,0.40344,8253,15657,0.39575,0.41112
2011,West,SPD,0.11930,2382,15657,0.11422,0.12438
2011,West,CDU/CSU,0.13698,3006,15657,0.13160,0.14237
2011,West,FDP,0.00924,251,15657,0.00774,0.01074
2011,West,Bündnis90/Grüne,0.06097,1369,15657,0.05723,0.06472
2011,West,PDS/Linke,0.00847,165,15657,0.00703,0.00990
2011,West,Far right parties,0.00304,55,15657,0.00217,0.00390
2011,West,Others,0.00535,95,15657,0.00421,0.00649
2011,West,Party combinations,0.00525,81,15657,0.00412,0.00638
2011,East,Not leaning towards specific party,0.51931,3210,4840,0.50523,0.53338
2011,East,SPD,0.06592,426,4840,0.05893,0.07291
2011,East,CDU/CSU,0.08645,531,4840,0.07853,0.09436
2011,East,FDP,0.00590,49,4840,0.00374,0.00806
2011,East,Bündnis90/Grüne,0.02310,153,4840,0.01887,0.02733
2011,East,PDS/Linke,0.07384,419,4840,0.06647,0.08120
2011,East,Far right parties,0.01260,52,4840,0.00945,0.01574
2012,West,Not leaning towards specific party,0.41440,8225,15459,0.40663,0.42216
2012,West,SPD,0.11766,2414,15459,0.11258,0.12274
2012,West,CDU/CSU,0.13542,2963,15459,0.13002,0.14081
2012,West,FDP,0.00770,194,15459,0.00633,0.00908
2012,West,Bündnis90/Grüne,0.05493,1204,15459,0.05133,0.05852
2012,West,PDS/Linke,0.00707,143,15459,0.00575,0.00839
2012,West,Far right parties,0.00282,45,15459,0.00198,0.00365
2012,West,Others,0.01112,211,15459,0.00947,0.01277
2012,West,Party combinations,0.00414,60,15459,0.00313,0.00515
2012,East,Not leaning towards specific party,0.52532,3200,4802,0.51120,0.53945
2012,East,SPD,0.06534,431,4802,0.05835,0.07233
2012,East,CDU/CSU,0.08764,528,4802,0.07964,0.09563
2012,East,FDP,0.00480,34,4802,0.00284,0.00675
2012,East,Bündnis90/Grüne,0.02040,134,4802,0.01640,0.02440
2012,East,PDS/Linke,0.07004,386,4802,0.06282,0.07726
2012,East,Far right parties,0.01036,42,4802,0.00749,0.01322
2012,East,Others,0.00667,47,4802,0.00437,0.00898
2013,West,Not leaning towards specific party,0.41691,10710,18727,0.40985,0.42397
2013,West,SPD,0.11807,2664,18727,0.11345,0.12270
2013,West,CDU/CSU,0.14606,3342,18727,0.14100,0.15112
2013,West,FDP,0.00881,230,18727,0.00748,0.01015
2013,West,Bündnis90/Grüne,0.05518,1322,18727,0.05191,0.05846
2013,West,PDS/Linke,0.00697,183,18727,0.00577,0.00816
2013,West,Far right parties,0.00206,36,18727,0.00141,0.00271
2013,West,Others,0.00790,167,18727,0.00663,0.00917
2013,West,Party combinations,0.00413,73,18727,0.00321,0.00505
2013,East,Not leaning towards specific party,0.52484,3163,4731,0.51061,0.53908
2013,East,SPD,0.07090,441,4731,0.06359,0.07822
2013,East,CDU/CSU,0.10003,594,4731,0.09148,0.10858
2013,East,FDP,0.00639,42,4731,0.00412,0.00866
2013,East,Bündnis90/Grüne,0.02149,136,4731,0.01736,0.02562
2013,East,PDS/Linke,0.06278,355,4731,0.05587,0.06970
2014,West,Not leaning towards specific party,0.42312,11423,21153,0.41646,0.42978
2014,West,SPD,0.13444,3095,21153,0.12985,0.13904
2014,West,CDU/CSU,0.16733,4005,21153,0.16230,0.17236
2014,West,FDP,0.00947,246,21153,0.00816,0.01078
2014,West,Bündnis90/Grüne,0.05693,1517,21153,0.05381,0.06005
2014,West,PDS/Linke,0.01425,395,21153,0.01265,0.01584
2014,West,Far right parties,0.00257,52,21153,0.00189,0.00326
2014,West,AfD,0.00584,156,21153,0.00481,0.00687
2014,West,Others,0.00729,186,21153,0.00614,0.00843
2014,West,Party combinations,0.00578,78,21153,0.00476,0.00680
2014,East,Not leaning towards specific party,0.51361,3387,5484,0.50038,0.52684
2014,East,SPD,0.07528,470,5484,0.06830,0.08227
2014,East,CDU/CSU,0.12012,772,5484,0.11152,0.12873
2014,East,FDP,0.00716,56,5484,0.00493,0.00940
2014,East,Bündnis90/Grüne,0.02311,186,5484,0.01914,0.02709
2014,East,PDS/Linke,0.08605,516,5484,0.07863,0.09347
2014,East,Far right parties,0.00878,47,5484,0.00631,0.01125
2014,East,AfD,0.00736,50,5484,0.00510,0.00963
2015,West,Not leaning towards specific party,0.46206,12664,21077,0.45533,0.46879
2015,West,SPD,0.11581,2576,21077,0.11149,0.12013
2015,West,CDU/CSU,0.15720,3499,21077,0.15228,0.16211
2015,West,FDP,0.00931,235,21077,0.00801,0.01060
2015,West,Bündnis90/Grüne,0.05315,1315,21077,0.05012,0.05618
2015,West,PDS/Linke,0.01176,357,21077,0.01030,0.01321
2015,West,Far right parties,0.00256,55,21077,0.00187,0.00324
2015,West,AfD,0.00870,178,21077,0.00745,0.00996
2015,West,Others,0.00575,128,21077,0.00473,0.00677
2015,West,Party combinations,0.00425,70,21077,0.00337,0.00513
2015,East,Not leaning towards specific party,0.54930,3509,5340,0.53596,0.56265
2015,East,SPD,0.05781,386,5340,0.05155,0.06407
2015,East,CDU/CSU,0.10277,621,5340,0.09462,0.11091
2015,East,FDP,0.00452,33,5340,0.00272,0.00631
2015,East,Bündnis90/Grüne,0.01977,156,5340,0.01604,0.02351
2015,East,PDS/Linke,0.07950,464,5340,0.07225,0.08676
2015,East,Far right parties,0.00908,43,5340,0.00654,0.01163
2015,East,AfD,0.01885,95,5340,0.01520,0.02250
2015,East,Others,0.00464,33,5340,0.00282,0.00647
2016,West,Not leaning towards specific party,0.47050,11295,19028,0.46341,0.47759
2016,West,SPD,0.10237,2166,19028,0.09806,0.10667
2016,West,CDU/CSU,0.14432,3114,19028,0.13933,0.14932
2016,West,FDP,0.01093,247,19028,0.00945,0.01241
2016,West,Bündnis90/Grüne,0.05935,1352,19028,0.05600,0.06271
2016,West,PDS/Linke,0.01257,310,19028,0.01099,0.01416
2016,West,Far right parties,0.00228,38,19028,0.00160,0.00295
2016,West,AfD,0.01416,323,19028,0.01248,0.01584
2016,West,Others,0.00633,124,19028,0.00521,0.00746
2016,West,Party combinations,0.00269,59,19028,0.00195,0.00343
2016,East,Not leaning towards specific party,0.56080,3326,4951,0.54697,0.57462
2016,East,SPD,0.04810,298,4951,0.04214,0.05406
2016,East,CDU/CSU,0.08796,539,4951,0.08007,0.09585
2016,East,FDP,0.00445,32,4951,0.00260,0.00631
2016,East,Bündnis90/Grüne,0.01784,142,4951,0.01416,0.02153
2016,East,PDS/Linke,0.06623,390,4951,0.05931,0.07316
